0100000008	1 Mózes
0b0c100160	Mikor pedig látta az egész Izráel, hogy meg nem hallgatta őket a király, felele az egész nép a királynak ekképen: Micsoda részünk van nékünk Dávidban? Nincsen nékünk örökségünk az Isai fiában: menj el a te hajlékidba, óh Izráel! Most viseld gondját immár a te házadnak, óh Dávid! Elméne azért az Izráel az ő hajlékiba;
0b0c11005a	Úgy hogy Roboám csak azokon az Izráel fiain uralkodék, a kik Júda városaiban laktak.
0b0c1200cd	És a mikor elküldé Roboám király Adorámot, az adószedőt, megkövezé őt az egész Izráel, és meghala, és maga Roboám király is hamarsággal szekerébe üle, hogy elmeneküljön Jeruzsálembe.
0b0c130047	Így szakada el az Izráel népe Dávidnak házától mind e mai napig.
0b0c1400fd	És lőn, mikor meghallotta az egész Izráel, hogy megjött Jeroboám, érette küldvén, hivaták őt a gyülekezetbe, és királylyá tevék őt az egész Izráelen; senki pedig nem követé Dávidnak házát, hanem csak egyedül a Júda nemzetsége.
0b0c15010b	És mikor megérkezett Roboám Jeruzsálembe, összegyűjté Júda egész házát és Benjámin nemzetségét, száznyolczvanezer válogatott hadra való férfiút, hogy hadakozzanak az Izráel házával, és visszanyerjék az országot Roboámnak, a Salamon fiának.
0b0c160045	De az Isten beszéde lőn Sémajához, az Isten emberéhez, mondván:
0b0c17008d	Ezt mondjad Roboámnak, a Salamon fiának, a Júda királyának, és az egész Júda és Benjámin házának, és a többi népnek, mondván:
0b0c180104	Azt mondja az Úr: Fel ne menjetek, és ne hadakozzatok a ti atyátokfiai ellen, az Izráel ellen; térjetek meg kiki a maga házába, mert én tőlem lett e dolog. És ők engedének az Úr beszédének, és visszatérvén, elmenének az Úr beszéde szerint.
0b0c190072	Jeroboám pedig megépíté Síkemet az Efraim hegyén, és abban lakék; és onnét kimenvén, építé Pénuelt.
0b0c1a0054	És monda Jeroboám az ő szívében: Majd visszatér ez ország a Dávid házához;
0b0c1b00de	Ha felmegy a nép, hogy áldozatot tegyen Jeruzsálemben az Úrnak házában; e népnek szíve az ő urához, Roboámhoz, a Júda királyához hajol, és engem megölnek, és visszatérnek Roboámhoz, a Júda királyához.
0b0c1c00d7	Tanácsot tartván azért a király, csináltata két arany borjút, és monda nékik: Sok néktek Jeruzsálembe felmennetek: Ímhol vannak a te isteneid, óh Izráel, a kik téged kihoztak Égyiptomnak földéből.
0b0c1d003f	És az egyiket helyhezteté Béthelbe, a másikat pedig Dánba.
0b0c1e005d	És e dolog nagy bűnnek lett az okozója, mert a nép felment az egyik elé egészen Dánig.
0b0c1f007b	Azután felállítá a magas helyek templomát, és papokat szerze a nép aljából, a kik nem voltak a Lévi fiai közül.
0b0c200140	És szerze Jeroboám egy ünnepet is a nyolczadik hónapban, a hónap tizenötödik napján, a Júdabeli ünnep módja szerint, és áldozék az oltáron. Hasonlóképen cselekedék Béthelben is, áldozván a borjúknak, a melyeket csinált vala, és szerze Béthelben papokat a magaslatokhoz, a melyeket csinált vala.
0b0c210109	És áldozék azon az oltáron is, a melyet Béthelben állított fel, a nyolczadik hónap tizenötödik napján, abban a hónapban, a melyet az ő szívében gondolt vala; és ünnepet szerze az Izráel fiainak, és felméne az oltárra, hogy jóillatot szerezzen.
0b0d01008f	És ímé Isten embere jöve Júdából Béthelbe, az Úrnak intésére, és Jeroboám ott állott az oltár mellett, hogy tömjént gyújtson.
0b0d02012b	És kiálta az oltár ellen az Úr intése szerint, és monda: Oltár, oltár! ezt mondja az Úr: Ímé egy fiú születik a Dávid házából, a kinek neve Józsiás lészen, a ki megáldozza rajtad a magaslatok papjait, a kik most te rajtad tömjéneznek, és emberek csontjait égetik meg rajtad,
0b0d03009b	És ugyanazon napon csudát tőn, mondván: E lészen jegye, hogy az Úr mondotta légyen ezt: Ímé az oltár meghasad, és kiomol a hamu, mely rajta van.
0b0d040129	És a mikor meghallotta a király az Isten emberének beszédét, a melyet kiáltott vala az oltár ellen Béthelben, kinyújtá Jeroboám az ő kezét az oltártól, mondván: Fogjátok meg őt. És megszárada az ő keze, a melyet kinyújtott volt ellene, és nem tudta azt magához visszavonni.
0b0d050087	És meghasadt az oltár, és kiomlott a hamu az oltárról a jel szerint, a melyet tett vala az Isten embere az Úrnak beszéde által.
0b0d06010d	És szóla a király, és monda az Isten emberének: Könyörögj az Úrnak a te Istenednek, és imádkozz érettem, hogy ismét hozzám hajoljon az én kezem. És mikor könyörgött az Isten embere az Úrnak, visszahajla a király keze, és olyan lőn, mint azelőtt.
0b0d070067	És monda a király az Isten emberének: Jere haza velem és egyél ebédet, meg akarlak ajándékozni.
0b0d0800a0	És monda az Isten embere a királynak: Ha a te házadnak felét nékem adnád is, nem mennék el veled, és nem enném kenyeret, sem vizet nem innám e helyen;
0b0d09009d	Mert azt parancsolta az Úr nékem az ő beszéde által, mondván: Ne egyél ott kenyeret, vizet se igyál; vissza se térj az úton, a melyen elmenéndesz.
0b0d0a0051	És elméne más úton, és nem tére meg azon az úton, a melyen Béthelbe ment.
0b0d0b0115	És lakozék Béthelben egy vén próféta, a kihez eljövén az ő fia, elbeszélé az ő atyjának mindazt a dolgot, a melyet aznap az Isten embere cselekedett volt Béthelben, és a beszédeket, a melyeket szólott vala a királynak; és elbeszélék azokat az ő atyjoknak.
0b0d0c0096	Akkor monda nékik az ő atyjok: Mely úton ment el? És megmutaták az ő fiai az útat, a melyen elment volt az Isten embere, a ki Júdából jött.
0b0d0d0075	És monda az ő fiainak: Nyergeljétek meg nékem a szamarat; és mikor megnyergelék néki a szamarat, felüle reá,
0b0d0e00ae	És elméne az Isten embere után, és megtalálá őt egy cserfa alatt ülve, és monda néki: Te vagy-é amaz Isten embere, a ki Júdából jöttél? És monda: Én vagyok.
0b0d0f0037	Akkor monda néki: Jere haza velem és egyél kenyeret.
0b0d100071	De az felele: Nem mehetek vissza veled, be sem mehetek veled; nem eszem kenyeret, vizet sem iszom veled e helyen;
0b0d11009c	Mert meg van nékem az Úrnak beszédével parancsolva: Ne egyél kenyeret, vizet se igyál ott, és ne térj azon az úton vissza, a melyen oda menéndesz.
0b0d1200e0	És felele az néki: Én is olyan próféta vagyok, mint te, és nékem angyal szólott az Úrnak beszédével, mondván: Hozd vissza őt veled a te házadba, hogy kenyeret egyék és vizet igyék. És e képen hazuda néki.
0b0d13004a	Megtére azért vele, és kenyeret evék az ő házában, és vizet ivék.
0b0d140064	Mikor pedig az asztalnál ülének: lőn az Úr beszéde a prófétához, a ki őt visszahozta vala,
0b0d1500ea	És kiálta az Isten emberének, a ki Júdából jött vala, ezt mondván: Ezt mondja az Úr: Mivelhogy engedetlen voltál az Úr szájának, és meg nem tartottad a parancsolatot, a melyet néked az Úr, a te Istened parancsolt volt;
0b0d1600cd	Hanem visszatértél, és kenyeret ettél és vizet ittál azon a helyen, a mely felől azt mondotta vala néked: Ne egyél ott kenyeret, vizet se igyál: Nem temettetik a te tested a te atyáid sírjába.
0b0d170068	És miután evett kenyeret és ivott, megnyergelék a szamarat a prófétának, a kit visszahozott vala.
0b0d1800ba	És mikor elment, egy oroszlán találá őt az úton, a mely megölé őt; és az ő teste az úton fekszik vala, és mind a szamár, mind az oroszlán a holttest mellett állanak vala.
0b0d1900ba	És ímé az arra menő emberek láták az úton heverő testet, és az oroszlánt a holttest mellett állani; és elmenvén, elbeszélék a városban, a melyben a vén próféta lakott.
0b0d1a0116	A mit mikor meghallott a próféta, a ki visszahozta vala őt az útról, monda: Az Isten embere az, a ki engedetlen volt az Úr szájának; ezért adta az Úr őt az oroszlánnak, és az törte össze és ölte meg őt, az Úrnak beszéde szerint, a melyet szólott volt néki.
0b0d1b005c	És szóla az ő fiainak, mondván: Nyergeljétek meg nékem a szamarat. És felnyergelték.
0b0d1c00be	És ő elment és megtalálá a holttestet az útfélre vetve, és a szamarat és az oroszlánt a holttest mellett állva. Az oroszlán nem evett a holtból, és a szamarat sem tépte szét.
0b0d1d00b9	És felvevé a próféta az Isten emberének holttestét, és feltevé azt a szamárra, és visszahozá azt, és beméne a városba a vén próféta, hogy ott sirassa és eltemesse őt.
0b0d1e0056	És eltemeté a holtat a maga sírboltjába, és siraták őt: Ah szerelmes atyámfia!
0b0d1f00ba	És miután eltemette őt, szóla az ő fiainak, mondván: Ha meghalok, ebbe a sírba temessetek engem is, a melybe az Isten embere temettetett, tetemimet tegyétek az ő tetemei mellé;
0b0d2000b2	Mert beteljesedik az, a mit kiáltott az Úrnak beszédével az oltár ellen, a mely Béthelben van, és a magas helyeken való házak ellen, a melyek Samaria városaiban vannak.
0b0d2100d2	De még e történet után sem tért meg Jeroboám az ő gonosz útjáról, hanem ismét papokat rendele a nép aljából a magaslatokra, és a ki akarja vala, azt szentelé fel, hogy legyen a magaslatok papja.
0b0d220083	És ez a dolog lett az oka a Jeroboám háza vétkének, és a föld színéről való kiirtatásának és megsemmisíttetésének.
0b0e010036	Ebben az időben megbetegedék Abija, a Jeroboám fia.
0b0e020107	És monda Jeroboám az ő feleségének: Kelj fel most, és változtasd meg öltözetedet, hogy meg ne ismerjék, hogy te vagy Jeroboám felesége, és menj el Silóba: Ímé ott van Ahija próféta, a ki nékem megmondotta volt, hogy királylyá leszek e népen.
0b0e030094	És végy magadhoz tíz kenyeret és pogácsát, és egy edényben mézet, és menj el hozzá; ő majd megmondja néked, mi történik a gyermekkel.
0b0e0400ca	És e képen cselekedék a Jeroboám felesége; és felkészülvén, elméne Silóba, és beméne az Ahija házába. Ahija azonban már nem látott; mert meghomályosodtak az ő szemei a vénség miatt.
0b0e0500d0	És az Úr monda Ahijának: Ímé a Jeroboám felesége jött hozzád, hogy valamit kérdjen tőled az ő fia felől, mert beteg; te azért így s így szólj néki. És mikor bement, másnak tetteté magát.
0b0e0600cb	De mikor meghallotta Ahija az ő lábainak zörejét, a mint az ajtóhoz közelgete, monda: Jőjj be Jeroboám felesége; miért tetteted magadat másnak? Én te hozzád kemény követséggel küldettem.
0b0e0700bd	Menj el, mondd meg Jeroboámnak: Ezt mondja az Úr, Izráelnek Istene: Mivelhogy én téged e nép közül felmagasztaltalak, és téged fejedelemmé tettelek az én népemen, az Izráelen;
0b0e080116	És elszakasztottam az országot a Dávid házától, és azt néked adtam; te azonban nem voltál olyan, mint az én szolgám, Dávid, a ki megőrizte az én parancsolatimat, és a ki engem követett teljes szívéből, csak azt cselekedvén, a mi kedves az én szemeim előtt;
0b0e0900dc	Hanem gonoszabbul cselekedtél mindazoknál, a kik te előtted voltak; mert elmentél és idegen isteneket csináltál magadnak, és öntött bálványokat, hogy engem haragra ingerelj, és engem hátad mögé vetettél:
0b0e0a00ff	Azért ímé én veszedelmet hozok a Jeroboám házára, és kiirtom Jeroboámnak még az ebét is, és mind a berekesztettet, mind az elhagyottat Izráelben, és kihányom a Jeroboám háza maradékait, miképen a ganéjt kihányják, mígnem vége lesz.
0b0e0b009c	A ki meghal a Jeroboám maradékai közül a városban, azt az ebek eszik meg; a ki pedig a mezőn hal meg, az égi madarak eszik meg; mert az Úr szólott.
0b0e0c0054	Te pedig kelj fel, és menj haza, mert a mint belépsz a városba, meghal a gyermek;
0b0e0d00e7	És az egész Izráel siratja őt, és eltemeti őt, mert a Jeroboám magvából csak egyedül ő temettetik el sírba, mivel a Jeroboám háznépe közül az Úr iránt, Izráel Istene iránt csak ő benne találtatott valami jó.
0b0e0e0086	És támaszt az Úr magának királyt Izráelben, a ki kigyomlálja a Jeroboám házát egy napon. De mit mondok? Már is támasztott!
0b0e0f0119	És megveri az Úr az Izráelt, mint a hogy a nád a vízben ide s tova hányattatik, és elszakasztja az Izráelt erről a jó földről, a melyet adott az ő atyáiknak, és szétszórja őket a folyóvizen túl, mivelhogy Aserákat csináltak magoknak, hogy az Urat ingereljék.
0b0e10006e	És kézbe adja az Izráelt a Jeroboám bűneiért, a ki maga is vétkezett és az Izráelt is bűnbe ejtette.
0b0e11007d	És felkészült a Jeroboám felesége, elment és juta Thirsába. És mikor a ház küszöbén belépett, meghalt a gyermek.
0b0e12008d	És eltemeték őt, és siratá őt az egész Izráel, az Úrnak beszéde szerint, a melyet szólott az ő szolgája, Ahija próféta által.
0b0e130090	Jeroboámnak pedig egyéb cselekedetei, mimódon hadakozott és uralkodott, ímé meg vannak írva az Izráel királyainak krónika-könyvében.
0b0e140091	És az idő, a melyben uralkodott Jeroboám, huszonkét esztendő, és elaluvék az ő atyáival, és uralkodék Nádáb, az ő fia, ő helyette.
0b0e150181	Roboám pedig, a Salamon fia Júdában uralkodék: Negyvenegy esztendős volt Roboám, mikor uralkodni kezdett, és tizenhét esztendeig uralkodott Jeruzsálemben, abban a városban, a melyet az Úr választott volt magának az Izráelnek minden nemzetségei közül, hogy ott helyheztesse az ő nevét; és az ő anyjának Naama volt a neve, a ki az Ammon nemzetségéből való volt.
0b0e1600be	Júda is gonoszul cselekedék az Úr szemei előtt, és sokkal nagyobb haragra indíták őt az ő vétkeikkel, a melyekkel vétkeztek, mint atyáik azokkal, a melyeket ők cselekedtek volt.
0b0e170087	Mert ők is építének magoknak magaslatokat, és faragott képeket és Aserákat minden magas halmon, és minden zöldellő fa alatt.
0b0e1800a7	És valának férfi paráznák is az országban, és cselekedének a pogányok minden útálatos vétkei szerint, a kiket az Úr kiűzött volt az Izráel fiai előtt.
0b0e19006e	És lőn Roboám király ötödik esztendejében, feljött Sisák, az Égyiptombeli király Jeruzsálem ellen.
0b0e1a00b5	És elvivé az Úr házának kincseit, és a király házának kincseit, és mindent, a mi csak elvihető volt; elvitte mind az arany paizsokat is, a melyeket Salamon csináltatott,
0b0e1b00aa	A melyek helyett Roboám király azután rézpaizsokat csináltatott, és adá azokat a testőrök fejedelmeinek kezébe, a kik a király házának kapunállói valának.
