0100000007	Ts'etta
011702007c	Sarra Kana'anne cigabışeene Qiryat-Arbee (həşde mançin do Xevron vod) qeek'a. İbrıhımee Sarrays yas avqu, geşşena.
0117030041	İbrıhım qiyk'uyne xhunaşşeysse Q'etbışisqa ark'ın, eyhen:
011704008a	– Zı vuşde yı'q'nee menne cigeençe sık'ınne gahısva qarına vorna. Zas xhunaşşe k'eyxhasın ciga massa hele, zı mana k'eyxhes.
011705002a	Q'etbışe İbrıhımıs alidghıniy qele:
01170600e1	– Yişda xərna, şal k'ırı alixhxhe: ğu yişde yı'q'nee Allahee gixhxhına xərna vor, yiğna xhunaşşer yişde nyaq'vbışde inekke yugunçee k'eyxhe. Yişde neng'uscad ğu xhunaşşe k'eyxhasın ciga qiykkanas deş.
011707004d	İbrıhım oza qıxha, mane cigayne milletne, Q'etbışde ögiyl, k'yoyzarna.
0117080091	Qiyğa manbışik'le eyhen: – Şu, zı yizda xhunaşşe k'eyxhes hiyesarxhee, zal k'ırı alixhxhe: yizdemee Tsoxarne dixes Efronus miz k'ee'e.
01170900b2	Mang'vee cun ciga ç'əvexhene cigeena Maxpelayna mağara zas massa hevlecen. Hasre mang'vee vuşde ulene ögiyl man ciga zı nyaq'v haa'asva bıkırne hək'is zas massa helecen.
01170a00a6	Efron Q'etbışde yı'q'nee gyu'ur eyxhe. Q'etğançene Efronee şaharne akkabışisqa sabıyne gırgıne Q'etbışde ögiyl İbrıhımıs inəxdın alidghıniy qele:
01170b00a7	– De'eş, yizda xərna, zal k'ırı alixhxhe: zı man cigayiy maana mağara vas hoole. Yizde milletne insanaaşine ögiyl zı hele. Hoora, yiğna xhunaşşe k'eyxhe.
01170c0036	İbrıhım mane cigabışde milletıs meer k'yoyzarna.
01170d00ab	Qiyğa mang'vee, mane cigayne milletne ögiyl Efronuk'le inəxüd eyhe: – Hucoona ixhes, zal k'ırı alixhxhe: mane cigayna hək' zake alept'e, xhunaşşe maqa k'eyxhas.
01170e0027	Efronee İbrıhımıs alidghıniy qele:
01170f00af	– Yizda xərna, zal k'ırı alixhxhe: mane cigayna q'iymat yoq'ud vəş nuk'rayn şekel vobna. Man yizdeyiy yiğne yı'q'nee hucoo eyxhen karne? Qiyeele, xhunaşşe k'eyxhe.
01171000ac	İbrıhımee Efronne cuvabıl k'ırı alixhxhı, Q'etbışde ögiyl Efronee uvhuyn xhinnee kar alişşu massa helenbışde g'apanıl yoq'ud vəş nuk'rayn şekel gyoodakke.
011711005b	Məxüd Mamreyne k'anedın Efronun Maxpeleedın ciga, maana mağara, maadın gırgın yivar
011712004a	şaharne akkabışisqa sabıyne Q'etbışde ögiyl İbrıhımınbı eyxhe.
01171300ab	Mançile qiyğa İbrıhımee cuna xhunaşşe Sarra Maxpela eyhene cigeene mağaree k'eyxha. Mana mağara Kana'anne cigabışeene Mamree vob. Həşde mançin do Xevron vod.
0117140063	Məxüd Q'etbışe man cigayiy maana mağara İbrıhımıs nyaq'v ha'asın ciga xhinnee massa hele.
0118010057	İbrıhım q'əs qexhe. Rəbbee mang'vee ha'ane gırgıne karas xayir-düə huvu vuxha.
0118020067	İbrıhımee cune xaadın işbı ha'ane xərne həmbalık'le eyhen: – Xıl yizde umayk avqa gixhxhı,
011803008c	Rəbbis, xəəneyiy ç'iyeyne Allahıs, k'ın g'aysre, zı axvane cigabışeençe Kana'anne içeeşike yizde dixes xhunaşşe hee'es deşva.
0118040066	Saccu yizde ölkeençe yizde xınıbışisqa hapk'ın, mançe yizde dixes I'saq'ıs xhunaşşe hee'es.
01180500a2	Həmbalee mang'uk'le eyhen: – İçiys zakasana ine cigabışeeqa qiyeeles diykkınee, hucoone ha'as? Eyxheyeene, yiğna dix ğu qarıyne cigabışeeqa qıkkees?
0118060044	İbrıhımee mang'uk'le eyhen: – Nyaggah yizda dix maqa qıkmekka.
011807010e	Rəbbee, xəybışde Allahee, zı dekkıne xaançeyiy yedike ıxhayne cigabışeençe qığavhu. Mana zaka yuşan hı'ı, Mang'vee zas k'ın g'aysır in cigabı yizde nasıles helesva. Mang'vee Cun malaaik g'axıles, ğunar mançe yizde dixes xhunaşşe hey'ı qiyeeles.
0118080072	Mane içiys vaka qiyeeles diykkıneene, ğu mankecar mane k'ınike g'attixhanasda. Saccu yizda dix maqa qıkmekka.
0118090061	Həmbalee mane işil-alla xıl cune xərıng'une İbrıhımne umayk avqa gixhxhı, k'ın g'iysar.
01180a00b3	Həmbalee cune xərıng'uke İbrıhımıke yits'ıble devayiy inekke yugun paybı alyaat'u, Aram-Naharayimeeqa (Mesopotamiyelqa), İbrıhımna çoc Naxor axvane şahareeqa ayk'an.
01180b0082	Exhal yadar xhyan gyatsts'esva qığeepç'ımee, mang'vee cun devabı şaharne mıglekne xhyan ı'lqəəne cigaysne ulyoyzar ha'a.
01180c00c4	Qiyğa mang'vee düə haa'a: – Rəbb, yizde xərıng'una İbrıhımna Allah, hucoona ixhes, g'iyna yizda iş sibık qee'e. Yizde xərıng'us İbrıhımıs Yiğna badal dyooxhena yugvalla haagve.
01180d0066	Zı həşde xhyan ı'lqəəne cigaysnee ulyoyzar, ine şaharın içer inyaqa xhyan gyatsts'es vüqqə.
01180e0160	Hasre məxüd ixhecen, zı içeeşine sang'ı'k'le eyhesın «Hucoona ixhes parç mıgayle gyaqqe, zı xhyan ulyoğas». Məng'eeyid alidghıniy quveene: «Ğunad ulyoğe, yiğne devabışisıd heles», manar Ğu yiğne g'ulunemee I'saq'nemee g'əyxı'na yixhecen. Məxüd zak'led Ğu yizde xərıng'unemee badal dyooxhena yugvalla hav'uva ats'axhxhes.
01180f00ad	Mang'vee düə hav'u ç'əvxha deşdiy, sayır Betuelyna yiş Rivq'a mıgal parçıka maqa ayreele. Betuel Milkayee uxuna Naxorna dix ıxha. Naxorur İbrıhımna çoc ıxha.
0118100094	İçiy yixhes geer micagna, adamiys hidyark'ınna içiy yixha. Mana xhyan ı'lqəəne cigaysqa giyç'u, parç xhinen gyatsts'ı'ı, ooqa ılqeeç'e.
0118110079	Həmbal məng'ı'ne ögiylqa g'adarxhun, eyhen: – Hucoona ixhes, yiğne parçeençe zas sık'ınin xhyan hele ulyoğas.
011812005c	İçee eyhen: – Xərna, ulyoğe. İçee zarada parç mıgayle gyaqqı, mang'us xhyan hele.
0118130075	Mang'us xhyan huvuyle qiyğa eyhen: – Yiğne devabışisıd xhyan gyatsts'es mançinıd atsts'esınmeen ulyoğecen.
011814008e	İçee zarada parç axureeqa haç'ı'ı, xhyan gyatsts'esva meer avqa g'adeexhvan. Məng'ee həmbalne gırgıne devabışisın xhyan gyayts'e.
0118150071	İbrıhımna həmbal nıq' dena məng'ı'ka ilyakka ıxha, Rəbbee cune arıys xayir-düə huvuyeeva ats'axhxhes.
01181600c9	Devabışe xhyan ulyodğu ç'əveetxhamee, mane insanee yı'q'valla sa beqanan quşelqa qaa'ana k'ınəəğəykena ı'm, içiyne guçaaşilqan yı'q'valla yits'ılle şekelynan ı'mər məng'ı's hele.
0118170068	Qiyğa eyhen: – Zak'le eyhelan ğu şavna yişne? Yiğne dekkıne xaa şi xəm g'aahasda ciga vobnane?
011818005b	İçee mang'uk'le eyhen: – Zı Betuelyna yiş vorna. Mana Milkayee Naxorus uxuna dix vor.
0118190053	Məng'ee meed eyhen: – Şaqa ok'ub, yemıd geed vod, xəm g'aahasın cigad vodun.
01181a003e	Manke mana insan q'aratsabışil gyu'ur, Rəbbis şukur hav'u,
01181b00d4	eyhen: – Rəbbis, yizde xərıng'une İbrıhımne Allahıs, şukur vuxhena! Mang'vee badal dyooxhena yugvallayiy qopkuvalla cuke qiviykkın deş. Rəbbee zı q'omançecar yizde xərıng'une çocune xaaqa qarı.
01181c0041	İçiy yedine xaaqa g'adarxhun, man ıxhaynbı yedis yuşan ha'a.
01181d008d	Rivq'ayqa Lavan donana sa çoc ıxha. Lavan zaara g'aqa qığeç'u, mane xhyan ı'lqəəne cigaysneene İbrıhımne həmbalısqa g'adayxhvan.
01181e00f3	Mang'uk'le yuçeyne q'uşelyna ı'miy guçaaşilin ı'mər g'ece. Sayid yuçee Rivq'ee «Mana insan zaka məxür yuşan hı'ıva» uvhumee, mana g'adarxhun mane insanısqa qarayle. Mana xhyan ı'lqəəne cigee devabışde k'ane ulyorzul ıxha.
01181f0083	Lavanee eyhen: – Rəbbee xayir-düə huvuna insan, aqa ikkeç'e. Nya'a g'ar ulyorzul? Zı vasda goziy devabışda ciga qav'u vob.
01182000be	Mana insan xaaqa ikkeç'e. Lavanee devabışil alixhxhıyn gırgın kar q'əra qa'a, mançis ok'ıy yem hele. Mane insanısıd, mang'ukanbışisıd Lavanee g'elybı hoğalasın xhyan adayle.
011821008f	Manbışde ögiylqa otxhuniy qadayle, mane insaneeme eyhen: – Zı nişisiy arıva ittevhu zı otxhuniy oxhanas deş. Lavanee eyhen: – Eyhe.
0118220033	Mang'vee eyhen: – Zı İbrıhımna həmbal vorna.
01182300ac	Rəbbee yizde xərıng'us geeb xayir-düə huvu: mana karana hı'ı, mang'us çavra-vəq'ə, k'ınəəğəyiy nuk'ra, həmbalar, həmbal zəiyfabı, devabı, əməler huvu.
0118240094	Yizde xərıng'una xhunaşşe Sarra, q'əsqiyxhayne gahıl, məng'ee xərıng'us sa dix uxu. Yizde xərıng'veeyid cuqa vodun gırgın mang'us huvu.
0118250082	Qiyğad zasqa k'ın g'aysara'as alikkı, uvhuyn: «Zı axvane cigabışeençe Kana'anne içeeşike yizde dixes xhunaşşe himee'e.
011826005e	Ğu yizde dekkıne xaaqa, yizde ebanbışisqa hark'ın, mançe yizde dixes xhunaşşe hee'e».
0118270049	Zı xərıng'uk'le uvhuyn: «İçiy zakasana qidyareene, hucoone ha'as?»
01182800d1	Mang'vee zas alidghıniy quvu: «Zı Rəbbine yəqqı'n əlyhəəva, Mang'vee vaka Cun malaaik g'axıles, gırgın yəqqə yugda ixhes, yizda ebana, yizde dekkıne xaançena, ğu yizde dixes xhunaşşe hee'es.
0118290071	Ğu yizde dekkıne xaaqa arımee, manbışe yizde dixes içiy hideyvee, manke ğu mane k'ınike g'attixhanasda».
01182a008c	Zınar g'iyna xhyan ı'lqəəne cigaysqa qarı, düə hav'u: «Rəbb, yizde xərıng'una İbrıhımna Allah, hucoona ixhes, yizda yəq eeqe.
01182b00df	Zı həşde xhyan ı'lqəəne cigaysne ulyorzul vor, içer inyaqa xhyan gyatsts'esıb vüqqə. Hasre məxüd ixhecen, zı içeeşine sang'ı'k'le eyhesın: „Hucoona ixhes, zas yiğne parçeençe ulyoğasın xhyan hele“.
01182c00ad	Məng'eeyid zak'le „Ğunad ulyoğe, yiğne devabışisıd hark'ın, gyatsts'esva“ uvheene, mana içiy yizde xərıng'une dixes Rəbbee g'əyxı'na xhunaşşe yixhecen».
01182d00a6	Zı yik'ee düə hav'u ç'əvxha deşdiy, sayır Rivq'a mıgal parç ana qarı, xhyan gyatsts'es giyç'u. Zı məng'ı'k'le uvhuyn: «Hucoona ixhes, zas xhyan hele».
01182e00a8	Məng'ee zarada mıgayle parç gyaqqı, uvhuyn: «Ğu ulyoğe, zı hark'ın, yiğne devabışisıd xhyan heles». Zınad ulyodğuyn, məng'eeyid yizde devabışis huvu.
01182f00c6	Zı məng'ı'ke qiyghıniyn: «Ğu şavna yişne vor?» Məng'ee zas alidghıniy quvu: «Milkee Naxorus uxuyne Betuelyna yiş zı vorna». Zınad məng'ı'ne quşelqayiy guçaaşilqa ı'mər qı'ı.
01183000c7	Zı qiyğar q'aratsabışil gyu'ur, Rəbbis şukur hav'u. Mang'vee zı q'omançecar yizde xərıng'une çocune xaaqa qarı. Rəbbee zı yizde xərıng'une dixes çocuna neva hee'eceva məxüd hı'ı.
011831008a	Şu həşde zak'le eyhe, şos yizde xərıng'us yugvalla, qopkuvalla haa'as vukkannane? Şu zak'le man eyhe, zak'led ha'asın ats'a ixhes.
0118320086	Lavaneeyiy Betuelee mang'us inəxdın alidghıniy qele: – Man Rəbbike ıxhayn kar vod. Şalqa ho'ovaye de'eşvaye uvhiy gexha deş.
011833007d	Haane Rivq'a yiğne ögiyl vor, manar alyart'u, hoora. Rəbbee uvhiyn xhinnee, yiğne xərıng'une dixes xhunaşşe yixhecen.
011834005f	İbrıhımne həmbalık'le manbışe eyhenbı g'ayxhımee, mana Rəbbis ç'iyelqame k'yoyzarna.
011835008b	Həmbalee tanalqan karbı, k'ınəəğəbı, nuk'rabı qığı'ı, Rivq'ays hele. Məng'ı'ne çocusud, yedisıd gıranın karbı helenbı.
0118360095	Mang'veeyiy cune insanaaşe otxhun-ulyodğu, xəm maa g'aaha. Miç'eeb oza qeepxhayng'a, həmbalee eyhen: – Zı yizde xərıng'usqa yəqqı'l he'e.
011837006d	İçiyne çoceeyiy yedee eyhen: – Hasre içiy şakasana yits'ılle yiğnaxheeyir eexvecen, qiyğa iyeek'an.
011838006f	Həmbalee manbışik'le eyhen: – Rəbbee zas yəq aaqımee, zı ıqmaqqa. Hasre yizde xərıng'usqa hixharas.
0118390041	Manbışe eyhen: – Hiyeesre içiy qeet'alas, cen ghal g'ayxhes.
01183a0069	Rivq'a qort'ul, məng'ı'ke qiyghanan: – Ğu ing'uka əlyhəənane? Məng'eeyid «Əlyhəənava» eyhe.
01183b005f	Manbışe Rivq'a, məng'ı'ka ileekana, İbrıhımna həmbal, mang'ukan insanar yəqqı'l aa'a.
01183c00bb	Rivq'ays xayir-düə huvu, eyhen: – Yişda yiçu, aazırne, yits'ne aazırne uşağıs yed yixhena! Hasre yiğne nasılene ögiyl duşmanaaşine şaharbışin akkabı hı'ğəkkaranbı!
01183d0097	Rivq'ayiy məng'ı'n həmbal zəiyfabı devabışil aleepxı, İbrıhımne həmbalıka avayk'ananbı. Məxür İbrıhımna həmbal Rivq'a ana ayk'anna.
01183e0042	I'saq' Beer-Laxay-Roi eyhene cigeençe qarayle, mana Negevee axva.
01183f0061	Exha qexhemee, I'saq' çolune suralqa ayk'an. Mang'vee vuk'ul ooqa qav'umee, devabı qöö g'ece.
0118400042	Rivq'a vuk'ul ooqa qav'u, I'saq' g'acumee, mana devayle geeç'ena.
01184100c7	Məng'ee İbrıhımne həmbalıke qiyghanan: – Yişde ögilqava çoleeqa arına ina insan vuşune? Həmbalee eyhen: – Mana yizda xərna vor. Manke kalağay alyapt'ı, məng'ee vuk'lelqa abaççe.
011842003f	Həmbalee vuk'lelqa qadıyne gırgınçina gaf I'saq'ıs haa'a.
01184300b9	I'saq'ee Rivq'a cuna yed, Sarra, yeexhene çadıreeqa qiykekka, məng'ı'ke cus xhunaşşe hee'e. I'saq'ıs mana geer yikkiykan, cuna yed qiyk'uyle qiyğa məng'ee mang'us yik'bı hele.
0119010043	İbrıhımee sa merna xhunaşşe hee'e. Məng'ı'n do Qetura ıxha.
011902004f	Qeturee mang'us inbı vuxooxa: Zimran, Yoq'şan, Medan, Midyan, İşbaq, Şuax.
011903005b	Yoq'şanıke Şeva, Dedan g'abayle. Dedanıke inbı g'abı: Aşşurbı, Letuşbı, Leumbı.
011904005e	Midyanın dixbı: Efa, Efer, Xanok, Avida, Eldaa. İnbışin gırgınbı Qeturayn uşaxar vob.
011905002d	İbrıhımee cun gırgın kar I'saq'ıs hele.
011906007c	Həmbal zəiyfabışde dixbışisme paybı hele. Qik'assecar mang'vee manbı I'saq'ısse şargılyne surabışilqa g'uxoole.
0119070031	İbrıhımee vəşşe yights'ale xholle sen ha'a.
0119080065	Mang'vee xıliyna ı'mı'r haa'a, dyunyeyle ats'ı, q'əs qıxha qek'a. Məxür mana ahaleeqa ayk'an.
011909009f	Dixbışe I'saq'ee, I'smı'ı'lee mana Mamreyne k'anene Maxpela eyhene mağaree k'eyxha. Mana mağara Q'etbışda eyxhene Tsoxarne dixene Efronne cigeeniy vob.
01190a0072	Man ciga İbrıhımee Q'etbışike alişşu ıxha. İbrıhımnab cune xhunaşşeyna Sarraynab nyaq'v maa'ab vuxha.
01190b007f	Allahee İbrıhım qik'uyle qiyğa mang'une dixes, I'saq'ıs, xayir-düə hoole. I'saq' Beer-Laxay-Roi eyhene cigee axva ıxha.
01190c005e	Sarrayne həmbalee Misirğançene Haacaree İbrıhımıs uxuyne I'smı'ı'lyna nasıl ina vob.
01190d007c	Çiçiqab qihna vuxuyne I'smı'ı'lyne dixbışin dobı inbı vod: I'smı'ı'lyna xərna dix Nevayot, Qedar, Adbeel, Mivsam,
01190e0014	Mişma, Duma, Massa,
01190f0022	Xadad, Tema, Yetur, Nafiş, Qedma.
0119100091	I'smı'ı'lin dixbı inbı vob. Manbışin dobı co aaxvane cigabışisiy xivaaşis huvu. Manbı cone yits'ıq'vəne nasılen ç'ak'ınbı vuxha.
0119110061	I'smı'ı'lee vəşşe xhebts'ale yighılle sen ha'a. Mana qek'ana, məxür mana ahaleeqa ayk'an.
01191200b8	I'smı'ı'like g'abıynbı Xavila eyhene cigeençe Şur eyhene cigeeqameene cigee aaxva vuxha. Şur Aşşurqa əlyhəəme Misirne ögiyl vooxhe. Manbı çocaaşika aldaaxhvancab vuxha.
011913004f	İbrıhımne dixen I'saq'ın taarix inəxüd vod: I'saq' İbrıhımıke g'arı.
0119140077	I'saq'ee Paddan-Arameençe Aramğançene Betuelyna yiş, Lavanna yiçu Rivq'a hee'eng'a, mang'uqa yoq'ts'al senniy vod.
0119150084	I'saq'ee xhunaşşe vuxhne ideexvava Rəbbis düə hav'u. Rəbbik'le I'saq'na düə g'avxhu, mang'una xhunaşşe Rivq'a vuxhne ayxu.
011916008a	Yedine vuxhnee uşaxar sıç'ooka giviyğal. Məng'eeyid «Nişil-allane in yizde vuk'lelqa qadıva?» uvhu, Rəbbike qiyghanas hiyeek'an.
01191700c1	Rəbbee məng'ı'k'le eyhen: – Yiğne vuxhne q'ölle millet vod, Yiğne vuxhnençe q'ölle xalq' qığeç'es. Sa xalq' manisa xalq'ıle gucuka ixhes, Xərne çocee k'ıning'us g'ullux haa'as.
0119180052	Rivq'ayna uxasda gah qabıyng'a, ats'axhxhen məng'ı'ne vuxhne q'ömkaler vuxhay.
0119190097	Ts'erree uxuyne uşaxın g'ekva ç'əradaniy, sayir mana xhayıke hı'iyn kar xhinne xhırıra ıxha. Mançil-allad mang'un do Esav (xhırıra) giyxhe.
01191a00bb	Qiyğar manasa çoc Esavne mı'q'leyke at'irq'ın dyunyelqa qarayle. Mançil-allad mang'unud do Yaaq'ub (mı'q'leyke at'irq'ın) giyxhe. Manbı vuxhayng'a I'saq'ıqa yixhts'al senniy vod.
01191b0080	Çocar ç'ak'ı qeebaxhe: Esav yugna k'onay, xaa hüdöörəxəna insan eyxhe, Yaaq'ubır hexxan nıq' denana xaana insan eyxhe.
01191c0084	I'saq'ıs Esavniyxhe geer ıkkiykanna, mang'vee ı'xı'yn həyvanar cus ıkkanəxüd eyxheva. Rivq'aysmee Yaaq'ubniyxhe ıkkiykanna.
01191d0053	Sa yiğıl Yaaq'ubee yıq' haa'a. Esavır çoleençe orzul-ortul mıssıra qarayle.
01191e009c	Esavee Yaaq'ubık'le eyhen: – Mane ç'ərane karake sık'ınin zas hele oxhanas, mıs qıxha. Mançil-alla mang'us q'öd'esın do Edom (ç'ərara) giyxhe.
01191f0039	Yaaq'ubee eyhen: – Manke ts'erriyna dixvalla zas hevle.
0119200052	Esavee eyhen: – Zı mıssınçe qek'ang'a zas ts'erriyna dixvalla nişistannane?
0119210068	Yaaq'ubee eyhen: – Ts'etta zas k'ın he'e! Esavee k'ın g'assır ts'eppiyna dixvalla Yaaq'ubıs qoole.
011922009f	Yaaq'ubee Esavıs hüvəyna yıq'iy gıney hele. Esav otxhun-ulyodğu qığeç'u ayk'anna. İnəxüb Esavne ulesqa ts'erriyna dixvalla kar xhinne qavayle deş.
011a0100a8	İbrıhımne gahılyna mısvalla xhineena, ölkee sa mebnab mısvalla vuxhana. I'saq' Gerar eyhene şahareeqa, Filiştinbışde paççahne, Avimelekne, k'anyaqa ayk'an.
011a020051	Rəbb mang'us gyagu, eyhen: – Misirqa ımayk'an. Zı vak'le uvhuyne cigee axve.
011a0300d4	İne ölkee menne cigayna xhinnee axve. Zı vaka ixhes, vas xayir-düə hevles. Yiğne dekkıs İbrıhımıs k'ın g'aysır ha'asva uvhuyn karbı ha'asınbı: in gırgın cigabı vasiy vake g'abıynbışis heles.
011a0400bb	Vake g'abıynbı xəədın xənebımee geeb qaa'as, in gırgın cigabı yiğne nasıles heles. Ç'iyene aq'valyne gırgıne milletbışe vake g'abıynbışile ğana xayir-düə alyapt'as.
011a0500bb	İbrıhımee Yizde cuvabıl k'ırı alixhxhı, Zı uvhuynçika gyu'ur-oza qıxha, Yizde əmrbışil, g'aydabışil, q'aanunbışil k'ırı alixhxhı. Mançil-alla Zı in cigabı vas hele.
011a060015	I'saq'ır Gerar axva.
011a070123	Mane ölkayne insanaaşe I'saq'ıke cune xhunaşşeyne hək'ee qiyghınmee, mang'vee «İna yizda yiçu vornava» uvhu. Rivq'a geer micagrava, I'saq' «Mana yizda xhunaşşeva» eyhes qərq'ı'nna. Mang'vee culed-alqa eyhen: «Deşxheene, Rivq'al-alla ine ölkayne insanaaşe zı gik'asda».
011a08008e	I'saq' maa'ar geer axva. Yiğbışde sa yiğıl Filiştinbışda paççah Avimelek g'ulele horzulymee, I'saq' cune xhunaşşeyka huvaga g'ece.
011a0900c7	Avimelekee I'saq' qort'ul, eyhen: – Mana yiğna xhunaşşevur. Nya'a ğu məng'ı'ne hək'ee «İna yizda yiçuva» uvhu? I'saq'ee mang'uk'le qiyghanan: – Məng'ı'l-alla zı g'ek'ava qərq'ı'n.
011a0a0099	Avimelekee eyhen: – İn ğu şak hı'iyn hucoona? Yişde insanaaşina sa yiğne xhunaşşeyka g'alixhasse axu. Məxüb ğu şi bınaheeqa aa'asse avxu.
011a0b0073	Qiyğa Avimelekee milletılqa g'ayxha'a: – İne insanıkiy mang'une xhunaşşeyk qet'una gidek'u g'alerçes deş.
011a0c0087	I'saq'ee mane cigabışee toxum qeehe, mane sen şagav vəş nəqqees ezuynçile geed eyxhe. Məxüb Rəbbee mang'us xayir-düə hoole.
011a0d004e	Mang'uke geed karnana insan eyxhe. Yiğ-yiğıle mang'un kar geed qexhe ıxha.
011a0e0056	Mang'uqa geed çavra-vəq'ə, həmbalar vobva Filiştinbışde ulen man alyaat'a deş.
011a0f007d	Dekkıne İbrıhımne gahıl mang'une həmbalaaşe alitk'uriyn gırgın kahrızbı Filiştinbışe nyaq'vuka gyatsts'a'anbı.
011a100055	Avimelekee I'saq'ık'le eyhen: – Şasse hoora, ğu şale nimeexheyir gucnana ıxha.
011a110046	I'saq' mançe ayk'anna. Mana Gerarne q'adaalilqa qarı, maayir axvana.
011a1200df	I'saq'ee dekkıne İbrıhımne gahıl xhinesva alitk'uriyn kahrızbı meed iliyk'varanbı. Man kahrızbı Filiştinbışe nyaq'vuka gyatsts'ı'ı ıxha. Mang'vee dekkee gixhxhiyn dobı meed mane kahrızbışilqa giyxhenbı.
011a130053	I'saq'ne həmbalaaşe q'adaalil ciga alitk'ur, maa'ad xhyan ı'lqəən ciga iveeke.
011a1400b3	Gerarne çobanaaşe «Xhyan yişin vodva» uvhu, I'saq'ne çobanaaşika xıliynbı ha'a giviyğal. Maa'ad xıliynbı ıxhava, I'saq'ee mane kahrızın do Eseq (xıliynbı) giyxhe.
011a150094	I'saq'ne həmbalaaşe sa mebna kahrız ilyviyk'ar. Mançil-allad meed xıliynbı ha'a. I'saq'ee mane kahrızın doyud Sitna (duşmaniyvalla) giyxhe.
011a1600f1	I'saq' mançe ark'ın, sa mebna kahrız ilyviyk'ar. Mançil-allamee xıliynbı ha'a deş. Məxüd ıxha, I'saq'ee mançin do Rexovot (ağlaxıyvalla) gixhxhı, eyhen: «Həşde Rəbbee şas ağlaxıyvalla huvu, şi ine cigee geeb qeepxhes».
011a170023	I'saq' mançe Beer-Şeveeqa ayk'an.
011a1800e7	Mane xəmde Rəbb mang'us gyagu, eyhen: – Zı yiğne dekkee, İbrıhımee, ı'bəədat hı'ına Allah vorna. Qı'məyq'ən, Zı vaka vorna. Yizde nukarne İbrıhımnemee, Zı vas xayir-düə hevles, vake g'abıynbıb geeb qaa'as.
011a1900a8	I'saq'ee maa'ad q'urbanbı allya'an ciga ali'ı, Rəbbis ı'bəədat ha'a. Mang'vee maa'ab cusda çadır giviyxə. I'saq'ne həmbalaaşe meeb maa'ab kahrız ilyviyk'ar.
011a1a0094	Mane gahıl Avimelek cune mı'sləhətçiyka, Axuzatıka, g'oşunne xərıng'uka, Pikoluka, sacigee Gerareençe I'saq' eyxhene cigabışeeqa arayle.
011a1b006d	I'saq'ee manbışik'le eyhen: – Nişisne şu zasqa abı? Şos zı g'ımece qıxha, şu zı g'e'eşşunaniy.
011a1c0098	Manbışe eyhen: – Şak'le g'acuyn, Rəbb hək'erar vakavur. Həşde şas ıkkanan ğunad şinad k'ınybı g'aysaras. Qora, vaka cuvab g'ats'ak'vanas.
011a1d009a	Şi vak syudyoot'u, vaka yugbacab vuxha, yugrar yəqqı'l arçun xhinnee, ğunad şak pisın ha'as deş. Ğu həşde Rəbbee xayir-düə huvuna insan vor.
011a1e0041	I'saq'ee manbışis sufra qa'a, manbışed yugda otxhun-ulyoğan.
