2800000007	Matouš
290817007d	Ježíš ho vzal za ruku a vyvedl za vesnici. Tam se nasliněnými prsty dotkl očí slepce a zeptal se: „Vidíš něco?“
2908180062	Muž se rozhlédl a zvolal: „Ano, vidím lidi, ale nejasně; vypadají jako chodící stromy!“
2908190087	Ježíš se ještě jednou dotkl jeho očí. Když se muž znovu podíval kolem sebe, viděl všechno jasně; jeho oči byly uzdraveny.
29081a005d	Ježíš ho poslal domů se slovy: „Přes vesnici raději nechoď a nikomu to neříkej.“
29081b00cf	Potom Ježíš se svými učedníky opustil Galileu a procházel vesničkami v okolí Césareje Filipovy, na úpatí pohoří Hermonu. Cestou se svých učedníků zeptal: „Za koho mne lidé považují?“
29081c0072	„Někteří se domnívají, že jsi Jan Křtitel, jiní říkají, že jsi Elijáš nebo jiný velký prorok.“
29081d0072	„A za koho mne považujete vy?“ otázal se dále. „Ty jsi ten zaslíbený král – Kristus,“ zvolal Petr.
29081e002e	Nato jim přikázal, aby to nikomu neříkali,
29081f00d3	a začal jim vykládat, co ho čeká, než uskuteční své poslání. Bude muset velmi trpět, velekněží, učitelé zákona i židovští předáci ho odsoudí, bude zabit, ale třetí den vstane z mrtvých.
2908200054	Mluvil s nimi naprosto otevřeně. Petr si ho vzal stranou a chtěl mu to rozmluvit.
2908210098	Ježíš se však obrátil k učedníkům a před nimi Petra pokáral: „Mlč, pokušiteli! Díváš se na to z lidského hlediska, a ne z Božího.“
29082200dc	Ke svým učedníkům přizval ještě další lidi a kladl jim na srdce: „Kdo mě chce následovat, musí odložit své vlastní zájmy, nést kříž svých nesnází a utrpení a ve všem následovat můj příklad.
29082300a8	Kdo si život a jeho radosti chce zachovat za každou cenu, ten přijde o všechno. Kdo se však všeho zřekne pro mne a moji nabídku, najde pravý a věčný život.
2908240052	Vždyť co člověku prospěje, získá-li celý svět, a pravý život promarní?
2908250033	Dostane snad ještě jednou takovou příležitost?
29082600b6	Jestli se někdo stydí za mne a za má slova před nevěřícími a hříšnými lidmi, za toho se také já budu stydět, až se vrátím se svatými anděly v slávě svého Otce.
2909010064	Někteří z vás, jak tu stojíte, se ještě dočkají mocných projevů Božího království.“
29090200b2	Po šesti dnech vzal s sebou Ježíš Petra, Jakuba a Jana a vystoupili na vršek hory. Tam, daleko od lidí, se před očima učedníků stala s Ježíšem zvláštní proměna.
29090300ac	Jeho tvář ozářila nadpozemská sláva a oděv se skvěl oslnivou bělostí, nedosažitelnou lidskými prostředky. Tu uviděli dva muže, jak s Ježíšem rozmlouvají;
290904001d	byli to Elijáš a Mojžíš.
290905006d	Petr zvolal: „Mistře, jak je dobře, žes nás vzal s sebou! Hned vám třem postavíme přístřeší.“
2909060057	Ani si vzrušením neuvědomoval, co říká; tak byli tím viděním vyvedeni z míry.
290907006c	Vtom je všechny zahalil oblak a z něho se ozval hlas: „Toto je můj milovaný Syn, toho poslouchejte!“
290908005d	Když se mrak rozplynul, učedníci se rozhlédli, ale kromě Ježíše už nikoho neviděli.
290909006f	Cestou dolů jim Ježíš přikázal, aby o té události nikomu nevyprávěli dříve, než vstane z mrtvých.
29090a006c	Slíbili, že o tom zatím budou mlčet, ale vůbec nechápali, co myslel tím, že „vstane z mrtvých“.
29090b007e	„Proč učitelé zákona říkají, že dříve než Kristus musí znovu přijít prorok Elijáš?“ otázali se Ježíše.
29090c0130	„Ano, nejprve měl přijít Elijáš, aby dal vše do pořádku. A on také přišel a připravil mi cestu. Ovšem, jak je v Bibli předpověděno, naložili s ním, jak se jim zlíbilo. Ale všimněte si, že Písmo hovoří také o Synu člověka, jak musí velmi trpět a upadnout do opovržení.“
29090e00a4	Když sestoupili k ostatním učedníkům, našli je obklopené množstvím lidí; mezi nimi byli i učitelé zákona, kteří se s učedníky o něčem dohadovali.
29090f0053	Když však uviděli Ježíše, uctivě ztichli a šli mu naproti, aby ho uvítali.
290910002b	„O čem se dohadujete?“ zeptal se jich.
2909110088	Z davu vystoupil jeden muž: „Mistře, přivedl jsem k tobě svého syna; je posedlý démonem, který ho připravuje o řeč i sluch.
29091200c2	Kdykoliv se ho ten duch zmocní, svíjí se v křeči, skřípe zuby, z úst mu jde pěna a upadá do bezvědomí. Žádal jsem tvé učedníky, aby ho od toho osvobodili, ale nedokázali to.“
29091300b4	„Ach, vy lidé,“ zvolal Ježíš, „jak dlouho bude trvat, než uvěříte? Jak dlouho vás budu ještě snášet a mít s vámi trpělivost? Přiveďte toho hocha ke mně!“
2909140072	Šli pro něj. Sotva se s však přiblížil k Ježíšovi, chlapec se svalil na zem a svíjel se s pěnou u úst.
290915004a	„Jak dlouho tím trpí?“ otázal se Ježíš otce. „Už od malička.
2909160089	Často byl ve smrtelném nebezpečí, protože ten démon jím smýkal do ohně i do vody. Jestliže je to možné, slituj se a pomoz!“
2909170061	„Jestli je to možné?“ podivil se Ježíš. „Všechno je možné pro toho, kdo věří.“
2909180051	„Věřím, Pane, ale pomoz mi věřit víc!“ zvolal otec se slzami v očích:
2909190094	Ježíš si všiml, že se sbíhají další lidé, a tak přikázal: „Duchu, který ovládáš jeho smysly, vyjdi z něho – jednou provždy!“
29091a00ab	Mladík vykřikl, ještě jednou se zkroutil křečí a pak ztichl. Démon ho opustil. Hoch však zůstal ležet bez známek života. Davem proběhl šepot, že je mrtvý.
29091b0039	Ale Ježíš ho vzal za ruku, zvedl jej a on se postavil.
29091c0085	Když pak Ježíš vešel do domu a jeho učedníci s ním byli sami, zeptali se ho: „Proč jsme toho démona nemohli vyhnat my?“
29091d0039	„Zde pomůže jen modlitba a půst,“ odpověděl jim.
29091e007b	Když se odtamtud vydali na další cestu, procházeli Galileou, ale Ježíš si nepřál, aby se o něm lidé dozvěděli.
29091f00cc	Chtěl mít čas pro své učedníky. Znovu je připravoval na to, že Syn člověka – totiž on sám – bude vydán na pospas lidem, kteří ho zabijí. Ale třetí den po smrti zase vstane k životu.
2909200041	Oni tomu sice stále nerozuměli, styděli se však zeptat se ho.
2909210083	Potom se vrátili do Ježíšova příbytku v Kafarnaum. Tam se Ježíš zeptal svých učedníků, o čem se to cestou dohadovali.
2909220043	Oni však mlčeli. Přeli se totiž, kdo z nich je významnější.
290923009d	Ježíš se posadil a shromáždil je kolem sebe. „Kdo chce být na prvním místě u mne, bude u lidí jako ten poslední a všem bude sloužit,“ řekl.
290924004b	Pak k sobě zavolal malé děcko a vzal je před nimi do náruče se slovy:
2909250090	„Kdo se zastane takového dítěte a přijme ho v mém jménu, přijímá mne. Nepřijímá však jenom mne, ale i toho, který mne poslal.“
29092600b0	„Mistře,“ hlásil mu Jan, „viděli jsme člověka, který tvým jménem vyhání démony, a nebyl to nikdo z našich. Zakázali jsme mu to, když mezi nás nepatří.“
29092700a0	„Neměli jste mu bránit,“ odpověděl Ježíš. „Vždyť přece žádný, kdo v mém jménu učiní zázrak, nemůže se hned po tom obrátit proti mně.
2909280021	Kdo není proti nám, je s námi.
290929006d	A kdyby vám někdo podal sklenici vody jen proto, že jste moji – říkám vám, nepřijde o svou odměnu.
29092a0093	Kdo by však připravil o víru někoho, kdo mi důvěřuje jako toto dítě, lépe by mu bylo uvázat mlýnský kámen na krk a hodit ho do moře.
29092b00d6	Svádí-li tě tvá ruka k činění zla, utni ji! Je pro tebe rozhodně lépe být bez ruky a mít jistotu, že budeš žít věčně, než mít obě ruce a jít do neuhasitelného ohně, odkud není vysvobození.
29092d0099	Podobně – svádí-li tě ke zlému tvá noha, zbav se jí. Je lépe být chromý a mít jistý věčný život, než s oběma nohama navěky zahynout.
29092f00a1	A tak i oko: je-li původcem zla ve tvém životě, zbav se ho. Lépe je vejít do Božího království jednooký, než s oběma očima do věčného zahynutí.
290931001f	Ke každé oběti patří sůl.
2909320094	Sůl je dobrá věc. Ztratí-li však svou chuť a schopnost bránit rozkladu, čím ji nahradíte? Nebraňte se proto zkouškám a držte spolu.“
290a010083	Ježíš opustil Kafarnaum a prošel Zajordáním do Judska. I zde ho obklopilo množství lidí a on je začal učit jako obvykle.
290a020065	Přišli však za ním farizejové a pokoušeli se ho nachytat: zeptali se ho, zda je dovolen rozvod.
290a030045	Místo odpovědi jim dal otázku: „Co řekl o rozvodu Mojžíš?“
290a040073	„K tomu, aby manželství bylo zrušeno, podle Mojžíše stačí, když muž napíše ženě rozlukový list.“
290a050078	„To byl jen Mojžíšův ústupek tvrdosti lidského srdce,“ řekl na to Ježíš. „Bůh si to tak nikdy nepřál.
290a06004e	Hned na počátku stvořil člověka jako nerozlučnou dvojici, muže a ženu.
290a070041	Proto muž opustí své rodiče a připojí se ke své manželce;
290a080050	v tom spojení již nežijí jako dva jedinci, ale stávají se jednou bytostí.
290a09003b	A proto člověk nemá právo rozdělit, co Bůh spojil.“
290a0a0034	Později se učedníci znovu k té otázce vrátili.
290a0b0072	Vyložil jim to: „Kdo se rozvede se svou ženou a ožení se s jinou, hřeší stejně, jako by měl ženy dvě.
290a0c0067	A právě tak rozvede-li se žena se svým mužem a vdá se za jiného, dopouští se cizoložství.“
290a0d0064	Lidé nosili k Ježíšovi děti, aby jim žehnal. Učedníci jim domlouvali, aby ho neobtěžovali.
290a0e0092	Když to Ježíš slyšel, zlobil se: „Neodhánějte ty děti a nebraňte jim, když chtějí ke mně. I jim přece patří Boží království.
290a0f0069	A říkám vám, že kdo nepřijde k Bohu s dětskou prostotou, nestane se občanem toho království.“
290a100030	Bral děti do náruče, hladil je a žehnal jim.
290a1100a0	Když se zase vydali na cestu, dohonil je nějaký muž a padl před Ježíšem na kolena: „Dobrý učiteli, co mám dělat, abych získal věčný život?“
290a12004f	„Proč mi říkáš dobrý? Vždyť dobrý je jen Bůh,“ odvětil Ježíš.
290a130094	„A k tvé otázce – přikázání přece znáš: nebudeš zabíjet, cizoložit, krást, lhát, podvádět, budeš si vážit svých rodičů.“
290a140033	„Mistře, všechno jsem dodržoval od mládí.“
290a1500c4	Ježíš ho objal pohledem: „A přece ti něco schází. Jdi a prodej všechno, co máš, peníze rozdej chudým a získáš tak poklad v nebi. Potom se vrať a staň se mým následovníkem.“
290a160062	Když to ten člověk vyslechl, zesmutněl a odešel s těžkým srdcem. Byl totiž velmi bohatý.
290a170087	Ježíš ho mlčky sledoval očima a pak se otočil k učedníkům: „Jak těžké je pro boháče vejít do Božího království!“
290a1800b0	To je zarazilo. Není snad majetek důkazem Boží přízně? „Přátelé, do Božího království se těžko dostanou ti, pro které jsou peníze a majetek smyslem života.
290a19007d	Snáze projde velbloud tou uzoučkou brankou, které říkáte jehelné ucho, než bohatý vejde do Božího království.“
290a1a005b	To jim dodalo. „Má vůbec někdo naději, že se tam dostane?“ říkali si mezi sebou.
290a1b004b	Podíval se na ně. „Člověk na to nestačí, ale Bůh je všemocný.“
290a1c0046	Tu promluvil Petr: „Ale my jsme se všeho vzdali a šli za tebou.“
290a1d00d7	„Ujišťuji vás,“ odpověděl Ježíš, „že každému, kdo se z lásky ke mně a pro šíření evangelia něčeho vzdá – ať už domova, života se sourozenci, rodiči, manželkou a dětmi, nebo majetku,
290a1e0078	se to vrátí stonásobně už zde na zemi (i když neujde pronásledování) a v budoucnosti ho čeká věčný život.
290a1f0078	Mnozí, kteří u lidí něco znamenají, budou poslední, a těm nejpohrdanějším se tam dostane čestných míst.“
290a2000f5	Když potom byli na cestě do Jeruzaléma, Ježíš šel vpředu a ostatní se drželi za ním. Co jim Ježíš řekl, to je znepokojilo a naplnilo obavami. Zavolal k sobě svých dvanáct učedníků a znovu je připravoval na to, co ho čeká:
290a210082	„Musíme do Jeruzaléma a tam Syn člověka padne do rukou velekněží a učitelů zákona a ti ho odsoudí a vydají pohanům.
290a22006e	Budou se mu veřejně vysmívat, plivat na něj, zbičují a zabijí ho. Ale třetí den vstane z mrtvých.“
290a230062	Přihlásili se Zebedeovi synové Jakub a Jan: „Mistře, chtěli bychom tě o něco poprosit.“
290a240030	„Co si ode mne přejete?“ vzhlédl Ježíš.
290a25006f	„Až usedneš na trůn, chtěli bychom ti sedět nejblíže se všech, každý z jedné strany vedle tebe.“
290a26008a	„Nevíte, oč prosíte. Můžete pít z kalicha hořkosti, ze kterého musím pít já, a projít křtem utrpení, který mě čeká?“
290a27006d	„Ale jistě,“ přisvědčili. „Dobře, budete pít z mého kalicha a budete pokřtěni stejným křtem.
290a28005b	Ale není mou věcí určovat vám pořadí v Božím království. To už je stanoveno.“
290a29002d	Ostatních deset se zlobilo na Jakuba a Jana.
290a2a0086	Ale Ježíš je svolal dohromady a řekl jim: „Víte, že vládcové mají moc nad národy, a kdo vládne, obvykle druhé utlačuje.
290a2b0063	Ale mezi vámi to tak být nemá. Naopak, kdo z vás chce být velký, ať všem pokorně slouží.
290a2c0047	A kdo z vás chce být na předním místě, ať je pomocníkem všech.
290a2d00ad	Vždyť já – Syn člověka – jsem nepřišel na svět proto, aby mi ostatní sloužili, ale abych já sloužil jim a abych položil život pro záchranu mnoha lidí.“
290a2e007a	Procházeli také Jerichem, kde se k nim přidal velký zástup. U cesty seděl slepý žebrák Bartimeus – Timeův syn.
290a2f0075	Když uslyšel, že to jde Ježíš Nazaretský, křičel: „Ježíši z rodu krále Davida, slituj se nade mnou!“
290a300068	Lidé mu domlouvali, aby mlčel. Ale on volal tím hlasitěji: „Synu Davidův, slituj se nade mnou!“
290a3100a4	Ježíš ho uslyšel, zastavil se a přikázal, aby slepce zavolali. Vrátili se tedy k Bartimeovi se vzkazem: „Máš štěstí, Ježíš tě volá – vstaň!“
290a320048	Slepec odhodil svůj starý kabát, vyskočil a klopýtal k Ježíšovi.
290a330051	„Co pro tebe mohu udělat?“ dotkl se ho Ježíš. „Mistře, chci vidět!“
290a340073	„Staň se, tvá víra tě zachránila.“ V té chvíli se slepci vrátil zrak a on se vydal také za Ježíšem.
290b01008b	Když se blížili k Jeruzalému a stoupali na Olivovou horu, uviděli Betfage a Betanii. Ježíš poslal dva ze svých učedníků napřed
