2800000007	Matiewo
281901006c	Lanwani tapoli po diema baa naani nani Jafa nba piiga yaaba n den ta bi fidisanmu ki bua cindi o po ja yeni.
2819020047	Bi siiga bobinu den ki tie yandanba, ama bonbimu wani den pia mi yanma.
281903004a	Bi yan pia danba taa bi bi fidisamu baa den tiadi ki taa mi kpama ki kubi.
281904002c	Ama bi yandanba wani dentiadi ki tami kpama.
2819050045	O poja nden waagi, kaapunditonma, mi guama den gulibikuliki bi guani.
2819060047	Gu yɔgisiigu ke bi kpaadi kiyigini. O poja pundo. Fi mani tin tuogi o.
2819070036	Bani Jafa nba piga yeni kulifiiki bobini bi fidisanmu.
2819080059	Ke bi yanpiadanba maadi, biyandanba, puni ti mani ti mi kpama kelima ti fidisanmu gbindi.
2819090088	Ama ke bi yandanma maadi, li kan fiditin tieni ti yaa fidisanmu nni yeni yi yaa yumu nni, gadi mani yaaba n kuadi kani ki da yi yali mo.
28190a006d	Ban gadi ki baa daa mi kpama, ke o poja pundi, ke bi yandanba kua yeni o li pogalikani, ke bi luoni li ganli.
28190b0056	Lan pugini waamu, ke bi pundi ki maadi: «canba, canba, luodi ti po li ganli tinkua.»
28190d0047	Ti yapo, yin daa gɔa mani kelima yii bani li daali ki buali li yogunu.
28190e0055	Li baa tie yenmanani yaa jua n den ca o sanu, ki yini o tuosɔnba ki teni ba o piama.
28190f0081	O den taa dibalamu kiteni cincinliyua, o lielo ligibalalie, o taalo ligibaliyenlo, o denteni yua kuli yeni o palu n dagidi maama.
281910004f	Yua den gaa ligibalamuu dentaa ki sɔni li tuonli ki ba ligibala muu ki pugini.
2819110042	Yua go den gaalibalalie mo den sɔni ki baa ligibalalie ki pugini.
2819120068	Ama o taalo yua den gaa ligibalayenli, den gadi ki pan gbiidi yaa buogun yabi ki ta ocanba ligiki piini.
281913006c	Li den waagi ke canba ti ñani u sanu ki kpeni ki yini bi kuli ki wan diidi yua kuli yaa tuonli n tie maama.
281914007c	Yua n den gaa ligibalamu n nagini o canba kani ki yedi: «Canba n den gaa ligibalamu ki sɔni ki baa ligibalamu ki pugini.»
28191500a4	O canba n yedi o: «li ŋani, a tie yaa tuonsɔnlo n mɔni, a den gaa waamu ki fidi ki kubi. N baa guuni a yaala n yabi. Cua ke yaa ye yeni nni li pamanli n deni.»
281916006f	Yua den gaa ligibalalie n cua ki yedi: «canba, a den teni nni ligibalalie n sɔni ki baa ligibalalie kipugini.
28191700a0	O canba den yedi o, li ŋani a tie yaatuonsɔnlo n mɔni, a den gaa waamu ki fidi ki kubi, n baa guuni a yaala n yabi, cua ki yaa ye yeni nni li pamanli n deni.
2819180095	Yua n den gaa ligibaliyenli n mɔ n cua ki yedi: «canba, n bani ke a tie yaa nilo n paa. A yendi ŋan ki buli nani kani ki wodi ŋan ki lendi naani.
2819190053	N den jie ŋaa ki ta a ligitanli ki gbiidi ki piini, Diidi a ligitanli n yeni, gaa.
28191a0079	O canba den ŋmiani o a tie nibiado yo, ŋaa bua fala, a den bani ke n yendi min ki buli naani, ki wodi min kilindi naani
28191b0066	a den kan fidi ki ta nligitanli ki gadi ki bili liligidieli nni, halimin kpeni i, li bo baa mali n po.
28191c003e	Gaa mani o ligitanyenli ki teni mani yua n pia ligitana piiga.
28191d006e	kelima yua n pia, bi baa pugini o wan yaa pia ke li yabi ama yua n ki pia baa wan pia yaala wamuu, bi baa gaa.
28191e0042	Lu mani o niinpo nani n biigi, li bubuuliyeni fala n baa ye naani.
28191f005e	Yaa yogunu ke oja bija baa guanni yeni o kpiagidi yeni o malekinba, o baa kali o badidiema po.
281920007d	I nibuoli kuli baa taani okani wan paadi yua kuli yeni o kaanu nani o yankpaalo n yi paadi i ŋɔañe yeni a ŋɔatona maama.
2819210033	O baa bili i ŋɔañe o jienu, a ŋɔatona o kaanu.
28192200bc	Yeni o badi baa yedi yaaba n ye o jienu po: «kua mani yinba yaaba ke nba yadi mi yediŋanma i po, kua mani mi badidiema nni yaama ke nba den bobini i po hali ŋanduna n cili yaa yogunu o.
281923009b	kelima mi koma den pianni ki puni nni ti jiedi ke n dini, u ñinñunu den pia nni kipuni nni mi ñinma ke n ñuni. Min den tua caano, i den gaa nni i deni.
2819240092	N den paa cankpalonli, ki den yie nni ti tiadi, min den ki pia laafia mɔ, i den dogidi nni, min den ye li yonmidielinni, i den cua ki fuondi nni.
28192500b0	Ke bi gua ŋmiani o; ti yonmidaano, li laa daali ke ti den laa ŋa ke n koma pia ŋa ke ti teni a ti jiedike a dini? bi ke o ñinñuuni pia ŋa ke ti tena mi ñunma ke a ñuni?
281926007c	bii a den tua caano bi yaa daali ti dogu nni ke ti gaa ŋaa? bii ke o ñinñuuni pia ŋa ke ti puni a mi ñunma ke a ñunii?
2819270051	bii li laa daali ke a den yia, bii ki ye li yonmidieli nni ke ti cua ki fuondi a?
2819280071	ke o bado ŋmiani ba, yeni i momɔni maadi yua n den tieni bi kpiiba ne siiga baa yua n tie biñidiga tieni mini.
28192900bd	Li yaa puoli po u baa gadi ki yedi yaaba n ye u ganu po, fagidimani n kani, yin bia mani i kuli, gadi mani u fantanbuogu nni yagu n den ke n den tuodi ki bobini sitaani yeni o malekinba po.
28192a010a	kelima mi koma den cuo nni ke i teni nni ti jiedi ke n dini, o ñinñuuni mo den cuo nni, ke i teni mi ñunma ke n ñun. N go den tua caani i dogu nni, ke i gaani, n go den paa cankpalonli, ke i yieni nni, ke n gɔ den yiagi li yonmidielinni, ke i cua ki fuondi nni.
28192c00de	Ke bi gua maadi: «ti yonmidaano, li laa yaa daali ke ti den laa ŋa ke mi koma pia ŋa, bii ñinñuuni pia ŋa, bii ke a tua caano, bii ke a tua caano, bii ke a paa cankpalonli, bii ke a yia bii ke a ye li yonmidieli nni?
28192d0078	ke o guani ki ŋmianba: N maadi i momɔni nni yaala ke de tieni yaaba ne siiga kuli, yua n tie i biga, i den tieni mini.
28192e0050	Bi kuli baa gadi mi fantanma buogu nni, yaaba n tiegi n baa yaa miala kan gbeni.
281a010040	jesu den maadi laa maama kuli ki gbeni o den yedi o ŋoadikaaba.
281a020079	yi bani ke pa sieni dana lie ke bi baa janbi ki cuo o nisaalo biga ki teni ban joano li dapoanpoanli po ki teni ban kpa o
281a030041	sala yidikacianba yeni udogu ni kpela den taani Kayifa lojagu nni
281a04002e	bi den jagi ki baa cuo jesu ki teni ban kpa o.
281a05004c	bi den yedi ke landa tua mi jaanma yoginu ke bi niba n da ti fiini mi yiema.
281a060024	jesu n den ye o gbaado Simoano deni.
281a070088	nani ban den ye mijiema kaanu o pua den cua ki kubi yaa badiga n yi alibate ki gbie yeni tulale ke o daagu pa o den wuli o jesu yuli po.
281a080064	biŋoadikaaba n den la lani bi pala den beni ki bi yedi: be yaa po yo ke yi biani yaa tulale n yene.
281a09003d	bi bi baa fidi ki kuai li tulale yaa ligin yabi ki pa aluoda.
281a0a0060	jesu den bandilaa bonla ki yedi be yaa po yo ke yi jaligi yaa pua n tiena? o tieni boŋanle npo.
281a0b003c	yi baa pia aluoda ke bi ye yeni yoginu kui, ama mini wan ka.
281a0c003d	wan wuli n po laa tulale yeni otieni la ki baa ŋanbi nkuuma.
281a0d0074	n maadi yi moamoani ban baa waani olabaaliŋamo naankani kuli ŋanduna nni bi baa togidi o pua ne n tieni yaala npo.
281a0e0057	judasa bi piiga n ŋoadika liediba siiga yua den gedi bani utienu sala yidi kaaba kani.
281a0f0051	ki yedi yi baa pa nni be n yaa janbo ki teni yi? bi den yedi o, ligi bidi pii ta.
281a100049	ki cindi laa yoginu o den kpaani wan baa tieni maama ki janbo ki teni ba.
281a110081	li dacincinli yaa paano n ki pia dabinli daali jesu ŋoadikaaba den maadi ki yedi abua tin gedi le ki ban ŋanbi a po Paki jiema.
281a120096	o den guani yedi ba gedi mani udogu nni o ne deni ki yedi o, canba yedi daa n yoginu nagini n bua n bua ki di Paki jiema yeni n ŋoadikaaba ayaa deni.
281a130047	bi ŋoadikaaba den tieni jesu n den yedi ba yaala ki ŋanbi Paki jiema.
281a14003f	ku dajuagu n cua o den kali usajekaanu kani yeni o ŋoadikaaba.
281a150054	ban den di yaa yoginu o den yedi ba imoamoani n waani yi siiga niyendo baa janbi nni
281a160063	li den biidi bi pala ki yagi bi yama, ke bi siiga yua kuli den cindi ki bualo canba li tie mini yo?
281a170057	o den goa ki ŋmiani ba yua n taani ki tuuni o nu ku saatiagu nni wani n baa janbi nni.
281a1800a2	onisaalo biga caa nani lan diani idiani o po maama yeni, ama fala baa ye yeni yua n baa janbi o nisaalo bi li den baa ŋani ki cie lan daano po bi yaa den mali o.
281a190058	judasa yua n den baa janbo den yedi o, li tie mini yo jesu den goa ŋmiano ayedi aba la.
281a1a0083	ban den di yaa yoginu jesu den ta paano ki jaandi ki jendi ki tenba o ŋoadikaaba ki yedi ga mani ki ŋmani li ne n tie n gbanandi.
281a1b006a	o go den ta ki tadi ñokaaga ki jaandi ki mia utienu ŋanbili li po ki teni ba ki yedi yi kuli n ño mani.
281a1c0040	kelima li ne n tie n soama yaa ma n wuli ti tuonbiidi sugili po.
281a1d006e	n kan go ño bu duven tibu bonluonkaala daama hali min go baa ti taani yeni ki ñoma bon panma n Ba diema nni.
281a1e0044	ban den yindi utienu yani bi den ñani ki gedi olife tiidi juali po.
281a1f005b	lani jesu den yedi ba ku dajuagu nne n baa tua yi po li tingbali bonla nani lan diani maama
281a20007a	n baa pua ki kpa o yankpaalo u pekulu mon n yadi ama n yaa ti fii bi bi kpienba siiga n baa ga yi liiga ki gedi Galile po.
281a210060	Pieli den ta mi maama ki yedi o, ba bi kuli yaa sani ki ŋaa ŋa mini wani kan sani ki ŋaa ŋa.
281a22006e	jesu den goa ki ŋmiano n yedi a, i moamoani ba dinla ñiagu hali ku kotongu daa mua a baa nia nni taalima ta.
281a230074	Pieli den guano ba li yaa tie min taani ki kpe yena nkan nia ke mii bana yaa ŋoadikaaba n sieni moko den yedi yeni.
281a240083	lanyoginu jesu den gedi wan leni o ŋoadikaaba yaa kaanu n yi Jetisamane o den yediba kali man ne ke min suagi liiga ki ban jaandi.
281a250066	o den ta Pieli yeni Sebede bijaliediba o den cindi ki la ti yanyagiciandi yeni li paboanli o niin nni.
281a260077	lani o den yediba li paboanli cuo nni hali ke naani nani n baa kpe yeni sedi man ne ki yaa jaandi yeni nni ki da guani.
281a2700b8	o den foagidi yeni ba waamu ki den ba ki labini o nunga po, ki maadi n Ba li yaa baa tuo ŋan foagidi ki tadiñokaaga ne n kani ama lan da tua mini ka n bua maama ama fine n bua maama.
281a280072	o den guani bi ŋoadikaaba kani ki sua ke mi guama guli ba o den yedi Pieli yii fidi ki guudi nni ba yoginu waamu?
281a290060	yaa guu mani ki jaandi ke yin da ti kua mi tulinma nni li yan tiali bua ama ti gbanandi nan tadi
281a2a0095	O go den foagidi yeni ba mi ta liema po ki jaandi ki yedi nBa li yaa tie keli kan tuo ŋan foagidi laa tadiñokaaga ke se min ño a yan buama n tieni
281a2b0044	ogo den guani bi kani ki sua ke bi goa kelima mi guama den gbadi ba.
281a2c0055	lani go den ñani bi kani ki foagidi ki ban jaandi mi ta taama ki togidi o ma kpiama.
281a2d00af	jesu den guani oŋoadikaaba kani ki sua ki bi baa goa ke o yedi ba yi baa goa ki fuo yo? diidi uyoginu pundi ke bi baa janbi o nisaalo biga ki teno ti tuonbiidi danba nuu nni.
281a2e0036	fii mani tin fuadi mani ne yua n baa janbi nni nagini.
281a2f00d6	wan den maadi ba yaa yoginu bi piiga niliediba siiga nyua judasa den cua ki yegi yeni yaa niba n yabi, utienu sala yidi kaaba yeni a nikpela n den soani yaaba den taani ki pundi yeno ki kubi igbiani yeni mu jugimu.
281a30007b	wani yua n den baa janbi jesu den tuodi ki waan ba yaa banma n tiena ki yedi ba yua ke n baa bibo wani yeni yin cuo o mani.
281a310048	lan yoginu o den cua jesu kani ki yedi n fuonda canba yeni o den bibi o,
281a32007d	jesu den guani ki ŋiano n danli tieni ŋan cua ki bua ki tieni yaala ton toni, lan wani bi den bibi ki cuo jesu nu ki cuo o.
281a330085	diidi yaa niba n den yegi yeni jesu siiga nni niyendo den tandi o nugu ki noadi o juga ki pedi ki jia salayidika ciamo naacemo tubili
281a340079	lani jsu den guani ki yedi o guani ki ŋuuni ajuga ki kaanu kelima yua n baa koani yeni mu jugimu baa bodi yeni mujugimu.
281a35004e	naani a ki bani ke n baa fidi ki mia n Ba wan soani n po piiga n toa caga lie.
281a36006b	ama li yaa tieni yeni idiani baa kua lede nani lan yedi maama idiani nni ke li tie ti ladi li kuli n tieni.
281a3700a4	jesu den maadi yeni li niba yi cua n kaniki kubi igbiani yeni mujugimu nani yi kpaani o naa yigo yeni n den ye daali kuli utienu diegu nni ki bangi yii den cuo nni.
281a38007d	lanbonla kuli ne tieni ke lan kuani utienu nisoaginkaaba n den diani yaala ntieni lani bi ŋoadikaaba kuli den ŋa o ki sani.
281a390078	yaaba n den cuo jesu yeni den gedi no salayidikaciamo deni naan kani ke utienu maama gban banda yeni anikpela den taani.
281a3a0087	pieli den ŋoa hali puoli po ki ban kua salayikaciamo lojagu nni o den pundi ki kali yeni bi guudi kaaba ki baa le lan baa cuoni maama.
281a3b0058	sala yidi kacianba yeni anikpela den kpaani ban baa pua jesu po yaa faama ki ba ki kpa o
281a3c0092	baa den la ban baa fidi ki tabo yeni yaala ba ke yaaba n den tiendi o po mi siedi faama den ye li kani ki yabi li den baa siedi n ba lie ki bi cua
281a3d0055	ki yedi o naa joa den yedi n baa fidi ki mudi utienu diegu ki guani ki maagu dana ta.
281a3e0063	salayidikaciamo den fii ki yedi o, a kan guani maama baa? yaa niba yene tiendi a po be siedi nyeni.
281a3f0088	jesu den ŋmini salayidi kaciamo yeni den fii ki yedi o, n yedi a, ŋan waani ti hali utienu yua n fo poa yaa tie kilisiti utienu bijua.
281a400093	jesu den guani ki ŋmiano fini a ba yedi la ama n yedi a, ke a baa le ke o nisaalo biga ka utienu jienu ki ñani ki kpendi a tawala nni tanpolo po.
281a410082	lan wani salayidikaciamba yudaano den cuo ki padi o tiadi ki yedi ti go bua siedin ba ki tieni be? yi gbadi ke o sugidi utienu po.
281a420033	yi jagi be bi den guani ki yedi o li pundi wan kpe.
281a43003b	bi den sii ti ñinsandi o nunga nni ki pabino yeni bi nugi.
281a440059	ki maado ki tua soagini ti po utienu n yedi yaala a yaa tie kilisiti waani yua n pua ŋa.
281a450077	pieli den kaa niini ku lojagu nni yaa pua n den tuuni li kani den cua ki yedi o, a moko den taa ki ye yeni jesu Galile.
281a46004b	ama o den nia biniba kuli nintuali ki yedi mii bani ŋan bua ki yedi yaala.
281a4700a3	o den tagi ki ca bubuli ñoabu po ki baa ña puo toa yua n go tuuni li kani den laa o, ki yedi yaaba n ye li kani ojoa ne moko den taa ki ye yeni jesu Nasaleti yua
281a48002f	o go den nia ki polini ki tua mii bani laa joa.
281a490089	lan yen waamu yaaba n den ye li kani den nagini ki yedi pieli moamoane a moko li tie bi siiga nni yua yo kelima a maama doagidi ki waana.
281a4a0067	lanwani o den cindi ki polini ki solini o yuli ki yedi mii bani laa joa lan yoginu ku kotongu den buudi
281a4b0087	pieli den goa ki tiadi jesu n den yedi o, yaala hali ku kotongu daaa mua a baa nia nni taalima ta lani o den ca ki buudi yeni paboanli.
281b010064	U siŋaapanpangu ke sala yidikaaba cianba yeni u dogu nni nikpela juogi ke bi baa teni ban kpa Yesu.
281b020046	Bi bo lol'o ki gedi yen'o ki pan ten'o Pilati yua bo tie dogu daano i.
281b0300cb	Juda yua bo janbi Yesu n bo la ke b jia wani Yesu buudi ki kadi ke b baa kpa'o. O bo mua ke o yaa bi janbi 'o. Ke o taa a kujapiena piitaa yeni ki gedi ban ŋmiani sala yidikaaba yudanba yeni bi nikpela.
281b040077	Ki yedi n tieni t tuonbiadi ki kuadi yua naa pia tagili ba kuli. Bi bo guani ki yed'o lani mɔ naa ŋua ti li ŋua fine
281b050048	O bo luni iligi yeni u Tienu diegu nni ki ñani ki gedi ban sadi o bá.
281b060073	sala yidikaa yudaano n bo gandi gandi li ligi yeni ki yedi. Laa ŋani ke laa ligi n kua u Tienu ŋanmani kpagu nni.
281b07004e	Ban bo juogi b bo taa laa ligi ki daa o tanmaalo kpagu ke la ya tie b canbáa
281b080043	Lani ya po bi bo yini li kuanu m sɔwulikaama kuanu hali yeni dine.
281b090086	Lanwani o saawalipualo Jeremi n bo maadi ya maama n bo tieni. B bi gaa kujala piitaa Isaraheli yaaba n dini u daagu maama n yeni o po.
281b0a003b	Ki daa o tanmaalo kuanu nani o diedo n bo maadi maama yeni.
281b0b0076	Yesu bo sedi t buudidaano nintuali nni ke o bual'o: a tie jufi-nba bado bii? Ke Yesu guani ki yed'o: fini n yedi yeni.
281b0c004f	Ama sala yidikaa yudaano yeni a nikpela bo jaligi Yesu. O naa bo yedi bonli ba.
281b0d003c	Lani yogunu Pilati bo yed'o: ŋaa gbia ban jalig'a yaala aa?
281b0e0048	Jesu naa bo ŋmiani baa bonli ba. Li yaa po t buudi daano yama bo yaadi.
281b0f0053	O dogudaano bo maani ka wan luodi yonmyendo yua ke bi niba bua'o i jufi -nba jaama.
281b10002c	Lan yogunu o yonbo bo ye ke b yi'o Balabasi.
281b11006a	U niwuligu bo taani ke Pilati buali ba: i bua min faabi i po ŋmaa i? Balabasi bii Yesu ban yi yua Kirisi.
281b120046	kelima n bo bani ke bi cuo Yesu li nunponbiadili po i li bujiali kani.
281b1300b0	Wan daa bo kaa o bujiali kani o bo ke o denpua yini ki maadi'o. Daa kua o naa niteginkaa maama nni kelima ya ñiagu n pundi ne n la fala boncianli t dangidi nni kelima o ya po.
281b14005f	Sala yidikaa yudaano yeni a nikpela bo tundi bi niba ke ban cedi ban kpa Yesu ki lodi Barnabas.
281b150046	O buujialo bo buali ba: min lodi ŋmaa i po? Ke bi bo yigini Barnabas.
281b160057	Pilati bo guani ki buali ba? Tin tieni be Jesu yua ke yi yi'o Kirisi? Bi bo yedi kpa'o.
281b170061	Pilati bo yedi: O tieni baa biadima? Bi gɔ bo tandi ke li paa cie ban jɔn'o li daapɔnpɔnli po
281b1800d1	Pilati bo bandi ke o ji kan fidi tieni bonli baa kuli ke u fuugu gɔ pugini ke o taa m ñinma ki nidi bi niba kuli nintuali nni ki yedi: Mii pia tagili ba kuli o naa niteginkaa sɔma wulima nni. li li yinba i.
281b19004b	U niwuligu kuli bo guani ki yed'o: o sɔma n guani baa tinba yeni t bila po
281b1a0072	Pilati bo lodi b po Barnabas i ki cedi ke b pua yesu a gbana. ki teni o nuu ke ban pan jɔn'o li daapɔnpɔnli po.
281b1b0064	Wani o buujialo mintela bo kuani Yesu t buujiali deili nni ki taani bi cagili kuli ki kaa ki lind'o.
281b1c002d	b B bo landi o tiadi ki bobin'o u kpalimɔngu
281b1d009b	B bo piani o badi fegiliga yeni i kunkoni ki yilin'o ki mubini o jienu li kankagili. Ki ji ki gbaandi o nintuali nni ki tua: t fuond'a fini Jufi- nba bado.
281b1e0044	Ke bi ji siini o po t ñinsandi ki yi taa li kankagili ki pua o yuli
281b1f0075	Ban bo ñuañuadi'o ki gbeni bi bo bobidi o kpaliba ki guani lani'o o yaa tiadi ki gediki jɔn'o li daapɔnpɔnli po.
281b20006d	Ban bo caa bi bo tuogi Silena dogu nni yua ke b yi'o Simoni ke b tien'i u paalu ke o bugi Yesu daapɔnpɔnli.
281b210041	Bi bo pundi ban yi yaa kaanu Gɔligɔta lani tie t yukuodi kaanu.
281b220054	Ke bi ten'o u daamɔngu yeni yaa ñɔgu to ke wan ñu. Ama wan bo leni waa bo ñuni.
281b230040	Ban bo kpa'o bi bo taa o tiayiekaadi ki tɔni tiatia bɔbɔgidi.
281b240013	Lani ki ji kaa guu.
281b25004a	Bi bo diani ban bo kpa'o yaali ya yuli ki maadi: O ne n tie Jufi-nba Bado.
281b260047	Bi bo kpaa nibiada lie ki taani yen'o. O yendo u jienu po o tɔ o ganu.
281b27002e	A sancenda bo sugid'o ki fegini a yula ki tua:
281b280080	fini yua baa mudi u Tienu diegu ki guani maa dana taa, gaa a yuli naanla. A ya tie u Tienu bijua ŋan jiidi li daapɔnpɔnli po.
281b290046	Sala yidikaaba yudanba yeni li bali maama banda mɔ bo ñuad'o ki tua:
281b2a00a1	o bo gaa nitɔba ki nan ji kan fidi gaa o yuli. O yaa tie Isaraheli buolu yaaba bado mɔnmɔni wan jiidi li daapɔnpɔnli po mola ne lanwani t baa tuo ki daan'o.
281b2b006e	Odugi u Tienu po i u Tienu yaa bua o mɔnmɔni wan nan gaa'o mola kelima o bo yedi: «ntie u Tienu bijua yo.»
281b2c0034	Ban bo taani kpaa'ba yeni ya nubiada mɔ bo sugid'o.
281b2d0057	ki cili u yensiicocoli li biigili bo tieni ki tinga nni kuli yaa caa u hali u yenjuogu.
281b2e0077	Li yenlibidili po Yesu bo yigini ki tiani ki maadi: Eli lamasabataani: Lan tie n Tienu n Tienu ba yaa po ke a ŋaa nni.
281b2f004e	Ya niba n bo ye li kani bi tianba bo gbadi ki yedi: o yi o saawalipualo Eli i.
281b30007f	Tontoni b siiga yeni n sani pan taa u ciesuogu ki pagini m ñinmigma nni ki fini li kankagili po ki yugidi ki ten'o ke wan ñu.
281b310038	O lieba bo tua cedi mani t diidi Eli ya baa cua ki ga'o.
281b320030	Yesu gɔ bo tiani ke paa ki cabi o naano ki kpe.
281b3300a2	Lanyogunu u Tienu diegu nni kpaldɔgikaabu bo padi siiga nni ki cili tanpoli ki ban jiini hali tinga nni ki bɔgidi kaani lie. Ki tinga bo digibi ke a tana yagidi
281b340062	A kakula bo yaadi u Tienu nigagidiŋanba yaaba bo kpe siiga boncianli bo fii bi tinkpiba siiga nni
281b35007b	Bi bo ñani a kakuli nni Yesu fiima bi tinkpiba siiga nni puoli. bi bo kua u dogagidiko nni ke bi niba boncianli la laa ba.
281b3600b8	Miteeli -nba canbáa yeni miteeli nba yaaba bo guu la ke i tinga niginigi yeni yaa bona tieni kuli. ke ti jiwaandi cuo ba ke bi maadi. «li ko baa tie mɔni ke o ne tie u Tienu bijua.
281b37004a	Bi puobi yaaba bo ŋɔdi Jesu Galile ki pan baa guud'o bo se fagima ki nua
281b38004b	Lani tie Maali Magdala Maali jaka yeni Josefi naá yeni Zebede bila naá.
281b39005e	U yenjuogu ke ja ba tie Aimate yua ke b yi 'o Josefi o mo bo tie Yesu ŋɔdikaa i ke o mo cua.
281b3a0069	Ki nagini Palati kani ki mia ke wan taa Yesu gbannandi. Ke Pilati cabi ke bi taa Yesu gbannandi ki ten'o.
281b3b004b	Ke Josefi taa Yesu gbannandi ki pɔbini li cincenpienli nni yaala ŋani nni
