2800000006	IMatta
28121b0043	Agọm vasa kọng ahwo agira nga, avasa sheri nga, aya nga uta ya.
28121c00c5	“Na agira nga ni kọ kunu nga kọ kadu ni, avasa ta ẹrẹkwyuẹ na ace aghikyo utina nga mani ayii nga uta adinari naji ni, avasa kpẹnẹ kọ umọghọ ki ter nga si, ‘Ma mi ufe mi.’
28121d004f	Aghikyo utina nga kpikpo ki shọr nga si aju nga ahwoo, inga nga ki ma nga.’
28121e0056	Ni agira nga vasa tọrọ, avasa ya hwuru nga kọ ubọọ iting, sa ma nga uta nga.
28121f0078	Aghikyo utina nga ya kọng imumani ibani ni, ara kọng bọ ọduduma ba. Avasa ya tẹri Agọm ya naidu imomani iba.
2812200071	Agọm vasa yọrọ agira nga ki tẹri si, ‘Ingọ agira ighọ ibibi yọ. Iya ngọ uta ya ki Ọshọr mi.
2812210059	Ọngọ ki kọng ngọ ahwo aghikyo utina ngọ kọnọ mani ikọng ahwo ngọ ba?’
2812220047	Agọm kọng anang naigang, aju si ama nga ọlọ sa biya uta nadidu.
2812230079	Kindi wu ni Ate mani ashi ka ayaya ni aki ju akwinga kọ mani atọrọ ukpaa avulu anayuru nga kọ kini ikwyi yeng.”
2813010077	IYesu ya kpẹr tẹri udubi umani, avasa ya ifọng aGalili ki ghila ishii aYahudiya, ki ugẹẹ ẹrẹyẹma Urdun.
281302003d	Ajiya nagigang vasa yii nga, avasa lẹni na adumu kọ kadu.
281303008e	Ukadu ni, ace aFarisiyawa vasa ba ukushi nga ka mra nga, aghulu si, “Ọshi na kikya ni Ajiya shẹri ayiri nga ka kwaligba ighọ avulu?”
2813040099	Avasa yira bọ si, “Unu sọnọ pila nu kidẹ upii Ọnọng si, aghọ mani aju yi kọ kpa ka kyua ‘aju bu aghimi kini ayiri’ avasa tẹri si,
2813050072	‘Kindọ ni, Ajiya kiya ate nga kina ayuru nga ka dẹẹ ayiri nga, ka pai bọ ni aki tẹẹ agha yeng ra.’
281306008e	Aki sọ tẹẹ bọ agha pai ba, sa tẹẹ kini agha yeng ra bọ. Kindọ ni, ima mani Ọnọng dara kọka uyeng ni ajiya ma bara ba.”
281307007a	Avasa tẹri nga si, “Ikẹmbọ sa ni aghọ mẹẹ iMusa si aghimi ma ayiri nga awọ upii ubiya, ka va kla ayiri?”
281308008f	IYesu vasa tẹri bọ si, iMusa tẹri nu si ukla ayiri nu kindu ki Ikwyi ugboho yọ ni ushi ni yọ. Kọ kpaa ka kyua ni bọ shi wu du ba.
28130900b1	Imẹ sọ tẹri nọ, nadidu aghọ mani asher ayiri nga ni, insi ara Peni bọ nga kina avulu nyẹri na aghimi ace aghọ ba ni, insi avo ace ayiri ni aju avulu ayeng ra.”
28130a006e	Atina nga vasa tẹri nga si, “Insi ushi wu du kukushi aghimi kina ayiri nga ni, uci ba uvo ayiri cẹri.”
28130b0067	Avasa tẹri bọ si, “Ba kwyi nga-nga ki bọra kpaa upii ri ba, sa agho mani Ọnọng ma bọ udu.
28130c00ea	Ace aghọ shiwu ni a jee bọ na ki bọra bọ voru ayiri ba. Ace aghọ ni Ajiya bọ ju bu ududu. Ace agho ni abọ yira si aki voru bu ayiri ba ka yọghu upii ẹrẹgọm ayaya. Nadidu aghọmani abọra ukpa upii ri na kpa.”
28130d00a4	Ukadu ni avasa ba IYesu na ananọ ọfisi ka sa bọ anyu adaduma, kiva shọr Ọnọng kaya akwyi bọ, ni aghọyii nga vasa gẹr aghọmani aba na anọ kọ.
28130e0081	IYesu vasa tẹri bọ si, “Inu ya ananọ ka ba ukushi mi. Uma kla bọ ba, ki ẹrẹgọm ayaya ni inga ighọ bọ kọ.”
28130f0027	Avasa sa bọ anyu adaduma, avasa wolu.
2813100095	Ashi kọ kadu ni ace aghọ vasa ba ukushi IYesu ki ghulu si, “Aghọ mẹẹ, igba ima ididuma yọ ni imẹ ki ju ki peni ọkyuọ taa amaa?”
2813110091	IYesu vasa tẹri nga si, “Ikẹmbọ sa ni ingọ wulu mi imumani ishi ididuma. Insi uwang peni ọkyuọ taa amaa, isọ ju uma tẹri mi.”
28131200b3	Avasa ghulu IYesu si, “Iligba itali yọ?” IYesu vasa tẹri si, “Ba pii ajiya ba, ba wang ayiri ajiya ba, ba yi akpara ajiya ba, baa gyo ateri kaya ẹrẹkwyuẹ ajiya ba,
281313006b	Kọng ate ngọ kina ayuru ngọ atọng. Ọsọ yoo aghikyo ucing kọnọ mani yoo irikwyi ngọ ni.”
2813140065	Anọfọnọ vasa tẹri nga si, “Imẹ kọ ju umari nadidu, ikẹmbọ shi kọ lara mi kọ?”
28131500bd	IYesu vasa tẹri si, “Insi uwang tee aghọ taa avulu ni, usọ ya gbra nadidu upeni nngọ wọ, kọ ma aghila amir, ọki peni ọka ngọ ka yaya. Ni ọsọ ta ba kọ ma yii mi.”
281316005e	Anọfọnọ ya kọng kindọ ni, vasa wolu kinọ bọra ikwyi, ka shi nọ upeni nagigang.
2813170082	IYesu vasa tẹri Atina nga si, “Iyiya ni isọ tẹri nọ, Ọki shi nọ lọ mani aghọlọ upeni ghila ẹrẹgọm ayaya.
2813180080	Isọ va tẹri nọ, uki shi uyuyo ni ọrahimi ghila anyu anyura nọ mani a aghọlọ upeni ghila ẹrẹgọm Ọnọng.”
281319005e	Atina nga ya kọng kindọ ni, avasa kọng ẹrẹbata, ki ju si, “Inga na aki foo nga?”
28131a0081	IYesu vasa kyoo bu na vasa tẹri si, “Ka ajiya ni udi ki ju wu ba, ni ukushi Ọnọng ni kọ iligba ima ọngọ yu yọ.”
28131b0069	iBitrus vasa tẹri si, “Uwẹ ni iyi ya akwikẹ ya ki yii ngọ, ikẹmbọ shi ya ni iyi ki peni?”
28131c010d	IYesu vasa tẹri bọ si, “Aipang ni imẹ sọ tẹri nọ, asing ki ba ni, akyua mani anọ ajiya ki cica ki igọ ujọọ nga, inu aghọ mani inu yii mi ni, inu ki cica ki igọ ẹrẹgọm shọ ni iri pai, kọ ju ite shọ nọ upai ra ngọ Israila ashuwa.
28131d00cd	Ni aghọmani aya ẹrẹna ta anayuru aghẹmẹ, ta anayuru ayiri, ta ate, ta ayuru, ta anọ, ta uja, ka jọọ uca mi, aki peni ka gina kindọ sa aji, ka va peni ọkyuọ ọgbang ọngọ taa amaa.
28131e005a	Ka ajiya nagigang aghọ mani ashi kite, aki tee aghọ tumu, aghọ tumu ki tee aghi ite.
2814010096	Ẹrẹgọm ayaya shi kina aghọ ọna nga mani akunu ka tee ting, ka ya wang aghọ utina kaya ju nga utina ki ija nga inga ikọlọ na shi inabi.
281402006a	Aya tẹri izẹ nọ ufẹ kọnọ mani aka ma aghọ ju utina ka awii ni, avasa ya kyọ bu ki ija nga.
2814030062	Ọshi a kyua larọshọ avasa kunu, ki nu ace aghọ na sọ ci ijirija ka nyu ọkọ ju izẹ,
2814040058	Avasa tẹri bọ si, ‘Inu kya ija mi, iki manọ ima mani ishi ikikya.’ avasa wolu.
2814050052	Avasa va kunu kina atinọng, kọnọ ọsii a kyua atai, avasa kpa aghọ utina.
2814060095	Kọta aikyuari a kyua atọng ava kunu ki nu ace aghọ na ci bọ ju icima, avasa tẹri bọ si, ‘Ikẹmbọ sa nọ ci ijirija kọ ghọwa ni?
281407007d	Avasa tẹri nga si, ‘Ace aghọ ta mayi utina ju ba.’ “Avasa tẹri bọ si, ‘Unu ma kya ija mi kọ ya ju utina.’
28140800b9	“Ọghe ya ju ni, aghọ ute vasa tẹri aghọ shẹ ngau si ọsi ica nọ utina ija, ‘Yọrọ aghọ utina kọ ma bọ ufẹ bọ, kpa ka aghọ tumu kọ ba ngọ ite kọ.’
2814090065	Aghọmani aba akyua atọng ọghe vasa ba, kọ inga bọ yira ima mani iju na ma nga kọ wiya ni.
28140a0077	Ni, aghọ mani akyọ ba ni ahuri kini aki mani ka gina ushe kọ ni, kọ inga bọ yira kini mani akpa nga utina ni.
28140b003c	Aya yira ni, avasa dee kọ tẹri aghọ ọna anọrọma,
28140c00aa	Na sọ tẹri si, ‘Aghọ mani ba kọ tutumu, utina akyua ayeng kọ na ju, nọ ma bọ iki-kya kini yi, iyi aghọ mani awiya kọ ju utina kini ọla ọnọng.’
28140d007d	“Avasa yira agha yeng kidẹ bọ si, ‘Ayikyo mi, ira lami akpara ngọ ba. Iyi ta ju yi si iki ma ngọ ufẹ ka wii ba?
28140e0075	Yira ima mani ishi nga ngọ nọsọ wolu. Imẹ yoo ma aghọ mani aba kọ tutumu iki-kya kina ima mani ima ngọ.
28140f0079	Ishi mi ni akyuọ ju imumani iwang ju nọ ufẹ mi ba? Tọ ingọ hwiri anang kọ niu mani ika ma ajiya uma nagigang?
2814100055	“Kindi wo ni aghi utọ tumu ki tẹ aghọ ite, aghọ ite ki tẹ aghọ tumu.”
2814110051	IYesu ya sọ kya Urushelima ni, avasa yuru atina nga kọ uho ki tẹri bọ si,
2814120087	“Ọwe ni, iyi ki kya yi Urushelima. Aki ma anọ Ajiya ki vọ ifirist ighighẹ kina aghọmẹẹ iMusa, aki va wa nga ashuwa ukpo
28141300a7	akyua rau aki ma nga ki vọ aghọmani ashi bọ aYahudawa ba, kaa kali nga, kaa ca nga, kaa agra nga ka yọ ukumu ọshẹ, awii itai ni aki sang nga ka akyuọ.”
2814140071	Akyua rau ni Ayuru anọ iZabadi vasa ba ukushi IYesu kina anọ nga ki ba ta agho kite nga, ki shọr nga icima.
28141500b6	Avasa tẹri nga si, “Ikẹmbọ nọ wang?” avasa tẹri nga si, “Ngọ sa anọ mi ri apai ka cica, ayeng kavọ ilang, ayeng kavọ iprọma ngọ, ki ẹrẹgọm ngọ.”
2814160093	“Uyeng ima mani ọsọ ghulu ba,” IYesu tẹri bọ. “Inu ki bọra sa kọ asọng mani imẹ ki sa kọ? Ava yira si, “Iyi ki bọra.”
28141700a2	IYesu tẹri bọ si, “Inu ki sa kọ asọng mi, ni ucica kavọ ila mi ni kọ iprọma mi ni ba imẹ ki ma ba. Ate ayaya kyo ukadu ka aghọ mani ahwiya.”
281418004a	Ushe atina ọshọ ya kọng kindọ ni, avasa kọng anang anayuru apai.
28141900cb	IYesu vasa yọrọ bọ nadidu bọ ki tẹri si, “Inu ye mani agọm mani ashi bọ aYahudawa ba ka nyeni ẹrẹgọm kukushi ajiya bọ ni, agha kakọng bọ ka nyeni ẹrẹgọrọ kukushi bọ.
28141a007d	Ọki shi wu kindọ ukushi nu ba. Udu ni aghọ mani tee agha ghaghẹ kidẹ nọ ni, iyiya yọ ni atee agira kidẹ bọ.
28141b004c	Ni aghọ mani awang tee akwite kidẹ nọ ni, iyi ya ni aki shi agira nọ
28141c007b	Kindọ Anọ Ajiya aki ba ka ma ju nga irigira ba, si nga ki ju Ajiya irigira, Ka va ma ọkyuọ nga kaya ajiya napam.”
28141d0045	IYesu kina atina nga ki ya aYeriko ni, ajiya nagigang vasa yighi nga.
28141e0093	Ace afo apai na ci ka nyu tira, Aya kọng ni IYesu wọlu ni, avasa shang ẹrẹwyuẹ ki tẹri si, Ate ọna, Anọ iDauda! kọng ahwoo yi!”
28141f0084	Ajiya vasa gẹr bọ avasa kọmọ nai kiri. avasa shang ẹrẹwyuẹ na tẹri si, “Ate ọna, Anọ iDauda! Kọng aho yi!”
2814200041	IYesu vasa titara ki yuru bọ, ikẹmbọ nọ wang si ju nu?”
281421002b	Avasa tẹri si Ate, iyi peni ukyoo uka.”
2814220069	IYesu va kọng ahwo bọ, IYesu vasa piya ica bọ. Ana kyua ra ni avasa tee aghọ kyoo, avasa yii nga.
281501006a	Aya ba ayayo kọnọ Urushelima ka aBetafaji ka ya izizẹ ashi uZaitun ni, iYesu ba tuma atina nga apai,
2815020099	atẹri bọ si, “Inu kya anọ ifọng na ashi kite nu, kọ kyaa nu ni, uki ya nu na alor izaki kina anọ nga. Shii bọ kọ ba ma mi kọ ukawẹ.
2815030058	Insi aghọ ghulu ni, inu tẹri nga si Ate nga wang bọ, aki vuu ni bọ kọ na song.
281504003d	Udii ba kọ hwura upii aghọ pii kọ ọtọ Ọnọng si,
2815050095	“Inu tẹri anirayiri aSihiyona, ‘Nu, agọm nu wẹ na aki ba ukushi nu, nọ usuu irikwyi kaya izaki, kaya anọ izaki wu na akyeng kọ.’”
281506002d	Atina wor ki ya ju imumani iYesu sa bọ uju.
281507004d	Aba nga na izaki kina anọ, aba yaa ugbang bọ kaya, iYesu va kiya ki cica.
2815080062	Ajiya na pam yaa ugbang bọ kọ utra, ace aghọ bọ ni akẹr afa aga ashẹ ki yaa kọ utra.
28150900f4	Ajiya upam na kyeng kite nga kina aghọmani asọ yii nga kọ utumu sang ẹrẹkwyuẹ na asọ ju si, “Ufoo kukushi Anọ iDauda! Agha anyu adaduma nga aghọmani aba kidẹ nọ uca Ate aYaya! Ufoo kukushi aghọcẹẹ nọ ujọọ!”
28150a0063	Aya ghila Urushelima ni, nadidu ajiya ifọng zọọ bọ, na asọ ghulu si, “Inga wudii ri?”
28150b0064	Ikir bajiya ba yira si, “IYesu nga, aghọ pii kọ ọtọ Ọnọng ka aNazaret anga aGalili.”
28150c0097	IYesu ya ghila idẹ ọna Ọnọng aba ya kla aghọ gheli na agbara kidẹ. Aba yiri uma umani aghọ tee ufe kina ugọọ uci aghọ gbara ukhimi.
28150d007d	A tẹri bọ si, “Awọọ si, ‘Ọna mi ki shi ọna upii nọ Ọnọng, ni inu kọ tee ni wu ọka sọlu ayi.’”
28150e006b	Afoo kina aghọmani aka bra bọ ukyeng ba va ba ukushi nga kọ ọna Ọnọng na ava ma bọ ọkyuọ.
28150f00c3	Ni afirist akakọng kina aghọmẹẹ umẹẹ iMusa ya nu uma ọdọdọma umani aju ni anọ kidẹ ọna Ọnọng su ca akpa si, “Ufoo kukushi Anọ iDauda,” Ni ava kọọ anang kọ.
28151000d8	“Ingọ kọọ imumani anọ ri sọ tẹri?” Aghulu nga. IYesu va yira si “Ẹẹ, inu ta kọ pila nu kidẹ upii Ọnọng ba si, ‘Ka anyu ba ananọ kina apali ba anọ ni ingọ sa ubrẹ kunu wu?’”
281511004a	Aba sang nga ki ya bọ ki kyaa idẹ ifọng aBetani, ki ya nyẹ kukadu.
2815120032	Kini kikyuating na asọ vuu ni aba kọọ idafo.
28151300c0	Aya nu uce ọshi uwe kọ uhwo utra ni, aba kyaa na ata peni nga ima ya ba bam na ayaa. Aba ju wu si, “Ba sọ ma ikọlọ ba ki ta kọ sang asing!” Kidẹ anakyua ni ọshi hwiya kọ.
2815140065	Atina nga ya nu kindii ni, aba wo ica. Asi, “Na nyi wu ni ọshi uwe ri hwiya kọ kidẹ akyua?”
2815150114	IYesu ba yira si, “Imẹ sọ tẹri nu aipang, insi inu ka ma aipang ni, inu ka woo nọ ikwyi wọ ba ni, basi imumani imẹ ju ọshi ri yoo ni inu ki bira uju ki yọ yu ba, ‘Ni inu va bira uju ọpang ri si kya kọ ya kpaa kidẹ ẹrẹyẹma,’ Ni uki ju kindọ.
281516004f	Insi inu ma aipang ni, inu ki yira kọ iligba imumani inu shọr Ọnọng.”
28151700ec	IYesu ya ghila idẹ ọna Ọnọng, na ashi kidẹ umẹẹ ni, afirist akakọng kina anirakpẹẹ bajiya va ba ukushi nga ki ba ju si, “Iligba ẹrẹgọrọ wu ni ingọ sọ ju uma ri kọ, inga ma ngọ ẹrẹgọrọ ri?”
28151800a3	Ni iYesu ba yira si, “Imẹ ki kọ ghulu nu uce ughulu uyẹ. Insi inu yira mi ni, imẹ ki tẹri nu ta iligba ẹrẹgọrọ wu ni imẹ sọ ju uma ri kọ.
28151900e4	Abi wọ ni iminimini iYahaya kunu wọ? Ikunu ka ayaya wọ ta ukushi ajiya wọ?” Apii kina ace bọ ki tẹri si, “Insi ayọ ju si, ‘Ka ayaya wọ ni,’ aki ju si, ‘Ikẹmbọ sa ni inu ta ma nu aipang ni nga ba?’
28151a008f	Insi ayọ ju si, ‘Kukushi ajiya ni,’ ayọ sọ tẹ ẹrẹbata ba ajiya, ka kpaa si iYahaya na aghọ pii kọ ọtọ Ọnọng nga.”
28151b0095	Aba yira iYesu si, “Iyi ta ye yi ba.” Ni ava ju si, “Imẹ ki kọ tẹri nu nga ta igba ẹrẹgọrọ wu ni imẹ sọ ju uma ri kọ ba.”
28151c0097	“Ikẹmbọ ni inu nu? Ace ajiya shiwu na ashi na aniraghimi apai. Akyaa ukushi aghaye ki ju nga si, ‘Anọ mi, kya kọ ya ju utina kidẹ ija.’
28151d0052	Anọ ba yira nga si, ‘Ita ki kya mi ba,’ na song ni aba tee ikwyi nga ki wor.
28151e0081	Ni ate ba kyaa ukushi aghi ipai ki ya tẹri nga imumani atẹri adaa aghọ. Aba yira si, ‘Iki kyaa ate mi,’ ni ava kyaa ba.
28151f00e1	“Kidẹ bọ ka pai bọ ni inga ju imumani ate wang?” Aba yira si, ‘‘Aghọ iye.” IYesu ba ju bọ si, “Isọ tẹri nu aipang, aghọ yira agonu kina ayiri uwang aghimi ki ghila ẹrẹgọm Ọnọng ka aya nu.
28152000cb	Ka iYahaya ba ukushi nu ka aba nyeni nu utra aipang, ni inu ta yira nọ nga ba, aghọ yira agonu kina ayiri uwang aghimi ma aipang ni nga. Kọ utumu udu ni inu ta la nọ ukpaa ki ma aipang ni nga ba.
28152100b6	Kọng ice ighang upii, Ace ajiya pila ija nga, aghimi kọ na irivii ki tumu uka mẹẹ amusumu ikọlọ na ashi kina uka ubọọ usa. Aba ma ace ajiya uta ija na asisang ukyeng.
281522006b	Akyua ucuru ya ba ni, aba tuma agira nga kukushi aghọmani ayira ija nga ka aya yira nga uka nga ki imila.
2815230056	Aghọtina ba kpẹnẹ agira nga; aca aghaye ki pii aghaye na asi taa aghaye na atii.
281524005c	Ni aba tuma ace agira angọ umani acẹẹ adaa akyua, ni aghọtina ba ju bọ ima iye ra.
2815250051	Kọ tutumu ni, aba tuma anọ nga kukushi bọ, Asi, ‘Aki kọng anọ nga.’
281526007e	Ni aya nu nga ni, aba tẹri ace bọ si, ‘Anọ umani aki la uma nga wẹ. Ayọ ba pii nga kọ ka uma tee unga bayọ!’
281527003d	Aba kpẹnẹ nga ki fẹni ka utumu ija nga ki pii nga kọ.
2815280043	“Insi aghọ ija ya ba ni, ikẹmbọ na aki ju aghọtina ra?”
281529007b	Aba yira nga si, “Aki pili agha akakiya ra, ka ama ace aghọ bọ ija nga, aghọmani aki ka ma nga uka nga ki imila.”
28152a00e9	IYesu tẹri bọ si, “Inu ta kọ pila nu upii Ọnọng ba, ‘Utii umani aghọ viya tọọ bọ si ushi bọ ọdọdọma ba ni, ọbọ tee cẹẹ nọ utina. Udii ni Ate ayaya nga ju, ima uwo ica yọ kukushi mayọ.’”
28152b0090	“Kindọ ni isọ tẹri nu si aki yira ẹrẹgọm Ọnọng wọ kukushi nu, ka ama ajiya umani aki ju uma ọdọdọma unga ẹrẹgọm.
28152c0065	Aghọmani a kpaa kaya utii ri ni, aki kpoo, aghọmani utii kpaa kaya nga ni, aki pulu nga ka awawo.
28152d0064	Afirist akakọng kina aFarisiyawa ya kọọ ighang upii ni, aba kpili si asọ pii kaya akwyi bọ
28152e0089	Aba wang utra umani aki kpini nga, ni asọ tẹ ẹrẹbata ikir bajiya ka ajiya kpaa si inga ni, aghọ pii kọ ọtọ Ọnọng nga.
2816010027	IYesu va pii ni bọ ni ighang upii si,
2816020048	“Amra ẹrẹgọm ayaya na ace agọm umani aju anọ nga agya ubiya.
281603005f	A tuma agira nga si aya yọrọ aghọmani asa yọrọ bọ agya, ni ajiya nga ta ba bọ ba.
281604008f	Ava tuma ace agira si, ‘Tẹri aghọmani ayọrọ si, imẹ kọ ker imila, awaa inaa ni mara, akọ kyo kwikẹ. Inu tọ ba usra agya.’
2816050070	Ni ata duma bọ kọ ba, ava wor ila bọ, ace aghọ wor kyaa ija nga, ace aghọ wor kyaa oka gheli na gbara.
2816060043	Ace aghọ bọ va kpẹnẹ agira nga ki ca bọ ki pii bọ kọ.
2816070079	Agọm va kọọ anaa kọ, ava tuma na aghọnakpọ nga na aya pili aghọ pili ajiya wọ ki ta ugha ni ifọng bọ.
2816080069	“Ava tẹri agira nga si, ‘Akọ kpẹẹ ukyo uma usra agya, ni aghọmani ayọrọ ta maa bọ ba.
281609005d	Kindọ ni inu kya nọ itra ki inu ya tẹri nadidu aghọmani inu peni ka aba usra agya.’
28160a0087	Agira ra va kyaa itra ki ya curu nadidu aghọmani apeni, agha adaduma kina agha ababi, ki ta kọ umani ọka usra agya tii na akyeng.
28160b0055	“Agọm ya ba ma nu akyeng ni, ava nu ace ajiya umani ata sọmọ nga uma agya ba.
28160c007b	Aba ghulu ajiya si, ‘Na nyi wọ ni ingọ ghila ukawẹ wọ ba uma agya,’ ‘Ayikyo?’ Ajiya ta biya nga upẹni ba.
28160d0084	Agọm ba ju agira si, ‘Inu lor nga ivọ kina ifra, ka inu fẹni nga ka sing kidẹ itii, ọka umani aki ci na aghula ayiri.’
28160e0044	“Ka ayọrọ ajiya na pam, ni aghọ ni ahwiya shi na zẹẹ.”
28160f0065	Ashiya kindọ ni aFarisiyawa kyaa ki ya pii kina ace bọ umani aki kpẹnẹ iYesu kidẹ upii nga.
2816100107	Aba tuma aghọyii bọ kina ajiya iHiridus, asi, “Aghọmẹẹ, ayọ ye si ingọ ni agha aipang nga, ingọ ka va mẹẹ utra Ọnọng kidẹ aipang, ka ajiya nadidu ni agha aye ra bọ kukushi ngọ, ingọ ka ba nyeni ngọ uyo ẹrẹkwẹ ka ajiya ba.
281611007e	Tẹri ayọ, unu ngọ shi na nyi? Ọsọ ọdọma ni ayọ ja agonu kukushi iKaisar agọm aghaghẹ ta ayọ ba ja ba?”
2816120077	Ni iYesu, ye akakiya ushi kidẹ ikwyi bọ, aba tẹri si, “Inu aghọ ju unu ica, ikẹmbọ sa ni inu wang mra mi?
2816130041	Nyeni mi ufẹ umani aka ja agonu wọ,” Aba ba nga na udinari,
2816140039	aba ju bọ si, “Iwuu inga yẹ? Kina uca inga bẹ?”
28161500a2	Aba yira ki tẹri si, “Ọnga iKaisar.” IYesu ba ju bọ si, “Inu ma iKaisar imumani ishi inga iKaisar, ni inu ma Ọnọng imumani ishi inga Ọnọng.”
2816160054	Aya kọọ kindii ni, aba kpẹnẹ anyu bọ na asa wo ica, aba ya nga na asa wor.
2816170060	Ka awii ra ni, ace aSadukiyawa ba ukushi iYesu. Abọ ka tẹri si ba usang ashi. Aghulu nga si,
2816180079	“Aghọmẹẹ, iMusa si, ‘Insi ajiya kpoo na ashi na anọ ba ni, anayuru nga ki vo ayiri ka ajeli anayuru anọ.’
2816190079	Ni ace anayuru atinsara shi kọ kidẹ bayọ. Agha iye vo ayiri, akpoo na akọ jee nga ba, asa shee anayuru nga ayiri.
28161a0050	Kindii wọ ni uba wọ na agha ipai, kina agha itai, ki ya ta ka agha itinsara.
28161b001f	Aya kpẹẹ ni, ayiri va kpoo.
28161c0055	Kọ usang ashi ni, ayiri ki tee anga inga kidẹ bọ ka nadidu bọ kọ vo nga?”
28161d009c	IYesu ba yira bọ si, “Uma ikwyi nu shi bọ na kikya ba, ka inu ta ye nu nọ upii Ọnọng na awọọ ba, inu ta ba ye nu ẹrẹkyuọ Ọnọng ba.
28161e0081	Kọ usang ashi ni, aghimi ki voru bọ ayiri ba, ayiri ni, aki ma bu bọ ubiya ba, aki ba kina atuma Ọnọng bọ ni ka yaya.
28161f0056	Kọ usang ashi ni, inu ta kọ pila nọ imumani Ọnọng tẹri nu ba? Awọọ si,
2816200081	‘Imẹ sọ Ọnọng Ibrahim, Ọnọng Ishaku kina Ọnọng iYakubu.’ Ashi Ọnọng aghọ kpuru ba, anga akyuọ nga.”
2816210039	Ajiya ya kọọ kindii ni, asa wo ica nọ umẹẹ nga.
2816220049	AFarisiyawa ya kọọ ni iYesu fuga aSadukiyawa anyu ya ni, ava ba curu.
2816230049	Ace aghọmẹẹ umẹẹ iMusa kidẹ bọ, ba ghulu iYesu ka amra nga.
2816240067	Asi, “Aghọmẹẹ, aligba ima tẹri Ọnọng yọ cẹẹ nọ ughọghẹ kidẹ uma tẹri nga?
2816250085	IYesu yira nga si, “‘Yoo ate Ọnọng ngọ kina ikwyi ngọ nadidu, kina ọkyuọ ngọ nadidu, kina iyẹẹ ngọ nadidu.’
2816260048	Udii wọ shi ima tẹri Ọnọng iye, angọ cẹẹ nọ ughọghẹ.
281627004d	Anga ipai shi kindọ, ‘Yoo agha ayayo ngọ kini ẹrẹkwẹ ngọ ni.’
2816280063	Nadidu umẹẹ iMusa kina aghọ pii kọ ọtọ Ọnọng shina uma tẹri Ọnọng apai ri.”
281629003c	AFarisiyawa ya curu kọ uka uye ni, iYesu ba ghulu bọ si,
28162a005c	“Ikẹmbọ ni inu nu kaya iKristi? Ashi anọ inga?” Aba ju si, “Anọ iDauda nga.”
