2800000006	Umatta
28191400c8	Uner uwuku uyɛi ibɛi uazurhfa itɔ̃ɔ̃ akũ ibɛi uazurhfa itɔ̃ɔ̃ aba agɛ, ‘A Uteiya, ungo udzaa umum ibɛi uazurhfa itɔ̃ɔ̃. Unyã, umum ikpo ighigha ibɛi uazurhfa itɔ̃ɔ̃ itoma.’
28191500cb	“Uteiyanga agɛ, ‘Ungo udɛ̃ɛ̃, ugãrhã uwuku uze uwu idzidzɛrhe! Ungo uweɔ ri idzidzɛrhe ru ubin uku uci. Umum indzaamum ijee iyiki ikpɔm abina arhɛrhɛ. Uba ugɔmanggɔm nggu uteiyango.’
28191600aa	“Uner uwuku uyɛi ibɛi uazurhfa ivaa ha ikɛi aba agɛ, ‘A Uteiya, Ungo udzaa umum ibɛi uazurhfa ivaa. Unyã nggayɛ umum ikpo ighigha ibɛi uazurhfa ivaa itoma.’
28191700cc	“Uteiyanga agɛ, ‘Ungo udɛ̃ɛ̃ ugãrhã uwuku uze uwu idzidzɛrhe! Ungo uweɔ ri idzidzɛrhe nggu ubin uku uci. Umum indzaamum ijee iyiki ikpɔm abina arhɛrhɛ. Uba ugɔmanggɔm nggu uteiyango!’
28191800f4	“Mɔcɛ uner uwuku uyɛi ibɛi uazurhfa unying hã aba agɛ, ‘A Uteiya, umum ihwɛng amɛnngo aghong ifɛrhɛ. Ungo udɛ̃ɛ̃ ugbugbɛrɔ ra anangkɛ ungo uku usi idosɔ. Ungo udɛ̃ɛ̃ urhɔ̃ĩngo ra anangkɛ ungo uku usi inãngo ikpũ.
281919005c	Nggee umum igũ iwei izĩ iwɔke ibɛi uazurhfango ra abĩ. Unyã ibɛi uazurhfango iyɛ.’
28191a00ba	“Uteiyanga agɛ, ‘Ungo ugãrhũ uwuku ubewe, ughɛrha! Ungo uhwɛngo umum iki isaki ĩgbɛtũ ra anangkɛ umum iki isi idoimum ni irhɔ̃ĩmum ra anangkɛ umum iki isi inãmum ikpũ.
28191b006f	Azea mɔcɛ, ugɛ ungo uba utsuke uhwɛka ru ubanki. Ivangyɛ umum iki ibvui iba, umum itsũ ngge nggu ighigha!
28191c0067	“‘Àka ayɛise ibɛi uazurhfa unying hã ru unga, aka atomuwe ru uwɔrɔ uwu ibɛi uazurhfa usɔka.
28191d008f	Uwuruwi aka awe ru ihwihwɛng awuri itomuwe unga akpo arhɛrhɛ. Uwuruwi aka ashia, awuri iyɛse ungwɛ̃rhĩ ihwihwɛng ha unga aka awerangge.
28191e0068	Na atare ugãrhã ibɛm hã ra awiya ru uzĩ uku ugburhuk. Umɔ umbɔ aki iciu akpe nggu itãi anyĩ.’
28191f0080	“Ivangyɛ Ungwɛ̃-Ner aka iba ri ikpikpoinga nggu ípfu itsernga kishoo, unga awuri isei nú anang isei iyɛrhe aki ikpikpoi.
281920008a	Awuri ikɔng abi upfung ukpirɛ kishoo ra anangnga, unga awuri igasha umbɔ awuwembɔ ru nyaku uner ughãwã aka igashi ídɔi nggu íbũ.
2819210043	Unga awuri itsu ídɔi ru ubok ugha na atsu íbũ ru ubok uferanga.
28192200b6	“Mɔcɛ Uyɛrhe awuri igɔr abika awe ru ubok ughanga agɛ, ‘Àka aba, umbi abi Utɛmum aka atsuka umbi idorh. Àka ayɛi ukamkpi Unum aka igbishuwa umbi udzur ri imimunu upfung.
2819230090	Umum iki igũ imerh, umbi adzaa umum ubingha, umum iki igũ ugɔ̃ amɛ̃, umbi adzaa umum ubin umum ihwa, iwu utsen, umbi ayɛi umum ra ayambi.
2819240078	Umum ishimum ra atorho, umbi adzaa umum atorho, aghonga umum, umbi anɛta umum, iwe ru ugborzĩ, umbi aba ayepa umum.’
28192500b6	“Mɔcɛ abika arhurhika awuri igɔr agɛ, ‘A Uteijee, ukang umɛn iki inyã ungo ugũ imerh ni ĩdzaa ungo ubingha, use ungo ugũ ugɔ̃ amɛ̃, umɛn ĩdzaa ungo ubin ungo uhwa?
281926006c	Ukang umɛn iki inyã ungo uku uwu utsen ni iyɛi ungo, use ungo ushiɔ ra atorho, umɛn indzaa ungo atorho?
281927004d	Ukang ungo uku ughong iyor use ungo uwe ru ugborzĩ umɛn izĩ iyepa ungo?’
28192800c5	“Mɔcɛ Uyɛrhe awuri igɔr umbɔ agɛ, ‘Umum indɛyiwa umbi idzidzɛrhe, ubɛn ubinkpi umbi aka akorhuwe unying ra angwɛ̃mɛn use anapumɛn abika asheru ugarh ru umbi, umbi akorhuwa umum.’
28192900b8	“Mɔcɛ unga awuri igɔr abɔrɔ ru ubok uferanga agɛ, ‘Àka asombi ru umum umbi abi ikponum. Àka azĩ atsĩ ru urha ukpu ugbagbaa umbɔ aka ataiwe Undenggũ nggu ípfu itsernga.
28192a0078	Umum iki igũ imerh, umbi asi idzaambi umum ubingha, umum iki igũ ugɔ̃ amɛ̃, umbi asi idzaambi umum ubin umum ihwa.
28192b00ac	Iwu utsen, umbi asi iyɛi umum atsĩmbi ri iya, ishimum ra atorho umbi asi idzaambi atorho ru umum, aghonga umum, ikɛi umum iwe ru ugborzĩ, umbi asi iba ayepumbi umum.’
28192c00db	“Umbɔ ikɛi awuri igɔr agɛ, ‘A Uteijee, ukang umɛn iki inyã ungo ugũ imerh use ugɔ̃ amɛ̃ use ungo uwu utsen use ungo ushiɔ ra atorho use aghonga ungo use ungo uwe ru ugborzĩ, umɛn isi iyikamɛn ungo?’
28192d00ad	“Unga awuri igɔr agɛ, ‘Umum indɛyiwa umbi idzidzɛrhe, ubɛn ubinkpi umbi aka asi ikorhukumbi unying ra abɛrɛ aka asheru ugarh, umbi asi ikorhuwambi umum nukpɔ.’
28192e0067	“Mɔcɛ umbɔ awuri ikpo ayetnum aki ugbagbaa, bɔr abika arhurhika awuri ikpo urhɛ uwu ugbagbaa.”
281a01005b	Ivangyɛ Uyesu aka amaa irherha abina akɛrɛ ha kishoo, unga agɔr angwɛ̃ imesanga agɛ,
281a020075	“Umbi ahwɛngmbi, Irhowa Iyiki Igar Utɔng ibɔr inuma ivaa, umɔ awuri idzowe Ungwɛ̃-Ner umbɔ anyapuwe unga.”
281a03007a	Mɔcɛ ateiya abika adzowe idɛm-Num nu akakũ anera akɔng ri iya Ukugɔng Uwuku Udzowe Idɛm-Num, itsoka igburh Ukayafa.
281a04002e	Umbɔ avarhe idzur Uyesu ri iwɔk afɛre unga.
281a05004e	Bɔr umbɔ agɛ, “Asi íwea ri ivang irhowa, utsur anera asoyimbɔ amɛn.”
281a06004d	Ivangyɛ Uyesu aka awe ru Ubetani ri iya Usiman uwuruwi ingbimnga iki ikerhe,
281a0700ad	utsɛrh uwɔɔ aba ru Uyesu nggu undzoma utarh uku utɔk nggu atsei isung aki imang akarhãrhã. Unga awupuwe atsei ha ri itsinga ri ivangyɛ unga aka asei nu anang ubingha.
281a080069	Ivang angwɛ̃ imesanga aka anyã rimi, umbɔ agũ avɔm na arhusa adɔkambɔ agɛ, “Akɛrɛ awu inyar!
281a090056	Imɛ̃ɛ̃ngge umbɔ agoshe atsei isung hã ru uhwɛk urhɛrhɛ na adzowe atsũwã.”
281a0a005f	Uyesu agɔr umbɔ agɛ, “Awu use utsu umbi ayɔm utsɛrh ha? Unga akorhuwa umum ubin uku uze.
281a0b0050	Atsũwã awu nggu umbi ubɛn ivang, bɔr umum isi íwemum nggu umbi ubɛn ivang.
281a0c0044	Atseikɛ unga awupuwa umum, unga agbishuwa iyormum umbɔ aka idzake.
281a0d00b0	Umum indɛyiwa umbi idzidzɛrhe, kishoo anangkɛ umbɔ aka idzowe Isarhe Iyiki Ize iyɛrɛ ru upfunga, umbɔ awuri isɔmmbɔ ubinkpi utsɛrh uwurɛ aka akorhe ri ayita unga.”
281a0e0073	Mɔcɛ unying ru umbɔ usɔkdũmɛn hã itsoknga igburh Uyahuda Uiskariyoti, azĩ ra ateiya abika adzowe idɛm-Num,
281a0f008c	arhusa agɛ, “Umbi awuri idzaa umum use umum ĩba ĩdzaamum unga ru umbi?” Nggee umbɔ avarhuwe unga íshaa imang uazurhfa isɔka itaar.
281a10003f	Udzur ri ivang hã Uyahuda abee udĩkpi unga aka ighadak Uyesu.
281a1100c3	Ru unum inggbaashia ukpu Irhowu Uborodi ukpuku Usheru Uguga, angwɛ̃ imesa aba ru Uyesu arhusa unga agɛ, “Ra anang akasong ungo uku ubee umɛn igbishuwa ungo ugha Irhowa Iyiki Igar Utɔng?”
281a1200c4	Unga agɛ, “Àka atsĩ ru utepa, àka azĩ ru utsa uwɔɔ, àka agɔr unga agɛ, ‘Umarhem agɛ, ivangmum iki iyongge. Umum igha Irhowa Iyiki Igar Utɔng ri iyango nggu angwɛ̃ imesamum.’”
281a13006a	Nggee angwɛ̃ imesanga akorhu ubinkpi Uyesu aka agɔr umbɔ na akorhuwe ubingha Irhowa Iyiki Igar Utɔng.
281a14004d	Urhɛɛ uku uwe, Uyesu asei igha ubingha nggu angwɛ̃ imesanga usɔkdũmɛn.
281a15006c	Asei ighigha ha nukpi, unga agɛ, “Umum indɛyiwa umbi idzidzɛrhe, unying ru umbi awuri ighaa adakmum.”
281a160060	Amɛnmbɔ aghong akarhãrhã na atirhi irhusa unga anyinganying agɛ, “A Uteijee, awu umum?”
281a170058	Uyesu agɛ, “Uwuruwi aka atsĩ ubok ri itɛ̃rhĩ nggu umum, unga awuri ighaa adakmum.
281a18008c	Ungwɛ̃-Ner awuri ikpe ru nyaka umbɔ aka atsɛng ri itsinga. Bɔr atorh uner ha aka ighadak Ungwɛ̃-Ner! Ugba umbɔ asi imarmbɔ unga.”
281a19006d	Mɔcɛ Uyahuda, uwuruwi aka igha adaknga agɛ, “A umarhem, awu umum?” Uyesu agɛ, “Awu ungo urherhe.”
281a1a009c	Umbɔ ana asei ighigha ha, Uyesu anyangu uborodi, atar uwɛɛ na atsɔka ukpɔ. Adzowe angwɛ̃ imesanga agɛ, “Àka ayɛi, atãi. Uwɛrɛ awu iyormum.”
281a1b0067	Mɔcɛ unga anyangu ukpɛwa, atar uwɛɛ, na adzowe ru umbɔ, agɛ, “Àka ahwa ru umgbɔ kishookambi.
281a1c0068	Akɛrɛ awu adzirhmum aki ibibemuwe-Num, akirakɛ aka adzek awupa ra anera arhɛrhɛ, atsũwe arhimmbɔ.
281a1d0092	Umum indɛyiwa umbi, umum isi íbvui ihwamum amɛ̃ ikpũrhã inebi akɛrɛ utsɛku unumkpi umum iki ihwa aka afa nggu umbi ri Iyɛrhe Utɛmum.”
281a1e004e	Umbɔ aka amaa itsũwe ubom ru Unum, umbɔ adzek azĩmbɔ Igũ Acucii Uzaitun.
281a1f00dc	Mɔcɛ Uyesu agɔr umbɔ agɛ, “Ru untsuu akpirɛ umbi kishoo awuri itĩ ri itsi ubinkpi uku ikorhe nggu umum. Itsɛng Arherhu-Num igɔr igɛ, “‘Umum iwuri ikwɛr uner ughãwãã, nu ukpui ídɔi ha iwuri isita.’
281a200063	Bɔr ivangyɛ umum iki isok ra akpe, umum inggbaashia izĩ Ugarhirhi ru umbi adɔrha atsĩ umɔ.”
281a21005f	Ubitru agɛ, “Kishoo aba atĩmbɔ ri itsi ubinkpi uku ikorhe nggu ungo, umum isi ítĩmum.”
281a22009d	Uyesu agɔr unga agɛ, “Umum indɛyiwa ungo idzidzɛrhe, ru untsuu akpirɛ, ungo uwuri itsɛyingo ihwɛng umum idiki itaar ri ikɔ idɔrhi igbɛr ukpee.”
281a23009a	Ubitru agɔr unga agɛ, “Uko umbɔ awuri ifɛre umum nggu ungo, umum isi ítsɛyimum ihwɛng ungo.” Rimi hã angwɛ̃ imesa abɔɔ kishoo aka arherhe.
281a24009f	Mɔcɛ Uyesu nu angwɛ̃ imesanga azĩmbɔ anang akɔɔ umbɔ iki iyisa Ugetsemani. Unga agɔr umbɔ agɛ, “Àka asei nggimi, umum izĩ ifɛn-Num nggɔɔ.”
281a25005b	Unga akũ nggu Ubitru nu angwɛ̃ Uzabadi avaa, unga atirhunga igũ idamɛn nu ighongamɛn.
281a260080	Unga agɔr umbɔ agɛ, “Igũ ighongyɛ iki iwe ra amɛnmum idɛ̃ɛ̃ ifɛrngge umum. Àka asei nggimi na adzɛu nggu umum.”
281a2700ee	Unga aka agɔpa azĩ ukunjiir unga agba akwɛr anaanga atsim nú abĩ afɛn-Num agɛ, “A Utɛmum, ngge iba imɛ̃ngge, ungo unyanguwe ukpɛwa ayetnum akɛrɛ ru umum. Bɔr ukorhu ubinkpi ungo uku ubee, asi iwea ubinkpi umum iki ibee.”
281a2800a5	Mɔcɛ unga abvui aba ra angwɛ̃ imesanga, akpo umbɔ aka arhambɔ urhɔ. Unga agɔr Ubitru agɛ, “A Ubitru, umbi asi idɛ̃ɛ̃ adzɛumbi nggu umum ukara unying?
281a29006d	Àka adzɛu na afɛn-Num utsur umbi agbambi ru undeya. Idzidzɛrhe ipfu ibemungge, bɔr iyor isi ikerngge.”
281a2a009c	Unga abvui azĩã ifɛn-Num idevaa agɛ, “A Utɛmum, uba ayetnum akɛrɛ asi ítɔngke utsɛku umum iki ihwa ake, umum ikorhumum ubinkpi ungo uku ubee.”
281a2b0056	Unga abvui aba akpo umbɔ ikɛi awe ru urhɔ, umbɔ asi idɛ̃ɛ̃ ayangumbɔ asumbɔ.
281a2c006e	Nggee unga abɔre umbɔ na azĩã ifɛn-Num ide untaar, abvui arherhe ubinkpi unga aka arherhe ri inggbaashia.
281a2d00cb	Mɔcɛ unga abvui aba ra angwɛ̃ imesa ha agɔr umbɔ agɛ, “Utsɛku icɛrɛ umbi ana awu ru urhɔ na adɛ̃ɛ̃ iwosha? Àka anyã, ivanga iki iyongge umbɔ aka idzowe Ungwɛ̃-Ner ru abok abi arhim.
281a2e0041	Àka asisok umɛn izĩmɛn! Uwuku ugha adakmum uwi aka abanga!”
281a2f00d5	Unga ana awu ra arherhe, Uyahuda, unying ru umbɔ usɔkdũmɛn hã, aba atsĩ. Unga aba nggu anera arhɛrhɛ aka akpɔm nggu akon aka ader nu ígbong. Ateiya abika adzowe idɛm-Num nu akakũ anera aka adene umbɔ.
281a300081	Umɔ uwuku ughadaknga hã aka asɔmuka umbɔ utsara agɛ, “Uwuruwi umum iki ishor atamnga, awu uner ha nuwɔ umbi aka idzur.”
281a310065	Uyahuda aka aba, unga akpurha azĩ ru Uyesu agɛ, “A umarhem, umum ighwe ungo!” Na ashor atamnga.
281a320073	Uyesu agɔr unga agɛ, “A uwee, ukorhu ubinkpi uku ukũna ungo uba.” Mɔcɛ anera aba, adzur Uyesu akpɔm unga.
281a330077	Unying ra angwɛ̃ imesa Uyesu agbiir ikon iki idernga, agbɛr uto ugãrhũ Ukugɔng Uwuku Udzowe Idɛm-Num, azharhuwe.
281a34007b	Uyesu agɔr unga agɛ, “Utsuke ikon iki iderngo ru udapa. Ubɛn uwuku ugbiir ikon iki ider, awu ikon iki ider ifɛr unga.
281a350073	Umbi akaifɛrhkɔ ugɛ umum ishimum ri ijeea umum iki iyisu Utɛmum kanying unga adene ípfu itser-Num anakagɔnga?
281a36006c	Bɔr itsɛng Arherhu-Num iki igɔr ugɛ awu ufang akɛrɛ ha akorhe, iwuri ikorhe igusengge ni itsuifɛr?”
281a3700de	Mɔcɛ Uyesu agɔr ikikɔng anera agɛ, “Umum iwu uner uwuku uvui abin anera ri iker, umbi aka idzeka nggu akon aka ader nu ígbong adzur umum? Ubɛn unum umum isei ru ufɔm Iya-Num imesuwe imesa, umbi asi idzurmbi umum.
281a38009a	Bɔr kishoo akɛrɛ akorhe ngge itsuifɛr abinkɛ aka atsɛng ra abvur abika asɔm Arherhu-Num.” Mɔcɛ angwɛ̃ imesanga kishoo atĩ abɔrukumbɔ unga.
281a390088	Abika adzur Uyesu akũna unga azĩ ru Ukayafa, Ukugɔng Uwuku Udzowe Idɛm-Num, anangkɛ abika amesuwe Ikpem nu akakũ anera aka akɔng.
281a3a00ba	Bɔr Ubitru adɔsa unga ukuka, utsɛku umbɔ aka azĩ atsĩ ru ufɔm iya Ukugɔng Uwuku Udzowe Idɛm-Num. Unga atsĩ asei nggu abi idzɛu ha abee inyã imimasha ubinkpi umbɔ aka ikorhe.
281a3b0082	Ateiya abika adzowe idɛm-Num nu abi udzepurhe kishoo abee igbɛrangwĩyɛ umbɔ aka itsuke Uyesu na akpo udĩ ukpuku ufɛre unga.
281a3c0083	Anera arhɛrhɛ aka adzeka, agbɛyangwĩ atsuke unga, bɔr umbɔ asi ikpombɔ udĩ ukpuku ufɛr unga. Ri imimaa, anera avaa adzeka,
281a3d006c	agɛ, “Utsak uwurɛ agɔr agɛ, ‘Umum idɛ̃ɛ̃ ibupukũ Iya-Num, ni ibvui idzine ri inuma itaar.’”
281a3e008f	Mɔcɛ, Ukugɔng Uwuku Udzowe Idɛm-Num asok agɔr Uyesu agɛ, “Ungo usi ídzipungo arherhe? Awu use aner abɛrɛ aka arherha atsuka ungo?”
281a3f00b5	Bɔr Uyesu awu uku uvep. Ukugɔng Uwuku Udzowe Idɛm-Num agɔr unga agɛ, “Umum itsu ungo nggu uyirh ri itsok Unum uwu urhɛ, usɔma umɛn, awu ungo uwu Ukiristo Ungwɛ̃ Unum?”
281a4000bc	Uyesu agɔr unga agɛ, “Awu ungo urherhe. Bɔr umum isɔma umbi kishoo, utirhi ucɛrɛ umbi awuri inyãmbi Ungwɛ̃-Ner aka isei ru ubok ugha Nggaa Unum na awuri iba ra amɛɛ afafã.”
281a4100b7	Mɔcɛ Ukugɔng Uwuku Udzowe Idɛm-Num hã avapuwe atorhanga na agɛ, “Unga aka arhenu Unum! Awu use umɛn iki ibee ikɛi? Àka anyã, icɛrɛ umbi aka agũmbi unga aka arhenu Unum.
281a420044	Umbi anyã aguse?” Umbɔ agɛ, “Imɛ̃ngge umbɔ afɛre unga.”
281a430060	Mɔcɛ umbɔ atang aci atsuyiwe ru asunga na akũ ikpoi akwɛr unga. Abɔɔ akwɛre unga inkpai,
281a440047	na agɛ, “A Ukiristo! Udɛyiwa umɛn, uwukusong akwɛr ungo ikpoi?”
281a450087	Ri ivang hã Ubitru asei ru ufɔm iya ha, nu una igãrhã aba ru unga agɔr unga agɛ, “Ungo uwu nggu Uyesu uner Ugarhirhi uwurɛ!”
281a460061	Bɔr Ubitru atsɛyinga ra anangmbɔ kishoo agɛ, “Umum isi ihwɛng ubinkpi ungo uku urherhe!”
281a47009d	Mɔcɛ unga adzek azĩã ru angwĩ ufɔma, umɔ una uwɔɔ aka anyã unga, agɔr abika adɛ̃ɛ̃ umɔ agɛ, “Utsak uwurɛ awu nggu Uyesu uner Unazarat!”
281a480045	Ubitru atsɛyi ikɛi nggu uyirh agɛ, “Umum isi ihwɛng utsa ha.”
281a490099	Adãrhã ukunjiir, abirabɛ aka adɛ̃ɛ̃ umɔ aba agɔr Ubitru agɛ, “Idzidzɛrhe ungo uwu unying ru umbɔ, ikpũ arherhango ake akũ ungo adzeka.”
281a4a0067	Mɔcɛ unga ayirh agɛ, “Ikponum ru umum, umum inba ihwɛng utsak uwurɛ!” Kanying ikɔ igbɛrkpee.
281a4b00ba	Mɔcɛ Ubitru aka ayita arherhe Uyesu aka arherhe nggu unga agɛ, “Ungo uwuri itsɛyingo ihwɛng umum idikunga itaar, nu ikɔ idɔrhi igbɛrkpee.” Ubitru adzek aciu akpe akarhãrhã.
281b01006a	Ri igɔ̃ ukpeeka, kishoo ateiya abika adzowe idɛm-Num nu akakũ anera akɛki itsũwã iyiki ifɛr Uyesu.
281b020042	Umbɔ abow unga, akũna unga azĩ adzowe unga ru Ubirhatu, ugomna.
281b0300f6	Ivangyɛ Uyahuda, uwuku ughadaknga, aka anyã umbɔ aka atsu Uyesu ufai akpe, unga agɔr ra amɛnnga agɛ, “Uhwɛngrimi.” Unga abvui aba ra ateiya abika adzowe idɛm-Num nu akakũ aner ha. Abvui adzowuka íshaa imang uazurhfa isɔka itaar ha.
281b04009f	Agɛ, “Umum iwu ra arhim, ubinkutsu, umum iki ighadak adzirh uwuku usheru uvau.” Bɔr umbɔ agɔr unga agɛ, “Akɛrɛ awu use ru umɛn? Umei imesungo.”
281b050067	Nggee Uyahuda atare uhwɛk uazurhfa ha ru Iya-Num na adzek azĩã. Mɔcɛ unga azĩ ayapuwe itsikamnga.
281b060093	Bɔr ateiya abika adzowe idɛm-Num akarhu uhwɛka na agɛ, “Ri ikpem isi imɛ̃ngge umbɔ atsuke uhwɛk ha ru uhwɛk Iya-Num, uwu ukpu adzirh.”
281b070088	Nggee umbɔ akɛka na akũ uhwɛka agoi idɛɛ iyɔɔ, ayisi idɛɛ ha agɛ idɛɛ uner uwuku udzin anui. Anang akika adzake ikom atsen.
281b080043	Ngge itsu umbɔ ayisi idɛɛ ha ugɛ Idɛɛ Adzirh utsɛku irherɛ.
281b0900c6	Mɔcɛ ubinkpi uwuku usɔm Arherhu-Num Uirimiya aka arherhe utsu ufɛrkpɔ ugɛ, “Umbɔ anyangu íshaa imang uazurhfa isɔka itaar, uhwɛk ha aner Uisrairha aka abema umbɔ afai ri itsinga nukpɔ,
281b0a0056	umbɔ akũ ngge agoi idɛɛ uner uwuku udzin anui ru nyaku Uteijee aka atsuka umum.”
281b0b0091	Uyesu adɛ̃ɛ̃ ra asu ugomna nukpi, ugomna arhusa unga agɛ, “Ungo uwu uyɛrhe abi Uyahuda?” Uyesu agɔr unga agɛ, “Awu ungo urherhe.”
281b0c005f	Bɔr ateiya abika adzowe idɛm-Num nu akakũ anera atsuke unga uvau, unga asi idzipunga urhɛm.
281b0d005a	Mɔcɛ Ubirhatu arhusa unga agɛ, “Ungo usi igũo abin avaukɛ umbɔ aka atsuka ungo?”
281b0e0057	Bɔr Uyesu asi idzipuka urhɛm ru arherhanga, utsɛku ugomna aka adzeidzeu akarhãrhã.
281b0f0069	Umɔ awu ugau ugomna ri Irhowa Iyiki Igar Utɔng, unga atsũwe uner uvau unying uwuruwi umbɔ aka asɛng.
281b100068	Ri ivang hã umbɔ awu ru ugbau unera, anera kishoo ahwɛngmbɔ unga, itsoka igburh Ubaraba ru ugborzĩ.
281b110094	Nggee ivangyɛ anera aka akɔng, Ubirhatu arhusa umbɔ agɛ, “Umbi abee umum itsũwã umbi ungamɔ, Ubaraba use Uyesu umbɔ iki iyisa Ukiristo?”
281b12003e	Unga ahwɛnga awu unyɛ̃ɛ̃ utsu umbɔ adzowe Uyesu ru unga.
281b1300e7	Ubirhatu aka asei ra anang isei aka avarha arherhanga, utsɛ̃nga adene umbɔ adɛyiwe unga agɛ, “Utsũ ubokngo ra arherhe utsak ha ashia ru uvau, ngge itsu umum igũ uver akarhãrhã irherɛ ru urhɔmum iki irhei ri itsinga.”
281b140063	Bɔr ateiya abika adzowe idɛm-Num nu akakũ atsu anera agɔr agɛ atsũwe Ubaraba na afɛre Uyesu.
281b150086	Ugomna iganga abvui arhusa umbɔ agɛ, “Uwuku usong ru umbɔ ikivarhambɔ umbi aka abee umum itsũwã?” Umbɔ agɛ, “Ubaraba.”
281b160080	Ubirhatu arhusa umbɔ agɛ, “Umum ikorhi iguse nggu Uyesu umbɔ iki iyisa Ukiristo?” Kishookambɔ agɛ, “Unyapuwe unga!”
281b17008a	Ubirhatu arhusa umbɔ agɛ, “Awu use utsu? Unga akorhu use iyiki ibewe?” Bɔr anera abvui atsarhi irhakmbɔ agɛ, “Unyapuwe unga!”
281b1800e7	Ivangyɛ Ubirhatu aka anyã unga asi idɛ̃ɛ̃ akorhunga ubin, ikɛi anera agbisha abee isoyi amɛn, unga anyangu amɛ̃ asorh aboknga ra asu anera. Agɛ, “Umum amɛ̃mum ashike ra adzirh utsak uwurɛ, akɛrɛ awu ra abokmbi!”
281b190047	Anera kishoo agɛ, “Adzirhnga awe ru urhɔkmɛn nggu angwɛ̃mɛn!”
281b1a0075	Mɔcɛ unga atsũwũka Ubaraba ru umbɔ. Unga atsu abi iwa akwɛre ugwɛɛ ru Uyesu, na adzowuka umbɔ anyapuwe unga.
281b1b0062	Mɔcɛ abi iwa ugomna akũ Uyesu azĩmbɔ ru udzepurhe ugomna, akɔng kishoo abi iwa adziira unga.
281b1c003b	Atsimuwe atorhanga na atsĩme atorho aka abãrhã akagɔng.
281b1d00b4	Atsɛrhi ifur iyɛrhe iyi ídidɔk atsime ni itsinga. Atsu unga akpɔm igbong ru ubok ughanga na atangarhu ra anangnga. Ayɛɛia unga agɛ, “Urhɛngo uder Uyɛrhe abi Uyahuda!”
281b1e003c	Ashau aci atsuyiwe unga, ayɛi ugam akwɛr ni itsinga ikɛi.
281b1f008a	Umbɔ aka ayɛɛi unga amaa, umbɔ atsimuwe atorho aka abãrhã hã na atsĩme atorhanga. Mɔcɛ umbɔ akũna unga azĩmbɔ inyapuwe unga.
281b200077	Umbɔ aka adzek, umbɔ agbopu utsak Usayirin uwɔɔ, itsoka igburh Usiman. Umbɔ atsu unga atsã igãrhãmau ucucii ha.
281b210062	Umbɔ azĩ atsĩ anangkɛ umbɔ aki iyisa Ugorhgota, agbena agburh “Anang Apfupfu Aghow Itsi.”
281b220075	Umɔ umbɔ adzowe Uyesu amɛ̃ inebi uku ukpere ugɛ unga ahwa, bɔr unga aka abanga agũ, unga akpɛ̃ɛ̃ ihwihwaa.
281b230046	Ivangyɛ umbɔ aka anyapuwe unga, umbɔ atang isɛng agasha atorhanga.
281b240023	Mɔcɛ umbɔ asei umɔ adzɛu unga.
281b250083	Ra afafã igãrhãmau ucucii ha ukhapa ri itsinga, umbɔ atsɛng isarhe uvaunga agɛ, “UWƐRƐ AWU UYESU, UYƐRHE ABI UYAHUDA.”
281b260050	Anyapuwe avɛu avaa nggu unga, unying ru ubok ughanga uwu uvaa ru ubok uferanga.
281b27002d	Anera aka atɔng, arhena unga azung atsimbɔ,
281b2800a0	agɛ, “Ĩhĩĩ! Ungo iki isipuwe Iya-Num, nu udzine ike ikɛi ri inuma itaar, ucipuwa nu igãrhãmau ucuciia ha ufɔrh itsingo, ungo uba uwu Ungwɛ̃ Unum!”
281b290062	Rimi hã ikɛi ateiya abika adzowe idɛm-Num nu abika amesuwe Ikpem nu akakũ anera ayɛɛia unga.
281b2a00b4	Agɛ, “Unga afɔrhe abɔɔ, bɔr asi idɛ̃ɛ̃ afɔrha itsinga! Unga aba awu Uyɛrhe Uisrairha, unga acipuwa icɛrɛ ru igãrhãmau ucucii ha, nu umɛn iwe ru imangmang ru unga.
281b2b007d	Unga awe ru imangmang ru Unum. Uneke Unum afɔrhe unga icɛrɛ, unga aba abeenga. Unga agɛ, ‘Umum iwu Ungwɛ̃ Unum.’”
281b2c0053	Rimi hã avɛu ha umbɔ aka anyapuwe nggu unga arherhuwe unga arherhe aka atãrhã.
281b2d0059	Utirhi ri idzingga atenuma, uzĩ utsirkpɔ abĩã kishoo utsɛku akara ataar aki urhɛɛ.
281b2e00ad	Ru akara ataar ikɛi Uyesu atsarhi irhaknga ikerketangge agɛ, “Erhoi, Erhoi, urhama sabaktani?” agbena agburh, “A Unummum, a Unummum, awu use utsu ungo uneka umum?”
281b2f0072	Abika adɛ̃ɛ̃ umɔ aka agũ rimi, umbɔ agɛ, “Unga adɛ̃ɛ̃ iyisu uner uwuku usɔm Arherhu-Num Uirhiya.”
281b300075	Kanying uwɔɔ atĩ azĩ anyangu usoso. Abii ra amɛ̃ inebi akika agbata, avaki igbong, adzowe Uyesu ugɛ unga ayam.
281b310058	Bɔr abɔɔ agɛ, “Àka aneke unga, umɛn inyãni use Uirhiya awuri afɔrhuka unga.”
281b320056	Mɔcɛ Uyesu aka abvui atsarhi irhaknga ikerketangge atsu ivum, na atsũwũka ipfunga.
281b330070	Ru ivang hã urhaburhe ukpu Iya-Num uvaar akpɛrha avaa udzur ri itsia uba utsĩ abĩã. Abĩ azusa, ífa iyata.
281b34004d	Adzak ayar atsuri, ayor asarkasar anera arhɛrhɛ abika akpe asok nggu urhɛ,
