010000000b	Kamtawngnae
011f06003e	Ka thayung abuemlahoi na pa e thaw ka tawk e hah na panue awh.
011f07008a	Hot nahlangva na pa ni na dum teh, ka hmu hane aphu hah vai hra touh na dum toe. Hatei patawnae na poe hane teh Cathut ni na pasoung hoeh.
011f0800d2	Tarakcak e pueng hah aphu lah ao han telah a dei teh saring pueng ni tarakcak lah koung a khe. Taracak hoi kâkalawt lah a khe e pueng aphu lah ao han ati ei nakunghai, saring pueng ni tarakcak lah koung a khe.
011f090049	Hottelah, Cathut ni na pa e saringhu hah a la pouh teh kai na poe e doeh.
011f0a00c3	Hahoi hettelah ao. Saring âvâ yawng hane a kamtawng nah ka mang lah ka khet teh, khenhaw! âvâ ka cawt e a tan hah a em lah kaawm e hoi a em tarakcak e hoi, a em dakdak kaawm e naw hah ka hmu.
011f0b0057	Ka mang lah Cathut e kalvantami ni, Jakop ati teh kai ni, hi vah ka i doeh, ka ti pouh.
011f0c00d0	Ahni ni, moung na teh, khenhaw! a tan ni âvâ a yawng e pueng hah a em kaawm hoi a em tarakcak e hoi a em dakdak kaawm naw seng doeh. Bangkongtetpawiteh, Laban ni nang dawk a sak e naw pueng hah be ka panue.
011f0d00c4	Kai teh talung na ungnae dawk satui na awinae, kai koe lawkkam na saknae Bethel, hote Bethel Cathut lah ka o. Atu thaw nateh hete ram heh tâcawt takhai, na khenae ram koe lah ban leih, telah ati.
011f0e005c	Rachel hoi Leah ni a pathung roi teh, apa im e maimouh hanelah ham hane hoi râw ao rah maw.
011f0f0078	Ahni ni imyin patetlah na pouk awh toung nahoehmaw. Bangkongtetpawiteh, na yo awh teh maimae tangka hai be a ca awh toe.
011f1000a8	Bangkongtetpawiteh, Cathut ni maimae na pa koehoi a la e naw pueng teh, maimae canaw hane doeh. Hottelah Cathut ni nang koe a dei e pueng teh sak yawkaw, telah atipouh.
011f11004a	Jakop hah a thaw teh, a capanaw hoi a yu roi hah kalauk dawk a kâcui sak.
011f120095	Kanaan ram a na pa Isak koe cei hanelah a saringnaw hoi hnopai a pâtung e a hmu e saringnaw pueng, Paddanaram ram e a tawn e naw pueng be a sin awh.
011f130070	Laban teh amae tu muen ngaw hanelah a cei teh Rachel ni a cei teh a na pa e Terah meikaphawk hah yout a la pouh.
011f140059	Jakop teh Siria tami Laban panuek laipalah, arulahoi a cei. A cei hane hah dei pouh hoeh.
011f150068	Hottelah a tawn e naw pueng hoi a yawng. A thaw teh palang a raka teh Gilead mon lah pâtam lahoi a cei.
011f160041	Jakop a yawng tie hah apâthum hnin vah Laban koe a dei pouh awh.
011f17005e	A hmaunawnghanaw a hrawi teh, hnin sari touh thung a pâlei teh Gilead mon dawk rek a pha awh.
011f180098	Hateiteh, Siria tami Laban koe karum a mang lahoi Cathut a tho teh, Jakop koe a thoe hoi hawi banghai na dei hoeh nahanelah kâhruetcuet, telah atipouh.
011f190098	Hottelah Laban ni Jakop hah rek a pha. Jakop ni rim hah mon dawk a yap teh, Laban hoi a hmaunawnghanaw ni Gilead mon dawk ahnimae rim hah a yap awh van.
011f1a008b	Laban ni Jakop koe, na sak e hno heh bangmaw. Ka thai laipalah dung na cei awh teh, tarantuknae koe man e patetlah ka canunaw na yawngkhai.
011f1b005d	Bang kecu dawk maw, arulahoi tapueng hoi ratoung hoi na thak thai nahanlah dei laipalah na o.
011f1c0058	Ka capanaw hoi ka canunaw ka paco han na pasoung hoeh. Hottelae pathunae hno hah na sak.
011f1d00a3	Kai ni koung na raphoe thai han ei teh, na pa Cathut ni karum ka mang lah, Jakop koe a thoe hoi hawi banghai na dei hoeh nahanelah kâhruetcuet, telah na dei pouh.
011f1e0085	Na pa im na rabui poung kecu dawkvah, na ka cet e katang lah na o. Hatei bang kecu dawk maw ka cathutnaw na paru pouh awh, telah ati.
011f1f0061	Jakop ni a pathung teh Laban koe, na canunaw heh thama lah na lawm vai tie hah ka puen dawk doeh.
011f2000d7	Namae cathut ka lat e teh hring sak hanh. Ka hmaunawnghanaw mithmu vah na cathut kai koe kaawm e teh kahawicalah khen nateh, lat yawkaw, telah ati. Bangkongtetpawiteh, Rachel ni a paru e hah Jakop ni la panuek hoeh.
011f21009f	Laban teh Jakop e rim hoi Leah e rim hoi a sannu kahni touh roi e rim koe a tawng teh, hmawt hoeh. Hahoi, Leah e rim hoi a tâco teh Rachel e rim dawk a kâen.
011f22008a	Rachel ni meikaphawk hah a la teh kalauk ni phunae hno thung vah a hro. Laban ni rim thung naw pueng hah pheng a pâphue eiteh hmawt hoeh.
011f2300c2	Rachel ni a na pa koe, na hmalah ka thaw ngai tho hoeh. Ka bawipa, na lungkhuek sak hanh, ka kampheng lahun lah ao dawk doeh, telah ati. Pheng a pâphue eiteh meikaphawk hah hmawt thai awh hoeh.
011f240090	Jakop teh a lungkhuek teh, Laban hah a yue. Jakop ni Laban koe, bang e phung maw ka ek, bangmaw ka yonnae ao teh, na lungkhuek laihoi na pâlei.
011f2500a2	Ka hnopainaw pueng be na pâphue teh, namae hnopai bangmaw na hmu. Maimouh roi teh lawkkâceng thai nahan ka hmaunawnghanaw hoi nange hmaunawnghanaw e hmalah tat.
011f26007f	Kum 20 totouh nang koe ka o teh, na tu hoi na hmaenaw ni ca khe laipalah awm boihoeh. Na tuhu thung e a tan hai ka cat boihoeh.
011f2700af	Moimatheng ni a kei e hai nang koe ka phatkhai boihoeh. Kai ni paleipalang kahmat e yueng lah ouk ka rawng. Kanîthun lah a paru e naw karum lah a paru e naw hai na patho sak.
011f280077	Hettelah ouk ka o. Kanîthun khumbei um hai, karum a pâding nahai, rucat um hai, ka tawk. Ihmu boum lah ka ip boihoeh.
011f2900bd	Hottelah kum 20 touh thung na im vah ka o teh, na canu roi ka hni touh kutphu e dawk kum 14, na thaw ka tawk. Na saring kutphu dawk kum 6 ka tawk teh, kutphu hah vai hra totouh bout na dum.
011f2a00d5	Apa Cathut, Abraham Cathut, Isak Cathut ni a taki e hah kai koe awm hoehpawiteh, atu patenghai tak caici lah ban sak han na noe. Cathut ni karucatnae hoi ka patangnae hah a panue, paduem vah na yue toe, telah ati.
011f2b0109	Laban ni a pathung teh, Jakop koe, napuinaw heh kaie canunaw doeh. Tongpanaw hai kaie capanaw doeh. Saringnaw hai kaie saringnaw doeh. Na tawn e naw pueng heh kaie seng doeh. Hateiteh, sahnin vah hete ka canunaw hoi a canaw e a lathueng vah bangmaw ka sak thai han.
011f2c007b	Hatdawkvah, nang hoi kai lawkkamnae sak roi sei. Hothateh, nang hoi kai rahak dawk kapanuekkhaikung lah awm seh, telah ati.
011f2d0034	Hottelah, Jakop ni talung a la teh talung hah a ung.
011f2e0085	Telah Jakop ni a hmaunawnghanaw koevah, talung pung awh haw, telah ati. Talung hah a la awh teh, a pung awh. Hot van vah bu a ca awh.
011f2f005b	Laban ni talung pung e hah Jegarsahdutha telah a phung. Hateiteh Jakop ni Galeed telah ati.
011f30009b	Laban ni hete pung e talung heh sahnin vah, kai hoi nang rahak vah, lawk kapanuekkhaikung lah ao telah ati. Hatdawkvah a min lah Galeed telah ati e lah ao.
011f310072	Mizpah telah hai ati awh. Bangkongtetpawiteh, Laban ni kamphei awh hnukkhu hoi BAWIPA ni maimanaw na ring lawiseh.
011f3200b0	Ka canunaw heh roedeng na poe teh, yu alouke na tawn pawiteh, apihai maimouh koe awm hoeh eiteh, khenhaw! Cathut teh nang hoi kai rahak vah, kapanuekkhaikung lah ao, telah ati.
011f330066	Laban ni Jakop koe hete talung ung e hoi hete talung pung e heh kai hoi nang rahak vah ka ta e lah ao.
011f340123	Patawnae poe hanelah kai ni hete talung pung e hoi talung ung e hloilah ka tho mahoeh, tie hoi nang ni hai hete talung pung e hoi talung ung e hloilah tapuet hoi na tho mahoeh, telah hete talung pung e hah kapanuekkhaikung lah awm nateh, hete talung ung e hai kapanuekkhaikung lah awm naseh.
011f350092	Abraham Cathut, Nahor Cathut, a na pa Cathut ni maimae rahak lawkceng naseh, telah ati. Hahoi Jakop ni a na pa Isak ni taki e noe lahoi thoe a bo.
011f360087	Jakop ni mon dawkvah, thuengnae a sak teh a hmaunawnghanaw hah vaiyei ca hanelah a kaw teh, vaiyei hah a ca awh. Mon dawkvah a roe awh.
011f37007e	Laban teh amom vah a thaw teh, a capanaw hoi a canunaw hah a paco teh yawhawi a poe hnukkhu Laban teh a ma onae koe lah a ban.
0120010036	Jakop teh a cei teh, Cathut e kalvantaminaw ni a dawn.
012002006a	Jakop ni hmu toteh hete Cathut roenae hmuen doeh telah a titeh, hote hmuen teh Mahanaim telah min a phung.
0120030052	Jakop ni Edom ram e Seir ram dawk a hmau Esaw koevah a hmalah patounenaw a patoun.
0120040091	Ahnimouh koe lawk a thui. Ka bawipa Esaw koe hettelah na dei awh han. Na san Jakop ni hettelah ati, Laban koe imyin lah ka o teh atu totouh ka o.
01200500c0	Maitotan hoi, la hoi tunaw hoi, hmaenaw hoi sanpa sannunaw hah ka tawn. Hatdawkvah, na minhmai kahawi ka hmu thai nahanlah ka bawipa koe dei pouh hanelah, taminaw ka patoun ati, telah atipouh.
0120060095	Patounenaw hah Jakop koe a ban awh teh, na hmau Esaw koe ka pha awh. Tami 400 touh hoi nang na dawn hanelah ahni hai a kamthaw, telah a dei pouh awh.
0120070096	Hatdawkvah, Jakop ni a takipoung teh kângairu hoi ao. Ama koe kaawm e taminaw hoi tuhu hoi maitohu hoi kalauknaw hah hu kahni touh lah koung a kapek.
0120080073	Jakop ni Esaw a kâhmo toteh, ahu buet touh e thet pawiteh a hu alouknaw teh ka yawngkhai thai han doeh, telah ati.
012009008b	Hottelah Jakop ni, oe apa Abraham Cathut, apa Isak Cathut, oe BAWIPA na ram hoi na imthungnaw koe ban nateh, kaimouh ka thet hane katetnaw,
01200a00f2	na san e lathueng vah lungmanae hoi yuemkamcunae pueng na kamcu sak e thung dawk hoi, kathoengpounge patenghai hmu hanelah ka kamcu hoeh. Bangkongtetpawiteh, Jordan palang hah ka sonron hoi dueng ka raka teh atuteh a hu kahni touh ka pha toe.
01200b00a6	Pahren lahoi ka hmau Esaw e kut thung roeroe hoi na rungngang haw. Bangkongtetpawiteh, napui camonaw hoi kaimouh rekrek na saueng han doeh tie hah puenghoi ka tâsue.
01200c0099	Bangkongtetpawiteh, nama ni, na pungdaw sak vaiteh, na ca catounnaw hah touk thai hoeh e talî dawk e sadi yit touh na pap sak han na tie hah, telah ati.
01200d0059	Hate karum teh hawvah a roe awh. Hahoi a tawn e thung dawk hoi hmae manu 200, hmaetan 20,
01200e0048	Kalauk sanu kasu lahun e 30, a canaw khuehoi maito manu 40, maitotan 10,
01200f005c	La manu 20, la a kum kanaw e 10, hetnaw hah a hmau Esaw koe poehno lah poe hanelah a pasoum.
0120100098	Hotnaw teh a huhu lahoi aloukcalah a sannaw kut dawk a poe. Hahoi, ahnimouh koe, ka hmalah cet awh nateh, a louklouk lah rahak kaawm lahoi cet awh, ati.
01201100af	Hahoi lam kahrawikung koevah, ka hmau Esaw hoi na kâhmo toteh, apie taminaw maw, na maw na cei awh han, nangmae na hmalah kaawmnaw hah apinaw maw, telah na pacei awh pawiteh,
012012009b	Na san Jakop e naw seng doeh. Ka bawipa poe hanelah poehno na patawn e naw doeh. Khenhaw! ama hai kaimae hnuklah ao, na ti pouh awh han, telah lawk a thui.
0120130074	Apâhni e hoi apâthum e hoi saring kakhoumnaw pueng koe hai, Esaw na kâhmo torei teh, hot patetlah na dei awh han.
01201400f8	Hahoi khenhaw! na san Jakop teh kaimae hnukkhu lah ao na ti pouh awh han, telah lawk a thui. Bangkongtetpawiteh, ka hmalah ka cet e poehno ni a lungthin ahawi sak han. Hathnukkhu hoi a mei ka hmu han, telah pawiteh, a lungroum yawkaw han telah ati.
012015005c	Hatdawkvah, poehno hah a hmalah a ceisak. Hatei, ama teh hote karum teh tamihunaw koe a roe.
0120160066	Karum vah a thaw teh a yu roi hoi a canaw hlaibun touh hah a ceikhai teh Jabbok palang hah a raka awh.
0120170053	Ahnimouh hah a ceikhai teh palang hah a raka awh. A tawn e naw pueng hai a ceikhai.
0120180044	Jakop amadueng ao nah tami buet touh hoi khodai totouh a kâthe roi.
0120190078	Ahni ni ka tâ mahoeh tie a panue toteh, Jakop e a sumbunghru kâcunae koe a khoe pouh. Hatdawkvah Jakop teh a khokkhem.
01201a0092	Ahni ni, na cetsak leih, bangkongtetpawiteh kho hai a dai toe telah ati. Hateiteh, ahni ni yawhawi na poe hoehpawiteh, na cetsak mahoeh telah ati.
01201b0040	Ahni ni na min a pimaw telah a pacei navah, Jakop telah atipouh.
01201c008f	Ahni ni na min Jakop teh Jakop tet mahoeh toe, Isarel ati awh han toe. Bangkongtetpawiteh Cathut hoi tami hai na the teh na tâ toe, telah ati.
01201d0081	Jakop ni pahren lahoi na min apimaw telah a pacei. Ahni ni bang kecu dawk maw ka min na pacei telah ati. Hawvah yawhawinae a poe.
01201e0090	Haw e hmuen teh Jakop ni Peniel, telah ati. Bangkongtetpawiteh, Cathut teh minhmai kâhmo lahoi ka hmu teh ka hringnae hah a pâhlung telah ati.
01201f0064	Hahoi Penuel hoi a tâco nah, kanî a tâco, Ahni teh a kamlang teh a phaihru kecu dawk a dongkhawt.
0120200095	Hatdawkvah, Jakop e phai hru kâcunae koe a khoe pouh dawkvah, sahnin totouh Isarel catounnaw ni phai hru kâcunae koe e tharui hah cat boi awh hoeh.
0121010079	Hahoi Jakop ni a radoung teh, khenhaw! Esaw teh tami 400 touh hoi a tho. Hahoi a canaw hah Leah hoi a sannu koe vah a ta.
012102007b	Hahoi a sannu hoi a canaw hah hma ahman, hat hnukkhu vah Leah hoi a canaw, Rachel hoi Joseph teh a hnukteng poung lah a ta.
0121030049	Ama teh hma ahman teh, a hmau teng a pha toteh talai vaisari touh a tabo.
012104005f	Hatei ama kâhmo hanelah Esaw koe a yawng teh, a kâtapam roi teh, a kâpaco roi teh, a ka roi.
01210500c2	Esaw ni a khet teh, napui hoi camonaw hah a hmu. Hahoi teh na thokhai e naw hah tami bangpatetnaw na maw, telah atipouh. Ahni ni Cathut ni na lungma teh na san a poe e camonaw nan ma aw atipouh.
012106002a	A sannu hah a canaw hoi a tho teh a tabut.
012107005b	Leah hai a canaw hoi a tho teh a tabut. Hahoi Rachel hoi Joseph hai a tho teh a tabut rawi.
0121080098	Esaw ni saringhu a kâhmo e naw pueng hah bangtelane, telah ati. Ahnimouh ni ka bawipa na minhmai kahawi ka hmu thai nahanelah ka sak e doeh, telah ati.
0121090059	Hatei Esaw ni ka nawngha, moikapap ka tawn, na tawn e teh nama hane ma tat leih, atipouh.
01210a00b1	Jakop ni nahoeh bo, na minhmai kahawi ka hmawt pawiteh, pahren lahoi na poe e poehno hah na dâw pouh loe. Cathut mei hmu lah na mei ka hmu teh, kai lathueng na lung bout ahawi.
01210b0097	Cathut ni na pahren teh, moi ka tawn doeh. Pahren lahoi kai ni na poe e naw hah na dâw pouh yaw kaw, telah ati. Hottelah pou a pasawt teh a dâw pouh.
01210c0049	Hahoi Esaw ni kamthaw awh sei. Cet awh sei, na hmalah ka cei han atipouh.
01210d00e5	Hatei Jakop ni ahni koe na camonaw heh ek a naw rah. Tuhu hoi maitohu hoi kaimouh koe kaawm e naw teh ca ka cun e naw lah ao dawkvah, ka bawipa nang ni na panue doeh. Hnin touh mah karanglah ka hrui pawiteh be a due awh han doeh.
01210e00ef	Ka bawipa, pahren lahoi na sannaw hmalah cet nateh, Seir mon dawk ka bawipa nang koe pha awh hoehroukrak, ka hmalah saring ka cet e naw, a cei thai awh e patetlah camonaw hai a cei thai awh e patetlah payai lahoi ka ceikhai han, telah ati.
01210f009f	Esaw ni kai koe kaawm e a tangawn kangna teh, tat awh lawisei, telah ati. Hatei, ahni ni bangmaw a panki. Ka bawipa minhmai kahawi na hmawt sak leih telah ati.
012110003d	Hottelah, Esaw teh hat hnin vah Seir mon pâtam laihoi a ban.
0121110063	Jakop teh Sukoth vah a cei teh, ama hanelah im a sak teh, a saringnaw hane haiyah impui a sak pouh.
012112007f	Jakop teh lungmawngcalah paddanaram ram hoi Kanaan ram e kaawm sekem khopui koe a pha teh, khopui pui hmalah rim pui hah a sak.
012113005b	Hote rim a saknae hmuen teh sekem na pa Hamor capanaw koe tangka 100 touh hoi a ran e doeh,
0121140044	Hawvah, khoungroe a sak teh, El Elohim Isarel telah min a phung awh.
0122010069	Leah canu Dinah Jakop e a yu ni a khe pouh e hah haw e ram dawk e tanglanaw hmu han a ngai dawkvah a pai.
0122020063	Hiv tami, haw e siangpahrang Hamor capa Shekhem ni a hmu, a man teh a ikhai teh a min a mathoe sak.
012203007c	A hringnae teh Jakop canu Dinah koe dueng a lungthin ao, hote tangla teh a lungpatawpoung dawk lawk kahawi hoi dueng a pato.
0122040058	Shekhem ni a na pa Hamor koe, hote tangla hah kai hane yu lah na paluen pouh, telah ati.
0122050095	Jakop ni a canu Dinah hah Shekhem ni a khin sak tie hah a panue, a capanaw hah law vah saringhu hoi a i awh teh, a tho hoehroukrak teh Jakop duem ao.
0122060035	Shekhem e a na pa Hamor teh Jakop pato hanelah a cei.
01220700da	Jakop capanaw ni a thai awh tahma vah law hoi a ban awh. Jakop canu a ikhai e hoi, Isarelnaw thungvah kayayeirai sak hane hoi, sak hoeh hane kawi yonnae a sak dawkvah, a lungmathoe awh teh a lung pueng hoi a khuek awh.
0122080089	Hateiteh, Hamor ni a pato teh ka capa Shekhem a hringnae teh na canu e lathueng dueng doeh ao, pahren lahoi a yu hanelah paluen sak leih.
0122090054	Kâpaluen awh sei, na canunaw na paluen sak awh haw, kaimae canu hai paluen van awh.
01220a0081	Kaimouh koe na o awh vaiteh ram hai moi kalen lah ao doeh. Hivah awm awh nateh hno yawt awh nateh, moikapap tawnta awh telah ati.
01220b0070	Shekhem ni tangla e na pa hoi a thangroinaw koevah na pahren awh loe. Kai koe na dei awh e pueng na poe awh han.
01220c007c	Aphu hoi poehno teh na hei awh e yit touh na poe awh han. Bangtelah nakunghai tangla teh yu lah na paluen sak awh telah ati.
01220d007e	Hateiteh, Jakop capanaw ni a canu Dinah a khinsak awh dawkvah, Shekhem hoi a na pa Hamor teh dumnae lahoi bout a dei pouh awh.
01220e0097	Ahnimouh ni ahnimanaw koe vuensom ka a hoeh e naw koe ka canu na poe thai awh mahoeh. Bangkongtetpawiteh, hot hateh kaimouh hanelah min mathoenae doeh.
01220f00aa	Hateiteh, hettelah lawk na kâkam awh torei dueng doeh, nangmae lawk hah ka hnâbawt awh ti, nangmouh koe e tongpa pueng hah vuensoma awh nateh kaimanaw patetlah awm awh.
01221000aa	Hat toteh, kaimae canu na paluen sak vaiteh, kaimouh ni hai nangmae canunaw hai ka paluen van awh han. Hahoi nangmouh koe ka o awh vaiteh, miphun buet touh lah o awh han.
012211007c	Hateiteh, kaimae lawk na ngai awh hoeh lah, vuensom na a awh hoehpawiteh, ka canu ka la vaiteh ka cei awh han toe telah ati.
0122120046	Hahoi ahnimae lawk ni Hamor hoi Hamor capa Shekhem hah a lunghawi sak.
01221300a6	Hottelah thoundoun ni Jakop canu hah a ngai lawi vah, hothateh moikasaw e lah pouk laipalah tang a sak, ahni teh a na pa imthungnaw thung dawkvah bari poung e lah ao.
012214006c	Hamor hoi a capa Shekhem ni a kho kalupnae longkha koe a pha awh teh, kho thung e taminaw hoi a kâpato awh.
0122150111	Hote taminaw hoi maimouh hoi karoumcalah hoi kho a sak awh. Hatdawkvah hete ram dawk kho a sak awh vaiteh, hivah hno yawt awh naseh. Bangkongtetpawiteh, ahnimouh han ram akawpoung doeh. A canunaw hah yu lah paluen awh vaiteh, maimae canunaw hai yu lah paluen van awh naseh.
01221600cc	Hateiteh, miphun buet touh lah o awh thai nahan, hettelah lawkkam awh torei dueng doeh ahnimouh ni hnâ na bo khai hanelah ao, vuensom ka a awh e patetlah mamouh thung e tongpa pueng hai vuensoma awh sei.
01221700be	Ahnimae saringnaw, hnopainaw hoi a tawnta e naw pueng teh, maimae lah be kaawm han nahoehmaw. Ahnimae lawk teh hnâbawtkhai awh sei. Hottelah hoi maimouh koe kho a sak awh han telah ati awh.
01221800b7	Hamor hoi a capa Shekhem ni a dei e hah kalupnae rapan koe kâen ka tâcawt e pueng ni a hnâbokhai awh teh, longkha koe kâen ka tâcawt e tongpa pueng teh vuensom koung a a sak awh.
01221900e4	Hahoi hettelah doeh. A apâthum hnin a pataw poungnae dawk Jakop capanaw thung hoi kahni touh e, Dinah e a thangroi Simeon hoi Levih ni amamouh roi e tahloi a sin roi teh arulahoi khopui a tuk roi teh tongpa pueng he a thei roi.
01221a006e	Hamor hoi a capa Shekhem hai tahloi hoi a thei awh. Shekhem im dawk e Dinah hah a tâcokhai awh teh a cei awh.
01221b0074	Jakop capanaw ni a thei awh e naw koe a pha awh van teh, a tawncanu a kamhnawng sin dawkvah khopui teh a raphoe awh.
01221c0055	A tuhunaw, maitohunaw, lahunaw hoi amamouh kho e kaawm e hnopainaw hah a la pouh awh.
01221d0060	A hnopainaw, a canaw hoi a yunaw imthungkhu kaawm e pueng hah he a lawp awh teh be a raphoe awh.
01221e0133	Jakop ni Simeon hoi Levih koevah nangmanaw ni hete ram dawk e taminaw hoi Kanaannaw hoi Periznaw kecu dawkvah, kai heh min mathoenae na phu sak teh, lung na mathoe sak. Kai ka younca navah kai taranlahoi kamkhueng awh vaiteh, kai hoi ka imthungnaw hah na thet awh vaiteh, he na pahma awh han doeh telah ati.
01221f0063	Hateiteh, ahnimouh ni kaimae tawncanu heh, kâyawt e napui patetlah a sak han na maw telah ati awh.
01230100b4	Cathut ni Jakop koevah, thaw nateh Bethel kho vah cet nateh hawvah awm, na hmau Esaw koehoi na yawng nah nang koe ka kamnuek e Cathut hanelah thuengnae khoungroe hah sak telah ati.
012302009c	Jakop ni a imthung hoi ama koe kaawm e tami pueng koe, nangmouh koe Jentelnaw e cathut kaawm e hah tâkhawng awh, kamthoung awh, na khohna hah kâthung awh.
012303009f	Bethel vah luen awh sei. Rucatnae kâhmo awh lahun navah, na pathung teh ka cei nah tangkuem koevah, na ka awmkhaikung Cathut hanelah khoungroe ka sak han ati.
