0100000004	Tite
02091900f7	Talimbulo mǝno kiɗiki koya gìr mǝnana kumi a nza aɓa nzali Masar ka, kat andǝ ɓwapǝndǝa andǝ agirkusǝu. Agirpwala mǝnana a ɓaban ngga, talimbulo koea rangsǝia a nzali kat, sǝ makki anggun mǝnana kat a patal ka, ɓungia gucik-gucik.
02091a006a	Kǝ ban mǝnana ueo talimbulo je raka, nda bu-nzali mala Goshen, ban mǝnana amǝ Isǝrayila duk kam ngga.
02091b00c5	Firona Murǝm túrban ɓǝà tunǝ Musa andǝ Haruna sǝ banggia wia ama, “Adyan ngga, ǝn pángŋǝ̀nà cauɓikea! Yahweh ka mǝɓealɓoarna na, sǝ mim sǝnǝ aɓwana mem ngga, sǝm ɓwarkina.
02091c00a7	Ida, wu zǝmbî Yahweh! Sàkkya mala mgbarangce andǝ nya mala talimbulo mala Ɓakuli ka, kārǝ́na anggo. Mǝ nǝ nying wun wu o; ɓoaro wu duk kani ɗǝm ɗàng.”
02091d00ba	Musa ne wi ama, “Ən nggǝ purî ɓá nggea-là ani ka, mǝ nǝ loasǝ buam a kùli aban Yahweh. Talimbulo andǝ mgbarangce nǝ̀ came, sǝ awu nǝ sǝlǝ ama ɓanza ka mala Yahweh na.
02091e0068	Sǝ ǝn sǝlǝna ama we wunǝ aɓwana-mǝgule mò ka, wu malaká ɓanggi Yahweh Ɓakuli peatu ɗàng.”
02091f0087	(Aɓa mǝno anggo ka záng andǝ mǝssa mala bálì ka à kiɗikina, acemǝnana bálì ka ɓǝlǝna sǝ záng ngga nda rǝ sak pwasǝe.
0209200063	Sǝama mǝssa alkama andǝ mutsǝkǝm ngga à kiɗiki ɗàng, acemǝnana à yi ɓǝl nǝnzǝ́mò.)
02092100b0	Musa nying palta mala Firona Murǝm, purî nggea-là sǝ kya loasǝ abui aban Yahweh; sàkkya mala mgbarangce andǝ kpa mala talimbulo, andǝ nya mala mbulo a nzali ka à came.
02092200b5	Lang Firona Murǝm sǝni sàkkya mala mgbarangce, andǝ kpa mala talimbulo, andǝ nya mala mbulo camǝna ka, nyare pàk cauɓikea ɗǝm. Yi andǝ aɓwana-mǝgule male candǝmúrià.
0209230074	Anggo sǝ Firona tǝr ɓabumi, ɓinǝ nying amǝ Isǝrayila ɓǝà o, kǝla mǝnana Yahweh bangŋi nǝ kún Musa ka.
020a0100bb	Pǝlǝa Yahweh ne Musa ama, “Nyare aban Firona Murǝm. Ən tsǝ́ngŋǝ̀nà murcandǝa a ɓabumi andǝ ɓabum aɓwana-mǝgule male, ace mǝnana mǝ lǝmdǝ agir'ndali mem aɓalǝia ka.
020a0200ec	Mǝ nǝ pàk mǝno yì gìr ka ace mǝnana ɓǝ̀ wu banggi amuna wun andǝ amǝ'kà wun, ulang ɓangginǝban mǝnana ǝn ɓangginǝ amǝ Masar, andǝ agir-lǝmdǝa mǝnana ǝn pea, ace mǝnana ɓǝ̀ wu sǝlǝ ama mǝ nda Yahweh ka.”
020a0300ef	Nda Musa andǝ Haruna wari aban Firona Murǝm à kya banggi wi ama, “Yahweh Ɓakuli mala amǝ Ibǝru kǝ na ama, ‘Nǝ̀ sau lang sǝ awu nǝ ginǝ nongsǝmuro abanam? Nying aɓwana mem ɓǝà o, ace mǝnana ɓǝà kya peri abanam ngga.
020a040078	Sǝ ɓǝ̀ a ɓinǝ nying aɓwana mem ɓǝà u ka, loasǝ mǝsǝo, lí ka mǝ ndo mǝ nǝ sulǝ doshi amur nzali ma'wun.
020a0500f0	À nǝ̀ gìr múr nzali ma'wun, yàle pà wu nǝ̀ gandǝ sǝn nzǝm nzali ɗang ace ɓiki lakkì malea. À nǝ̀ lì gìr mǝnana kat talimbulo nyî kiɗiki raka, sǝ à nǝ̀ kpǝri koya nggun mǝnana ueo kǝ gulo aɓa nzali ma'wun ngga.
020a060122	À nǝ̀ yia lùmsǝ palta mô, andǝ aɓala mala amǝtúró mô, andǝ mala aɓwana mala nzali Masar kat. Ɓike malea nǝ̀ kàrmúr gir kat, mǝnana atár wun andǝ aká wun ɓara-ɓara sǝni, twal a do malea a nzali mǝnia yi puro a yalung ngga.’” Sǝ Musa wulio, upi ɓadǝm Firona.
020a0700f5	Aɓwana-mǝgule mala Firona yiu à yi banggi wi ama, “Nǝ̀ sau lang sǝ ɓwabura man nǝ̀ nggǝ pá sǝm tanni anggo? Nying aɓwana mǝno ɓǝà o, ace mǝnana ɓǝà kya peri aban Yahweh Ɓakuli malea! A sǝlǝ mbak ama, Masar kiɗikina?”
020a0800bf	Nda à nyesǝ Musa andǝ Haruna a ɓadǝm Firona, sǝ yi banggia wia ama, “Wu kyane, wu kya peri aban Yahweh Ɓakuli ma'wun! Sǝ nggeari kǎ, ayana ɗe aɓalǝ wun mǝnana à nǝ̀ u ka?”
020a09010a	Musa pǝlǝi wi ama, “Sǝm kat sǝ sǝm nǝ̀ o, alo-ɓwa andǝ akapana, amuna-burana ma'sǝm, andǝ amuna-mamǝna ma'sǝm, anzur ma'sǝm, andǝ ambul-pǝndǝa ma'sǝm, andǝ andá ma'sǝm. Dumǝna púp sǝm kat sǝm nǝ̀ nggá pàk lamsan ace gusǝlǝ Yahweh.”
020a0a00ef	Pǝlǝa Firona nea wia ama, “She ɓǝ̀ Yahweh nǝ̀ bwala wun kàm aɓa kàne ma'wun mǝna ka, sǝama pà mǝ nǝ nying wun, wun nǝ̀ umnǝ amamǝna andǝ amuna ma'wun ɗàng! Acemǝnana ǝn sǝni ka, wu nda rǝ pak kutan mala mgbicau.
020a0b00c8	Pà mǝ nǝ eara wun anggo ɗàng. Kǝ aburana na à nǝ̀ ká peri aban Yahweh ka, acemǝnana mǝno nda gìr mǝnana wu zǝmba cè ka.” Firona pǝlǝa pǝr Musa andǝ Haruna ɓǝà nying ɓadǝmbi.
020a0c009c	Pǝlǝa Yahweh ne Musa ama, “Sárǝ́ buo amur nzali Masar ɓǝ̀ doshi sulǝo amurí ɓǝ̀ lì koya girpwala andǝ gir mǝnana kat talimbulo nyî ka.”
020a0d00bb	Nda Musa lǝmdǝ gara male amur nzali Masar, sǝ Yahweh loasǝ gung nǝ takuli yi ɓua amur nzali. Pwari andǝ du kat gung na ban ɓua. Lang bân nǝ kwar ka, gung takuli yina nǝ adoshi.
020a0e00ca	Doshi yiu amur nzali Masar kat, yi sulǝo aki ɓá nzali Masar kat. Sulǝo mala doshi nggǝm-nggǝm mǝno ka, à malaká sǝn ulangnì ɗàng, sǝ à pà nǝ̀ nyare à nǝ̀ sǝn ulangnì ɗǝm ɗàng.
020a0f00e8	À gìr nzǝm-nzali kat, gandǝa nzali pǝlǝ mǝpǝndǝe. À lì girpwala mǝnana a bondo ka kat, andǝ aɓǝla anggun mǝnana talimbulo kúmsǝia raka. Kǝ mbúgir mǝpwale ue ɗǝm amur anggun andǝ bondo aɓa nzali Masar ɗàng.
020a1000a7	Firona pǝlǝa túrban akaurǝa ɓǝà tunǝ Musa andǝ Haruna sǝ na ama, “Ən pángŋǝ́nì Yahweh Ɓakuli ma'wun cauɓikea, sǝ ǝn pángŋǝ̀nà wun cauɓikea.
020a11007b	Ado ka, wu twàlâm-ban cauɓikea mem ɗǝm, sǝ wu zǝmbî Yahweh Ɓakuli ma'wun ɓǝ̀ twàlâm-ban mǝnia yì lú ka.”
020a120041	Musa pǝlǝa nying ban Firona Murǝm sǝ kya pakhiwi aban Yahweh.
020a13009c	Pǝlǝa Yahweh ɓua gung mǝcandǝe tò nǝ njar-nzali, pwan doshi umnǝi a Nggeamùr Nzuno. Kǝ doshi mwashat ueo ɗǝm a koya ban aɓa nzali Masar ɗàng.
020a140055	Sǝ Yahweh ka tsǝk murǝm múrí candǝ ɗǝm, ginǝ nying amǝ Isǝrayila ɓǝà o.
020a150091	Yahweh ne Musa ama, “Loasǝ buo a kùli ace mǝnana pǝndǝa mǝcikcikì, mǝnana à nǝ̀ gandǝ ue nǝ bu ka, ɓǝ̀ gìr mur nzali Masar.”
020a160060	Musa pǝlǝa loasǝ bui a kùli sǝ pǝndǝa mǝcikcikì kara ak nzali Masar kat nongŋo tàrú.
020a1700b6	Kǝ ɓwa gandǝ sǝn ɓì atà amǝ Masar ɗàng, sǝ kǝ ɓwa gandǝ nying ɓala male aɓalǝ amǝno yì apwari ka ɗàng. Sǝama a bu bando mala amǝ Isǝrayila ka, tǎlaban nakam.
020a1800d5	Pǝlǝa Firona Murǝm tunǝ Musa ne wi ama, “Wu o, wu kya peri aban Yahweh; amamǝna andǝ amuna ma'wun ɓǝà kyane. Sǝama anzur ma'wun, andǝ ambul-pǝndǝa ma'wun, andǝ andá ma'wun ngga ɓǝà ueo kani.”
020a1900c7	Sǝ Musa ka nyesǝi wi ama, “Dumǝna púp awu nǝ nying sǝm ɓǝ̀ sǝm umnǝ agirkusǝu andǝ apagir mala pisǝe kǝring a bù sǝm, mǝnana sǝm nǝ̀ nggá pà aban Yahweh Ɓakuli ma'sǝm ngga.
020a1a0139	Agirkusǝu ma'sǝm nǝ̀ o atà sǝm. Pa sǝm nǝ̀ nying kǝ nkaulakusǝ girkusǝu anzǝ́mò ɗàng. Aɓalǝia sǝ sǝm nǝ̀ twal amǝnana sǝm nǝ̀ nggá pana gir'nkila nǝia aban Yahweh ka. Sǝ pà sǝm nǝ̀ súrǝ̀ ya girkusǝu na sǝm nǝ̀ pana gir'nkila nǝi ka ɗàng, she ɓǝ̀ sǝm bwalǝna ka.”
020a1b0046	Yahweh nyare candǝ múr Firona, ginǝ nying amǝ Isǝrayila ɓǝà o.
020a1c009d	Firona ne Musa ama, “Puro nying ɓadǝmbam! Cè a nyare a yiu ama awu nǝ sǝnam ɗǝm ɗàng! Pwari mǝnana a sǝn ɓamǝsǝam ɗǝm ngga, awu nǝ wú!”
020a1d005d	Musa ne wi ama, “Cau mǝnana a ne ka, nda jik, pà mǝ nǝ sǝn ɓamǝsǝo ɗǝm ɗàng.”
020b0100fc	Pǝlǝa Yahweh ne Musa ama, “Mǝ ndanǝ ɓe gìr'mur'mwana mwashat mana mǝ nǝ tasǝte amur Firona murǝm Masar andǝ aɓwana male ka. Anzǝm mǝno ka, nǝ̀ nying wun ɓǝ̀ wu o. Yàle, nǝ̀ pǝ̀r wun nǝ pǝra kat ɓǝ̀ wu nying ban mǝnia ka.
020b02009b	Ado ka, bangcau nǝ amǝ Isǝrayila ama, aburana andǝ amamǝna ɓǝà zǝmbî aɓia mǝ'murkala ɓǝà pea wia agir bolo-njengǝlan andǝ bolo-azǝrfa.”
020b03009a	Yahweh tsǝa amǝ Isǝrayila kum earmúrú aban amǝ Masar. Sǝ Musa ka, ɓwa na amǝ Masar andǝ aɓwana-mǝgule mala Firona twali nǝ gulo kǝ̀rkǝ́r.
020b040097	Musa wari aban Firona Murǝm sǝ banggi wi ama, “Mǝnia ka nda cau mǝnana Yahweh kǝ nô ka, ‘Nǝ ɓadu yalung ngga, mǝ nǝ gya aɓa nzali Masar.
020b0500ca	Koya muna-dǝmba aɓa nzali Masar ka nǝ̀ wú, twal amur muna-dǝmba mala Firona Murǝm, kya puro aban muna-dǝmba mala guro ɓwama mana kǝ go mǝsǝsa ka, andǝ muna-dǝmba mala agirkusǝu-ɓala kat.
020b06009b	À nǝ̀ ok ɓua mǝcandǝe aɓa Masar kat, yàle ulang ɓuanî ka à malaká oè àkǝ pwari ɗàng, sǝ à pà nǝ̀ ɓǝsǝlǝ ok ulangnì ɗǝm ɗàng.
020b0700cd	Sǝ a buì mala amǝ Isǝrayila ka, ban nǝ pwal ɗǝong, ko nva pà nǝ̀ gim ɓwa ko girkusǝu ɗang. Sǝ anggo sǝ wun nǝ̀ sǝlǝ ama Mim Yahweh ka, Ən gau nre ka amǝ Masar andǝ amǝ Isǝrayila.’
020b080120	Sǝ aɓwana-mǝgule mò mǝnia kat ka, à nǝ̀ ɓangŋa à nǝ̀ yiu abanam, à nǝ̀ yia ɓunno a nzali a ɓadǝmbam. À nǝ̀ zǝmbam ama, ‘Ida, wu o, we wunǝ aɓwana mǝnana kat à kǝ̀ kpato ka!’ Sǝ anzǝm mǝno ka mǝ nǝ o.” Pǝlǝa Musa puro o nǝ bumlulla, nying Firona.
020b0900ab	Pǝlǝa Yahweh ne Musa ama, “Murǝm Masar pà nǝ̀ kwakikiri arǝò ɗàng. Sǝ aɓa mǝno anggo ka, mǝ nǝ pàkki aɓea agir'ndali amǝgulke kàm aɓa nzali Masar.”
020b0a00bc	Musa andǝ Haruna pàkki amǝno yì agir'ndali ka a ɓadǝm Firona Murǝm. Sǝ Yahweh ka tsǝk Firona múrí candǝe, eare nying amǝ Isǝrayila ɓǝà puro ɓǝà nying nzali male ɗàng.
020c010070	Mǝnana amǝ Isǝrayila na aɓa nzali Masar più ka, Yahweh pè Musa andǝ Haruna amǝnia yì akwarkiru ka, ama:
020c020050	“Zongŋo mǝnia aban wun ngga nda nǝ̀ duk zongŋo mǝdǝmbe mala pǝlǝa ka.
020c0300c5	Banggi ɓinala amǝ Isǝrayila kat, ama, ‘A lumia nongŋo mala zongŋo mǝnia ka, dumǝna púp koya mǝtala-ɓala ka nǝ̀ twal muna-nzur ko muna-mbul ace amǝ'ɓala male, mwashat ace koya ɓala.
020c0400d2	Sǝ ɓǝ̀ ɓala ka kyapî muna-nzur ko muna-mbul mwashat ka, yì andǝ ɓi mǝ'murkala ka ɓǝà twal mana nǝ̀ karǝ amǝ'ɓala malea ka; ɓǝà gauwi aɓa kpata làkkì mala aɓwana mǝnana à nǝ̀ lì ka.
020c050081	Muna-nzur ko muna-mbul mǝnana wun nǝ̀ twal ka, ɓǝ̀ pàk jamne mǝnana mbule mwashat ka, mǝnana kǝ npenye pà arǝì raka.
020c0600e2	Koya ɓala ka à nǝ̀ ɗenyinǝ muna-mbul ko muna-nzur mǝnana à twal ka. Nǝ́ pwarikpǝra mala lum-nong-inea pwari mala zongŋo mǝnia ka, koya ɓala mala ɓinala amǝ Isǝrayila kat ka, à nǝ̀ pwanmyal agirkusǝu mǝno.
020c0700a6	À nǝ̀ ɗārǝ́ nkilia sǝ à nǝ̀ hasǝkia arǝ anggun-kunaɓala, arǝ ankanggari andǝ murkuli mala kunɓala mana à nǝ̀ shak anyam agirkusǝu mǝno kam ngga.
020c08008c	Nǝ mǝno yì bù dù ka, à nǝ̀ twan nyame amur bǝsa, sǝ à nǝ̀ shè nǝ mbúgir mǝ'lùlle andǝ bǝredi mana à tsǝki wi yis raka.
020c0900ac	Wu kǝa shak nyame andapwale ko mǝnana à lambi nǝ mùr ka ɗàng. Nyame ka wu twani nǝ twano kat sǝ wu shè. Wu twani andǝa ɓamúrí, andǝ akusǝi, andǝ alungŋè.
020c0a0052	Wu kǝa nying kǝ cili nyame ɓǝ̀ bankwari ɗàng. Ɓǝ̀ cili ue ka wu pisǝì.
020c0b00e0	Lang wun nǝ̀ shak nyame ka, wun nǝ̀ gilǝ rǝ wun ace lo bǝri, nǝ ankura a kusǝ wun, andǝ agara ma'wun a bù wun. Wu lì girline akaurǝa, acemǝnana mǝnia ka Lamsan Yàlîmurû na ace gusǝlǝ lullǝam, Mim Yahweh.
020c0c00f7	“‘Aɓa kǝ bù dù mǝno ka, mǝ nǝ gya aɓa nzali Masar, mǝ nǝ wal-lú ka amuna-dǝmba mala ɓwapǝndǝa andǝ agirkusǝu aɓa nzali Masar. Sǝ mǝ nǝ yinǝ aɓashi mem amur aɓakuli mǝnana amǝ Masar kǝ peri a bania ka. Mǝ nda Yahweh.
020c0d013d	Nkila mǝnana arǝ anggun-kunaɓala ma'wun ngga nǝ̀ duk gìr'lǝmdǝa mǝnana tàr ɓala mana wu duk kam ngga. Sǝ ɓǝ̀ ǝn sǝn nkila ka, mǝ nǝ yàllî mur wun, pa mǝ nǝ pàkka wun mǝɓane ɗàng. Mǝnia yì gìr wal-lú ka pà nǝ̀ je wun ɗàng, yi mana mǝ nda rǝ wal nzali Masar nǝ gìr'mur'mwana ka.
020c0e011a	“‘Mǝnia yì pwari ka nǝ̀ dupa wun pwari mala kasǝɓalǝu aban wun arǝ gir mǝnana Yahweh pàk ka, sǝ wun nǝ̀ nggǝ ɗenyi nǝi kǝla lamsan a baní. Dumǝna nggurcau tàtǝ́k, ama arǝ anza ma'wun kat ka, wun nǝ̀ nggǝ pagulo arǝ pwari mǝnia ka nǝ pak lamsan male.
020c0f017a	“‘Wun nǝ̀ twal anongŋo tongno-nong-ɓari wun nǝ̀ nggǝ lì bǝredi mǝnana à pè nǝ muku yis arǝì raka. A pwari mǝdǝmbe mala Lamsan Pakkiɗire ka, wun nǝ̀ pusǝ yis kat arǝ aɓala ma'wun. Aɓalǝ anonggio tongno-nong-ɓari mǝno ka, ɓǝ̀ kǝ ɓwa lì bǝredi mǝnana à pè nǝ muku yis ka, à pà nǝ̀ ɓal ɓwe aɓalǝ aɓwana mem Isǝrayila ɗǝm ɗàng.
020c1000eb	A pwari mǝdǝmbe andǝ tongno-nong-ɓarià pwari ka, wun nǝ̀ yia ramba a banɓwáná ace peri abanam, Mim Yahweh. Aɓalǝ apwari mǝno ɓari ka, pà wun nǝ̀ pàk kǝ túró ɗàng, she kǝ túró lam girlina mana wun nǝ̀ lì ka.
020c1100ff	“‘Wu pàk Lamsan mala Bǝredi mǝnana Yis pa arǝì raka, koya pǝlǝa, ace ɗenyinǝ pwari mǝnia ǝn pusǝ atau ma'wun wu purî ɓá nzali Masar nǝi ka. Acemani ka, wun nǝ̀ pagulo arǝ pwari mǝnia, arǝ anza ma'wun kat, kǝla nggurcau tàtǝ́k.
020c1200b3	Aɓa zongŋo mǝdǝmbe ka wun nǝ̀ lì bǝredi mǝnana yis pà arǝì raka, tite a pwarikpǝra mala lum-nong-inea pwari aban ká pwarikpǝra mala lumi-ɓari-nong-mwashatia pwari.
020c13015d	Aɓalǝ anonggio mǝno tongno-nong-ɓari ka, ɓǝà kǝà kum yis ko ɓè kǝgìr kǝla yis arǝ aɓala ma'wun ɗàng ko bǝti. Sǝ ɓwa mǝnana kat lì ɓè kǝgìr nǝ yis aɓalǝi ka, à nǝ̀ kasǝì, ɓǝ̀ ɗwanyi pa aɓa ɓinado mala aɓwana mala Isǝrayila, ko ɓǝ̀ ɓwe ka à ɓǝlì ɓwa Isǝrayila na, ko yì ka ɓwa-kúnɗàngna na ka.
020c1400c5	Aɓalǝ anonggio mǝno tongno-nong-ɓari ka, pà wun nǝ̀ lì kǝgìr nǝ yis arǝì ɗàng. A rǝ aban mǝnana kat wu duk kam ngga, bǝredi mǝnana yis pà arǝì raka nda wun nǝ̀ lì ka.’”
020c1500e7	Musa pǝlǝa tunǝ aɓwana-mǝgule mala amǝ Isǝrayila kat sǝ banggia wia ama, “Koyan atà wun ngga ɓǝ̀ kyane ɓǝ̀ kya tàr muna-nzur ko muna-mbul ace amǝɓala male, sǝ ɓǝ̀ pwan-myali kǝla muna-nzur mala Yàlîmurû.
020c16010c	Wu ak nkile aɓa tasau. Wu twal esǝe-kùtùrù, wu oasǝ kúni aɓa nkile sǝ wu hasǝki arǝ anggun-kunaɓala, arǝ ankanggari andǝ murkuli mala kunɓala ma'wun. Anzǝm mǝno ka, koyan ngga ɓǝ̀ do a ɓala ɓǝ̀ kǝa pùro a nza ɗàng, she ɓǝ̀ ban kwarna ka.
020c170132	Nǝ́ du mǝno ka, Yahweh nǝ̀ ya kúti aɓa Masar, sǝ nǝ̀ wal-lú amǝ'Masar. Lang Yahweh sǝn nkila mǝnana wu hasǝi arǝ ankanggari andǝ murkuli mala anggun-kunaɓala ka, nǝ̀ yàlî mur ɓala mǝno. Pà nǝ̀ earî Mǝturonjar mala Lú ɓǝ̀ kùtí arǝ aɓala ma'wun ɓǝ̀ wal-lú wun ɗàng.
020c18004a	“Amǝnia yì akwarkiru ka, wun wunǝ amuna ma'wun, wun nǝ̀ kpatea bà.
020c1900b2	Lang wu kutina a nzali mǝnana Yahweh pa wun cau ace ama nǝ̀ pà wun ngga, wun nǝ̀ lidǝmba nǝ pak mǝnia yì nàtà ka, ɓǝ̀ duk pakkiɗire mala Yàlîmurû koya pǝlǝa.
020c1a0049	Lang amuna ma'wun ɗì wun ama, ‘Mana nda ɓá mǝnia yì nàtà ka?’
020c1b0161	Wun nǝ̀ earia wia ama, ‘Mǝnia nda pà gir'nkila mala Yàlîmurû aban Yahweh, acemǝnana Yahweh yàlî múr aɓala mala amǝ Isǝrayila a Masar, lang wal-lú amuna-dǝmba mala amǝ Masar ka, sǝama sǝm ngga je sǝm arǝ aɓala ma'sǝm ɗàng.’” Lang Musa malna nacau ka, amǝ Isǝrayila kat ɓunno amur ankūnǝia a nzali, à peri aban Yahweh.
020c1c0071	Sǝ amǝ Isǝrayila wario à kya pak kǝla mǝnana Yahweh tsǝk Musa andǝ Haruna banggia wia ama ɓǝà pàk ka.
020c1d011f	Nǝ ɓadu gum, Yahweh twalta amuna-dǝmba mala nzali Masar kàng. Twal a ban muna-dǝmba mala Firona Murǝm, mǝnana nda nǝ̀ aki tárrí buno-murǝm ngga, kya bwal ban muna-dǝmba mala koya pursǝna mǝnana nda a ndàkurban ngga, andǝ amuna-dǝmba mala agirkusǝu kat ka, à wal-luia.
020c1e00d1	A mǝno yì dù ka, Firona Murǝm andǝ amǝtúró male, andǝ acilia amǝ Masar ka, mǝsǝia sak kat. Kara ɓua mǝcandǝe twal ɓá Masar kat, acemǝnana kǝ ɓala pà kàm mǝnana ɓwa wù kàm raka ɗàng.
020c1f00e4	A kǝ mǝno yì bu dù ka, Firona Murǝm túrban atà Musa andǝ Haruna ɓǝà yiu, sǝ nea wia ama, “Wu lo! Wu purî ɓalǝ aɓwana mem, wun wunǝ amǝ Isǝrayila! Wu kyane, wu kya peri aban Yahweh kǝla mǝnana wu bang ngga!
020c200076	Wu twal anzur, andǝ ambul-pǝndǝa, andǝ andá ma'wun, kǝla mǝnana wu na ka, wu kyane! Sǝ wu tsǝkam bù gbal!”
020c2100a2	Amǝ Masar camarǝ pîtà amǝ Isǝrayila ama ɓǝà fà rǝia ɓǝà nying nzali malea. À banggia wia ama, “Ɓǝ̀ wu u raka, sǝm ndo sǝm nǝ̀ wuki kat.”
020c2200c9	Nda amǝ Isǝrayila pwan atasau malea mǝnana à kǝ karki dyar bǝredi aɓalǝia ka, andǝ dyar bǝredi mǝnana à malaká tsǝki wi yis raka, à kària aɓalǝ alagir sǝ à gyarkia arǝ ankpamtaria.
020c2300f5	Yià amǝ Isǝrayila ka à angŋa dǝmba à pàngŋǝ̀nà gìr mǝnana Musa banggia wia ama ɓǝà pàk ka. À warina aban aɓia mǝ'murkala mǝnana amǝ Masar na ka, sǝ à zǝmǝnia wia agir-nggūrǝu andǝ agir bolo-njengǝlan andǝ azǝrfa.
020c24009e	Yahweh tsǝa amǝ Isǝrayila kum earmúrú aban amǝ Masar sǝ à pea wia agir mǝnana kat à zǝm ngga. Anggo sǝ amǝ Isǝrayila pwan gǝna mala amǝ Masar.
020c2500bc	Amǝ Isǝrayila lo gya a nggea-là Rameses aban ká nggea-là Sukkot nǝ kusǝia. Làkkì malea ka aburana á-gbǝman-tongno-nong-mwashat na, sǝ amamǝna andǝ amuna ka à ɓallia ɗàng.
020c260073	Nggea ɓwabundǝa mǝ'làkke mala akún ɗàngɗáng, andǝ anzur, andǝ ambul-pǝndǝa, andǝ andá, o ateà gbal.
020c270133	Amǝ Isǝrayila lurǝ agbatali dyar bǝredi mǝnana yis pà arǝì raka, mǝnana à pùr nǝi a buia a Masar ka. À lurǝ bǝredi anggo yis pà rǝì ɗàng acemǝnana nǝ mire sǝ à loasǝtea à puro à nying Masar, à kum dǝmbu mala pàk kǝ girlina ɗang she kǝ dyar bǝredi mǝno yis pà arǝì raka.
020c28006f	Làkkì mala apǝlǝa mǝnana amǝ Isǝrayila pǎ aɓa nzali Masar ka, apǝlǝa gbǝman-ine nǝ lumi-tàrú na.
020c29008d	Akǝ̀ dù mǝnana apǝlǝa gbǝman-ine nǝ lumi-tàrú mala do malea a Masar lùmsǝ nǝi ka, atau mala aɓwana mala Yahweh kat nying Masar.
020c2a0115	Aɓa dù mǝno ka, Yahweh tsǝk mǝsǝi amur aɓwana male ace pusǝia ɓǝà purî nzali Masar. Acemani ka, mǝnia yì dù ka, nǝ̀ duk dù mana amǝ Isǝrayila kat nǝ̀ do andǝ amǝsǝia ka, ace gusǝlǝ Yahweh, sǝ à nǝ̀ ɗenyi nǝi koya pǝlǝa arǝ anza malea kat ka.
020c2b00c7	Yahweh pè Musa andǝ Haruna amǝnia yì anzongcau ace lamsan mala Yàlîmurû ka, ama: Kǝ amǝ Isǝrayila nǝmurǝia, nda à nǝ̀ lì girlina Yàlîmurû ka. Ɓwa-kúnɗàngna pa nǝ̀ lì ɗàng.
020c2c005e	Aguro ma'wun mǝnana wu kúria nǝ boalo ka, à nǝ̀ gandǝ li ɓǝà kasǝnia wia ɓatea ka.
020c2d0064	Ɓwa mǝnana bǝri na, ko à twali a túró sǝ yiua do bǝti aɓalǝ wun ngga pà nǝ̀ lì ɗàng.
020c2e00fe	Girlina Yàlîmurû ka à nǝ̀ lì kat a ɓala mǝnana à lambi kàm ngga; pà wun nǝ̀ twal kǝ bare nyame wun nǝ̀ kánǝí a nza ɗàng. Pà wun nǝ̀ ɓun kǝ mú mala muna-nzur ko muna-mbul mǝnana à pwan-myali ace girlina Yàlîmurû ka ɗàng.
020c2f0050	Isǝrayila kat a ɓinalea ka dumǝna púp à nǝ̀ pàk lamsan mala Yàlîmurû.
020c3001f5	Ɓǝ̀ ɓwa ka ɓwa Isǝrayila na ɗang, sǝ ndanǝ do aɓalǝ wun, sǝ kǝ earce ama nǝ̀ pàk lamsan mala Yàlîmurû atà wun ace gusǝlǝ Yahweh ka, dumǝna púp koya ɓwabura andǝ muna-ɓwabura a ɓala male ka, à nǝ̀ kasǝia wia ɓatea; sǝ ɓǝ̀ yiu ɓǝ̀ gbàshì ban aɓwana ace pàk lamsan mala Yàlîmurû; yì ka, à nǝ̀ twali ama ɓwa mala nzali Isǝrayila na a ɓǝlban. Sǝama ɓwabura mǝnana à kasǝî wi ɓate raka, à pà nǝ̀ eari wi ɓǝ̀ lì girlina Yàlîmurû ɗang.
020c310097	Amǝnia yì anzongcau ka à nda ace aɓwana kat, koɓǝ̀ ɓwa ka à ɓǝli ɓwa Isǝrayila na, ko ɓwa-kúnɗàngna na yiu sǝ yi do aɓalǝ wun ngga.
020c32006f	Nda amǝ Isǝrayila kat ka, à okiru, à kpata gìr mǝnana Yahweh tsǝkia Musa andǝ Haruna ama ɓǝà pak ka.
020c330077	Àkǝ̀ pwari mǝno ka, Yahweh pusǝ amǝ Isǝrayila à nying nzali Masar, koya tàu ka a nggǝsan malea a nzǝmarǝia.
020d010017	Yahweh banggi Musa ama,
020d0200c2	“Koya muna-dǝmba muna-ɓwabura ka, wu tàrì ɓǝ̀ duk mem. Muna-ɓwabura mǝnana tita puro a bum ngge, ko jamna girkusǝu mǝnana tita puro a bum ngge, aɓalǝ amǝ Isǝrayila ka, memma.”
020d030152	Musa banggi ɓwapǝndǝa ama, “Wu ɗenyinǝ pwari mǝnia ka; yì pwari mǝnana aɓalǝi sǝ wu purî Masar, yì nzali mǝnana à dumsǝ wun a guro kàm ngga. Mǝnia ka nda pwari mǝnana Yahweh pusǝ wun nǝ rǝcandǝa male mǝgule wu purî ban mǝno ka. A pwari mǝnia ka wu kǝa lì kǝ girlina mǝnana à pè nǝ yis arǝì ka ɗàng.
020d04007a	A pwari mǝnia yalung, nǝ kún ɓǝla mala mǝssa, aɓa zongŋo Abip ka, à panzǝna wun, wun ndya wu kǝ purî Masar ka.
