0100000008	Génesis
0a161e0056	Porque contigo puedo asaltar un ejército. Con mi ʼElohim puedo saltar sobre un muro.
0a161f0080	En cuanto a ʼEL, perfecto es su camino, Y acrisolada es la Palabra de Yavé. ʼEL es Escudo a todos los que se refugian en Él.
0a16200057	Porque ¿quién es ʼEL, excepto Yavé? ¿Y cuál roca hay además de nuestro ʼElohim?
0a16210039	ʼEL es el que me ciñe de vigor Y perfecciona mi camino.
0a1622004e	ʼEL hace que mis pies sean como los de venados Y me establece en mis alturas.
0a16230055	El que adiestra mis manos para la batalla Y mis brazos para tensar el arco de bronce.
0a1624004d	Me diste también el escudo de tu salvación Y me engrandeció tu benignidad.
0a1625003a	Ensanchas mis pasos debajo de mí, Y no resbalan mis pies.
0a16260051	Perseguí a mis enemigos y los destruí, Y no regresé hasta que fueron acabados.
0a1627004b	Los destruí, los destrocé para que no se levanten. Cayeron bajo mis pies.
0a16280057	Pues Tú me dotaste de fuerza para la batalla. Doblegaste a mis enemigos debajo de mí.
0a16290067	También hiciste que mis enemigos me volvieran la espalda, Para que yo destruya a los que me aborrecen.
0a162a0050	Clamaron, y no hubo quien salvara. Aun [clamaron] a Yavé, pero no los escuchó.
0a162b0057	Los molí como polvo de la tierra. Los pisé y los trituré como el lodo de las calles.
0a162c007d	Tú me libraste de las contiendas de mi pueblo. Me guardaste para ser jefe de naciones. Pueblo que yo no conocía me sirvió.
0a162d0047	Los hijos de extranjeros se someten a mí. Al oír de mí, me obedecen.
0a162e0042	Los extranjeros se debilitan Y salen temblorosos de sus encierros.
0a162f005b	¡Viva Yavé! ¡Bendita sea mi Roca! ¡Engrandecido sea ʼElohim, la Roca de mi salvación!
0a1630003d	El ʼEL que ejecuta venganza por mí, Y somete pueblos a mí.
0a1631006c	El que también me saca de entre los enemigos, Y aun me exalta por encima de los que se levantan contra mí.
0a16320057	Por tanto yo te alabaré, oh Yavé, entre las naciones. Cantaré alabanzas a tu Nombre.
0a16330077	Él engrandece las victorias de su rey, Y muestra misericordia a su ungido: A David y a sus descendientes para siempre.
0a170100ae	Estas son las últimas palabras de David: David, el hijo de Isaí declara: Así dice el hombre que fue exaltado, El ungido del ʼElohim de Jacob, El dulce salmista de Israel:
0a1702004b	El Espíritu de Yavé habla por medio de mí Y su Palabra está en mi boca.
0a1703008e	Dice el ʼElohim de Israel, Me habló la Roca de Israel, El que gobierna a los hombres con justicia, El que gobierna con el temor de ʼElohim.
0a17040093	Es como la luz de la aurora cuando sale el sol, Como el resplandor de una mañana sin nubes, Como la lluvia que hace brotar la hierba de la tierra.
0a170500b0	No es así mi casa hacia ʼElohim, Sin embargo, Él hizo conmigo un Pacto eterno, Ordenado en todo y será cumplido, Aunque aún no hace florecer toda mi salvación y mi deseo.
0a17060049	Pero todos los perversos serán como espinos Que se tiran y nadie recoge,
0a17070071	Nadie los tocará, sino con un hierro o con un asta de lanza, Y con fuego que los queme por completo en su lugar.
0a170800c1	Estos son los nombres de los valientes que David tuvo: Joseb-basebet el tacmonita, principal de los tres capitanes, quien era llamado Adino el eznita, quien mató a 800 hombres en una ocasión.
0a170900e8	Después de él estaba Eleazar, hijo de Dodo, hijo de Ahohi, uno de los tres capitanes que estaban con David cuando desafiaron a los filisteos que estaban reunidos para la batalla, aunque los hombres de Israel se retiraron de allí.
0a170a00ca	[Eleazar] se levantó e hirió a los filisteos hasta que su mano se cansó y se quedó pegada a la espada. Aquel día Yavé dio una gran victoria, y el pueblo volvió tras él solo para tomar el botín.
0a170b00b4	Después de él estaba Samá, hijo de Ajá, el hararita. Los filisteos se concentraron donde había una parcela de tierra sembrada con lentejas, y el pueblo huyó de los filisteos.
0a170c007a	Pero [Samá] se paró en medio de aquella parcela y la defendió. Derrotó a los filisteos, y Yavé dio una gran victoria.
0a170d00b7	También, en la época de la cosecha, hubo tres de los 30 principales que bajaron y fueron a David, a la cueva de Adulam, cuando una banda de filisteos acampaba en el valle de Refaim.
0a170e0050	David estaba entonces en el refugio, y la guarnición filistea estaba en Belén.
0a170f006f	David tuvo un deseo y exclamó: ¡Quién me diera a beber agua del pozo de Belén, que está junto a la puerta!
0a171000d8	Y los tres valientes irrumpieron en el campamento filisteo y sacaron agua del pozo, junto a la puerta de Belén, y se la llevaron a David. Pero él no quiso beberla, sino que la derramó como ofrenda a Yavé, y dijo:
0a171100b4	¡Lejos esté de mí, oh Yavé, hacer esto! ¿Beberé yo la sangre de los varones que fueron con riesgo de sus vidas? Y no quiso beberla. Tales cosas hicieron estos tres valientes.
0a171200a1	Y Abisai, hermano de Joab, hijo de Sarvia, era el principal de los 30. Éste blandió su lanza contra 300 que fueron traspasados, y tuvo renombre entre los tres.
0a1713005d	[Abisai] fue el más renombrado de los 30 y fue su jefe, pero no fue incluido entre los tres.
0a171400cf	Después, Benaía, hijo de Joiada, hijo de un hombre valiente de múltiples proezas, natural de Cabseel, mató a ambos hijos de Ariel de Moab. En un día de nieve, bajó y mató a un león dentro de un foso.
0a171500c8	También mató a un egipcio de enorme estatura. El egipcio llevaba una lanza en la mano. Benaía fue contra él con un cayado, arrebató la lanza de la mano del egipcio y lo mató con su propia lanza.
0a1716004a	Benaía, hijo de Joiada, hizo esto y tuvo renombre entre los 30 valientes.
0a1717006a	Fue distinguido entre los 30, pero no alcanzó a los tres. David lo puso al frente de su guardia personal.
0a17180053	Asael, hermano de Joab, fue de los 30, así como Elhanán, hijo de Dodo, de Belén,
0a1719001f	Samá harodita, Elica harodita,
0a171a002c	Heles paltita, Ira, hijo de Iques, tecoíta,
0a171b0024	Abiezer anatotita, Mebunai husatita,
0a171c0025	Salmón ahohíta, Maharai netofatita,
0a171d005a	Heleb, hijo de Baana, netofatita, Itai, hijo de Ribai, de Gabaa de los hijos de Benjamín,
0a171e0032	Benaía piratonita, Hidai, de los arroyos de Gaas,
0a171f0027	Abi-albón arbatita, Azmavet barhumita,
0a17200034	Eliaba saalbonita, Jonatán, de los hijos de Jasén,
0a1721002e	Samá ararita, Ahíam, hijo de Sarar, ararita,
0a1722004c	Elifelet, hijo de Ahasbai, hijo de Maaca, Eliam, hijo de Ahitofel, gilonita,
0a1723001f	Hezri carmelita, Paarai arbita,
0a1724002b	Igal, hijo de Natán, de Soba, Bani gadita,
0a17250043	Selec amonita, Naharai beerotita, escudero de Joab, hijo de Sarvia,
0a17260019	Ira itrita, Gareb itrita,
0a1727001a	y Urías heteo. Total: 37.
0a1801008b	La ira de Yavé volvió a encenderse contra Israel, e incitó a David contra ellos para que dijera: Vé, haz un censo de Israel y de Judá.
0a180200c0	El rey dijo a Joab, general del ejército, que estaba con él: Recorre todas las tribus de Israel, desde Dan hasta Beerseba, y haz un censo del pueblo, para que yo sepa el número de la gente.
0a1803009a	Pero Joab dijo al rey: ¡Yavé tu ʼElohim añada al pueblo 100 veces más, y que mi ʼadón el rey lo vea! Pero, ¿por qué desea esto mi ʼadón el rey?
0a180400c5	Pero la palabra del rey prevaleció contra Joab y contra los jefes del ejército. Por tanto Joab y los jefes del ejército salieron de la presencia del rey para hacer el censo del pueblo de Israel.
0a18050077	Cruzaron el Jordán y acamparon en Aroer, a la derecha de la ciudad que está en medio del valle de Gad, junto a Jazer.
0a18060069	Después fueron a Galaad y la tierra de los hititas, y de allí a Dan, Haán y los alrededores de Sidón.
0a18070092	Fueron luego a la fortaleza de Tiro y todas las ciudades de los heveos y los cananeos, y por último se dirigieron al sur de Judá hasta Beerseba.
0a1808005b	Y después de recorrer el país, volvieron a Jerusalén al final de nueve meses y 20 días.
0a18090086	Joab entregó el censo del pueblo al rey. Los de Israel fueron 800.000 guerreros que portaban espada, y los de Judá, 500.000 hombres.
0a180a00e2	Pero después que David hizo contar al pueblo, le remordió el corazón. Así que David dijo a Yavé: Pequé gravemente al hacer esto. Ahora, oh Yavé, te ruego que perdones la iniquidad de tu esclavo, porque obré neciamente.
0a180b0063	Cuando David se levantó por la mañana, la Palabra de Yavé vino al profeta Gad, vidente de David:
0a180c0063	Vé y dí a David: Yavé dice: Tres cosas te propongo. Escoge una de ellas, para que Yo te la haga.
0a180d00ff	Gad fue a David y le preguntó: ¿Qué vengan siete años de hambruna en tu tierra, qué huyas tres meses de tus adversarios mientras te persiguen, o qué vengan tres días de pestilencia en tu tierra? Considera ahora qué debo responder al que me envía.
0a180e00a2	David respondió a Gad: Estoy en gran angustia. Es preferible caer en manos de Yavé que caer en manos de los hombres, porque muchas son las misericordias de Él.
0a180f008b	Yavé envió la peste sobre Israel desde la mañana hasta el tiempo señalado. Desde Dan hasta Beerseba murieron 70.000 hombres del pueblo.
0a18100103	Pero cuando el Ángel extendió su mano hacia Jerusalén para destruirla, Yavé cambió de parecer con respecto a aquel mal y dijo al Ángel que destruía al pueblo: ¡Basta ya! ¡Detén tu mano! El Ángel de Yavé estaba junto a la era de Arauna, el jebuseo.
0a181100e4	David, cuando vio que el Ángel hería al pueblo, habló a Yavé: Yo mismo soy el que pecó. Yo soy el que procedió perversamente. Pero estas ovejas, ¿qué hicieron? ¡Sea ahora tu mano contra mí y contra la casa de mi padre!
0a18120065	Gad fue a David aquel día y le dijo: Sube y levanta un altar a Yavé en la era de Arauna el jebuseo.
0a18130041	Subió David según la Palabra que Yavé mandó por medio de Gad.
0a18140071	Arauna vio al rey y sus esclavos que avanzaban hacia él. Arauna salió, se inclinó rostro en tierra ante el rey
0a181500ad	y preguntó: ¿Por qué viene mi ʼadón el rey a su esclavo? Y David respondió: A comprarte la era para edificar un altar a Yavé a fin de detener la mortandad del pueblo.
0a181600b8	Arauna respondió a David: Tómala y ofrezca mi ʼadón el rey lo que le parezca bien. ¡Aquí están los becerros para el holocausto, los trillos y los yugos de los bueyes para leña!
0a18170060	¡Todo, oh rey, lo da Arauna al rey! Arauna también dijo al rey: ¡Yavé tu ʼElohim te acepte!
0a181800d6	Pero el rey dijo a Arauna: No, ciertamente te lo compraré por precio, pues no ofreceré holocaustos a Yavé mi ʼElohim que no me cuesten algo. Así David compró la era y los becerros por 5,5 kilogramos de plata.
0a181900b6	Entonces David edificó allí un altar a Yavé y ofreció holocaustos y sacrificios de paz. Así Yavé fue conmovido por la oración a favor de la tierra, y la plaga de Israel cesó.
0b00000007	1 Reyes
0b01010060	Cuando el rey David era anciano, avanzado en días, lo cubrían con ropas, pero no se calentaba.
0b010200c2	Por tanto le dijeron sus esclavos: Que busquen para mi ʼadón el rey una joven virgen. Que ella esté delante del rey, lo abrigue y duerma a su lado para que mi ʼadón el rey pueda calentarse.
0b01030076	Entonces buscaron a una joven bella por todo el territorio de Israel. Hallaron a Abisag sunamita y la llevaron al rey.
0b0104005d	La joven era muy bella. Ella atendía al rey y le servía, pero el rey no cohabitó con ella.
0b01050099	Entonces Adonías, hijo de Haguit, se enalteció y dijo: ¡Yo reinaré! Y se consiguió una carroza y jinetes, y 50 hombres que corrieran delante de él.
0b0106008b	Su padre nunca lo amonestó ni le dijo: ¿Por qué actúas así? También era hombre de muy buena presencia, y nació después de Absalón.
0b0107005f	Consultó con Joab, hijo de Sarvia, y con el sacerdote Abiatar, y ellos respaldaron a Adonías.
0b0108008a	Pero el sacerdote Sadoc, Benaías, hijo de Joiada, el profeta Natán, Simei, Rei y los valientes que tenía David, no seguían a Adonías.
0b010900df	Adonías sacrificó ovejas, bueyes y animales gordos junto a la piedra de Zohélet, que está cerca de la fuente de Roguel, e invitó a todos sus hermanos, los hijos del rey y a todos los hombres de Judá, esclavos del rey,
0b010a005f	pero no invitó al profeta Natán, ni a Benaías, ni a los valientes, ni a su hermano Salomón.
0b010b0089	Entonces Natán habló a Betsabé, madre de Salomón: ¿No oíste que reina Adonías, hijo de Haguit, y nuestro ʼadón David no lo sabe?
0b010c0063	Ahora pues, ven, permíteme darte un consejo para que salves tu vida y la vida de tu hijo Salomón:
0b010d00c0	Vé, preséntate al rey David y dile: ¿No juraste a tu servidora, oh rey ʼadón mío: Tu hijo Salomón reinará después de mí y se sentará en mi trono? ¿Por qué entonces reina Adonías?
0b010e0067	Mira, mientras tú aún hablas allí con el rey, yo entraré después de ti y confirmaré tus palabras.
0b010f006e	Entonces Betsabé entró en el dormitorio del rey, quien estaba muy anciano. Y Abisag sunamita cuidaba al rey.
0b01100044	Betsabé se inclinó ante el rey, y el rey preguntó: ¿Qué deseas?
0b0111009f	Y ella le respondió: ʼAdón mío, tú juraste a tu servidora por Yavé tu ʼElohim: Tu hijo Salomón reinará después de mí, y él se sentará en mi trono.
0b01120047	Pero ahora mira, Adonías reina, y tú, mi ʼadón el rey, no lo sabes.
0b011300c3	Él sacrificó becerros, animales gordos y ovejas en abundancia, e invitó a todos los hijos del rey, al sacerdote Abiatar y Joab, general del ejército, pero a Salomón tu esclavo no lo invitó.
0b01140098	Sobre ti, oh rey ʼadón mío, están los ojos de todo Israel para que les declares quién se sentará en el trono de mi ʼadón el rey después de él.
0b0115008f	De otra manera, acontecerá que cuando mi ʼadón el rey repose con sus antepasados, mi hijo Salomón y yo seremos considerados como ofensores.
0b0116004d	Ciertamente, mientras ella aún hablaba con el rey, llegó el profeta Natán.
0b01170075	Informaron al rey: Aquí está el profeta Natán. Y él entró ante el rey y se inclinó rosto en tierra ante el rey.
0b01180069	Y Natán dijo: ¿Dijo mi ʼadón el rey: Adonías reinará después de mí y él se sentará en mi trono?
0b011900f3	Porque hoy él bajó y sacrificó bueyes, animales gordos y ovejas en abundancia, e invitó a todos los hijos del rey, a los capitanes del ejército y al sacerdote Abiatar. Ciertamente comen y beben ante él, y dijeron: ¡Viva el rey Adonías!
