2800000008	מתיו
280c1200c8	הֵן עַבְדִּי בָּחַרְתִּי בוֹ יְדִידִי רָצְתָה נַפְשִׁי נָתַתִּי רוּחִי עָלָיו מִשְׁפָּט לַגּוֹיִם יוֹצִיא׃
280c13006c	לֹא יִצְעַק וְלֹא יִשָּׂא וְלֹא־יִשָּׁמַע בַּחוּץ קוֹלוֹ׃
280c140075	קָנֶה רָצוּץ לֹא יִשְׁבּוֹר וּפִשְׁתָּה כֵהָה לֹא יְכַבֶּנָּה׃
280c150071	עַד־יוֹצִיא לָנֶצַח מִשְׁפָּט וְלִשְׁמוֹ גּוֹיִם יְיַחֵלוּ׃
280c1600e5	אָז הוּבָא לְפָנָיו אִישׁ עִוֵּר וְאִלֵּם אֲשֶׁר רוּחַ רָע דָּבַק בּוֹ וַיִּרְפָּאֵהוּ וְהָעִוֵּר הָאִלֵּם דִבֶּר וְרָאָה׃
280c170080	וַיִּשְׁתָּאוּ כָּל־הֲמוֹן הָעָם וַיֹּאמְרוּ הֲכִי זֶה בֶּן־דָּוִד׃
280c1800cf	וְהַפְּרוּשִׁים שָׁמְעוּ וְאָמְרוּ אֵין זֶה מְגָרֵשׁ אֶת־הַשֵּׁדִים כִּי אִם בְּבַעַל־זְבוּב שַׂר הַשֵּׁדִים׃
280c19013a	וַיֵּדַע יֵשׁוּעַ אֶת־מַחְשְׁבֹתָם וַיֹּאמֶר אֲלֵיהֶם כָּל־מַמְלָכָה הַנִּפְלְגָה עַל־נַפְשָׁהּ תֶּחֱרָב וְכָל־עִיר וּבַיִת הַנִּפְלְגִים עַל־נַפְשָׁם לֹא יָקוּמוּ׃
280c1a00b0	וְאִם־הַשָּׂטָן מְגָרֵשׁ אֶת־הַשָּׂטָן נִפְלָג הוּא עַל־נַפְשׁוֹ וְאֵיךְ תָּקוּם מַלְכוּתוֹ׃
280c1b00df	וְאִם־אֲנִי גֹרֵשׁ אֶת־הַשֵּׁדִים בְּבַעַל־זְבוּב בְּנֵיכֶם בְּמִי יְגָרְשׁוּ אֹתָם עַל־כֵּן הֵם יִהְיוּ שֹׁפְטֵיכֶם׃
280c1c00bf	אֶפֶס אִם בְּרוּחַ אֱלֹהִים אֲנִי גֹרֵשׁ אֶת־הַשֵּׁדִים מַלְכוּת אֱלֹהִים בָּאָה אֲלֵיכֶם אֶל־נָכוֹן׃
280c1d0117	אוֹ אֵיךְ יוּכַל אִישׁ לָבֹא בֵּית הַגִּבּוֹר וְלִשְׁלֹל אֶת־כֵּלָיו אִם־לֹא יֶאֱסֹר אֶת־הַגִּבּוֹר רִאשֹׁנָה וְאַחַר יִשְׁלֹל אֵת אֲשֶׁר בְּבֵיתוֹ׃
280c1e00aa	מִי אֲשֶׁר אֵינֶנּוּ לִי לְצָרַי הוּא וּמִי אֲשֶׁר אֵינֶנּוּ מְאַסֵּף אִתִּי מְפַזֵּר הוּא׃
280c1f00da	עַל־כֵּן אֲנִי אֹמֵר לָכֶם כָּל־חֵטְא וְגִדּוּפָה יְכֻפְּרוּ לָאָדָם אֶפֶס הַמְגַדֵּף אֶת־הָרוּחַ לֹא יְכֻפַּר־לוֹ׃
280c20012a	וּמִי אֲשֶׁר יְדַבֵּר דָּבָר בְּבֶן־הָאָדָם יְכֻפַּר־לוֹ וּמִי אֲשֶׁר יְדַבֵּר בְּרוּחַ הַקֹּדֶשׁ לֹא יְכֻפַּר־לוֹ לֹא־בָעוֹלָם הַזֶּה וְלֹא־בָעוֹלָם הַבָּא׃
280c2100cb	אוֹ עֲשׂוּ אֶת־הָעֵץ טוֹב וּפִרְיוֹ טוֹב אוֹ עֲשׂוּ אֶת־הָעֵץ רָע וּפִרְיוֹ רָע כִּי בְּפִרְיוֹ נִכַּר הָעֵץ׃
280c2200c0	יַלְדֵי צִפְעֹנִים אֵיךְ תּוּכְלוּ לְדַבֵּר טֹבוֹת בְּרָעַתְכֶם כִּי־מִמְּלֹא הַלֵּב יַבִּיעַ הַפֶּה׃
280c2300b6	אִישׁ־טוֹב מֵאוֹצָרוֹ לִבּוֹ הַטּוֹב יוֹצִיא טֹבוֹת וְאִישׁ־רָע מֵאוֹצָרוֹ הָרָע יוֹצִיא רָעוֹת׃
280c2400e4	וַאֲנִי אֹמֵר לָכֶם כִּי עַל כָּל־שִׂיחַ תָּפֵל אֲשֶׁר יְבַטְּאוּ בְנֵי הָאָדָם יִתְּנוּ חֶשְׁבּוֹן בְּיוֹם הַמִּשְׁפָּט׃
280c250064	כִּי בִּדְבָרֶיךָ תִּצָּדֵק וּבִדְבָרֶיךָ תֶּאְשָׁם׃
280c2600c9	וַיַּעֲנוּ אֲנָשִׁים מִן־הַסּוֹפְרִים וְהַפְּרוּשִׁים לֵאמֹר רַבִּי חָפַצְנוּ לִרְאוֹת אוֹת מֵאוֹתֹתֶיךָ׃
280c2700de	וַיַּעַן וַיֹּאמֶר אֲלֵיהֶם דּוֹר רָע וּמְנָאֵף מְבַקֵּשׁ אוֹת וְאוֹת לֹא יִנָּתֶן־לוֹ זוּלָתִי אוֹת יוֹנָה הַנָּבִיא׃
280c28012a	כִּי כַּאֲשֶׁר הָיָה יוֹנָה בִּמְעֵי הַדָּג שְׁלֹשָׁה יָמִים וּשְׁלֹשָׁה לֵילוֹת כֵּן יִהְיֶה בֶן־הָאָדָם בְּלֵב הָאָרֶץ שְׁלֹשָׁה יָמִים וּשְׁלֹשָׁה לֵילוֹת׃
280c290122	אַנְשֵׁי נִינְוֵה יָקוּמוּ בַמִּשְׁפָּטּ עִם־הַדּוֹר הַזֶּה וְיַרְשִׁיעוּ אֹתוֹ כִּי שָׁבוּ בִּקְרִיאַת יוֹנָה וְהִנֵּה יֶשְׁנוֹ בָזֶה גָּדוֹל מִיּוֹנָה׃
280c2a014d	מַלְכַּת תֵּימָן תָּקוּם בַּמִּשְׁפָּט עִם־הַדּוֹר הַזֶּה וְתַרְשִׁיעַ אֹתוֹ כִּי בָאָה מִקְצוֹת הָאָרֶץ לִשְׁמֹעַ חָכְמַת שְׁלֹמֹה וְהִנֵּה יֶשְׁנוֹ בָזֶה גָּדוֹל מִשְּׁלֹמֹה׃
280c2b00d3	וְרוּחַ הַטֻּמְאָה בְּצֵאתָהּ מִן־הָאָדָם תְּשׁוֹטֵט בְּאֶרֶץ תַּלְאוּבֹת תְּבַקֵּשׁ וְלֹא־תִמְצָא מַרְגֵּעָה׃
280c2c00f7	אָז תֹּאמַר אָשׁוּבָה אֶל־מִשְׁכָּנִי אֲשֶׁר יָצָאתִי מִשָּׁם וּבְשׁוּבָהּ תִּמְצָאֶנּוּ רֵק מִבְּלִי יֹשֵׁב וּמְנֻקֶּה וּמְפֹאָר׃
280c2d0154	אָז תֵּלֵךְ וְלָקְחָה לָּהּ שֶׁבַע רוּחוֹת אֲחֵרוֹת רָעוֹת מִמֶּנָּה וּבָאוּ וְשָׁכְנוּ שָׁם וְהָיְתָה אַחֲרִית הָאִישׁ הַהוּא רָעָה מֵרֵאשִׁיתוֹ וְכֵן יִהְיֶה לַדּוֹר הָרָע הַזֶּה׃
280c2e00c7	עוֹדֶנוּ מְדַבֵּר אֶל־הֲמוֹן הָעָם וְהִנֵּה אִמּוֹ וְאֶחָיו עָמְדוּ בַחוּץ וּמְבַקְשִׁים לְדַבֵּר אִתּוֹ׃
280c2f00a3	וַיֻגַּד לוֹ הִנֵּה אִמְּךָ וְאַחֶיךָ עֹמְדִים בַּחוּץ וּמְבַקְשִׁים לְדַבֵּר אִתָּךְ׃
280c300073	וַיַּעַן וַיֹּאמֶר אֶל־הַמַּגִּיד לוֹ מִי אִמִּי וּמִי אֶחָי׃
280c31007e	וַיֵּט אֶת־יָדוֹ עַל־תַּלְמִידָיו וַיֹּאמַר הִנֵּה אִמִּי וְאֶחָי׃
280c3200a7	כִּי אִישׁ אִישׁ אֲשֶׁר יַעֲשֶׂה רְצוֹן אָבִי בַּשָּׁמָיִם הוּא אָחִי וַאֲחֹתִי וְאִמִּי׃
280d010089	בַּיּוֹם הַהוּא יָצָא יֵשׁוּעַ מִן־הַבָּיִת וַיֵּשֶׁב עַל־שְׂפַת הַיָּם׃
280d0200b8	וַהֲמוֹן עַם רָב נִקְהֲלוּ אֵלָיו וַיֵּרֶד וַיֵּשֶׁב בָּאֳנִיָּה וְכָל־הָעָם עֹמְדִים עַל־הַחוֹף׃
280d0300a0	וַיִּשָּׂא דְבָרָיו בִּמְשָׁלִים רַבִּים וַיֹּאמַר הִנֵּה הַזּוֹרֵעַ יָצָא לִזְרֹעַ׃
280d0400b0	וּבְזָרְעוֹ פִּזַּר מִן־הַזֶּרַע עַל־יַד הַדָּרֶךְ וַיָּבֹא עוֹף הַשָּׁמַיִם וַיֹּאכְלֶנּוּ׃
280d050106	וְיֵשׁ מִן־הַזֶּרַע אֲשֶׁר נָפַל עַל־אַדְמַת סֶלַע וְלֹא הָיָה שָׁם דֵּי אֲדָמָה וַיְמַהֵר לִצְמֹחַ מִבְּלִי אֲשֶׁר הָיָה לוֹ עֹמֶק אֲדָמָה׃
280d0600a7	וַיְהִי כִּזְרֹחַ הַשֶּׁמֶשׁ וַיִּצָּרֵב וַיִּיבָשׁ כִּי לֹא הָיָה־לוֹ שֹׁרֶשׁ לְמָטָּה׃
280d07008d	וְיֵשׁ אֲשֶׁר נָפַל אֶל־הַקֹּצִים וַיַּעֲלוּ הַקֹּצִים וַיְבַלְּעוּ אֹתוֹ׃
280d0800f9	וְיֵשׁ אֲשֶׁר נָפַל עַל־חֶלְקָה טוֹבָה וַיַּעַשׂ תְּבוּאָה זֶה מֵאָה שְׁעָרִים וְזֶה שִׁשִּׁים שְׁעָרִים וְזֶה שְׁלֹשִׁים שְׁעָרִים׃
280d090053	מִי אֲשֶׁר אָזְנַיִם לוֹ לִשְׁמֹעַ יִשְׁמָע׃
280d0a0099	וַיִּגְּשׁוּ תַלְמִידָיו וַיֹּאמְרוּ אֵלָיו מַדּוּעַ תְּמַשֵּׁל לָהֶם מְשָׁלִים׃
280d0b00bc	וַיַּעַן וַיֹּאמֶר אֲלֵיהֶם כִּי לָכֶם נִתַּן לָדַעַת רָזֵי מַלְכוּת הַשָּׁמָיִם וְלָהֶם לֹא נִתָּן׃
280d0c00c8	כִּי מִי אֲשֶׁר יֶשׁ־לוֹ יֻתַּן לוֹ וְיַעְדִּיף וּמִי אֲשֶׁר אֵין־לוֹ יֻקַּח מִמֶּנּוּ גַּם אֶת־אֲשֶׁר לוֹ׃
280d0d00c4	עַל־כֵּן מְשָׁלִים אֶמְשֹׁל לָהֶם כִּי בִרְאֹתָם לֹא יִרְאוּ וּבְשָׁמְעָם לֹא יִשְׁמְעוּ וְלֹא יָבִינוּ׃
280d0e00ea	וְהוּקַם בָּם דְּבַר הַנְּבוּאָה מִפִּי יְשַׁעְיָהוּ לֵאמֹר שִׁמְעוּ שָׁמוֹעַ וְאַל־תָּבִינוּ וּרְאוּ רָאוֹ וְאַל־תֵּדָעוּ׃
280d0f0111	הַשְׁמֵן לֵב־הָעָם הַזֶּה וְאָזְנָיו הַכְבֵּד וְעֵינָיו הָשַׁע פֶּן־יִרְאֶה בְעֵינָיו וּבְאָזְנָיו יִשְׁמָע וּלְבָבוֹ יָבִין וָשָׁב וְרָפָא לוֹ׃
280d10007d	וְאַתֶּם אַשְׁרֵי עֵינֵיכֶם כִּי רָאוּ וְאָזְנֵיכֶם כִּי שָׁמֵעוּ׃
280d110141	כִּי־אָמֵן אֲנִי אֹמֵר לָכֶם נְבִיאִים וְצַדִּיקִים רַבִּים נִכְסְפוּ לִרְאוֹת אֵת אֲשֶׁר אַתֶּם רֹאִים וְלֹא רָאוּ וְלִשְׁמֹעַ אֵת אֲשֶׁר אַתֶּם שֹׁמְעִים וְלֹא שָׁמֵעוּ׃
280d120061	עַל־כֵּן שִׁמְעוּ־נָא אַתֶּם אֶת מְשַׁל הַזּוֹרֵעַ׃
280d130114	כָּל־הַשֹּׁמֵעַ דְּבַר הַמַּלְכוּת וְלֹא יִתְבּוֹנֶן־בּוֹ וּבָא הָרָע וְחָטַף אֵת אֲשֶׁר נִזְרַע בִּלְבָבוֹ זֶה הוּא הַזָּרוּעַ עַל־יַד הַדָּרֶךְ׃
280d1400c7	וְהַנִּזְרָע עַל־אַדְמַת סָלַע זֶה הוּא הַשֹּׁמֵעַ אֶת־הַדָּבָר וְעַד־מְהֵרָה יְקַבְּלֶנּוּ בְּשִׂמְחָה׃
280d150104	אֶפֶס כִּי אֵין־לוֹ שֹׁרֶשׁ בְּנַפְשׁוֹ וּבִן רֶגַע הוּא וְכִי תִקְרֶה כָל־צָרָה וְרָדְפוּ אֹתוֹ עַל־דְּבַר אֱמוּנָתוֹ יִכָּשֵׁל כְּרָגַע׃
280d160117	וְהַנִּזְרָע אֶל־הַקֹּצִים זֶה הַשֹּׁמֵעַ אֶת־הַדָּבָר וְדַאֲגַת הָעוֹלָם הַזֶּה וְנִכְלֵי הָעֹשֶר מְבַלְּעִים אֵת־הַדָּבָר וְלֹא יַעֲשֶׂה־צֶּמַח׃
280d170169	וְהַנִּזְרָע עַל־הַחֶלְקָה הַטּוֹבָה הוּא הַשֹּׁמֵעַ אֶת־הַדָּבָר וּמִתְבּוֹנֶן־בּוֹ וְעֹשֶׂה פְרִי תְבוּאָה וְנֹתֵן זֶה מֵאָה שְׁעָרִים וְזֶה שִׁשִּׁים שְׁעָרִים וְזֶה שְׁלֹשִׁים שְׁעָרִים׃
280d1800de	וַיִּשָּׂא לִפְנֵיהֶם מָשָׁל אַחֵר וַיֹּאמַר דָּמְתָה מַלְכוּת הַשָּׁמַיִם לְאִישׁ הַזּוֹרֵעַ זֶרַע טוֹב בְּשָׂדֵהוּ׃
280d1900af	וּבִהְיוֹת אֲנָשָׁיו יְשֵׁנִים בָּא אֹיְבוֹ וַיִּזְרַע זוֹנִין בְּתוֹךְ הַחִטִּים וַיֵּלַךְ׃
280d1a0085	וְכַאֲשֶׁר צָץ הַקָּנֶה וְהַחִטָּה אָבִיב נִרְאוּ אָז גַּם־הַזּוֹנִין׃
280d1b00ef	וַיִּגְּשׁוּ הָעֲבָדִים אֶל־אֲדֹנֵיהֶם וַיֹּאמְרוּ אֲדֹנֵינוּ הֲלֹא־זֶרַע טוֹב זָרַעְתָּ בְשָׂדֶךָ וּמֵאַיִן שָׁם הַזּוֹנִין׃
280d1c00d2	וַיֹּאמֶר אֲלֵיהֶם אִישׁ אֹיֵב עָשָׂה זֹאת וַיֹּאמְרוּ אֵלָיו הָעֲבָדִים הֲתַחְפֹּץ כִּי־נֵלֵךְ לַעֲקוֹר אֹתָם׃
280d1d00b7	וַיֹּאמֶר לֹא כִּי־בְעוֹד תְּעַקְּרוּ אֶת־הַזּוֹנִין פֶּן־תְּשָׁרְשׁוּ גַּם־הַחִטִּים עִמָּהֶם׃
280d1e018b	הַנִּיחוּ לָהֶם וְגָדְלוּ שְׁנֵיהֶם יַחְדָּו עַד־הַקָּצִיר וּלְעֵת הַקָּצִיר אֹמַר לַקּוֹצְרִים לִקְּטוּ אֶת־הַזּוֹנִין רִאשֹׁנָה וְאַלְּמוּ אֹתָם לַאֲלֻמִּים לְשָׂרְפָם וְאֶת־הַחִטִּים אִסְפוּ אֶל־גָּרְנִי׃
280d1f0104	וַיִּשָּׂא לִפְנֵיהֶם מָשָׁל אַחֵר וַיֹּאמַר דָּמְתָה מַלְכוּת הַשָּׁמַיִם לְגַרְגַּר חַרְדָּל אֲשֶׁר לָקַח אִישׁ וַיִּזְרַע בְּשָׂדֵהוּ׃
280d200114	הֲלֹא קָטֹן הוּא מִכָּל־זֶרַע אַךְ כַּאֲשֶׁר יִצְמַח יִגְדַּל מִכָּל־יֶרֶק וְהָיָה לְעֵץ עַד־אֲשֶׁר יָבֹא עוֹף הַשָּׁמַיִם וְקִנְּנוּ בַּעֲנָפָיו׃
280d210140	וַיְמַשֵּׁל לָהֶם מָשָׁל אַחֵר לֵאמֹר דָּמְתָה מַלְכוּת הַשָּׁמַיִם לִשְׂאֹר אֲשֶׁר לָקְחָה אִשָּׁה וַתָּלָשׁ בִּשְׁלֹשׁ סְאִים קֶמַח עַד־אֲשֶׁר חָמְצָה כָּל־הָעֲרִיסָה׃
280d2200c5	כָּל־אֵלֶּה דִּבֶּר יֵשׁוּעַ אֶל־הֲמוֹן הָעָם בִּמְשָׁלִים וּבִבְלִי מָשָׁל לֹא דִּבֶּר אֲלֵיהֶם דָּבָר׃
280d2300c1	לְמַלֹּאת אֵת אֲשֶׁר דִּבֶּר הַנָּבִיא לֵאמֹר אֶפְתְּחָה בְמָשָׁל פִּי אַבִּיעָה חִידוֹת מִנִּי־קֶדֶם׃
280d240123	אָז שִׁלַּח יֵשׁוּעַ אֶת־הֲמוֹן הָעָם וַיָּבֹא הַבָּיְתָה וַיִּגְּשׁוּ אֵלָיו תַּלְמִידָיו וַיֹּאמְרוּ בָּאֶר־נָא לָנוּ אֶת־מְשַׁל הַזּוֹנִין בַּשָּׂדֶה׃
280d25008d	וַיַּעַן וַיֹּאמֶר אֲלֵיהֶם הַזּוֹרֵעַ הַזֶּרַע הַטּוֹב הוּא בֶּן־הָאָדָם׃
280d2600b8	וְהַשָּׂדֶה הוּא הָעוֹלָם וְהַזֶּרַע הַטּוֹב בְּנֵי הַמַּלְכוּת וְהַזּוֹנִין בְּנֵי הָרַע הֵמָּה׃
280d2700b4	הָאֹיֵב הַזּוֹרֵעַ אֹתָם הוּא הַשָּׂטָן הַקָּצִיר קֵץ הָעוֹלָם וְהַקֹּצְרִים הֵם הַמַּלְאָכִים׃
280d2800b2	וְכַאֲשֶׁר הַזּוֹנִין יְלֻקְּטוּ וְהָיוּ לְמַאֲכֹלֶת אֵשׁ כֵּן יִהְיֶה בְּקֵץ הָעוֹלָם הַזֶּה׃
280d2900ca	בֶּן־הָאָדָם יִשְׁלַח אֶת־מַלְאָכָיו וְהֵסִירוּ מִתּוֹךְ מַלְכוּתוֹ כָּל־מַכְשֵׁלָה וְכָל־עֹשֶׂה עַוְלָה׃
280d2a0090	וְהִשְׁלִיכוּ אֹתָם אֶל־כִּבְשַׁן אֵשׁ שָׁם יִהְיֶה בְכִי וַחֲרֹק שִׁנָּיִם׃
280d2b00cd	וְהַצַּדִּיקִים יַזְהִירוּ אָז כַּשֶּׁמֶשׁ בְּמַלְכוּת אֲבִיהֶם מִי אֲשֶׁר אָזְנַיִם לוֹ לִשְׁמֹעַ יִשְׁמָע׃
280d2c0166	עוֹד דָּמְתָה מַלְכוּת הַשָּׁמַיִם לְאוֹצָר טָמוּן בַּשָּׁדֶה אֲשֶׁר יִמְצָאֵהוּ אִישׁ וְיַצְפִּנֵהוּ וּבְשִׂמְחָתוֹ יֵלֵךְ וְיִמְכֹּר אֶת־כָּל־אֲשֶׁר־לוֹ וְקָנָה לוֹ אֶת־הַשָּׂדֶה הַהוּא׃
280d2d009c	עוֹד דָּמְתָה מַלְכוּת הַשָּׁמָיִם לְאִישׁ סוֹחֵר הַמְבַקֵּשׁ פְּנִינִים יְקָרוֹת׃
280d2e00c4	וּבְמָצְאוֹ פְּנִינָה אַחַת יִקְרַת־עֶרֶךְ עַד־מְאֹד יֵלֵךְ וְיִמְכֹּר אֶת־כָּל־אֲשֶׁר־לוֹ וְיִקְנֶהָ׃
280d2f00e0	עוֹד דָּמְתָה מַלְכוּת הַשָּׁמַיִם לְמִכְמֹרֶת פְּרוּשָׂה עַל־פְּנֵי הַיָּם אֲשֶׁר יֵאָסְפוּ בָהּ מִמִּינִים שׁוֹנִים׃
280d30010f	וּבְהִמָּלְאָהּ יִמְשְׁכוּ אֹתָהּ אֶל־הַחוֹף וְיֵשְׁבוּ וְיִבְחֲרוּ אֶת־הַטּוֹבִים לְשׂוּמָם אֶל־הַכֵּלִים וְאֶת־הָרָעִים יַשְׁלִיכוּ חוּצָה׃
280d3100d4	כָּכָה יִהְיֶה בְּקֵץ הָעוֹלָם כִּי הַמַּלְאָכִים יָבֹאוּ וְהִבְדִּילוּ אֶת־הָרְשָׁעִים מִתּוֹךְ הַצַּדִּיקִים׃
280d320090	וְהִשְׁלִיכוּ אֹתָם אֶל־כִּבְשַׁן אֵשׁ שָׁם יִהְיֶה בְכִי וַחֲרֹק שִׁנָּיִם׃
280d33009c	וַיֹּאמֶר אֲלֵיהֶם יֵשׁוּעַ הֲכִי בַנְתֶּם כָּל־אֵלֶּה וַיֹּאמְרוּ הֵן אֲדֹנֵּנוּ׃
280d340121	וַיֹּאמֶר אֲלֵיהֶם לָכֵן כָּל־סוֹפֵר מַשְׂכִּיל לְמַלְכוּת הַשָּׁמַיִם נִדְמֶה לְאִישׁ בַּעַל־הַבַּיִת הַמּוֹצִיא מֵאוֹצָרוֹ חֲדָשׁוֹת וְגַם־יְשָׁנוֹת׃
280d35008c	וַיְהִי כְּכַלּוֹת יֵשׁוּעַ אֶת־הַמְּשָׁלִים הָאֵלֶּה וַיַּעֲבֹר מִשָּׁם׃
280d3600ef	וַיָּבֹא אֶל־אַרְצוֹ וַיּוֹרֶה לָהֶם בְּבֵית הַכְּנֵסֶת וְהֵמָּה כֵּן תָּמְהוּ לֵאמֹר מֵאַיִן לָזֶה הַחָכְמָה וְהַנִּפְלָאוֹת׃
280d3700c6	הַאֵין זֶה בֶּן־הֶחָרָשׁ הֲכִי לֹא נִקְרֵאת אִמּוֹ מִרְיָם וְאֶחָיו יַעֲקֹב וְיוֹסֵף שִׁמְעוֹן וִיהוּדָה׃
280d380083	וְאַחְיֹתָיו הֲלֹא הֵנָּה כֻּלָּן אִתָּנוּ וּמֵאַיִן לוֹ כָּל־אֵלֶּה׃
280d3900f5	וַיְהִי לָהֶם לְאֶבֶן נָגֶף וְיֵשׁוּעַ אָמַר אֲלֵיהֶם אֵין נָבִיא בִּבְלִי כָבוֹד זוּלָתִי בְּאֶרֶץ מוֹלַדְתּוֹ וּבְתוֹךְ בֵּיתוֹ׃
