0100000008	Génesis
0709060092	Entonces los ciudadanos de Siquén y de Bet Miló convocaron una reunión bajo la encina junto a Siquén y Abimélec fue proclamado rey de Israel.
07090700a4	Cuando Jotán oyó esto, se paró sobre el monte Guerizín y gritó para que lo oyeran los hombres de Siquén: «Si les interesa la bendición de Dios, escúchenme.
0709080051	» Una vez los árboles decidieron elegir un rey. Primero se dirigieron al olivo,
0709090090	pero este se negó. “¿Debo dejar de producir el aceite que Dios y el hombre bendicen sólo para ser grande entre los árboles?”, preguntó.
07090a0044	» Entonces fueron y hablaron con la higuera: “Sé nuestro rey”.
07090b0089	Pero la higuera también se negó. “¿Debo dejar de producir dulzura y fruta sólo para elevar mi cabeza sobre los demás árboles?”.
07090c003c	» Entonces hablaron con la vid: “Reina sobre nosotros”.
07090d0084	Pero la vid respondió: “¿Dejaré de producir el vino que alegra a Dios y a los hombres para ser poderosa entre los árboles?”.
07090e005a	» Finalmente todos los árboles se dirigieron a la zarza: “Sé nuestro rey”, dijeron.
07090f00ac	Pero la zarza replicó: “Si realmente me quieren, vengan y humíllense bajo mi sombra. Si se niegan, que salga fuego de mí y consuma a los grandes cedros del Líbano”.
0709100091	» Ahora, pues, ¿están seguros de que han hecho bien al elegir rey a Abimélec? ¿Creen que han hecho justicia a Gedeón y a sus descendientes?
070911004d	Mi padre peleó por ustedes y expuso su vida, y los salvó de los madianitas.
07091200bc	Sin embargo, se han rebelado contra él y mataron a sus setenta hijos sobre una piedra, ¡ahora han elegido rey a Abimélec, el hijo de la esclava, solamente porque es pariente de ustedes!
070913008e	¿Están seguros de que han hecho justicia a Gedeón y a sus descendientes? Si es así, que Abimélec y ustedes tengan una vida larga y feliz.
070914008b	Pero si no han sido justos con Gedeón, que Abimélec destruya a los ciudadanos de Siquén y Bet Miló y que ellos destruyan a Abimélec».
0709150048	Entonces Jotán huyó y vivió en Ber por temor de su hermano Abimélec.
070916007b	Tres años más tarde, Dios hizo que surgieran problemas entre Abimélec y los ciudadanos de Siquén, y estos se rebelaron.
07091800b7	En los hechos que ocurrieron como consecuencia, Abimélec y los ciudadanos que le ayudaron a dar muerte a los setenta hijos de Gedeón recibieron el justo castigo por estos crímenes.
07091900f9	Los hombres de Siquén pusieron emboscada contra Abimélec en el camino que va hacia la cumbre de la montaña mientras esperaban que él llegara, asaltaban a cualquiera que pasara por allí. Pero alguien advirtió a Abimélec acerca de este complot.
07091a0063	En eso Gaal, hijo de Ébed, se mudó a Siquén con sus hermanos y la gente puso en él su confianza
07091b00d0	a tal grado que salieron a vendimiar sus viñas. Luego pisaron las uvas y celebraron la fiesta de la cosecha en el templo de un dios local. El vino corría libremente y todos empezaron a maldecir a Abimélec.
07091c00bb	«¿Quién es Abimélec? —gritaba Gaal—. ¿Por qué ha de ser nuestro rey? ¿Por qué hemos de ser sus siervos? Él y su amigo Zebul debieran ser nuestros esclavos. ¡Abajo Abimélec!
07091d006e	Corónenme rey y verán lo que ocurre a Abimélec. Le diré a Abimélec: “Toma tu ejército y peleemos”».
07091e0051	Cuando Zebul, el gobernante de la ciudad, oyó lo que decía Gaal, se enfureció,
07091f00c1	y envió mensajeros a Abimélec en Arumá diciéndole: «Gaal, hijo de Ébed, y sus parientes han venido a vivir en Siquén y ahora están incitando a la ciudad para que se rebele en tu contra.
0709200049	Ven esta noche con la gente que está contigo y escóndete en los campos,
07092100a1	y en la mañana, en cuanto haya aclarado, ataca a la ciudad. Cuando él y los que están con él salgan en contra tuya, podrás hacer con ellos lo que quieras».
070922008d	Abimélec y sus hombres se pusieron en marcha durante la noche y se dividieron en cuatro grupos, que se distribuyeron alrededor de la ciudad.
07092300bf	A la mañana siguiente, cuando Gaal se sentó a la puerta de la ciudad a discutir diversos problemas con los dirigentes locales, Abimélec y sus hombres comenzaron a marchar contra la ciudad.
07092400a2	Cuando Gaal los vio, dijo a Zebul: ―Mira a la montaña, ¿no es gente que viene descendiendo? ―No —dijo Zebul—. Estás viendo sombras que parecen hombres.
07092500ae	―No —dijo Gaal—; estoy seguro que veo gente que se dirige hacia nosotros por la colina Ombligo de la Tierra; y mira, hay otros que vienen por la Encina de los Adivinos.
0709260109	Entonces Zebul se volvió triunfante hacia él: ―Ahora, dime, ¿qué es lo que habías dicho? ¿Quién era el que decía “¿Quién es Abimélec y por qué debe ser nuestro rey?”. Los hombres que insultaste y maldijiste están ahora a las afueras de la ciudad.
0709270051	Gaal salió al frente de los hombres de Siquén para ofrecer batalla a Abimélec,
070928006e	pero fue derrotado y muchos de los hombres quedaron heridos por todo el camino hasta las puertas de la ciudad.
0709290064	Abimélec regresó a Arumá, y Zebul hizo que Gaal y sus parientes salieran para siempre de Siquén.
07092a008b	Al día siguiente, los hombres de Siquén salieron nuevamente a la batalla. Sin embargo, alguien le había revelado a Abimélec los planes,
07092b00d8	de modo que había dividido sus hombres en tres grupos que estaban escondidos en los campos. Cuando los hombres de la ciudad salieron para atacar, él y sus hombres salieron de sus emboscadas y comenzaron a matarlos.
07092c00b0	Abimélec y sus acompañantes se apoderaron de la entrada de la ciudad para impedir que los hombres de Siquén regresaran, mientras que los otros grupos atacaban en los campos.
07092d0084	La batalla siguió durante todo el día hasta que al fin Abimélec capturó la ciudad, y dio muerte a sus habitantes y la destruyó.
07092e0092	Cuando los habitantes de la población cercana a Siquén vieron lo que estaba sucediendo, se refugiaron en la fortaleza del templo del dios Berit.
07092f0024	Cuando Abimélec se enteró de esto,
07093000a2	dirigió sus fuerzas al monte Zalmón, donde cortó una rama para el fuego y la puso en su hombro. Enseguida les dijo a sus hombres. «Hagan lo que yo he hecho».
07093100fe	Entonces cada uno de ellos cortó leña y la llevó hasta el pueblo donde, siguiendo el ejemplo de Abimélec, la colocaron contra las murallas de la fortaleza y le prendieron fuego. Toda la gente murió adentro, unas mil personas entre hombres y mujeres.
0709320035	Abimélec luego atacó la ciudad de Tebes y la tomó.
070933009e	Sin embargo, dentro de la ciudad había una fortaleza y la población se refugió en ella, cerraron las puertas y se subieron al techo de la torre para mirar.
070934002f	Abimélec se acercó a la puerta para quemarla,
0709350073	pero una mujer desde el techo dejó caer una rueda de molino sobre la cabeza de Abimélec, y le rompió el cráneo.
070936008c	«Mátame —le pidió a su escudero—. Que nunca se diga que una mujer mató a Abimélec». El joven lo atravesó con su espada, y murió.
0709370057	Cuando sus hombres vieron que estaba muerto, se desbandaron y regresaron a sus hogares.
07093800b2	Así castigó Dios a Abimélec y a los hombres de Siquén por el pecado de haber asesinado a los setenta hijos de Gedeón, y se cumplió la maldición de Jotán, hijo de Gedeón.
070a0100b4	Después de la muerte de Abimélec, el juez de Israel fue Tola, hijo de Fuvá y nieto de Dodó. Era de la tribu de Isacar, pero vivía en la ciudad de Samir en el monte de Efraín.
070a020054	Fue juez en Israel durante veintitrés años. Cuando murió, fue sepultado en Samir.
070a03005b	A Tola lo sucedió Yaír, un hombre de Galaad que juzgó a Israel durante veintidós años.
070a0400a7	Tenía treinta hijos que cabalgaban en treinta burros y poseían treinta ciudades en la tierra de Galaad que todavía son conocidas con el nombre de ciudades de Yaír.
070a05002c	Cuando Yaír murió fue sepultado en Camón.
070a0600f0	El pueblo de Israel se apartó del Señor nuevamente y adoró los dioses paganos Baal y Astarté, y los dioses de Siria, Sidón, Moab, Amón y Filistea. No sólo esto, sino que también habían dejado completamente la adoración del Señor.
070a0700ed	Esto hizo que el Señor se airara contra su pueblo y permitiera que los filisteos y los amonitas comenzaran a molestarlos y a oprimirlos. Estos ataques ocurrían al oriente del Jordán, en la tierra de los amorreos (que está en Galaad),
070a090096	y también en Judá, Benjamín y Efraín, porque los amonitas cruzaban el Jordán para atacar a los israelitas. Esto ocurrió durante dieciocho años.
070a0a00af	Pero al fin, los israelitas se volvieron al Señor nuevamente y le pidieron que los salvara. ―Hemos pecado contra ti y te hemos dejado y hemos adorado ídolos —confesaron.
070a0b007a	Pero el Señor respondió: ―¿No salvé yo a Israel de los egipcios, de los amorreos, de los amonitas, de los filisteos,
070a0c008d	de los sidonios, de los amalecitas y de los madianitas? ¿Ha habido alguna ocasión en que Israel haya clamado a mí y yo no lo haya salvado?
070a0d005d	Sin embargo, sigue alejado de mí y adora a otros dioses. Váyanse. No los volveré a salvar.
070a0e005c	Vayan y clamen a los dioses que ahora adoran. ¡Que los salven ellos en la hora de angustia!
070a0f008d	Pero ellos le suplicaron otra vez: ―Hemos pecado; castíganos como bien te parezca, pero sálvanos sólo una vez más de nuestros enemigos.
070a100079	Entonces destruyeron todos los dioses extranjeros y adoraron solamente al Señor. Y el Señor se compadeció de su dolor.
070a110053	Los amonitas acamparon en Galaad, mientras que la gente de Israel lo hizo en Mizpa.
070a1200a6	«¿Quién conducirá nuestras fuerzas contra los amonitas? —se preguntaban los jefes de Galaad unos a otros—. Quien quiera que se ofrezca será nuestro líder».
070b010055	Jefté era un gran guerrero de la tierra de Galaad, pero su madre era una prostituta.
070b0200ec	Su padre, cuyo nombre era Galaad, tenía otros hijos de su esposa legítima, y cuando estos medio hermanos crecieron, echaron a Jefté de su país. «Hijo de prostituta —le dijeron—, no heredarás las propiedades de nuestro padre».
070b03009f	Jefté huyó de la casa de su padre y vivió en la tierra de Tob. Pronto se unió a él una banda de gente miserable, que lo siguieron y vivían como bandidos.
070b040048	Fue por este tiempo que los amonitas comenzaron su guerra contra Israel.
070b050037	Los jefes de Galaad entonces mandaron a buscar a Jefté
070b06002b	para que los dirigiera contra los amonitas.
070b07009f	Pero Jefté les dijo: ―¿Por qué acuden a mí, si me odian y me han expulsado de la casa de mi padre? ¿Por qué vienen a mí cuando están en dificultades?
070b08007f	―Porque te necesitamos —le contestaron—. Si quieres ser comandante en jefe contra los amonitas, te haremos rey de Galaad.
070b09003f	―¡De veras! —exclamó Jefté—. ¿Esperan que yo lo crea?
070b0a004c	―Te lo juramos —respondieron—. Lo prometemos con un juramento solemne.
070b0b00ad	Entonces Jefté aceptó la comisión y fue hecho comandante en jefe y rey. El contrato fue ratificado delante del Señor en Mizpa, en una asamblea general de todo el pueblo.
070b0c0059	Luego Jefté envió mensajeros al rey de Amón preguntándole por qué atacaban a Israel.
070b0d011d	El rey de Amón le contestó que la tierra pertenecía al rey de Amón y les había sido robada cuando los israelitas llegaron de Egipto. Todo el territorio desde el río Arnón hasta el Jaboc y el Jordán lo reclamaba como suyo. ―Devuélvenos pacíficamente la tierra —le exigió.
070b0e0032	Jefté contestó: «Israel no les robó la tierra;
070b10007c	lo que ocurrió fue esto: Cuando el pueblo de Israel llegó a Cades en su viaje desde Egipto después de cruzar el Mar Rojo;
070b1100ea	envió un mensaje al rey de Edom pidiéndole permiso para cruzar a través de su tierra, pero la petición fue negada. Le pidieron al rey de Moab un permiso similar, y allí ocurrió lo mismo. El pueblo de Israel permaneció en Cades.
070b1200b6	» Finalmente rodearon Edom y Moab a través del desierto, y viajaron por el límite oriental hasta que llegaron a la frontera de Moab en el río Arnón. Pero nunca entraron en Moab.
070b1300a2	» Entonces Israel envió mensajeros al rey Sijón de los amorreos, que vivía en Hesbón, y le pidió permiso para cruzar por su tierra para llegar a su destino.
070b14005a	Pero el rey Sijón no confió en Israel, y movilizó su ejército en Jahaza y lo atacaron.
