2800000005	Macho
2a07160160	Jiso chvuu bo le lɛ, “Bɛŋ kâasɛ bɛŋ gɛ̂ɛŋ bɛŋ sɛ̂ɛŋ Joŋ mwɛɛ mù bɛŋ yɛŋ mo mù bɛŋ yu. Binfeeŋ yɛde wa mwɛɛ le, batɛŋlaase jiɛnyi chaaŋ, bamii ba chɛne bɛ goŋ yì baaŋ bo tɛmɛ wa bo yuude. Binchifɛ yuge wa mwɛɛ, bamii kaase bo bude yi kwe le, bo ka feeji tɛ saaka wù joŋe wu Nyo bamii ba kifufe le.
2a0717003e	Kinlaŋye kì baaŋ le kì muh wù baaŋ mɛ maŋɛ gɛ.”
2a071800dd	Bamii ba Joŋ gɛ̀ tuŋ baa ja, Jiso mo wu kɛ wu jɛme kinchvu ki bamii le kune Joŋ, wu biide lɛ, “Bɛŋ chi bude bɛŋ gɛɛne nchvuuŋ ki bɛŋ gɛ̂ɛŋ bɛŋ yɛŋ nyu la le? Gane chì fii fede chi shiŋshi le?
2a071900ed	No gɛ nyu noo gɛ, bɛŋ chi bude bɛŋ gɛɛne bɛŋ yɛde nyu la le? Muh wù susɛ ye bɛ njú yì bonɛ ye le? Bɛŋ yêgɛ bɛŋ yû, bamii ba suse ye bɛ njú yì tɛɛme kwa bo jii bikwɛɛ biboo bo to bo nyu gɛh nyu anto.
2a071a00a2	Bɛŋ chi gɛɛne noo ki bɛŋ yɛ̂ŋ nyu la le? Muh wu ntuŋ wu Nyo le noo? Ɛɛŋ, tu bɛŋ chi bɛŋ yɛŋ. Nsɛŋe bɛŋ le lɛ, wu fede muh wu ntuŋ wu Nyo.
2a071b00ae	Le wu wù ba gɛ̀ saŋ kune wù Nyo duu lɛ, ‘Yêgɛ yû, nlé ŋgê nchiiŋsɛ muh waŋ wu ntuŋ wu sa wo fwe, wu lé wu gɛ̂ɛŋ wu sêesɛ je yo fɛ wo too.’
2a071c00e6	Nsɛŋe bɛŋ le lɛ antɛnɛɛ a bamii ba le wa yi kikwɛɛ ki nshɛŋ le too bude mɛɛse, gɛ muh nyu yu wù kuge wu fede Joŋ gɛ. Geenɛ, muh wu le muh wù shige antɛnɛɛ a bvunfoŋ bvu Nyo, le wu wù kuge wu fede wu.”
2a071d00c2	Bamii bachii mo bamii ba gɛ̀ koode ŋwa yu no Jiso jɛme lɛ Joŋ gɛ̀ bee muh wu ntuŋ wu Nyo bo bɛɛŋse lɛ bvunfoŋ bvu Nyo le bvù chaaŋ, nje bo tɛ gɛ̀ bɛɛŋ Joŋ leesɛ bo a joo
2a071e00a9	Geenɛ, Bafalashii mo bamii ba gɛ̀ kee banchi ba Nyo chuule gɛ̀ faŋ fiboo ntaŋ wù Nyo gɛ̀ too bɛ wu nje bo gɛ̀ faŋ lɛ keefɛ Joŋ leesɛ bo a joo tɛ gɛ.
2a071f0063	Jiso ja wu gha lɛ, “Fiɛɛ fì taŋlo mbege kiŋgogɛ ki mɛɛse kinɛ yu le la? Bo le njɛ la?
2a072000ef	Nlé nsɛ̂ɛŋ bɛŋ fiɛɛ fì bo le njɛ fi. Bo le gɛh njɛ booŋ ba shige shige bo le bo shiiyɛ manjuu ma waaŋ le, bamu tɛŋe bamu bo biide lɛ, ‘Bee toŋe ndoŋ fɛ bɛŋ bine sɛŋ? Bee nyaa ŋkee wu kwe bɛŋ mbɛmɛ gɛ?’
2a0721007e	Le gɛh no Joŋ Nlesɛajoo gɛ to, wu shee jɛŋ wu muu gɛ mbvuuŋ gɛ, bɛŋ lɛ wu kɛmɛ nyu nchɛndaa wu debele ye ye le.
2a072200c4	Muh wù jee che le Mwamuh doo wu to, wu jii wu muu, bɛŋ lɛ ba bijɛ ba yɛŋ, wu jiɛnyi wu wuude mwɛɛ munjile wu yaane mbvuuŋ, wu ka nyu nsaŋ yi bamii ba koode ŋwa mo bamii ba befe bamu.
2a0723004a	Geenɛ, bamii bachii ba toone bvufee bvu Nyo duunyi lɛ le bvù kooji.”
2a07240079	Muh wu Bafalashii wumu tɛɛŋ Jiso lɛ wu to wu ji mwɛɛ a wu yeh. Jiso bɛɛŋ wu gɛɛŋ bo shii bo mo bo jii mwɛɛ.
2a072500ba	Fi kooshɛ lɛ kinjikuu kimu gɛ̀ bee tɛ ntɛ wɛɛ le. Wu yu lɛ Jiso jii mwɛɛ a muh Bafalashii wɛɛ yeh, wu mo wu jo fiŋkaaŋ fi mɛɛ ma yefɛ ma gwee wuŋ wu gɛɛŋ bɛ mo fo.
2a072600ec	Wu gɛɛŋ wu lee wu lɛɛŋ mbebe yi Jiso le, wu kɛ wu beede, ajoo chiɛɛnyi yi bikaa bi Jiso le. Wu mo wu ŋgvuumɛ, wu ŋgvuusɛ kikwɛɛ ke wu shode bikaa bi Jiso bɛ yvu ye yi kikwɛɛ, wu shiŋe wu, wu mo wu yefɛ bɛ mɛɛ maa.
2a072700f6	Muh Bafalashii wɛɛ wù gɛ̀ tɛŋɛ Jiso lɛ wu to wu ji mwɛɛ, lɛ wu yɛŋ noo, wu kwajɛ a fitele fie le “Be bee lɛ muh wunɛ nyume muh wu ntuŋ wu Nyo tu wu bee wu kɛɛ fiɛɛ fì le kwɛse wunɛ wù kune wu le, lɛ le kinjikuu.”
2a0728008e	Jiso ja wu jɛmɛ muh Bafalashii wɛɛ le lɛ, “Samoŋ, ŋkɛme fiɛɛ fì njɛmɛ wo le.” Wu chvuu lɛ, “Muh wu N'yɛyɛ, jɛ̂mɛ.”
2a07290096	Jiso mo wu kɛ lɛ, “Muh mu gɛ̀ be wu foosɛ bamii bafɛɛ bige, wu foosɛ muh mu bɛ badanale gii yitɛŋ, wu foosɛ muh mu badanale Mbaanshɛŋ.
2a072a00b8	Bi gɛ̀ ya bo bachii ki bo kaasɛ bo laŋɛ, wu mo wu chinɛ bige biyu bo le. Mɛɛse wo yɛne lɛ antɛnɛɛ a bamii ba bafɛɛ banɛ muh wù taŋlo wu koŋe wu wesee le wù la?”
2a072b0077	Samoŋ chvuu lɛ, “Le muh wù ba gɛ̀ chinɛ ye fioo yi duude le.” Jiso bɛɛŋ lɛ, “Wo le wo chvuu chuule.”
2a072c0127	No wu mbɛmɛ noo, wu kaasɛ ye wu bijɛ kwɛse wɛɛ, wu mo wu jɛmɛ Samoŋ le lɛ, “Wo le wo yɛŋ kwɛse wunɛ le? No mbe nto a wo yeh, wo be baaŋ nya gɛ mɛ mo bɛ joo ki nchugɛ bikaa yu gɛ. Geenɛ, kwɛse wunɛ le wu chugɛ wa bikaa biaŋ nyu bɛ ajoo, wu sho bɛ yvu ye yi kikwɛɛ.
2a072d0075	Wo be baaŋ yɛsɛ gɛ mɛne wo shiŋe mɛ gɛ. Geenɛ kɛge no mbe to fɛnɛ, le no kwɛse wunɛ shiŋe bikaa biaŋ.
2a072e0090	Wo be baaŋ yefɛ gɛ kikwɛɛ kaŋ gɛ mo nyu bɛ mɛɛ gɛ mbɛŋ. Geenɛ, kwɛse wunɛ le wu yefɛ wa bikaa biaŋ nyu bɛ mɛɛ ma gwee wuŋ.
2a072f00da	Noo, nsɛŋe wo le lɛ, kwɛse wunɛ le wu dunyɛ kiŋkoŋɛ kì baaŋ nje ba le ba lɛɛshɛ wa bimbefɛ bie bì duude baaŋ. Geenɛ, muh wù ba lɛɛshɛ bimbefɛ bie bì le shige duunyi kiŋkoŋɛ kì shige.”
2a07300052	Jiso mo wu jɛmɛ kwɛse wɛɛ le lɛ, “Ba le ba lɛɛshɛ wa bimbefɛ biuŋ.”
2a07310096	Bamii ba bɛ bo gɛ̀ jii mwɛɛ mo bo kɛ bo tu bo shuŋshi lɛbolɛbo bo duu lɛ, “Le yɛɛŋ wunɛ mbɛŋ wu mo lɛɛshi lo bimbefɛ bi bamii?”
2a07320086	Jiso mo wu mɛsɛ wu jɛmɛ kwɛse wɛɛ le lɛ, “Wo gɛ̂ɛne fiuŋ chuule fitele fì wo lese ye yaŋ le le fi ge fia wo bonɛ.”
2a080100a8	Ajiŋ a yu, Jiso ja wu jiɛnyi a bilaantɛŋ bɛ bantɛ le wu feeji saaka wù joŋe kune bvunfoŋ bvu Nyo. Booŋ be ba ŋgoo lɛ ba yuufe ncho bafɛɛ gɛ̀ bii wu le,
2a080200ee	noo bikɛse bamu ba wu gɛ̀ fɛ binchɛŋ biboo bɛ bamu ba wu gɛ̀ bvusɛ biyo bì befe ye yiboo le. Bikɛse banɛ gɛ̀ bee Mɛɛle wù bo gɛ̀ tɛŋe lɛ Madaleŋ, wù wu gɛ̀ bvusɛ banchɛndaa ba debele yi ye ye le bvusooshwi.
2a080300cb	Nyume Joana wù jwɛɛŋ gɛ̀ bee Chusa wù gɛ̀ lɛne Hɛlod le, mo Susana bɛ bikɛse bamu wesee. Bo gɛ̀ jiɛnyi noo, bo bvuse mwɛɛ a bikɛɛ biboo le, bo fii Jiso yu bɛ booŋ be ba ŋgoo lɛ.
2a0804006f	Bamii gɛ̀ ja bantɛ le bantɛ le bo too fɛ Jiso le. Kinchvu ki bamii gɛ̀ yisɛ fo, wu ma ŋgaŋ bo le lɛ.
2a080500a3	“Muh gɛ̀ la ki wu gɛ̂ɛŋ wu noŋ muntaŋ. Wu gɛ̀ doo wu nooŋ, mumu gweeyɛ a je, bamii fede bo jiɛnyi bɛ bikaa, munyii mù fuune we gɛ̀ tajɛ mu ji.
2a0806006a	Mumu gwe fɛ kijusɛ ki ata le, lɛ mu doo mu buujɛ mu mo mu yunɛ nje kijusɛ kɛɛ gɛ̀ bee ki yɛŋe.
2a0807007d	Mumu muntaŋ gwe yi mbiaŋ le, lɛ mu doo mu buujɛ mu kuu bɛ mbiaŋ yiyu, yi mo yi baŋe muntaŋ mwɛɛ lɛ fɛ mu kuu gɛ.
2a080800c3	Mumu gwe nyu yi nshɛŋ yì joŋe le, lɛ mu buujɛ, mu kuu, ba gɛ̀ gwejɛ mu bu kiŋgane gwii fede no ba gɛ̀ noŋ.” No Jiso ma noo, wu mo wu jaŋ lɛ, “Muh wù kɛme bintuŋ, wu yu.”
2a0809004c	Booŋ be ba ŋgoo gɛ̀ ja bo biih wu le laa ŋgaŋ wɛɛ duunyi lɛ la lɛ?
2a080a012a	Wu chvuu bo le lɛ, “Le bɛŋ ba Nyo le wu ge lɛ taŋlo bɛŋ kee mwɛɛ mu bvunfoŋ bwe mù le nyilɛ le. Geenɛ, bamii bamu yuge fiboo nyume a baŋgaŋ le. Fi le noo no fi gɛ̀ bee wa lɛ, ‘Bo lé bo gê bo jîiŋe gɛh lo mwɛɛ bo yɛde gɛ, Bo yege gɛh lo bo yuge gɛ fiɛɛ gɛ.’
2a080b004a	Bɛŋ yu la fiɛɛ fì ŋgaŋ wɛɛ duunyi. Muntaŋ mwɛɛ le jɛ yi Nyo.
2a080c00a1	Muntaŋ mù gɛ̀ gwe a je, le bamii ba yuge jɛ yi Nyo debele mo wu to wu bvusɛ saaka wɛɛ a muntele muboo le, lɛ keefɛ bo bɛ̂ɛŋ bo tô bo lûŋ gɛ.
2a080d00e8	Muntaŋ mù gɛ̀ gwe fɛ kijusɛ ki ata le, le bamii ba yuge jɛ yi Nyo bo mo bo fi lo bɛ njoŋ, geenɛ yi baaŋ a chimɛ gɛ gɛŋ fɛ muntele muboo le gɛ, bo bɛmɛ gɛh nyu fɛmu fɛmu. Moŋ nɛ le wu to, wu mo wu chii bikaa.
2a080e00c7	Muntaŋ mù gɛ̀ gwe yi mbiaŋ le, le bamii ba yuge jɛ yi Nyo, bo doo bo gɛɛne, nfuuŋsɛ bɛ bvukugɛ mo njoŋ wu mwɛɛ mu yi kikfuuŋ le mo mu to mu yigɛ jɛ yiyu yi laayɛ lo yi ka kuu gɛ.
2a080f00d6	Muntaŋ mù gɛ̀ gwe yi nshɛŋ yì joŋe le, mu le bamii ba kɛme muntele mù njoŋe, ba yuge jɛ yi Nyo, bo mo bo lee lo muntele muboo yi le, bo mo bo kaane shɛ́ŋ, bo gee no yi goone bo gɛɛne lo fwe fwe.
2a081000e9	Gɛ muh to wu chu kin'yesɛ wu ka wu jo ŋkaa wu kfuusɛ yu gɛ. Gɛ taŋlo wu ka wu leesɛ tɛ agaguu gɛ. Wu to wu chu, kinʼyesɛ wu tome nyu yi fiɛɛ fì ba to ba toome kin'yesɛ fo, lɛ bamii doo bo lese yeh bo yɛde n'yuu le.
2a0811005f	Fiɛɛ fichii fì le nyilɛ le, le fi nyu fi yɛne, mwɛɛ mù ajiŋ ajiŋ le mu bu n'yuu le.
2a081200f4	Noo, bɛŋ doo bɛŋ yege jɛ yi Nyo bɛŋ mo bɛŋ yege yi chuule bɛŋ kêe lɛ muh wù kɛme fiɛɛ lé ba nyû ba bîsɛ lo. Muh wù kɛme gɛ fiɛɛ gɛ mo nyu fì shige fì wu kwaji lɛ wù kɛme lo ba lé ba fî lo a wu le.”
2a08130095	No Jiso gɛ̀ yɛyi bamii noo, bwe Jiso bɛ booŋ ba bwe Jiso ja bo to lɛ bo yɛŋ wu le. Fi ya bo no bo lee nje kinchvu ki bamii gɛ̀ duude baaŋ.
2a08140061	Muh mu jɛmɛ Jiso le lɛ, “Bwoo bɛ booŋ ba bwoo lɛme akfuuŋ bo goone ki bo yɛŋ wo le.”
2a08150066	Wu chvuu fie lɛ, “Bwɛɛŋ bɛ booŋ ba bwɛɛŋ le bamii ba yuge jɛ yi Nyo bo gee no yi goone.”
2a0816008b	Lɛ ka nyu juu chimi, Jiso jɛmɛ booŋ be ba ŋgoo le lɛ, “Bee daŋ mamasi bee gɛɛŋ wuŋ kwege.” Bo mo bo lee a ŋguh le bo daŋe.
2a081700a0	No bo gɛ̀ daŋe, Jiso kɛ wu lefe. Nfuŋ ja wu kɛ wu shii, wu fuge joo bɛ bvuŋga joo lese a ŋguh le yi goone ki yi yîsɛ yo, bo nyu wa lo jwe wu kwe le.
2a081800c3	Bo gɛɛŋ bo kaŋsɛ Jiso bo du lɛ, “Chiji Kikwɛɛ, Chiji Kikwɛɛ, bee le be kweeyɛ.” Jiso kaŋsɛ wu waŋ nfuŋ bɛ joo yì gɛ̀ fuge yiyu, nfuŋ wuyu lu, joo mo yi chii nɛ shiiŋŋ.
2a081900b9	Wu biih bo le laa, “Bɛŋ leese fitele nyu yi yɛɛŋ le mbɛŋ?” Ye kuufɛ bo, bo kɛmɛ nfaaŋ bo ghaade lɛ, “Wunɛ le muh wù nɛɛ wù wanɛ nfuŋ bɛ joo mu yuge wu le?”
2a081a0069	Bo daŋ mamasi wɛɛ bo bu wuŋ kwege kimbe ki Gɛlasɛŋ le, bo chinɛ wa kimbe ki woŋ kì Galalee le.
2a081b010d	Jiso doo wu bude a ŋguh le, lɛ wu fɛsɛ kwa, bɛ muh mu wu a kinlaantɛŋ ki yu le tasɛ bɛ banchɛndaa ba debele bo fuuŋse wu. Bo che wa ye ye le baaŋ wu jiɛnyi kichinɛ kiyɛse, wu chee nyu afuuŋ yì ba gɛ̀ jiiyi bamii yo le. Wu ka chee gɛ fɛ yeh le gɛ.
2a081c00e7	No wu yɛŋ Jiso le, wu mo wu saa wu chinɛ kitada, wu gɛɛŋ wu gwe a wu jii, wu waŋ bɛ bvuŋga lɛ, “Jiso, Mwa Nyo, Nyo wu le Kikwɛɛ ki Mwɛɛ Munchii lɛ, wo goone la a mɛne? Kii kii, keefɛ wo nyâ mɛ ŋgɛ le gɛ.”
2a081d0152	Wu gɛ̀ jɛme noo nje Jiso gɛ̀ bee wu waŋ wa kiyo ki debele kiyu lɛ ki bû yi muh wuyu le. Ki to ki tu ki chuufe wù kiŋgane le kiŋgane le ba koode lo wu, ki ba koo ba kaaŋ chiaaŋ mo bikaa bɛ ncha fɛ ba tu ba chiɛɛne. Bo gɛ̀ kaaŋ noo, wu suume gɛh lo, kiyo kiyu mo ki chuufe wu, wu mo wu tu wu lege wu gɛɛne nchvuuŋ.
2a081e00b9	Jiso mo wu biih muh wɛɛ le lɛ, “Jee chuŋ le yɛɛŋ?” Wu chvuu lɛ, “Jee chaŋ le kinchvu.” Wu gɛ̀ chvuse noo nje banchɛndaa ba debele gɛ̀ bee bo chiiŋ lo yi ye ye le.
2a081f0066	Banchɛndaa bayu lɛgɛ Jiso lɛ keefɛ wu chiiŋsɛ bo nyu a kintuge kì shiide nɛ ŋooŋŋ le gɛ.
2a082000be	Gɛ̀ bee ŋgoo yi munyuŋa yimi jii mwɛɛ yi mbɛɛsɛ le fo, banchɛndaa ba debele bayu mo bo lɛgɛ Jiso lɛ wu chiiŋsɛ bo bo boh bo gɛɛŋ bo lee nyu yi munyuŋa muyu le. Wu bɛɛŋ.
2a08210099	Bo mo bo bu ye yi muh wuyu le, bo daŋsɛ bo gɛɛŋ bo lee yi munyuŋa muyu le. Mu sɛŋ mu boh a kiŋkoŋ le, mu shii a mamasi wɛɛ le, mu kweeyɛ yo.
2a082200a9	Bamii ba gɛ̀ chiɛɛne munyuŋa muyu yɛŋ fiɛɛ fì gɛ̀ kooshɛ le, bo ja fo, bo baa lo legɛ, bo gɛɛŋ bo sɛɛŋ saaka wuyu a kilaantɛŋ bɛ bantɛ ba yo le.
2a082300fb	Bamii tu bo yuge, bo bude bo gɛɛne ki bo yɛŋ tɛ fiɛɛ fì kooshi le. Bo to fɛ Jiso be bee fo, bo yɛŋ muh wɛɛ le, banchɛndaa ba debele baa chinɛ wa wu le, wu shii mbebe Jiso le, wu jii njú, bvufee bwe kaasɛ wa bvu tu fo. Bo faŋ baaŋ.
2a08240099	Bamii ba gɛ̀ yɛŋ fiɛɛ fì gɛ̀ kooshɛ le kɛ bo sɛŋe bo no fi gɛ̀ jiɛnyɛ bɛ muh wɛɛ wu gɛ̀ kɛme banchɛndaa ba debele fɛ wu tɛmɛ.
2a08250094	Bamii bachii ba bimbe bì Gɛlasɛŋ le kɛmɛ faaŋ, bo mo bo chooŋɛ Jiso lɛ wu gɛ̂ɛne. Jiso mo wu ja fie, wu lee a ŋguh le lɛ wu gɛɛne,
2a08260088	muh wɛɛ wu banchɛndaa ba debele gɛ̀ bu yi ye ye le mo wu lɛgɛ Jiso lɛ bɛ wu gɛɛne. Jiso faŋ, wu chvuu wu jiŋ wu jɛmɛ lɛ,
2a082700eb	“Wo gɛ̂ɛne nyu fɛ wo kfuuŋ, wo gɛ̂ɛŋ wo sɛɛŋ bamii buŋ fiɛɛ fì Nyo ge fɛ wo le.” Noo, muh wɛɛ mo wu tu jiŋ wu gɛɛŋ wu jiɛnyi kinlaantɛŋ kɛɛ le kichii, wu sɛŋe kiŋgha ki fiɛɛ fì Jiso ge fɛ wu le.
2a08280072	Jiso daŋ mamasi, wu kaasɛ wu tu jiŋ kimbe kɛge le. Kinchvu ki bamii kì be shɛshɛ ki chiɛɛne wu fo fi wu.
2a082900c6	Jwɛŋsɛ wumu gɛ̀ to fo ba tɛŋe lɛ Jailu, nyu chiji kikwɛɛ ki yeh yi buunɛ yi yo le. No wu to, wu fe wu gɛɛŋ wu tuŋ anyuu wu ŋgvuumɛ a Jiso jii, wu ku chiaaŋ lɛ wu to gɛh a wu yeh,
2a082a00a3	lɛ mwa ye kwee lo. Wu gɛ̀ kɛme mwa, ka gɛh wu maa, nyu mwa wù kwɛse wù nyu biluŋ yuufe ncho bifɛɛ. Bɛ Jiso ja bo gɛɛne kinchvu ki bamii faase Jiso.
2a082b00d7	Kwɛse wumu nyu a bo ntɛnɛɛ wù nyu wu chɛŋ wa bɛ kinchɛŋ ki bikɛse yi biluŋ le yuufe ncho bifɛɛ. Wu lɛsɛ wa fiɛɛ fichii fì wu gɛ̀ kɛme chiaaŋ yi bamii ba bifudɛ le, ki gɛ̀ ya bo ki bo fɛ.
2a082c0062	Wu kɛŋsɛ wu to a Jiso jiŋ, wu kuŋ jwe wù nju yi Jiso le. Kimimia kinchɛŋ ke mo ki suunɛ.
2a082d009a	Jiso biih lɛ, “Kuŋ yɛɛŋ mɛne?” Bamii bachii maŋe lo. Bita ja wu biih lɛ, “Chiji Kikwɛɛ, gɛ wo yɛde lɛ kinchvu ki bamii faase wo gɛ?”
2a082e0056	Jiso duu gɛh lɛ, “Muh le wu kuŋ mɛne. Nle yu no bvuŋga le bvu bu ye yaŋ le.”
2a082f0104	Kwɛse wɛɛ yɛŋ lɛ gɛ je nyu yu yì taŋlo wu nyilɛ gɛ, njaŋ mo yi koo wu wu gɛɛŋ wu tuŋ anyuu a Jiso jii wu mo wu sɛɛŋ bamii bachii yu fiɛɛ fì be ge wu fɛ wu kuŋ Jiso le, wu ka wu sɛɛŋ no wu be kuŋ noo kinchɛŋ ke suunɛ lo kimimia.
2a0830007e	Jiso jɛmɛ wu le lɛ, “Mwa yaŋ, fitele fiuŋ fì wo lese yi ye yaŋ le, le fi ge wa wo tɛmɛ. Wo gɛ̂ɛne la chuule.”
2a083100fe	Gɛh no Jiso gɛ̀ baaŋ wu jɛme kwɛse wɛɛ le noo, muh mu fɛsɛ fo wu ja fɛ la chi Jailu wù chiji kikwɛɛ ki yeh yi buunɛ yɛɛ le, wu jɛmɛ wu le lɛ, “Mwa yo le wu mɛsɛ wa. Keefɛ wo ka wo shê wo nyâa ŋgɛ Muh wu N'yɛyɛ le gɛ.”
2a0832009e	Wu doo wu jɛmɛ noo, Jiso yu, wu jɛmɛ Jailu le lɛ, “Keefɛ wo fâane gɛ, lêesɛ gɛh nyu fitele fiuŋ yi ye yaŋ le maa, mwa yo lé wu tɛ̂mɛ.”
2a083300b5	Bo mo bo ja bo gɛɛne fɛ Jailu kfuuŋ, lɛ wu doo wu gɛɛŋ wu fɛsɛ fo, Jiso faŋ lɛ muh yeh lee gɛ. Wu jo gɛh nyu Bita bɛ Jɛm mo Joŋ mo chiji mwa bɛ bwe mwa bɛ bo lee.
2a0834007b	Gɛ̀ bee bamii yode lo fo, kwe fiee lo fo. Jiso jɛmɛ lɛ, “Bɛŋ lû bɛ kwe, mwa wunɛ baaŋ kwe gɛ, wu lefe lo.”
2a08350054	Bamii ja bo tu bo keede lo wu fo, nje bo gɛ̀ kee chuule lɛ mwa wuyu le wu kwe wa.
2a0836006b	Wu gɛɛŋ fɛ mwa wuyu gɛ̀ gime fo, wu jijɛ wu yi kibo le wu tɛɛŋ lɛ, “Mwa wù kwɛse, ja we!”
2a08370063	Wu mo wu kaasɛ wu tu yu, wu mo wu ja we kimimia. Jiso jɛmɛ lɛ ba jiŋɛ fiɛɛ ba nya wu wu ji.
2a08380078	Bwee bɛ chiji yɛŋ fiɛɛ fì kooshi le, jwe yuŋ bo. Jiso leh lo lɛ keefɛ bo sɛ̂ɛŋ muh fiɛɛ fì kooshi gɛ.
2a090100b7	Jiso gɛ̀ ja wu tɛɛŋ booŋ be ba ŋgoo ba yuufe ncho bafɛɛ, bo taashɛ bo to. Wu nya bo bvuŋga bɛ je yì bo bvuuse banchɛndaa ba debele ye yi bamii le bo ka fɛde binchɛŋ,
2a09020068	wu mo wu tuŋ bo lɛ bo gɛ̂ɛŋ bo fêeji bamii kune bvunfoŋ bvu Nyo bo ka fɛde bamii ba binchɛŋ.
2a090300d6	Wu ka wu jɛmɛ bo le lɛ, “Bɛŋ doo bɛŋ gɛɛne, keefɛ muh jô fiɛɛ gɛ. Keefɛ muh jô kimbaŋ gɛ, mo nyume kikɛɛ gɛ, mo nyume fiɛɛ fijile gɛ, mo nyu bige gɛ. Keefɛ muh jô bikuŋ bifɛɛ gɛ.
2a0904009d	Bɛŋ doo bɛŋ gɛɛne bɛŋ lee ntɛ le, yeh yì ba gɛɛ bɛŋ yu, bɛŋ mo bɛŋ chêe gɛh nyu yu gɛɛŋ bu sege bɛŋ lé bɛŋ jâ ntɛ wɛɛ le.
2a090500a9	Nɛ ntɛ wumu le wu faŋ ki wu fî bɛŋ, bɛŋ ja yo, sege bɛŋ bude bɛŋ kaajɛ bibvunɛ bi yi bikaa biɛna le, fi ge fi nyume njiŋɛ yi fiɛɛ fì bo moŋ le.”
2a090600a6	Bo mo bo ja bo gɛɛne, bo gɛɛŋ bo tu bo jiɛnyi bantɛ le bantɛ le, bo feeji saaka wù joŋe wu kune bvunfoŋ bvu Nyo, bo mo bo fɛde bamii ba binchɛŋ bachii.
2a090700b8	Hɛlod wù gɛ̀ sage kimbe ki woŋ kì Galalee yu mwɛɛ munchii mù gɛ̀ kooshi, mu fuuŋsɛ wu nje bamii bamu gɛ̀ jade bo duu lɛ Jiso wunɛ le Joŋ Nlesɛajoo wu kaase wu bu.
2a09080078	Bamu duu lɛ le Alaja wu kaase wu to. Bamu duu fiboo lɛ le muh wu ntuŋ wu Nyo wu fweele wumu wu kaase wu bu yi kwe le.
2a090900c5	Hɛlod mo wu ghaa lɛ, “Joŋ le nche mbvusɛ wa kikwɛɛ ke. Wunɛ muh ka nyume yɛɛŋ mɛɛse wù mɛ n'yuge kfuu chi munɛ mwɛɛ kune wu?” Wu mo wu goone lɛ wu bee wu yɛŋ Jiso wɛɛ le.
2a090a00cb	Booŋ ba ntuŋ ba Jiso gɛ̀ jiɛnyɛ bo kaasɛ bo tu jiŋ, bo sɛɛŋ mwɛɛ munchii mù bo ge fɛ wu le. Wu mo wu ja wu jo bo bɛ bo kɛŋsɛ yo, bo bu bo gɛɛne je yi a kinlaantɛŋ kì Bɛsada le.
2a090b0087	Geenɛ, kinchvu ki bamii kɛɛ ki kuŋe ki bii wu le, wu fi bo wu mo wu kɛ wu feeji kune bvunfoŋ bvu Nyo wu ka fɛde bamii ba chɛne.
2a090c0115	Lɛ juu doo chi gɛɛne ki chi selɛ, booŋ ba Jiso ba ŋgoo ba yuufe ncho bafɛɛ bo kɛŋsɛ bo to bo jɛmɛ wu le lɛ, “Dû lɛ bamii banɛ le lɛ bo gɛ̂ɛŋ bantɛ bɛ ala a mbebe le, bo gû mwɛɛ muboo munjile bɛ fɛ bo lé bo chê fo, nje fɛnɛ le nchvuuŋ.”
2a090d0131	Jiso chvuu fie lɛ, “Le bɛŋ, bɛŋ lé bɛŋ nyâ bo fiɛɛ fì bo lé bo jî.” Bo jɛmɛ lɛ, “Fiɛɛ fì bee kɛme le gɛh chefe yi blɛd yishɛŋ bɛ bíɛŋ yifiɛɛ. Fuge noo sɛŋ tu wo goone lɛ bee gɛɛŋ be gu lo mwɛɛ munjile ŋguu le fɛ bee to be nya bamii banɛ le bachii.”
2a090e00e7	Bo gɛ̀ duu noo nje bamii gɛ̀ bee fo wesee, bilɛŋsɛ maa gɛ̀ bee njɛ banchvuge batɛŋ. Jiso mo wu jɛmɛ booŋ be ba ŋgoo le lɛ, “Bɛŋ du bamii baa shiiyɛ fɛkuu manjuu le manjuu le, njɛ mbaanshɛŋ, mbaanshɛŋ.”
2a090f0026	Bo jɛmɛ, bo mo bo shiiyɛ bo bachii.
2a091000c3	Jiso jo chefe yi blɛd yi yishɛŋ chiɛɛ bɛ bíɛŋ yi yifiɛɛ chiɛɛ, wu bijɛ we, wu nya kiyone Nyo le, wu mo wu bwɛɛyɛ wu nya booŋ be ba ŋgoo le lɛ bo gâ binchvu bi bamii baa le.
2a09110081	Bo gajɛ, bamii bachii ji bo fuu, booŋ ba Jiso ba ŋgoo baanyɛ bimbɛge bì gɛ̀ gweeyɛ, bi yisɛ ŋkaa yuufe ncho yifiɛɛ.
2a09120082	Lɛ nyu juu chimi, Jiso buune wu maa, booŋ be ba ŋgoo nyu mbebe ye le. Wu ja wu biih bo le lɛ, “Bamii duu lɛ nle yɛɛŋ?”
2a0913009d	Bo chvuu lɛ, “Bamii bamu duu lɛ wo le Joŋ Nlesɛajoo, bamu lɛ Alaja, bamu duu lɛ wo le muh wu ntuŋ wu Nyo wu fweele wumu wu kaase wu bu yi kwe le.”
2a09140076	Wu mo wu biih bo le lɛ, “Bɛŋ duu finɛ lɛ nle yɛɛŋ?” Bita chvuu lɛ, “Wo le Mbvusɛ wù Nyo gɛ̀ ka.”
