0100000009	創世記
012c0e0081	しかしてユダとその兄弟等ヨセフの家にいたるにヨセフなほ其處にをりしかばその前に地に伏す
012c0f0090	ヨセフかれらにいひけるは汝等がなしたるこの事は何ぞや我のごとき人は善く卜ひうる者なるをしらざるや
012c1000f6	ユダいひけるは我等主に何をいはんや何をのべんや如何にしてわれらの正直をあらはさんや神僕等の罪を摘發したまへり然ば我等およびこの杯の見あたりし者倶に主の奴隸となるべし
012c110099	ヨセフいひけるはきはめて然せじ杯の手に見あたりし人はわが奴隸となるべし汝等は安然に父にかへりのぼるべし
012c1200d2	時にユダかれに近よりていひけるはわが主よ請ふ僕をして主の耳に一言いふをえせしめよ僕にむかひて怒を發したまふなかれ汝はパロのごとくにいますなり
012c13005a	昔にわが主僕等に問て汝等は父あるや弟あるやといひたまひしかば
012c1400ae	我等主にいへり我等にわが父あり老人なり又その老年子なる少者ありその兄は死てその母の遺せるは只是のみ故に父これを愛すと
012c15007e	汝また僕等にいひたまはく彼を我許につれくだり我をして之に目をつくることをえせしめよと
012c160060	われら主にいへり童子父を離るをえず若父をはなるるならば父死べしと
012c170096	汝また僕等にいひたまはく汝らの季の弟汝等とともに下るにあらざれば汝等ふたたたびわが面を見るべからずと
012c180066	我等すなはちなんぢの僕わが父の所にかへりのぼりて主の言をこれに告たり
012c19004b	我らの父再びゆきて少許の糧食を買きたれといひければ
012c1a00d8	我らいふ我らくだりゆくことをえずわれらの季の弟われらと共にあらば下りゆくべし其は季の弟われらと共にあるにあらざれば彼人の面をみるをえざればなりと
012c1b0063	なんぢの僕わが父われらにいふ汝らのしるごとく吾妻われに二人を生しが
012c1c007e	その一人出てわれをはなれたれば必ず裂ころされしならんと思へり我今にいたるまで彼を見ず
012c1d00a5	なんぢら是をも我側より取ゆかんに若災害是の身におよぶあらば遂にわが白髮をして悲みて墓にくだらしむるにいたらんと
012c1e00a5	抑父の生命と童子の生命とは相結びてあれば我なんぢの僕わが父に歸りいたらん時に童子もしわれらと共に在ずば如何ぞや
012c1f0099	父童子の在ざるを見ば死るにいたらん然れば僕等なんぢの僕われらの父の白髮をして悲みて墓にくだらしむるなり
012c200078	僕わが父に童子の事を保ひて我もし是を汝につれかへらずば永久に罪を父に負んといへり
012c210096	されば請ふ僕をして童子にかはりをりて主の奴隸とならしめ童子をしてその兄弟とともに歸りのぼらしめたまへ
012c220072	我いかでか童子を伴はずして父の許に上りゆくべけん恐くは災害の父におよぶを見ん
012d0100f9	茲にヨセフその側にたてる人々のまへに自ら禁ぶあたはざるに至りければ人皆われを離ていでよと呼はれり是をもてヨセフが己を兄弟にあかしたる時一人も之とともにたつものなかりき
012d02005d	ヨセフ聲をあげて泣りエジプト人これを聞きパロの家またこれを聞く
012d0300ba	ヨセフすなはちその兄弟にいひけるは我はヨセフなりわが父はなほ生ながらへをるやと兄弟等その前に愕き懼れて之にこたふるをえざりき
012d0400bd	ヨセフ兄弟にいひけるは請ふ我にちかよれとかれらすなはち近よりければ言ふ我はなんぢらの弟ヨセフなんぢらがエジプトにうりたる者なり
012d0500ab	されど汝等我をここに賣しをもて憂ふるなかれ身を恨るなかれ神生命をすくはしめんとて我を汝等の前につかはしたまへるなり
012d06006f	この二年のあひだ饑饉國の中にありしが尚五年の間耕すことも穫こともなかるべし
012d07008d	神汝等の後を地につたへんため又大なる救をもて汝らの生命を救はんために我を汝等の前に遣したまへり
012d0800b7	然ば我を此につかはしたる者は汝等にはあらず神なり神われをもてパロの父となしその全家の主となしエジプト全國の宰となしたまへり
012d0900b4	汝等いそぎ父の許にのぼりゆきて之にいへ汝の子ヨセフかく言ふ神われをエジプト全國の主となしたまへりわが所にくだれ遲疑なかれ
012d0a00a5	汝ゴセンの地に住べし斯汝と汝の子と汝の子の子およびなんぢの羊と牛並に汝のすべて有ところの者われの近方にあるべし
012d0b00a5	なほ五年の饑饉あるにより我其處にてなんぢを養はん恐くは汝となんぢの家族およびなんぢの凡て有ところの者匱乏ならん
012d0c006c	汝等の目とわが弟ベニヤミンの目の視るごとく汝等にこれをいふ者はわが口なり
012d0d0099	汝等わがエジプトにて亨る顯榮となんぢらが見たる所とを皆悉く父につげよ汝ら急ぎて父を此にみちびき下るべし
012d0e0078	而してヨセフその弟ベニヤミンの頸を抱へて哭にベニヤミンもヨセフの頸をかかへて哭く
012d0f0066	ヨセフ亦その諸の兄弟に接吻し之をいだきて哭く是のち兄弟等ヨセフと言ふ
012d100078	茲にヨセフの兄弟等きたれりといふ聲パロの家にきこえければパロとその臣僕これを悦ぶ
012d110090	パロすなはちヨセフにいひけるは汝の兄弟に言べし汝等かく爲せ汝等の畜に物を負せ往てカナンの地に至り
012d1200b1	なんぢらの父となんぢらの家族を携へて我にきたれ我なんぢらにエジプトの地の嘉物をあたへん汝等國の膏腴を食ふことをうべしと
012d130099	今汝命をうく汝等かく爲せ汝等エジプトの地より車を取ゆきてなんぢらの子女と妻等を載せ汝等の父を導きて來れ
012d140066	また汝等の器を惜み視るなかれエジプト全國の嘉物は汝らの所屬なればなり
012d1500a2	イスラエルの子等すなはち斯なせりヨセフ、パロの命にしたがひて彼等に車をあたへかつ途の餱糧をかれらにあたへたり
012d160078	又かれらに皆おのおの衣一襲を與へたりしがベニヤミンには銀三百と衣五襲をあたへたり
012d1700b7	彼また斯のごとく父に餽れり即ち驢馬十疋にエジプトの嘉物をおはせ牝の驢馬十疋に父の途の用に供ふる穀物と糧と肉をおはせて餽れり
012d18005d	斯して兄弟をかへして去しめ之にいふ汝等途にて相あらそふなかれと
012d19005a	かれらエジプトより上りてカナンの地にゆきその父ヤコブにいたり
012d1a00b1	之につげてヨセフは尚いきてをりエジプト全國の宰となりをるといふしかるにヤコブの心なほ寒冷なりき其はこれを信ぜざればなり
012d1b00cf	彼等またヨセフの己にいひたる言をことごとく之につげたりその父ヤコブ、ヨセフがおのれを載んとておくりし車をみるにおよびて其氣おのれにかへれり
012d1c0072	イスラエルすなはちいふ足りわが子ヨセフなほ生をるわれ死ざるまへに往て之を視ん
012e01008d	イスラエルその己につける諸の者とともに出たちベエルシバにいたりてその父イサクの神に犧牲をささぐ
012e02005a	神夜の異象にイスラエルにかたりてヤコブよヤコブよといひたまふ
012e0300c6	ヤコブわれ此にありといひければ神いひたまふ我は神なり汝の父の神なりエジプトにくだることを懼るなかれわれ彼處にて汝を大なる國民となさん
012e040084	我汝と共にエジプトに下るべし亦かならず汝を導のぼるべしヨセフ手をなんぢの目の上におかんと
012e0500b4	かくてヤコブ、ベエルシバをたちいでたりイスラエルの子等すなはちパロの載んとておくりたる車に父ヤコブと己の子女と妻等を載せ
012e06008a	その家畜とカナンの地にてえたる貨財をたづさへ斯してヤコブとその子孫皆ともにエジプトにいたれり
012e070090	ヤコブかくその子と子の子およびその女と子の女すなはちその子孫を皆ともなひてエジプトににつれゆけり
012e080084	イスラエルの子のエジプトにくだれる者の名は左のごとしヤコブとその子等ヤコブの長子はルベン
