010000000b	1 Mooseksen
012b0800ce	Ja Juuda sanoi isällensä Israelille: "Anna nuorukaisen seurata minun mukanani, niin me nousemme ja lähdemme matkalle, että jäisimme eloon, sekä me että sinä ja vaimomme ja lapsemme, emmekä kuolisi.
012b0900bf	Minä vastaan hänestä; minun kädestäni saat vaatia hänet. Jos en tuo häntä takaisin sinun luoksesi ja aseta häntä eteesi, niin minä olen syyllinen sinun edessäsi kaiken elinaikani.
012b0a006d	Totisesti, jos emme olisi näin vitkastelleet, niin olisimme jo kaksikin kertaa voineet olla sieltä kotona."
012b0b0108	Silloin heidän isänsä Israel sanoi heille: "Jos niin on, tehkää ainakin tämä: ottakaa säkkeihinne maan parhaimpia tuotteita ja viekää ne sille miehelle lahjaksi: vähän balsamia ja vähän hunajaa, kumihartsia ja hajupihkaa, pähkinöitä ja manteleita.
012b0c008a	Ja ottakaa mukaanne kaksinkertainen raha, niin että viette takaisin sen rahan, joka palautettiin säkkienne suussa. Ehkä se oli erehdys.
012b0d0059	Ottakaa sitten mukaanne myöskin veljenne ja nouskaa ja menkää jälleen sen miehen luo.
012b0e00cc	Jumala, Kaikkivaltias, suokoon, että se mies tekisi teille laupeuden ja antaisi toisen veljenne sekä Benjaminin palata kotiin teidän kanssanne. Mutta jos tulen lapsettomaksi, niin tulen lapsettomaksi."
012b0f0097	Niin miehet ottivat mukaansa lahjan ja kaksinkertaisen rahan sekä myöskin Benjaminin ja nousivat ja menivät Egyptiin; ja he astuivat Joosefin eteen.
012b1000c9	Kun Joosef näki Benjaminin heidän seurassaan, sanoi hän huoneenhaltijalleen: "Vie nämä miehet sisään; teurasta teuras ja valmista se, sillä miehet saavat syödä päivällistä minun kanssani".
012b11004b	Ja mies teki, niinkuin Joosef oli käskenyt, ja vei miehet Joosefin taloon.
012b12011a	Mutta miehet pelkäsivät, kun heitä vietiin Joosefin taloon, arvellen: "Sen rahan tähden, joka viime kerralla tuli takaisin meidän säkeissämme, ne nyt vievät meitä tänne hyökätäkseen ja karatakseen meidän kimppuumme, ottaakseen meidät orjiksi ja anastaakseen aasimme".
012b130052	Niin he menivät Joosefin huoneenhaltijan luo ja puhuttelivat häntä talon ovella
012b140060	ja sanoivat: "Oi kuule, herra, me olemme kerran ennen käyneet täällä ostamassa elintarpeita,
012b1500a7	ja kun me tulimme yöpaikkaan ja avasimme säkkimme, niin katso, jokaisen raha oli hänen säkkinsä suussa täysipainoisena; olemme nyt tuoneet ne mukanamme takaisin.
012b160089	Ja olemme tuoneet mukanamme toisenkin rahan ostaaksemme viljaa elatukseksemme. Emme tiedä, kuka on pannut meidän rahamme säkkeihimme."
012b1700de	Hän vastasi: "Olkaa rauhassa, älkää peljätkö. Teidän Jumalanne ja teidän isänne Jumala on antanut teidän löytää aarteen säkeistänne. Teidän rahanne minä olen saanut." Ja hän toi heidän luokseen Simeonin.
012b18006a	Ja hän vei miehet Joosefin taloon ja antoi heille vettä jalkain pesemiseksi ja heidän aaseilleen rehua.
012b19008f	He laittoivat lahjansa järjestykseen siksi, kunnes Joosef tulisi päivälliselle; sillä he olivat kuulleet, että saisivat aterioida siellä.
012b1a008a	Kun Joosef oli tullut kotiin, veivät he hänelle huoneeseen lahjat, jotka heillä oli mukanaan, ja kumartuivat maahan hänen edessänsä.
012b1b0069	Hän tervehti heitä ja kysyi: "Kuinka voi teidän vanha isänne, josta puhuitte? Vieläkö hän elää?"
012b1c007a	He vastasivat: "Palvelijasi, meidän isämme, voi hyvin; hän elää vielä". Ja he kumartuivat ja heittäytyivät maahan.
012b1d00ca	Ja hän nosti silmänsä ja näki veljensä Benjaminin, äitinsä pojan, ja kysyi: "Onko tämä teidän nuorin veljenne, josta puhuitte?" Sitten hän sanoi: "Jumala olkoon sinulle, poikani, armollinen".
012b1e00c6	Mutta silloin Joosef keskeytti äkkiä puheensa, sillä nähdessään veljensä hän tuli sydämessään liikutetuksi ja etsi tilaisuutta itkeäkseen; niin hän meni sisähuoneeseen ja itki siellä.
012b1f0060	Senjälkeen hän pestyään kasvonsa tuli ulos, hillitsi itsensä ja käski: "Tarjotkaa ruokaa".
012b2000e1	Ja tarjottiin erikseen hänelle ja erikseen heille ja erikseen egyptiläisille, jotka aterioivat hänen kanssaan; egyptiläiset näet eivät saata syödä yhdessä hebrealaisten kanssa, sillä se on egyptiläisille kauhistus.
012b210088	He istuivat vastapäätä häntä iän mukaan, esikoinen ensimmäisenä ja nuorin viimeisenä; ja ihmetellen miehet katselivat toisiaan.
012b2200a8	Ja hän antoi kantaa omasta pöydästään ruokia heille, ja Benjaminin annos oli viisi kertaa suurempi kuin kaikkien muiden. Ja he joivat hänen kanssaan ja juopuivat.
012c0100af	Sen jälkeen Joosef käski huoneenhaltijaansa sanoen: "Täytä miesten säkit viljalla, niin paljon kuin he voivat kuljettaa, ja pane itsekunkin raha hänen säkkinsä suuhun.
012c020080	Ja nuorimman säkin suuhun pane minun maljani, tuo hopeamalja, ynnä hänen viljarahansa." Ja hän teki, niinkuin Joosef käski.
012c030047	Aamulla päivän valjetessa miehet saivat aaseinensa lähteä matkalle.
012c0400d9	Mutta kun he olivat ehtineet vähän matkaa kaupungin ulkopuolelle, sanoi Joosef huoneenhaltijalleen: "Nouse ja aja miehiä takaa, ja kun saavutat heidät, sano heille: 'Minkätähden olette palkinneet hyvän pahalla?
012c05007e	Onhan se juuri se, josta isäntäni juo ja josta hän salaisia tiedustelee. Te olette pahoin tehneet menetellessänne näin.'"
012c060041	Kun hän sitten saavutti heidät, puhui hän heille nämä sanat.
012c070068	He vastasivat hänelle: "Minkätähden herramme puhuu näin? Pois se, että palvelijasi tekisivät niin!
012c0800a9	Katso, rahan, jonka löysimme säkkiemme suusta, me olemme tuoneet takaisin sinulle Kanaanin maasta; kuinka siis olisimme varastaneet hopeata tai kultaa herrasi talosta?
012c09005a	Se palvelijoistasi, jolta se löydetään, kuolkoon; ja me muut tulemme herramme orjiksi."
012c0a0085	Hän vastasi: "Olkoon niin, kuin olette puhuneet; se, jolta se löydetään, olkoon minun orjani. Mutta te muut pääsette vapaiksi."
012c0b0048	Ja he laskivat nopeasti säkkinsä maahan, ja jokainen avasi säkkinsä.
012c0c0060	Ja hän etsi, alkaen vanhimmasta ja lopettaen nuorimpaan, ja malja löytyi Benjaminin säkistä.
012c0d006a	Silloin he repäisivät vaatteensa, kuormasivat kukin tavaransa aasinsa selkään ja palasivat kaupunkiin.
012c0e006c	Ja Juuda meni veljinensä Joosefin taloon, jossa tämä vielä oli, ja he lankesivat maahan hänen eteensä.
012c0f0078	Silloin Joosef sanoi heille: "Mitä olettekaan tehneet! Ettekö tienneet, että minun kaltaiseni mies saa salatut ilmi?"
012c1000e1	Juuda vastasi: "Mitä sanoisimmekaan herralleni, mitä puhuisimme ja millä puolustautuisimme! Jumala on paljastanut palvelijaisi syyllisyyden. Katso, me olemme herrani orjat, niin hyvin me muut kuin se, jolta malja löytyi."
012c110092	Hän sanoi: "Pois se, että minä tekisin niin! Se, jolta malja löytyi, olkoon minun orjani, mutta te muut menkää rauhassa kotiin isänne luo."
012c1200c5	Silloin Juuda astui hänen eteensä ja sanoi: "Oi herrani, salli palvelijasi puhua sananen herrani kuullen, älköönkä vihasi syttykö palvelijaasi kohtaan, sillä sinä olet niinkuin itse farao!
012c130048	Herrani kysyi palvelijoiltaan sanoen: 'Onko teillä isää tai veljeä?'
012c1400f8	Me vastasimme herralleni: 'Meillä on kotona vanha isä ja veli, joka on syntynyt hänen vanhoilla päivillänsä ja on vielä nuori; mutta tämän veli on kuollut, ja niin hän on jäänyt yksin äidistänsä, ja hänen isänsä rakastaa häntä'.
012c150073	Niin sinä sanoit palvelijoillesi: 'Tuokaa hänet tänne minun luokseni, että silmäni saisivat katsella häntä'.
012c160080	Me vastasimme herralleni: 'Nuorukainen ei saata jättää isäänsä, sillä jos hän jättäisi isänsä, niin tämä kuolisi'.
012c170098	Mutta sinä sanoit palvelijoillesi: 'Jos nuorin veljenne ei tule tänne teidän kanssanne, niin älkää enää näyttäytykö minun kasvojeni edessä'.
012c180058	Ja me menimme kotiin palvelijasi, minun isäni, luo ja kerroimme hänelle herrani sanat.
012c19004d	Niin isämme sanoi: 'Menkää jälleen ostamaan meille vähän elintarpeita'.
012c1a00ca	Me sanoimme: 'Emme voi lähteä sinne; ainoastaan jos nuorin veljemme seuraa mukanamme, me lähdemme, sillä me emme voi näyttäytyä sen miehen kasvojen edessä, jollei nuorin veljemme ole mukanamme'.
012c1b006f	Niin palvelijasi, minun isäni, sanoi meille: 'Tiedättehän itse, että vaimoni synnytti minulle kaksi poikaa.
012c1c0083	Toinen lähti pois luotani, ja minä sanoin: Varmaan hänet on raadeltu kuoliaaksi, enkä minä ole häntä siitä päivin nähnyt.
012c1d008d	Jos te nyt viette minulta tämänkin ja jos onnettomuus kohtaa häntä, niin te saatatte minun harmaat hapseni vaipumaan tuskalla tuonelaan.'
012c1e008e	Jos minä siis tulisin kotiin palvelijasi, isäni, luo eikä meillä olisi mukanamme nuorukaista, johon hän on kaikesta sielustaan kiintynyt,
012c1f00ad	niin hän nähdessään, ettei nuorukainen ole kanssamme, kuolisi, ja me, sinun palvelijasi, saattaisimme palvelijasi, isämme, harmaat hapset vaipumaan murheella tuonelaan.
012c2000ae	Sillä palvelijasi on luvannut isälleen vastata nuorukaisesta ja sanonut: 'Jos en tuo häntä takaisin luoksesi, niin minä olen syyllinen isäni edessä kaiken elinaikani'.
012c210079	Ja jääköön siis palvelijasi herralleni orjaksi nuorukaisen sijaan, ja nuorukainen menköön kotiin veljiensä kanssa.
012c220095	Sillä kuinka minä voisin mennä kotiin isäni luo, jollei nuorukainen olisi kanssani? En voisi nähdä sitä surkeutta, joka tulisi isäni osaksi."
012d0100f9	Silloin Joosef ei voinut kauemmin hillitä itseään kaikkien niiden nähden, jotka seisoivat hänen ympärillään. Hän huusi: "Antakaa kaikkien mennä pois minun luotani!" Niin ei ollut ketään saapuvilla, kun Joosef ilmaisi itsensä veljilleen.
012d020064	Ja hän purskahti ääneensä itkemään, niin että egyptiläiset ja faraon hoviväki sen kuulivat.
012d0300be	Ja Joosef sanoi veljilleen: "Minä olen Joosef. Vieläkö minun isäni elää?" Mutta hänen veljensä eivät voineet vastata hänelle, niin hämmästyksissään he olivat hänen edessään.
012d040095	Mutta Joosef sanoi veljilleen: "Tulkaa tänne luokseni". Ja he tulivat. Niin hän sanoi: "Minä olen Joosef, teidän veljenne, jonka myitte Egyptiin.
012d0500bc	Mutta älkää nyt olko murheissanne älkääkä pahoitelko sitä, että olette myyneet minut tänne, sillä Jumala on minut lähettänyt teidän edellänne pitääkseen teidät hengissä.
012d06007b	Kaksi vuotta on nyt nälänhätä ollut maassa, ja vielä on jäljellä viisi vuotta, joina ei kynnetä eikä eloa korjata.
012d07009e	Niin Jumala lähetti minut teidän edellänne säilyttääkseen teille jälkeläisiä maan päällä ja pitääkseen teidät hengissä, pelastukseksi monille.
012d0800a3	Ette siis te ole lähettäneet minua tänne, vaan Jumala; hän asetti minut faraon neuvonantajaksi ja koko hänen hovinsa herraksi ja koko Egyptin maan valtiaaksi.
012d0900ad	Menkää, rientäkää minun isäni tykö ja sanokaa hänelle: 'Näin sanoo poikasi Joosef: Jumala on asettanut minut koko Egyptin herraksi, tule luokseni, älä viivyttele!
012d0a00aa	Sinä saat asettua Goosenin maakuntaan ja olla minun läheisyydessäni, sinä ja sinun lapsesi ja lastesi lapset, pikkukarjasi ja raavaskarjasi, kaikki, mitä sinulla on.
012d0b0099	Minä elätän sinua siellä-vielä on näet viisi nälkävuotta-niin ettet sinä eikä sinun perheesi eikä kukaan omaisistasi ole sortuva puutteeseen.'
012d0c005b	Te näette omin silmin, ja myöskin veljeni Benjamin näkee, että minä itse teille puhun.
012d0d00ab	Kertokaa siis isällenne kaikesta siitä kunniasta, joka on tullut minun osakseni Egyptissä, ja kaikesta, mitä olette nähneet, ja rientäkää ja tuokaa isäni tänne."
012d0e0062	Ja hän lankesi veljensä Benjaminin kaulaan ja itki, ja myöskin Benjamin itki hänen kaulassaan.
012d0f0077	Ja hän suuteli kaikkia veljiään ja itki heidän rinnoillaan. Senjälkeen hänen veljensä puhelivat hänen kanssaan.
012d100088	Kun sanoma siitä, että Joosefin veljet olivat saapuneet, kuului faraon hoviin, oli se faraon ja kaikkien hänen palvelijainsa mieleen.
012d11008f	Ja farao sanoi Joosefille: "Sano veljillesi: 'Tehkää näin: sälyttäkää kuormat juhtainne selkään ja lähtekää kotiin Kanaanin maahan,
012d120095	ottakaa isänne ja perheenne ja tulkaa minun luokseni, niin minä annan teille parasta, mitä Egyptissä on, ja te saatte syödä maan lihavuudesta'.
012d13009e	Ja näin sinun on käskettävä heitä: 'Tehkää näin: ottakaa itsellenne vaunuja Egyptin maasta lapsianne ja vaimojanne varten ja tuokaa isänne ja tulkaa.
012d14006d	Älkää surko taloustavaroitanne, sillä mitä parasta on koko Egyptin maassa, se on oleva teidän omanne.'"
012d150070	Israelin pojat tekivät niin, ja Joosef antoi heille vaunuja faraon käskyn mukaan sekä evästä matkaa varten.
012d160076	Hän antoi kullekin heistä juhlapuvun, mutta Benjaminille hän antoi kolmesataa hopeasekeliä sekä viisi juhlapukua.
012d1700dc	Samoin hän lähetti isälleen lahjaksi kymmenen aasia, jotka olivat kuormitetut Egyptin parhaimmilla tavaroilla, ja kymmenen aasintammaa, jotka kantoivat viljaa ja leipää sekä eväitä hänen isälleen matkaa varten.
012d180059	Sitten hän päästi veljensä menemään ja sanoi heille: "Älkää riidelkö matkalla".
012d19004f	Niin he lähtivät Egyptistä ja tulivat isänsä Jaakobin luo Kanaanin maahan.
012d1a00a9	Ja he kertoivat hänelle ja sanoivat: "Joosef on vielä elossa ja on koko Egyptin maan valtias". Mutta hänen sydämensä pysyi kylmänä, sillä hän ei uskonut heitä.
012d1b00b8	Niin he kertoivat hänelle kaiken, mitä Joosef oli heille puhunut. Ja kun hän näki vaunut, jotka Joosef oli lähettänyt häntä tuomaan, niin elpyi heidän isänsä Jaakobin henki.
012d1c0078	Ja Israel sanoi: "Nyt on minulla kyllin; poikani Joosef elää vielä, minä menen häntä katsomaan, ennenkuin kuolen".
012e010095	Niin Israel lähti matkalle mukanaan kaikki, mitä hänellä oli. Ja kun hän saapui Beersebaan, uhrasi hän teurasuhreja isänsä Iisakin Jumalalle.
012e02006a	Ja Jumala puhui Israelille näyssä yöllä; hän sanoi: "Jaakob, Jaakob!" Tämä vastasi: "Tässä olen".
012e03008c	Niin hän sanoi: "Minä olen Jumala, sinun isäsi Jumala; älä pelkää mennä Egyptiin, sillä minä teen sinut siellä suureksi kansaksi.
012e040082	Minä menen sinun kanssasi Egyptiin, ja minä myös johdatan sinut sieltä takaisin. Ja Joosefin käsi on sulkeva sinun silmäsi."
012e05009b	Ja Jaakob lähti Beersebasta, ja Israelin pojat nostivat isänsä Jaakobin, lapsensa ja vaimonsa vaunuihin, jotka farao oli lähettänyt häntä noutamaan.
012e060097	Ja he ottivat karjansa ja tavaransa, jotka he olivat hankkineet Kanaanin maassa, ja tulivat niin Egyptiin, Jaakob ynnä kaikki hänen jälkeläisensä.
012e070076	Poikansa ja poikiensa pojat, tyttärensä ja poikiensa tyttäret, kaikki jälkeläisensä, hän vei mukanaan Egyptiin.
012e08007c	Nämä ovat Israelin lasten nimet, niiden, jotka tulivat Egyptiin: Jaakob ja hänen poikansa. Jaakobin esikoinen oli Ruuben.
012e090034	Ruubenin pojat olivat Hanok, Pallu, Hesron ja Karmi.
012e0a0060	Simeonin pojat olivat Jemuel, Jaamin, Oohad, Jaakin, Soohar ja Saul, kanaanilaisen vaimon poika.
012e0b002d	Leevin pojat olivat Geerson, Kehat ja Merari.
012e0c008b	Juudan pojat olivat Eer, Oonan, Seela, Peres ja Serah; mutta Eer ja Oonan kuolivat Kanaanin maassa. Pereksen pojat olivat Hesron ja Haamul.
012e0d0034	Isaskarin pojat olivat Toola, Puvva, Joob ja Simron.
012e0e002f	Sebulonin pojat olivat Sered, Eelon ja Jahleel.
012e0f00af	Nämä olivat Leean pojat; ne hän synnytti Jaakobille Mesopotamiassa sekä tyttären Diinan. Näitä Jaakobin poikia ja tyttäriä oli kaikkiaan kolmekymmentä kolme henkeä.
012e10004c	Gaadin pojat olivat Sifjon ja Haggi, Suuni ja Esbon, Eeri ja Arodi ja Areli.
012e110075	Asserin pojat olivat Jimna, Jisva, Jisvi ja Beria; heidän sisarensa oli Serah. Berian pojat olivat Heber ja Malkiel.
012e120085	Nämä olivat Silpan lapset, hänen, jonka Laaban antoi tyttärellensä Leealle, ja hän synnytti ne Jaakobille, kuusitoista henkeä.
012e13003b	Raakelin, Jaakobin vaimon, pojat olivat Joosef ja Benjamin.
012e140090	Ja pojat, jotka syntyivät Joosefille Egyptin maassa, olivat Manasse ja Efraim; nämä synnytti hänelle Aasenat, Oonin papin Poti-Feran tytär.
012e150065	Benjaminin pojat olivat Bela, Beker ja Asbel, Geera ja Naaman, Eehi ja Roos, Muppim ja Huppim ja Ard.
012e16005a	Nämä olivat Raakelin pojat, jotka syntyivät Jaakobille, kaikkiaan neljätoista henkeä.
012e170017	Daanin poika oli Husim.
012e180037	Naftalin pojat olivat Jahseel, Guuni, Jeeser ja Sillem.
012e190090	Nämä olivat Bilhan pojat, hänen, jonka Laaban antoi tyttärellensä Raakelille, ja hän synnytti ne Jaakobille, kaikkiaan seitsemän henkeä.
012e1a00ad	Kaikkiaan oli niitä, jotka Jaakobin kanssa siirtyivät Egyptiin ja olivat lähteneet hänen kupeistansa, paitsi Jaakobin miniöitä, yhteensä kuusikymmentä kuusi henkeä.
012e1b00a7	Ja Joosefin poikia, jotka syntyivät hänelle Egyptissä, oli kaksi. Jaakobin perheen jäseniä, jotka siirtyivät Egyptiin, oli kaikkiaan seitsemänkymmentä henkeä.
012e1c0080	Ja hän lähetti Juudan edellänsä Joosefin luo ilmoittamaan hänelle tulostaan Gooseniin. Niin he tulivat Goosenin maakuntaan.
012e1d00b0	Ja Joosef valjastutti vaununsa ja meni isäänsä Israelia vastaan Gooseniin. Ja kun hän saapui hänen eteensä, lankesi hän hänen kaulaansa ja itki kauan hänen kaulassaan.
