2800000006	Matiɔ
2a090900c0	Hɛlɔd ka kaiŋyiki a, “Jɔn kɔ num mih nì gba bwili fwu wi. Wələ mi chu kɔ ndə mih wɔkɔki kələ kintəŋsi ki gia kɔm wi a?” Wi ka nəŋki a ŋgaiŋ bɔŋ yɛiŋ Jisɔs wiwɔ.
2a090a008f	Bwa bə ntum bə Jisɔs ni fiəni dzə, fuku gia yichi yə bɔ fə i wi. Wi ka dzɔ bɔ a bəh bɔ baka gwu, ka dzɔ dzəh yi kwili wi Besayda.
2a090b0083	Ayakalə, mbaŋ wi bəni kiə yaka ka biəli wi, wi dzɔ bɔ yisi i fukuki kɔm ŋkuŋ bi Nyɔ chu chuku bəni bə̀ bɔ gwɛiŋki.
2a090c0110	Si jɔbi nì shiki tsəki i liə, bwa bə Jisɔs bə mbaŋ bə̀ jwɔfi ntsɔ bəfa, ka kɔmsi dzə i wi kpəŋ ka dzaka i wi a, “Dzâka i bəni bələ a bɔ tsə̂ i kikwili ki kɔmsini wə, i nə̂ŋ biɛiŋ bibɔ bidzini bəh di bibɔ bi nɔni, kɔm fa kɔ chwa.”
2a090d012a	Ayakalə, Jisɔs chukuli n'yi a, “Mbɛiŋ mwi nyâ bɔ bəh fiɛŋ ma bɔ dzî.” Bɔ dzaka i wi a, “Fiɛŋ fiə buku kaŋaki kɔ a chɔkɔ yi blɛd yite bəh bwɔ́kɔ yifa shəŋ, yaka kɔ a wɔ nəŋki a buku tsə̂ tâŋ biɛiŋ bidzini taŋni i dzə̂ nyâ i bəni bələ bəchi a?”
2a090e00d5	Bɔ nì dzakaki yaka kɔm bəni nì duki lə fɛiŋ bənyuku shəŋ nì kɔ ka bənchuku bəte. Jisɔs ka dzaka i bwa bu bə mbaŋ a, “Mbɛiŋ dzâka a bəni nûmyi i kuku i di di wə, mbaŋshi mbaŋshi.”
2a090f0023	Bɔ ka dzaka bɔ bəchi numyi kuku.
2a091000a2	Jisɔs dzɔ chɔkɔ yi blɛd yite bəh bwɔ́kɔ yifa yə, tsɛiŋ yaka bɛiŋ, nya kiyɔŋni i Nyɔ, ka gbɛyi nya i bwa bu bə mbaŋ a bɔ gâa i bəni bəwɔ.
2a09110078	Bɔ gaa, bəni bəchi dzi fwuli, bwa bə Jisɔs bə mbaŋ juŋni biŋka biə bi bɛsi, bi jikə káh jwɔfi ntsɔ yifa.
2a09120097	A dzə num chɔkɔ bidɔkɔ, Jisɔs ka tsaki wi mbɔŋ, bwa bu bə mbaŋ num kɔmsi i wi wə. Wi dza bikə i bɔ a, “Bəni dzakaki a mih kɔ ndə?”
2a091300ba	Bɔ chukuli a, “Bəni bədɔkɔ dzakaki a wɔ kɔ Jɔn Njulibɔkɔ, bədɔkɔ a Ɛlaja, ayaka bədɔkɔ dzaka a wɔ kɔ mi wi ntum wi Nyɔ wi kikpu widɔkɔ wi fiəni dza i kpi wə.”
2a09140083	Jisɔs ka bikə i bɔ a, “Mbɛiŋ dzakaki yimbɛiŋ a mih kɔ ndə?” Bita chukuli a, “Wɔ kɔ Kimbwili wə Nyɔ nì kaka.”
2a09150045	Jisɔs ka lansi kiŋ i bɔ a kiə bɔ bi mɔ̂m kə i fûku yi i mi.
2a09160120	Wi ka dzaka i bɔ a, “Mi wə yɛli wi kɔ Waiŋmi kaŋaki i bi yɛiŋ bəŋgəkə bəduli, ma bəni bə̀ bɔ sakaki tumi, bəh bətii mfə gia bəmbum bəh bəni bə̀ bɔ laniki bənchi bə Nyɔ bɔ bi məŋni wi. Bɔ wɔɔ wi, i kaŋ yitali wə, Nyɔ bi fiəni dzasi wi i kpi wə.”
2a09170095	Jisɔs ka dzaka num i bəni bəchi a, “Mi wə wi nəŋki i num mi wuŋ, wi kaŋaki i nəiŋ gwu yi, i giŋ kintasi ki chɔkɔ bichi i biəliki mih.
2a091800a0	Mbɛiŋ kîəki a mi wə wi tɔkniki bə nɔni ki a wi ma laksi, wi bi laksi ki num laksini. Ayakalə, mi wə wi laksi nɔni ki kɔm mih, wi bi kwatiki lə ki.
2a09190087	Bə ka juŋni na mbi wələ wichi ka nya i mi, a wi dzi, wi num i laksi nɔni ki, wi kɔbi i bi kwati ki, ma mbee wiwɔ bi numki nə a?
2a091a00f3	Mbɛiŋ kîə a mi wə wi gəmniki i biəli mih bəh gia yiŋ, wi kîə a mi wə yɛli wi kɔ Waiŋmi bi bɔŋ gəmni lə tə bəh wəmaka, i jɔbi wə wi bi fiəni dzəki i baiŋni bi wə, biə bi kɔ bi Ba wi, bə bəchinda bu bə baiŋni.
2a091b007e	Mih fukuki ŋkɔŋ i mbɛiŋ a, bəni bədɔkɔ kɔlə fa bɔ kɔbi i bi musi kpi maka bɔ yɛiŋ si Nyɔ sakaki ntɔŋ bi.”
2a091c0095	A bi dzə num aka kaŋa nyaŋ si Jisɔs nì dzaka gia yələ, wi dzɔ Bita bəh Jɔn bəh Jɛm bəh bɔ yaka tsə i ŋkwuŋ widɔkɔ wə i tsə tsa.
2a091d0069	Si wi nì tsaki, shi bi dza kwuni, bəmbuŋ bu tə kwuni ka fukuki alə buuu mwayi alə mwaŋmwaŋmwaŋ.
2a091e0088	Yi dzə num a bəni bədɔkɔ bəfa nì kɔ fɛiŋ, a num Muses bəh Ɛlaja, bɔ nì təkəli tumbuku alə ka dzakaki bɔ bəh Jisɔs.
2a091f009b	Baiŋni bi Nyɔ baiŋ i bɔ wə. Ayaka bəh bɔ bə́ dzaka kɔm kpi yə Jisɔs ni kaŋaki i tsə kpi i Jɛlusalɛm, ayaka yi dzə kpɛiŋ si Nyɔ ni jiə.
2a092000ac	Si bɔ ni dzakaki yaka, Bita bəh Jɔn bəh Jɛm gɔkɔ kinu. Si bɔ dza yaka, ka yɛiŋ si baiŋni bi Nyɔ baiŋki i Jisɔs wə, bɔ yɛiŋ bəni bəfa bələ num bəh wi.
2a0921012c	Si bəni bəfa bələ ni fiəniki nyəki, Bita dza təkəli dzaka i Jisɔs a, “Tikwili, yi si ndzɔŋki lə a bukumbɛiŋ numki fa. Bêe ma buku maa bintaŋ bitali, kidɔkɔ numki ŋka, kidɔkɔ num ki Muses, kidɔkɔ num ki Ɛlaja.” Wi nì dzakaki yakadəiŋ wi kiə kə na gia yə wi dzakaki.
2a0922007d	Asi wi ni kɛiŋki wi dzaka yaka, bimba nyə dzə i bɔ bɛiŋ baŋ bɔ. Ndzaŋ kwa bɔ, si bɔ nì kɔ i yɛiŋ kintəəŋ.
2a09230079	Ja buku i kintəəŋ kiwɔ wə dzaka a, “Wələ kɔ Waiŋ wuŋ wə mih kɔ mih babwili. Mbɛiŋ wɔ̂kɔki num i wi.”
2a092400bf	Si ja yiwɔ dzaka kaasi yaka, bɔ dza yɛiŋ Jisɔs num fɛiŋ a wi mbɔŋ. Ayaka bɔ kpi chumi bəh yi, i jɔbi wiwɔ bɔ nəki fuku kə i mi widɔkɔ gia yə bɔ yɛiŋ i ŋkwuŋ wiwɔ wə.
2a09250086	Chɔkɔ buku wɔɔ, bɔ bəh Jisɔs nyə i ŋkwuŋ wiwɔ wə ka shiki dzəki, si bɔ ni shiki dzəki baŋsi bə mbaŋ wi bəni wimbum.
2a092600b6	A bɔ tsɛiŋ yɛiŋ, bɔ yɛiŋ mi widɔkɔ i mbaŋ wiwɔ kintəəŋ wi dza ka yisi i wiliki a, “Mi wi lanini, mih tsaki wɔ a wɔ tsɛ̂iŋ i waiŋ wuŋ wələ, akɔ a wi shəŋ.
2a0927009f	Wɔ̂kɔli, kiŋ'waka kidɔkɔ dzaki ki chufi wi, ki lɔɔ wi i kuku, wi ka jwɔki, jumi, bifuu buku i dzaka ki wə. Ki baaŋ tsə a bəh wi bum kə a wi waka.
2a09280054	Mih si tsa bwa ba bə mbaŋ bə̀ a bɔ bwîli kiŋ'waka kiwɔ bɔ mɔmsi mɔŋ.”
2a09290111	Jisɔs wɔkɔ yaka, dzaka a, “Ɔ ɔɔ! Ŋgɔkɔ wi kilɔlɔ wələ wi ka jiə dəkə shɔm i Nyɔ wə. Mih kɔ ni num bukumbɛiŋ i tsə buku dəiŋ, mih ni kaŋa shɔm bəh mbɛiŋ i tsə buku dəiŋ na?” Wi ka dzaka i tii waiŋ wiwɔ a, “Dzə̂ bəh waiŋ wa fa.”
2a092a00c8	Asi wi dzɔ wi ka dzəki, chinda wi ŋkpɛli wə chu chufi waiŋ wiwɔ tɔkɔ kuku, wi ka jwɔki. Jisɔs kaŋyi kiŋ'waka kichu kiwɔ ki buku i waiŋ wiwɔ wə, wi ka bɔnih. Jisɔs ka nya wi i ba wi.
2a092b00ae	Bəni bəchi yɛiŋ ŋga biə bi kɔ bi Nyɔ, dzaka wɔm bɔ. Si bɔ nì kɛiŋki num bəh ŋkaŋyi i gia yichi yə Jisɔs nì fəki, wi dza dzaka i bwa bu bə mbaŋ wə a,
2a092c0091	“Mbɛiŋ lûmsi ndzɔŋ bintuni bimbɛiŋ i gia yə mih nəŋki i dzaka. Mi wə yɛli wi kɔ Waiŋmi bə ni nya lə wi i kaŋ yi bəni wə.”
2a092d00ab	Si wi dzaka yakadəiŋ, bɔ nəki wɔkɔ kiə kə gia yə wi dzakaki, kɔm gia yiwɔ nì kɔ yi nyumi a bɔ ma kiə, ayakalə bɔ ka lwaki i bikə i wi kɔm ndzaka wiwɔ.
2a092e0060	Bɔ ka yisi ŋgukuli a bɔ bɔ a mi wimbum wə wi tsəki bɔ bəchi i bɔ kintəəŋ kɔ ndə a.
2a092f0062	Jisɔs kîə gia yə bɔ kwakaki i shɔm yibɔ wə, ka dzɔ waiŋ wi nchiŋ tɔm kɔmsi i wi wə,
2a09300105	dzaka i bɔ a, “Mi wə wi ka dzɔ waiŋ winchiŋ wələ i yɛli wuŋ wə, wi dzɔ num mih. Mi wə wi dzɔ mih, wi dzɔ num mi wə wi faaŋ mih. Yi kɔ a, mi wə wi jiə gwu yi i kuku i mbɛiŋ kintəəŋ akɔ wi wə wi kɔ mi wimbum wi tsə mbɛiŋ bəchi.”
2a093100c6	Jɔn chukuli i Jisɔs a, “Tikwili, buku si yɛiŋ mi widɔkɔ wi bwili bəchinda bə ŋkpɛli i bəni wə i yɛli wa wə, buku ka kaŋyi wi, kɔm wi kɔkə mi widɔkɔ i mbaŋ wibukumbɛiŋ wə”
2a09320083	Jisɔs chukuli mfih a, “Kiə mbɛiŋ ki chî kə wəmaka mi, kɔm mi wə wi ka nəiŋ dəkə mbɛiŋ, wi tɔbiki lə mbɛiŋ.”
2a09330077	Si jɔbi nì kpɛiŋniki dzəki ka Nyɔ dzɔ Jisɔs i bɛiŋ, Jisɔs fasi i tsə i Jɛlusalɛm, wi ka nyə bə́ tsə.
2a09340083	Wi bə́ nəŋ i nyə ka faaŋ bəni bədɔkɔ i ninshiŋ. Bɔ tsə liə i kwili widɔkɔ wə i Samalia, i kɛiŋsi di fɛiŋ i wi.
2a09350061	Bəni bə̀ fɛiŋ nəiŋ i dzɔ wi kɔm bɔ nì kiəki lə a wi tsəki səki num i Jɛlusalɛm.
2a093600a5	Jɛm bəh Jɔn num bwa bə Jisɔs bə mbaŋ wə fɛiŋ ka wɔkɔ gia yiwɔ, bikə i wi a, “Bah, buku bɔɔŋ gbuku i bɛiŋ ma wi shi dzə kaasi bəni bələ a?”
2a09370025	Jisɔs chu fiəni gwu kaŋyi lɔ bɔ,
2a09380050	wi bəh bwa bu bə mbaŋ ka nyə ka tsəki səki dzəh i kwili widɔkɔ wə chi.
2a09390081	Asi bɔ nì nyaniki dzəki i dzəh, mi widɔkɔ dzə dzaka i Jisɔs a, “Mih ni biəliki lə wɔ, i na faiŋ wə wɔ tsəki.”
2a093a00c4	Jisɔs chukuli i wi a, “Migumasha kaŋaki lə dzə́ŋə yibɔ, minyəni mə mɔ fuliki bɛiŋ kaŋa júŋ yibɔ, ayakalə mi wə yɛli wi kɔ Waiŋmi kaŋaki kə na di i jiə fwu wi yɛiŋ.”
2a093b0098	Jisɔs ka chu dzaka i mi widɔkɔ a, “Bîəli mih.” Ayaka mi wiwɔ chukuli a, “Bah, bêe ma mih tsə yisi ləə ba wuŋ, ka mih biəliki wɔ.”
2a093c0096	Ayakalə, Jisɔs chukuli i wi a, “Bêe ma bəni bə̀ bɔ kpiyi, ləəki bəni bəbɔ bə kpiyini, tsə̂ mfia wɔ fûkuki kɔm ŋkuŋ bi Nyɔ.”
2a093d0093	Mi widɔkɔ chu dzaka a, “Bah, mih ni biəliki lə wɔ, ayaka yisi bêe ma mih tsə bɔni i chwɔŋ kəŋŋ ki juŋ ka mih dzə biəliki wɔ.”
2a093e00ad	Jisɔs chukuli i mi wiwɔ a, “Mi wə wi kwa dzəkə i kaŋ ŋguŋ shi kuku fiəni tsɛiŋ i jum wə, wəmaka ka kpɛiŋ dəkə i num i kintəəŋ ki ŋkuŋ bi Nyɔ wə.”
2a0a0100be	I jum wə fɛiŋ wə, Bah baayi bəni bədɔkɔ mbaŋnanitaŋ ntsɔ bəfa ka faaŋ i wi nshiŋ, bəfa bəfa a bɔ tsə̂ i kikwili kə, i nyani di biə wi nì kaŋaki i tsə i bi wə bichi.
2a0a0200bc	Wi bə́ nəŋ i faaŋ bɔ, ka dzaka a, “Ŋkɔh duki lə na bəh ŋga, ayakalə bəni bə kɔhni num a twɛsi. Mbɛiŋ tsâki a Bah wə wi kaŋaki khə wiwɔ chîŋsi bəni bə kɔhni.
2a0a03007b	Mbɛiŋ tsə̂ki la. Yɛ̂iŋ, mbɛiŋ kîəki a, mih faaŋki mbɛiŋ i tsə numki ka bwa bə shwáŋ i júm kintəəŋ.
2a0a04009e	Si mbɛiŋ tsəki kiə mi ki dzɔ̂ kə kpɔ, nabə kiba bəh dzuyigvu yidɔkɔ. Jɔbi wə mbɛiŋ ka buku i dzəh, mbɛiŋ ma ni nûmki i bɔ̂niki i bəni.
2a0a050083	Mbɛiŋ ka tsə liə i juŋ yə mbɛiŋ liə yɛiŋ wə, mbɛiŋ bɔ̂ni bəni bəwɔ yɛiŋ dzu a, ‘Kimbɔiŋni nûm ya dzu.’
2a0a0600aa	A kabə num mi wə wi kɔŋki a kimbɔiŋni num yɛiŋ dzu, ma kimbɔiŋni kiwɔ baaŋ i gwu yi wə. Wə wi kɔŋki kə kimbɔiŋni kiwɔ ki fiəni chu jum wə i mbɛiŋ.
2a0a0700cf	Jɔbi wə mbɛiŋ ka liə i dzu, mbɛiŋ ka nɔ̂ki a yɛiŋ dzu, mbɛiŋ ma kwuniki júŋ. Mbɛiŋ dzîki, mbɛiŋ mû biɛiŋ bichi biə bə nya i mbɛiŋ, kɔm mi wi nɔm kaŋaki lə i kwati ŋgɔm wi.
2a0a080071	Jɔbi wə mbɛiŋ ka tsə liə i kwili wiwɔ, bə dzɔ mbɛiŋ, mbɛiŋ dzî na finə bə nya i mbɛiŋ i dzî.
2a0a090091	Jɔbi wə mbɛiŋ ka numki fɛiŋ mbɛiŋ ka chûkuki bəni bə jwɛiŋ, fiəni fûku i bəni bəchi a ŋkuŋ bi Nyɔ si kɔmsi dzə i bɔ wə.
2a0a0a0080	Ayakalə, na yibwiŋ mbɛiŋ liə i kwili wiwɔ, bə nəiŋ i dzɔ mbɛiŋ, mbɛiŋ bûku tsə̂ i dzə́h wə mbɛiŋ dzaka a,
2a0a0b00cb	‘Kwɔŋɔ kikwili kimbɛiŋ kələ buku dzɔ i gvu yibuku wə bə bi lə buku chumni, gia yichi fiəni dzə i kifwu kimbɛiŋ wə. Ayakalə, mbɛiŋ kîə a ŋkuŋ bi Nyɔ kɔ bi si num a fiəŋə.’
2a0a0c0086	Mih fukuki i mbɛiŋ a, a bi numki i chɔkɔ bi nsaka wi gɔksini wə, gia bi bɔniki lə i kwili wi Sɔdɔm wə, tsə kwili wiwɔ.”
2a0a0d0199	Wi nì shaaŋki yakadəiŋ dzakayi a, “Ŋgəkə wimbum i mbɛiŋ bəni bə Kɔlasen, ŋgəkə wimbum kɔ tə wimbɛiŋ bəni bə Besayda. Mbɛiŋ kîə a, gia yi dzaka ki wɔmni yə mih nì dzə fə i kidi kimbɛiŋ wə, a nì kɔ a mih fə yi i Taya bəh Sidɔn, ma bɔ nì fiəni i chu bibɔ wə ka lɔh bəmbuŋ bə kpi, fuku kibwuŋ i gwu wə jiakɔbi, i kɔmsi chusi a bɔ kwuni lɔ shɔ́m yibɔ.
2a0a0e0082	Mbɛiŋ kîəki a, a bi numki i chɔkɔ bi nsaka wi gɔksini wə, gia bi bɔniki lə i bəni bə Taya bəh Sidɔn tsə yimbɛiŋ.
2a0a0f00a0	Ayaka mbɛiŋ bəni bə Kafanaum, mbɛiŋ kwakaki a, bə bi yaksiki lə mbɛiŋ i bɛiŋ a? Aayi. Bə bi shisi mbɛiŋ shisini i tumi ki bəni bə kpili wə.”
2a0a1000d2	Jisɔs ka dzaka i bəni bə̀ wi nì faaŋ a, “Mi wə wi wɔkɔ i mbɛiŋ, wi wɔkɔ num i mih. Mi wə wi məŋni mbɛiŋ, wi məŋni num mih. Ayaka wi wə wi məŋni mih, wi məŋni num wə wi faaŋ mih.”
2a0a1100ac	Bəni bə̀ mbaŋnanitaŋ ntsɔ bəfa ka fiəni dzə wɔkɔ ndzɔŋni, ka dzaka i Jisɔs a, “Bah, buku si bɔɔŋki yɛli wa, na bəchinda bə ŋkpɛli, wɔkɔ i buku.”
2a0a120063	Jisɔs chukuli i bɔ a, “Mih ni yɛiŋ Satan gbɔ i bɛiŋ aka dzaŋ yi mwaŋ i bɛiŋ liə kuku.
2a0a1300f9	Mbɛiŋ wɔ̂kɔli, mih nyâ lɔ ŋga i mbɛiŋ, biə mbɛiŋ kɔ i nyaniki i júŋ bɛiŋ bəh i nyɛiŋ bɛiŋ. Ayaka num mih chu nyâ ŋga bichi i mbɛiŋ i tumdzi Satan wə mbaiŋŋni wimbɛiŋ, ayaka fiɛŋ fidɔkɔ kɔbi bi nəŋni mbɛiŋ.
2a0a1400c3	Ayakalə, mbɛiŋ ma wɔkɔki ndzɔŋni a bəchinda bə ŋkpɛli wɔkɔki lə i mbɛiŋ. Mbɛiŋ wɔ̂kɔki ndzɔŋni a num a kiyɛli kimbɛiŋ kɔ num Nyɔ nyaka lɔ i kiŋwakti wə i bɛiŋ.”
2a0a150155	A jɔbi wiwɔ wə, Kiŋ'waka ki Baiŋni fə Jisɔs wɔkɔ ndzɔŋni. Wi ka dzaka a, “Mih nyaki kiyɔŋni i wɔ Ba wuŋ Ŋkuŋ wi bɔɔli bəh nshwaiŋ kɔm wɔ nyumi gia yələ i bəmfi, bəh bəŋkiəgia, chusi yi num i bəni bə kilɔlɔ bəh i bwa bənchiŋ. Yi num yakadəiŋ Ba wuŋ, kɔm akɔ ayaka si wɔ nì kɔŋki a yi numki.”
2a0a160103	Jisɔs chu dzaka a, “Ba wuŋ kɔ wi nya lɔ biɛiŋ bichi i mih. Mi widɔkɔ kɔkə wə wi kiəki Waiŋ Nyɔ, a kɔbi a Ba wi. Ayaka mi widɔkɔ num kə wə wi kiəki Ba wuŋ, a kɔbi a Waiŋ bəh bəni bə̀ Waiŋmi kɔ wi sabibwili i chusi Ba wi i bɔ.”
2a0a170084	Wi dza fiəni gwu dzaka i bwa bu bə mbaŋ a bɔ bɔ a, “Kimbɔiŋsi kimbum kɔ kimbɛiŋ a dzə́kəh yimbɛiŋ yɛiŋ gia yiwɔ.
2a0a1800c4	Mbɛiŋ kîəki a bəni bə ntum bə Nyɔ bəduli bəh bəŋkuŋ nì dəki i yɛiŋ gia yə mbɛiŋ yɛiŋki, kɔbi i yɛiŋ. Ka nəŋki tə i wɔkɔ gia yə mbɛiŋ wɔkɔki, kɔbi i wɔkɔ.”
2a0a1900d5	Yi dzə num a, mi widɔkɔ wə wi nì lansi kiəki bənchi bə Nyɔ, nyə dzə i mɔmsi Jisɔs, ka bikə i wi a, “Mi wi lanini, gia yə mih kaŋaki i fə ka mih kwati nɔni kə ki bi tsə kaa kə, kɔ nə a?”
2a0a1a0067	Jisɔs bikə i wi a, “Bə nyaka i Kiŋwakti ki Bənchi bə Nyɔ wə a nə? Wɔ si fa wɔkɔ a nə?”
2a0a1b0104	Wi chukuli a, “Bə nyaka a, ‘Wɔ kɔ̂ŋki Bah Nyɔ wa bəh shɔm ya yichi, wɔ nyâ gwu ya yichi i wi, wɔ nɔ̂mki i wi bəh ŋga bia bichi, wɔ jîə mfi bia bichi i wi wə, wɔ kɔ̂ŋki mi wə wi kɔ kɔmsi i wɔ kpəŋ asi wɔ kɔŋki gwu ya.’”
2a0a1c0070	Jisɔs ka dzaka a, “Wɔ chukuli ndzɔŋ. Wɔ fə a yakadəiŋ ma wɔ bi kwati nɔni kə ki bi tsə kaa kə.”
2a0a1d0079	Mi wiwɔ dza ka nəŋki i chusi a ŋgaiŋ kɔ mi, ka bikə i Jisɔs a, “Mi wə wi kɔ kɔmsi i mi kpəŋ kɔ ndə a?”
2a0a1e0100	Jisɔs chukuli lɔ bəh ndi a, “Mi widɔkɔ nì buku i Jɛlusalɛm kabə shi tsə i Jɛliku, i dzə wi liə i kaŋ yi bəji wə. Bɔ twɛiŋ wi, wi baaŋ a twɛsi i kpi, bɔ baayi bəmbuŋ bu, dzɔ tasi bəh biɛiŋ bi bichi, ka bee wi fɛiŋ ka gɛiŋ.
2a0a1f0075	Yi dzə num a, mi widɔkɔ ni shiki tsəki i dzəh yiwɔ wə num tii mfə gia, wi yɛiŋ wi ka kwaŋ tsə i fikpəŋ.
2a0a20008a	Mi widɔkɔ tə ka nyə ka dzəki, num mi i chwɔŋkijuŋ ki Lɛwi wə, ka dzə buku fɛiŋ, yɛiŋ wi ka bɔŋ kwaŋ tsə tə a fikpəŋ.
2a0a21006f	Ayakalə, mi widɔkɔ bə́ nyani dzə a num mi wi Samalia. Wi dzə buku fɛiŋ, ka yɛiŋ wi, nshɛiŋ kwa wi.
2a0a2200e5	Wi tsə buku i wi wə, jiə mbih bəh miə i biəkə yi wə, kaŋa baŋ biəkə yiwɔ bəh mbuŋ, ka giŋ wi i nyam yi yə wi nì nyaniki i yɛiŋ bɛiŋ, ka tsə bəh wi i juŋ yi bəni bə dzəni wə ka bə́ tɔkniki bəh wi.
2a0a2300e0	Bɔ wi nɔ, chɔkɔ buku wɔɔ, wi bwili bədanali bəfa nya i mi wi juŋ yiwɔ, ka dzaka i wi a, ‘Bâaŋ wɔ tɔ̂kniki bəh mi wələ. Wɔ ka baaŋ ka bəkəli kpɔ wi dutsə, mih ni fiəni dzə nya chukuli i wɔ.’”
2a0a2400e3	Si Jisɔs ti yakadəiŋ, ka bikə i mi wə wi nì kɛiŋsi kiəki bənchi a, “I bəni bətali bələ kintəəŋ, wɔ yɛiŋki n'ya a mi wə wi nì chusi, a wi kɔ waiŋnih mi wə bəji bə̀ nì twɛiŋ akɔ winaiŋ na?”
2a0a250092	Wi chukuli a, “Akɔ mi wə wi nì kwasi nshɛiŋ i mi wə bəji bə̀ nì twɛiŋ.” Jisɔs ka dzaka i wi a, “Tsə, wɔ fəki ayaka tə.”
2a0a260097	Jisɔs bəh bwa bu bə mbaŋ ka nyə ka tsəki, tsə liə i kwili widɔkɔ wə, kpaŋa widɔkɔ num fɛiŋ bə bɔɔŋ a Mata. Wi dzɔ Jisɔs i wi dzu.
2a0a2700a5	Wi nì kaŋaki lə waiŋnih wi widɔkɔ bə bɔɔŋ a Meli. Si Jisɔs nì tsə liə fɛiŋ, Meli ka tsə num kɔmsi i wi kpəŋ bə́ wɔkɔliki gia yə wi laniki.
2a0a2800ca	Mata fum fɔbli bəh ntati. Wi nyə tsə ka bikə i Jisɔs a, “Bah, wɔ yɛiŋ a waiŋnih wuŋ kɔ fa bəh wɔ, mih fum a mih mbɔŋ, wɔ kaŋa kə jɔbi ndzɔ nə? Dzâka a wi dzə̂ gâmti mih.”
2a0a290078	Bah chukuli i wi a, “Mata, Mata, wɔ fumsiki gwu ya, wɔ wɔkɔ ŋgəkə kɔm biɛiŋ bi duli, fwu wa bɔkɔ kilɔlɔ,
2a0a2a008f	fiɛŋ fiə bə nəŋki kɔ a fimu. Meli nûm wi sabibwili lɔ fiəmaka, a num findzɔŋni, fiə mi widɔkɔ kɔbi i bi chu dzɔbwili i wi.”
2a0b0100f5	A nì kɔ chɔkɔ bidɔkɔ, Jisɔs ka tsaki i di bidɔkɔ wə, wi tsa kaasi, waiŋ wi widɔkɔ i mbaŋ wi bwa bu kintəəŋ dzə dzaka i wi a, “Bah, lâni buku si buku kɔ i tsaki, asi Jɔn nì lani bəni bu bə mbaŋ si bɔ kɔ i tsaki.”
2a0b02008c	Jisɔs ka dzaka i bɔ a, “Mbɛiŋ bə́ tsa mbɛiŋ ka dzâkaki a, ‘Ba wibuku, fə̂ bəni kɔksiki yɛli wa, fə̂ ma ŋkuŋ bia dzə.
2a0b030020	Nyâ buku bəh dzɛiŋ bidaiŋ,
2a0b04008c	Ma wɔ dâlinya chu bibuku, asi buku dalinyaki chu biə bəni bədɔkɔ fəki i buku. Kiə wɔ ki bêe kə a buku liə i mɔmsi wə.’”
2a0b0500e2	Si wi dzaka yaka ka fəkəni i bɔ a, “Mbɛiŋ dzɔ̂ a, mi widɔkɔ i mbɛiŋ si nyə tsə kɔmyi juŋ yi nsɛiŋ wi nchɔkɔ kintəəŋ dzaka i wi a, ‘Nsɛiŋ wuŋ, dzâ bɛiŋ wɔ fwâsi mih bəh chuku yi nyə yitali.
2a0b06005f	Nsɛiŋ wuŋ widɔkɔ dzə tumbuku alə, mih kaŋa kə fiɛŋ fiə mih kɔ i tati wi yɛiŋ.’
2a0b0700f7	Bə dzɔ a nsɛiŋ wa wə wɔ si kɔmyiki dzaka ki kifiəŋə, ka fiəni chukuli dzə mfih i dzu a, ‘Ma nyâki mih bəh ŋgəkə. Buku bwa bəŋ kɔ buku nɔ lɔ ka fa dzaka ki juŋ. Mih kɔkə i dza bɛiŋ a mih nəŋki fiɛŋ i nya wɔ.’”
2a0b0800fe	Si Jisɔs fəkəni yaka, chu dzaka a, “Mih fukuki i mbɛiŋ a, namana yaka wi ka baaŋ i dza nya wɔ bəh nyəə kɔm wɔ kɔ nsɛiŋ wi, wi ni dza bɛiŋ ma wi nya biɛiŋ bichi biə wɔ nəŋki i jɔbi wə wɔ baaŋ a fɛiŋ ka kɔmyiki wɔ bɔh kə.
2a0b0900c1	Ayakadəiŋ, mih fukuki i mbɛiŋ a, mbɛiŋ bîkəki, ma Nyɔ ni nya i mbɛiŋ. Mbɛiŋ nə̂ŋki, ma Nyɔ ni fə mbɛiŋ yɛiŋ. Mbɛiŋ kɔ̂myiki dzaka ki juŋ, ma Nyɔ ni wɛli i mbɛiŋ.
2a0b0a0096	Mbɛiŋ kîəki a mi wichi wə wi bikəki, wi ni kwati lə, mi wichi wə wi nəŋki, ni yɛiŋ lə, wə wi kɔmyiki bakakijuŋ bə ni wɛli lə i wi.
2a0b0b0067	Akɔ tii waiŋ winaiŋ i mbɛiŋ kintəəŋ wə waiŋ wi ka bikə bwɔkɔ, wi ni nya num juŋŋ i wi a?
2a0b0c003a	Ma waiŋ ka bikə ŋgəəŋ, wi ni nya num nyɛiŋ i wi a?
2a0b0d00db	Na yaka mbɛiŋ bə̀ mbɛiŋ kɔ bəni bəchu ka kiəki i nya biɛiŋ bindzɔŋni i bwa bəmbɛiŋ, ma Ba wimbɛiŋ wə wi kɔ i bɛiŋ wi ma ni nya tə Kiŋ'waka ki Baiŋni i bəni bə̀ bɔ bikəki i wi tsə yaka?”
2a0b0e00c0	Jisɔs nì bwiliki chinda wi ŋkpɛli i mi widɔkɔ wə wi num kinchini. Si chinda wi ŋkpɛli wiwɔ nì buku i mi wiwɔ mə, wi ka yisi i dzakaki. Mbaŋ wi bəni yɛiŋ yaka dzaka wɔm bɔ.
