0100000006	1 Mose
0312020051	"Rede mit den Söhnen Israels und sprich zu ihnen: 'Ich, der Herr, bin euer Gott!
03120300c1	Ihr sollt nicht nach dem Treiben des Ägypterlandes tun, in dem ihr gesessen, und nicht nach dem Treiben des Landes Kanaan, in das ich euch bringe! Ihr sollt nicht nach ihren Satzungen wandeln.
0312040072	Meine Satzungen sollt ihr befolgen und meine Vorschriften halten, danach zu wandeln! Ich, der Herr, bin euer Gott.
031205005d	Wahret meine Vorschriften und Satzungen! Wer sie tut, wird durch sie leben. Ich bin der Herr.
0312060054	Niemand soll sich seinen nächsten Blutsverwandten nahen, die Blöße zu enthüllen!
0312070085	Die Blöße deines Vaters und deiner Mutter darfst du nicht enthüllen. Deine Mutter ist es. Du darfst nicht ihre Blöße enthüllen.
0312080058	Die Blöße deines Vaterweibes darfst du nicht enthüllen. Deines Vaters Blöße ist es.
031209008a	Die Blöße deiner Schwester, deines Vaters Tochter oder deiner Mutter Tochter, daheim geboren oder auswärts, darfst du nicht enthüllen.
03120a006f	Die Blöße deiner Sohnestochter oder deiner Tochtertochter darfst du nicht enthüllen. Sie sind deine Blöße.
03120b0082	Die Blöße der Tochter eines Weibes deines Vaters, als deinem Vater geboren, darfst du nicht enthüllen. Sie ist deine Schwester.
03120c005f	Die Blöße der Schwester deines Vaters darfst du nicht enthüllen. Sie ist deines Vaters Leib.
03120d005f	Die Blöße der Schwester deiner Mutter darfst du nicht enthüllen. Sie ist deiner Mutter Leib.
03120e006c	Die Blöße deines Vaterbruders darfst du nicht enthüllen, noch nahe dich seinem Weib! Sie ist deine Tante.
03120f005b	Die Blöße deiner Schwiegertochter darfst du nicht enthüllen. Sie ist deines Sohnes Weib.
031210005c	Die Blöße deines Brudersweibes darfst du nicht enthüllen. Sie ist deines Bruders Blöße.
03121100e4	Die Blöße eines Weibes und seiner Tochter darfst du nicht enthüllen. Die Tochter ihres Sohnes und die Tochter ihrer Tochter darfst du nicht nehmen, ihre Blöße zu enthüllen. Sie sind nächste Blutsverwandte. Unzucht ist es.
0312120084	Du darfst nicht ein Weib zu seiner Schwester hinzunehmen als Nebenweib, um neben ihm zu seinen Lebzeiten ihre Blöße zu enthüllen.
0312130058	Du darfst dich nicht einem Weib zur Zeit der Unreinheit nahen, ihre Scham zu enthüllen.
031214007c	Mit dem Weibe eines anderen aus deinem Volke darfst du keinen Beischlaf haben, auf daß du dich dadurch nicht unrein machst.
0312150082	Von deinen Nachkommen darfst du keinen hergeben zur Weihe an den Moloch. Du darfst nicht Gottes Namen entweihen. Ich bin der Herr.
0312160049	Einem Manne darfst du nicht beiliegen wie einem Weibe. Ein Greuel ist es.
03121700b7	Du darfst dich nicht fleischlich mit einem Tiere vermischen, dich dadurch unrein zu machen. Nicht darf sich ein Weib vor ein Tier hinstellen, sich zu paaren. Schwere Schandtat ist es.
031218007a	Versündigt euch nicht durch derartiges! Denn durch all das haben sich die Heiden versündigt, die ich vor euch vertreibe.
031219006f	Das Land ward unrein, und ich suchte seine Missetaten an ihm heim. Und das Land spie seine Einwohner darum aus.
03121a008d	So haltet meine Vorschriften und Satzungen! Ihr dürft nichts von all diesen Greueln tun, weder Eingeborene noch Fremde, die bei euch weilen.
03121b006c	Denn alle diese Greuel haben im Lande die Leute getan, die vor euch waren, und das Land ward dadurch unrein.
03121c006f	Daß nicht das Land euch ausspeie, wenn ihr es verunreinigt, wie es das Volk ausgespieen hat, das vor euch war!
03121d005f	Wer einen dieser Greuel tut, ausgestrichen müssen aus dem Volke Leute werden, die solches tun.
03121e00a7	So folgt meiner Anordnung, daß ihr keine dieser Greuelsitten, die vor euch getan worden sind, übet und euch dadurch unrein machet! Ich, der Herr, bin ja euer Gott.'"
0313010023	Und der Herr redete mit Moses also:
031302007f	"Rede mit der ganzen Gemeinschaft der Söhne Israels und sprich zu ihr: 'Seid heilig! Denn heilig bin ich, der Herr, euer Gott.
0313030074	Ihr sollt jeder seine Mutter und seinen Vater fürchten und meine Ruhetage beobachten. Ich, der Herr, bin euer Gott!
031304006f	Wendet euch nicht den Götzen zu! Ihr sollt euch keine gegossenen Götter machen! Ich, der Herr, bin euer Gott.
0313050058	Und schlachtet ihr dem Herrn ein Dankopfer, so sollt ihr es zu eurer Begnadigung opfern!
0313060087	Am Tage, da ihr es darbringt, und am Tage darauf muß es gegessen werden. Was bis zum dritten Tage übrigbleibt, soll verbrannt werden!
031307005f	Würde es am dritten Tage gegessen, so wäre es Verdorbenes, das nicht zu Gnaden geachtet wird.
0313080081	Wer es genießt, lädt Schuld auf sich. Denn er entheiligt das dem Herrn Geweihte. Aus seinem Volke werde diese Seele gestrichen!
031309008e	Wenn ihr euer Land aberntet, dann darfst du dein Feld nicht bis zum letzten Rande abernten. Du sollst nicht nach deiner Ernte Nachlese halten!
03130a00c9	Auch deinen Weinberg sollst du nicht nachlesen! Du sollst in deinem Weinberge nicht die zerstreuten Beeren auflesen! Du sollst sie dem Armen und dem Fremdling überlassen! Ich, der Herr, bin euer Gott.
03130b0054	Ihr sollt nicht stehlen! Ihr sollt nicht hehlen! Ihr sollt einander nicht betrügen.
03130c0070	Ihr sollt nicht bei meinem Namen falsch schwören, daß du den Namen deines Gottes entweihest! Ich bin der Herr.
03130d0087	Du sollst nicht deinen Nächsten drücken! Du sollst nicht rauben! Nicht soll bei dir des Lohnarbeiters Lohn bis zum Morgen nächtigen!
03130e008b	Du sollst nicht einem Tauben fluchen! Du sollst nicht vor den Blinden einen Anstoß legen! Fürchte dich vor deinem Gott! Ich bin der Herr.
03130f00bb	Ihr sollt keine Verdrehung beim Rechtsprechen machen! Du sollst nicht den Niederen abweisen! Du sollst nicht auf einen Großen Rücksicht nehmen! Du sollst deinen Nächsten recht richten!
0313100080	Du sollst nicht als Ohrenbläser beim Volk umhergehen! Du sollst nicht dem Blute deines Nächsten nachstellen! Ich bin der Herr.
03131100a6	Du sollst nicht deinen Bruder in deinem Herzen hassen! Mit Freimut sollst du den Angehörigen deines Volkes zurechtweisen und nicht seinetwegen Schuld auf dich laden!
031312008b	Du sollst nicht rachgierig sein und nicht deines Volkes Söhnen grollen! Liebe deinen Nächsten wie einen deinesgleichen! Ich bin der Herr.
03131300b6	Ihr sollt meine Satzungen beobachten! Du sollst nicht zweiartig dein Vieh paaren! Du sollst nicht zweiartig dein Feld besäen! Nicht soll an dich ein Kleid, zweiartig gewebt, kommen!
0313140101	Wohnt ein Mann einem Weibe bei und sie ist als Sklavin mit einem anderen Manne verbunden, ist aber noch nicht losgekauft oder noch nicht freigelassen, so soll man eine Unterscheidung machen! Sie soll nicht den Tod erleiden, weil sie keine Freigelassene war.
031315005b	Er aber bringe dem Herrn als Buße an des Festgezeltes Pforte zum Schuldopfer einen Widder!
03131600b0	Der Priester schaffe ihm vor dem Herrn durch den Schuldopferwidder Sühne wegen seiner Sünde, die er getan, und suche ihm Verzeihung zu erwirken von seiner Sünde, die er tat!
03131700b5	Kommt ihr in das Land, dann pflanzt allerlei Fruchtbäume, aber scheuet das, was daran zu scheuen ist, ihre Frucht! Drei Jahre sollt ihr sie scheuen! Sie darf nicht gegessen werden!
031318003f	Im vierten Jahre sei all ihre Frucht heilig, dem Herrn geweiht!
0313190072	Im fünften Jahr dürft ihr ihre Früchte genießen, daß ihre Ernte euer Gut mehre. Ich, der Herr, bin euer Gott.
03131a0054	Ihr sollt nichts mit Blut essen! Ihr sollt nicht wahrsagen! Ihr sollt nicht zaubern!
03131b005e	Ihr sollt nicht eures Haupthaares Ecken runden! Du sollst nicht deines Bartes Ecken verderben!
03131c007f	Ihr sollt euch nicht wegen einer Leiche an eurem Leibe ritzen. Ihr sollt keine Schriftzeichen euch einätzen! Ich bin der Herr.
03131d0094	Entweihe deine Tochter nicht, daß du sie zur Unzucht führst, auf daß nicht das Land unzüchtig werde und sich das Land mit grober Unzucht fülle!
03131e0062	Ihr sollt meine Ruhetage halten! Ihr sollt vor meinem Heiligtum Ehrfurcht haben! Ich bin der Herr.
03131f0088	Wendet euch nicht an die Totengeister! Befragt nicht die Wahrsagegeister, daß ihr dadurch unrein würdet! Ich, der Herr, bin euer Gott.
031320007a	Vor einem grauen Haupte sollst du aufstehen! Ehre die Person des Greises! Fürchte dich vor deinem Gott! Ich bin der Herr.
031321004e	Weilt in eurem Lande bei euch ein Fremder, dann dürft ihr ihn nicht drücken.
03132200a6	Der Fremdling soll euch sein wie ein Eingeborener aus euch! Liebe ihn wie deinesgleichen! Ihr seid Fremdlinge im Lande Ägypten gewesen. Ich, der Herr, bin euer Gott.
031323005c	Ihr sollt keine Verdrehung beim Rechtsprechen, beim Längenmaß, Gewicht und Gefäß machen!
03132400a9	Richtige Waage, richtige Gewichtsteine, richtiger Scheffel und richtige Kanne sollen bei euch sein! Ich, der Herr, bin euer Gott, der euch aus Ägypterland geführt hat.
0313250057	So beachtet alle Vorschriften und Satzungen und erfüllet sie, bin ich doch der Herr!'"
0314010022	Und der Herr sprach zu Moses also:
03140200c6	"Sprich zu den Söhnen Israels: Wer aus den Söhnen Israels und aus den Fremdlingen in Israel von seinen Kindern eines dem Moloch gibt, soll den Tod erleiden! Das Volk des Landes soll ihn steinigen!
03140300cb	Ich selber richte mein Antlitz wider diesen Mann und streiche ihn aus seinem Volke, weil er von seinen Kindern eines dem Moloch gibt und so mein Heiligtum unrein macht und meinen heiligen Namen entweiht.
03140400a2	Und wollte vor einem solchen Manne das Volk des Landes seine Augen schließen, wenn er von seinen Kindern eines dem Moloch gibt, und wollten sie ihn nicht töten,
03140500a7	dann richte ich mein Antlitz gegen einen solchen Mann und seine Sippe. Ich streiche ihn aus seinem Volke, ihn samt allen, die ihm in Unzucht mit dem Moloch nachfolgen.
0314060096	Und gegen die Person, die sich an Toten- und an Wahrsagegeister wendet, ihnen nachzuhuren, richte ich mein Angesicht und streiche sie aus ihrem Volke.
031407004b	Zeigt euch als heilig, daß ihr heilig werdet! Ich bin der Herr, euer Gott.
0314080054	Beachtet und befolget meine Satzungen! Ich bin der, der euch heiligt, ich, der Herr.
0314090085	Wer Vater und Mutter grob beleidigt, soll den Tod erleiden! Weil er Vater und Mutter grob beleidigt, bleibt seine Blutschuld auf ihm.
03140a008d	Buhlt ein Mann mit eines anderen Mannes Weib, buhlt ein Mann mit seines Nächsten Weib, so leide der Ehebrecher und die Ehebrecherin den Tod!
03140b0094	Liegt jemand bei dem Weibe seines Vaters, hat er des Vaters Blöße enthüllt, so sollen beide den Tod leiden, und ihre Blutschuld bleibt bei ihnen.
03140c00a0	Liegt jemand bei der eigenen Schwiegertochter, so sollen beide den Tod leiden. Sie haben eine schwere Schandtat ausgeübt, und ihre Blutschuld bleibt bei ihnen.
03140d00a2	Liegt jemand bei einem Manne, wie man bei einem Weibe liegt, so haben beide eine Greueltat getan. Den Tod sollen sie leiden, und ihre Blutschuld bleibt bei ihnen!
03140e009a	Nimmt jemand ein Weib und ihre Mutter dazu, so ist dies grobe Unzucht. Man soll ihn und sie verbrennen, auf daß nicht Unzucht unter euch im Schwange seil
03140f005b	Wer sich mit einem Tiere vermischt, soll den Tod leiden! Auch das Tier sollt ihr umbringen!
0314100090	Naht sich ein Weib einem Tiere, sich mit ihm zu paaren, so töte Weib und Tier! Den Tod sollen sie leiden, und ihre Blutschuld bleibt bei ihnen!
0314110129	Nimmt jemand seines Vaters Tochter oder seiner Mutter Tochter, seine Schwester, und schaut er ihre Blöße und sie schaut seine Blöße, so ist dies Verruchtheit. Sie sollen angesichts ihres Volkes ausgestrichen werden, hat er doch die Blöße seiner Schwester enthüllt; er lädt Schuld auf sich.
03141200cb	Liegt jemand bei einem Weibe in ihrem Unwohlsein und enthüllt er ihre Blöße und deckt er ihren Quell auf und enthüllt sie den Quell ihrer Blutungen, so sollen beide aus ihrem Volke gestrichen werden!
0314130094	Enthülle nicht die Blöße deiner Mutterschwester noch der Vaterschwester! Wer seine eigenen Verwandten entblößt, ihre Schuld sollen sie büßen.
0314140084	Liegt jemand bei der Tante, so hat er seines Oheims Blöße enthüllt. Sie laden ihre Schuld auf sich. Kinderlos werden sie sterben.
031415007f	Nimmt jemand seines Bruders Weib, so ist es Blutschande. Er hat seines Bruders Blöße enthüllt. Kinderlos werden sie bleiben.
0314160083	Haltet alle meine Vorschriften und Satzungen! Tut sie, daß euch das Land nicht ausspeie, in das ich euch bringe, darin zu siedeln!
031417008f	Ihr sollt nicht nach den Satzungen der Heiden wandeln, die ich vor euch vertreibe! Denn all das haben sie getan, daß es mich vor ihnen ekelte.
03141800cb	Ich sprach zu euch: Ihr sollt ihr Land zu eigen haben. Ich gebe es euch zum Besitz, ein Land, von Milch und Honig fließend. Ich, der Herr, bin euer Gott, der euch von den anderen Völkern gesondert hat.
03141900f8	So scheidet zwischen reinem und unreinem Vieh, reinem und unreinem Geflügel! Ihr sollt euch selbst nicht abscheulich machen durch das Vieh, das Geflügel oder durch das, was auf dem Boden kriecht und was ich für euch als unrein ausgesondert habe!
03141a0068	Seid mir heilig! Denn ich, der Herr, bin heilig. Ich sondere euch von den Völkern, daß ihr mein seiet.
03141b0094	Ist in einem Mann oder Weib ein Toten- oder Wahrsagegeist, so sollen sie den Tod leiden! Man soll sie steinigen! Ihre Blutschuld bleibt bei ihnen.'"
03150100a2	Und der Herr sprach zu Moses: "Sprich zu den Priestern, zu den Söhnen Aarons, sage ihnen: 'An keiner Leiche aus seiner Verwandtschaft darf er sich unrein machen.
0315020070	Nur an den nächsten Blutsverwandten, an seiner Mutter, seinem Vater, seinem Sohn, seiner Tochter, seinem Bruder
0315030076	und an seiner jungfräulichen Schwester, die ihm nahesteht und die noch keines Mannes ist, darf er sich unrein machen.
0315040048	Er darf sich nicht als Gatte an seinen anderen Verwandten unrein machen.
031505007b	Sie sollen auf ihrem Kopf keine Glatze machen, nicht ihres Bartes Rand scheren und in ihr Fleisch keine Einschnitte machen.
03150600b2	Heilig seien sie ihrem Gott und sie sollen ihres Gottes Namen nicht entweihen! Sie bringen ja die Mähler für den Herrn, die Speise ihres Gottes, dar. Deswegen seien sie heilig!
0315070086	Sie dürfen keine Dirne noch eine Vergewaltigte heiraten, noch ein von seinem Manne verstoßenes Weib. Denn heilig ist er seinem Gott.
0315080079	Heilig halte ihn! Er bringt deines Gottes Speise dar. Heilig sei er dir! Denn heilig bin ich, der Herr, der euch heiligt.
031509006c	Entweiht sich eine Priestertochter durch Hurerei, so entweiht sie ihren Vater. Im Feuer werde sie verbrannt!
03150a00d7	Der Hohepriester unter seinen Brüdern, auf dessen Haupt das Salböl ausgegossen und der eingekleidet ward durch Anlegen der Gewänder, lasse nie sein Haupthaar offen fliegen! Nicht soll er seine Kleider zerreißen!
03150b0069	Er soll zu keiner Leiche gehen! Selbst nicht des Vaters oder der Mutter wegen darf er sich unrein machen.
03150c009b	Er soll nicht aus dem Heiligtum gehen und nicht seines Gottes Heiligtum entweihen! Die Weihe durch seines Gottes Ölsalbung ruht auf ihm. Ich bin der Herr.
03150d001f	Er soll eine Jungfrau heiraten!
03150e007b	Er soll keine Witwe nehmen, noch Verstoßene, noch Vergewaltigte, noch Dirne, sondern eine Jungfrau aus der Verwandtschaft,
03150f006a	daß er nicht durch seine Verwandten seinen Stamm entweihe! Denn ich, der Herr, bin es, der ihn heiligt.'"
0315100022	Und der Herr sprach zu Moses also:
031511007f	"Sprich so zu Aaron: 'Hat einer aus deinem Stamme ein Gebrest, dann darf er nicht herantreten, Speise seinem Gott darzubringen.
031512006f	Denn niemand darf herantreten, der ein Gebrest hat, kein Blinder oder Lahmer oder Entstellter oder Überlanger,
0315130031	oder wer einen Beinbruch hat oder einen Armbruch,
0315140081	oder ein Buckliger oder ein Zwerg oder ein Fleckäugiger oder ein Krätziger oder ein Grindiger oder einer mit zerriebenen Hoden.
03151500d3	Kein Mann, der ein Gebrest hat, vom Stamm des Priesters Aaron darf herantreten, die Mähler für den Herrn darzubringen. Hat er ein Gebrest, dann darf er nicht herantreten, die Speise seines Gottes darzubringen.
031516006d	Die Speise seines Gottes, von den hochheiligen und selbstverständlich von den heiligen Gaben, darf er essen.
03151700b5	Nur soll er nicht zum Vorhang kommen und sich nicht dem Altare nähern, weil er ein Gebrest hat! Sonst entweiht er meine Heiligtümer. Denn ich, der Herr, bin es, der sie heiligt.'"
031518004d	Und Moses redete so zu Aaron und seinen Söhnen und zu allen Söhnen Israels.
0316010023	Und der Herr redete zu Moses also.-
03160200c1	"Sag dem Aaron und seinen Söhnen, sie sollen wegen der heiligen Gaben der Israeliten enthaltsam sein, auf daß sie meinen heiligen Namen nicht entweihen, wenn sie mir, dem Herrn, Gaben weihen!
03160300f0	Sprich zu ihnen: 'Für eure Geschlechter! Wer von all euren Nachkommen je den heiligen Gaben naht, die dem Herrn die Israeliten weihen, solange an ihm Unreinheit ist, diese Person werde vor meinem Angesichte weggestrichen! Ich bin der Herr.
03160400ca	Wer von dem Aaronsstamm aussätzig oder flüssig ist, soll nichts von den heiligen Gaben essen, bis er wieder rein ist! Wer einen, der durch eine Leiche unrein ward, berührt, oder wem der Same entgeht,
0316050082	wer ein Gewürm berührt, wodurch man unrein wird, oder einen Menschen, an dem man unrein wird durch irgendeine Unreinheit an ihm,
0316060085	diese Person, die das berührt, sei bis zum Abend unrein! Sie soll nichts von heiligen Gaben essen, bevor sie ihren Leib gebadet hat!
0316070069	Sobald die Sonne untergeht, ist er rein. Hernach mag er von heiligen Gaben essen. Denn das ist sein Brot.
0316080065	Gefallenes und Zerrissenes darf er nicht essen, daß er nicht dadurch unrein werde. Ich bin der Herr.
03160900a7	Sie sollen meine Vorschrift befolgen, daß sie nicht deswegen Sünde auf sich laden; sie würden sterben, wenn sie es entweihen. Ich bin es, der Herr, der sie heiligt.
03160a0074	Kein Unbefugter darf Heiliges genießen. Der Beisaß des Priesters und der Lohndiener dürfen nichts Heiliges essen.
03160b0081	Erwirbt ein Priester für Geld einen Sklaven, so darf er mitessen, ebenso ein Hausgeborener. Sie dürfen von seiner Speise essen.
03160c007e	Aber eine Priestertochter, die einen Nichtpriester geheiratet hat, darf von der Weihegabe der heiligen Gaben nichts genießen.
03160d00e4	Dagegen eine Priestertochter, die Witwe ist oder verstoßen und kinderlos und wieder in ihr Vaterhaus zurückkehrt, wie in der ledigen Zeit, darf von der Speise ihres Vaters essen. Ein Unzugehöriger darf aber nicht davon essen.
03160e0087	Wenn jemand aus Versehen Geheiligtes ißt, so lege er ein Fünftel des Betrages darauf und gebe es dem Priester samt der heiligen Gabe!
03160f0064	Sie sollen nicht entweihen der Israeliten heilige Gaben, die sie dem Herrn als Weihegabe darbringen!
0316100087	Sonst würden sie ihnen Schuldverfehlungen aufladen, wenn sie ihre heiligen Gaben essen. Denn ich, der Herr, bin es, der sie heiligt.'"
031611001d	Und der Herr sprach zu Moses:
03161200f4	"Sprich zu Aaron, seinen Söhnen und zu allen Israeliten und sage zu ihnen: 'Bringt vom Hause Israels oder von den Fremdlingen in Israel jemand sein Opfer dar, sei es versprochen oder freiwillig, das er dem Herrn als Brandopfer darbringen will,
0316130062	so sei es zu eurer Begnadigung ein fehlerloses männliches Tier von Rindern, Lämmern oder Ziegen!
0316140064	Was einen Makel an sich hat, dürft ihr nicht darbringen. Es würde euch nicht zur Begnadigung sein.
03161500d4	Will jemand dem Herrn ein Dankopfer darbringen, als besonderes Opfer für Gelobtes oder als freiwillige Gabe von Rindern oder Schafen, so sei es für die Begnadigung fehlerlos! Keinen Makel darf es an sich haben.
03161600bc	Was blind ist oder gebrochen oder verstümmelt oder geschwürig oder krätzig oder grindig, das dürft ihr dem Herrn nicht darbringen und nicht als Mahl für den Herrn auf den Altar legen.
031617008d	Ein Rind oder ein Schaf, überdeckt oder verkrüppelt, darfst du als freie Gabe herrichten. Aber als Gelübdeopfer wird es nicht angerechnet.
031618009c	Zerquetschtes oder Zerstoßenes oder Abgerissenes oder Verschnittenes dürft ihr dem Herrn nicht darbringen. Ihr dürft in eurem Lande solches nicht machen.
03161900aa	Auch von Ausländern dürft ihr nichts von alledem als Speise eures Gottes darbringen. Ihr Verderb ist an ihnen. Gebrest ist daran. Solches wird euch nicht angerechnet.'"
