0100000009	創世記
0713020096	そのめかけは怒って、彼のところを去り、ユダのベツレヘムの父の家に帰って、そこに四か月ばかり過ごした。
07130300e7	そこで夫は彼女をなだめて連れ帰ろうと、しもべと二頭のろばを従え、立って彼女のあとを追って行った。彼が女の父の家に着いた時、娘の父は彼を見て、喜んで迎えた。
0713040081	娘の父であるしゅうとが引き留めたので、彼は三日共におり、みな飲み食いしてそこに宿った。
07130500bd	四日目に彼らは朝はやく起き、彼が立ち去ろうとしたので、娘の父は婿に言った、「少し食事をして元気をつけ、それから出かけなさい」。
07130600a5	そこでふたりは座して共に飲み食いしたが、娘の父はその人に言った、「どうぞもう一晩泊まって楽しく過ごしなさい」。
0713070072	その人は立って去ろうとしたが、しゅうとがしいたので、ついにまたそこに宿った。
07130800db	五日目になって、朝はやく起きて去ろうとしたが、娘の父は言った、「どうぞ、元気をつけて、日が傾くまでとどまりなさい」。そこで彼らふたりは食事をした。
071309017d	その人がついにめかけおよびしもべと共に去ろうとして立ちあがったとき、娘の父であるしゅうとは彼に言った、「日も暮れようとしている。どうぞもう一晩泊まりなさい。日は傾いた。ここに宿って楽しく過ごしなさい。そしてあしたの朝はやく起きて出立し、家に帰りなさい」。
07130a00db	しかし、その人は泊まることを好まないので、立って去り、エブスすなわちエルサレムの向かいに着いた。くらをおいた二頭のろばと彼のめかけも一緒であった。
07130b00e4	彼らがエブスに近づいたとき、日はすでに没したので、しもべは主人に言った、「さあ、われわれは道を転じてエブスびとのこの町にはいって、そこに宿りましょう」。
07130c00b7	主人は彼に言った、「われわれは道を転じて、イスラエルの人々の町でない外国人の町に、はいってはならない。ギベアまで行こう」。
07130d0090	彼はまたしもべに言った、「さあ、われわれはギベアかラマか、そのうちの一つに着いてそこに宿ろう」。
07130e0069	彼らは進んで行ったが、ベニヤミンに属するギベアの近くで日が暮れたので、
07130f00c3	ギベアへ行って宿ろうと、そこに道を転じ、町にはいって、その広場に座した。だれも彼らを家に迎えて泊めてくれる者がなかったからである。
07131000e7	時にひとりの老人が夕暮に畑の仕事から帰ってきた。この人はエフライムの山地の者で、ギベアに寄留していたのである。ただしこの所の人々はベニヤミンびとであった。
07131100bd	彼は目をあげて、町の広場に旅人のおるのを見た。老人は言った、「あなたはどこへ行かれるのですか。どこからおいでになりましたか」。
071312013b	その人は言った、「われわれはユダのベツレヘムから、エフライムの山地の奥へ行くものです。わたしはあそこの者で、ユダのベツレヘムへ行き、今わたしの家に帰るところですが、だれもわたしを家に泊めてくれる者がありません。
07131300d2	われわれには、ろばのわらも飼葉もあり、またわたしと、はしためと、しもべと共にいる若者との食物も酒もあって、何も欠けているものはありません」。
