2800000006	ܡܬܝ
2a08150084	ܗܘ ܕܝܢ ܥܢܐ ܘܐܡܪ ܠܗܘܢ ܗܠܝܢ ܐܢܘܢ ܐܡܝ ܘܐܚܝ ܐܝܠܝܢ ܕܫܡܥܝܢ ܡܠܬܐ ܕܐܠܗܐ ܘܥܒܕܝܢ ܠܗ
2a08160098	ܗܘܐ ܕܝܢ ܒܚܕ ܡܢ ܝܘܡܬܐ ܤܠܩ ܝܫܘܥ ܝܬܒ ܒܤܦܝܢܬܐ ܗܘ ܘܬܠܡܝܕܘܗܝ ܘܐܡܪ ܠܗܘܢ ܢܥܒܪ ܠܗܘ ܥܒܪܐ ܕܝܡܬܐ
2a0817007f	ܘܟܕ ܪܕܝܢ ܕܡܟ ܠܗ ܗܘ ܝܫܘܥ ܘܗܘܬ ܥܠܥܠܐ ܕܪܘܚܐ ܒܝܡܬܐ ܘܩܪܝܒܐ ܗܘܬ ܤܦܝܢܬܐ ܠܡܛܒܥ
2a081800a0	ܘܩܪܒܘ ܐܥܝܪܘܗܝ ܘܐܡܪܝܢ ܠܗ ܪܒܢ ܪܒܢ ܐܒܕܝܢܢ ܗܘ ܕܝܢ ܩܡ ܘܟܐܐ ܒܪܘܚܐ ܘܒܡܚܫܘܠܐ ܕܝܡܐ ܘܢܚܘ ܘܗܘܐ ܫܠܝܐ
2a081900e1	ܘܐܡܪ ܠܗܘܢ ܐܝܟܐ ܗܝ ܗܝܡܢܘܬܟܘܢ ܗܢܘܢ ܕܝܢ ܟܕ ܕܚܝܠܝܢ ܡܬܕܡܪܝܢ ܗܘܘ ܘܐܡܪܝܢ ܚܕ ܠܚܕ ܡܢܘ ܟܝ ܗܢܐ ܕܐܦ ܠܪܘܚܐ ܦܩܕ ܘܠܡܚܫܘܠܐ ܘܠܝܡܐ ܘܡܫܬܡܥܝܢ ܠܗ
2a081a0059	ܘܪܕܘ ܘܐܬܘ ܠܐܬܪܐ ܕܓܕܪܝܐ ܕܐܝܬܘܗܝ ܒܥܒܪܐ ܠܘܩܒܠ ܓܠܝܠܐ
2a081b00cd	ܘܟܕ ܢܦܩ ܠܐܪܥܐ ܦܓܥ ܒܗ ܓܒܪܐ ܚܕ ܡܢ ܡܕܝܢܬܐ ܕܐܝܬ ܒܗ ܕܝܘܐ ܡܢ ܙܒܢܐ ܤܓܝܐܐ ܘܡܐܢܐ ܠܐ ܠܒܫ ܗܘܐ ܘܒܒܝܬܐ ܠܐ ܥܡܪ ܗܘܐ ܐܠܐ ܒܒܝܬ ܩܒܘܪܐ
2a081c00b1	ܟܕ ܚܙܐ ܕܝܢ ܠܝܫܘܥ ܩܥܐ ܘܢܦܠ ܩܕܡܘܗܝ ܘܒܩܠܐ ܪܡܐ ܐܡܪ ܡܐ ܠܢ ܘܠܟ ܝܫܘܥ ܒܪܗ ܕܐܠܗܐ ܡܪܝܡܐ ܒܥܐ ܐܢܐ ܡܢܟ ܠܐ ܬܫܢܩܢܝ
2a081d0117	ܦܩܕ ܗܘܐ ܠܗ ܓܝܪ ܝܫܘܥ ܠܪܘܚܐ ܛܢܦܐ ܠܡܦܩ ܡܢ ܒܪܢܫܐ ܤܓܝ ܗܘܐ ܓܝܪ ܙܒܢܐ ܡܢ ܕܫܒܐ ܗܘܐ ܠܗ ܘܡܬܐܤܪ ܗܘܐ ܒܫܫܠܬܐ ܘܒܟܒܠܐ ܡܬܢܛܪ ܗܘܐ ܘܡܦܤܩ ܗܘܐ ܐܤܘܪܘܗܝ ܘܡܬܕܒܪ ܗܘܐ ܡܢ ܫܐܕܐ ܠܚܘܪܒܐ
2a081e0071	ܫܐܠܗ ܕܝܢ ܝܫܘܥ ܡܢ ܫܡܟ ܐܡܪ ܠܗ ܠܓܝܘܢ ܡܛܠ ܕܕܝܘܐ ܤܓܝܐܐ ܥܠܝܠܝܢ ܗܘܘ ܒܗ
2a081f004b	ܘܒܥܝܢ ܗܘܘ ܡܢܗ ܕܠܐ ܢܦܩܘܕ ܠܗܘܢ ܠܡܐܙܠ ܠܬܗܘܡܐ
2a082000a9	ܐܝܬ ܗܘܐ ܕܝܢ ܬܡܢ ܒܩܪܐ ܕܚܙܝܪܐ ܤܓܝܐܐ ܕܪܥܝܐ ܒܛܘܪܐ ܘܒܥܝܢ ܗܘܘ ܡܢܗ ܕܢܦܤ ܠܗܘܢ ܕܒܚܙܝܪܐ ܢܥܠܘܢ ܘܐܦܤ ܠܗܘܢ
2a08210089	ܘܢܦܩܘ ܫܐܕܐ ܡܢ ܓܒܪܐ ܘܥܠܘ ܒܚܙܝܪܐ ܘܬܪܨܬ ܒܩܪܐ ܗܝ ܟܠܗ ܠܫܩܝܦܐ ܘܢܦܠܘ ܒܝܡܬܐ ܘܐܬܚܢܩܘ
2a08220063	ܟܕ ܚܙܘ ܕܝܢ ܪܥܘܬܐ ܡܕܡ ܕܗܘܐ ܥܪܩܘ ܘܐܫܬܥܝܘ ܒܡܕܝܢܬܐ ܘܒܩܘܪܝܐ
2a082300ce	ܘܢܦܩܘ ܐܢܫܐ ܕܢܚܙܘܢ ܡܕܡ ܕܗܘܐ ܘܐܬܘ ܠܘܬ ܝܫܘܥ ܘܐܫܟܚܘܗܝ ܠܓܒܪܐ ܗܘ ܕܢܦܩܘ ܫܐܕܘܗܝ ܟܕ ܠܒܝܫ ܘܡܢܟܦ ܘܝܬܒ ܠܘܬ ܪܓܠܘܗܝ ܕܝܫܘܥ ܘܕܚܠܘ
2a0824005a	ܘܐܫܬܥܝܘ ܠܗܘܢ ܐܝܠܝܢ ܕܚܙܘ ܐܝܟܢܐ ܐܬܐܤܝ ܓܒܪܐ ܗܘ ܕܝܘܢܐ
2a082500cc	ܘܒܥܝܢ ܗܘܘ ܡܢܗ ܟܠܗ ܟܢܫܐ ܕܓܕܪܝܐ ܕܢܐܙܠ ܠܗ ܡܢ ܠܘܬܗܘܢ ܡܛܠ ܕܕܚܠܬܐ ܪܒܬܐ ܐܚܕܬ ܐܢܘܢ ܗܘ ܕܝܢ ܝܫܘܥ ܤܠܩ ܠܤܦܝܢܬܐ ܘܗܦܟ ܡܢ ܠܘܬܗܘܢ
2a0826007c	ܗܘ ܕܝܢ ܓܒܪܐ ܕܢܦܩܘ ܡܢܗ ܫܐܕܐ ܒܥܐ ܗܘܐ ܡܢܗ ܕܠܘܬܗ ܢܗܘܐ ܘܫܪܝܗܝ ܝܫܘܥ ܘܐܡܪ ܠܗ
2a0827008d	ܗܦܘܟ ܠܒܝܬܟ ܘܐܫܬܥܐ ܡܕܡ ܕܥܒܕ ܠܟ ܐܠܗܐ ܘܐܙܠ ܘܡܟܪܙ ܗܘܐ ܒܟܠܗ ܡܕܝܢܬܐ ܡܕܡ ܕܥܒܕ ܠܗ ܝܫܘܥ
2a08280061	ܟܕ ܗܦܟ ܕܝܢ ܝܫܘܥ ܩܒܠܗ ܟܢܫܐ ܤܓܝܐܐ ܟܠܗܘܢ ܓܝܪ ܠܗ ܚܝܪܝܢ ܗܘܘ
2a0829008a	ܘܓܒܪܐ ܚܕ ܕܫܡܗ ܝܘܐܪܫ ܪܝܫ ܟܢܘܫܬܐ ܢܦܠ ܩܕܡ ܪܓܠܘܗܝ ܕܝܫܘܥ ܘܒܥܐ ܗܘܐ ܡܢܗ ܕܢܥܘܠ ܠܒܝܬܗ
2a082a00be	ܒܪܬܐ ܓܝܪ ܝܚܝܕܝܬܐ ܐܝܬ ܗܘܬ ܠܗ ܐܝܟ ܒܪܬ ܫܢܝܢ ܬܪܬܥܤܪܐ ܘܩܪܝܒܐ ܗܘܬ ܠܡܡܬ ܘܟܕ ܐܙܠ ܥܡܗ ܗܘ ܝܫܘܥ ܟܢܫܐ ܤܓܝܐܐ ܚܒܨ ܗܘܐ ܠܗ
2a082b00a8	ܐܢܬܬܐ ܕܝܢ ܚܕܐ ܕܬܪܝܥ ܗܘܐ ܕܡܗ ܫܢܝܢ ܬܪܬܥܤܪܐ ܗܝ ܕܒܝܬ ܐܤܘܬܐ ܟܠܗ ܩܢܝܢܗ ܐܦܩܬ ܘܠܐ ܐܫܟܚܬ ܕܡܢ ܐܢܫ ܬܬܐܤܐ
2a082c0065	ܐܬܩܪܒܬ ܡܢ ܒܤܬܪܗ ܘܩܪܒܬ ܠܟܢܦܐ ܕܡܐܢܗ ܘܡܚܕܐ ܩܡܬ ܡܪܕܝܬܐ ܕܕܡܗ
2a082d00bc	ܘܐܡܪ ܝܫܘܥ ܡܢܘ ܩܪܒ ܠܝ ܘܟܕ ܟܠܗܘܢ ܟܦܪܝܢ ܐܡܪ ܠܗ ܫܡܥܘܢ ܟܐܦܐ ܘܕܥܡܗ ܪܒܢ ܟܢܫܐ ܐܠܨܝܢ ܠܟ ܘܚܒܨܝܢ ܘܐܡܪ ܐܢܬ ܡܢܘ ܩܪܒ ܠܝ
2a082e0055	ܗܘ ܕܝܢ ܐܡܪ ܐܢܫ ܩܪܒ ܠܝ ܐܢܐ ܓܝܪ ܝܕܥܬ ܕܚܝܠܐ ܢܦܩ ܡܢܝ
2a082f00c9	ܗܝ ܕܝܢ ܐܢܬܬܐ ܟܕ ܚܙܬ ܕܠܐ ܛܥܬܗ ܐܬܬ ܟܕ ܪܬܝܬܐ ܘܢܦܠܬ ܤܓܕܬ ܠܗ ܘܐܡܪܬ ܠܥܝܢ ܥܡܐ ܟܠܗ ܡܛܠ ܐܝܕܐ ܥܠܬܐ ܩܪܒܬ ܘܐܝܟܢܐ ܡܚܕܐ ܐܬܐܤܝܬ
2a08300066	ܗܘ ܕܝܢ ܝܫܘܥ ܐܡܪ ܠܗ ܐܬܠܒܒܝ ܒܪܬܝ ܗܝܡܢܘܬܟܝ ܐܚܝܬܟܝ ܙܠܝ ܒܫܠܡܐ
2a08310082	ܘܥܕ ܗܘ ܡܡܠܠ ܐܬܐ ܐܢܫ ܡܢ ܕܒܝܬ ܪܒ ܟܢܘܫܬܐ ܘܐܡܪ ܠܗ ܡܝܬܬ ܠܗ ܒܪܬܟ ܠܐ ܬܥܡܠ ܠܡܠܦܢܐ
2a08320062	ܝܫܘܥ ܕܝܢ ܫܡܥ ܘܐܡܪ ܠܐܒܘܗ ܕܛܠܝܬܐ ܠܐ ܬܕܚܠ ܒܠܚܘܕ ܗܝܡܢ ܘܚܝܐ
2a083300a1	ܐܬܐ ܕܝܢ ܝܫܘܥ ܠܒܝܬܐ ܘܠܐ ܫܒܩ ܠܐܢܫ ܕܢܥܘܠ ܥܡܗ ܐܠܐ ܠܫܡܥܘܢ ܘܠܝܥܩܘܒ ܘܠܝܘܚܢܢ ܘܠܐܒܘܗ ܕܛܠܝܬܐ ܘܠܐܡܗ
2a0834008a	ܟܠܗܘܢ ܕܝܢ ܒܟܝܢ ܗܘܘ ܘܡܪܩܕܝܢ ܥܠܝܗ ܝܫܘܥ ܕܝܢ ܐܡܪ ܠܐ ܬܒܟܘܢ ܠܐ ܓܝܪ ܡܝܬܬ ܐܠܐ ܕܡܟܐ ܗܝ
2a0835003b	ܘܓܚܟܝܢ ܗܘܘ ܥܠܘܗܝ ܕܝܕܥܝܢ ܕܡܝܬܬ ܠܗ
2a08360060	ܗܘ ܕܝܢ ܐܦܩ ܠܟܠܢܫ ܠܒܪ ܘܐܚܕܗ ܒܐܝܕܗ ܘܩܪܗ ܘܐܡܪ ܛܠܝܬܐ ܩܘܡܝ
2a0837004b	ܘܗܦܟܬ ܪܘܚܗ ܘܡܚܕܐ ܩܡܬ ܘܦܩܕ ܕܢܬܠܘܢ ܠܗ ܠܡܐܟܠ
2a0838005c	ܘܬܡܗܘ ܐܒܗܝܗ ܗܘ ܕܝܢ ܙܗܪ ܐܢܘܢ ܕܠܐܢܫ ܠܐ ܢܐܡܪܘܢ ܡܐ ܕܗܘܐ
2a09010081	ܘܩܪܐ ܝܫܘܥ ܠܬܪܥܤܪܬܗ ܘܝܗܒ ܠܗܘܢ ܚܝܠܐ ܘܫܘܠܛܢܐ ܥܠ ܟܠܗܘܢ ܫܐܕܐ ܘܟܘܪܗܢܐ ܠܡܐܤܝܘ
2a09020050	ܘܫܕܪ ܐܢܘܢ ܠܡܟܪܙܘ ܡܠܟܘܬܗ ܕܐܠܗܐ ܘܠܡܐܤܝܘ ܟܪܝܗܐ
2a090300ac	ܘܐܡܪ ܠܗܘܢ ܡܕܡ ܠܐ ܬܫܩܠܘܢ ܠܐܘܪܚܐ ܠܐ ܫܒܛܐ ܘܠܐ ܬܪܡܠܐ ܘܠܐ ܠܚܡܐ ܘܠܐ ܟܤܦܐ ܘܠܐ ܬܪܬܝܢ ܟܘܬܝܢܝܢ ܢܗܘܝܢ ܠܟܘܢ
2a09040057	ܘܠܐܝܢܐ ܒܝܬܐ ܕܥܐܠܝܢ ܐܢܬܘܢ ܠܗ ܬܡܢ ܗܘܘ ܘܡܢ ܬܡܢ ܦܘܩܘ
2a0905009c	ܘܠܡܢ ܕܠܐ ܡܩܒܠܝܢ ܠܟܘܢ ܡܐ ܕܢܦܩܝܢ ܐܢܬܘܢ ܡܢ ܡܕܝܢܬܐ ܗܝ ܐܦ ܚܠܐ ܡܢ ܪܓܠܝܟܘܢ ܦܨܘ ܥܠܝܗܘܢ ܠܤܗܕܘܬܐ
2a0906007c	ܘܢܦܩܘ ܫܠܝܚܐ ܘܡܬܟܪܟܝܢ ܗܘܘ ܒܩܘܪܝܐ ܘܒܡܕܝܢܬܐ ܘܡܤܒܪܝܢ ܗܘܘ ܘܡܐܤܝܢ ܒܟܠ ܕܘܟ
2a090700ae	ܫܡܥ ܕܝܢ ܗܪܘܕܤ ܛܛܪܪܟܐ ܟܠܗܝܢ ܕܗܘܝܢ ܗܘܝ ܒܐܝܕܗ ܘܡܬܕܡܪ ܗܘܐ ܡܛܠ ܕܐܡܪܝܢ ܗܘܘ ܐܢܫܝܢ ܕܝܘܚܢܢ ܩܡ ܡܢ ܒܝܬ ܡܝܬܐ
2a0908006f	ܐܚܪܢܐ ܕܝܢ ܐܡܪܝܢ ܗܘܘ ܕܐܠܝܐ ܐܬܚܙܝ ܘܐܚܪܢܐ ܕܢܒܝܐ ܡܢ ܢܒܝܐ ܩܕܡܝܐ ܩܡ
2a09090091	ܘܐܡܪ ܗܪܘܕܤ ܪܫܗ ܕܝܘܚܢܢ ܐܢܐ ܦܤܩܬ ܡܢܘ ܕܝܢ ܗܢܐ ܕܗܠܝܢ ܫܡܥ ܐܢܐ ܥܠܘܗܝ ܘܨܒܐ ܗܘܐ ܕܢܚܙܝܘܗܝ
2a090a0095	ܘܟܕ ܗܦܟܘ ܫܠܝܚܐ ܐܫܬܥܝܘ ܠܝܫܘܥ ܟܠܡܕܡ ܕܥܒܕܘ ܘܕܒܪ ܐܢܘܢ ܒܠܚܘܕܝܗܘܢ ܠܐܬܪܐ ܚܘܪܒܐ ܕܒܝܬ ܨܝܕܐ
2a090b00c2	ܟܢܫܐ ܕܝܢ ܟܕ ܝܕܥܘ ܐܙܠܘ ܒܬܪܗ ܘܩܒܠ ܐܢܘܢ ܘܡܡܠܠ ܗܘܐ ܥܡܗܘܢ ܥܠ ܡܠܟܘܬܐ ܕܐܠܗܐ ܘܠܐܝܠܝܢ ܕܤܢܝܩܝܢ ܗܘܘ ܥܠ ܐܤܝܘܬܐ ܡܐܤܐ ܗܘܐ
2a090c0103	ܟܕ ܕܝܢ ܫܪܝ ܝܘܡܐ ܠܡܨܠܐ ܩܪܒܘ ܬܠܡܝܕܘܗܝ ܘܐܡܪܝܢ ܠܗ ܫܪܝ ܠܟܢܫܐ ܕܢܐܙܠܘܢ ܠܩܘܪܝܐ ܕܚܕܪܝܢ ܘܠܟܦܪܘܢܐ ܕܢܫܪܘܢ ܒܗܘܢ ܘܢܫܟܚܘܢ ܠܗܘܢ ܤܝܒܪܬܐ ܡܛܠ ܕܒܐܬܪܐ ܚܘܪܒܐ ܐܝܬܝܢ
2a090d00e3	ܐܡܪ ܠܗܘܢ ܝܫܘܥ ܗܒܘ ܠܗܘܢ ܐܢܬܘܢ ܠܡܐܟܠ ܗܢܘܢ ܕܝܢ ܐܡܪܝܢ ܠܝܬ ܠܢ ܝܬܝܪ ܡܢ ܚܡܫܐ ܠܚܡܝܢ ܘܬܪܝܢ ܢܘܢܝܢ ܐܠܐ ܐܢ ܐܙܠܢܢ ܘܙܒܢܢ ܤܝܒܪܬܐ ܠܗܢܐ ܟܠܗ ܥܡܐ
2a090e0093	ܗܘܝܢ ܗܘܘ ܓܝܪ ܐܝܟ ܚܡܫܐ ܐܠܦܝܢ ܓܒܪܝܢ ܐܡܪ ܠܗܘܢ ܝܫܘܥ ܐܤܡܟܘ ܐܢܘܢ ܤܡܟܐ ܚܡܫܝܢ ܐܢܫܝܢ ܒܤܡܟܐ
2a090f003a	ܘܥܒܕܘ ܗܟܘܬ ܬܠܡܝܕܐ ܘܐܤܡܟܘ ܠܟܠܗܘܢ
2a0910009e	ܘܢܤܒ ܝܫܘܥ ܗܢܘܢ ܚܡܫܐ ܠܚܡܝܢ ܘܬܪܝܢ ܢܘܢܝܢ ܘܚܪ ܒܫܡܝܐ ܘܒܪܟ ܘܩܨܐ ܘܝܗܒ ܠܬܠܡܝܕܘܗܝ ܕܢܤܝܡܘܢ ܠܟܢܫܐ
2a09110062	ܘܐܟܠܘ ܟܠܗܘܢ ܘܤܒܥܘ ܘܫܩܠܘ ܩܨܝܐ ܡܕܡ ܕܐܘܬܪܘ ܬܪܥܤܪ ܩܘܦܝܢܝܢ
2a09120080	ܘܟܕ ܡܨܠܐ ܒܠܚܘܕܘܗܝ ܘܬܠܡܝܕܘܗܝ ܥܡܗ ܫܐܠ ܐܢܘܢ ܘܐܡܪ ܡܢܘ ܐܡܪܝܢ ܥܠܝ ܟܢܫܐ ܕܐܝܬܝ
2a0913008a	ܥܢܘ ܘܐܡܪܝܢ ܠܗ ܕܝܘܚܢܢ ܡܥܡܕܢܐ ܘܐܚܪܢܐ ܕܐܠܝܐ ܐܚܪܢܐ ܕܝܢ ܕܢܒܝܐ ܚܕ ܡܢ ܢܒܝܐ ܩܕܡܝܐ ܩܡ
2a0914007a	ܐܡܪ ܠܗܘܢ ܐܢܬܘܢ ܕܝܢ ܡܢܘ ܐܡܪܝܢ ܐܢܬܘܢ ܕܐܝܬܝ ܥܢܐ ܫܡܥܘܢ ܘܐܡܪ ܡܫܝܚܗ ܕܐܠܗܐ
2a09150051	ܗܘ ܕܝܢ ܟܐܐ ܒܗܘܢ ܘܙܗܪ ܐܢܘܢ ܕܗܕܐ ܠܐܢܫ ܠܐ ܢܐܡܪܘܢ
2a091600bb	ܘܐܡܪ ܠܗܘܢ ܕܥܬܝܕ ܗܘ ܒܪܗ ܕܐܢܫܐ ܕܤܓܝܐܬܐ ܢܚܫ ܘܕܢܤܬܠܐ ܡܢ ܩܫܝܫܐ ܘܪܒܝ ܟܗܢܐ ܘܤܦܪܐ ܘܢܩܛܠܘܢܝܗܝ ܘܠܝܘܡܐ ܕܬܠܬܐ ܢܩܘܡ
2a0917008e	ܘܐܡܪ ܗܘܐ ܩܕܡ ܟܠܢܫ ܡܢ ܕܨܒܐ ܕܢܐܬܐ ܒܬܪܝ ܢܟܦܘܪ ܒܢܦܫܗ ܘܢܫܩܘܠ ܙܩܝܦܗ ܟܠܝܘܡ ܘܢܐܬܐ ܒܬܪܝ
2a09180072	ܡܢ ܓܝܪ ܕܨܒܐ ܕܢܦܫܗ ܢܚܐ ܡܘܒܕ ܠܗ ܡܢ ܕܝܢ ܕܢܘܒܕ ܢܦܫܗ ܡܛܠܬܝ ܗܢܐ ܡܚܐ ܠܗ
2a09190068	ܡܢܐ ܓܝܪ ܢܬܥܕܪ ܒܪ ܐܢܫܐ ܕܢܐܬܪ ܥܠܡܐ ܟܠܗ ܢܦܫܗ ܕܝܢ ܢܘܒܕ ܐܘ ܢܚܤܪ
2a091a008d	ܡܢ ܕܢܒܗܬ ܒܝ ܕܝܢ ܘܒܡܠܝ ܢܒܗܬ ܒܗ ܒܪܗ ܕܐܢܫܐ ܡܐ ܕܐܬܐ ܒܫܘܒܚܐ ܕܐܒܘܗܝ ܥܡ ܡܠܐܟܘܗܝ ܩܕܝܫܐ
2a091b0092	ܫܪܪܐ ܐܡܪ ܐܢܐ ܠܟܘܢ ܕܐܝܬ ܐܢܫܐ ܕܩܝܡܝܢ ܗܪܟܐ ܕܠܐ ܢܛܥܡܘܢ ܡܘܬܐ ܥܕܡܐ ܕܢܚܙܘܢ ܡܠܟܘܬܗ ܕܐܠܗܐ
2a091c009d	ܗܘܐ ܕܝܢ ܒܬܪ ܡܠܐ ܗܠܝܢ ܐܝܟ ܬܡܢܝܐ ܝܘܡܝܢ ܕܒܪ ܝܫܘܥ ܠܫܡܥܘܢ ܘܠܝܥܩܘܒ ܘܠܝܘܚܢܢ ܘܤܠܩ ܠܛܘܪܐ ܠܡܨܠܝܘ
2a091d0063	ܘܟܕ ܗܘ ܡܨܠܐ ܐܬܚܠܦ ܚܙܘܐ ܕܐܦܘܗܝ ܘܢܚܬܘܗܝ ܚܘܪܘ ܘܡܒܪܩܝܢ ܗܘܘ
2a091e005a	ܘܗܐ ܬܪܝܢ ܓܒܪܝܢ ܡܡܠܠܝܢ ܗܘܘ ܥܡܗ ܕܐܝܬܝܗܘܢ ܡܘܫܐ ܘܐܠܝܐ
2a091f0076	ܕܐܬܚܙܝܘ ܒܬܫܒܘܚܬܐ ܐܡܪܝܢ ܗܘܘ ܕܝܢ ܥܠ ܡܦܩܢܗ ܕܥܬܝܕ ܗܘܐ ܕܢܫܬܠܡ ܒܐܘܪܫܠܡ
2a092000b2	ܘܝܩܪܘ ܗܘܘ ܠܗܘܢ ܒܫܢܬܐ ܫܡܥܘܢ ܘܗܢܘܢ ܕܥܡܗ ܘܠܡܚܤܢ ܐܬܬܥܝܪܘ ܘܚܙܘ ܫܘܒܚܗ ܘܠܗܢܘܢ ܬܪܝܢ ܐܢܫܝܢ ܕܩܝܡܝܢ ܗܘܘ ܠܘܬܗ
2a092100e0	ܘܟܕ ܫܪܝܘ ܠܡܦܪܫ ܡܢܗ ܐܡܪ ܫܡܥܘܢ ܠܝܫܘܥ ܪܒܝ ܫܦܝܪ ܗܘ ܠܢ ܕܗܪܟܐ ܢܗܘܐ ܘܢܥܒܕ ܬܠܬ ܡܛܠܝܢ ܠܟ ܚܕܐ ܘܠܡܘܫܐ ܚܕܐ ܘܠܐܠܝܐ ܚܕܐ ܘܠܐ ܝܕܥ ܗܘܐ ܡܢܐ ܐܡܪ
2a09220081	ܘܟܕ ܐܡܪ ܗܠܝܢ ܗܘܬ ܥܢܢܐ ܘܐܛܠܬ ܥܠܝܗܘܢ ܘܕܚܠܘ ܟܕ ܚܙܘ ܠܡܘܫܐ ܘܠܐܠܝܐ ܕܥܠܘ ܒܥܢܢܐ
2a0923004d	ܘܩܠܐ ܗܘܐ ܡܢ ܥܢܢܐ ܕܐܡܪ ܗܢܘ ܒܪܝ ܚܒܝܒܐ ܠܗ ܫܡܥܘ
2a0924008c	ܘܟܕ ܗܘܐ ܩܠܐ ܐܫܬܟܚ ܝܫܘܥ ܒܠܚܘܕܘܗܝ ܘܗܢܘܢ ܫܬܩܘ ܘܠܐܢܫ ܠܐ ܐܡܪܘ ܒܗܢܘܢ ܝܘܡܬܐ ܡܕܡ ܕܚܙܘ
2a09250060	ܘܗܘܐ ܠܝܘܡܐ ܕܒܬܪܗ ܟܕ ܢܚܬܝܢ ܡܢ ܛܘܪܐ ܦܓܥ ܒܗܘܢ ܟܢܫܐ ܤܓܝܐܐ
2a09260084	ܘܓܒܪܐ ܚܕ ܡܢ ܟܢܫܐ ܗܘ ܩܥܐ ܘܐܡܪ ܡܠܦܢܐ ܒܥܐ ܐܢܐ ܡܢܟ ܐܬܦܢܝ ܥܠܝ ܒܪܝ ܕܝܚܝܕܝܐ ܗܘ ܠܝ
2a09270085	ܘܪܘܚܐ ܥܕܝܐ ܥܠܘܗܝ ܘܡܢ ܫܠܝܐ ܩܥܐ ܘܡܚܪܩ ܫܢܘܗܝ ܘܡܪܥܬ ܘܠܡܚܤܢ ܦܪܩܐ ܡܢܗ ܡܐ ܕܫܚܩܬܗ
2a09280043	ܘܒܥܝܬ ܡܢ ܬܠܡܝܕܝܟ ܕܢܦܩܘܢܝܗܝ ܘܠܐ ܐܫܟܚܘ
2a092900ae	ܥܢܐ ܕܝܢ ܝܫܘܥ ܘܐܡܪ ܐܘܢ ܫܪܒܬܐ ܕܠܐ ܡܗܝܡܢܐ ܘܡܥܩܠܬܐ ܥܕܡܐ ܠܐܡܬܝ ܐܗܘܐ ܠܘܬܟܘܢ ܘܐܤܝܒܪܟܘܢ ܩܪܒܝܗܝ ܠܟܐ ܠܒܪܟ
2a092a0093	ܘܟܕ ܡܩܪܒ ܠܗ ܐܪܡܝܗ ܕܝܘܐ ܗܘ ܘܡܥܤܗ ܘܟܐܐ ܝܫܘܥ ܒܪܘܚܐ ܗܝ ܛܢܦܬܐ ܘܐܤܝܗ ܠܛܠܝܐ ܘܝܗܒܗ ܠܐܒܘܗܝ
2a092b0089	ܘܐܬܕܡܪܘ ܟܠܗܘܢ ܒܪܒܘܬܗ ܕܐܠܗܐ ܘܟܕ ܟܠܢܫ ܡܬܕܡܪ ܗܘܐ ܥܠ ܟܠ ܕܥܒܕ ܝܫܘܥ ܐܡܪ ܠܬܠܡܝܕܘܗܝ
2a092c007e	ܤܝܡܘ ܐܢܬܘܢ ܡܠܐ ܗܠܝܢ ܒܐܕܢܝܟܘܢ ܒܪܗ ܓܝܪ ܕܐܢܫܐ ܥܬܝܕ ܕܢܫܬܠܡ ܒܐܝܕܝ ܒܢܝ ܐܢܫܐ
2a092d00b8	ܗܢܘܢ ܕܝܢ ܠܐ ܐܫܬܘܕܥܘܗ ܠܡܠܬܐ ܗܕܐ ܡܛܠ ܕܡܟܤܝܐ ܗܘܬ ܡܢܗܘܢ ܕܠܐ ܢܕܥܘܢܗ ܘܕܚܠܝܢ ܗܘܘ ܕܢܫܐܠܘܢܝܗܝ ܥܠܝܗ ܥܠ ܡܠܬܐ ܗܕܐ
2a092e003a	ܘܥܠܬ ܒܗܘܢ ܡܚܫܒܬܐ ܕܡܢܘ ܟܝ ܪܒ ܒܗܘܢ
2a092f0058	ܝܫܘܥ ܕܝܢ ܝܕܥ ܡܚܫܒܬܐ ܕܠܒܗܘܢ ܘܢܤܒ ܛܠܝܐ ܘܐܩܝܡܗ ܠܘܬܗ
2a093000c5	ܘܐܡܪ ܠܗܘܢ ܡܢ ܕܡܩܒܠ ܛܠܝܐ ܐܝܟ ܗܢܐ ܒܫܡܝ ܠܝ ܗܘ ܡܩܒܠ ܘܡܢ ܕܠܝ ܡܩܒܠ ܡܩܒܠ ܠܡܢ ܕܫܕܪܢܝ ܐܝܢܐ ܓܝܪ ܕܙܥܘܪ ܒܟܠܟܘܢ ܗܢܐ ܢܗܘܐ ܪܒ
2a09310082	ܘܥܢܐ ܝܘܚܢܢ ܘܐܡܪ ܪܒܢ ܚܙܝܢ ܐܢܫ ܕܡܦܩ ܕܝܘܐ ܒܫܡܟ ܘܟܠܝܢܝܗܝ ܥܠ ܕܠܐ ܐܬܐ ܥܡܢ ܒܬܪܟ
2a09320067	ܐܡܪ ܠܗܘܢ ܝܫܘܥ ܠܐ ܬܟܠܘܢ ܡܢ ܓܝܪ ܕܠܐ ܗܘܐ ܠܘܩܒܠܟܘܢ ܚܠܦܝܟܘܢ ܗܘ
2a09330064	ܘܗܘܐ ܕܟܕ ܡܬܡܠܝܢ ܝܘܡܬܐ ܕܤܘܠܩܗ ܐܬܩܢ ܦܪܨܘܦܗ ܕܢܐܙܠ ܠܐܘܪܫܠܡ
