280000000c	ማትዎስ
290e21009e	ኤስታን ጴጥሮስኒን፥ ያቆብንን፥ ዮሀኒስኒን ባርኔን አነ ዞንስሬ ሀሚ። አካማኖን ሱሜት ናዮ ኤጲ።
290e220099	ናዎባሳክቶኒክ ደይ፦ «ካናስ ክቱናኔን ካርአ አካማኖን ሱሜዋ። ሀንታ ፋፋት ጉዝራ ኦድትዋ» ይ።
290e23009f	ጋሮኖን ኤክ ስና ኤክሴሬ ዳስታክ ጋንደሬ ችምቶኒር ስንፋናነ ሻናን ዎናስ ባሳስታን ኣታናማቶ ሺጴ።
290e2400f4	ኤካ ደይ ይ፦ «ኣባ አባታሶ! ዙቴራ ኔክ ችምቴርዋ። ሀን ኤጳቶናክ ፋ ሻናሶን ታይስታን ዎክሱ። ስኑንታኖ ታ ሾሌና ባር ስኖይናማቶ ነ ሾሌታ ባር ስኑን» ይ።
290e25009f	ዎል ሌ ዬሬ ኩነፌን ቢ። ጴጥሮስኒን ደይ፦ «ስሞኖ፤ ኩንታሮሶ? እሳ ሳአትነ ጉዝሬ ኦዳክ ኣነ ችሜኖሶ?
290e260087	ፋታናስ ግሩኖይትማቶ ጉዝራ ሺጶትዋ። አያና ሆሬራቱ ፋ ስኑንታኖ አሻስ ሆፕያዋ» ይ።
290e270045	ኤስታን ዎሌ ደይ ኡኮት ሺጴና ሺጶሶን ሺጴ።
290e280098	ዎል ሌ ደይ ዬን ኣፌሲስ አፋኢይንክ ፋይና ቦርአ ኩነፌን ቢ። ባርኪ ማክሴፌ ባሮኑ ኣነ አሪሶቶ።
290e2900e6	ኬሳ ደይ ዬሬ፦ «ሀሽኔን ኩንፌትዮሶ? ሀሽኔን ቤይሳ ኤጵድፌትዮሶ? ኤሴ ሀየ ሆሮናዋ፥ ሳአትስ ካርእ፤ አሱኒ ና ቦርን ሜኒ ኩሹስ አቴሬ እምቶኒር።
290e2a0052	ካብን ሀሚን፤ ሀሽ ታን ኣትሬ እምን ባር ታእሴ» ይ።
290e2b014f	ጌሬጌሬ ኤስ ባሮን ማኬፌና ካባሲክ አሲሬ ሄፔሳስኒ እሳይስ ዩዳ ስኒፌ ባር የ። ባርኔን አነ ስኮነዋ ሙክነ ኤጶ ማግኒ ጋኛንኪን፥ ሙሴኒ ቱማሲ አስሲኛኒኪን፥ ኩርኡኒ ሜያኪን ዎስቴሬ ዬሴ ሾዎ አሱኒ ሜያ ፌሴቴር።
290e2c009a	ኣትሬ እምን ዩዳ ዜምሜ፦ «ታ ዳሞና ባሪንቱ ንቶ ማክራ ኤጳት ኤጳ ሀሚትዋ» ይሬ ቤሶክ ማኬሬ ፌር።
290e2d0059	ጌሬጌሬ ዬሬ የሱስኒክ ታእሴሬ፦ «አስሲኛኖ!» ይት ዳሜ።
290e2e003f	ኤስ አነ ዬሴ ባሶ ደይ የሱስኒን ኤጴቴ።
290e2f009a	ኤስታ የሬ ባሶስኒ እሳይስ ሲፎ ዛምባስን ክስሬ ማግኒ ጋኝኜ ሜኒ ጋኛአሳ ዎስትኛኒ ኦዶኖን ካጨ።
290e300078	የሱስ ደይ፦ «ቦእኛኒን ኤጵንርማቶ ስኮነዋ ሙክነ ኤጳ ታን ኤጳትክ ያትዮሶ?
290e3100c8	ቤቴሜቅደሲሲ ዎንና ዎንና ንቶኔን አነ ፋፋት አሲፋና ካባሲክ ኣነ ታን ኤጴት። ስኑንታኖ ትቼ ባር ኮኡናክ ሀን ባር ስኒዋ» ይ።
290e320051	ናዎኒ ሜያ ደይ ዙታምቤሲሴ ባሪን ቤይፋት ኤለሴቴ።
290e330064	አቱባስታ ዎርአ ማማ ማዮ እሳ ናኦ አሱ ባሳ ኦርፎሴ ሀሜት ፌር።
290e340062	አሱኒ ሜያ ባሪን ኤጴፌ ካባሲክ ማማሶን ሀኣት አታቱባሴ ኤሊ።
290e3500c1	የሱስኒን ማግኒ ጋኝኜ ሜኒ ጋኝኛስክ ኤጴሬ ሀሜቴ። ሙሴኒ ቱማሲ አስሲኛ፥ ኩርኡኒ ሜናዋ ማግኒ ጋኝኜ ሜና ዙቴሬ ኩጲሴቴ።
290e3600db	ጴጥሮስ ማግኒ ጋኝኜ ሜኒ ጋኛአሳ ኦጅን ኬርካሎ ካርአናኔን ዎክሶክ ኦርፎባሴ ሀሚ። ኤስታክ ደይ ዎስትኛኒ ሜያኔን ዲፋት ጌያ ቤስት ፌር።
290e370080	ማግኒ ሜኒ ጋኝኛስናዋ ሾ ሴ ዙቴሴሬ የሱስኒን ዎሩክ ዛልንን ሾልሴሬ ኣነ ዳኖቶ።
290e380082	ሾዎቤሲስ ኤሻ ዛላ ማክሴት ፌሴቴር። ስኑንታኖ ማክሴፌ ዛላስ እሳርባ ፎንቶ ስኒ።
290e3900f5	እሳ እሳ አሱኒ ሜያ ካብሴሬ፦ «‹ታ ሀን ኩሹክ ኬቴ ቤቴሜቅደሲሶን ቦጋት ኬስናር ዎኖ ኦማ ኩሹክ ኬቶኖሮን ኬርአና› ይፌን ኦደኒዋ» ይት ኤሻ ዛላ ማክሴቴ።
290e3b004f	ስኑንታኖ ሀሽኑ ዛልን ሜኒ ካማስ ኣነ እሳር ስና።
290e3c00d4	ማግኒ ጋኝኜ ሜኒ ጋኝኛስ ባሶ ጋነያስን ካብሬ የሱስኒን፦ «ሀን ባሶ ነይስታ ማክሴፌ ዛላስ ኣምባንሶ? እሳሮንኑ ዎልጉ ቤይታሮሶ?» ይ።
290e3d00ca	ስኑንታኖ ባር ሻክ። እሳሮንኑ ኣነ ዎልጉዌ። ሄፕስኑ ማግኒ ጋኝኜ ሜኒ ጋኝኛስ፦ «ሱስቶ ሀኦሲ ና ክርስቶስ ነኖሶ?» ይት ማምሲ።
290e3e008b	የሱስ ዎልግሬ፦ «ታዋ፤ አሱኒ ና ሀኦሲ ኦእታ ዲፌናዋ ሳማኪ ሻሩስታ ዬፌና ብያትዋ» ይ።
290e3f0095	ማግኒ ጋኝኜ ሜኒ ጋኝኛስ ማይባሶን ካራሳት፦ «ሀንኔን ኤካሎ ኦማ ዛላ አዉኒሮን ሾልሱንሪንሶ?
290e4000bb	ሀኦሶን ሜባሶን ኦደትዋ። ንቶክ አዉ ስንና ቤስቴፋሶ?» ይ። ባሶ ዙቴሴሬ፦ «ክቱ ባርኪ ሾልሱዋ» ይት ማጝሱ ካርኤሴቴ።
290e4100ca	እሳ እሳይስ ባሳስታ ቱጆ ኤጴቴ። ኣፋሶን ማማክ ኡካት ክኤት፦ «ራጅ እኖክ ማኮዋ» ይሴቴ። ዎስትኛኒ ሜያ ደይ ቦቸት ኤጴ ሀሜቴ።
290e42007b	ጴጥሮስ ሃት ኦጅን ኬርካሎ ፌን እሳ ማግኒ ጋኝኜ ሜኒ ጋኛአሳ ኬር ዎስትኛ ያ።
290e430084	ጴጥሮስ ጌያ ቤስፌን ጋሳሲራ ብያት፦ «ነ ደይ ናዝሬትክ የሱስኔን አነ ፋታርዋ» ይ።
290e4400c7	ስኑንታኖ ባር ዎልግሬ፦ «ነ ማኬፋታ ባሮን ታ ኣነ አሩትዌ። ኣነ ጋሳሱት» ይት ሞርሜ። ጌራካሎ ፍኛ ኬስፌና ካባሲክ አኮ ኦር።
290e45007f	ኬርክ ዎስትኛስ ሄፕሳ ደይ ቢራ ኤስታ የሬ ባሶክ፦ «ሀኒስ ባሶ ኬጝዋ» ይት ማኬ።
290e4600cc	ባር ደይ ሄፕሳ፦ «ሞርሜ» ጋሮኖን ፌሬ ኤስታ የሬ አሱኒ ሜያ ጴጥሮስኒን፦ «ፉቶክ ነ ጋሊላክ አሱ ስኒታ ቦርአ ባሶ ኬጝዋ» ይሴቴ።
290e470095	ስኑንታኖ ባር፦ «ሀን ማክሴፌት አሱስን ኣነ አሪፋትዋ!» ይት ባሪን ባር ዎልግሬ ኤርውት ቴይ።
290e4800e5	ጌሬጌሬ ደይ አኮ ሄፕሳ ኦር። ጴጥሮስኒን የሱስ፦ «አኮ ሄፕሳ ዎል ሌ ኦሩኖይፌን ነ ኬዛ ዎላ ሞርሞታዋ» ይና ካማስ ንባስታ ኬጅፋን ሴክቴሬ ዋሲ።
290f01010f	ኤሶ ዎኒሳክ ማግኒ ጋኛን ሜያ ኩርኡኒ ሜያኔን፥ ሙሴኒ ቱማሲ አስሲኛናዋ ሾንጎን ሜና ዙቴሬ እሳሪክ ሜርኬሴቴ። ኤሴን ኦርፎ የሱስኒን ታርኤ ታሜ ጵላጦስኒክ ኣትሬ እሜቴ።
290f0200a4	ጵላቶስ ደይ፦ «ነ አይሁድኒ ሜኒ ታቶኖሶ?» ይሬ ማምሲ። የሱስ ደይ፦ «ኣ፥ ነ ማኬታስማቶዋ» ይሬ ዎልጊ።
290f03005f	ማግኒ ሜኒ ጋኛን ሜያ የሱስኒን ሾዎ ቾዋክ ማላሴት ፌሴቴር።
290f040090	ጵላጦስ ደይ፦ «እሳሮንነ ኣነ ዎልግፍኖሶ? አፑን ቾዋንሶ ነይስታ ማላሴድፌር» ይሬ ማምሲ።
290f05005c	የሱስ እሳ ዉዛነ ኣነ ዎልጉዌ ስንና ቦርአ ጵላጦስ ዲንቀ።
290f06007d	ጵላጦስ ፋስካኒ ሄቦ ሄቦሲክ አሱኒ ሜያ ማሙሴቴ እሳ ታቶኒን ኮቴ ጋፍክት ፌር።
290f070088	ማጙክ ታቶሳታ ካብሴሬ ካኒ ዎሩክ ታቴሬ ፌ አሱኒ ሜያስን እሳ ባርባን ይስቴ አሱ ፌር።
290f080083	ዳራኒ ሜያ ዬሴሬ፦ «ሀዞዞት ዛግፋታስማቶ እሳ ታቶኒን እኖክ ኮትዋ» ይት ማሙሴቴ።
290f0900bf	ጵላጦስ ዎልግሬ ማግኒ ጋኛን ሜያ ኮናክ ኣትሬ እሜቴማቶ አሪና ቦርአ፦ «አይሁድኒ ሜኒ ታቶስን ኮታናክ ሾሌፌትዮሶ?» ይ።
290f0b00aa	ስኑንታኖ ማግኒ ጋኛን ሜያ የሱስኒን ቤይፋት ባርባንን ኮታናክ ጵላጦስኒን ማሙሶነክ ዳራስን ካቡግሴሴቴ።
290f0c0095	ጵላጦስ ሄፕሳ ዎልግሬ፦ «ኤኪን አይሁድኒ ሜኒ ታቶዋ ይፌት ባሪን አዉ ዛጉናክ ሾሌፌትሶ?» ይ።
290f0d0040	ዳራኒ ሜያ ደይ፦ «ሱቶዎዋ!» ይት ቻጌቴ።
290f0e00a1	ጵላጦስ ደይ፦ «ኣምሶ? ዛግና ማጝሱ ኣምባንሶ?» ይ። ስኑንታኖ ባሶ፦ «ሱቶዎዋ!» ይት ቻጋ ኣታምሲሴቴ።
290f0f00b9	ጵላጦስ ዳራሳ ሳፋራኖን ዛጉክ ሾሌፋት ባርባንን ባሶክ ኮታት የሱስኒን አላንጋክ እቾናክ ዛግሬ ሱቶናክ ኣትሬ እሚ።
290f1000d7	ታርኦሳክቶ፦ «ፕራቶርዮን» ይስቴፋ ዳ ሀእሲፌ ባሳ ኦጅን ኬርካሎ የሱስኒን ኤጴ ሀሜቴ። ኤስታን ኦም ታርኦን ሜያኖን እሳሪክ ዙትሴቴ።
290f110072	ሸአ ማያ ማይስሴቴ፤ ደይ ሴርአ ማእሬ ዛዉድ ዛግሬ ቴትባስታ ጉፍስሴቴ።
290f12007b	ኤስታን፦ «አይሁድኒ ታቶኖ! ናጋ ኔክ ስንፋውጝዋ!» ይት ናጋ ኦሸሴት ፌሴቴር።
290f13005a	ቴትባሶን ሶቦቆክ እቸት፥ ቱጀት ባርኪ ካኣነት ሞሴሴቴ።
290f140082	ካኘሴቴኔን ኦርፎ ሸአ ማያሶን ጋይኣት ባሳ ማያሶን ማይሴሬ ሱቶናክ ኤጴ ሀሜሴቴ።
290f1500d7	እሳ ኡጉንኒ ዎፍ አለክሳንድሮስናዋ ሩፎስና አሲ አባ ስና ስሞን ይስቴ ቀሬናክ አሱ ቤደን ዬፌን ዳነሬ ሜስቀሊሶን ዎርአናክ ግድስሴቴ።
290f1600af	ኤስታን የሱስኒን ኤጴ ጎልጎታ ይስቴራ ቴግቴፋ ድማስታ ታሜቴ። ኤስ ጎልጎታ ኡስ ደይ፦ «ቴትን ሜጋን ድማ» ኡ።
290f170086	ኤስታክ ደይ ኩምብኔን ዎእቶ ዋይኒን ኡሻ ኡሻናክ እሜሴቴ። ስኑንታኖ ባር ኣነ ኡሼ።
290f180054	ኤስታን ሱቴሴቴ፤ ማይባስታ ደይ እጣ ሀሴሬ ኣኤሴቴ።
290f19003e	ኤስ ሱቴሴፌ ካባሲክ ኤእሶ ኬዝ ሳአት።
290f1a003e	ማላታስ ትቻ፦ «አይሁድኒ ታቶ» ይፋር።
290f1b00a5	ሄፕ ቦእኛኒን ቴሸሴቴ የሱስኔን አነ እሳይስን ኦእታ ቴሽባስታ እሳይስን ደይ ሀልዳ ቴሽባስታ ሱቴሴቴ።
290f1c004f	ማፃፋሲ፦ «ማጙኒ ሜያኔን ፋድቴዋ» ይና ባር ኮእ።
290f1d00e1	ቴሽባ ኣትፌ ኡጉንኒ ዎፍን ሜያ ቴትቤሲሶን ሾርክት ኤካ ይት ሜኤት ፌሴቴር፦ «ይ፥ ‹ቤቴሜቅደሲሶን ቦጋት ኬዝስናር ዎኖ ኬርአናርዋ› ይ ነኖ!
290f1e004a	ኤሴ ሀሽ ሜስቀልስታን ኬሬራ ቴትኔሶን ፉኦዋ!»
290f1f00c3	ኤሲስማቶ ማግኒ ጋኛን ሜናዋ ሙሴኒ ቱማሲ አስሲኛስና ባሶትና ባሶትና፦ «ኦሚስን ፉኤ፥ ስኑንታኖ ቴትባሶን ፉኦክ ኣነ ችሜ!
290f2000f5	ኤሴ ቢራ ባርኪ አማኖኒክ ባር ሙድቶ እስራኤልኒ ታቶስ ሀሽ ሜስቀልስታን ኬሮዎዋ» ይሴት ካኘሴቴ። ባርኔን አነ ሱቴ ቦእኛኒ ሜያ ደይ ባሪን ሜኤት ፌሴቴር።
290f210083	ቶኒ እሱን ሳአትስታን ካብራ እዝግን ሳአት ካርአና ካባኔን ዳስ ዙቴራ ታልማ ስኒ።
290f2200e6	እዝግን ሳአትስታ የሱስ፦ «ኤሎሄ፥ ኤሎሄ፥ ላማሴቤቅታኒ» ይሬ አካማ ካማክ ቻጊ። ኮትባስ ደይ፦ «ሀኦናሴ! ሀኦናሴ! አዉኒ ቦርአ ታን ቤይፄ?» ኡ።
290f230092	ኤስታ የሬ አሱኒ ሜያስን እሳ እሳይስ ኦደሴሬ፦ «ኦዶትዋ፤ ኤልያስኒንቱ ቴጌድፌዋ» ይሴቴ።
290f2400dd	እሳር ኤልለ አካ ኤጳክ ችማ ዉዛስ ሀጵቅሬ ሶቦቆታ ዱስሬ ሱትሬ ኡሻናክ የሱስኒክ እማት፦ «ቤይትዋ ሻካኒ ኤልያስ ዬሬ ኬሱንቶ ብያንዋ» ይ።
290f250042	የሱስ አካማ ካማክ ቻጊ፤ ካባስ ደይ ኬስ።
290f260041	ቤቴሜቅደሲሲ ይኑ ደኑን ዳ ሄፕክ ካራቴ።
290f270096	የሱስኒ ስናስታ የሬ ት ሜኒ ጋኝኛስ ካባስ ኬስባሶን ብያት፦ «ሀን አሱስ ፉቶክ ሀኦኒ ናዋ» ይ።
290f2800df	እሳ እሳ ማሽካ ሜያ ደይ ዎክሶክ ብየት ፌሴቴር። ኤስ ባሶስኒ ሜግደላዊትኪ ማራሚ፥ ሳሎሜ፥ ሀቴ ያቆብናዋ ዮሳና አሲ እንቶ ማራሚነ ፌሴቴር።
290f2900d8	ባሶ የሱስ ጋሊላክ ፌና ካባሲክ የሱስኔን አነ ሀሜፋፋ አሪጋስት ፋሴር። ኤሲስማቶ የሱስኔን አነ የሩሳሌም ሀማ ኦማ ሾዎ ማሽካሱ ፋሴር።
290f2a01b8	ጌሮክ ዋልፋና ካባሲክ አሪማትያሲክ ዮሴፍ ይስቴ አሱ የ። ዮሴፍ ሾንጎ ኬይሴፌ ባሶስኒ እሳይስ ደይ ኡልፍንቶ አሱ። ባር ደይ ሀኦሲ ታቶኖን አብድክ ኦደት ፌር። ዎናስ ቤይሳኒ ዎናስታን ዜምማ ፋ ሆሱኒ ዎና ስንና ቦርአ ድጎኖይ ፕላቶስኒክ ግሪሬ የሱስኒ ዱግኖሶን እማናክ ማምሲ።
290f2c00bf	ፕላቶስ ደይ፦ «ኣካክ ታእን ክትሶ?» ይት ዲንቀ። ት ታርኦን ሜኒ ጋኝኛስን ቴግስሬ፦ «ፉቶክ የሱስ ክትዮሶ?» ይት ማምሲ።
290f2d007b	ት ታርኦን ሜኒ ጋኝኛስኪን ኦደናኔን ኦርፎ ዮሴፍኒክ የሱስኒ ዱግኖሶን እሚ።
290f2e00e0	ዮሴፍ ደይ ክኖን ማማ ዋጌሬ ሜስቀልስታን ዱግኖሶን ኬስሬ ኪምሜ ካቴራ ሆሬ ሹን ሞግሲ ካባሬ። ኤስታን እኛ ሹአ ቡካልስሬ ሞጋስ ኖኖኖን ኡክ።
290f2f0093	ሜግደላዊትኪ ማራሚነዋ ዮሳን እንቶ ማራሚነ የሱስኒ ዱግኖሶን አይ ካባርሴቴማቶ ብየድፋር።
29100100e4	ቤይሳኒ ዎና ኣትናኔን ኦርፎ ሜግደላዊትኪ ማራሚ፥ ሳሎሜ፥ ያቆብን እንቶ ማራሚነ ዬሴሬ የሱስኒ ዱግኖሶን ዎሹክ ሳዋ ዉዛኪን ሆሬ ሽቶ ዋግሴቴ።
2910020065	ቶርባኒስ ቴሱኒ ዎኖ ኤእሶ አዋ ኬስፋና ካባሲክ ሞጋሲክ ሀሜቴ።
2910030083	ባሶትና ባሶትና፦ «ሹኣሶን ሞጋስ ኖኖታን እኖክ ቡካልሱኒሪ ኦንሶ?» ይሴት ፋሴር።
29100400ae	ኤስ ባሮን ደይ ይሴቴስ ሹኣስ አካማ እኛ ስንና ቦርአ። ስኑንታኖ ካነ ብየቴን ሹኣስ ቡካለራ ሻቴናማቶ ብየቴ።
2910050074	ሞጋስ ግርሴቴን ፎሮ ማያ ማዮ ናኦ አሱ ኦእታ ዎሉስታ ዲፌን ቢሬ ናይሴቴ።
29100600d9	ኤስ ናኦ አሱስ፦ «ናዮትታ! ሱቴ ናዝሬትክ የሱስኒንቱ ሾሌድፌትማቶ አሪፋዉጝዌ። ባር ካብ፤ ሀንታክ ኣፌ፤ ባሪን ኩኑሴቴ ድማሶን ብዮት።
29100700d1	ኤሴ ሀምፋት ናዎኒ ሜያክናዋ ጴጥሮስኒክና፦ ‹ንቶክ ማኬናሲማቶ ንቶስታን ዜምሜ ጋሊላ ሀሚንር። ኤስታክ ብያት› ይራ ማክሶት» ይ።
29100800b3	ኤስ ማሽካሱሲክቶ ድጋክ ኮርክሴት ሞጋስኒ ኬሳ ኤለሴ። አካማኖን ድግሴና ቦርአ እሳ ዉዛነ ኦኒክኑ ኣነ ማክሶዋ።
2910090112	(note: The most reliable and earliest manuscripts do not include Mark 16:9-20.) [የሱስ ቶርባኒስ ቴሱኒ ዎኖ ኤሶ ክቱኒ ካብናኔን ኦርፎ ዜምሜ ናፉን ኪና አያና ባርስኒ ክስና ሜግደላዊትኪ ማራሚክ ቤስቴ።
29100a0071	ባር ደይ ሀማ ሱሜትናዋ ዋስትና ፌሴ ባሳ ዞንስኒ ሜያክ ኤስ ባሮን ማኬ።
29100b0078	ባሶ ደይ ሀየዉ ስኒባሴዋ ባርኪ ቤስቶባሴ ኦደሴፌ ካባሲክ ኣነ አማንቶሶቶ።
29100c0086	ኤሴን ኦርፎ ባሶስኒ ሄፕ ናዎባሳክቶ ቤደ ሀሜፌን የሱስ ኡጉንታክ ኦማ ግቶክ ቤስቴ።
29100d0079	ባሶ ደይ ዎል ሌ ሀሜ ኦም ናዎኒ ሜያክ ማክሴቴ። ኤስ ባሶ ደይ ኣነ አማኖሶቶ።
29100e0133	ኤሴን ኦርፎ ደይ አሲሬ እሴስ ሙ ሜሴፌን የሱስ ባሶክ ቤስቴሬ፦ «የሱስ ክቱኒ ካብሬ ካክ ፌ፤ እንኖ ደይ ኣፍኒሲክ ቢን» ይሴሬ ማክሴ ባሶትን አማኖ ቤዮቤሲሲክናዋ ንብቤሲስ ችማክና ባሶትን ኬእ።
29100f00a6	ቱስሬ ደይ ኤካ ይ፦ «ዳስ ብራቶ ዙታምባሴ አሲስታ ሀሚት። ምስራቹኒ ካማሶን አሱ ዙታምባሴ አሲክ ማኮት።
2910100071	አማነሬ ሀጱክቴ ባር ፋሩና። ስኑንታኖ አማኖኖይ ባሳስታ ማጝሱ ካቴር።
2910110093	አማነ ባሶ ሀን ቤሶሶን ዛግሶነ፤ ታ ሱናሲክ ኪና አያናሶን ክሱሶነ፤ ጋድዶ ኖኖክ ዎሉምሶነ።
29101200d5	ዛዋሲክቶኖን ኤጶነ፤ ዎሩን ዉዛኑ ኡሸፋቴነ ባሶትን እሳንነ ኣፋ ሚርኦና ዉዛ። ኩሹቤሲሶን ሜታን ሜኒስታ ታኡሶነ ባሶ ደይ ፋርሶነ።»
291013008c	ዳም የሱስ ኤስ ባሮን ናዎኒ ሜያክ ማኬናኔን ኦርፎ ደን ሳማ ሀሚ። ሀኦሲ ሆእታ ቴሽታ ድ።
2910140116	ባሶ ደይ ኬሴሬ ዳ ዳ ዙታምባሴ አሲስ ሀሜፋፌ ማክሴቴ። ዳሚስ ደይ ባሶኔን አነ ዎስቴት ፌር። ቢስቴራ አሪቶኖይ ዉዛን ዛጉክ ማክሴፌ ምስራቹኒ ካማስ ፉቶ ስኒባሶን ቤስት ፌር።]
2a00000009	ሉቃስ
2a0101009f	ኡልፍንቶ ቴዎፍሎስኖ፤ እንኖ ጋነያሲ ስና ቾዋሲክቶኖን ቤሱኒ ትቻ ዜሞ ስናክ ሾዎኒ ሜያ ትችሴቴዋ።
2a010200ad	ኤስ ትቻሶን ደይ እኖክ ኣቲስ ቴሱባስታን ካብግሬ ኣፋክ ብያ ባሶትናዋ ሀኦሲ ካማኖን ማክሴት ፌሴ ባሶትናዋ፤
2a010300c4	ታኑ ታ ቴታሲክ ቴሱባስታን ካብግራ ጋሳሲራ ቢናንኔን ኦርፎ ቶቾሶን ዜሜ ዞንሶባሶን ኦዳ ኔክ ትቹናክ ማአሪ ስንና ቤስቴዋ።
2a0104005f	ኤስ ባሮን ዛግናስ ነ ኦደታ ቾዋሲ ፉቶ ስኒባሶን አሩታክዋ።
2a0105010f	ሄሮድስ ዩዳኪ ዳስታክ ታቶ ስና ነያሲክ አብያን ማግኒ ዎስቶ ዎስቴሴፌ ባሶስኒ ስና ዛካሪያስ ይስቴ እሳ ማግ ፌር። ባር ደይ ኣሮን ዛላስን ስና ኤልሳቤት ይስቴ አሱባ ፋር።
2a010600ca	ሄፖቤሲሴ ሀኦሲ ስና ኦኮ ስንነ ፌሴቴር። ዳሚሳ ካማኖንናዋ ቱማሶንና ዙታምባሴ አሲን ኦዳክ እሳ ሙዳ ፎንቶኖን ኦደት ፌሴቴር።
2a0107007b	ስኑንታኖ ኤልሳቤት ዛግያ ስንና ቦርአ ኮኑቤስ ኣፋ። ሄፖቤሲሴ ደይ ቁርሴቴ።
2a01080084	እሳ ዎኖ ዛካሪያስ ባሳ ዎስቶኒ ታራሲክ ቤቴሜቅደሲሲ ማግኒ ዎስቶሶን ዎስቴድፌር።
2a01090089	ኡኮት ማግኒ ሜኒ ቱማስማቶ ዳሚሳ ቤቴሜቅደሲሲ ግሪሬ እጣና ኪቹናክ እጣ ባርኪ ካርእ።
2a010a0081	ቤቴሜቅደሲሲ እጣናስ ኪቼፋና ካባሲክ ዳራ ዙቴሬ ጌራካሎ የሬፋት ሀኦ ሺጴድፌር።
2a010b006c	ዳሚሳ ዎስያ እጣና ኪቼፋና ሾኣስ ሆእታ ቴሽታ የሬፋት ባሪኪ ቤስቴ።
2a010c0040	ዛካሪያስ ዎሲያሶን ቢናይሴ ናየሬ ድጌ።
2a010d00e1	ስኑንታኖ ዎስያስ፦ «ዛካሪያስኖ ድጎታታዋ! ሺጶኔስ ኦድቴዋ። አሱነ ኤልሳቤት ኣርቃ ናኒን ታኖንር። ሱንባሶን ደይ ‹ዮሀኒስ› ይራ ሱንሱታ።
2a010e0084	ባሳ ኮንቶስ ኔክ አካማ ግራ ስናናዋ። ሾዎ አሱኒ ሜያ ደይ ባሳ ኮንቶሲክ ግሮሶነዋ፥
2a010f00df	ባር ዳሚሳ ስና አሪክርቱ ስናና። ዋይኒን ኡሻ ስኑን ኦማ ዛይሱኒ ኡሻ እሳንነ ኣፋ ኡሻናዉዛ። እንቶባሲ ኬንስ ፌጌዶ ኮርቶ አያናክ ቱምቶና።
2a01100066	ባር እስራኤልኒ ዳራሳስን ሾዎቤሲስን ዳማ ሀኦቤሲሲክ ዎልጉና።
2a01110147	ባር ራጁ ኤልያስኒሲማቶ ሀኦሲ አያናክናዋ ሁግናክና ዳሚሳ ስና ዜማና። አባን ሜኒ ንባሶን ናንጎትቤሲሲክ፥ አጃጃሞኖይ ባሶትን ካይምኒ ሜኒ ቴችማስ ዎልጉና። ዳራስን ዳሚሲክ ሆሬሬ ፌር ስኖነክ ዛጉና» ይ።
2a011200ba	ስኑንታኖ ዛካሪያስ ሀኦሲ ዎስያክ፦ «ሀን ባር ፉቶ ስንባሶን አዉክ አሩና? ታ ኩርእን፥ አሱናስ ደይ ዎጋባስ ኮእ» ይ።
2a011300a5	ሀኦሲ ዎስያስ ዎልግራ፦ «ታ ሀኦሲ ስና የሬፋ ጋቡሬልዋ። ሀን ምስራቹሶን ኔክ ማኮናክ ዎስቴራ ያናርዋ።
2a011400df	ስኑንታኖ ነ ዎንባስ ካርፋና ካባሲክ ስኒ ካምናሶን አማኖ ቤይታ ቦርአ ሀን ቾዋሲ ስናናኔን ንብታቶቱ ስናታዋ። ዎላ ደይ ኣፋ ችማታ ዉዛ» ይ።
2a011500ab	ኤስ ካባሲክ አሱኒ ሜያ ዛካሪያስ ኬሳናኔን ኦደት ፌሴቴር። ቤቴሜቅደሲሲን ታእን ኬሳ ቤይባሲክ ዲንቀሴቴ።
2a0116015b	ዛካሪያስ ቤቴሜቅደሲሲን ኬስፌና ካባሲክ አሱኒ ሜያኔን ዎሎክ ኣነ ችሜ። ኤስ ባሪ ቦርኣ ቤቴሜቅደሲሲ እሳ ባርኪ ቤስቴ ዉዛ ፋናማቶ አሱኒ ሜያ አርሴቴ። ባር ዎሎኖይ ኩሹባሲክ ቤስት ፌር። ኤሲሲክ ንብታቶ ስንነ ፉእቴ።
