010000001b	আদিপুস্তক
3003150184	তবে নিয়ম কি ঈশ্বরের প্রতিজ্ঞা কলাপের বিরুদ্ধে? একেবারেই না! ফলে যদি এমন নিয়ম দেওয়া হত, যা জীবন দান করতে পারে, তবে ধার্ম্মিকতা অবশ্য নিয়মমূলক হত।
300316015b	কিন্তু পরিবর্তে, শাস্ত্রে সবই পাপের অধীনে আটক করেছে, যেন নতুন নিয়ম ফল, যীশু খ্রীষ্টে বিশ্বাসের জন্য, বিশ্বাসীদেরকে রক্ষা করা যায়।
300317011b	কিন্তু খ্রীষ্টে বিশ্বাস আসবার আগে আমরা নিয়মের অধীনে বন্দী ছিলাম, যতক্ষণ না পর্যন্ত বিশ্বাস প্রকাশিত হয়।
3003180133	সুতরাং তখন নিয়ম খ্রীষ্টের কাছে আনবার জন্য আমাদের পরিচালক হয়ে উঠল, যেন আমরা বিশ্বাসের জন্য ধার্মিক বলে চিহ্নিত হই।
30031900a5	কিন্তু যে অবধি বিশ্বাস আসল, সেই অবধি আমরা আর পরিচালকের অধীন নই।
30031a00bb	কারণ তোমরা সবাই খ্রীষ্ট যীশুতে বিশ্বাসের মাধ্যমে ঈশ্বরের পুত্র হয়েছ;
30031b00e1	কারণ তোমরা যত লোক খ্রীষ্টের উদ্দেশ্যে বাপ্তিষ্ম নিয়েছ, সবাই খ্রীষ্টকে পরিধান করেছ।
30031c0143	ইহূদি কি গ্রীক আর হতে পারে না, দাস কি স্বাধীন আর হতে পারে না, পুরুষ কি মহিলা আর হতে পারে না, কারণ খ্রীষ্ট যীশুতে তোমরা সবাই এক।
30031d00e1	আর তোমরা যদি খ্রীষ্টের হও, তবে সুতরাং অব্রাহামের বংশ, প্রতিজ্ঞানুসারে উত্তরাধিকারী।
3004010118	কিন্তু আমি বলি, উত্তরাধিকারী যত দিন শিশু থাকে, ততদিন সব কিছুর অধিকারী হলেও দাস ও তার মধ্য কোনো পার্থক্য নেই,
3004020121	কিন্তু পিতার নির্দিষ্ট দিন পর্যন্ত সে তার দেখাশোনা করে যে তাঁর ও সম্পত্তির ভারপ্রাপ্ত কর্মচারীর অধীনে থাকে।
