2800000005	Matyu
280c0b00a5	Kamavahu Jisas nurɨŋ ambami, Narɨŋandɨ kru mumɨŋga nuŋandɨ sipsip mɨnzamɨnza ŋandi Avɨrɨkɨmuhɨmu Hɨvɨyɨ kumbañɨ mɨŋguti pɨŋgɨrɨti, yahahi.
280c0c00a2	Hara kru sipsip maña hɨm ma, sipsipɨŋ kru taratɨvɨramaŋgarandi. Harɨm Avɨrɨkɨmuhɨmu Hɨvɨyɨ kru kandi naŋga haŋɨnɨŋ mɨŋavindamaharɨŋ, vami.
280c0d0090	Kamavata kru kuma kɨmuhɨmu hamaŋ ambami, Kuma nandɨ ha tɨtɨ tama, vahi, kuma nuŋandɨha tɨtɨ tamahi avindɨta kuma tamu maña kɨyɨmi.
280c0e00c2	Kandɨhamatɨhi ŋgata, Farisi haŋɨnɨŋ Got naŋga kuyundavaravara tavɨ ha mitata uta tɨhɨrumu. Kamata kuyundavarata Jisasɨŋ yɨvutatamɨtɨrɨŋ kwɨmɨrɨmandɨ vata kɨndɨmbuhɨramu.
280c0f00e3	Farisi haŋɨnɨŋ Jisasɨrɨm mɨndahɨrahu ŋgami. Harɨm kandɨ pɨhu ha mitata umi. Uhihi krunavundi sambɨ kandi naŋga haŋɨnɨŋ sɨhɨndɨ umu. Kamatɨhu krunavundi kandi naŋga haŋɨnɨŋ sɨhanaŋga mɨŋavindamami.
280c100062	Kamata Jisas krunavundiŋ karikarita ambami, Uta yambirɨm kru muŋɨnɨŋ maŋambavaramara, vami.
280c1100ae	Jisas kandɨhamata vana andɨhi, Got ambahi kru Gotɨndu kuyu mɨŋata ambavaravara Aisaia ambami kuyu haŋandɨhin kandɨsɨkwɨsɨkwɨ yɨvurahami. Aisaia ambami, Got ambi,
280c120135	Nɨŋandɨhin yandɨ sɨmbɨrakara mɨŋga. Yi nuŋ yambi yɨhɨramamin. Yi nuŋ mavɨndamamaŋgarandin, naŋga yandɨ mavɨnɨmbu nuŋambirɨm kɨnzɨhɨnzɨtɨmaŋgari. Yandɨ Mavɨñɨŋi nu naŋga tamɨman. Kamatɨn tɨtɨ vanarɨmɨndaya krunavundi pɨrɨvɨsa muvundumuvundu haŋɨnɨŋ ambavarɨmandɨ.
280c130098	Nu krunavundiŋ ukari saŋganzaŋgandɨndɨ mambɨhuravɨrɨmandɨ. Naŋga kɨndɨmakamakayɨ taŋguramata ambavarɨtiti krunavundi maŋindarɨmandɨyu.
280c1400e6	Kuki tɨkatɨkama haŋandɨhin nu mamɨŋarɨvɨrɨmandɨ. Naŋga umbi mandumaŋgarɨmandɨ ha mamɨŋawɨmɨrɨmandɨ. Nu sɨmbɨra mɨŋata andɨti tɨtɨtaya kɨyɨhɨyɨ vana ha ñamba vanavana haŋɨnɨŋ taratɨvɨrɨmandɨ.
280c1500a7	Kamati krunavundi pɨrɨvɨsa muvundumuvundu haŋɨnɨŋ, nuŋɨrɨm indarɨmaŋgarata arɨŋ ŋguramɨrɨmandɨ vata tavɨrɨmandɨyu, vamba ambi, vamba ambami, vami.
280c1600f6	Kandɨhɨrɨvɨ hañɨ kru sundɨ ñamba arɨŋgumi mɨŋgaŋ Jisas kɨyɨmiyɨ mɨŋata payɨmu. Kru kandɨhama tamɨŋga ñumi naŋga kuyu maŋguyundavarandi mɨŋga. Kamatɨhu Jisas nuŋ mɨŋavindamahi, kandɨhama kuyundavarata tɨhɨrañami.
280c170066	Kamatɨhi krunavundi sɨhanaŋga pɨndɨrata yahata ambamu, Kru nɨma Devit nɨŋuñɨŋgi vaha, vamu.
280c1800a4	Hara, Farisi haŋɨnɨŋ kuyu kandɨha indarɨta yahata ambamu, Kru nɨma, sundɨ ñambandu aru miku Belsebulɨndu tɨkatɨkayɨ sundɨ ñamba pɨŋguvarandi, vamu.
280c190155	Hara Jisas nurɨŋandɨ indarɨmit hambu ŋgami. Harɨm nurɨŋ nɨmavami, Pɨrɨvɨsa mɨnzayɨndu ŋɨnɨŋ sɨhɨrata arɨkinzapa kɨta kurɨhata, krunavundi kandɨhaŋɨnɨŋ ñambatɨhu. Pɨhu aru muyɨ hati vaha mana tavɨ mɨnzayɨndu ŋɨnɨŋ tamarahata arɨkinzapa kɨta kurɨhata, krunavundi kandɨhaŋɨnɨŋ tɨkatɨka mandɨhu.
280c1a009e	Kamata maña, Satan yahata Satanɨŋ pɨŋguvarɨti tamarahata arɨkinzapa kɨta kurɨhɨtu, Satanɨndu tɨkatɨkata nurɨŋ karatamatamandu maŋgɨyɨmandɨ.
280c1b00ff	Harɨm yaŋ Belsebul ŋguramahi sundɨ ñamba haŋɨnɨŋ pɨŋguvarandintiŋgata, narɨŋandɨ hatiŋ ninɨndaya ŋguramahi sundɨ ñamba haŋɨnɨŋ pɨŋguvarandu. Harɨm narɨ ambara kuyu haŋɨnɨrɨm narɨŋandɨ hati narɨŋ ŋgatɨŋgurɨmandɨyu.
280c1c00ad	Hara, yaŋ Gotɨndu Mavɨñɨŋi ŋguramahi sundɨ ñamba haŋɨnɨŋ pɨŋguvarandintiŋgata, Gotɨndu tɨwɨyɨ kɨyɨhɨyɨha pata ara naŋga kɨyɨha, vamba indarɨmara.
280c1d00e1	Kru mumɨŋga kru tɨkatɨka mɨŋgandu tavɨyɨ pamata indɨhuta nuŋandɨ muhɨmɨmuhɨm mɨŋahi. Kamatɨrɨm kru tɨkatɨka hamaŋ siki naŋga sɨmahahi wɨsa. Kamatanda kru kandɨhamandu tavɨyɨ muhɨmɨmuhɨm mɨŋahi.
280c1e0096	Kru yaŋ mɨndu mandamandi hama, yaŋ miku tamandi. Ara kru yaŋ ŋguramata krunavundiŋ mayɨvutɨhɨruramandi hama, pɨŋguvarahi siŋunziŋgu undu.
280c1f010a	Kamataharɨm narɨŋ yi ambin, krunavundi muhɨmɨmuhɨm ñamba vanavana andɨrɨmandɨyu, naŋga Gotɨŋ ambasuvɨrɨmandɨyu haŋɨnɨŋ, Got kuŋgɨ kuyɨvɨrɨmandɨ. Hara kru Gotɨndu Mavɨñɨŋiŋ ambasuvɨrɨmandɨ hamandu kuŋgɨ, Got maŋguyɨvɨrɨmandɨ.
280c200120	Kru mumɨŋga Krundu Ñɨŋiŋ kuyu ñamba ambɨrɨmandɨ. Hara ñamba vana kandɨhaŋɨnɨŋ Got kuŋgɨ kuyɨvɨrɨmandɨ. Hara kru Gotɨndu Mavɨñɨŋiŋ kuyu ñamba ambɨrɨmandɨ hamandu ñamba vana haŋandɨhin, tɨhu naŋga mutɨhu ndahara Got kuŋgɨ maŋguyɨvɨrɨmandɨ, vami.
280c210104	Kamata Jisas ambami, Ahu avi haŋandɨhin nuŋandɨ kandɨ handahara avindɨrɨmandɨ. Ara ahu ñamba ha kandɨ nuŋandɨ handahara avi mandɨrɨmandɨ. Kamataharɨm kru ndahara ñaña kandɨhambu ŋgaŋgaramata ambandu, Ahu nda avi, nda ñamba, vamba ambandu.
280c2200a7	Narɨ kru ñamba, tau ñamba ŋɨnɨŋ maña. Pamata kuyu avi ambavarɨmandɨra. Kru nuŋandɨ mavɨŋgukuyɨ muhɨmɨmuhɨm indarɨmit kɨndi haŋɨnɨŋ ambavarandi.
280c2300d8	Kru avi hamandu indarɨmit avivi sambɨ nuŋandɨ mavɨ humbavu kɨndi. Harɨm avi vana taya andɨndi. Ara kru ñamba hamandu indarɨmit ñamba sambɨ nuŋandɨ mavɨ humbavu kɨndi. Harɨm ñamba vana taya andɨndi.
280c2400b5	Hara yi narɨŋ ambin, Got krunavundiŋ ŋgatɨŋgurɨmandɨ hɨvɨ hañɨ, krunavundi muhɨmɨmuhɨm kuyuhuyu kuyundavarandu haŋɨnɨŋɨrɨm indarɨramarama ŋgatɨŋgurɨmandɨ.
280c25007e	Harɨm nandɨ kuyuvu taya ŋgaŋgaramata Got ambɨrɨmandɨ, Kru na ñamba mɨŋga, na avi mɨŋga vamba ambɨrɨmandɨ, vami.
280c2600a4	Kru tɨkatɨka kuyundu mirɨmba naŋga haŋɨnɨŋ naŋga Farisi muvɨra Jisasɨŋ nɨmavamu, Ahusɨki, muhɨm nzihɨ sihɨrɨnana ŋgɨm vata pirɨ kɨrɨŋ, vamu.
280c27015c	Kamavahu Jisas nurɨŋ kɨmbɨ ambami, Nɨmati hɨrɨvɨyɨndu krunavundi ñamba ŋɨnɨŋ. Harɨm Gotɨŋ ndaya mavɨñɨ mandamandu. Imutamut muhɨmɨmuhɨm nzihɨ ŋgɨmɨndaŋ vata añaŋgarandu hara maŋgɨmandɨyu, manɨŋga. Muhɨm nzihɨ sihɨrahi ŋgɨmaña ha, kru Gotɨndu kuyu mɨŋata ambavaravara Jona sihɨrami handaya ŋgɨmandɨyu.
280c28009c	Jona asa arundu mavɨŋgumbañɨ arɨkikwɨrɨ hɨvɨ kɨyɨmi. Sɨwɨmañanda Krundu Ñɨŋi hama ndahara arɨkikwɨrɨ hɨvɨ sava humbañɨ kɨyɨmandɨ.
280c290196	Krunavundiŋ Got ŋgatɨŋgurɨman vata yɨhɨramami hɨvɨyɨ, Ninive hati krunavundi sɨhanaŋga Gotɨndu tamɨŋgañɨ ñamba vana andɨndurɨm taŋguramɨrɨmandɨyu. Kamata narɨŋandɨ tɨwɨmiyɨ krunavundi ñamba vanavana andɨndurɨm kuyu kɨmbañɨ ambavarɨmandɨyu. Ninive hati Jona ambavarahi ŋgaŋga mavɨŋgimɨrumu. Hara kru mumɨŋga narɨ ñiŋgiñɨ kɨyɨ mɨŋga, Jonaŋ taratɨvɨri.
280c2a01d9	Krunavundiŋ Got ŋgatɨŋgurɨmandɨ tɨwɨmiyɨ, Navundi aru miku Sebandu haŋambɨ ndahara Gotɨndu tamɨŋgañɨ taŋguramɨrɨmandɨ. Kamata krunavundi tɨhundu nɨŋɨnɨŋɨndu ñamba vanavanarɨm kuyu kɨmbañɨ ambavarɨmandɨ. Navundi aru miku kandɨhaŋambɨ, pɨrɨvɨsa nɨñɨndu mandambuyɨ kɨndi. Hara Solomon indarɨmit avivi nuŋandɨ ambavarɨti indarɨtɨn vata payɨmi. Hara kru mumɨŋga nɨñɨ kɨyɨ mɨŋga Solomonɨŋ taratɨvɨramaŋgari, vami.
280c2b00c1	Jisas sɨhinda ambami, Sundɨ ñamba kru mumɨŋgaŋ mitata urɨmandɨ. Kamata kuku manɨman upɨvu avɨrɨkɨmuhɨmu upɨ puhɨrata kɨndɨrɨmandɨ. Hara avɨrɨkɨmuhɨmu upɨ maŋgɨmandɨ.
280c2c00ba	Kamata ambɨrɨmandɨ, Yi tavɨ kɨyɨmin hañɨ aŋga uta kɨyɨman, vamba ambɨrɨmandɨ. Kamavata uta kɨyɨmi tavɨ ha ŋgɨti ikɨrañata kanzɨ mɨŋayahuramɨntu saŋgɨyɨmandɨ.
280c2d0144	Kamati uta sundɨ ñamba kuma timu, tamu arɨkinzɨpi tɨŋgɨruramata vat ñamba vanandu supɨrisupɨri haŋɨnɨŋ tɨmbuta pata indɨhuta tavɨ kandɨhañɨ kɨyɨmandɨyu. Kru kandɨhama kuha ñamba kɨyɨmi, hara tɨhu ñambatɨmaŋgarɨmandɨ. Krunavundi tɨhundu nɨŋɨnɨŋ sɨwɨmañanzihɨ yɨvurahɨmandɨ, vami.
280c2e0082	Jisas krunavundiŋ kuyu ŋguhihi nɨŋum naŋga nɨŋuratakɨña pata Jisas naŋga kuyundavarɨmɨndaŋ vata tapɨrañɨ kɨyɨmu.
280c2f0088	Kuyundavarahihi, kru mumɨŋga pata ambami, Namaka naŋga naratakɨña nanaŋga kuyundavarɨmɨndaŋ vata pata tapɨravu nda kuyu, vami.
280c300058	Kamavahi Jisas nuŋ ambami, Yamaka naŋga yaratakɨña kandɨhaŋɨnɨŋ ninɨnin, vami.
280c310078	Kamavata nuŋandɨ sɨmbɨrasaraŋ isɨhuramata ambami, Ŋgamara, nɨŋɨnɨŋ ndɨhi yandɨ yamaka naŋga yaratakɨña.
280c3200ae	Krunavundi Yavandak nuŋandɨ pɨhuyɨ kɨndi hamandu vana taya mɨŋahandahandarɨm pirɨkɨndu haŋɨnɨŋ ndaya, yandɨ yamaka, yarɨmandakɨña naŋga yaratakɨña, vami.
280d010082	Kandɨhɨvɨ hañɨndaya Jisas tavɨhumba hambu mitata tapɨrañɨ pindɨhata uta indu aru hañɨndu tɨvɨyɨ mɨnzɨta kɨyɨmi.
280d020097	Kamatɨhi krunavundi sambɨ nu kɨyɨmi hañɨ payɨhu, kupik hañɨ yahuta mɨnzɨmi. Kamatɨhi krunavundi sɨhanaŋga indu tɨvɨ hambu taŋguvatamu.
280d030089	Kamatɨhu Jisas nurɨŋ tɨhi kuyu sambɨ ambavarata, nɨmavami, Indarɨmara. Kru mumɨŋga wit kɨrɨs kɨvayɨ sisɨvɨrɨman vata umi.
280d04005b	Kamata kɨva hañɨ sisɨvata uhihi muvɨra kɨndɨmbatɨyɨ mɨŋgaramahu kava pata ñamu.
280d0500df	Muvɨra pɨrɨ tɨmba naŋga vɨrañɨ mɨŋgaramamu. Pɨrɨ kandɨhaŋu simbɨyɨ simbɨyɨ kɨrɨ hambu tɨmba naŋga. Kamataharɨm wit kɨrɨs kandɨhaŋɨnɨŋ pɨrɨ kandɨhaŋu mɨŋgaramata sarɨwayɨ tɨmɨravaramu.
280d060062	Hara kundur ha kavarahi pɨrɨhumbañɨ mamɨŋgumi. Harɨm ina kɨrahɨmuhi sahata kɨmumbɨramu.
280d070096	Ara wit kɨrɨs muvɨra siki punzɨmbunzɨ ñiŋgiñɨ mɨŋgaramamu. Kamatɨhu siki punzɨ naŋga haŋɨnɨŋ tɨmɨrata wit haŋɨnɨŋ tarɨŋgumu.
280d080082	Hara wit kɨrɨs muvɨra pɨrɨ aviyɨ mɨŋgaramata tɨmɨrata kandɨ tamamu. Muvɨra 100, muvɨra 60, muvɨra 30 tɨndɨ tamamu.
280d090052	Kru kɨnzɨhi naŋga hama, kuyu nɨŋandɨhin mɨŋatamamaŋgarata indarɨm, vami.
280d0a0087	Kɨyɨhandata Jisasɨndu sɨmbɨrasara pata nuŋ nɨmavamba kitɨhumu, Mumɨndɨhi krunavundiŋ tɨhi kuyuyɨ taya ambavarandana, vamu.
280d0b00b2	Kamavahu Jisas ambami, Narɨŋ Got andɨti muhɨmɨmuhɨm nuŋandɨ tɨwɨyɨ kɨyɨhɨyɨ hañɨndu kuyu sapa sipɨruta kɨndi ha ŋgɨmandɨra. Hara krunavundi maŋgɨmandɨyu.
280d0c0132	Kru mumɨŋgandu kandɨhamata hɨm muhɨmɨmuhɨm kɨyɨmandɨ hañɨ nuŋ Got sɨhinda muvɨra ŋgurɨmandɨ. Kamati nuŋandɨ muhɨmɨmuhɨm sambɨ kɨyɨmandɨ. Hara kru mumɨŋgandu muhɨmɨmuhɨm maŋgɨyɨmandɨ ha, muhɨmɨmuhɨm mɨŋahandata kɨyɨmandɨyɨpu ha Got pɨŋguvarata mɨtɨrɨmandɨ.
280d0d00eb	Kanɨmata sapayɨrɨm nurɨŋ tɨhi kuyu ŋgundin. Nurɨŋandɨ tamɨŋgaŋgɨrɨs ha tɨhɨrañandi, hara muhɨm maŋgɨmandɨyu. Mɨŋatamandu hara, kuyu mu maŋindarɨmandɨyu, kamatu nurɨŋandɨ mirɨmba vu mandaruvɨhɨrɨmandɨ.
280d0e034a	Krunavundi kanɨmata nɨŋɨnɨŋɨrɨm ndɨhi Gotɨndu kuyu mɨŋata ambavaravara Aisaia ambami, Got ambi, Kuyu sambɨ ñɨmbɨrɨ indarɨmandɨra. Hara kuyu sapavu maŋgɨmandɨra. Muhɨmɨnda ŋgɨmɨndaŋ vata sambɨ ñɨmbɨrɨ tɨhɨraramɨrɨmandɨra, hara maŋgɨyɨmandɨra. Krunavundi kandaŋɨnɨŋɨndu mavɨ humba hambu tɨkatɨkatɨmi. Kamatɨhi nurɨŋandɨ kɨnɨzɨhi haŋɨnɨŋ kuyu avi indarɨtarɨrɨm yakwɨrɨvarandu. Nurɨŋandɨ tamɨŋgaŋgɨrɨsɨ ha mɨŋayɨhɨndu. Kamataharɨm nurɨŋandɨ tamɨŋga ha muhɨm maŋgɨmandɨ. Kamati nurɨŋandɨ kɨnzɨhi ha muhɨm kuyu maŋindarɨti, nurɨŋandɨ mavɨ humbavu kuyu sapa ha maŋgɨmandɨ. Kandɨhamata vana maŋandɨta, mavɨŋgimɨruta yi kɨnɨyɨ patu nurɨŋ mɨŋavindamahin, vamba ambi, vamba ambami. Aisaia ambami kuyu ha kandɨsɨkwɨsɨkwɨ yɨvurahi.
280d10005d	Narɨ kuyu indarɨndara, naŋga muhɨmɨmuhɨm ŋgandara. Harɨm narɨ kɨnzɨhɨnzɨtɨmara.
280d110145	Yi narɨŋ kandɨ ambin, kuha kru Gotɨndu kuyu mɨŋata ambavaravara naŋga kru tɨtɨtaya kɨyɨhɨyɨ haŋɨnɨŋ sambɨ muhɨmɨmuhɨm tɨhu ŋgara nɨŋɨnɨŋ ŋgɨmɨndaŋ vata pirɨtamamaŋgaramu, hara maŋgamu. Naŋga kuyu indarɨndara nɨŋɨnɨŋ indarɨmɨndaŋ vata pirɨtamamaŋgaramu, hara maŋindarɨmu, vami.
280d12007b	Jisas sɨhinda ambami, Kru mumɨŋga kɨvayɨ wit kɨrɨs kavaramindu tɨhi kuyu hañɨndu kuyu sapa ambɨtɨn indarɨmara.
280d13010c	Wit kɨrɨs kwɨmbɨyɨ mɨŋgaramamu maña handa, kru Gotɨndu tɨwɨyɨ kɨyɨhɨyɨndu kuyu avivi indarɨndi. Hara nuŋandɨ sapavu maŋgandi. Kamatɨhi Satan nu kɨndɨyɨ pata sarɨwayɨŋandi kuyu Got nuŋandɨ mavɨŋgukuyɨ kurɨndi haŋɨnɨŋ pɨŋguvarandi.
280d140224	Ara wit kɨrɨs pɨrɨ simbɨyɨ simbɨyɨ kɨrɨvu tɨmba naŋga vɨrañɨ mɨŋgaramata sarɨwayɨŋandi tɨmɨravarami maña handa, kru Gotɨndu kuyu avivi sarɨwayɨŋandi indarɨta kɨnzɨhɨnzɨtɨndi. Hara nuŋandɨ indarɨmaŋgaramaŋgara vana ha wit kɨrɨs kundur manɨman maña, harɨm nuŋandɨ indarɨmaŋgamaŋgara vana ha pakanda kɨndi. Gotɨndu kuyu avivi indarɨta kɨnzɨhɨnzɨtɨndi. Hara kru nuŋandɨ indarɨmaŋgaramaŋgara vana haŋandɨhinɨrɨm pɨmɨ ŋguhu, nuŋandɨ indarɨmaŋgaramaŋgara vana ha mɨŋgata yɨvundi.
280d16014b	Ara wit kɨrɨs muvɨra siki punzɨmbunzɨ ñiŋgiñɨ mɨŋgaramamu maña handa, kru Gotɨndu kuyu avivi indarɨndu. Hara pɨrɨ nɨñɨndu hɨmɨrɨm tɨmutɨmutɨndi, naŋga tɨmbahɨrɨs sambɨ mɨŋatɨhɨruramaramarɨm indarɨndi. Kamatɨhu kandɨ vana haŋɨnɨŋ Gotɨndu kuyu haŋɨnɨŋ yɨvutarɨŋguhi kandɨmandamandi.
280d1700bc	Hara wit kɨrɨs pɨrɨ aviyɨ mɨŋgaramamu maña handa, kru Gotɨndu kuyu avivi indarɨta sapavu ŋgamaŋgarandi. Kamata 30 kɨrɨs, 60 kɨrɨs, 100 kɨrɨs tɨndɨ kandɨ tamandi, vami.
280d1800a7	Jisas nurɨŋ tɨhi kuyu muŋandɨhin nɨmavamba ambami, Gotɨndu tɨwɨyɨ kɨyɨhɨyɨha kru mumɨŋga nuŋandɨ kɨvayɨ wit kɨrɨs avi haŋɨnɨŋ kavarami maña.
280d190076	Hara krunavundi karɨhahuhu kru hamandu miku mɨŋga pata tɨpa ñambandu kɨrɨs wit avi ñiŋgi hañɨ kavarata umi.
280d1a008b	Kamatɨhi kɨyɨhandata wit haŋɨnɨŋ aruta kandɨ tamɨrɨm andɨhi ŋgahura tɨpa ñamba haŋɨnɨŋ ndahara kandɨ tamɨrɨm kɨyɨmi.
280d1b00ef	Kamatɨhu sɨmbɨrasara haŋɨnɨŋ uta kɨva nɨŋuva hamaŋ nɨmavamba ambamu, Aru mɨŋga, ara wit kɨrɨs taya vaha nandɨ kɨva nɨñɨ kavaramana vamba indarɨndarɨŋ. Hara mumɨndɨhi tɨpa ñamba nda naŋga tɨmɨri, vamba ambamu.
280d1c00a7	Kamavahu nurɨŋ ambami, Miku hɨru mumɨŋga kandɨ musa ha andɨsɨmi, vamba ambami. Kamavahi ambamu, Ŋgɨnaŋgata uta tɨpa ñamba ha kumbɨravarɨm, vamba ambamu.
280d1d0098	Kamavahura nurɨŋ ambami, Kɨtɨraŋgɨtɨraŋgwɨsa. Tɨpa ñamba haŋɨnɨŋ kumbɨravarambara wit avi haŋɨnɨŋ naŋga kumbɨravarɨtɨramandɨhi.
280d1e015e	Kamata mandɨta mitɨra arɨkita kɨhɨrɨhɨrɨ arutɨmu. Kamatu tahɨratahɨra tɨwɨmi kru sɨmbɨra mɨŋɨmandɨyu haŋɨnɨŋɨrɨm ambɨrɨman, Tɨpa ñamba haŋɨnɨŋ wɨsa tahɨrandahɨra kɨtɨ kahaŋgaha ahuyɨ kɨrahɨrarɨm tamamara. Kamata wit avi haŋɨnɨŋ yɨvutɨhɨruramata huyɨmandavɨ yandɨyɨ tamamamara, vamba ambami, vami.
280d1f00c1	Jisas nurɨŋ tɨhi kuyu muŋandɨhin nɨmavamba ambami, Gotɨndu tɨwɨyɨ kɨyɨhɨyɨha sahi mastetɨndu kɨrɨs maña. Kru mumɨŋga mastet kɨrɨs ha mɨŋata nuŋandɨ kɨvayɨ sisɨvami.
280d2000da	Mastetɨndu kɨrɨs ha sahi muvɨrandu maña ma. Sukɨhɨrɨs sɨrambɨ, hara tɨmɨrata arutɨndi ha sahi muvɨraŋ taratɨvɨrata ahu maña arutɨndi. Kamatɨhi kava pata nuŋandɨ maka hañɨ ñiŋgi tɨhundu, vami.
280d2100e8	Jisas nurɨŋ sɨhinda tɨhi kuyu muŋandi nɨmavamba ambami. Gotɨndu tɨwɨyɨ kɨyɨhɨyɨha yis maña. Navundi muŋambɨ wit sambɨ mɨŋata yis naŋga tarayɨwarata tamahi kɨhata sɨŋgɨ ha naŋga kɨhɨrɨhɨrɨtɨndi, vami.
280d220082	Jisas sɨhanaŋga kuyu krunavundiŋ ambavarami nɨŋɨnɨŋ, tɨhi kuyuyɨ taya ambavarami. Mɨŋamamañɨ ndamata maŋambavarami.
280d23015a	Kuha kru Gotɨndu kuyu mɨŋata ambavaravara mumɨŋgandu mɨkatɨmbayɨ Got nɨmavamba ambami, Muhɨmɨmuhɨm pɨrɨ nɨñɨ yɨvurahami hɨrɨvɨ hañɨnda kɨta patavata tɨhundu takuk nɨñɨ, muhɨmɨmuhɨm sipɨruta kɨndi ha yi tɨhi kuyuyɨ taya ambavarɨman, vamba ambami. Kamavami kuyu ha Jisas andɨhi kandɨsɨkwɨsɨkwɨ yɨvurahami.
280d2400d9	Jisas krunavundiŋ mitata tavɨ humbañɨ indɨhuhi nuŋandɨ sɨmbɨrasara haŋɨnɨŋ nu kɨyɨmiyɨ pata nɨmavamba kitɨhumu, Tɨpa ñamba kɨvayɨ yaharamami hañɨndu kuyu sapa ha ambɨna ŋgaharɨŋ vaha, vamu.
280d250050	Kamavahu Jisas nurɨŋ ambami, Kru wit kɨrɨs avi kavarami hama Krundu Ñɨŋi.
280d2600bb	Ara kɨva ha pɨrɨ nɨŋandɨhin. Ara wit kɨrɨs avi haŋɨnɨŋ krunavundi Gotɨndu tɨwɨyɨ kɨyɨhɨyɨ haŋɨnɨŋ. Ara tɨpa ñamba haŋɨnɨŋ, kaŋɨnɨŋ krunavundi Satanɨndu.
280d2700c7	Kru miku mɨŋga tɨpa ñamba kavarami hama Satan. Ara wit tahɨratahɨra tɨwɨmi haŋandɨhin pɨrɨ nɨŋandihindu imbɨhɨvɨ. Ara sɨmbɨrasara wit tahɨratahɨra haŋɨnɨŋ Gotɨndu kutɨkara.
280d280060	Kru tɨpa ñamba kumbɨrata kɨramu maña ha, pɨrɨ nɨñɨndu imbɨhɨvɨyɨ andɨrɨmandɨyu.
280d2900fe	Krundu Ñɨŋi hama nuŋandɨ kutɨkara haŋɨnɨŋ sɨmbɨti payɨmandɨyu. Kamati muhɨmɨmuhɨm andɨhi krunavundindu indarɨmaŋgaramaŋgara vana ñambatɨndi haŋɨnɨŋ naŋga, kru sɨhanaŋga ñamba vana andɨndu haŋɨnɨŋ, pɨŋguvarɨmandɨyu.
280d2a006c	Kamata kavarɨtu ahumira aruyɨ urɨmandɨyu. Ahutuŋgɨ kandɨhañɨ irɨharɨha mɨka satɨpɨrɨmandɨyu.
280d2b0109	Kandɨtɨwɨmi hañɨ krunavundi tɨtɨtaya kɨyɨhɨyɨ haŋɨnɨŋ, nurɨŋandɨ Nɨŋuvandu tɨwɨyɨ kɨyɨhɨyɨ hañɨ ina tɨmɨrata sɨñandɨndi maña sɨñandɨrɨmandɨyu. Kru kɨnzɨhi naŋga hama, kuyu nɨŋandɨhin mɨŋatamamaŋgarata indarɨm, vami.
280d2c0140	Jisas sɨhinda ambami, Gotɨndu tɨwɨyɨ kɨyɨhɨyɨha tɨmbahɨrɨs tupi kɨva itɨñɨ pɨrɨ kayɨvata sipɨrumu maña ŋandi. Kamatɨhu kru mumɨŋga ŋgata sɨhinda sipɨrumi. Kamata kɨnzɨhɨnzɨta uta nuŋandɨ muhɨmɨmuhɨm ambahi mut mɨŋahu tɨmbahɨrɨs ha mɨŋata uta kɨva kandɨha mut mɨŋami, vami.
280d2d00ac	Jisas sɨhinda tɨhi kuyu muŋandi ambata nɨmavami, Gotɨndu tɨwɨyɨ kɨyɨhɨyɨha, kru tɨmbahɨrɨsɨndu arɨku mɨŋga wɨrɨri avirɨm puhɨrata kɨndɨmañandɨmi.
280d2e00bc	Kamata wɨrɨri muŋandi ŋgahi avinzɨkwɨsɨkwɨ tɨhi, uta ambahi muhɨmɨmuhɨm nuŋandɨha mut mɨŋahu tɨmbahɨrɨs ha mɨŋata uta wɨrɨri avinzɨkwɨ kandɨha mut mɨŋami, vami.
280d2f00a2	Jisas sɨhinda tɨhi kuyu muŋandi ambata nɨmavami, Gotɨndu tɨwɨyɨ kɨyɨhɨyɨha kamahayɨ indu muyɨ kavarahu mɨŋguhi muhɨmɨmuhɨm asa mɨŋandu maña.
280d3000a9	Kamahayɨ ha yavurɨhi pɨŋgɨrɨta pata tɨŋgɨvu tamamu. Kamata mɨnɨzɨta itɨhata asa avivi haŋɨnɨŋ maki isɨ muyɨ tamata, asa ñamba haŋɨnɨŋ kahuvaramu.
280d3100ce	Pɨrɨ nɨñɨndu imbɨhɨvɨyɨ ndahara sɨwɨmañanda andɨrɨmandɨyu. Gotɨndu kutɨkara pata, kru ñamba ŋɨnɨŋ kru tɨtɨtaya kɨyɨhɨyɨ ñiŋgi hañɨ kɨyɨmandɨyu haŋɨnɨŋ mɨŋɨmandɨyu.
280d32007d	Kamata kavarɨtu ahumira aruyɨ urɨmandɨyu. Kamata ahutuŋgɨ aruyɨ kavarɨtu irɨharɨha mɨka satɨpɨrɨmandɨyu, vami.
280d3300a7	Kamavata Jisas sɨmbɨrasara haŋɨnɨŋ kitɨhuta nɨmavami, Kuyu sɨhanaŋga kanɨŋɨnɨŋɨndu kuyu sapa ŋgandara vaha, vami. Kamavahi ambamu, Ŋgandarɨŋ, vamu.
