2800000007	Matteus
290510007c	Siis need, kes olid näinud, mis juhtus mehega, kes oli olnud kurjade vaimude meelevallas, ja sigadega, jutustasid teistele.
2905110039	Nad hakkasid paluma, et Jeesus nende piirkonnast lahkuks.
290512006f	Kui Jeesus astus paati, siis mees, kes oli olnud kurjade vaimude võimuses, anus, et võiks temaga kaasa minna.
290513009a	Aga Jeesus keeldus ja ütles talle: „Mine koju omade juurde ja räägi neile, kui palju Issand on sinu heaks teinud ja kuidas ta sinu peale halastas.“
2905140088	Nii läks see mees oma teed ja hakkas Kümnelinnamaal kuulutama kõigest, mida Jeesus oli tema heaks teinud, ja kõik olid hämmastuses.
2905150062	Jeesus läks paadiga jälle tagasi järve teisele kaldale, kus kogunes tema ümber suur rahvahulk.
290516006e	Tema juurde tuli sünagoogi ülem − mees nimega Jairus. Kui ta Jeesust nägi, langes ta tema jalge ette maha
2905170080	ja palus, öeldes: „Minu tütreke on suremas. Palun tule ja pane oma käed tema peale, et ta võiks terveks saada ja elada.“
2905180052	Niisiis läks Jeesus temaga kaasa. Kogu rahvas järgnes, rüseledes ja tõugeldes.
290519004b	Seal oli üks naine, kes oli kaksteist aastat veritsustõve all kannatanud.
29051a00bd	Ta oli paljude arstide käe läbi märkimisväärselt kannatanud ning kulutanud ära kõik, mis tal oli. Kuid miski ei olnud teda aidanud, õigupoolest oli olukord ainult kehvemaks läinud.
29051b005f	Ta oli kuulnud Jeesusest, seega tuli ta rahvahulgas tema selja taha ja puudutas tema ülekuube.
29051c0056	Ta ütles endale: „Kui ma ainult saan tema kuube puudutada, siis saan ma terveks.“
29051d0059	Veritsemine lõppes viivitamatult ja ta tundis, et tema keha on haigusest terveks saanud.
29051e007a	Jeesus, kes tajus kohe, et temast läks vägi välja, pöördus rahvahulgas ümber ja küsis: „Kes puudutas mu kuube?“
29051f006b	Jüngrid vastasid: „Vaata, kuidas rahvas sulle peale tungib. Mis mõttes sa küsid: kes mind puudutas?“
2905200039	Kuid Jeesus vaatas ikkagi ringi, et näha, kes seda tegi.
2905210069	Naine, kes mõistis, mis temaga oli juhtunud, tuli ja langes tema ette maha ning rääkis talle kogu loo.
290522008a	„Mu tütar, sinu kindel usk minusse tegi sind terveks. Mine rahus. Sa oled oma haigusest täielikult tervenenud,“ ütles Jeesus talle.
29052300a1	Sel ajal kui ta veel rääkis, tulid mõned inimesed sünagoogi ülema kodust. „Su tütar on surnud,“ ütlesid nad. „Pole enam vaja Õpetajat tüüdata.“
290524007c	Aga Jeesus ei pööranud nende sõnadele tähelepanu. Ta ütles sünagoogi ülemale: „Ära karda, usu lihtsalt minusse.“
2905250063	Ta ei võtnud endaga kaasa kedagi, välja arvatud Peetruse, Jaakobuse ja Jaakobuse venna Johannese.
2905260070	Kui nad jõudsid sünagoogi ülema maja juurde, nägi Jeesus segadust ja rahutust, inimesed nutsid ja halisesid.
2905270070	Ta läks sisse ja küsis neilt: „Miks te nutate ja halisete? Tüdrukuke ei ole surnud, vaid lihtsalt magab.“
290528009e	Nad naersid tema üle põlastavalt. Jeesus käskis kõigil lahkuda. Seejärel läks ta koos lapse isa ja ema ning kolme jüngriga tuppa, kus tüdrukuke lamas.
2905290060	Tüdruku kätt võttes ütles ta: „Talita kuum“, mis tähendab: „Tüdruk, tõuse üles!“
29052a0079	Tüdruk, kes oli kaheteistkümneaastane, tõusis kohe üles ja hakkas kõndima. Nad olid juhtunust täielikus jahmatuses.
29052b0072	Jeesus keelas neid karmilt, et nad ei räägiks sellest kellelegi, ning käskis tüdrukukesele midagi süüa anda.
290601003d	Jeesus lahkus ja läks koos oma jüngritega koju Naatsaretti.
29060200c0	Hingamispäeval hakkas ta sünagoogis õpetama ja paljud kuulajaist olid üllatunud. „Kust ta need mõtted saab?“ küsisid nad. „Mis tarkus on talle antud? Kust ta saab väe imesid teha?
2906030099	Kas ta pole mitte see puusepp, Maarja poeg, Jaakobuse, Joosepi, Juuda ja Siimona vend? Kas tema õed ei ela meie juures?“ Nad haavusid ja hülgasid ta.
2906040088	„Prohvetist peetakse lugu kõikjal, välja arvatud tema enda kodulinnas, oma sugulaste ja pereliikmete hulgas,“ ütles Jeesus neile.
290605005c	Seepärast ei saanud Jeesus teha seal mingeid imetegusid, ta ainult tervendas mõned haiged.
2906060065	Ta oli nende usupuuduse tõttu hämmastunud. Jeesus rändas mööda külasid ja õpetas ringi käies.
2906070077	Ta kutsus kokku kaksteist jüngrit ja hakkas neid kahekaupa välja saatma, andes neile meelevalla kurjade vaimude üle.
2906080065	Ta ütles, et nad ei võtaks peale jalutuskepi midagi kaasa − ei leiba, kotti ega raha vöötaskus.
2906090045	Nad võisid kanda sandaale, kuid ei tohtinud lisasärki kaasa võtta.
29060a0056	„Kui teid kutsutakse majja, siis jääge sinna kuni lahkumiseni,“ ütles ta neile.
29060b008d	„Kui teid vastu ei võeta ega kuulata, siis puistake lahkudes oma jalgadelt tolm maha märgiks, et olete nad nende enda hooleks jätnud.“
29060c0042	Nii nad siis käisid ringi ja käskisid inimestel meelt parandada.
29060d0054	Nad ajasid välja palju kurje vaime ning tegid õliga võides terveks palju haigeid.
29060e00b3	Ka kuningas Heroodes kuulis Jeesusest, kuna ta oli tuntuks saanud. Mõned ütlesid: „See on surnuist ülestõusnud Ristija Johannes. Sellepärast tal on nii imelised võimed.“
29060f0071	Teised ütlesid: „See on Eelija.“ Veel mõned ütlesid: „Ta on prohvet, nagu üks mineviku prohvetitest.“
290610007d	Aga kui Heroodes sellest kuulis, ütles ta: „See on Johannes, kellel ma pea maha võtsin! Ta on surnuist üles tõusnud!“
2906110094	Sest Heroodes oli andnud korralduse Johannes vahistada ja vangi panna oma venna Filippuse naise Heroodiase pärast, kellega Heroodes oli abiellunud.
2906120057	Johannes oli Heroodesele öelnud: „Oma venna naisega abiellumine on seaduse vastu.“
2906130073	Seepärast pidas Heroodias Johannese vastu vimma ja tahtis teda tappa, kuid tal ei olnud võimalik seda korraldada,
29061400d7	sest Heroodes teadis, et Johannes on püha mees, kes tegi seda, mis on õige. Heroodes kaitses Johannest ja kuigi Johannese sõnad häirisid teda väga, oli ta ikkagi hea meelega kuulanud, mis Johannesel öelda oli.
290615008e	Heroodiase võimalus tuli Heroodese sünnipäeval. Heroodes korraldas suure peo ülikutele, sõjapealikutele ja Galilea tähtsatele juhtidele.
2906160093	Heroodiase tütar tuli sisse ja tantsis neile. Tema esinemine rõõmustas Heroodest ja teisi, kes temaga peol olid, nii väga, et ta ütles neiule:
290617008f	„Palu mult ükskõik mida ja ma annan selle sulle.“ Ta kinnitas oma lubadust vandega: „Ma annan sulle kas või pool oma kuningriigist.“
2906180073	Neiu läks välja ja küsis oma ema käest: „Mida ma peaksin paluma?“ „Ristija Johannese pead,“ vastas ema.
290619007d	Tüdruk kiirustas sisse tagasi ja ütles kuningale: „Ma tahan, et sa annaksid mulle kohe Ristija Johannese pea kandikul.“
29061a0069	Kuningas oli vapustatud, aga kuna ta oli oma külaliste ees vande andnud, ei tahtnud ta palvest keelduda.
29061b0074	Seega saatis ta kohe timuka Johannese pead tooma. Pärast seda, kui timukas oli vanglas Johannesel pea maha võtnud,
29061c0055	tõi ta pea kandikul kohale ja andis selle tüdrukule ning tüdruk andis selle emale.
29061d0056	Kui Johannese jüngrid juhtunust kuulsid, tulid nad ja viisid tema keha hauakambrisse.
29061e0074	Apostlid tulid tagasi ja kogunesid Jeesuse ümber. Nad rääkisid talle kõigest, mida nad olid teinud ja õpetanud.
29061f00ad	„Tulge minuga, oleme omapead. Lähme vaiksesse kohta ja puhkame veidi,“ ütles Jeesus neile, sest tulijaid ja minejaid oli nii palju, et neil ei olnud isegi aega süüa.
2906200039	Nii läksid nad paadiga vaiksesse kohta, et omapead olla.
290621008a	Aga rahvas nägi neid lahkumas ja tundis nad ära. Seega jooksis rahvas kõigist ümbruskonna linnadesse ette ja jõudis enne neid kohale.
29062200a6	Kui Jeesus paadist välja tuli ja suurt rahvahulka nägi, tundis ta neile kaasa, sest nad olid nagu karjaseta lambad. Nii hakkas ta neile paljudest asjadest õpetama.
290623007f	Päev kaldus õhtusse ning jüngrid tulid Jeesuse juurde ja ütlesid talle: „Me oleme küladest kaugel ja aeg on juba hiline.
290624006e	Sa peaks rahvale ütlema, et nad läheksid ja ostaksid küladest ja maakoha elanikelt endale midagi süüa.“
29062500ac	Ent Jeesus vastas: „Andke teie neile midagi süüa.“ „Mida? Kõigile neile inimestele leiva ostmiseks oleks meil vaja rohkem kui kuue kuu palka,“ vastasid jüngrid.
2906260095	„Kui palju leiba teil siis on?“ küsis Jeesus. „Minge ja vaadake.“ Nad läksid ja uurisid ning ütlesid talle: „Viis leiba ja paar kala.“
2906270044	Jeesus käskis kõigil rühmade kaupa rohelisele murule maha istuda.
2906280031	Nad istusid sajastes ja viiekümnestes rühmades.
29062900d2	Seejärel võttis Jeesus viis leiba ja kaks kala. Taeva poole vaadates õnnistas ta toitu ja murdis leiva tükkideks. Siis andis ta leiva jüngritele, et nad annaksid rahvale, ning jagas neile kõigile ka kala.
29062a0022	Kõik sõid, kuni kõht sai täis.
29062b0047	Siis kogusid nad leiva ja kala jäägid kokku − kaksteist korvitäit.
29062c003b	Toidust sai söönuks viis tuhat meest ja nende perekonnad.
29062d00a2	Kohe pärast seda käskis Jeesus jüngritel minna tagasi paati. Nad pidid suunduma järve teisel kaldal asuvasse Betsaidasse, Jeesus saatis sel ajal rahva laiali.
29062e004c	Kui ta oli inimestega hüvasti jätnud, läks ta üles mägedesse palvetama.
29062f0056	Hiljem samal õhtul oli paat keset järve, sel ajal kui Jeesus oli veel üksinda maal.
29063000c9	Ta nägi, kuidas lained paati hüpitasid, kui nad tugevalt aerutasid, sest tuul puhus vastu. Varahommikustel tundidel tuli Jeesus nende juurde vett pidi kõndides. Ta oleks võinud neist mööda minna,
2906310058	aga kui nad nägid teda vett pidi kõndimas, pidasid nad teda lummutiseks. Nad karjusid,
290632007e	sest nad kõik nägid teda ja olid väga kohkunud. Jeesus ütles neile kohe: „Ärge kartke, see olen mina! Ärge kohkuge!“
2906330051	Ta läks nende juurde ja ronis paati ning tuul vaibus. Nad olid täiesti rabatud,
2906340065	sest nad ei olnud oma kangekaelse, põikpäise hoiaku tõttu toidu jagamise ime tähendust mõistnud.
290635004b	Pärast mere ületamist jõudsid nad Genneesaretti ja panid paadi ankrusse.
290636003f	Kui nad välja ronisid, tundsid inimesed otsekohe Jeesuse ära.
290637006c	Nad jooksid kogu piirkonda laiali, et tuua kõik haiged mattidel sinna, kus nad olid kuulnud Jeesuse olevat.
29063800d9	Kuhu iganes Jeesus läks − küladesse, linnadesse või maapiirkonda −, toodi haiged turuplatsidele ja paluti, et Jeesus laseks haigetel kas või oma rõivaserva puudutada. Kõik, kes teda puudutasid, said terveks.
2907010059	Variserid ja vaimulikud juhid, kes olid tulnud Jeruusalemmast alla, et Jeesusega kohtuda,
2907020050	märkasid, et mõned tema jüngritest sõid „ebapuhaste“ (pesemata) kätega.
2907030064	(Variserid ja ükski juut ei söö enne, kui on oma esivanemate traditsiooni järgides käsi pesnud.
2907040097	Samuti ei söö nad turult tulles enne, kui on pesnud. Nad järgivad veel paljusid muidki rituaale, näiteks kruuside, kannude ja kastrulite pesemine.)
290705009e	Nii küsisid variserid ja vaimulikud juhid Jeesuselt: „Miks ei järgi sinu jüngrid meie esivanemate traditsiooni? Nad söövad toitu ebapuhaste kätega.“
29070600a2	Jeesus vastas: „Jesajal oli teie, silmakirjatsejate, suhtes õigus, kui ta ütles: „See rahvas ütleb, et austab mind, kuid oma mõtetes on nad minust kaugel.
2907070079	Nende jumalateenistusel ei ole mingit mõtet, sest see, mida nad doktriinidena õpetavad, on üksnes inimeste reeglid.“
290708006f	Te eirate Jumala seadust ja järgite selle asemel hoolikalt hoopis inimeste traditsioone,“ rääkis ta neile.
290709006f	„Kui osavalt te jätate Jumala seaduse kõrvale, et saaksite vääramatult kinni pidada oma traditsioonidest!
29070a0061	Mooses ütles: „Austa oma isa ja ema“ ja „Kes iganes oma isa või ema neab, peab surema“.
29070b00a5	Aga teie ütlete, et kui keegi ütleb oma isale või emale: „Kõik, mille sa oleks võinud minult saada, on nüüd korban,“ (see tähendab Jumalale pühendatud),
29070c0043	siis ei luba te tal enam edaspidi oma ema ja isa heaks midagi teha.
29070d0081	Selle traditsiooni kaudu, mida te edasi annate, teete Jumala sõna tühiseks ja kehtetuks. Te teete veel palju selliseid asju.“
29070e005b	Jeesus kutsus rahva jälle enda juurde ja ütles neile: „Palun kuulake mind ja saage aru.
29070f0060	Ebapuhtaks ei tee see, mis on väljas ja läheb sisse. Ebapuhtaks teeb see, mis tuleb välja.“
2907110072	Siis läks Jeesus sisse, et rahvahulga eest pääseda, ja tema jüngrid küsisid talt selle illustratsiooni kohta.
2907120075	„Kas ka teie ei saa aru?“ küsis ta neilt. „Kas te ei mõista, et see, mida te sööte, ei tee teid ebapuhtaks?
290713006b	See ei lähe teie mõistusesse, vaid kõhtu ja väljub siis ihust. Nii on kogu toit tseremoniaalselt puhas.
290714002c	Ebapuhtaks teeb see, mis teist välja tuleb.
2907150075	Seestpoolt, inimese mõistusest, tulevad kurjad mõtted: seksuaalne ebamoraalsus, vargused, mõrvad, abielurikkumine,
290716004d	ahnus, õelus, valelikkus, sündsusetus, kadedus, laim, uhkus, hoolimatus −
290717003d	kõik need pahed tulevad seestpoolt ja rüvetavad inimese.“
290718008b	Siis Jeesus lahkus ja läks Tüürose piirkonda. Ta ei tahtnud, et keegi teaks, et ta seal viibib, kuid ta ei suutnud seda saladuses hoida.
2907190070	Kui naine, kelle väikesel tütrel oli kuri vaim, kuulis Jeesusest, tuli ta kohe ja langes Jeesuse jalgade ette.
29071a0070	See naine oli kreeklanna, sündinud Sürofoiniikias. Ta palus, et Jeesus ajaks tema tütrest kurja vaimu välja.
29071b0085	„Kõigepealt peavad lapsed saama kõhu täis süüa,“ vastas Jeesus. „Ei ole õige võtta laste toit ja visata see koertele.“
29071c006d	„Õige, isand,“ kostis naine, „aga isegi koerad laua all söövad lastest järelejäänud raasukesi.“
29071d006a	Jeesus ütles talle: „Tänu sellisele vastusele võid sa minna − kuri vaim on su tütrest lahkunud.“
29071e0050	Naine läks koju ja leidis lapse voodis lamamas, kuri vaim aga oli ära läinud.
29071f0070	Tüürose piirkonnast lahkudes läks Jeesus läbi Siidoni ja seejärel Galilea mere äärde ja Kümnelinnamaale.
2907200091	Seal toodi tema juurde kurt mees, kes ei suutnud ka korralikult rääkida. Toojad palusid Jeesusel meest oma käega puudutada ja ta terveks teha.
2907210081	Kui Jeesus oli mehe rahvast eemale viinud, pani ta oma sõrmed kurdi mehe kõrvadesse. Seejärel puudutas ta mehe keelt süljega.
2907220058	Jeesus vaatas üles taevasse ja ütles ohates: „Effata,“ mis tähendab: „Avane!“
2907230057	Mehe kõrvad avanesid, tema kõnehäire oli kadunud ja ta hakkas korralikult rääkima.
2907240064	Jeesus keelas rangelt sellest kellelegi rääkida, aga mida enam ta keelas, seda rohkem uudis levis.
290725008f	Rahvas oli äärmiselt hämmastunud ja ütles: „Kõik, mida ta teeb, on imestusväärne. Ta paneb isegi kurdid kuulma ja tummad rääkima.“
290801007a	Umbes sel ajal oli seal suur rahvahulk, kellel ei olnud midagi süüa. Jeesus kutsus jüngrid enda juurde ja ütles neile:
2908020065	„Mul on rahvast kahju, sest nad on minu juures olnud juba kolm päeva ja neil ei ole midagi süüa.
290803005d	Kui saadan nad ilma toiduta koju, nõrkevad nad teel ära. Mõned on väga kaugelt tulnud.“
2908040061	„Kust võiks siin tühermaal leida piisavalt leiba, et neid kõiki toita?“ küsisid jüngrid.
2908050044	„Mitu leiba teil on?“ küsis Jeesus. „Seitse,“ vastasid nad.
2908060097	Jeesus käskis rahval maha istuda. Seejärel võttis ta seitse leiba ja tänas. Ta murdis leiba ja andis tükid jüngritele, et nemad rahvale annaksid.
2908070066	Neil olid ka mõned kalad. Kui Jeesus oli neid õnnistanud, ütles ta: „Võtke ja jagage ka need.“
2908080052	Rahvas sõi, kuni kõht sai täis, ja siis koguti kokku seitse korvitäit jääke.
290809003f	Seal oli neli tuhat inimest. Kui Jeesus oli rahva ära saatnud,
29080a003e	astus ta koos jüngritega paati ja läks Dalmanuuta piirkonda.
29080b0082	Variserid tulid sinna ja hakkasid temaga vaidlema; nad tahtsid, et ta annaks neile imelise märgi taevast, et end neile tõestada.
29080c007b	Jeesus ohkas sügavalt ja küsis: „Miks tahate teie, rahvas, märki? Ma räägin teile tõtt: ma ei anna teile märki.“
29080d003a	Nii jättis ta nad maha, astus paati ja läks üle järve.
29080e005b	Kuid jüngrid olid unustanud leiba kaasa võtta. Kõik, mis neil paadis oli, oli üks leib.
29080f0053	„Ettevaatust, hoiduge variseride ja Heroodese juuretise eest!“ hoiatas ta neid.
290810004e	„Ta ütleb seda sellepärast, et meil ei ole leiba,“ järeldasid jüngrid.
29081100a4	Jeesus teadis, mida nad räägivad, ja ütles: „Miks te räägite, et teil ei ole leiba? Kas te ikka veel ei mõtle ega saa aru? Kas olete oma mõistuse sulgenud?
2908120039	Teil on silmad, et näha, eks ole? Ja kõrvad, et kuulda?
2908130095	Kas teil ei ole meeles see, kui ma jagasin viis leiba viiele tuhandele? Mitu korvitäit jääke te kokku korjasite?“ „Kaksteist,“ vastasid nad.
2908140078	„Ja seitse leiba jagasin neljale tuhandele. Mitu korvitäit jääke te kokku korjasite?“ „Seitse,“ vastasid nad.
2908150033	„Kas te ei saa ikka veel aru?“ küsis ta neilt.
2908160077	Nad läksid Betsaidasse, kus Jeesuse juurde toodi pime mees. Toojad palusid, et Jeesus puudutaks teda ja tervendaks ta.
