0100000009	1 Mosebok
07041500e9	Så tog Jael, Hebers hustru, en nagla af tjället, och en hammar i sina hand, och gick sakta in till honom, och slog honom naglan genom tinningen, så att han sank neder till jordena; ty han var sömnig och vanmägtig, och blef död.
07041600d6	Då Barak jagade efter Sisera, gick Jael ut emot honom, och sade till honom: Kom hit, jag vill visa dig den man, som du söker efter. Och då han kom in till henne, låg Sisera död, och naglen fast i hans tinning.
0704170053	Alltså nederlade Gud, på den tiden, Jabin, de Cananeers Konung för Israels barn.
0704180071	Och Israels barnas hand fullföljde, och vardt stark emot Jabin, de Cananeers Konung, tilldess de utrotade honom.
070501004a	Då söngo Deborah och Barak, AbiNoams son, på den samma tiden, och sade:
0705020059	Lofver Herran, att Israel är åter fri vorden, och folket hafver varit der viljogt till.
070503007f	Hörer till, I Konungar, och akter uppå, I Förstar: jag vill, Herranom vill jag sjunga, Herranom Israels Gudi vill jag spela.
0705040080	Herre, då du utdrogst ifrå Seir, och gick fram ifrån Edoms mark, då skalf jorden, himmelen dröp, och skyarna dröpo vatten.
070505003d	Bergen smulto för Herranom, Sinai för Herranom Israels Gud.
0705060084	I Samgars, Anaths sons, tid, i Jaels tid, voro vägarna förgångne; och de som på stigarna gå skulle, de vandrade krokota vägar.
070507006b	Det fattades, bönder fattades i Israel, tilldess jag Debora uppkom, tilldess jag uppkom en moder i Israel.
070508007c	Ett nytt hafver Gud utvalt, portarna hafver han bestridt; ingen sköld eller spets vardt sedd ibland fyratiotusend i Israel.
070509004f	Mitt hjerta faller till Israels regenter, hvilke friviljoge äro ibland folket.
07050a0070	Lofver Herran, I som riden på sköna åsninnor, I som sitten för rätta; och sjunger, I som gån på vägomen.
07050b00af	Der skyttarna ropa ibland dem som vatten hemta, der säge man om Herrans rättfärdighet, om hans bönders rättfärdighet i Israel; då drog Herrans folk neder till portarna.
07050c0066	Upp, upp, Debora, upp, upp, och sjung ena viso; upp, Barak, och fånga dina fångare, du AbiNoams son.
07050d0068	Då vordo de förlåtne rådande öfver de mägtiga; Herren vardt rådandes genom mig öfver de hjeltar.
07050e00a2	Utaf Ephraim var deras rot emot Amalek; och efter dig BenJamin i ditt folk. Af Machir äro komne regenter; och af Sebulon äro regerare vordne igenom skrifpennan.
07050f009f	Isaschars Förstar voro med Debora, och Isaschar var såsom Barak i dalenom, utsänder med sitt fotfolk. Ruben höll mycket af sig, och skiljde sig ifrån oss.
070510007c	Hvi blefst du i dinom fårahyddom, till att höra hjordarnas bräkande; och höll mycket af dig, och skiljde dig ifrån oss?
0705110078	Gilead blef hinsidon Jordan. Och hvi bor Dan ibland skeppen? Asser satt i hafsens hamn, och blef i sina förfallna byar.
070512005b	Men Sebulons folk vågade sina själ i döden; Naphthali desslikes på höjdene af markene.
0705130085	Konungarna kommo och stridde. Då stridde de Cananeers Konungar i Thaanach, vid det vattnet Megiddo; men de hade ingen vinning deraf.
070514004d	Af himmelen var stridt emot dem; stjernorna i deras lopp stridde emot Sisera.
0705150069	Den bäcken Kison vältrade dem, den bäcken Kedumim, den bäcken Kison. Träd, min själ, på de starka.
0705160051	Då darrade hästarnas fötter, för deras starka åsittares förfärelses skull.
0705170097	Förbanner den staden Meros, sade Herrans Ängel; förbanner hans borgare, att de icke kommo Herranom till hjelp; till hjelp Herranom, till de hjeltar.
070518006f	Välsignad vare ibland qvinnor Jael, Hebers den Kenitens hustru; välsignad vare hon i hyddomen ibland qvinnor.
070519004d	Mjölk gaf hon, då han vatten beddes, och bar smör in uti en härlig skål.
07051a0095	Hon tog naglan med sin hand, och smedshammaren i sina högra hand, och slog Sisera genom hans hufvud; sönderkrossade, och genomstack hans tinningar.
07051b00a7	Till hennes fötter krökte han sig, föll neder, och lade sig; han krökte sig, och föll neder till hennes fötter; såsom han krökte sig, så låg han förderfvad.
07051c0098	Sisera moder såg genom fenstret ut, och gret igenom gallren: Hvi förtöfvar hans vagn så länge, att han icke kommer? Hvi fördröja hans vagns hjul?
07051d0049	De visesta ibland hennes qvinnor svarade, då hon så jämmerliga qvidde:
07051e00ab	Skulle de icke finna och byta rof, hvarjom manne en ung pigo eller två till byte; och Sisera brokot stickad kläder till byte, stickad brokot kläder om halsen till byte?
07051f009d	Alltså, Herre, förgånge alle dine fiender; men de som honom kär hafva, de vare såsom uppgångande solen i sine magt. Och landet hade frid i fyratio år.
070601006b	Och då Israels barn gjorde det ondt var för Herranom, gaf Herren dem under de Midianiters hand i sju år.
070602007c	Och då de Midianiters hand vardt för stark öfver Israel, gjorde Israels barn sig klyfter i bergen, och kulor, och fäste.
0706030066	Och när Israel något sådde, så kommo de Midianiter upp, och de Amalekiter, och de af österlanden;
070604009e	Och lägrade sig emot dem, och förderfvade växten på landet, allt intill Gasa, och läto ingen boskap blifva qvar i Israel, hvarken får, fä eller åsnar.
07060500d0	Förty de kommo ditupp med sinom boskap och tjäll, såsom ett stort tal gräshoppor, så att hvarken de eller deras cameler stodo till att räkna; och de föllo in i landet, på det de skulle förderfva det.
070606005b	Så vardt Israel mycket försvagad för de Midianiter. Då ropade Israels barn till Herran.
0706070038	Som de nu ropade till Herran, för de Midianiters skull,
0706080093	Sände Herren till dem en Prophet; han sade till dem: Detta säger Herren Israels Gud: Jag hafver fört eder utur Egypten, och utu träldomens hus;
070609009c	Och hafver frälst eder utu de Egyptiers hand, och utur alla deras hand, som eder tvingade, och hafver drifvit dem ut för eder, och gifvit eder deras land;
07060a0082	Och sade till eder: Jag är Herren edar Gud; frukter intet de Amoreers gudar, i hvilkas land I bon. Och I lydden mine röst intet.
07060b00c4	Och en Herrans Ängel kom, och satte sig under ena ek i Ophra, hvilken Joas tillhörde, de Esriters fader; och hans son Gideon tröskade hvete i pressen, på det han skulle fly för de Midianiter.
07060c0060	Då syntes honom Herrans Ängel, och sade till honom: Herren vare med dig, du stridsamme hjelte.
07060d0119	Gideon sade till honom: Min Herre, är Herren med oss, hvi vederfars oss då allt detta? Och hvar äro all hans under, som våre fäder hafva förtäljt oss, och sagt: Herren hafver fört oss utur Egypten? Herren hafver nu öfvergifvit oss, och gifvit oss i de Midianiters händer.
07060e0097	Då vände Herren sig till honom, och sade: Gack åstad i denna dine kraft; du skall fria Israel utu de Midianiters händer; si, jag hafver sändt dig.
07060f0093	Han sade till honom: Min Herre, hvarmed skall jag fria Israel? Si, min slägt är den minsta i Manasse, och jag är den svagaste i mins faders hus.
0706100062	Herren sade till honom: Jag vill vara med dig, så att du skall slå de Midianiter, såsom en man.
070611007b	Men han sade till honom: Käre, hafver jag funnit nåd för dig, så gif mig ett tecken, att det är du, som talar med mig.
0706120096	Gack icke hädan, tilldess jag kommer till dig, och bär mitt spisoffer, och lägger det för dig. Han sade: Jag vill blifva, tilldess du kommer igen.
07061300b3	Och Gideon gick, och slagtade ett kid, och tog ett epha osyradt mjöl; och lade kött uti en korg, och lät sådet uti ena kruko, och bar ut till honom under ekena, och gick fram.
0706140094	Men Guds Ängel sade till honom: Tag köttet, och det osyrada, och lägg det på hälleberget, som här är, och gjut sådet ut. Och han gjorde så.
07061500fc	Då räckte Herrans Ängel käppen ut, som han hade i handene, och kom vid köttet och det osyrada mjölet med käppsändanom; och elden kom utu hällebergena, och förtärde köttet och det osyrada mjölet. Och Herrans Ängel försvann utu hans ögon.
0706160087	Då nu Gideon såg, att det var en Herrans Ängel, sade han: O! Herre, Herre, hafver jag nu sett en Herrans Ängel ansigte mot ansigte?
0706170053	Men Herren sade till honom: Frid vare med dig; frukta dig intet, du skall icke dö.
0706180095	Då byggde Gideon dersammastäds Herranom ett altare, och kallade det fridsens Herre. Det står der ännu på denna dag, i Ophra, de Esriters faders.
07061900f2	Och i den samma nattene sade Herren till honom: Tag en stut ibland oxarna, som dinom fader tillhöra, och en annan stut som sju åra gammal är, och slå sönder Baals altare, som är dins faders, och hugg bort den lunden, som der när står.
07061a00c1	Och bygg Herranom dinom Gud ett altare öfverst på desso hällebergena, och red det till; och tag den andra stuten, och offra ett bränneoffer, med veden af lundenom, som du borthuggit hafver.
07061b00dd	Då tog Gideon tio män ut af sina tjenare, och gjorde såsom Herren honom sagt hade; men han fruktade sig göra det om dagen, för sins faders hus skull, och för folkens skull i stadenom; utan om nattena gjorde han det.
07061c00ce	Då nu folket i staden stodo upp bittida om morgonen, si, då var Baals altare sönderslaget, och lunden der när afhuggen; och den andre stuten för ett bränneoffer lagd på det altaret, som uppbygdt var.
07061d0092	Och den ene sade till den andra: Ho hafver detta gjort? Och då de sökte, och frågade derefter, vardt sagdt: Gideon, Joas son, hafver det gjort.
07061e009e	Då talade folket i staden till Joas: Få oss hitut din son; han måste dö, derföre, att han hafver omkullslagit Baals altare, och afhuggit lunden der när.
07061f00ef	Men Joas sade till alla dem som när honom stodo: Viljen I lägga eder ut för Baal? Viljen I fria honom? Den som lägger sig ut för honom, han skall dö i denna morgon. Är han gud, så hämne sig sjelf, att hans altare omkullslaget är.
070620006f	Ifrå den dagen kallade man honom JerubBaal, och sade: Baal hämne sig sjelf, att hans altare omkullslaget är.
070621008c	Då församlade sig tillhopa de Midianiter och Amalekiter, och de österländningar, och drogo öfver, och lägrade sig i den dalen Jisreel.
0706220071	Så iklädde Herrans Ande Gideon, och han lät blåsa i basuner, och kallade AbiEser, att de skulle följa honom;
07062300ad	Och sände bådskap i hela Manasse, och kallade dem, att de skulle ock följa honom; han sände ock bådskap till Asser, och Sebulon, och Naphthali; de kommo upp emot honom.
0706240059	Och Gideon sade till Gud: Vill du frälsa Israel igenom mina hand, såsom du sagt hafver,
07062500d3	Så vill jag lägga ett skinn med ullone ut på logan; om daggen lägger sig allenast på skinnet, och all marken är torr, så kan jag märka, att du vill frälsa Israel igenom mina hand, såsom du sagt hafver.
070626008d	Och det skedde så. Och då han den andra morgonen bittida uppstod, tryckte han daggena utu skinnet, och uppfyllde ena skål med det vattnet.
07062700c8	Och Gideon sade till Gud: Din vrede förgrymme sig icke öfver mig, om jag än en tid talar; jag vill än en tid försökat med skinnet; vare nu allena torrt på skinnena, och daggen på allo markene.
070628005f	Gud gjorde ock så i samma natt, att allena var torrt på skinnet, och dagg uppå allo markene.
07070100cd	Då stod JerubBaal, det är Gideon, bittida upp, och allt folket, som med honom var, och lägrade sig vid den brunnen Harod, så att han hade de Midianiters här norrut, bakföre det berget More i dalenom.
07070200c4	Och Herren sade till Gideon: Folket, som med dig är, är allt för mycket. Om jag gåfve Midian i deras händer, måtte Israels barn berömma sig emot mig, och säga: Min hand hafver frälst mig.
07070300e0	Så låt nu utropa för folkets öron, och säga: Den som rädder är och förfärad, han vände om, och skynde sig af berget Gilead. Då vände folket tillbaka, tu och tjugu tusend, så att icke utan tiotusend blefvo qvara.
0707040122	Och Herren sade till Gideon: Detta folket är ännu för mycket; haf dem neder till vattnet, der vill jag pröfva dig dem; och om hvilken jag säger dig, att han skall draga med dig, han skall draga med dig; och om hvilken jag säger, att han icke skall draga med dig, han skall icke draga.
07070500db	Och han hade folket neder till vattnet. Och Herren sade till Gideon: Hvilken som läppjar vattnet med sine tungo, såsom en hund läppjar, honom ställ afsides; desslikes dem som på sin knä nederfalla till att dricka.
0707060086	Då var deras tal, som med munnen läppjat hade utu handene, trehundrade män; allt det andra folket hade fallit på knä och druckit.
07070700c1	Och Herren sade till Gideon: Med de trehundrade män, som läppjat hafva, vill jag frälsa eder, och gifva de Midianiter i dina händer; men det andra folket lät alltsammans gå hem till sitt.
07070800e5	Och de togo spisning för folket med sig, och sina basuner; men de andra Israeliter lät han alla gå hvar och en i sina hyddo; men han stärkte sig med de trehundrade män; och de Midianiters här låg nedanför honom i dalenom.
0707090079	Och Herren sade till honom i samma natt: Statt upp, och gack neder till lägret; ty jag hafver gifvit dem i dina händer.
07070a005a	Om du fruktar dig att gå ditneder, så låt din dräng Pura gå ned med dig till lägret;
07070b00ab	Att du må få höra hvad de tala; sedan skall du med magt draga neder till lägret. Så gick Gideon med sin dräng Pura neder till det rummet på lägret, der vakten var.
07070c00dd	Men de Midianiter och de Amalekiter, och alle österländningarna, hade lägrat sig i dalenom, såsom en hop gräshoppor; och deras cameler stodo icke till att räkna, så månge voro de, såsom sanden på hafsens strand.
07070d0120	Då nu Gideon kom, si, då förtäljde en för dem andra en dröm, och sade: Mig tyckte, att ett bjuggbröd, på glöd bakadt, välte sig intill de Midianiters lägre, och då det kom till tjället, slog det det, och kastade det neder, och vände upp ned uppå thy, så att tjället låg.
