2800000016	ማቶስ እንጂለ
29100400d0	ህካን ይቶኢንኩ ክኑስ ሎረ እኮቤቺሃት፤ እሰን ህት ይተን ሎድበ ኦሎስ ለኣ ወክት ክኑስ ሎድ ኡሮች መቱ አደ ዋል ኮሎንኮዕልዮ እቅ።
291005009a	ህትን ሎድ ኣዝ ኣጎ ወክት ዋጁ ኦድኑተ ኦደዕዮ ወደልቹ መኬ አዲን አፉዕሌኢሃ ለኦቤቺሃ ህልቆኡ።
2910060112	ጠው እኮጎሬ እስ እሰንተ «ህልቆኖቼ፤ አዕኑ ሀሴነንታሁ ሰቀሌመ ናዝሬት ኢሰ እሁስ አን ደጋም፤ እስ ሬሆች ኬዕዮኡ፤ ከንቤቾን ዮበአ፤ ከለዕዬ! እሱ ሞጌማ ቤቹንኩ ኩዕኑን።
29100700d5	ቴሱ መርቴን አሳባተለከ ጴጥሮሴሃ ‹ከኒች ብርተ እስ ዬህዕኔገን ክዕኔንተ ሄጭ ገሊለ መረኖ፤ ህከኔን ለኤነንተስ› ይቴን ኩሌ» ዬሰ።
29100800b2	ሁኩ ሜንቱንኩ ዋጅት ሁጠን ሎድቢች ፉልት ሁንቶኡ፤ እሰን አበ ዋጅቶቤቺሃ መቱርቹሃ መቶ መንቺሃ ጠወኦበ እቅ። [
29100900f8	(note: The most reliable and earliest manuscripts do not include Mark 16:9-20.) ኢስ አበ በር ገስመ ሱጵተ ሬሆች ኬዕዮች ኤተሮን ወዕና ለመሉ ሩሃንዩ ፉሎሴ መግደል መርየማን ሄጭ ደቀሞ።
29100a005d	እሴን መርት ሻዘናንለከ አልፋቴን ሄኦ አሳባተስ ኩልቶኡ።
29100b00c5	እሴን «ኢስ ሬሆች ኬዕዮኡ እስን ፎሊን ዮኡ፤ አንን እሌንከኤ ለዕዮም» ይት ኩልቶሰ፤ ጠዉ እኮጎሬ እሰ ጠወስ አመዕንቶበአ።
29100c0086	ህከኒች ኤተሮን ኢስ ከተሚች ገጠረ መርተን ሄኦ ለሞንከ አሳባንተ ዎሎ ደኒን ለሌእ።
29100d0081	እሰን ፈንቀልት መርት ፈቆ አሳባተ ኩልቶኡ፤ ጠዉ እኮጎሬ እሰንተ አመዕንቶበአ።
29100e011f	ህከኒች ኤተሮን ቶነ መቶንከ አሳባተስ ማድ አሌን እተን ሄኦገን ኢስ ለሌሰ፤ እስን «ኢስ ሬሆች ኬዕይ ፎልን ዮኡ፤ ነኡን ለዕኖም» ይቶ ጠወ ቀልቡሰ ዱጃን አመዕኑ ሆጎቤቺሃ ዎቀሾሰ።
29100f0081	ኢስን «ጉዕማንከ ኣዱንያ አል ባዱ መሬ፤ መኒሃ ጉዕሚንከ ተሽት ላገተ ተማርስዬ፤
2910100065	አመዕን ጠመቀሞሁ ፈቀኖ፤ እኮጎሬ አመዕንበሀኒሃ ፈረደመኖስ።
29101100e6	ኢን አመዕንቶሀኑኡተ ጉዕሚንከ አጀብሲሰኖ ጠወ አታ ወልቀት ኣሰንታሰ፤ ኢ ሱዕሚን ሩሃንየ ፉሽታአ፤ ህትን ወዕና ጠወእበ ሃዕሮ ላጋን ጠወኣአ።
29101200c1	ወሪቹንከ አፎእቀ ህከረንገ ሸኖ ዘቡ አጎእቀ ምረኖሰበአ፤ እሰን ጥዘናመ አሌን አንገተ አቶእቃ ጥዘናችሰ ፈይታአ» ዬእ።
2910130090	ህካን ቀርቹ ኢስ ጠወዕይ ሹሎች ኤተሮን መገኑ ሰማሃ መሴሃንስ መገን መኬ አዲን አፉዕሌእ።
291014011d	አሳበንት ጉዕመ ቤቹንከ መርት ተሽት ላገተ ተማርስቶኡ፤ ቀርቹንኩ እሳን ሜጡበ አአኖት እቅ፤ አጀብሲሰኖ ጠወ አታ ወልቀተ ኣሲን ተማርስታ ጠዉ ሀንቅ እሁስ ሆጎን ለሊሰኖት እቅ።]
2a00000016	ሉቃስ እንጂለ
2a0101008d	ከበጀንቶንት ቴዎፍሎሴ! ኒ በላን እኮ ጠውተኔሃ ልግቡ መኑ ማቁስ ከኒች ዎዕናሃ ከተቦኡ።
2a01020095	ህከ ሶህኑተ ኔሳሃ ህግሶእሩ ወዕኔችን ኬስ እሌንከሰ ለኦእረለከ ላገስ ካዲመተ እኮእሃ መነ።
2a010300ad	ህትን አን ወዕኔችን ኬሽ ጉዕመ ጠወንከ ጠረኝሽ አጥራመቾሚች ኤተሮን ጠወስ ቅልቢን ከተቡ ጡመ አጉጅ ለሌኤ።
2a01040068	ካን አኡኤ ተማርቶንት ትምህርቱ ሀንቅ እሁስ ጡመገ ደጎተ ይዪት።
2a01050108	ይሁድ ባድ ዎመ ሄሮድሴ ዘማኔን «አብየ» ዬኖ ቂሶመ ክድመ አዲሁ «ዘከርየ» ዬኖ መቱ ቂስቹ ሄዕዮ እቅ፤ እስን ሀሩን ዘሬች እኮኢት «ኤልሳቤጤ» ዬኖ መንቹት ሄኦስ እቅ።
2a0106009d	ህትን ለሙንኩ ቀርች ትዛዝለከ ሴረ ጉዕመንከ ሂሉርቹ ዮበኢሃ አገርተን መገን ብሬን ፈየ መነ እቅ።
2a01070080	ኤልሳቤጥን እልትባተ እኮቤቺሃ እለት ዮሰበእረ፤ ህትን ለሙንኩ ባልቆእረ እቅ።
2a01080077	ህከ ወክት ዘከርየ አዲሃ ሆጎ ተሩ ኢልሃን መገን ብሬን ቂሶመ ሆጉተ አአንን
2a01090057	ቂሰ ሴር ሃሊን ዱእ ምኒ ኣግ ህጣነ አጪሶተ እጡ ኢሌስ።
2a010a0073	ህከ ህጣነ አጪሴኖ ወክት ኡመቱ ጉዕሙንኩ አብሌን ኡር ዱአ አታኢት እቅ።
2a010b007b	ቀርች መላይኬቹ ህጣነ አጪሴኖ ጠረጴዝ መኬ አዲን ኡርኬዕይ ዘከርይሃ ለሌእ።
2a010c0054	ዘከርይን መላይኬቹ ለዕዮ ወክት ህልቆ፤ አበ ዋጄእ።
2a010d00c5	ጠው እኮጎሬ መላይኬቹ «ዘከርየ! ዱኡክ ሞጮጨሞቤቺሃ ዋጅቶት፤ መንቹክ ለባ ጩል እልታሄ፤ ሱዕመስ ‹ያህይ› ይት ገእታንት።
2a010e006b	ኬሳሃ አቡ ሙንዲኑት እካሄ፤ ጩሉ እለሞቤቺሃ ልግቡ መኑ ሙንደአኖ።
2a010f011c	መሰንትስ እስ መገን ብሬን ሎረ እሀኖ፤ ህትን ወይኒን ቦበጤማሀለከ ዎሉ ሰከርሰኖ አጌኖርቹ ሆሮን አገኖበአ፤ ህትን አመስ ጎደባን ሄዕዮ ሰኣቲች ኬሽ ጠሊለ አያኒን ዊሞሃ እሀኖ።
2a01100064	እስን እስራኤል ኡመቲች ልግብሰ ቀርቾሃ መገን አደ ፈንቀሸኖ።
2a01110127	ህትን ቅጥይቶ መነ ቀርቺሃ ቅጥ አኦታ፥ አናኑተለከ እለተ ሀራርስ ሜጡበ አኦተለከ አዘዘንታበእ መን ቀልብ ጠሊላኖ ደጉ ፈንቀሾታ፥ እልያሴ አያኒንለከ ወልቃን ቀርች ብሬን ሃመኖ» ዬስ።
2a011200a6	ዘከርየን ህከ መላይኬቹ «አን ባልቆም፤ ጫንትኤ ባልቆኡ፤ ኩ ጠው ሀንቅ እሁስ ማን ደጎተ አታላም?» ዬእ።
2a01130098	መላይኬቹንኩ ፈንቀሽ «አን መገን ብሬን ኡራም ጅብርላት፤ ከ ተሽት ኩሎሄተ ሶቀም አሜቾም እቅ።
2a011400b4	እኮጎሬ ወክቴንከስ እካ ላገኤ አመዕንትበቤቺሃ ኩ ጠው እሆተ ኢለ ዱደ እካንት፤ ጠወኡንከ አታልታንትበአ» ዬስ።
2a0115008c	ህከ ወክት መኑ ዘከርየ አገረኖት እቅ፤ እስን ዱእ ምኒ ኣዜን ዱንኬቤቺሃ አጀብሲጭቶኡ።
2a0116010c	ዘከርየን ዱእ ምኒች ፉሎ ወክት መኒን ጠወኦተ አታሎበአ፤ ህካን እኮቤቺሃ ዱእ ምኔን መቱርቹ ለሌስገ ደጎኡ፤ መሰንትስ አንጋን ቀቀሰን ኩለኖሳት እቅ፤ እስን ዱደ እኮ።
2a0117003d	ክድመ ወክቱንኩ ጎፋን ምንስ ኦሮዕዮ።
2a0118004e	ቀወ ወክቲች ኤተሮን ጫስ ኤልሳቤጥ ላፈተ እኮኡ፤
2a01190095	«ቀርቹ ከ ጡመርቹ አዕዮኤ፤ መን በላን ዮኤ ህንቀሙ ከሞኤ» ይት ኦንቱ አገነ መኒች ማጠንቶኡ።
2a011a00c6	ኤልሳቤጥ ላፈተ እኮ ሌህቅ አገናን መላይኬቹ ገሊለ ባዶን ሄዕዮ «ናዝሬተ» ዬኖ ከተማን ሄኣ መቴ ሀፍቶበ መገን አዲን ሶሀሞ።
2a011b009f	እሴን ዳዉዴ ዘሬች እኮ «ዩሱፈ» ዬኖ መንቺሃ ኣሰንቶእተ እቅ፤ ሀፍቶስ ሱዕሙ «መርየመ» ዬኖተ እቅ።
2a011c00e4	ሁኩ መላይኬቹንኩ እሴቤቹ አሜች «መገን ኣስቱት ዊሞሄት፤ ወገሬቱ ኬሳሃ እሁን፤ መገኑ ኪን ዮኡ፤ አት ሜንቲች ጉዕሚችን ማሰአንቶንትተ» ዬሴ።
2a011d00a9	ጠዉ እኮጎሬ እሴን ህከ መላይኬቹ ለኦ ወክት ጠዊንከስ አበ ህልቅ «ኩን ሀትናሙሃ ወገሬት?» ይት ሰውይቶኡ።
2a011e0071	ሁኩ መላይኬቹንኩ እሴንተ «ቴ መርየማ! መገን አያኑ ዮሄቤቺሃ ዋጅቶት።
2a011f0089	ሁኩዕኑ! አት ላፈተ እካንት፤ ለባ ጩልንከ እልታንት፤ ሱዕመስ ‹ኢሰ› ይት ገእታንት።
2a012000bb	እስን ሎረ እሀኖ፤ ጉዕሚችን ሎረ መገን ቤቱ የመመኖ፤ ህትን ቀርቹ መገኑ አንስ ደዉዴ ሎረ ኬዕምኝ ቦርጭመተ ኣሰኖስ።
2a01210071	ያቁብ እለ አሌን ዘላለሚሃ ዎመ እሀኖ፤ ወሞማተስ ዳንጉ ዮስበአ» ዬሴ።
2a01220085	መርየመ ህከ መላይኬቹ «አን ሀፍቱተ እኮምቤቺሃ ኩ ጠዉ ሀት እሆተ አታለኖ?» ይቶስ።
2a01230116	መላይኬቹንኩ ፈንቀሽ «መገን ጠሊሉ አያኑ ኪ አሌን አሜተኖ፤ ጉዕሚችን ሎረ መገን ወልቀት ኪ አሌን እካአ፤ ህካን እኮቤቺሃ ኪች እለመኖ ጠሊለ ጩል ‹መገን ቤቱ› ዬን ገኤኖስ።
2a012400d8	ህንዴ ለእ! እልቹክ ኤልሳቤጥ ባልቅማንተሴ ለባ ጩል ላፈታን፤ እሴን ‹እልትበታን› ዬነንሴ ሄእ እሴ ላፈተ እኮኢች ኩን ሌህቅያ አገነ።
2a0125004c	መሰንትስ መገኑ ቄለኖስ መቱርቹሁ ዮበአ» ዬሴ።
2a012600c0	መርየማን «ሁኩዕኑን አን መገንተ ሮስቹ፤ ኤሳንከ አት ይቶንትገ እሁዕኔ» ይቶኡ፤ መላይኬቹንኩ እሴች አደ እክ ኦሮዕዮ።
2a0127006f	ህከ ወክትንከ መርየመ ቆተ ባዶን ሄዕዮ ይሁድ ከተመ ደዕልት መርቶኡ።
2a0128004a	እሴን ዘከርየ ምኒ ኣግ ኤልሳቤጤ ወገሬትሶኡ።
2a012900bc	ኤልሳቤጥን መርየመ ወገሬትሶ ላገተ ሞጮጭቶ ወክት ጎደባንከሴ ዮ ጩሉ አለጴእ፤ ኤልሳቤጥን ጠሊለ መገን አያኒን ዊንት
2a012a008c	ላገሴ ጎት አት «አት ሜንቲች ጉዕሚችን ማሰአንቶንትታን፤ ኪች እለመኖሁ ማሰአሞእሃን።
2a012b0059	ህትን ቀርችኤ አመት ኢቤቹ አሜቱ ሀትናሙሃ ሎረ ኬዕምኝ?
2a012c0086	መሰንትስ ከለእ! ወገሬትክ ላገተ ሞጮጬም ወክት ጎደባንከኤ ዮ ጩሉ ተሽቲን አለጴእ።
2a012d007d	ህትን ቀርቹ ኩሎሴ ጠዉ ዊመኖሃ እሁስ አመዕንቶኢት እሴ ማሰአንቶእተ» ይቶኡ።
2a012e003b	መርየመ «ፎልቹኤ መገኑ ገለትጭታአ፤
2a012f0043	ህትን ቀልቡኤ ፌሳንቾ መገኖን ሙንደአኖ።
2a013000a1	መሰንትስ መገኑ ሮስቾስ ህንቀሙ ለዕዮኡ፤ ህትን ከበሬች ኬሽ መኑ ጉዕሙንኩ ‹ማሰአንቶእተ› የኖኤ።
2a0131006b	ህትን ወልቃሙ መገኑ ኤሳሃ አበ ጠወ አዕዮኤ። ሱዕሙስን ጠሊለሃን።
2a01320076	ህትን እሱ ዋጅታ መኒሃ ጉዕሚንከ መገኑ እላች እለ እለተ ኢለሬተ ማረኖሰ።
2a01330081	አንጋንተስን ጠረኘ ሆጉተ አዕዮኡ፤ ቦንታ መነንከ ቀልብሰ ሰውቲንን ብን አዕዮ።
2a0134009e	ህትን ሎራኑተ ሹምነቱ ዮሰረ ኬዕምኝ ቦርጭማችሰ ድርሾኡ፤ ጠው እኮጎሬ ገዉሰ ሆፍሳእረ ኬዕምሾሰ።
2a0135008c	ህትን ጎሩ አፎሰራ ጡመ ጠዊን ዱሴሰ፤ እኮጎሬ ቀባጣመተ ኦነ አንገንተ መርታገ አዕዮሰ።
2a013600bf	ህትን መገኑ አናኖተኔ ጠወዕዮገን እብራሂሚሃለከ ዘሬተስ ዘላለሚሃ አጉሩስ ሰውይ ሮስቹስ እስራኤለ ሀዕልዮኡ» ይቶኡ።
2a0138008e	መርየመን ኤልሰቤጤን ሜጡበ ሰሶ አገን ጌሰ አፉዕልቶች ኤተሮን ምንሴ ፈንቀልት መርቶኡ።
2a01390054	ኤልሳቤጥ እልታ ወክቱ ኢልየን ለቤ ጩልንከ እልቶኡ።
2a013a008e	ህከኒሃ ኦሎሴለከ እሉሴ ጉዕሙንኩ መገኑ አበ አሙዦሴገ ሞጮጭት እሴንን ሜጡበ ሙንደኦኡ።
2a013b008d	እሰን ህዘትቅ በሬን ጩል ጡርከንቶተ አሜት አንስ ሱዕሚን «ዘከርየ» ይት ገእቶተ ሀሶኡ።
2a013c006b	ጠው እኮጎሬ አመስ «ህትጎተበአ፤ ‹ያህይ› የመም ገአመኖ» ይቶኡ።
2a013d0077	ህካን እኮቤቺሃ እሰን «ኪ ዘሬች ከን ሱዕሚን ገአሞኢሁ ዮበእንዶ?» ይቶሴ።
2a013e008d	ህከኒች ኤተሮን እሰን ጩሉስ አዬ የመም ገአሞተ ሀሰኖ ጎሬ ደጎተ አነስ መላን ጠዕምቶኡ።
2a013f00ab	ዘከርየን ከተቤኖሃ አሶኖስተ ጠዕም «ሱዕሙስ ያህይት» ይ ከተቦ፤ ህከን ጠዋንን ጉዕሙንኩሰ አጀብሲጭቶኡ።
2a0140008e	ህከ ወክት ዘከርየ አፎስ ፈንተዕያንለከ አረብስ ሂርተኣን መገኑ ገለትጨን ጠወኡ ጀመሮ።
2a014100aa	ህካን እኮቤቺሃ ቀዕየ መኑ ጉዕሙንኩ ዋጄእ፤ ህትን ሁኩ ጠው ጉዕሙንኩ ቆተ ይሁድ ባዶን ጉዕማንን ጠወአሞ።
2a014200de	ህከ ጠወ ሞጮጬ መኑ ጉዕሙንኩ «ኩ ጩሉ ሀትናሙ እሆታት?» የን ጠወስ ቀልቤንከስ አፎ፤ መሰንትስ መገን ዎልቀት እሲን ሜጡበ ሄኦቤቺሃት እቅ።
2a01430038	ጩል አኑ ዘከርይ ጠሊለ አያኒን ዊም
2a01440076	«ኡመትስ ለዕዮቤቺሃለከ ፌሾቤቺሃ እስራኤል ቀርቹ መገኑ ማሰአሞሃ እሁን!
2a0145004e	ካዲንቾ ደዉዴ ዘሬ ምኒች ጠረኘ ጡምሳንቹ ኬሾኔ፤
2a0146005e	ዎዕኔ ዘማኒች ኬሽ ሄኦ ጠሊላኖ ነብያኖ አፎን ጠወዕዮገን፤
2a0147003d	ዲኒችለከ ግበኖኔ መን አንጋች ፌሾኔ።
2a0148007e	ህካን አዕዮንኩ አናካተኔ አጉሮተለከ ጠወዕዮ ወኣድ ላገተ ዊንሾተ ሰው ይዪት።
2a01490054	ከ ወኣድ ላገንተ ጤሌዕል ኣሴኢሁ አኒሀኔ እብራሂሚሃ
2a014a004d	ዲን አንጋች ነጠ ፉልን ዋጅኑዕናን ካደሞሲታት፤
2a014b007d	ህትን ሄዕናም ዘማኔን ጉዕማንን መገን ብሬን ጠሊልማንለከ ፈይማን ሄዕኖታት።
2a014c0099	ህትን ኮ ጩሌ! ጠሊለ ሎረ መገን ነብዬቹ ዬኖሄ። ወቃንከ ብዝ አቶተ ሄጭት ቀርች ብሬን መርታንት።
2a014d0048	ቀርቹ ጩብሰ አጉሮ ይ ጡም ኤንኬዕኑ ኣሰኖሰ።
2a014e0078	መገኑኔ መረርሲጫንቹለከ ጎደበ ላፈ እኮቤቺሃ ፈቅ ኑሩ ሰሜች ለሎተ አአኖ።
2a014f00b8	እስን ቱንስቾንለከ ሬሆ ሀላን አፉዕልቶ መኒሃ ጉዕሚንከ ለሊሰኖ፤ ሎከኔ ወጌሬት ወቃሃ አዎንሰኖ» ይ ራገ ጠወዕዮ።
2a015000a2	ሁኩ ጩሉንኩ ገዉሲ ነጵ አያኒን ጠረኘ እኮ፤ እስራኤል መኒሃ ለለኖ በሩ ኢሎተ ኢለ ኡለ ኡድማን ሄዕዮ።
2a0201008e	ህከ ወክት ሮም ገሽቶ ኣዜን ዮ መነ ጉዕመንከ ወለኢሃ ሮም ዎሚች አውግስጦሴች ትዛዙ ፉሎ።
2a02020071	ህከ ወዕኔ ዎሊንሽ ወክት «ቄሬኔዎስ» ዬኖ መንቹ ሶሪይ ባዱ ገሸኖ እቅ።
2a02030091	ህካን እኮቤቺሃ መኑ ጉዕሙንኩ ሱዕመስ ከተብሲሶተ ገገዉንኩስ ገገይስ ከተመ መረኖት እቅ።
2a02040121	ዩሱፍን እለንሹስ ደዉዴ ምኒ ዘርተ እኮቤቺሃ እሲሃ ኣሴናንስ ላፈተ እኮ መርየማን ሜጡበ ገሊላን ሄዕዮ ናዝሬት ከተሚች ኬዕይ ይሁድ ባዶን ሄዕዮ «ቤተሌመ» ዬኖ ደዉዴ ከተመ ኦሮዕዮ።
2a02060054	ለሙንኩሰ ህከኔ ሄኦገን መርየመ እልታ ወክቱ ኢሌእ።
2a020700d8	ህከንቤቾንን ሀንገፈ ጩል እልቶኡ፤ ኮሁ ገለኖ ምኔን ቤቹ ዮሰበእቤቺሃ ኦድኖን ጣጥ ጋድር ብሬን ለሉ ህጥተ እተኖ ገበት ኣዜን ኦሲሶስ።
2a02080070	ህከን ቀኤን ባዳን ሆለ ዜሞሃ አገርተን አብሌ ገልታ ዜማኑት ሄኦ እቅ፤
2a02090099	እሳንከ ቀርች መላይኬቹ ለሌሰ፤ ህትን ቀርች ኬዕምኝ ኑሩ አዳንከሰ በለቆ፤ እሰን አበ ዋጅቶኡ።
2a020a00a6	ጠዉ እኮጎሬ መላይኬቹንኩ እሰንተ «መኒሃ ጉዕሚንከ አበ ሙንዲኑተ አፍ ክዕኔበ አሜቾምቤቺሃ ዋጅቶኖቼ።
2a020b005a	ከበር ደዉዴ ከተማን ጡምሳንቹ ቀርቹ መሲሁ እለሞህዕኔ።
2a020c009e	ሰብዬቹ ሆጮን ጣጤን ለሉ ህጥተ እተኖ ገበታን ኦስሴናን ደጌነንተ፤ ሁኩን መላተ እሀኖህዕኔ» ዬሰ።
2a020d0095	ድንገቴን ልግቡ ሰሜ መላይከ ጎጎቱ ህከን መላይኬቺን ሜጡበ ለልቶኡ፤ እሰን መገኑ ገለትጭተን
2a020e00a4	«ሎርመት አሌ ሰማን መገኒሃ እሁን፤ መገኑ መረርሲጨኖስ መኒሃ ኡለ አሌን ወገሬቱ እሁን» ይታኢት እቅ።
2a020f00ec	ሁኩ መላይከንት እሳች አደ እክ ሰማ መርቶ ወክት ዜማኑት ገገዉንኩሰን «ቴሁ ኬዕዬ! ቤተልሄመ ኢለ መርን ቀርቹ ኩሎኔ ከ እኮ ጠወሃ ለዕኖ» የቀንቶኡ።
2a02100090	እሰን ደዕልት መርት መርየመለከ ዩሱፈ ህትን ለሉ ህጥተ እተኖ ገበታን ኦሰዕዮ ጩል ደጎኡ።
2a02110071	ህትን ሰብዬቹ ጩል ለኦ ወክት ህከን ሰብዬችተኔሃ ኩለሞሰርቹ ጠወኦኡ።
2a02120059	ህካን ሞጮጭቶእሩ ዜማኑት ኩልቶሰ ጠዋን አጀብሲጭቶኡ።
2a02130075	ጠው እኮጎሬ መርየመ ህከ ጠወ ጉዕመንከ ቀልቤንከሴ አፍ ሰውይታኢት እቅ።
2a021400af	ዜማኑት ኩለሞሰገን ሞጮጭቶሀኒሃለከ ለኦሀኒሃ ጉዕሚንከ መገኑ ሎርስተንለከ ሹክር ኣተን ፈንቀልት መርቶኡ።
2a021500d8	ህዜትቅ በር ጩልስ ጡርከሜኖ ወክት ሱዕመስ «ኢሰ» ዬን ገኤመ፤ ሁኩንን አመስ ጎደባን አፉዕሉዕናን ሄጭ መላይኬቹ ፉሽዮስየ ሱዕመ እቅ።
2a02160138	ሙስ ሕጋን የመሞገን እሰን ነጠ እካ ወክቱ ሆንጠካን መገን ሴራን «ዎዕነ እለመኖ ለቤ ቤቱ ጉዕመንከ መገኒሃ ኣሴናን አደ እሁን» የመም ከተበሞገን ጩልስ ቀርች ብርተ ሆንጠህሲሃ ዬሩሳሌመ መስቶኡ።
2a021800cf	ህትን መርቶኢሁ ቀርች ሕጋን «ለሙ ሀንደዕርተ ህከረንገ ለሙ ዱብሀንደዕሬ ጭጮራ ሆንጠህሱን» የመሞገን ክትመ ሆንጠህሲሃት እቅ።
2a02190106	ህከ ወክት ዬሩሳሌም ከተማን «ስሞኔ» ዬኖ ገዉስ መገኒሃ ኣሴ ፈዩ መንቹ ሄዕዮ እቅ፤ እስን እስራኤል ጡም ተቢሳሃ አገረኖት እቅ፤ ጠሊሉ አያኑ እስ አሌን ሄዕዮ እቅ፤
2a021a0080	እስን መገኑ እቴስ ቀርቹ መሲህ ለኡዕናን ሄጭ ሬህበገ መገን አያኑ ለሊሾስ እቅ።
2a021b00bc	ስሞን ጠሊሉ አያኑ ቃግሻንስ ዱእ ምኒ ኦሮዕዮ፤ ዩሱፍለከ መርየመ ሴራን ሮሰሞገን አቶተ ጩል ኢሰ ዱእ ምኒ አፍ ኣጎኡ።
2a021c004f	ህከ ወክት ስሞን ጩል ቶግ ሀንቀፍ መገኑ ገለትጨን
2a021d0066	«ቀርቾ! ቴሱ ካድንቹክ ጠወኦንት ላገክገን ወገሬቲን ህርስሴኤ፤
2a021e002c	ጡምሱክ እሌንከእ ለዕዮም፤
2a021f005a	እስን መገኑ አመዕንበ መን ጉዕም ብሬን ቅጥአቶንቲሃን፤
2a0220009e	እስን መገኑ አመዕንዮበእ መኒሃ ፈኝ ለሊሰኖ ኑር እሀኖ፤ ህትን እስራኤል ኡመቲሃ ኬዕምኝያ» ዬእ።
2a02210064	አመስለከ አኑስ ጩልተኔሃ ዬን ጠወኤመ ጠዋን አጀብሲጭቶ እቅ።
2a02220169	ስሞንን እሰንተ ማሰዕዮሰ፤ ህትን ጩልስ አመት መርየመ «ኩ ጩሉ አበ መን ቀልብ ሰውቱ ደገሞተ እስራኤል ኣዜን ሄዕዮ ልግብያ መኒሃ ኡቢሃለከ ኬኢሃ መገኑ ኤቦስ፤ ህከ መላተ ልግቡ መኑ ግቦስ፤ ኪ ቀልብ ሻዙት ሲፍገ ሙርታአ» ዬሴ።
