0100000006	Genesi
07060d0166	E Gedeone gli disse: Ahi! Signor mio; [come è possibile] che il Signore sia con noi? perchè dunque ci sarebbero avvenute tutte queste cose? E dove [son] tutte le sue maraviglie, le quali i nostri padri ci hanno raccontate, dicendo: Il Signore non ci ha egli tratti fuor di Egitto? ma ora il Signore ci ha abbandonati, e ci ha dati nelle mani de' Madianiti.
07060e008e	E il Signore riguardò verso lui, e gli disse: Vai con cotesta tua forza, e tu salverai Israele dalla mano de' Madianiti: non t'ho io mandato?
07060f00a6	Ma egli gli disse: Ahi! Signor mio; con che salverei io Israele? ecco, il mio migliaio [è] il più misero di Manasse, ed io [sono] il minimo della casa di mio padre.
0706100071	E il Signore gli disse: Perciocchè io sarò teco, e tu percoterai i Madianiti, come [se fossero] un uomo [solo].
0706110072	E [Gedeone] gli disse: Deh! se io ho trovata grazia appo te, dammi un segno che tu [sei desso], tu che parli meco.
070612009c	Deh! non moverti di qui, finch'io venga a te, e ti rechi il mio presente, e te lo metta davanti. Ed egli [gli] disse: Io rimarrò [qui], finchè tu ritorni.
07061300e0	Gedeone adunque entrò [in casa], e apparecchiò un capretto, e [fece] de' [pani] azzimi d'un efa di farina; [poi] mise la carne in un canestro, e il brodo in una pentola, e gliel recò sotto la quercia, e [gliel] presentò.
070614007c	E l'Angelo del Signore gli disse: Piglia questa carne, e questi [pani] azzimi, e posali in su quel sasso, e spandi il brodo.
0706150118	Ed egli fece così. Allora l'Angelo del Signore distese il bastone ch'egli avea in mano, e toccò con la cima di esso la carne e i [pani] azzimi; ed ei salì del fuoco dal sasso, che consumò la carne e i [pani] azzimi. E l'Angelo del Signore se ne andò via dal cospetto di esso.
07061600a8	E Gedeone, avendo veduto ch'egli [era] l'Angelo del Signore, disse: Oimè! Signore Iddio; [è egli] per questo, ch'io ho veduto l'Angelo del Signore, a faccia a faccia?
070617003e	Ma il Signore gli disse: Abbi pace; non temere, tu non morrai.
0706180085	E Gedeone edificò un altare al Signore, e lo nominò: La pace [è] del Signore; il qual resta fino ad oggi in Ofra degli Abiezeriti.
07061900ca	E in quella stessa notte il Signore gli disse: Prendi il giovenco di tuo padre, e il secondo bue di sette anni; e disfai l'altare di Baal, che [è] di tuo padre, e taglia il bosco che gli [è] appresso.
07061a00fb	Ed edifica un altare al Signore Iddio tuo in su la cima di questa rocca, nell'[istesso luogo ove tu avevi posto] l'apparecchio [di quelle vivande]; poi prendi quel secondo bue, e offerisci[lo in] olocausto con le legne del bosco che tu avrai tagliato.
07061b00e4	Gedeone adunque prese seco dieci uomini, d'infra i suoi servitori, e fece così, come il Signore gli avea detto; e, temendo di far[lo] di giorno, per cagion della casa di suo padre, e degli uomini della città, lo fece di notte.
07061c00e4	Ed essendosi gli uomini della città levati la mattina, ecco, l'altare di Baal era stato disfatto, e il bosco che gli [era] appresso era stato tagliato, e quel secondo bue era stato offerto sopra l'altare ch'era stato edificato.
07061d008e	Ed essi dissero l'uno all'altro: Chi ha fatto questo? E avendone domandato, e ricercato, fu detto: Gedeone, figliuol di Ioas, ha fatto questo.
07061e00c2	E gli uomini della città dissero a Ioas: Mena fuori il tuo figliuolo, e sia fatto morire; conciossiachè egli abbia disfatto l'altare di Baal, ed abbia tagliato il bosco che gli [era] appresso.
07061f00f8	Ma Ioas disse a tutti i circostanti: Volete voi difender la causa di Baal? lo volete voi salvare? chi difenderà la sua causa sarà fatto morire, mentre [è ancor] mattina. Se egli è dio, contenda con Gedeone, poich'egli ha disfatto il suo altare.
070620007c	E in quel giorno [Ioas] pose nome Ierubbaal a Gedeone, dicendo: Contenda Baal con lui, poich'egli ha disfatto il suo altare.
070621008b	Or tutti i Madianiti, e gli Amalechiti, e gli Orientali, adunatisi insieme, passarono [il Giordano], e si accamparono nella valle d'Izreel.
0706220080	E lo Spirito del Signore investì Gedeone, ed egli sonò con la tromba; e gli Abiezeriti furono adunati a grida, per seguitarlo.
07062300cb	Egli mandò ancora de' messi per tutto Manasse; ed esso ancora fu adunato a grida per seguitarlo: mandò anche de' messi in Aser, e in Zabulon, e in Neftali; ed essi salirono ad incontrar quegli [altri].
0706240058	E Gedeone disse a Dio: Se pur tu vuoi salvar Israele per la mia mano, come tu hai detto,
07062500b9	ecco, io porrò in su l'aia un vello di lana; se la rugiada è in sul vello solo, e tutta la terra è asciutta, io conoscerò che tu salverai Israele per la mia mano, come tu hai detto.
0706260082	Ed egli avvenne così. Ed egli si levò la mattina seguente, e stringendo il vello, spremè della rugiada una piena coppa d'acqua.
07062700f7	E Gedeone disse a Dio: L'ira tua non si accenda contro a me, ed io parlerò [ancora] sol questa volta; deh! [permetti] ch'io faccia [ancora] questa sola volta prova col vello; deh! sia il vello solo asciutto, e sia la rugiada sopra tutta la terra.
0706280066	E Iddio fece così in quella notte; e il vello solo fu asciutto, e la rugiada fu sopra tutta la terra.
07070100e5	IERUBBAAL adunque [che] è Gedeone, levatosi la mattina, con tutta la gente ch'[era] con lui, si accampò con essa presso alla fonte di Harod; e il campo de Madianiti gli era dal Settentrione, verso il colle di More, nella valle.
07070200b6	E il Signore disse a Gedeone: La gente ch'[è] teco [è] troppa, perchè io dia loro Madian nelle mani; che talora Israele non si glorii sopra me, dicendo: La mia mano mi ha salvato.
07070300de	Ora dunque fai una grida, che il popolo oda, dicendo: Chi è pauroso e timido, se ne ritorni prestamente indietro dal monte di Galaad. E se ne ritornarono indietro ventiduemila [uomini] del popolo; e ne rimasero diecimila.
07070400f6	E il Signore disse a Gedeone: La gente [è] ancora troppa; falli scendere all'acqua, e quivi io te li discernerò; e colui del quale io ti dirò: Costui andrà teco, vada teco; e colui del quale io ti dirò: Costui non andrà teco, non vada teco.
07070500d8	[Gedeone] adunque fece scender la gente all'acqua; e il Signore gli disse: Metti da parte chiunque lambirà l'acqua con la lingua, come lambisce il cane; e altresì chiunque s'inchinerà sopra le ginocchia, per bere.
07070600bd	E il numero di coloro che, [recatasi l'acqua] con la mano alla bocca, la lambirono, fu di trecento uomini; e tutto il rimanente della gente s'inchinò sopra le ginocchia per ber dell'acqua.
07070700c2	E il Signore disse a Gedeone: Per questi trecent'uomini, che hanno lambita [l'acqua], io vi salverò, e ti darò i Madianiti nelle mani; ma vadasene tutta [l'altra] gente, ciascuno al luogo suo.
07070800f6	E quella gente prese della vittuaglia in mano, e le sue trombe. [Gedeone] adunque rimandò a casa tutti gli [altri] Israeliti, ciascuno alle sue stanze, e ritenne seco que' trecent'uomini. Or il campo de' Madianiti era disotto di lui nella valle.
0707090069	E in quella notte il Signore gli disse: Levati, scendi nel campo; perciocchè io te l'ho dato nelle mani.
07070a005a	E se pur tu temi di scendervi, scendi [prima] tu, con Fura, tuo servitore, verso il campo.
07070b00c5	E tu udirai ciò che [vi] si dirà; e poi le tue mani saranno rinforzate, e tu scenderai nel campo. Egli adunque, con Fura, suo servitore, scese all'estremità della gente ch'era in armi nel campo.
07070c00d7	E i Madianiti, e gli Amalechiti, e tutti gli Orientali, giacevano nella valle, come locuste in moltitudine; e i lor cammelli [erano] innumerevoli, [ed erano] in moltitudine come la rena ch'[è] in sul lito del mare.
07070d0139	Giuntovi adunque Gedeone, ecco, uno raccontava un sogno al suo compagno, e gli diceva: Ecco, io ho sognato un sogno. E' mi parea che una focaccia d'orzo si rotolava verso il campo de' Madianiti, e giungeva infino a' padiglioni, e li percoteva, ed essi cadevano; e li riversava sottosopra, e i padiglioni cadevano.
07070e00b6	E il suo compagno rispose, e disse: Questo non [è] altro, se non la spada di Gedeone, figliuolo di Ioas, uomo Israelita; Iddio gli ha dati i Madianiti, e tutto il campo, nelle mani.
07070f00db	E, quando Gedeone ebbe udito raccontare il sogno, ed [ebbe intesa] la sua interpretazione, adorò. Poi, ritornato al campo d'Israele, disse: Levatevi; perciocchè il Signore vi ha dato il campo de' Madianiti nelle mani.
0707100089	Poi spartì quei trecent'uomini in tre schiere, e diede a tutti delle trombe in mano, e de' testi voti, e delle fiaccole dentro ai testi.
070711009d	E disse loro: Riguardate [ciò che] da me [sarà fatto], e fate così voi. Quando adunque io sarò giunto all'estremità del campo, fate così come farò io.
07071200a2	E quando io, con tutti quelli che [sono] meco, sonerò con la tromba, sonate ancora voi con le trombe, intorno a tutto il campo, e dite: Al Signore, ed a Gedeone.
07071300ed	Gedeone adunque, e i cent'uomini che [erano] con lui, vennero all'estremità del campo, al principio della veglia della mezzanotte, come prima furono poste le guardie, e sonarono con le trombe, e spezzarono i testi che aveano nelle mani.
07071400c6	Allora le tre schiere sonarono con le trombe, e spezzarono i testi, e tenevano con la man sinistra le fiaccole, e con la destra le trombe per sonare, e gridavano; La spada del Signore, e di Gedeone.
0707150080	E ciascuno di essi stette fermo nel suo luogo, intorno al campo; e tutto il campo discorreva [qua e là], sclamando, e fuggendo.
07071600f6	Ora, mentre que' trecent'uomini sonavano con le trombe, il Signore voltò la spada di ciascuno contro al suo compagno, e [ciò] per tutto il campo. E il campo fuggì fino a Bet-sitta, verso Serera, infino alla ripa d'Abel-mehola, presso a Tabbat.
070717006f	E gl'Israeliti furono raunati a grida, di Neftali, e di Aser, e di tutto Manasse, e perseguitarono i Madianiti.
0707180124	E Gedeone mandò de' messi per tutto il monte d'Efraim, a dire: Scendete giù ad incontrare i Madianiti, e prendete loro [i passi del]le acque fino a Bet-bara, lungo il Giordano. Tutti gli Efraimiti adunque, adunatisi a grida, presero [i passi del]le acque fino a Bet-bara, lungo il Giordano.
07071900fb	E presero due Capi dei Madianiti, Oreb e Zeeb; e ammazzarono Oreb nel [luogo detto:] Il sasso d'Oreb; e Zeeb, nel [luogo detto:] Il torcolo di Zeeb; e, dopo aver perseguitati i Madianiti, portarono le teste di que' Capi a Gedeone, di qua dal Giordano.
07080100b6	E GLI uomini di Efraim gli dissero: Che cosa è questo che tu ci hai fatto, di non averci chiamati, quando tu sei andato a combattere contro a Madian? E contesero aspramente con lui.
070802007d	Ma egli disse loro: Che ho io ora fatto al par di voi? il raspollar d'Efraim non vale egli meglio che la vendemmia d'Abiezer?
07080300b9	Iddio vi ha dati i Capi de' Madianiti, Oreb, e Zeeb, nelle mani; e che ho io potuto fare al par di voi? Allora, dopo ch'ebbe loro così parlato, il lor cruccio contro a lui si acquetò.
070804009b	Or Gedeone arrivò al Giordano, e, passandolo con que' trecent'uomini ch'[erano] con lui, [i quali] stanchi [come erano], pur perseguitavano [i Madianiti],
07080500a6	disse a que' di Succot: Deh! date alcuni pezzi di pane alla gente che [è] al mio seguito; perciocchè [sono] stanchi, e io perseguito Zeba, e Salmunna, re di Madian.
0708060080	Ma i principali di Succot risposero: Hai tu già in mano le palme di Zeba e di Salmunna, che noi diamo del pane al tuo esercito?
070807009e	E Gedeone rispose: Perciò, quando il Signore mi avrà dato nelle mani Zeba e Salmunna, io vi sminuzzerò le carni con delle spine del deserto, e con triboli.
070808008d	Poi di là egli salì in Penuel, e parlò a que' di Penuel nella medesima maniera; ed essi gli risposero come que' di Succot aveano risposto.
0708090061	Ed egli disse parimente a que' di Penuel: Quando io ritornerò in pace, io disfarò questa torre.
07080a00e4	Or Zeba e Salmunna, [erano] in Carcor, co' lor campi d'intorno a quindicimila [uomini, ch'erano] tutti quelli ch'erano rimasti di tutto il campo degli Orientali; e i morti [erano] cenventimila uomini, che potevano trar la spada.
07080b00a6	E Gedeone salì traendo [al paese di] coloro che abitano in padiglioni, dal lato orientale di Noba, e di Iogbea; e percosse il campo, il qual se ne stava in sicurtà.
07080c0084	E Zeba, e Salmunna, fuggirono; ma egli li perseguitò, e prese i due re di Madian, Zeba, e Salmunna, e mise in rotta tutto il campo.
07080d0056	Poi Gedeone, figliuolo di Ioas, se ne ritornò dalla battaglia, dalla salita di Heres.
07080e0097	E prese un fanciullo della gente di Succot, e lo domandò; ed egli gli descrisse i principali e gli Anziani di Succot, [ch'erano] settantasette uomini.
07080f00d7	Poi [Gedeone] venne agli uomini di Succot, e disse: Ecco Zeba, e Salmunna, de' quali per ischerno voi mi diceste: Hai tu già nelle mani le palme di Zeba, e di Salmunna, che noi diamo del pane alla tua gente stanca?
070810007e	Ed egli prese gli Anziani della città, e delle spine del deserto, e de' triboli, e con essi castigò quegli uomini di Succot.
0708110044	Disfece ancora la torre di Penuel, e uccise gli uomini della città.
07081200b7	Poi disse a Zeba, ed a Salmunna: Come [erano] quegli uomini che voi uccideste in Tabor? Ed essi risposero: Come tu appunto; ciascuno [di essi] pareva nel sembiante un figliuolo di re.
0708130098	Ed egli disse loro: Essi [erano] miei fratelli, figliuoli di mia madre; [come] il Signore vive, se voi aveste loro salvata la vita, io non vi ucciderei.
07081400aa	Poi disse a Ieter, suo primogenito: Levati, uccidili. Ma il fanciullo non trasse fuori la sua spada; perciocchè avea paura; conciossiachè egli [fosse] ancor giovanetto.
07081500e3	E Zeba, e Salmunna, dissero: Levati su tu, e avventati sopra noi; perciocchè quale [è] l'uomo [tale è] la sua forza. Gedeone adunque si levò, e uccise Zeba, e Salmunna, e prese le borchie che i lor cammelli aveano al collo.
07081600ae	E gl'Israeliti dissero a Gedeone: Signoreggia sopra noi, tu, e il tuo figliuolo, e il figliuolo del tuo figliuolo; conciossiachè tu ci abbi salvati dalla mano de' Madianiti.
0708170072	Ma Gedeone disse loro: Nè io, nè il mio figliuolo, signoreggeremo sopra voi; il Signore signoreggerà sopra voi.
07081800af	Poi Gedeone disse loro: Io vi farò una richiesta, che ciascun di voi mi dia il monile ch'egli ha predato; perciocchè coloro aveano de' monili d'oro, perchè erano Ismaeliti.
070819007c	Ed essi dissero: Noi del tutto [te li] daremo. Steso adunque un ammanto, ciascuno vi gittò il monile ch'egli aveva predato.
07081a00f8	E il peso dei monili d'oro, che [Gedeone] avea chiesti, fu di mille settecento [sicli] d'oro; oltre alle borchie, e alle collane, e a' vestimenti di porpora, che i re di Madian aveano indosso; e oltre a' collari che i cammelli loro aveano al collo.
07081b00a5	E Gedeone fece di quell'[oro] un Efod, e lo pose in Ofra, sua città; e tutto Israele fornicò quivi dietro ad esso; e [ciò] fu in laccio a Gedeone e alla sua casa.
07081c008d	Così Madian fu depresso davanti a' figliuoli d'Israle, e non alzò più il capo; e il paese ebbe riposo per quarant'anni, a' dì di Gedeone.
07081d0043	E Ierubbaal, figliuolo di Ioas, se ne andò, e dimorò in casa sua.
