1300000006	Psalmi
280a02008b	Dvanajsterih aposteljnov imena so pa ta: Prvi Simon, ki se imenuje Peter, in Andrej brat njegov; Jakob sin Zebedejev, in Janez brat njegov;
280a030059	Filip, in Jernej; Tomaž, in Matevž mitar; Jakob sin Alfejev, in Lebej s priimkom Tadej.
280a04003d	Simon Kananičan, in Juda Iškarijan, kteri ga je tudi izdal.
280a050074	Teh dvajnast pošlje Jezus, in zapové jim, govoreč: Ne hodite na pogansko pot, in ne vnidite v Samarijansko mesto,
280a060034	Marveč pojdite k izgubljenim ovcam Izraelove hiše.
280a070047	Hodé pa oznanjujte, in pravite: Približalo se je nebeško kraljestvo.
280a080073	Bolnike uzdravljajte, gobavce očiščajte, mrtve obujajte, hudiče izganjajte: zastonj ste prejeli, zastonj dajte.
280a090037	Ne jemljite zlata, ne srebra, ne denarja v pasu svojem;
280a0a005f	Ne torbe na pot, ne dveh plaščev, ne obutala, ne palice: kajti vreden je delalec svoje hrane.
280a0b006a	V kterokoli mesto ali vas pa vnidete, pozvedite, kdo v njej je vreden; in tam ostanite, dokler ne izidete.
280a0c0025	Ko pa vnidete v hišo, pozdravite jo.
280a0d0060	In če je hiša vredna, pride naj mir vaš na njo; če pa ni vredna, vrne naj se mir vaš k vam.
280a0e0085	In če vas kdo ne sprejme, in tudi besed vaših ne posluša, izidite iz tiste hiše ali tistega mesta, in otresite prah z nog svojih.
280a0f005d	Resnično vam pravim: Laže bo Sodomskej in Gomorskej zemlji v dan sodbe, nego tistemu mestu.
280a10006d	Glej, jaz vas pošiljam kakor ovce sred volkov: bodite torej razumni kakor kače, in priprosti kakor golobje.
280a110067	Varujte se pa ljudî; kajti izročevali vas bodo sodnijam, in po shajališčih svojih vas bodo bičali.
280a120057	Popeljejo vas pa tudi pred vladarje in kralje za voljo mene, njim in narodom za pričo.
280a130078	Kedar vas pa izročé, ne skrbite, kako in kaj bi govorili; kajti dalo vam se bo tisti čas, kako in kaj boste govorili.
280a140043	Ker ne boste govorili vi, nego duh očeta vašega bo govoril v vas.
280a150069	Izdajal bo pa brat brata v smrt, in oče sina; in otroci bodo vstali zoper roditelje, in morili jih bodo.
280a160060	In sovražili vas bodo vsi za voljo imena mojega; kdor pa pretrpí do kraja, ta se bo zveličal.
280a170094	Kedar vas pa v tem mestu preženó, bežite v drugo. Kajti resnično vam pravim: Ne boste prehodili mest Izraelovih dotlej, ko pride sin človečji.
280a180042	Ni ga učenca nad učenika, tudi ne hlapca nad gospodarja svojega.
280a1900a4	Dovolj je učencu, da postane kakor učenik njegov, in hlapec kakor gospodar njegov. Če so pa hišnega gospodarja imenovali Belzebula, koliko bolj domače njegove?
280a1a0068	Ne bojte se jih torej: ker nič ni prikritega, kar se ne bo odkrilo; in skrivnega, kar se ne bo zvedelo.
280a1b0056	Kar vam pravim v temi, povejte na svetlem; in kar slišite na uho, razglasite s streh.
280a1c008c	In ne bojte se tistih, kteri ubijajo telo, duše pa ne morejo ubiti; bojte se pa marveč tistega, kteri more dušo in telo pogubiti v peklu.
280a1d0061	Mar se ne prodajata dva vrabca za vinar? pa ne eden od nju ne pade na zemljo brez očeta vašega.
280a1e002d	Vam so pa tudi lasjé na glavi vsi prešteti.
280a1f0031	Ne bojte se torej; vi ste bolji od mnogo vrabcev.
280a20006d	Vsak torej, kdor spozná mene pred ljudmí, spoznal bom tudi jaz njega pred očetom svojim, ki je na nebesih.
280a210068	Kdorkoli pa zatají mene pred ljudmí, zatajil bom tudi jaz njega pred očetom svojim, ki je na nebesih.
280a220061	Ne mislite, da sem prišel, da prinesem mir na zemljo; nisem prišel, da prinesem mir, nego meč.
280a230072	Kajti prišel sem, da ločim človeka od očeta njegovega, in hčer od matere njene, in nèvesto od tašče njene.
280a24002f	In sovražniki človeku bodo domačini njegovi.
280a250078	Kdor ljubi očeta ali mater bolj nego mene, ni mene vreden; in kdor ljubi sina ali hčer bolj nego mene, ni mene vreden;
280a260041	In kdor ne vzeme križa svojega, in gre za menoj, ni mene vreden.
280a270069	Kdor življenje svoje najde, izgubil ga bo; in kdor življenje svoje izgubí za voljo mene, našel ga bo.
280a28005e	Kdor sprejema vas, sprejema mene; in kdor sprejema mene, sprejema tistega, kteri me je poslal.
280a290092	Kdor sprejema preroka v ime preroka, prejel bo preroško plačilo; in kdor sprejema pravičnega v ime pravičnega, prejel bo plačilo pravičnega.
280a2a0085	In če kdo napojí enega od teh malih samo s kupico studenčnice v ime učenca, resnično vam pravim, ne bo izgubil plačila svojega.
280b010079	In zgodí se, ko je nehal Jezus dvanajsterim učencem svojim naročati, odide odtod, da uči in oznanjuje po njih mestih.
280b020049	Slišavši pa Janez v ječi Kristusova dela, pošlje dva svojih učencev,
280b030044	Ter mu reče: Si li ti tisti, ki ima priti, ali naj čakamo drugega?
280b040058	In Jezus odgovorí in jima reče: Pojdita, in sporočita Janezu, kar slišita in vidita.
280b050082	Slepci spregledujejo, in hromi hodijo; gobavci se očiščajo, in gluhi slišijo; mrtvi vstajajo, in ubogim se oznanjuje evangelj:
280b06002a	In blagor mu, kdor se od mene ne pohujša.
280b07007d	In ko ta dva odideta, začne Jezus ljudstvu o Janezu govoriti: Kaj ste izšli v puščavo, da vidite? Trst, ki ga veter maje?
280b080088	Ali kaj ste izšli, da vidite? Človeka oblečenega v mehka oblačila? Glej, kteri nosijo mehka oblačila, tisti so po kraljevih dvorih.
280b09004c	Ali kaj ste izšli, da vidite? Preroka? Dà, pravim vam, in več ko preroka.
280b0a0086	Kajti ta je, za kogar je pisano: "Glej, jaz pošiljam angelja svojega pred obličjem tvojim, kteri bo pripravil pot tvojo pred teboj."
280b0b009e	Resnično vam pravim: Ni vstal izmed tistih, kteri so rojeni od žen, veči od Janeza Krstnika; kdor je pa v nebeškem kraljestvu najmanji, veči je od njega.
280b0c007a	Od dnî Janeza Krstnika doslej se pa nebeško kraljestvo s silo jemlje; in tisti, kteri ga s silo jemljó, pridobivajo ga.
280b0d0036	Kajti vsi preroki in postava so prerokovali do Janeza.
280b0e0036	In če hočete verovati, on je Elija, kteri ima priti.
280b0f0027	Kdor ima ušesa, da sliši, naj sliši!
280b100068	Komu bom pa primeril ta rod? Podoben je otrokom, kteri po ulicah posedajo, in tovarišem svojim vpijejo,
280b11004c	In pravijo: Piskali smo vam, in niste plesali; tarnali smo, in niste jokali.
280b120046	Kajti prišel je Janez, in ne jé in ne pije, pa pravijo: Hudiča ima!
280b1300a3	Prišel je sin človečji, in jé in pije, pa pravijo: Glej človeka požeruha in pijanca, prijatelja mitarjev in grešnikov! In modrost so opravičil' nje otroci.
280b14006e	Tedaj začne Jezus ponošati mestom, v kterih se je zgodilo največ njegovih čudežev, ker se niso spokorila.
280b1500a7	Gorjé ti, Korazim! Gorjé ti Betsajda! Kajti ko bi se bili v Tiru in Sidonu zgodili čudeži, ki so se zgodili v vama, bila bi se davno v žaklji in pepelu spokorila.
280b16003e	Ali pravim vam: Tiru in Sidonu bo v dan sodbe laže nego vama.
280b1700b6	In ti, Kapernaum! ki si se do neba povzdignil, zagnan boš noter do pekla; kajti ko bi se bili v Sodomi zgodili čudeži, ki so se zgodili v tebi, prebila bi bila do današnjega dne.
280b180044	Ali pravim vam, da bo Sodomskej zemlji v dan sodbe laže, nego tebi.
280b190094	V ta čas odgovorí Jezus in reče: Zahvaljujem ti, oče! gospodar neba in zemlje, da si to prikril modrim in razumnim, in si je razodel nedoraslim.
280b1a0028	Dà, Oče! ker tako je bila volja tvoja.
280b1b008a	Vse mi je izročil oče moj: in nikdor ne pozna sina razen oče; in tudi očeta ne pozna nikdor, razen sin, in komurkoli če sin razodeti.
280b1c0050	Pridite k meni vsi, kteri se trudite in ste otovorjeni, in jaz vas bom upokojil.
280b1d0078	Vzemite jarem moj na se, in naučite se od mene, ker sem krotek in pokoren s srcem: in našli boste pokoj dušam svojim.
280b1e0030	Kajti jarem moj je blag, in breme moje je lahko.
280c010077	V tem času je šel Jezus v soboto skozi setve; učenci njegovi pa postanejo lačni, in začnó klasje trgati in jesti.
280c02005f	Ko pa Farizeji to vidijo, rekó mu: "Glej, učenci tvoji delajo, kar se v soboto ne sme delati.
280c030064	On jim pa reče: Niste li brali, kaj je storil David, ko se je ulakotil on in kteri so bili ž njim?
280c04006d	Kako je šel v hišo Božjo in je snedel postavljene kruhe, kterih ni smel nihče jesti, razen edini duhovni?
280c05005d	Ali niste li brali v postavi, da skrunijo v soboto duhovni v tempeljnu soboto, in niso krivi?
280c06002b	Pravim vam pa, da je tu veči od tempeljna.
280c07005a	Ko bi pa vedeli, kaj se pravi: "Milosti hočem, in ne darú," ne bi obsojevali nedolžnih.
280c08002d	Kajti sin človečji je gospodar tudi sobote.
280c09002d	In odide odtod, in pride v njih shajališče.
280c0a0081	In glej, bil je tu človek, kteri je imel suho roko. In vprašajo ga, govoreč: Ali se sme v soboto zdraviti? da bi ga zatožili.
280c0b0081	On jim pa reče: Kdo med vami je človek, kteri ima eno ovco, in če mu ta pade v soboto v jamo, da je ne bo zgrabil in izvlekel?
280c0c0049	In koliko bolji je človek od ovce? Zatorej se sme v soboto dobro delati.
280c0d0052	Tedaj reče človeku: Stegni roko svojo! Pa stegne, in zdrava je bila kakor druga.
280c0e0041	Farizeji pa izidejo in se posvetujejo za-nj, kako bi ga pogubili.
280c0f0055	Jezus pa zvé, in odide odtod. In za njim je šlo mnogo ljudstva, in uzdravi jih vse.
280c100025	In zapretí jim, naj ga ne razglasé,
280c11003d	Da se izpolni, kar je rečeno po preroku Izaiji, kteri pravi:
280c12008d	"Glej, hlapec moj, ki sem ga izvolil; ljubljeni moj, ki je duši mojej po volji: duh svoj bom položil na-nj, in oznanjeval bo sodbo narodom.
280c13004f	Ne bo se prepiral, ne vpil; in nikdor ne bo slišal glasú njegovega po ulicah.
280c140062	Nalomljenega trsta ne bo prelomil, in vnetega lanú ne bo pogasil, dokler ne pridobí sodbi zmage.
280c150026	In v ime njegovo bodo zaupali narodi."
280c160072	Tedaj mu pripeljejo obsedenca, kteri je bil slep in mutast. In uzdravi ga, da je slepec in mutec govoril in videl.
280c170041	In vse ljudstvo se je zavzemalo, govoreč: Ali ni ta sin Davidov?
280c180062	Slišavši pa to Farizeji, rekó: Ta ne izganja hudičev, razen z Belzebulom poglavarjem hudičev.
280c1900be	Jezus je pa vedel njih misli, in reče jim: Vsako kraljestvo, ktero se je samo zoper sebe razdvojilo, opustelo bo; in vsako mesto ali dom, kteri se je sam zoper sebe razdvojil, ne bo obstal.
280c1a0066	In če satan izganja satana, razdvojil se je sam zoper sebe: kako bo terej obstalo kraljestvo njegovo?
280c1b0070	In če jaz z Belzebulom izganjam hudiče, s čegavo pomočjo izganjajo sinovi vaši? Za to vam bodo oni sodniki.
280c1c005f	Če pa jaz s pomočjo Duha Božjega izganjam hudiče, prišlo je torej k vam kraljestvo Božje.
280c1d0083	Ali kako more kdo močnemu priti v hišo in mu pohištvo pobrati, če močnega poprej ne zveže? in tedaj bo okradel hišo njegovo.
280c1e0044	Kdor ni z menoj, proti meni je; in kdor z menoj ne zbira, razsiplje.
280c1f007a	Za to vam pravim: Vsak greh in vsaka kletvina se bo odpustila ljudém; kletvina zoper Duhá se pa ne bo odpustila ljudém.
280c20009c	In če reče kdo besedo zoper sina človečjega, odpustilo mu se bo; kdor pa reče zoper svetega Duha, ne bo mu se odpustilo, ne v tem veku ne v prihodnjem.
280c21007f	Ali vsadite dobro drevo, in sad njegov bo dober; ali vsadite slabo drevo, in sad njegov bo slab: kajti drevo se pozná po sadu.
280c220062	Gadja zalega! kako morete dobro govoriti, ko ste hudobni? kajti usta govoré od preobilnosti srca.
280c23006f	Dober človek prinaša iz dobrega zaklada srca dobro; in hudoben človek prinaša iz hudobnega zaklada hudobno.
280c240068	Pravim vam pa, da za vsako prazno besedo, kterokoli rekó ljudjé, dali bodo za njo odgovor v dan sodbe.
280c250053	Kajti s svojimi besedami se boš opravičil, in s svojimi besedami se boš obsodil.
280c260068	Tedaj mu odgovoré nekteri od pismarjev in Farizejev in rekó: Učenik! znamenje hočemo od tebe videti.
280c270086	On pa odgovorí in jim reče: Hudobni in prešestni rod išče znamenja; ali ne bo mu se dalo znamenje, razen znamenje preroka Jonata.
280c280080	Kakor je bil namreč Jona v kitovem trebuhu tri dní in tri nočí, tako bo sin človečji v srcu zemlje tri dní in tri nočí.
280c290092	Možjé Ninivljani bodo vstali na sodbo s tem rodom, in obsodili ga bodo; kajti spokorili so se po pridigi Jonata; in glej, tu je veči od Jonata.
280c2a00a3	Južna kraljica bo vstala na sodbo s tem rodom, in obsodila ga bo; kajti prišla je od kraja sveta, da sliši Solomonovo modrost; in glej, tu je veči od Solomona.
280c2b005e	Izšedši pa duh nečisti iz človeka, hodi po suhih krajih, in išče pokoja; in ne najde ga.
280c2c0072	Tedaj reče: Vrnil se bom v dom svoj, odkoder sem izšel. Ter pride, in najde praznega, očejenega in olepšanega.
280c2d00ad	Tedaj odide in vzeme s seboj sedem drugih duhov, hujih od sebe, ter vnidejo, in tu prebivajo: in poslednje bo temu človeku huje od prvega. Tako bo tudi temu hudobnemu rodu.
280c2e0075	Ko je pa še ljudstvu govoril, glej, mati njegova in bratje njegovi so stali zunaj, in radi bi bili ž njim govorili.
280c2f005e	In nekdo mu reče: Glej, mati tvoja in bratje tvoji stojé zunaj, in radi bi s teboj govorili.
280c30005d	On pa odgovorí, in reče tistemu, ki mu je povedal: Kdo je mati moja? in kdo so bratje moji?
280c310051	In stegnivši roko svojo na učence svoje, reče: Glej, mati moja in bratje moji!
280c32005f	Kajti kdorkoli izpolni voljo očeta mojega, ki je na nebesih, on je brat moj in sestra in mati.
280d01003d	Tisti dan je pa izšel Jezus iz hiše, in sedel je pri morji.
280d020067	In zbere se pri njem mnogo naroda, toliko, da stopi v ladjo in sede; in vse ljudstvo je stalo na bregu.
280d03004b	In pripoveda jim v prilikah mnogo, govoreč: Glej, izšel je sejalec sejat.
280d040059	In ko je sejal, padlo je nekaj zrnja poleg ceste; in priletele so tice in so ga pozobale.
280d050071	Drugo je pa padlo na skalnata tla, kjer ni imelo mnogo zemlje; in precej je pognalo, ker ni imelo globoke zemlje.
280d06004a	Ko je pa vzšlo solnce, ovenelo je; in ker ni imelo korenine, usahnilo je.
280d07003d	Drugo je pa padlo v trnje; in trnje je zraslo in ga udušilo.
280d08006f	Drugo je pa padlo na dobro zemljo, in dajalo je sad, nekaj po sto, nekaj pa po šestdeset, a nekaj po trideset.
280d090027	Kdor ima ušesa, da sliši, naj sliši!
280d0a0042	Pa pristopijo učenci in mu rekó: Za kaj jim v prilikah govoriš?
280d0b0069	On pa odgovorí in jim reče: Vam je dano, da spoznate skrivnosti nebeškega kraljestva, njim pa ni dano.
280d0c0061	Kajti kdor ima, dalo mu se bo, in preveč mu bo; kdor pa nima, odvzelo mu se bo tudi to, kar ima.
280d0d0075	Za to vam govorim v prilikah, ker tisti, kteri vidijo, ne vidijo, in tisti, kteri slišijo, ne slišijo, in ne umejo.
280d0e0095	In na njih se izpolnjuje prerokovanje Izaija, ktero pravi: "S sluhom boste slišali, in ne boste umeli; in z očmi boste gledali, in ne boste videli.
280d0f00ce	Kajti temu ljudstvu je srce okamenelo, in z ušesi težko slišijo, in očí svoje so zatisnili: da ne bi kedaj z očmi videli, in z ušesi slišali, in s srcem umeli in se spreobrnili, in bi jih ozdravil."
280d100043	Blagor pa vašim očém, da vidijo, in vašim ušesom, da slišijo.
280d11009b	Kajti resnično vam pravim, da so mnogi preroki in pravični želeli videti, kar vi vidite, in niso videli; in slišati, kar vi slišite, in niso slišali.
280d120022	Čujte torej vi priliko o sejalcu!
280d130093	Vsakemu, kdor besedo o kraljestvu sliši, pa je ne ume, pride hudoba, in ukrade, kar je posejano v srcu njegovem; ta je, ki je posejan poleg ceste.
280d140060	Ki je pa posejan na skalnatih tléh, ta je, kdor besedo sliši in jo precej z veseljem sprejema;
280d15007b	Ali nima korenine v sebi, nego je nestanoviten. Ko pa nastane stiska ali preganjanje za voljo besede, pohujšuje se precej.
280d160088	Ki je pa posejan v trnji, ta je, kdor besedo sliši; ali skrb tega svetá in ničemurnost bogastva uduší besedo, in brez sadú ostane.
280d1700a6	Ki je pa posejan na dobro zemljo, ta je, kdor besedo sliši in umé; kdor torej rodí sad, in donaša nekteri po sto, nekteri pa po šestdeset, a nekteri po trideset.
280d18007d	Predloží jim drugo priliko, govoreč: Nebeško kraljestvo je podobno človeku, kteri je posejal dobro seme na njivi svojej.
280d190062	Ko so pa ljudjé spali, prišel je njegov sovražnik, in posejal je kukolj po pšenici, in odšel.
280d1a0041	Ko je pa zrastla trava in je donesla sad, pokaže se tudi kukolj.
280d1b0086	Pa pridejo hišnega gospodarja hlapci in mu rekó: Gospod! nisi li dobrega semena posejal na svojej njivi? Odkod se je pa vzel kukolj?
280d1c006b	On jim pa reče: Sovražnik človek je to storil. Hlapci mu pa rekó: Hočeš li, da gremo in ga izplevemo?
280d1d004f	On pa reče: Ne! da ne bi kedaj, trgaje kukolj, izrovali ž njim vred pšenice.
280d1e00b3	Pustite, naj raste oboje skupaj do žetve; in v čas žetve porečem koscem: Poberite najprej kukolj, in povežite ga v snope, da ga sežgem; pšenico pa spravite v žitnico mojo.
280d1f008d	Predloží jim drugo priliko, govoreč: Nebeško kraljestvo je podobno gorušičnemu zrnu, ktero je človek vzel, in posejal na njivi svojej,
280d2000a0	Ktero je res najdrobneje od vseh semen: kedar pa zraste, veče je od zelišč, in postane drevo, da prileté tice nebeške in se nastanjujejo po vejah njegovih.
280d21008e	Pové jim drugo priliko: Nebeško kraljestvo je podobno kvasu, kterega je žena vzela in primesila trem mericam moke, dokler se vse ne skvasi.
