0100000009	創世記
020d12007b	神紅海の曠野の道より民を導きたまふイスラエルの子孫行伍をたててエジプトの國より出づ
020d1300db	其時モーセはヨセフの骨を携ふ是はヨセフ神かならず汝らを眷みたまふべければ汝らわが骨を此より携へ出づべしといひてイスラエルの子孫を固く誓せたればなり
020d14004e	斯てかれらスコテより進みて曠野の端なるエタム比幕張す
020d15009c	ヱホバかれらの前に往たまひ晝は雲の柱をもてかれらを導き夜は火の柱をもて彼らを照して晝夜往すすましめたまふ
020d160057	民の前に晝は雲の柱を除きたまはず夜は火の柱をのぞきたまはず
020e010039	茲にヱホバ、モーセに告ていひ給ひけるは
020e0200c9	イスラエルの子孫に言て轉回てミグドルと海の間なるピハヒロテの前にあたりてバアルゼポンの前に幕を張しめよ其にむかひて海の傍に幕を張るべし
020e03009c	パロ、イスラエルの子孫の事をかたりて彼等はその地に迷ひをりて曠野に閉こめられたるならんといふべければなり
020e0400d2	我パロの心を剛愎にすべければパロ彼等の後を追はん我パロとその凡の軍勢に由て譽を得エジプト人をして吾ヱホバなるを知しめんと彼等すなはち斯なせり
020e0500ed	茲に民の逃さりたることエジプト王に聞えければパロとその臣下等民の事につきて心を變じて言ふ我等何て斯イスラエルを去しめて我に事ざらしむるがごとき事をなしたるやと
020e060048	パロすなはちその車を備へ民を將て己にしたがはしめ
020e070063	撰抜の戰車六百兩にエジプトの諸の戰車および其の諸の軍長等を率ゐたり
020e0800b7	ヱホバ、エジプト王パロの心を剛愎にしたまひたれば彼イスラエルの子孫の後を追ふイスラエルの子孫は高らかなる手によりて出しなり
020e0900bd	エジプト人等パロの馬、車およびその騎兵と軍勢彼等の後を追てそのバアルゼポンの前なるピハヒロテの邊にて海の傍に幕を張るに追つけり
020e0a00c3	パロの近よりし時イスラエルの子孫目をあげて視しにエジプト人己の後に進み來りしかば痛く懼れたり是に於てイスラエルの子孫ヱホバに呼號り
020e0b00d2	且モーセに言けるはエジプトに墓のあらざるがために汝われらをたづさへいだして曠野に死しむるや何故に汝われらをエジプトより導き出して斯我らに爲や
020e0c00cf	我等がエジプトにて汝に告て我儕を棄おき我らをしてエジプト人に事しめよと言し言は是ならずや其は曠野にて死るよりもエジプト人に事るは善ればなり
020e0d00f9	モーセ民にいひけるは汝ら懼るるなかれ立てヱホバが今日汝等のために爲たまはんところの救を見よ汝らが今日見たるエジプト人をば汝らかさねて復これを見ること絶てなかるべきなり
020e0e004b	ヱホバ汝等のために戰ひたまはん汝等は靜りて居るべし
020e0f008a	時にヱホバ、モーセにいひたまひけるは汝なんぞ我に呼はるやイスラエルの子孫に言て進みゆかしめよ
020e10007b	汝杖を擧げ手を海の上に伸て之を分ちイスラエルの子孫をして海の中の乾ける所を往しめよ
020e1100bd	我エジプト人の心を剛愎にすべければ彼等その後にしたがひて入るべし我かくしてパロとその諸の軍勢およびそ戰車と騎兵に囚て榮譽を得ん
020e120075	我がパロとその戰車と騎兵とによりて榮譽をえん時エジプト人は我のヱホバなるを知ん
020e13008d	爰にイスラエルの陣營の前に行る神の使者移りてその後に行けり即ち雲の柱その前面をはなれて後に立ち
020e1400d2	エジプト人の陣營とイスラエル人の陣營の間に至りけるが彼がためには雲となり暗となり是がためには夜を照せり是をもて彼と是と夜の中に相近づかざりき
020e150093	モーセ手を海の上に伸ければヱホバ終夜強き東風をもて海を退かしめ海を陸地となしたまひて水遂に分れたり
020e160063	イスラエルの子孫海の中の乾ける所を行くに水は彼等の右左に墻となれり
020e17005d	エジプト人等パロの馬車、騎兵みなその後にしたがひて海の中に入る
020e180072	暁にヱホバ火と雲との柱の中よりエジプト人の軍勢を望みエジプト人の軍勢を惱まし
020e1900c6	其車の輪を脱して行に重くならしめたまひければエジプト人言ふ我儕イスラエルを離れて逃ん其はヱホバかれらのためにエジプト人と戰へばなりと
020e1a009c	時にヱホバ、モーセに言たまひける汝の手を海の上に伸て水をエジプト人とその戰車と騎兵の上に流れ反らしめよと
020e1b00d5	モーセすなはち手を海の上に伸けるに夜明におよびて海本の勢力にかへりたればエジプト人之に逆ひて逃たりしがヱホバ、エジプト人を海の中に擲ちたまへり
020e1c00a8	即ち水流反りて戰車と騎兵を覆ひイスラエルの後にしたがひて海にいりしパロの軍勢を悉く覆へり一人も遺れる者あらざりき
020e1d006c	然どイスラエルの子孫は海の中の乾ける所を歩みしが水はその右左に墻となれり
020e1e0096	斯ヱホバこの日イスラエルをエジプト人の手より救ひたまへりイスラエルはエジプト人が海邊に死をるを見たり
020e1f00a8	イスラエルまたヱホバがエジプト人に爲たまひし大なる事を見たり是に於て民ヱホバを畏れヱホバとその僕モーセを信じたり
020f0100d5	是に於てモーセおよびイスラエルの子孫この歌をヱホバに謡ふ云く我ヱホバを歌ひ頌ん彼は高らかに高くいますなり彼は馬とその乗者を海になげうちたまへり
020f0200a5	わが力わが歌はヱホバなり彼はわが救拯となりたまへり彼はわが神なり我これを頌美ん彼はわが父の神なり我これを崇めん
020f030033	ヱホバは軍人にして其名はヱホバなり
020f04006f	彼パロの戰車とその軍勢を海に投すてたまふパロの勝れたる軍長等は紅海に沈めり
020f050045	大水かれらを掩ひて彼等石のごとくに淵の底に下る
020f060069	ヱホバよ汝の右の手は力をもて榮光をあらはすヱホバよ汝の右の手は敵を碎く
020f07008a	汝の大なる榮光をもて汝は汝にたち逆ふ者を滅したまふ汝怒を發すれば彼等は藁のごとくに焚つくさる
020f08006c	汝の鼻の息によりて水積かさなり浪堅く立て岸のごとくに成り大水海の中に凝る
020f090090	敵は言ふ我追て追つき掠取物を分たん我かれらに因てわが心を飽しめん我劍を抜んわが手かれらを亡さんと
020f0a0063	汝氣を吹たまへば海かれらを覆ひて彼等は猛烈き水に鉛のごとくに沈めり
020f0b0099	ヱホバよ神の中に誰か汝に如ものあらん誰か汝のごとく聖して榮あり讃べくして威ありて奇事を行なふ者あらんや
020f0c0039	汝その右の手を伸たまへば地かれらを呑む
020f0d006c	汝はその贖ひし民を恩惠をもて導き汝の力をもて彼等を汝の聖き居所に引たまふ
020f0e003f	國々の民聞て慄へペリシテに住む者畏懼を懐く
020f0f005a	エドムの君等駭きモアブの剛者戰慄くカナンに住る者みな消うせん
020f1000cc	畏懼と戰慄かれらに及ぶ汝の腕の大なるがために彼らは石のごとくに默然たりヱホバよ汝の民の通り過るまで汝の買たまひし民の通り過るまで然るべし
020f1100c0	汝民を導きてこれを汝の產業の山に植たまはんヱホバよ是すなはち汝の居所とせんとて汝の設けたまひし者なり主よ是汝の手の建たる聖所なり
020f12002a	ヱホバは世々限なく王たるべし
020f1300cc	斯パロの馬その車および騎兵とともに海にいりしにヱホバ海の水を彼等の上に流れ還らしめたまひしがイスラエルの子孫は海の中にありて旱地を通れり
020f140081	時にアロンの姉なる預言者ミリアム鼗を手にとるに婦等みな彼にしたがひて出で鼗をとり且踊る
020f1500ab	ミリアムすなはち彼等に和へて言ふ汝等ヱホバを歌ひ頌よ彼は高らかに高くいますなり彼は馬とその乗者を海に擲ちたまへりと
020f160084	斯てモーセ紅海よりイスラエルを導きてシユルの曠野にいり曠野に三日歩みたりしが水を得ざりき
020f17007d	彼ら遂にメラにいたりしがメラの水苦くして飮ことを得ざりき是をもて其名はメラ(苦)と呼る
020f180051	是に於て民モーセにむかひて呟き我儕何を飮んかと言ければ
020f1900f9	モーセ、ヱホバに呼はりしにヱホバこれに一本の木を示したまひたれば即ちこれを水に投いれしに水甘くなれり彼處にてヱホバ民のために法度と法律をたてたまひ彼處にてこれを試みて
