2800000005	Matai
2a0e0d0062	Chi ghurun ijiekude nanxin kunla, canfei, dogholon, sugho, enelani xinla, ingiese chade fuqi wine.
2a0e0e0053	Hhela chini khareizhi xinla danema, gou kunla fuho giekude Huda chade gouni ogine."
2a0e0f006d	Hhantu sousan kun dunda nie kun enei chenliedene Ersade kieliewo, "Hudai gojiade xi ijiesan kunde fuqi wine."
2a0e100048	Ersa hhende kieliewo, "Nie kun fugiede xi beilazhi zhochen olon xinlawo.
2a0e110066	Xi souku shihoude hojine peizhi xinlasan kunlai urughale echiwo, 'Irendu, man zhunbei gie goudaghawo.'
2a0e12006f	Kunla nienieji man tui qiiwo. Tou 1 gie kun kieliewo, 'Bi nie ghazha agizho. Uzhele echine. Ire dane. Bu hoku.'
2a0e130044	Da nie kun kieliewo, 'Bi 5 dui fughe agiwo. Shiile echine. Bu hoku.'
2a0e14003c	Pse nie kun kieliewo, 'Bi bierei agiwo, ingiese echi dane.'"
2a0e1500cb	"Hhe hoji kharei iredene ezhandene ene shiqinni man kieliewo. Ezhan hokuzhi hojidene kieliewo, 'Ghujighan echidene chenshini fugie geidou, ga geidoudedu nanxin kun, canfei, sugho, dogholonlai urude ire.'
2a0e160053	Hoji ezhandene kieliewo, 'Chi kieliesanlai man banji goudaghawo, da kun oron wine.'
2a0e17007e	Hojidene kieliewo, 'Chi echidene dalu mo jieredu, ga mo jierededu kunlai ninkounin uruzhi iredene mini oronni souzhi durugha.'
2a0e180050	Bi tande kielieye. Touchan xinlasan dunda mini ghurunse ijiechen kun nieda uwo."
2a0e190046	Tebieji olon kun Ersare hhantu yozho. Hhe ochiradene hhelade kieliewo,
2a0e1a008e	"Kun mini enende irese goyane ada, ana, bierei, kesila, eghechijiu, gaijiulasene, pse goya aminsene made olon ulie orese mini tuji danla dane.
2a0e1b0046	Kien goya shizijiane beiliezhi mii ulie daghase mini tuji danla dane."
2a0e1c004f	"Ta kien lou giekude giezhi gholughanu gholugha dane giezhi baerni ulie sananu?
2a0e1d003b	Kunpa ta jichune jiedene pse giedase kunla uzhezhi xiniene,
2a0e1e0030	'Ene nie kun loune giedene giezhi khigha dawo.'"
2a0e1f009f	"Pse nie honshan hhe nie gojiani honshanghala eghindune giese xien soudene kun giedughon bikuni ulie sananu? Bi 10000 kunghala kunlai 20000 kunni eghi shidanu?
2a0e200055	Eghi dase hhela gholo bikude kun nie peisenu matugiezhi heqishighakui shanlian giene.
2a0e210036	Kienliuzhe shihenine ulie jiese mini tuji danla dane."
2a0e22003b	"Dansunshi gouni wo. Widaoni widase pse matugie koudaghane?
2a0e230073	Widao widasan dansunni ghazha, hhaghade teise yama zoin uwo. Zinie ghadane bendane. Chighin bitu kunla chenliendu!"
2a0f01004f	Shui shanjisan kun, zuirenla Ersani shida echizhi jianjisanyi chenliene giezho.
2a0f02006b	Falisai kun, jinwun hanjiala nieniedene Ersani sugienduzhi ene kun zuirenlare hhantu souzhi ijiezho giezho.
2a0f030026	Ingiese Ersa hhelade bilazhi kieliewo.
2a0f04007a	"Tai dunda kien 100 gie ghoni dunda nie ghoni yo widase 99 gie ghonine banchede jiedene widasan ghonii ereizhi ulie olunu?
2a0f050041	Ereizhi oludene bayasuzhi dalou jierene danladene giedene echiwo.
2a0f060059	Zhanlien, giebeiladene widasan ghoni ereizhi oluwo. Matan hhantu hunnerei daghaye giezho.
2a0f070097	Bi tande kielieye, nie zuiren geizhen giese asiman jiereye hhende oluzhi bayasune. Hhe geizhen gieku biyo wichen 99 gie gou kunlase pse olon bayasune."
2a0f080072	"Pse nie bierei hharan miengusene nieni wida khighase zhulane jienjidene gieni xianxide shuzhi ereizhi ulie olunu?
2a0f090055	Ereizhi oluse zhanlienlane giebeilane uruzhi matan hhantu nie hunnerei daghaye giene.
2a0f0a005e	Bi tande kielieye, nie zuiren geizhen giese Hudai qienxienla hhende oluzhi ingiezhi bayasune."
2a0f0b002c	Ersa pse kieliewo, "Nie kunde ghua kewon wo.
2a0f0c008a	Ga kewonni adadene kieliewo, 'Ada, chi jiachanse made kuruku nexianni ghughazhi ogi.' Ingiese adani goya jiachanne ghualade ghugha ogiwo."
2a0f0d0074	"Giedudu beidene ga kewonni dunxilane agidene niman gojiade echiwo. Ingiedene dunxi baerlane man hu zharu widaghawo.
2a0f0e0047	Man huai widaghasenu hhe oronde honnien penjise nanxinshizhi oliesuzho.
2a0f0f0041	Ingie hhe oronni nie kunde kouizhi ghazhade khighei qiezheghazho.
2a0f100048	Hende oliesuse khighei ijieku noshui ijiene gieliuzhe kiema ulie ogine."
2a0f110083	"Hhe minbairedene kieliewo, 'Adaimi kha doura qimegheni wiliechi wo. Hhelade ijieku taranye olon no wo. Bi enende oliesuzhi fugune.
2a0f120057	Bosidene adane hhende echine. Ingie "Ada, bi Hudai melie, chii melie giesan ese oluzho.
2a0f130059	Enedu khuinase bi chade kewon danla dane. Mini nie wiliechi danlagha." giezhi kielieye.'"
2a0f14006f	"Ingiedene bosizhe adane hhende echiwo. Adani gholose chanladene zhugheni zholierese holu echi qioru agi orewo.
2a0f150079	Kewonni adadene kieliewo, 'Ada, bi Hudai melie, chii melie giesan ese oluzho. Enedu khuinase bi chade kewon danla dane.'"
2a0f160069	"Adani hojidene kieliewo, 'Ghujighan gou jienni agizhe musigha. Kha jiereni geizhi zhogha. Mahei musigha.
2a0f170054	Hhe taghun fughe tughuchai lai khizhe zharu. Matan ochizhi ijiezhi hunnerei daghaye.
2a0f18005f	Mini fugusan kewon aminne oluwo, widasan kewon kharei irewo!' Ingiese hhela hunnerei daghazho."
2a0f19005f	"Ingiekude fugie kewonni ghazha jierese gie shida irekude doulazhi jiulisan shenqilai sonosuwo.
2a0f1a0037	Ingie nie hojii uru ire, 'Yan shiqin wo?' giezhi asawo.
2a0f1b0076	Hoji kieliewo, 'Jiuchii giede irewo. Hhe pinnan khareizhi irese adachii bayasuzhi taghun fughe tughuchai zharughawo.'"
2a0f1c004b	"Fugie kewonni hokuzhi ese orose adani khizhe kewondene sughazhi kieliezho.
2a0f1d00aa	Hhe adadene kieliezho, 'Bi hoji mutun chini imegheicha ushilazhi kielienyichii ese chenliezhi ese daowo. Chi made ga iman ese ogizhi zhanlienlare hunnerei ese daghaghawo.
2a0f1e0065	Chii ene kewon biozilare hhantu jiachanchii ijie widaghadene irese hhende taghun tughuchai zharune!'"
2a0f1f0053	"Adani kieliewo, 'Kewon, chi mare hhantu chan souzho. Minughunshi man chinughun wo.
2a0f200068	Jiuchini fugudene aminne oluwo, widadene khareizhi irewo. Matan indan bayasuzhi hunnerei daghakuni wo.'"
2a10010059	Ersa tujiladene kieliewo, "Nie bayan kunni gonjiai kunla baerni hu huaizho giezhi zhazho.
2a1002008b	Ezhanni hhei uruzhi iredene kieliewo, 'Mii chighinde iresanshi yan shiqin wo? Chi zhanlai made nie jiui. Chii gonjia pse ulie danlaghane.'"
2a10030084	"Hhe gonjia zhughedene kieliezho, 'Mii gonjia ulie danlaghase bi jianlai yan giene? Ghazha waise lilian uwo, ghuile echise shizhene.
2a10040056	Bi matui giekui mejiewo. Ingiezhi giese bi gonjia danla dakude kunla mini jienliene.'"
2a10050073	"Ingiedene hhe ezhande baer chaisan kunlai nienieji uru irewo. Touchankude asawo, 'Chi ezhandemi giedughon chaine?'
2a10060059	'100 gie tunzi tosun chaine.' 'Chi zhanne agizhedene ghujighan souzhi 50 gie tunzi huai.'
2a10070076	Da nie kunde asazho, 'Chi giedughon chaine?' '100 gie deizi boudei chaine.' 'Chi zhanne agizhedene 80 gie deizi huai.'
2a1008006f	Ezhanni gou witu gonjiai jienzhaini kuaiwo. Ene duyani kunla goyadene shiqin banjise gonni kunlase jienzha wo."
2a10090071	"Bi tande kielieye, duyai baerghala goyadene oluzhi zhanlien tani. Ingiese baer widakude qientande tai jienliene.
2a100a0079	Ta ga shiqinde zhunshi ulie giese fugie shiqindeye zhunshi ulie giene. Ga shiqinde undan wise fugie shiqindeye undan uwo.
2a100b0055	Ta duyani baerni zhunshi ulie giese tande kien asiman jieredu zhen baerni gonjighane?
2a100c0042	Ta kunlai dunxilai zhunshi ulie giese tande kien dunxilane ogine?"
2a100d00a2	"Alinie hojiliuzhe ghua ezhanni shunji dane. Ene niede henjise hhe niede orene. Ene niede gundushi hhe niede gongien wo. Ta Huda baer ghualai hhantu shunji dane."
2a100e0045	Falisai kun jin baerrezhe, ene kielienyi sonosudene uzhezhi xiniezho.
2a100f0095	Ersa hhelade kieliewo, "Ta kunyi melie gou kun danlazho. Tai zhughede yan sumulasanyi Huda mejiene. Kunlai melie kuaisanshi Hudai melie henjikuni wo.
2a10100094	Musani guijin, xienzhishu Yaheiyase jieshu oluwo. Enense khuinashi Hudai gojiai gouxioxii chonji keiwo, kunla man xiacha giezhi hhende orone giezho.
2a1011004e	Ingieliuzhe asiman zemin widaliuzhe guijin jieredu nie jienjienda ulie widane.
2a1012006c	Kien biereighalane lihun giedene pse agise piofen giezho. Lihun giesan biereini agisan kunye piofen giezho."
2a10130046	"Nie bayan kun zishei gou jien musizhi niudunie gofende xianfu giezho.
2a1014005c	Nie Lasalu giesan ghuichenyi hunshende man yara wo. Chan bayan kunyi wijien konde soughazho.
2a1015008c	Sumulase bayan kunyi shire jierese ijiezhi feiliesan ginan zhazha anda bou irese ijiezhi chudune giezho. Lien noghei irezhi yaraini doluzho.
2a1016007b	Khuinashi ghuichen duya ijiewo. Qienxienla qienliedene Iburaheimui shida echighawo. Hhe bayan kun ye duya ijiedene bulawo."
2a1017006d	"Bayan kun dozoheide lolien giezho. Qiorunne qila gholose marazhi Iburaheimui chanlawo. Lasalu hhei shida wo.
2a101800be	Waradazhi kieliewo, 'Iburaheimu mii xienren, made ubali nie xii! Lasalui dafalazhi kha ghurundene usu nie zhanjidene kielienyimi nie liandagha gie. Bi khan dunda siderazhi tendun shouizho!'"
2a10190089	"Iburaheimu kieliewo, 'Kewon, chi melieshida xianfu giesanne nie sumula. Lasalu lolien giezho. Ede Lasalude futanshiwo, chi lolien giene.
2a101a007f	Pse nieshi matanyi dunda ghon geizho. Bi chii hhende daorene giese daore dane. Chi mii enende daorene gieliuzheye daore dane.'"
2a101b0060	"Bayan kun kieliewo, 'Mii xienren, qinse bi chii xiahua gieye. Lasalui mii giede peizhi echigha.
2a101c0061	Made tawun gaijiu wo. Hhe echidene nie jingao gie gie. Pse hhela ene oronde lolien giele irene.'"
2a101d004c	"Iburaheimu kieliewo, 'Hhelade Musai shu, xienzhilai shu wine. Chenlie gie.'
2a101e006a	Hhe kieliewo, 'Ulie olune, mii xienren Iburaheimu, fugusan kun aminne oludene echise hhela geizhen giene.'
2a101f006c	Iburaheimu kieliewo, 'Musai shu, xienzhilai shui ulie chenliese fugusan kun aminne oluseye ulie chenliene.'"
2a11010067	Ersa tujiladene kieliewo, "Zui fanjiku shiqin chan winema, kunlai zui fanjighasan hhe kunde gou widawo!
2a11020067	Enezighan ga kun dundadu niei zui fanjighase ghuzhundeni qiemanshai banladene haide boughase da gou wo.
2a1103004c	Ta xioxin giendu, gaijiutai chii hokughase kheila. Hhe geizhen giese roulie.
2a11040061	Nie kun niudude doleifa zui fanjidene doleifa khareizhi 'Bi ese oluzho.' giezhi kieliese roulie."
2a1105003d	Shitula Ezhande kieliewo, "Bijiende xianxin giekui olodogha."
2a11060097	Ezhan kieliewo, "Tande caizi fure chigei xianxin gieku bise ta ene sunshu mutunde chi genzilada khizhe haide echi osi gieseye kielienyichii chenliene."
2a11070073	"Tai dunda kienyi hoji ghazha qighalazhi irenu, ghoni adulazhi irese 'Chi ghujighan soudene ijie.' giezhi kielienu?
2a11080075	Kenjin ulie kieliene. Khareidene 'Chi made budan giezhi mii ushilazhi ijieghadene chi ochizhi ijie.' giezhi kieliene.
2a11090053	Hoji ezhan kieliesan mutun giese ezhan mafan giezho giezhi kielienu? Ulie kieliene.
2a110a0096	Taye niekielien wo. Ta ezhan kieliesan mutun giezhi baraghadene ingiezhi kieliene, 'Bijienshi yama gie daku hoji wo. Eneshi bijien indan giekuni wo.'"
2a110b0044	ErsaYelusalende echikude Samaliya, Jialilini dundadu oronde echizho.
2a110c003d	Nie aghinde orone giese hharan pifugientu gholode ire beidene
2a110d0037	fugiede waradazho, "Ezhan Ersa bijiende ubali nie xii!"
2a110e0060	Ersa chanladene kieliewo, "Ta buwalade goya beyene uzheghale echi." Hhela echikude ijin goudawo.
2a110f0054	Hhelai dundase nie kun goyane goudasanyi mejiedene kharei ire Hudai fugiede kuaizho.
2a1110004b	Ersai kon konde xiutulie papaladene mafan kieliewo. Eneshi Samaliya kun wo.
2a11110044	Ersa kieliewo, "Ta goudasanshi hharolie wola? Da yesun kun khala wo?
2a11120038	Ene niman kunse chugo pse nieda Hudai kuaile ese irewu?"
2a11130051	Ingie hhe kunde kieliewo, "Chi bosizhedene echi. Chii xianxin gieku chii jiuiwo."
2a11140079	Niudude Falisai kunla Ersade asazho, "Hudai gojia yan shihoude irene?" Ersa kieliewo, "Hudai gojia irese chanlakui pusho.
2a1115005e	Kunla uzhe, Hudai gojia enende wo, hhende wo giezhi ulie kieliene. Hudai gojia tani dunda wo."
2a1116005a	Pse tujiladene kieliewo, "Ta Kunnikewonni niudui uzhene gieku shihou kuzhenema, uzhe dane.
2a11170063	Kunla 'Uzhe, kunnikewon enende wo.' 'Uzhe, hhende wo.' giezhi kieliese ta bu echi. Hhelai bu dagha.
2a11180059	Shanjien asiman enemiense khizhezhi hhemiende zhouiku mutun Kunnikewonni ududeye ingiene.
2a1119004d	Kunnikewon irese ijinyo xien shouku giezhi ene idai kunla hhei fandui giene."
2a111a0041	"Nuhhani xienzide matugiezhoshi Kunnikewonyi xienzideye qingiene.
2a111b0088	Hhe shihoudedu kunla ijiezho, ochizho, bierei agizho, dafalazhi izhi Nuhha chon sudoro oroku hhe udude hunshui iredene man yenji alawo."
2a111c007f	"Kunnikewonni udu Luteii hhe shihoudedu niekielien wo. Hhe kunla ijiezho, ochizho, agizho, huizho, ghazha tareizho, gie giezho.
2a111d0057	LuteiSodomase yolaku hhe niudude khan funi asiman jierese bouredene man sidera widawo."
2a111e0025	"Kunnikewon xienjiku ududeye ingiene.
2a111f006d	Hhe udude gie jieredu kunla giederase dunxilai agile bu bouzhe. Ghazha jieredulaye giedene khareizhi bu echi.
2a1120002d	Ta Luteii bierei matui gholusanni nie sumula.
2a11210048	Kien aminne baohu giene giese aminne widaghane. Aminne widaghase jiuine.
2a1122005b	Bi tande kielieye, hhe nie xii ghuala nie chon jiere kijiese niei uduru echine, niei jiene.
2a11230039	Ghua bierei qieman sidase niei uduru echine, niei jiene."
2a11250075	Hhela asawo, "Ezhan, imutu shiqin khala fashen giene?" Ersa hhelade kieliewo, "Fugusan dunxi khalashi inye khala wo."
2a12010055	Ersa tujiladene izhi ulie beidene onxian giezhi zhughe ulie widakui bilazhi kieliewo.
2a12020042	"Nie chenshide nie noyen Hudase ulie ayine, kunlaiye ulie zunjine.
2a12030077	Hhe chenshide nie guafu wo. Ibeizi noyenyi hhende echizhi kieliezho, 'Made nie duitou wo. Chi made gundande chuli gie.'
2a12040072	Ene noyen izhi ese gonjizho. Oloncha oludene sudorone sumulazho, 'Bi Hudase ulie ayine, bexinlaiye ulie zunjinema,
2a1205004e	ene bierei ibeizi mii souine. Enei bi goudaghaye pse mini jindaghazhi alane.'"
2a1206003b	Ezhan kieliewo, "Ene gou witu noyen kieliesanyi ta chenlie.
2a12070066	Huda sunghuzhi irezhi xieni udu hhei waradasan kunlade Huda gundanni ulie ogidene udazhi banman gienu?
2a12080090	Bi tande kielieye, Huda hhelade ghujighan gundanni ogine. Ingieliuzhe Kunnikewon irekude duyade goude xianxin giechen kun giedun ereizhi olune?"
2a12090051	Goyaneshi gou kun wo giezhi kunlai meilade uzhesan kunlade Ersa bilazhi kieliewo.
2a120a0046	"Nie Falisai kun shui shanjisan kunghala huitande onxian giele echiwo.
2a120b00c6	Falisai kun niezheghan beidene onxian giezho, 'Huda, bi chade mafan kielieye. Bi kunlai buxian wo. Ese qianlazho, gou wini ese giezho, piofen ese giezho. Ene shui shanjisan kunyiye genben buxian wo.
2a120c004f	Bi nie xinqide lianhui orozo bareizho. Shourusene 10 fenzhi 1 ni chade ogizho.'
2a120d0084	Shui shanjisan kun gholode beidene asimanyi ayizhi uzhe da echanne chuidazhi kieliezho, 'Huda, bishi zuiren wo. Made ubali nie xii!'
2a120e00a2	Bi tande kielieye, giedene echikude Huda gounide sanasanshi hhe kun pusho, ene kun wo. Kien goyane undudaghase boghonidaghane. Goyane boghonidaghase undudaghane."
2a120f005e	Kunla jiujiulane qioruzhi Ersai melie ire maqighane giezho. Tujila chanladene hhelai sugiezho.
2a12100072	Ersa hhelai uruzhi ire tujilade kieliewo, "Kesilai bu dui, mii shida ire gie. Hudai gojiashi imutu kunlanughun wo.
2a12110059	Bi tande shuhua kielieye, kien kewosi mutun Hudai gojiai ulie jienliese hhende oro dane."
2a1212004f	Nie noyen Ersade asawo, "Gou loushi, bi matui giese chanqiku aminni jienliene?"
2a1213004f	Ersa hhende kieliewo, "Chi mii yangiezhi gou wo giezho? Hudase chugo gouni uwo.
2a12140067	Minlinyi chi mejiene, Piofen bu gie, kun bu ala, bu ghula, jia ganzhen bu bei, ada anane zunji giezho."
2a12150033	Hhe kieliewo, "Enelai bi ga xienzise man zunjizho."
2a121600a0	Ersa chenliedene kieliewo, "Chade da nie chaizho. Chi bisanlane man huizhi nanxin kunlade ogi. Ingiese chii boubei asiman jiere wo. Ingiedene irezhi mii dagha."
2a1217004b	Hheshi nie fugie bayan kun wo. Ene kielienyi chenliedene hende yuchourazho.
2a1218004a	Ersa hhei uzhedene kieliewo, "Baertu kun Hudai gojiade oroku chijia no wo.
2a12190046	Loto zhun boghose daoku bayan kun Hudai gojiade orokuse da sunfan wo."
2a121a0039	Chenliesan kunla kieliewo, "Ingiese kienyi jiui shidane?"
2a121b002a	Ersa kieliewo, "Kun gie dakui Huda giene."
2a121c0045	Beduru kieliewo, "Uzhe, bijien goyanughunne bendadene chii daghazho."
2a121d0072	Ersa kieliewo, "Bi tande shuhua kielieye, kun Hudai gojiade oluzhi gie, bierei, gaijiu, ada, ana, kesilane bendase
2a121e0039	ene duyade pse olon ogine, houshide chanqiku amin ogine."
2a121f009c	Ersa 12 gie tujii uruzhi ire hhelade kieliewo, "Uzhe, matan Yelusalende khireine. Xienzhila Jinwun jiere huaisan mutun Kunnikewonyi shiqinyi man gholughane.
2a1220004e	Hhela hhei niman kunlade jiuise kunla xilun, shizheghane, ungie jiere nunpune.
2a1221003e	Mabienzighala eghine, da alane. Ingie ghurudude aminne olune."
2a12220057	Ene shiqinyi tujila dunjire dawo. Isii niuighazho, hhela hhe kieliesan isii mejie dawo.
2a12230040	ErsaYeligede chadashikude nie sugho mo bienzide soudene ghuizho.
2a12240048	Olon kun yozhi daokude sugho sonosudene, "Yan shiqin wo?" giezhi asazho.
2a12250036	Hhela sughode kieliewo, "Nasale kun Ersa yozhi daowo."
2a1226003b	Deigo waradawo, "Dawudeni houdei Ersa, made ubali nie xii!"
2a12270082	Melie yosan kunla shenqi bu khizhe giezhi jiebalase hhe genjia fugiede waradazhi kieliezho, "Dawudeni houdei, made ubali nie xii!"
2a12280049	Ersa beidene hhei urudei ire giezhi kieliewo. Hhe dao irese hhende asawo,
2a12290042	"Bi chade yan giene?" Hhe kieliewo, "Ezhan, bi chanlaku duran wo!"
2a122a003c	Ersa kieliewo, "Chi chanla. Chii xianxin gieku chii jiuiwo."
2a122b0058	Sugho deigo chanladene Hudai kuaizhi Ersai daghawo. Kunla enei uzhedene Hudade doulazho.
2a13010022	ErsaYeligede orodene yozhi daokude
2a13020056	nie kunyi niereini Sagai giene. Shui shanjisan kun dunda qienli fugie wo, bayan no wo.
2a13030053	Hhe Ersashi matunie kun bikui uzhene giezhoma, kun olon, beyeni gajishi uzhe dazho.
2a1304005e	Ingie holu melieshidadene nie mutun jiere khirei Ersai uzhene giezho. Ersa hhense yozhi daone.
2a1305006e	Ersa mutun konde echidene qiorunne qila kieliewo, "Sagai, ghujighan bouzhe. Enedu bi chii giede ijinyo soune."
2a13060038	Hhe jindazhi bouzhedene hende bayasuzhi Ersai jienliewo.
2a1307004b	Uzhesan kunla ene matugie zuirenyi giede souwo giezhi nieniedene kieliezho.
2a13080085	Sagai beidene Ezhande kieliewo, "Bi giei jiachansene olienyi nanxin kunlade ogiye. Pse bi kienyi piendazhoshi 1 peide 4 pei honjiye."
2a13090060	Ersa kieliewo, "Enedu jiuiku nenjien ene nie giede kuzhewo. Ene kunshiye Iburaheimuni houdei wo.
2a130a0030	Kunnikewon widasan kunlai ereizhi jiuile irewo."
2a130b0083	Kunla zhen chenliekude ErsaYelusalense chadashiwo. Kunla sumulazhi Hudai gojia ede kuzhewo giezho. Ingie Ersa nie bilazhi kieliewo.
2a130c0052	"Nie fugie noyen gholose nie gojiani honshan danlaku qienli keredene irene giezho.
2a130d0063	Echikude hharan hojii uru ire hhelade hharan antan ogidene kieliewo, 'Bi iretula ta meimei giendu.'
2a130e008d	Hhei gojiani kunla ene noyenyi henjizhi daibioni khuina dafalazhi echigha 'Ene kunyi matande honshan danlaghaku duran uwo.' giezhi kieliewo."
2a130f0069	"Hhe noyen qienli kerezhi iredene baer ogisan hojilai uruzhi ire baer giedughon zhenjisei mejiene giezho.
2a13100048	Ji 1 gie hojini kieliewo, 'Ezhan, bi nie antan jierese 10 pei zhenjiwo.'
2a13110089	Noyen hhende kieliewo, 'Giesan gou wo. Chishi gou hoji wo. Chi ga shiqinde shixinji giezho, ingiese bi chade hharan chenshi gonjighaye.'"
2a13120046	"Da nie hojini kieliewo, 'Ezhan, bi nie antan jierese 5 pei zhenjiwo.'
2a13130041	Noyen ene niedeye kieliewo, 'Bi chade tawun chenshi gonjighaye.'"
2a13140058	"Pse nie hojini kieliewo, 'Ezhan, uzhe. Bi chii ene nie antanyi shoujinde boui ghurazho.
2a13150059	Chi lihaishi bi chase ayizho. Chi ese jiesan oronse agine, ese tareisan oronse ghurane.'"
2a131600aa	"Noyen hhende kieliewo, 'Chi ene doghun hoji! Bi chii kielienghala chii kheilane. Bi ese jiesan oronse agizhi ese tareisan oronse ghurachen lihaitu kun bikui chi mejienu?
2a13170052	Qinse mini baerni yale inhande ese teiwo? Bi irekude benqien lixiji agi khizhene.'
2a13180068	Ingie hhe shida beisan kunlade kieliewo, 'Ene kunse nie antanni agi echidene hharan antantu kunde ogi.'"
