0100000007	Genèse
02260a006f	au moyen de vingt colonnes fixées sur vingt soubassements d'airain et munies de clous et de tringles d'argent;
02260b009d	de même au côté du nord cent coudées de toiles avec leurs vingt colonnes et leurs vingt soubassements d'airain et leurs clous et leurs tringles d'argent;
02260c0093	et au côté de l'occident cinquante coudées de toiles avec leurs dix colonnes et leurs dix soubassements, leurs clous et leurs tringles d'argent;
02260d0038	et au côté oriental, au levant, de cinquante coudées,
02260e005c	quinze coudées de toiles d'une part avec leurs trois colonnes et leurs trois soubassements,
02260f0088	et d'autre part des deux côtés de la porte du Parvis quinze coudées de toiles avec leurs trois colonnes et leurs trois soubassements,
022610003d	toutes les toiles de pourtour du Parvis étant de lin retors,
02261100b5	et les soubassements des colonnes, d'airain, leurs clous et leurs tringles, d'argent, leurs têtes plaquées d'argent, les tringles de toutes les colonnes du Parvis étant d'argent;
02261200e3	il fit aussi le Rideau à la porte du Parvis en ouvrage de brocart d'azur, de pourpre, de vermillon et de lin retors, de vingt coudées en longueur, de cinq coudées en hauteur et largeur, exactement comme les toiles du Parvis;
022613008a	et ses quatre colonnes et leurs quatre soubassements d'airain, leurs clous d'argent, et leurs têtes et leurs tringles plaquées d'argent;
0226140052	tous les piliers formant l'enceinte de la Résidence et du Parvis étant d'airain.
02261500a8	Suivent les comptes de la Résidence, Résidence du Témoignage, rendus sur l'ordre de Moïse par les soins des Lévites, par l'organe d'Ithamar, fils du Prêtre Aaron.
0226160079	Car Betsaléel, fils de Ouri, fils de Hur, de la tribu de Juda, exécuta tout ce que l'Éternel avait prescrit à Moïse,
022617008f	et avec lui Oholiab, fils de Ahisamach, de la tribu de Dan, ouvrier en fer et en bois et en brocart d'azur, de pourpre, de vermillon et de lin.
02261800b7	Tout l'or mis en œuvre en tout genre de travail pour le Sanctuaire était l'or provenant des offrandes, savoir vingt-neuf talents et sept cent trente sicles, en sicles du Sanctuaire.
022619009b	Et l'argent de ceux de l'assemblée qui avaient passé à la revue, fut de cent talents et mille sept cent soixante-quinze sicles, en sicles du Sanctuaire,
02261a00cf	à raison de demi-sicle par tête, la moitié d'un sicle, en sicles du Sanctuaire, par chacun des hommes de vingt ans et au-dessus passant à la revue, dont il y eut six cent trois mille cinq cent cinquante.
02261b00b6	Et cent talents d'argent furent employés à couler les soubassements du Sanctuaire, et les soubassements du Rideau, cent talents pour cent soubassements, un talent par soubassement.
02261c0082	Et avec les mille sept cent soixante-quinze [sicles] il fit les clous des colonnes dont il plaqua les têtes, et fit les tringles.
02261d0058	Et l'airain des offrandes fut de soixante-dix talents et deux mille quatre cents sicles.
02261e00a3	Il l'employa aux soubassements de la porte de la Tente du Rendez-vous, à l'Autel d'airain, au réseau d'airain qui y était, et à tous les ustensiles de l'Autel,
02261f00b8	et aux soubassements du Parvis dans son pourtour, et aux soubassements de la porte du Parvis et à tous les piliers de la Résidence et à tous les piliers du Parvis dans son pourtour.
02270100cb	Et avec l'azur et le pourpre et le vermillon ils firent les Costumes d'office pour servir dans le Sanctuaire, et ils firent les vêtements sacrés pour Aaron, comme l'Éternel l'avait ordonné à Moïse.
022702004c	Et il fit l'Ephod d'or, d'azur, de pourpre et de vermillon et de lin retors.
022703009a	Et ils laminèrent les plaques d'or, et taillèrent des fils pour les entrelacer dans l'azur et le pourpre et le vermillon et le lin en ouvrage de tricot.
022704006f	Ils le composèrent de deux pièces portant sur les épaules et assemblées, assemblées aux deux extrémités,
02270500ac	et sa ceinture qui y est appliquée et en sort, fut du même travail, d'or, d'azur, de pourpre et de vermillon et de lin retors comme l'Éternel l'avait ordonné à Moïse.
0227060085	Et ils firent les pierres d'onyx enchâssées dans des chatons d'or portant gravés en gravure de sceaux les noms des fils d'Israël.
0227070094	Et il les plaça sur les épaulettes de l'Ephod, comme pierres commémoratives pour les fils d'Israël, comme l'Éternel l'avait ordonné à Moïse.
0227080083	Et il fit le Pectoral en ouvrage de tricot, comme le travail de l'Ephod, d'or, d'azur, de pourpre et de vermillon et de lin retors.
0227090066	Il fut carré; ils firent le Pectoral double, d'un empan de longueur et d'un empan de largeur, double.
02270a0075	Et ils le garnirent de quatre rangs de pierreries; le rang de sardoine, de topaze et d'émeraude fut le premier rang;
02270b004e	et le second rang se composait d'une escarboucle, d'un saphir et d'un diamant;
02270c003f	et le troisième, d'une opale, d'une agate et d'une améthyste;
02270d005f	le quatrième, d'un chrysolithe, d'un onyx et d'un jaspe, enchâssés en or dans leurs chatons.
02270e00b2	Et il y eut douze pierres autant que de noms des fils d'Israël, selon leurs noms; elles furent gravées comme des sceaux, portant chacune son nom correspondant aux douze tribus.
02270f0052	Et ils firent au Pectoral des chaînettes torses tressées en cordons et d'or pur.
0227100079	Et ils firent deux chaînettes d'or et deux anneaux d'or et fixèrent les deux anneaux aux deux extrémités du Pectoral.
0227110061	Et ils insérèrent les deux chaînettes d'or dans les deux anneaux aux extrémités du Pectoral.
022712008c	Et ils arrêtèrent aux deux chatons les deux autres bouts des deux cordons, et les nouèrent aux deux épaulettes de l'Ephod sur le devant.
0227130098	Ils firent de plus deux anneaux d'or qu'ils placèrent aux deux extrémités du Pectoral, sur celui de ses bords qui est tourné vers l'Ephod en dedans.
0227140094	Ils firent encore deux anneaux d'or qu'ils mirent aux deux pièces de l'Ephod en bas sur le devant, juste à leur jonction au-dessus de la ceinture.
02271500f2	Et ils attachèrent le Pectoral par ses anneaux aux anneaux de l'Ephod avec des cordons d'azur pour l'arrêter au-dessus de la ceinture de l'Ephod, afin que le Pectoral ne s'écarte pas de l'Ephod, comme l'Éternel l'avait ordonné à Moïse.
0227160052	Et il fit la Robe sur laquelle porte l'Ephod, en ouvrage de tisseur, toute d'azur,
0227170099	et au milieu de la robe une ouverture comme l'ouverture d'une cotte de mailles, et bordée dans son contour d'un ourlet, afin qu'elle ne se déchire pas.
0227180066	Et sur la bordure de la Robe ils firent des grenades d'azur, de pourpre et de vermillon en fil retors.
022719008f	Et ils firent des clochettes d'or pur et ils mirent les clochettes entre les grenades à la bordure de la robe tout autour, entre les grenades,
02271a009e	une clochette et une grenade, une clochette et une grenade à la bordure de la robe tout autour, pour le service, comme l'Éternel l'avait ordonné à Moïse.
02271b005f	Et ils confectionnèrent les Tuniques de byssus, en ouvrage de tisseur, pour Aaron et ses fils,
02271c0066	et le Turban de byssus et la coiffure des bonnets de byssus et les caleçons de lin, de byssus retors,
02271d008d	et la Ceinture de byssus retors et d'azur et de pourpre et de vermillon ouvragé en brocart, ainsi que l'Éternel l'avait ordonné à Moïse.
02271e0079	Et ils firent la plaque, diadème sacré, d'or pur, et y tracèrent en caractères de sceau: Consécration à l'Éternel.
02271f007a	Et ils y adaptèrent un cordon d'azur pour l'attacher au Turban dans le haut, comme l'Éternel l'avait ordonné à Moïse.
02272000c6	Ainsi fut achevé tout le travail de la Résidence de la Tente du Rendez-vous, et les enfants d'Israël se conformèrent à tous les ordres que l'Éternel avait donnés à Moïse, ils les suivirent.
0227210097	Et ils présentèrent à Moïse la Résidence, la Tente et tout son attirail, ses agrafes, ses ais, ses traverses et ses colonnes et ses soubassements,
022722007b	et la couverture de peaux de béliers teintes en rouge et la couverture de peaux de chiens de mer, et le Rideau intérieur,
022723003c	et l'Arche du Témoignage et ses barres et le Propitiatoire;
022724003b	la Table, toute sa vaisselle et les Pains de présentation;
0227250072	le Candélabre [or] pur, ses lampes, l'assortiment de ses lampes, et tout son attirail, et l'huile du Candélabre;
022726005f	et l'Autel d'or et l'huile d'onction et le parfum odorant et le Rideau de la porte de la Tente,
0227270077	l'Autel d'airain et le réseau d'airain qui y est appliqué, ses barres et tout son attirail; le Bassin et son support,
02272800c9	les toiles du Parvis, ses colonnes et ses soubassements et le rideau pour la porte du Parvis, ses cordes et ses piliers, tous les meubles servant à l'usage de la Résidence de la Tente du Rendez-vous,
02272900a7	les Costumes pour le service à faire dans le Sanctuaire, les Vêtements sacrés pour le Prêtre Aaron et les vêtements de ses fils pour leurs fonctions sacerdotales.
02272a0075	Les enfants d'Israël exécutèrent tout l'ouvrage conformément à tous les ordres donnés par l'Éternel à Moïse.
02272b008d	Et Moïse vit tout l'ouvrage, et voici, ils l'avaient fait comme l'Éternel l'avait ordonné; ainsi l'avaient-ils fait, et Moïse les bénit.
022801002a	Et l'Éternel parla à Moïse en ces mots:
022802006d	A l'époque du premier mois, le premier jour du mois, tu élèveras la Résidence de la Tente du Rendez-vous.
022803004e	Et tu y placeras l'Arche du Témoignage et tu voileras l'Arche avec le Rideau.
022804006c	Et tu y introduiras la Table et en arrangeras le couvert, puis le Candélabre que tu garniras de ses lampes.
0228050085	Et tu mettras l'Autel d'or pour l'encensement devant l'Arche du Témoignage, et tu suspendras le Rideau à la porte de la Résidence.
0228060064	Et tu placeras l'Autel des holocaustes devant l'entrée de la Résidence de la Tente du Rendez-vous.
022807005c	Et tu placeras le Bassin entre la Tente du Rendez-vous et l'Autel, et tu y mettras de l'eau.
0228080058	Et tu dresseras le Parvis à l'entour, et tu suspendras le Rideau à la porte du Parvis.
02280900a0	Et tu prendras l'Huile d'onction et tu oindras la Résidence et tout ce qu'elle renferme, et tu la consacreras avec tous ses meubles, afin qu'elle soit sacrée.
02280a0083	Et tu oindras l'Autel des holocaustes et tous ses ustensiles, et tu consacreras l'Autel afin que l'Autel soit souverainement saint.
02280b0039	Et tu oindras le Bassin et son support et le consacreras.
02280c0072	Et tu amèneras Aaron et ses fils à l'entrée de la Tente du Rendez-vous et tu feras leur ablution avec de l'eau.
02280d002e	Et tu revêtiras Aaron des vêtements sacrés,
02280e0048	et tu l'oindras et le consacreras pour qu'il me serve dans le sacerdoce.
02280f010a	Et tu feras approcher ses fils, et tu les revêtiras des tuniques, et tu les oindras comme tu auras oint leur père afin qu'ils me servent dans le sacerdoce, de telle sorte que leur onction leur confère le sacerdoce à perpétuité pour leurs générations futures.
0228100052	Et Moïse se conforma à tous les ordres que l'Éternel lui donnait: ainsi fit-il.
022811005d	Et le premier mois de la seconde année, le premier jour du mois, la Résidence fut élevée.
0228120084	Et Moïse éleva la Résidence et en posa les soubassements et en plaça les ais et y mit leurs traverses et en dressa les colonnes.
0228130096	Et il étendit la tente par-dessus la Résidence, et en haut par-dessus la tente il plaça la couverture, comme l'Éternel l'avait ordonné à Moïse.
0228140088	Et prenant le Témoignage, il le mit dans l'Arche, et munit l'Arche de ses barres, et il plaça le Propitiatoire sur le haut de l'Arche,
0228150096	et il introduisit l'Arche dans la Résidence, et suspendit le Rideau, et il voila l'Arche du Témoignage, comme l'Éternel l'avait ordonné à Moïse.
0228160067	Et il dressa la Table dans la Tente du Rendez-vous au côté nord de la Résidence en dehors du rideau,
0228170061	et il y arrangea un couvert de pain devant l'Éternel, comme l'Éternel l'avait ordonnée Moïse.
022818006f	Et il plaça le Candélabre dans la Tente du Rendez-vous vis-à-vis de la Table au côté sud de la Résidence,
0228190055	et il fixa les lampes devant l'Éternel, comme l'Éternel l'avait ordonné à Moïse.
02281a0048	Et il plaça l'Autel d'or dans la Tente du Rendez-vous devant le Rideau,
02281b0050	et y fit fumer de l'encens odorant, comme l'Éternel l'avait ordonné à Moïse.
02281c0038	Et il suspendit le Rideau à l'entrée de la Résidence,
02281d00b9	et il dressa l'Autel des holocaustes à l'entrée de la Résidence de la Tente du Rendez-vous, et y offrit les holocaustes et les offrandes, comme l'Éternel l'avait ordonné à Moïse.
02281e0069	Et il plaça le Bassin entre la Tente du Rendez-vous et l'Autel, et il y mit de l'eau pour les ablutions,
