2800000008	Matáayo
2a140600b1	Maa kaa, koonɨ taséire, ‘Wafuma kwa vaantʉ,’ vaantʉ voosi kʉtʉvaa varɨ na mawye tukwye sa vaantʉ voosi vamuruma Yooháani nɨ mʉláali na mʉtwe wa Mʉlʉʉngʉ.”
2a14070059	Aho, maa re vakamʉsea, “Sɨ tamányire kʉʉntʉ wiimiriri waachwe ˆwafuma tʉkʉ.”
2a1408006a	Yéesu ne akavasea, “Naanɨ sɨ ndɨrɨ vawyɨɨra nɨ kwa wiimiriri ʉrɨkwɨ nootʉmama aya tʉkʉ.”
2a140900f8	Aho, maa Yéesu akaanda kʉvavaɨra vaantʉ lusímo ʉlʉ, “Mʉʉntʉ ʉmwɨ ajáa ahaanda mɨsabíibu iwundii kwaachwe. Ɨro iwʉnda akarɨkojya kwa varimi. Maa yeeye akakera njɨra na ɨsɨ ya kʉlɨ. Ʉko akɨɨta kiikala kwa sikʉ ˆjiri foo.
2a140a00f0	Mpɨɨndɨ jo chwa ˆjikafike, akamʉtʉma mʉtʉmami waachwe kwa vara vaantʉ sa vamʉheere haantʉ haachwe ha sabíibu ˆvachwíire. Maa kaa, vara varimi ˆajáa avakojya vakamʉvaa ʉra mʉtʉmami, maa vakamukibirya na mɨkono mɨtʉhʉ.
2a140b0082	Akamʉtʉma mʉtʉmami wɨɨngɨ, ʉhʉ ne vakamʉvaa, vakamʉbweeyyirya masáare ya soni, maa vakamukibirya na mɨkono mɨtʉhʉ.
2a140c0060	Kei akamʉtʉma wa katatʉ, ʉhʉ ne vakamʉtamikya, maa vakamʉfweitɨra na weerwii ya iwʉnda.
2a140d00a6	Maa re mweeneiwʉnda ra mɨsabíibu akiiyurya, ‘Che ndɨrɨ bweeyya? Haaha kʉmʉtʉma niise mwaana waanɨ. Ʉhʉ namweenda maatʉkʉ! Ʉhʉ ifaanaa vamʉnyemye.’
2a140e00b8	Maa kaa, vara ˆvakojiwa iwʉnda ˆvakamoone vii, maa vakiiwyɨɨra voovo kwa voovo voosea, ‘Ʉhʉ noo mʉpaari wa ɨrɨ iwʉnda. Tʉmʉʉlae haaha sa ʉpaari waachwe ʉve wiiswi.’
2a140f009a	Vakamʉfweitɨra na weerwii ya iwʉnda ra mɨsabíibu, maa vakamʉʉlaa.” Aho, Yéesu akavuurya, “Haaha mweeneiwʉnda che arɨ vabweeyya vaantʉ vara?
2a141000eb	Kʉʉja arɨ na kʉvʉʉlaa arɨ avo vaantʉ ˆavakojya iwʉnda na kʉvakojya arɨ vaantʉ vɨɨngɨ ɨrɨ iwʉnda ra mɨsabíibu.” Vaantʉ ˆvakateere ayo masáare, maa vakasea, “Aka tʉkʉ! Karɨ baa luu vifʉmɨre vii tʉkʉ!”
2a1411009e	Yéesu akavalaanga, maa akavasea, “Masáare aya ˆYarɨ Mpeho nɨ che yalʉʉsa? ‘Iwye ˆrasiitwa nɨ vajeengi, ravɨ́ɨre iwye ikʉʉlʉ ra kichurii.’
2a14120081	Kɨra mʉʉntʉ ˆawíjaa mweeri ya iwye ɨrɨ, ngʼenyekangʼenyeka arɨ, na ʉra ˆrɨrɨ muwyɨɨra, chɨnɨka arɨ kamwɨ.”
2a141300c8	Vakiindya va Miiro, na vakʉ́ʉ́lʉ va veeneɨsɨ va Ijʉva, vakasaakɨra njɨra yo mʉkwaata chaangʉ sa vajáa vatáangire lusímo ʉlo nɨ voovo lʉjáa lwavalúusire. Maa kaa, vakavoofa vaantʉ.
2a141400e1	Aho, vakʉ́ʉ́lʉ va Vayahúudi vakava voomʉrɨɨra iyeo. Vakatʉma vaantʉ viibweeyye vawoloki sa vandoomʉsola. Vabweeyyáa jei sa vapate kɨɨntʉ cho mʉkwaatɨra, vamʉvɨɨke ɨsɨ ya ngururu na wiimiriri wa gávana.
2a141500dd	Avo vuurikiriri vakamuurya, “Mukiindya, tamányire weewe ʉlʉ́ʉsaa na ʉváriyʉlaa ya kɨmáárɨ. Weewe sɨ woófaa ʉkʉ́ʉ́lʉ wa vaantʉ tʉkʉ, weewe wakíindyaa kɨmáárɨ ja ˆvyeene Mʉlʉʉngʉ asáakaa.
2a14160047	Eri, ndairiri jaruma tʉndoorɨha kóodi kwa Kaisáari bakʉ tʉkʉ?”
2a14170037	Maa kaa, Yéesu akataanga ʉkwaata waavo, maa akavasea,
2a14180073	“Ndairi mpía ya dináari. Buuwo ɨhɨ na irina ɨrɨ nɨ vya ani?” Vakuuyirya voosea, “Nɨ vya Kaisáari.”
2a1419006a	Aho, Yéesu akavasea, “Vya Kaisáari, mʉheeri Kaisáari. Na vya Mʉlʉʉngʉ, mʉheeri Mʉlʉʉngʉ.”
2a141a008a	Vakasiindwa kʉmʉkwaata kwa yara ˆalʉʉsáa mbere ja vaantʉ. Vakahwaalala maatʉkʉ vii kwa vira ˆvyeene uuyiryáa, vakakirinya sawu.
2a141b007f	Mpɨɨndɨ ˆjikalooke, Masadukáayo, noo kʉsea vaantʉ vara ˆvaséaa kusiina kʉfʉfʉka tʉkʉ, vajáa vamʉʉjɨra Yéesu,
2a141c00d1	maa vakamuurya, “Mukiindya, Mʉ́sa ajáa atwaandɨkɨra, ‘Koonɨ mʉʉntʉ akwíire baa kʉva na vaana tʉkʉ, mwaanaavo yoosaakwa amʉpaale ʉwo mʉlala sa amʉvyaarɨre vaana mwaanaavo ʉra ˆaakwya.’
2a141d0091	Haaha, kʉjáa kwatɨɨte vaana valʉme mufungatɨ va mʉʉntʉ ʉmwɨ. Ndaambere yaachwe ajáa aloola, maa akawulala baa kʉva na mwaana tʉkʉ.
2a141e004c	Wa kavɨrɨ [akamʉpaala ʉwo mʉlala, ne akawulala baa reka mwaana tʉkʉ.]
2a141f00b8	Wa katatʉ ne akamʉpaala ʉwo mʉlaala, ne akakwya baa reka mwaana tʉkʉ. Ɨkava viivyo kwa vaana voosi mufungatɨ ˆvamʉloola ʉra mʉʉntʉ muki, na kusiina ˆareka mwaana tʉkʉ.
2a14200026	Maa reerʉ ʉra mwaana muki akawulala.
2a14210064	Haaha, sikʉ ya ʉfʉfʉ́ʉko nɨ muki wa ani arɨ kʉva? Sa ajáa aloolwa nɨ voosi mufungatɨ.”
2a1422003c	Yéesu akavasea, “Aha weerwii vaantʉ valóolaa no loolwa.
2a1423008b	Maa kaa, vara ˆvarɨ valwa nɨ Mʉlʉʉngʉ, vafʉfʉlwe fuma inkwyii na vaturye nkalo weerwii ifya, avo sɨ varɨ loola no loolwa tʉkʉ.
2a14240087	Ava sɨ varɨ kukwya kei tʉkʉ, sa avo kʉva varɨ ja mirimʉ miija. Voovo nɨ vaana va Mʉlʉʉngʉ sa voovo nɨ vaana ˆvafʉfʉlwa.
2a14250113	Maa kaa, kwa isáare ra vara ˆvaakwya kʉfʉfʉka, baa Mʉ́sa alʉʉsa vaantʉ ˆvaakwya fʉfʉka varɨ. Alʉʉsa aya masáarii ya rɨra itʉʉndʉ ˆrakoreráa mooto. Alʉʉsa ˆakamwaanɨrɨre Ijʉva nɨ Mʉlʉʉngʉ wa Aburaháamu, Mʉlʉʉngʉ wa Isaka na wa Yaakúupu.
2a1426008e	Yeeye sɨ Mʉlʉʉngʉ wa vaantʉ ˆvaakwya tʉkʉ. Yeeye nɨ Mʉlʉʉngʉ wa vaantʉ ˆvarɨ nkaasʉ, na kwaachwe voosi nɨ nkaasʉ varɨ.”
2a14270053	Vamwɨ va vakiindya va Miiro vakamʉsea, “Mukiindya, ulúusire kɨkomi kamwɨ!”
2a14280030	Kwaandɨra aho, kusiina ˆayera kumuurya tʉkʉ.
2a14290070	Aho, maa Yéesu akavuurya, “Eri, nɨ joolɨ vyaava vaantʉ vandoomwaanɨrɨra Masía Mwaana wa mʉtemi Daúdi?
2a142a0088	Daúdi mweeneevyo alʉʉsa jei kɨtáabwii cha Sabúuri, ‘Ijʉva amuwyɨɨra Mweenevyoosi waanɨ, “Ikala mʉkono waanɨ wa kʉlʉme,
2a142b0050	fʉʉrʉ nɨvavɨɨke vavɨ vaako, vave kabambari ko vɨkɨra majeo yaako.”’
2a142c006d	Koonɨ Daúdi yoomwaanɨrɨra ‘Mweenevyoosi’ waachwe, haaha joolɨ Masía arɨ kʉva Mwaana wa Daúdi?”
2a142d004e	Na mpɨɨndɨ vaantʉ voosi ˆvamʉteereráa, Yéesu akavasea vapooji vaachwe,
2a142e00d6	“Mʉvalaange neeja vakiindya va Miiro. Voovo veenda kwiivɨkɨra nkáancho ndɨɨhɨ na veenda luumbiwa kwa nyemi masóokwii. Kei, veenda kwiikala machuumbii ya mbere masinagóogii, na na haantʉ ha nyemi ngovii.
2a142f00a0	Vanyáhɨraa nyuumba ja valala. Na ʉkweembi vamʉlóombaa Mʉlʉʉngʉ vilɨɨhɨlɨɨhɨ. Vaantʉ ja ava, heewa varɨ irya ikʉʉlʉ fuma kwa Mʉlʉʉngʉ.”
2a15010085	Mpɨɨndɨ Yéesu ˆajáa Kaayii Njija ya Ijʉva, ajáa avoona vasúngaati voovɨkɨra mpóryo jaavo isandúkwii ro vɨkɨra mpóryo.
2a1502004f	Aho, akamoona mʉlala ʉmwɨ mʉkɨva yoovɨkɨra fipóocho fivɨrɨ fya mpía.
2a15030072	Aho, Yéesu akavasea, “Kɨkomi noovawyɨɨra, ʉhʉ mʉlala mʉkɨva atwɨ́ɨre mʉnʉmʉʉnʉ kʉlookya voosi.
2a150400ce	Sa ava vɨɨngɨ voosi, vatwɨ́ɨre mpóryo kwa Mʉlʉʉngʉ sa ʉkʉ́ʉ́lʉ wa usúngaati waavo. Maa kaa, ʉhʉ mʉlala na ʉkɨva waachwe, atwɨ́ɨre vyoosi ˆarɨ novyo vyoomʉbweeyya ave nkaasʉ.”
2a150500e2	Vamwɨ va vapooji va Yéesu vakava voomʉlaɨra ˆvyeene Kaaya Njija yajeengwa na mawye ˆyabooha, baa na viintʉ vyɨɨngɨ vya iyoombe ikʉʉlʉ ˆvyeene vaantʉ vatoola ja mpóryo kwa Mʉlʉʉngʉ. Maa kaa, Yéesu akavasea,
2a15060092	“Viintʉ vyoosi ivi ˆmoovyoona, sikʉ kʉʉja jiri, kusiina iwye ˆrɨrɨ chaala mweeri ya iwye rɨɨngɨ tʉkʉ. Yoosi vawa yarɨ na ɨsɨ!”
2a1507008b	Vapooji vaachwe vakamuurya, “Mukiindya, masáare ayo nɨ naadi ˆyarɨ fʉmɨra? Na isháara che jiri laɨra yaséngerɨɨre fʉmɨra?”
2a150800fa	Yéesu akavasea, “Laangi neeja, karɨ mʉkóoverwaa tʉkʉ. Vaantʉ ˆvarɨ foo kʉʉja varɨ kwa irina raanɨ voosea, ‘Nɨɨnɨ noo yeeye!’ Na vɨɨngɨ sea veende, ‘Mpɨɨndɨ jo herererya nɨ aha miiswii jiri!’ Karɨ mʉvatúubaa tʉkʉ!
2a150900ae	Mpɨɨndɨ ˆmʉrɨ teera mbuwo ja nkoondo na masáare ya ntiribʉka, karɨ moófaa tʉkʉ. Ayo yoosi nɨ mpaka yafʉmɨre ta, maa kaa, ʉra ʉherereryo wa yoosi ʉkaarɨ.”
2a150a007e	Kei akavasea, “Ɨsɨ kiinʉla ɨrɨ nkoondo na ɨsɨ yɨɨngɨ, na ʉtemi ʉmwɨ kiinʉla ʉrɨ nkoondo na ʉtemi wɨɨngɨ.
2a150b00b2	Kʉva kʉrɨ na vitiíntima vikʉʉlʉ, njala ya imalo na ndwáala jo kiihokererya haantʉ haantʉ. Kei kʉva kʉrɨ na viintʉ ˆvyookoofya na isháara ˆjiri foo fuma kurumwii.
2a150c0109	Maa kaa, ayo de yafʉmɨre, vaantʉ kʉvakwaata veende na kʉvaturikirya veende. Vatwaala veende mʉkalamʉrɨrwe masinagóogii na kʉvachuunga veende mʉnyololwii. Kei, twaalwa mweende na kwa vatemi na kwa gávana sa mʉlamʉrɨrwe. Ivi vyoosi nɨ sa irina raanɨ.
2a150d0045	Ɨhɨ kʉvaheera ɨrɨ nkalo nyuunyu yo vabweeyya vataange kɨmaarɨ.
2a150e0066	Maa kaa, mʉlamʉle kʉreka kwiitweetya mitimii yaanyu nɨ che mʉrɨ lʉʉsa mbere ya balása tʉkʉ.
2a150f009e	Sa nɨɨnɨ kʉvaheera neende masáare ya tooti ˆmeene mwɨɨndoolʉʉsa. Na masáare ayo, kusiina mʉvɨ waanyu ˆarɨ daha kuyuuyirya au kʉyasiita tʉkʉ.
2a1510008e	Varindʉkwa mweende baa nɨ vavyɨɨrɨ vaanyu, vaanaanyu, vandʉʉ vaanyu na vijeengi vyaanyu. Kei vamwɨ vaanyu, vaantʉ kʉvʉʉlaa veende.
2a15110038	Sʉʉlwa mʉrɨ nɨ vaantʉ voosi sa mwaanduma nɨɨnɨ.
2a1512004b	Maa kaa, baa lʉjwɨ́ɨrɨ lʉmwɨ vii lwaanyu sɨ lʉrɨ rɨmɨra tʉkʉ.
2a1513002e	Ko yimirirya, lamurirya mʉrɨ nkaasʉ yaanyu.
2a1514009b	Mpɨɨndɨ ˆmʉrɨ koona múuji wa Yerusaléemu warɨ́ɨngɨrɨɨrwe nɨ valʉkalʉka va vavɨ vaanyu, mʉtaange kʉsaambʉlwa kwaachwe kwaséngerɨɨre.
2a151500ba	Mpɨɨndɨ ijo, vara ˆvarɨ Yudéea vatɨjɨre njuulwii. Vara ˆvarɨ katɨ na katɨ ya múuji vafume na weerwii ya múuji. Na vara ˆvarɨ mawundii karɨ vɨɨngɨre na múujii tʉkʉ.
2a15160047	Sa sikʉ ijo, kʉva jiri sikʉ ja irya, sa yara ˆyaandɨkwa yakiimane.
2a151700e0	Nɨ mpolaɨ kwa vara ˆvarɨ kʉva varuto, na vara ˆvɨɨndookoonkya sikʉ ijo! Mpɨɨndɨ ijo, kʉva kʉrɨ na imalo ikʉʉlʉ kʉrɨ weerʉ yoosi, na nkalari ya Mʉlʉʉngʉ veera ɨrɨ mweeri ya vaantʉ va mbyaala ɨhɨ.
2a151800f1	Vaantʉ ˆvarɨ foo kʉʉlawa varɨ na nyaasʉka, na vɨɨngɨ twaalwa varɨ na utúmwii ɨsɨ jɨɨngɨ. Na múuji wa Yerusaléemu kindaɨrɨrwa ʉrɨ nɨ vaantʉ sɨ ˆvarɨ Vayahúudi, fʉʉrʉ mpɨɨndɨ jaavo jo kʉʉyɨmɨrɨra jisire.
2a151900b9	Mwaasʉ, mweeri na nyényeeri koonekya viri isháara. Na kʉrɨ weerʉ, ɨsɨ kʉva jiri na uturikiri, mayɨya kʉva yarɨ na vidandárɨka na mapúunta makʉʉlʉ ˆyarɨ na mukíindo.
2a151a007f	Vaantʉ kɨndooyɨrɨka veende sa woowa. Kiisea veende irya ikʉʉlʉ kʉʉja riise sa ngururu ja kurumwii sɨngɨsɨka jeende.
2a151b005e	Aho, kʉmoona varɨ Mwaana wa Mʉʉntʉ yookʉʉja machwii na ngururu na nkongojima nkʉʉlʉ.
2a151c0071	Mpɨɨndɨ aya ˆyarɨ kaanda fʉmɨra, mwɨɨme neeja na mʉve na cheerʉ sa ununuuli waanyu waséngerɨɨre.”
2a151d0051	Aho, akavavaɨra lusímo ʉlʉ, “Iririkani mʉsaambu na mɨtɨ yɨɨngɨ yoosi.
2a151e0062	Mpɨɨndɨ ˆmʉrɨ koona yaándire tʉrɨka, mwatáangaa mpɨɨndɨ ja irʉtɨra jaséngerɨɨre.
2a151f0062	Noo jeyyo, ˆmʉrɨ koona viintʉ ivi vyoofʉmɨra, taangi Ʉtemi wa Mʉlʉʉngʉ waséngerɨɨre.
2a15200069	Kɨmaarɨ noovawyɨɨra, mbyaala ɨhɨ sɨ ɨrɨ looka tʉkʉ keende masáare aya yoosi sɨ yanafʉmɨra.
2a15210055	Kurumu na weerʉ looka jiri, maa kaa, masáare yaanɨ sɨ yarɨ looka vii kaa tʉkʉ.
2a152200bb	Mʉlaange neeja, karɨ mɨtɨma yaanyu ɨremeerwe nɨ ʉreevi, ʉláku na uturikiri wa nkaasʉ ɨhɨ tʉkʉ. Bweeyyi jeyyo, sa sikʉ ya Mwaana wa Mʉʉntʉ kʉʉja ɨrɨ koonka na koonka.
2a15230040	Sikʉ ɨyo, kʉʉja ɨrɨ ja mʉteo kwa vaantʉ voosi va weerʉ.
2a152400a1	Haaha mʉve miiso. Mʉndoomʉloomba Mʉlʉʉngʉ sa avaheere ngururu jo nehera aya yoosi ˆyarɨ fʉmɨra. Aho, mʉdahe kwɨɨma mbere ya Mwaana wa Mʉʉntʉ.”
2a15250089	Kwa sikʉ joosi ijo, Yéesu akiindyáa vaantʉ Kaayii Njija. Na kyʉʉlwa ˆkɨkɨɨngɨre atamanyáa noo laala Luulwii lwa Mɨseitúuni.
2a1526004b	Na kɨra siikʉ vaantʉ valaaváa namʉtóondo noo mʉteerera Kaayii Njija.
2a1601006f	Haaha mpɨɨndɨ ja ngovi ya mɨkáate sɨ ˆɨvɨ́kɨrwaa ʉsasɨ noo kʉsea Paásika ɨjáa yaséngerɨɨre.
2a1602009d	Na mpɨɨndɨ ijo, vakʉ́ʉ́lʉ va veeneɨsɨ va Ijʉva na vakiindya va Miiro vasaakɨráa njɨra yo mʉʉlaa Yéesu. Vabweeyya jeyyo sa vavoofáa vaantʉ.
2a16030069	Irimʉ rɨkamwɨɨngɨra Yʉ́ʉda ˆaséwaa Isikarióoti, ʉmwɨ wa vapooji ikimi na vavɨrɨ va Yéesu.
2a160400c2	Aho, Yʉ́ʉda akatamanya na kwa vakʉ́ʉ́lʉ va veeneɨsɨ va Ijʉva na vakʉ́ʉ́lʉ va valʉkalʉka va Kaayii Njija ya Ijʉva. Akiirʉmɨra novo ˆvyeene arɨ mʉvarindʉka sa vamʉkwaate.
2a16050045	Isáare ɨro rɨkaveerya mɨtɨma na vakiirʉmɨra kʉmʉrɨha mpía.
2a16060069	Yʉ́ʉda akaruma na akaanda saakɨra njɨra yo mʉvarindʉka Yéesu mpɨɨndɨ kusiina mpuka ya vaantʉ.
2a16070081	Sikʉ ya ngovi ya mɨkáate sɨ ˆɨvɨ́kɨrwaa ʉsasɨ ɨkafika. Sikʉ ɨyo noo muundi ˆɨrɨ mpeho sa Paásika yasɨɨnjwáa.
2a1608008a	Aho, maa Yéesu akavatʉma vala Peéteri na Yooháani akavasea, “Tamanyi, mʉkatwiimirye neeja chóorya cha Paásika, twiirye hamwɨ.”
2a1609004c	Novo vakamuurya, “Hai woosaaka tukwiimirye neeja chóorya cha Paásika?”
2a160a00cb	Yéesu akavasea, “Mpɨɨndɨ ˆmʉrɨ kɨɨngɨra múujii, lʉmana mʉrɨ na mʉʉntʉ mʉlʉme ʉmwɨ iitíikire sʉvɨya ya maaji. Mutuubi ʉwo mʉʉntʉ mʉlʉme fʉʉrʉ nyuumba ˆarɨ kɨɨngɨra.
2a160b00aa	ˆMʉrɨ kɨɨngɨra, mʉsei mweenenyuumba, ‘Mukiindya yookuurya, hai kɨrɨ chúumba cha vayeni kʉʉntʉ ˆndɨrɨ rɨɨra chóorya cha Paásika na vapooji vaanɨ?’
2a160c007e	Na yeeye kʉvoonekya arɨ, baanka nkʉʉlʉ ˆɨrɨ gorófii kwavɨɨkwa viintʉ vyoosi neeja. Iyimyi neeja Paásika haaho.”
2a160d008d	Aho, vakatamanya, ˆvakafike ʉko, vakashaana kɨra kɨɨntʉ ja ˆvyeene ajáa avawyɨ́ɨrɨɨre. Maa vakiimya neeja chóorya cha Paásika.
2a160e0059	Mpɨɨndɨ ˆjikafike, Yéesu akiikala méesii hamwɨ na vatumwi vaachwe, kurya chóorya.
2a160f007a	Aho, akavasea, “Namériirye matɨ maatʉkʉ vii, nirye chóorya cha Paásika na nyuunyu, de kuturikiriwa kwaanɨ kufike.
2a1610007a	Nɨ kʉvawyɨɨra niise, sɨ ndɨrɨ kurya Paásika kei tʉkʉ, fʉʉrʉ sikʉ ˆɨrɨ kiimana Ʉtemii wa Mʉlʉʉngʉ.”
2a1611005e	Aho, akatoola ndʉvo, akamʉdʉʉmba Mʉlʉʉngʉ, yoosea, “Tooli ndʉvo ɨhɨ voosi munywe!
2a16120084	Nɨ kʉvawyɨɨra niise, kwaandɨra haaha sɨ ndɨrɨ kʉnywa kei diváai tʉkʉ fʉʉrʉ Ʉtemi wa Mʉlʉʉngʉ ˆʉrɨ kʉʉja.”
2a161300bd	Aho, akatoola mʉkáate, akamʉdʉʉmba Mʉlʉʉngʉ, akʉʉbendʉlabendʉla akavaheera yoosea, “Ʉhʉ nɨ mʉvɨrɨ waanɨ ˆwootoolwa sa nyuunyu. Bweeyyi jei sa nkʉmbʉkɨra yaanɨ!”
2a16140095	Viivyo ˆvakahʉmʉle kurya, akatoola ndʉvo, akasea, “Ndʉvo ɨhɨ nɨ mʉháko mufya wa Mʉlʉʉngʉ wa sakami yaanɨ ˆyookɨɨtɨka sa nyuunyu.
2a1615004d	Maa kaa, taangi, mʉʉntʉ ˆyookʉʉnvarindʉka amwaarɨ yoorya na nɨɨnɨ.
2a16160098	Kɨkomi Mwaana wa Mʉʉntʉ tamanya iise noo kʉʉlawa ja ˆvyeene Mʉlʉʉngʉ asaaka vive. Maa kaa, nɨ mpolaɨ kwa mʉʉntʉ ˆarɨ mʉvarindʉka.”
2a16170065	Aho, vakaanda kiiyurya voovo kwa voovo, “Nɨ ani kʉrɨ suusu ˆarɨ daha tʉmama isáare ɨrɨ?”
2a1618005f	Vapooji va Yéesu vakaanda kwiiruta ndihi, nɨ ani katɨ na katɨ yaavo ˆarɨ mʉkʉ́ʉ́lʉ.
2a161900f0	Aho, Yéesu akavasea, “Vatemi va vaantʉ sɨ ˆvarɨ Vayahúudi na vakʉ́ʉ́lʉ vaavo, vavɨɨ́mɨrɨraa vaantʉ vaavo na ngururu. Na kei, vara ˆvalaɨ́raa vatɨɨte wiimiriri mweeri yaavo, viiyánɨrɨraa nɨ vaambiriryi va vaantʉ.
2a161a00c3	Maa kaa, nyuunyu karɨ mwiifwaane novo tʉkʉ. Kɨrɨ vyoova jeyyo, mʉʉntʉ mʉkʉʉlʉ waanyu ave ja muduudi kʉlookya voosi. Kei, ʉra ˆarɨ mʉlongooli wa vaantʉ, ave ja mʉtʉmami waanyu.
2a161b00ee	Iririkani! Mʉkʉ́ʉ́lʉ nɨ arɨkwɨ? Nɨ ʉra ˆiíkalaa méesii kurya au nɨ ʉra ˆatʉ́mamɨraa vaantʉ méesii? Eri, sɨ ʉra ˆiíkalaa kurya tʉkʉ wʉʉ? Haaha nɨɨnɨ ndɨrɨ ʉmwɨ waanyu ja ʉra ˆavatʉ́mamɨraa vaantʉ.
2a161c0036	Nyuunyu mwachaala na nɨɨnɨ sikʉ joosi ˆnayerwáa.
2a161d0067	Haaha, ja ˆvyeene nɨɨnɨ naheewa Ʉtemi nɨ Taáta waanɨ, baa nɨɨnɨ nɨ kʉvaheera niise ʉtemi.
2a161e00a1	Jeyyo, kurya mweende no nywa méesii ya Ʉtemii waanɨ. Kei, kiikala mweende machuumbii ya kɨtemi na lamʉrɨra mweende nkolo ikimi na ivɨrɨ ja Isiraéeli.”
2a161f0070	Yéesu akasea, “Simóoni, Simóoni, Irimʉ ralóombire sa rɨveere nyuunyu ja viintʉ murimi ˆeéraa ngáano.
2a1620008b	Maa kaa, nakʉlóombɨɨre weewe Simóoni kuruma kwaako kʉdɨɨre keeheka. Na ˆʉrɨ kʉʉnhɨndʉkɨra, ʉvaheere mʉtɨma vaanaanyu.”
2a1621008e	Peéteri akamʉsea, “Ee Mweenevyoosi, nɨɨnɨ nɨɨ́mɨre neeja kʉtwaalwa na mʉnyololwii hamwɨ na weewe, baa kukwya hamwɨ na weewe!”
2a16220095	Yéesu akamʉsea, “Peéteri, nookuwyɨɨra de nkʉkʉlʉme ɨvɨɨke uchikʉ wa isikʉ, kuunsiita ʉrɨ katatʉ woosea sɨ wʉʉmányire tʉkʉ!”
2a162300f8	Aho, maa Yéesu akavuurya vapooji vaachwe, “ˆNkavatʉme bila mpía, bila mufuko wo kɨɨnjɨra na bila viráatʉ, mʉjáa mwasɨrɨrwa nɨ kɨɨntʉ wʉʉ?” Novo vakuuyirya vakasea, “Tʉkʉ, sɨ tasɨrɨrwa nɨ kɨɨntʉ chochoosi tʉkʉ!”
2a162400d1	Aho, akavasea, “Haaha koonɨ mʉʉntʉ arɨ na mufuko wa mpía ʉʉsʉmʉle, na ʉra ˆarɨ na mufuko wo kɨɨnjɨra ʉʉsʉmʉle. Na ʉra ˆasiina nyaasʉka, avae iyoombe nkáancho yaachwe awʉle nyaasʉka.
2a162500bc	Sa nɨ kʉvawyɨɨra niise, Masáare ˆYarɨ Mpeho nɨ mpaka yakiimane kʉrɨ nɨɨnɨ, ‘Avalwa hamwɨ na ˆvawúnaa miiro.’ Kɨkomi yara ˆyaandɨkwa sa nɨɨnɨ nɨ kiimana yiise.”
2a16260079	Vapooji vaachwe vakamʉsea, “Mʉkʉ́lʉ, laanga kwatɨɨte nyaasʉka ivɨrɨ aha.” Ne akavasea, “Yatóoshiirye.”
2a16270074	Hara, maa Yéesu akadoma na Luulwii lwa Mɨseitúuni ja viintʉ ˆiijʉvɨra na vapooji vaachwe vajáa vamutúubire.
2a16280070	ˆVakafike aho, maa akavasea vapooji vaachwe, “Mʉloombi Mʉlʉʉngʉ sa mʉdɨɨre kwɨɨngɨra mʉtehwii!”
2a1629005c	Aho, akavareka kʉlɨ kʉlɨ ja iwʉmo ra iwye. Akachwaama akaanda kʉmʉloomba Mʉlʉʉngʉ
2a162a00ba	yoosea, “Taáta! Koonɨ viri kweerya mʉtɨma, nooloomba wʉʉnseyyirye ndʉvo ɨhɨ ya uturikiri. Maa kaa, karɨ vive ja ˆveene noosaaka tʉkʉ, vive ja ˆvyeene woosaaka weewe.” [
2a162b0048	Murimʉ mʉʉja fuma kurumwii ʉkamʉfʉmɨra, maa ʉkamʉheera ngururu.
2a162c00c3	Yéesu akatuuba loomba mʉnʉmʉʉnʉ na ajáa atɨɨte uturikiri na alʉngʉrɨráa nɨ ʉsʉʉngʉ. Na mpɨɨndɨ ˆaloombáa, irʉtɨra raachwe rɨkava ja matóonti ya sakami yoowya na ɨsɨ.]
2a162d00b1	Aho, akiinʉka hara kʉʉntʉ ˆamʉloombáa Ijʉva, akahɨndʉka na kwa vapooji vaachwe. Kʉra akavashaana valɨ́ɨre, sa vajáa vakátɨɨre sa viintʉ vajáa vaviswɨ́ɨre.
2a162e0078	Akavuurya akavasea, “Sa che mʉnyéyyiirye? Inuki, mʉloombi Mʉlʉʉngʉ, karɨ jɨ mwɨɨngɨre mʉtehwii tʉkʉ.”
2a162f00df	Mpɨɨndɨ Yéesu ˆajáa akaarɨ yoolʉʉsɨka na vapooji vaachwe, mpuka ya vaantʉ ˆvalóngwɨɨrwe nɨ Yʉ́ʉda, ʉmwɨ wa vapooji vaachwe ikimi na vavɨrɨ, ɨkafika. Yʉ́ʉda akamʉseeserera Yéesu sa amʉsʉndɨre.
2a1630007b	Maa kaa, Yéesu akamʉsea, “Aka Yʉ́ʉda! Eri, nɨ kʉmʉvarindʉka wiise Mwaana wa Mʉʉntʉ ko mʉnsʉndɨra wʉʉ?”
2a1631007e	Vapooji va Yéesu ˆvakoone yara ˆyarɨ fʉmɨra, maa vakamuurya Yéesu, “Mʉkʉ́lʉ, tʉvatemeteme na nyaasʉka wʉʉ?”
2a1632006c	Hahara, ʉmwɨ waavo akamʉtema na nyaasʉka mʉtʉmami wa mweeneɨsɨ mʉkʉʉlʉ, kutu kwa kʉlʉme dúú.
2a1633005b	Maa kaa, Yéesu akasea, “Reki!” Aho, akamʉsaasya kʉra kutu na ʉra mʉʉntʉ akahola.
