2800000007	Matteus
2a0a2300cc	Aamulla hän antoi majatalon omistajalle rahaa ja ja pyysi tätä huolehtimaan miehestä.’Jos kustannukset kohoavat suuremmiksi, maksan erotuksen seuraavan kerran täällä käydessäni’, hän lupasi.
2a0a240047	Kuka noista kolmesta osoitti rosvojen uhrille lähimmäisenrakkautta?»
2a0a250058	Mies vastasi: »Se, joka auttoi häntä.» Jeesus sanoi: »Elä sinä samalla tavalla.»
2a0a260081	Kun Jeesus jatkoi oppilaidensa kanssa matkaa Jerusalemia kohti, pyysi Martta-niminen nainen heitä eräässä kylässä kotiinsa.
2a0a270057	Hänen sisarensa Maria kävi lattialle istumaan ja kuunteli siinä, mitä Jeesus puhui.
2a0a2800ef	Martta oli hermostunut, sillä hänellä oli paljon tehtävää. Hän tuli sanomaan Jeesukselle: »Herra, eihän sinustakaan ole oikein, että sisareni vain istuu täällä, kun minulla on niin paljon työtä? Käske hänen auttaa minua.»
2a0a29005d	Mutta Herra sanoi hänelle: »Martta, Martta! Suotta sinä hätäilet kaikista pikkuasioista!
2a0a2a006c	Vain yksi asia on todella tärkeä. Maria on huomannut, mikä se on, enkä aio ottaa sitä häneltä pois.»
2a0b0100a6	Jeesus oli juuri ollut rukoilemassa, kun yksi oppilaista tuli pyytämään häneltä: »Herra, opeta meille jokin rukous, niin kuin Johanneskin opetti oppilailleen.»
2a0b02007d	Ja Jeesus opetti heitä rukoilemaan näin: »Isä, auta meitä kunnioittamaan pyhää nimeäsi. Anna valtakuntasi pian tulla.
2a0b03002b	Anna meille joka päivä mitä tarvitsemme,
2a0b04009b	ja anna meidän syntimme anteeksi, sillä mekin olemme antaneet anteeksi niille, jotka ovat tehneet syntiä meitä vastaan. Vapauta meidät kiusauksista.»
2a0b0500e8	Hän opetti heille lisää rukouksesta: »Kuvitelkaa, että menette keskiyöllä ystävänne kotiin lainaamaan kolmea leipää. Huudatte oven takaa:’Eräs ystäväni tuli meille, eikä minulla ole hänelle mitään tarjottavaa.’
2a0b07009f	Naapuri vastaa vuoteestaan:’Älä häiritse minua enää. Ovi on jo lukossa ja me olemme kaikki nukkumassa. Minä en nyt kerta kaikkiaan voi auttaa sinua.’
2a0b0800b7	Mutta sanonpa teille: vaikka hän ei avaisikaan ovea siksi, että on ystävänne, hän antaa teille sen mitä haluatte, jos vain itsepintaisesti jatkatte koputtamista tarpeeksi kauan.
2a0b090079	Sama koskee rukousta. Pyytäkää sinnikkäästi, niin saatte. Etsikää, niin löydätte. Kolkuttakaa, niin ovi avataan.
2a0b0a0059	Jokainen pyytävä saa ja etsivä löytää, ja kaikille, jotka kolkuttavat, avataan ovi.
2a0b0b0082	Annatteko te, isät, pojallenne kiven, jos hän pyytää teiltä leipää? Jos hän pyytää kalaa, annatteko hänelle käärmeen?
2a0b0c0032	Tai jos hän pyytää munaa, annatteko skorpionin?
2a0b0d00bf	Jos kerran teidänlaisenne syntiset ihmiset antavat lapsilleen, mitä nämä tarvitsevat, miten Taivaan Isä ei tekisi enemmän? Hän antaa Pyhän Hengen niille, jotka häneltä pyytävät.»
2a0b0e009f	Kun Jeesus oli eräänä päivänä vapauttanut mykän miehen riivaajahengen vallasta, mies sai puhekykynsä takaisin. Väkijoukko oli kiihtynyt ja innoissaan,
2a0b0f009d	mutta jotkut sanoivat: »Mikä ihme se on, että hän ajaa pahoja henkiä ihmisistä. Hänhän saa voimansa itse paholaiselta, riivaajahenkien kuninkaalta!»
2a0b100073	Toiset pyysivät, että hän antaisi jonkin merkin näkyä taivaalla osoittaakseen olevansa Messias, kuten väitti.
2a0b110075	Hän tiesi jokaisen ajatukset ja sanoi: »Sisällissotaan joutunut maa on tuhon oma, samoin koti, jossa riidellään.
2a0b12009b	Jos paholainen tosiaan taistelee itseään vastaan niin että antaa minulle voiman ajaa omia henkiään tiehensä, miten hänen valtakuntansa voi kestää?
2a0b1300d8	Jos minun voimani tulee häneltä, mistä teidän seuraajanne sitten saavat voiman? Hehän myös ajavat ulos demoneja. Osoittaako se mielestänne, että saatana hallitsee heitä? Kysykää heiltä, oletteko oikeassa!
2a0b14005f	Jos ajan pahoja henkiä ulos Jumalan voimalla, se osoittaa, että Jumalan valtakunta on tullut.
2a0b150054	Kun saatana vahvana ja hyvin aseistautuneena vartioi linnaansa, hän on turvassa –
2a0b16008d	kunnes joku vahvempi ja paremmin aseistettu hyökkää hänen kimppuunsa ja voittaa hänet, riisuu aseista ja ryöstää hänen omaisuutensa.
2a0b170060	Se, joka ei ole puolellani, on minua vastaan; jos joku ei auta minua, hän vahingoittaa asiaani.
2a0b180083	Kun paha henki karkotetaan ihmisestä, se lähtee asumattomiin paikkoihin etsimään lepoa. Kun se ei saa rauhaa, se palaa takaisin
2a0b19003f	ja huomaa, että sen entinen koti onkin nyt lakaistu ja puhdas.
2a0b1a00c5	Nyt se käy hakemassa seitsemän muuta henkeä, jotka ovat vielä pahempia kuin se itse, ja ne kaikki asettuvat sinne asumaan. Ihmisraukan tila on nyt seitsemän kertaa huonompi kuin aikaisemmin.»
2a0b1b008d	Hänen puhuessaan joku nainen huusi väkijoukon keskeltä: »Jumala siunatkoon äitiäsi, joka sinut synnytti ja sinua rinnoillaan ravitsi.»
2a0b1c0070	Hän vastasi: »Vielä enemmän Jumala siunaa niitä, jotka kuulevat hänen sanansa ja elävät niiden mukaan.»
2a0b1d0190	Kun kansaa tungeksi hänen ympärillään, hän puhui heille: »Aika on paha ja ihmiset pahoja. He vaativat minulta merkkiä taivaalle todisteeksi siitä, että olen Messias, mutta he saavat minulta vain Joonan todisteen. Se, mitä Joona koki, osoitti Niiniven asukkaille, että hän oli Jumalan lähettämä. Samoin se, mitä minulle tapahtuu, todistaa teille, että minä olen Jumalan lähettämä.
2a0b1f011c	Saban kuningatar nousee tuomiopäivänä tätä sukupolvea vastaan ja tulee sille tuomioksi; hän teki pitkän ja vaivalloisen matkan päästäkseen kuulemaan Salomon viisautta, ja teillä on nyt joukossanne paljon suurempi mies kuin Salomo, mutta vain harvat välittävät hänestä.
2a0b2000bc	Myös Niiniven miehet heräävät tuomitsemaan tämän kansan, sillä Joonan puhuessa he katuivat, ja Joonaa paljon suurempi mies on nyt täällä, mutta tämä kansa ei halua kuunnella.»
2a0b210093	Ei kukaan pane lamppua piiloon sytytettyään sen ensin palamaan. Se pannaan näkyviin, jotta valosta olisi hyötyä kaikille huoneeseen tuleville.
2a0b220097	Silmäsi antaa sisimpääsi valon. Terveet silmät välittävät auringonpaisteen sieluusi. Himoitsevat silmät sammuttavat valon, ja joudut pimeään.
2a0b23002b	Ole varuillasi, ettei auringonpaiste peity!
2a0b24009c	Jos sisimpäsi on täynnä valoa, niin ettei mikään nurkka jää pimeään, on ympärilläsikin valoisaa – aivan kuin olisit kirkkaan lampun loisteessa.
2a0b2500de	Samassa yhteydessä eräs fariseus pyysi Jeesusta kotiinsa syömään. Tultuaan sisään Jeesus kävi heti pöytään eikä peseytynyt niin kuin juutalaisten tapa vaati. Hänen isäntänsä oli tästä hyvin hämmästynyt.
2a0b270091	Jeesus sanoi hänelle silloin: »Te fariseukset olette kyllä päältäpäin puhtaita mutta sisältä likaisia – täynnä ahneutta ja pahuutta.
2a0b28004e	Olette järjettömiä! Eikö Jumala ole tehnyt niin sisä- kuin ulkopuoltakin?
2a0b290032	Sisäinen puhtaus tulee näkyviin anteliaisuutena.
2a0b2a00f3	Voi teitä fariseuksia! Kyllä te luovutatte tarkkaan kymmenykset pienimmistäkin tuloistanne, mutta unohdatte oikeudenmukaisuuden ja Jumalan rakkauden. On hyvä, että annatte kymmenykset, mutta teidän ei pitäisi sivuuttaa muuta tärkeää.
2a0b2b006e	Voi teitä fariseuksia! Te rakastette synagogan kunniapaikkoja ja vastaantulijoiden kohteliaita tervehdyksiä.
2a0b2c0096	Ankara tuomio odottaa teitä. Olette kuin merkitsemättömät haudat, joiden ohi ihmiset kulkevat tietämättä, mitä saastaa niissä on sisällä.»
2a0b2d008a	Eräs uskonnollisen lain tuntija, joka seisoi siinä lähellä, sanoi silloin: »Opettaja, nyt loukkasit myös meidän ammattikuntaamme.»
2a0b2e00b3	»Sama tuomio on edessä teilläkin», Jeesus vastasi. »Te näännytätte ihmiset mahdottomilla uskonnollisilla vaatimuksillanne, joita itse ette koskaan yritäkään täyttää.
2a0b2f005e	Voi teitä! Olette juuri samanlaisia kuin esi-isänne, jotka kauan sitten tappoivat profeetat.
2a0b300056	Murhaajat! Hyväksytte sen, mitä isänne tekivät, ja olisitte itse toimineet samoin.
2a0b310082	Jumala sanoo teistä:’Minä lähetän luoksenne profeettoja ja apostoleita: muutamia heistä te tapatte ja loput ajatte pois.’
2a0b320069	Tämä sukupolvi on vastuussa jokaisesta Jumalan palvelijan murhasta, joka maailman alusta asti on tehty:
2a0b33007f	te olette syyllisiä kaikkien kuolemaan Aabelista Sakarjaan asti, joka menehtyi alttarin ja temppelin pyhimmän osan välillä.
2a0b3400bb	Voi teitä uskonnon tuntijoina pidettyjä miehiä! Te estätte ihmisiä näkemästä totuutta. Itse ette halua sitä hyväksyä ja viette muiltakin mahdollisuuden sen vastaanottamiseen.»
2a0b3500d6	Fariseukset ja lain tuntijat olivat raivoissaan ja ahdistivat häntä tämän jälkeen kiihkeästi monenlaisilla kysymyksillä. He toivoivat hänen sanovan sellaista, mikä antaisi aiheen hänen pidättämiseensä.
2a0c0100fc	Väkeä oli sillä välin kokoontunut tuhatmäärin. Ihmiset talloivat toisiaan tungoksessa. Jeesus sanoi oppilailleen: »Varokaa ennen muuta fariseuksia, jotka esiintyvät hyvinä ja hurskaina, vaikka eivät ole. Sellainen tekopyhyys paljastuu kerran.
2a0c020021	Se on kuin taikinaan pantu hiiva:
2a0c030096	mitä he pimeässä sanovatkin, sen kaikki saavat kuulla päivänvalossa, ja mitä te kuiskaatte seinien sisällä, se kuulutetaan ihmisille katoilta.
2a0c040084	Ystäväni, älkää pelätkö niitä, jotka tahtovat tappaa teidät. He voivat tuhota ruumiin, mutta sieluun heillä ei ole valtaa.
2a0c05007c	Sen sijaan teidän on pelättävä Jumalaa, jolla on valta sekä tappaa ihminen että heittää hänet ikuiseen kadotukseen.
2a0c060078	Mikä on viiden varpusen hinta? Pari killinkiä? Eipä juuri enempää. Kuitenkaan Jumala ei unohda niistä yhtäkään.
2a0c0700af	Jopa sen hän tietää, montako hiusta teillä on päässänne. Teidän ei koskaan tarvitse pelätä, sillä olette te toki Jumalalle arvokkaammat kuin kokonainen varpusparvi.
2a0c08009d	Vakuutan teille, että minä tunnustan taivaassa Jumalan enkelien luona teidät omikseni, jos nyt maan päällä julkisesti tunnustatte minut ystäväksenne.
2a0c09006d	Mutta minä kiellän enkelien edessä tuntevani niitä, jotka täällä ihmisten keskellä kieltävät minut.
2a0c0a007f	Ne, jotka vastustavat minua, saavat kuitenkin anteeksi. Sen sijaan niille, jotka herjaavat Pyhää Henkeä, ei anneta anteeksi.
2a0c0b0083	Kun teidät viedään synagogiin johtavien juutalaisten tutkittaviksi, älkää huolehtiko siitä, mitä sanotte puolustukseksenne,
2a0c0c0042	sillä Pyhä Henki antaa teille oikeat sanat oikealla hetkellä.»
2a0c0d0073	Silloin joku huusi väkijoukosta: »Opettaja, sanothan veljelleni, että hän jakaisi kanssani isämme perinnön!»
2a0c0e0052	Mutta Jeesus vastasi: »Miksi minun pitäisi olla tuomarinne tuollaisessa asiassa?
2a0c0f004b	Älkää aina olko toivomassa itsellenne sellaista, mitä teillä ei ole.»
2a0c100046	Jeesus kertoi vertauksen: »Rikkaalla miehellä oli tuottoisa maatila.
2a0c11005f	Hänen varastonsa olivat jo täpötäynnä, ja hän mietti, mihin saisi mahtumaan lopun viljan.
2a0c120079	Vihdoin hän keksi:’Minäpä puran varastoni ja rakennan tilalle suuremmat. Sitten minulla on tarpeeksi säilytystilaa.
2a0c13009c	Jään lepäämään laakereillani ja sanon itselleni: Tämä riittää moniksi vuosiksi. Nyt voin ottaa vähän kevyemmin – syön, juon ja huvittelen.’
2a0c14006d	Mutta Jumala sanoi hänelle:’Olet hullu! Sinä kuolet tänä yönä. Kuka sitten saa kaiken omaisuutesi?’
2a0c150043	On järjetöntä koota rikkauksia maan päälle eikä taivaaseen.»
2a0c16006f	Oppilailleen Jeesus sanoi sitten: »Älkää kantako huolta siitä, onko teillä tarpeeksi ruokaa ja vaatteita.
2a0c17003e	Onhan elämässä toki paljon muutakin kuin ruoka ja vaatteet!
2a0c1800b5	Katsokaa lintuja – ne eivät kylvä eivätkä korjaa satoa aittoihin ja kuitenkin tulevat hyvin toimeen, sillä Jumala ruokkii ne. Olettehan te toki hänelle lintuja arvokkaammat.
2a0c190049	Ja miksi yleensä kannattaa antaa tällaisten asioiden painaa mieltään?
2a0c1a00b8	Ettehän te suremalla voi pidentää elämäänne edes yhdellä ainoalla päivällä. Ja jos ei suremisesta ole apua pienissä asioissa, niin vielä vähemmän siitä on apua suurissa.
2a0c1b0076	Katsokaa kukkia: ne eivät tee työtä eivätkä ompele, mutta Salomokaan ei ollut juhla-asussaan niin kaunis kuin ne.
2a0c1c0094	Ja jos kerran Jumala näin pukee kasvin, joka tänään kukkii ja huomenna jo lakastuu – ettekö usko, että hän voi myös antaa teille vaatteet?
2a0c1d0034	Älkää kantako huolta ruuastanne ja vaatteistanne.
2a0c1e0069	Ihmiset uurastavat turvatakseen toimeentulonsa, mutta teidän Isänne tietää kyllä, mitä tarvitsette.
2a0c1f0087	Pitäkää Jumalan valtakuntaa elämänne tärkeimpänä asiana, niin Isä antaa teille joka päivä kaiken muunkin, mitä tarvitsette.
2a0c200053	Älä siis pelkää, pieni joukko! Teidän Isänne tahtoo antaa teille valtakunnan.
2a0c2100a2	Myykää, mitä teillä on, ja antakaa niille, jotka tarvitsevat. Näin kokoatte itsellenne aarteita taivaaseen. Niitä eivät varkaat vie eivätkä koit turmele.
2a0c220059	Sillä missä teidän aarteenne on, siellä ovat myös teidän sydämenne ja ajatuksenne.
2a0c2300ca	Olkaa kuin palvelijat, jotka odottavat isäntäänsä kotiin häistä. Olkaa valveilla ja täysissä pukeissa. Silloin olette valmiit avaamaan oven ja päästämään hänet sisään, kun hän koputtaa.
2a0c25009d	Ne, jotka ovat odottaneet hänen paluutaan, kokevat suuren ilon. Isäntä itse kutsuu heidät ruokapöytään, pukeutuu tarjoilijan asuun ja palvelee heitä.
2a0c2600a4	Hän voi palata illalla yhdeksältä tai yhtä hyvin keskiyöllä. Mutta tulipa hän milloin tahansa, ne, jotka ovat häntä odottaneet, ovat onnellisessa asemassa.
2a0c27009e	Kyllähän jokainen olisi valmiina, jos tietäisi tarkan ajan, milloin hän tulee. Varastakin osattaisiin varoa, jos hänen tulonsa tiedettäisiin etukäteen.
2a0c280054	Olkaa siis koko ajan valmiina, sillä palaan silloin kun minua vähiten odotetaan.»
2a0c290049	Pietari kysyi: »Herra, tarkoititko tuon meille vai kaikille muillekin?»
2a0c2a0125	Herra vastasi: »Puhun kaikille, jotka ovat uskollisia ja järkeviä ja joille heidän isäntänsä on antanut vastuun palvelijoiden hyvinvoinnista. Jos isäntä palatessaan huomaa heidän toimineen niin kuin pitikin, he saavat palkan: isäntä antaa koko omaisuutensa heidän hoidettavakseen.
2a0c2d00a8	Palvelija voi myös ajatella, ettei hänen isäntänsä palaa vielä pitkiin aikoihin, ja rupeaakin suojelemisen sijasta lyömään toisia, juopottelemaan ja juhlimaan.
2a0c2e007d	Isäntä palaa ilman ennakkovaroitusta, ja palvelija menettää silloin luottamustehtävänsä ja kokee pettureiden kohtalon.
2a0c2f0055	Hän saa ankaran rangaistuksen, koska ei huolehtinut tehtävistään vaikka ne tiesi.
2a0c3000af	Sellainen, joka ei tiedä tehneensä väärin, saa vain lievän rangaistuksen. Niiltä, joille on annettu paljon, myös vaaditaan paljon, sillä heidän vastuunsa on suurempi.
2a0c310068	Olen tullut tuomaan tulta maan päälle ja miten toivoisinkaan, että olisin jo täyttänyt tehtäväni!
2a0c320068	Edessäni on hirvittävä koettelemus, ja olen hyvin ahdistunut siihen asti kunnes olen läpäissyt sen.
2a0c330067	Luuletteko, että olen tullut tuomaan rauhaa maan päälle? Pikemminkin tuon riitaa ja erimielisyyttä.
2a0c34006c	Tästä lähin perheet jakautuvat kahtia: Kolme on minun puolellani ja kaksi minua vastaan tai päinvastoin.
2a0c350082	Isäja poika ovat eri mieltä, äiti ja tytär joutuvat ristiriitaan keskenään, eivätkä miniä ja anoppi ymmärrä toisiaan.»
2a0c3600a2	Jeesus kääntyi sitten sanomaan väkijoukolle: »Kun te näette pilvien kerääntyvän läntiselle taivaalle, sanotte, että sade on tulossa, ja olette oikeassa.
2a0c370057	Etelätuulten puhaltaessa sanotte:’Tänään tulee hellepäivä’, ja niin tuleekin.
2a0c380098	Tekopyhät! Osaatte kyllä arvioida oikein ilmoja, mutta suljette silmänne kriisiä ennakoivilta merkeiltä, joita näkyy joka puolella ympärillänne.
2a0c390022	Miksi ette tahto nähdä totuutta?
2a0c3a0087	Jos tapaat syyttäjäsi matkalla oikeussaliin, yritä sopia asiasi hänen kanssaan ajoissa, ettet saisi tuomiota ja joutuisi vankilaan.
2a0c3b0059	Sieltä et nimittäin pääse vapaaksi ennen kuin olet maksanut viimeisenkin killingin.»
2a0d010097	Jeesus sai näihin aikoihin tietää, että Pilatus oli surmauttanut joitakin Galilean juutalaisia näiden ollessa uhraamassa Jerusalemin temppelissä.
2a0d020073	»Luuletteko, että he olivat suurempia syntisiä kuin muut galilealaiset, kun heidän kävi näin?» Jeesus kysyi.
2a0d03006c	»Varmasti eivät! Ettekö tajua, että tuhoudutte itsekin, jos ette käänny omilta teiltänne Jumalan luo?
2a0d04008a	Entä ne kahdeksantoista miestä, jotka kuolivat, kun Siiloan torni kaatui heidän päälleen? Olivatko he Jerusalemin pahimpia syntisiä?
2a0d050036	Varmasti eivät! Tekin tuhoudutte, ellette käänny.»
2a0d06009b	Hän kertoi kuvaavan esimerkin: »Eräs mies istutti puutarhaansa viikunapuun ja kävi usein katsomassa, joko se alkaisi tuottaa hedelmää, mutta turhaan.
2a0d0700df	Lopulta hän käski puutarhuria kaatamaan puun.’Olen odottanut kolme vuotta, mutta yhtään viikunaa siinä ei ole kasvanut’, hän sanoi.’Ei kannata enää nähdä vaivaa. Voimme käyttää maan hyödyllisemminkin.’
2a0d080078	’Anna sille vielä mahdollisuus’, puutarhuri pyysi.’Yritetään yksi vuosi. Minä lannoitan ja hoidan sitä hyvin.
2a0d090058	Ensi vuonna varmaan jo saamme viikunoita. Jos niitä ei tule, hävitän sen sitten.’»
2a0d0a002c	Opettaessaan eräänä sapattina synagogassa
2a0d0b0068	Jeesus näki vaikeavammaisen naisen, joka oli joutunut kulkemaan selkä koukussa kahdeksantoista vuotta.
2a0d0c004e	Jeesus kutsui hänet luokseen ja sanoi: »Nainen, olet päässyt vammastasi!»
2a0d0d006c	Hän kosketti naista, ja tämä pystyi heti oikaisemaan selkänsä. Nainen alkoi ääneen ylistää Jumalaa.
2a0d0e00e2	Synagogan johtaja oli kuitenkin hyvin vihainen, koska Jeesus oli parantanut naisen sapattina. Hän huusi kansalle: »Viikossa on kuusi päivää työntekoa varten. Tulkaa silloin parannuttamaan itsenne älkääkä sapattina!»
2a0d0f0073	Mutta Herra vastasi: »Oletpa sinä tekopyhä! Teet itsekin sapattina työtä. Viet karjasi navetasta ulos juomaan.
