2800000007	Matewos
2818320046	Es wostinynyaasa daam bar arunoyna wonaknawa oodnoyna sa'atikna yoona.
281833008b	Es wostinynyaasin heppik kalasire ixabaason dey sinnoy sinne bestesefe baassoneen ane zaguna. Estak waasnewa ay'ni koyet foone sinana» yi.
281901007c	Tusire dey Yesus: «Es kabaasik samaki taatoos tonbesiison ephere mariisin ephak hoorera kesa asir durba naanggotane faarwa.
2819020036	Baassossin uuchiis gowwa; uuchiis dey techumba faanar.
2819030043	Gowwaasikito tonbaason ephefanaknu ooma fu'tana zayiti aane ephowa.
2819040040	Techumba faana barikito tonaasneen ane ooma dayto zayiti ephese.
281905002f	Mariis wokbaase zuuttere afay' ephaan kunesete.
2819060056	«Wassi daani kixxe sinfana kabaasik: ‹Ese mariis ye kessa ephoti› yifa womo odte.
2819070047	Es kabaasik es durba naanggotaasikito zuuttera kabi tonbaason hoossise.
2819080085	Gowwa durba naanggotaasikito techumba faana barikitoki: ‹Inno tonaas tishunir sinna boor'a nitto zayitiistan innok imotiwe› yise.
281909009e	Sinuntano techumba faana durba naanggotaas wolgira: ‹Nittoknawa innokna hooroni zayiti innoki aafa; ek hamma waagtefana keyaassin nittoron waagsoti› yise.
28190a00a0	Gowwa durba naanggotaas waagonak hamefana kabaasik mariis ye. Hoorera fa durba naanggotaas mariisneen ane sargisi koota faanaasta girsete; gamalaas dey kulufte.
28190b005b	«Orfo fu'te durba naanggotaasikito yaasera: ‹Daamiiso! Daamiiso! Innok gachaywa› yise.
28190c0052	Sinuntano bar wolgire: ‹Futo nittok makefawungwe; ta nittotin aane arifat› yi.
28190d0041	Ese wonaasewa sa'atiise aane arifeti sinna boor'a guzira oodti.»
28190e00aa	Tusire dey Yesus ooma beso make: «Samaki taatoossi giruni chowaas ekkatu sinana; ooma daa hamak kesa isa asu wostinynyabaasakitonin teegere fa waagbaason imnaaysimatowa.
28190f007d	Es Daamiis isa isarbesiisik hugnabaasimato isaasik uuch mekiliti; hepsaasik hep mekiliti, keezsaasik isa mekiliti imaat hami.
2819100040	Uuch mekiliti epha bar hamme nagadere ooma uuch mekiliti buu'si.
2819110049	Esiisimato hep mekiliti epha bar hamme nagadere ooma hep mekiliti buu'si.
2819120050	Sinuntano isa mekiliti epha bar daambaasa waaganon taamme daason yiishshe yiiti.
2819130050	Showo wonaneen orfo es wostinynyaasakitoni daam yeere baassoneen ane faadu ephi.
2819140093	Uuch mekiliti epha bar yeere ooma uuch mekiliti buu'sire: ‹Daamiiso! Ne taak uuch mekilititu imitwa; ese ta ooma uuch mekiliti buui'singwa› yi.
28191500b2	Daambaas dey: ‹Ne ma'ar dey amanamto wostinynyawa; garo kiisku wuzaasik amanamto sinit sinna boor'a ta akama wuzaasta neen taatsunawa; hang yaara daamneesa girasi giruwa› yi.
2819160077	Hep mekiliti epha bar dey tai'sere: ‹Daamiiso hep mekilititu taak imitwa; ese dey ooma hep mekiliti buu'singwa› yi.
28191700a7	Daambaas dey: ‹Ne ma'ar dey amanamto wostinynya; garo kiisku wuzaasik amanamto sinta boor'a ta akama wuzaastatu neen taatsunawa. Yaara daamneesa girasi giruwa› yi.
281918008a	Isa mekiliti epha bar tai'sere: ‹Daamiiso buknoyta dimaastan kar'tar; sikonoyta dimaastan zuutitar; ne keena budu asu sinneeson aringwa.
2819190069	Es bari boor'a digefaattu hamma dey waagneeson daason yiishsha yiitingwa. Esewa; waagnees hanifawa› yi.
28191a008f	Daambaas dey wolgire: ‹Ne mangu dey awuja wostinynya; ta buknoyna dimaastan kar'ar; sikonoyna dimaastan zuutinar sinnaason aritar sinnanneen;
28191b0090	Ese waagnaason nagadere buu'suni baassok imit sinfaanane ma'ar sinanan kabawa; estan ta dey yaara mekilitinaason buu'baasneen ane ephana kabawa.
28191c0046	Ese waagaason basa kushuussin ephpha asir mekiliti faana barik imtiwa.
28191d0063	Faana barik dayistona dey arkuna; sinuntano garo kiisku faana barkin es fa barnu basaastan oottona.
28191e0068	Han ke'noy wostinynyaasin ek gero fa talmaassi kisira ha'utiwa; estak waasnewa ay'ni koyne sinana› yi.
28191f0068	«Asuni Naa Ha'oosi wosiya zuuttambaaseneen ane ulfinbaasik yeefena kabaasik ulfinni zigimubaasta duuna.
2819200084	Dara zuuttere barki sina zuuttosone. Keemeriis fantuuson fizoossin korifenaasimato bar dey daraasin baassotna baassotna asin koruna.
281921004d	Fantuusikitonon hoi'ta teshbaasta fizoosikitonon dey alda teshbaasta yeetuna.
281922009d	Estan taatoos dey ho'itbaasta yere baassok ekka una: ‹Abataas suusna nitto yootiwa. Han daas testenanneen kabira nittok hoorera fa taatooson ephphatootiwa.
2819230042	Maktena maasiti; iktena ushiti; Irba sinna nittoki yaana irbasiti.
2819240040	Atatu kutina maysiti; mettena mamsiti; taatena yaara mamsiti.›
2819250070	Ookoni meya dey wolgire ekka usone: ‹Daamiiso ne makten biira aage maasiniso? Wedey ikten biira aage ushiniso?
2819260055	Irba sinna yeen aage neen irbasiniso? Wedey atatu kutifeen biira aage neen maysiniso?
2819270032	Metten wedey taaten aage neeki yaara mamsiniso?›
2819280094	Taatoos dey wolgire: ‹Futok nittok makefawungwa; zuuttambesiise asiistan ater sina han aytaasakitonisin isaasik zagiti bar taaktu zagitiwa› una.
281929008f	Estan alda teshaasta yerse baassok dey ekka una: ‹Nitto erwutto; dabulosniknawa wosibaasikitokna hoore koi'ba foonto geyaassi hantan hamtiwa.
28192a002d	Maktena aane maasuweti; Iktena aane ushuweti.
28192b0064	Irba sinna yaana aane irbasuweti; atatu kutina aane maysuweti; mettena dey taatena aane mamsuweti›
28192c009b	Baasso dey wolugsere: ‹Daamiiso makten wedey ikten; irba sinna yeen wedey atatu sinna kutifeen; metten wedey taaten biira aage argasu beynisso?› usone.
28192d009e	Taatoos dey: ‹Futo nittok makefawungwa; zuuttambesiise asiistan ater sina han aytaasakitonisin isaasik zagu beyti bar taak zagu beytimatowa› yire wolguna.
28192e0077	Es bari boor'a es baasso koi'ba foonto ke'oni keer hamone; sinuntano ookoni meya dey koi'ba foonto kaani keer hamone.»
281a01003f	Yesus es kaamaason zuutire makere koi'sinaase nawobaasakitonik:
281a02006b	«Hep wonaneen orfo faasikani heeboos sinanamato aridifeti. Asuni Naa dey suuttonak aattere imtonirwa» yi.
281a030086	Es kabaasik maagni gaanynye meenawa daraasa kur'uni meena Keyyaffa yistefe maagni gaanynye meeni gaanynyaasa ojni keerkalo zuuttesete.
281a040040	Estak dey Yesusnin aacho ugnak ephoneknawa worsonekna merkesete.
281a05005a	Sinuntano: «Daraasa ganesi naga tishuna boor'a heeboni wonaasik aafa sinanawuza» yisete.
281a060046	Yesus zeemo sinak awataatoni mettan sina Bitaniyaki Simonni keertu fe.
281a07008e	Estak muu muunak tai'sere feen isa mashkasu waagba akama chima shitto albastiros yiste bilqadisi tuumanon ephpha barki yaara teetbaasta wuuki.
281a080058	Nawobaasakito es baron biire haaresefaat: «Han shitoos awuni boor'a baak ke'nor siniso?
281a090041	Hamma akama waagsi waagtera tukamni meyak imtona kabawa» yisete.
281a0a0060	Yesus es baron arifaat ekka yi: «Bar taak ma'a wuzatu zagiwa. Asuson awuniron hopsidifetirinso?
281a0b006d	Tukamni meya wonna wonna nittoneen anetu foosonewa. Sinuntano ta wonna wonna nittoneen ane aafawa foona wuza.
281a0c0047	Bar han shittooson atunaasta wuukinaas ta moogsi kabbartonak hoossukwa.
281a0d00a8	Futo nittok makefawungwa; aytaknu sinun han Misirachchuni kaamaas daa zuuttambaase asiistak maktefana kabaasik bar taak zagina bar dey baron safarok maktettu foonawa.»
281a0e0060	Es kabaasik Askorotki Yuuda yistefe asire heppe nawobaasasin isaas maagni gaanynye meyaki hamme:
281a0f0067	«Ta Yesusnin aatira nittok imaanane awu taak imatirinso?» yi. Baasso dey keezasir shu'ni birri imete.
281a100039	Es sa'atiistan kabire aatire imana ma'a ugna sholet feer.
281a110093	Kixxa maastefana heeboosi tesuni wono nawobaasakito Yesusniki tai'sesere: «Faasikani heeboosi meeta'unon muutak ay hoossunik sholefatso?» yisete.
281a1200cc	Bar dey: «Ek katamaassi hamfeti kabaasik danati asusa keer hamfaat: ‹Assinynyaas: sa'atinaas yaara kar'i; nawotaasakitoneen ane faasikani heeboosi meeta'unon neeki keertu zagunawa yifewa› utiwa» yi.
281a13005d	Nawobaasakito dey Yesus ajajenaasimato zagsete. Faasikani heeboosi meeta'unon dey hoossisete.
281a140049	Waalfana kabaasik Yesus asire heppe nawobaasakitoneen ane muuk diisesete.
281a150057	Meesefeen Yesus: «Futo nittok makefawungwa, nittoossin isaas taan aatire imnirwa» yi.
281a160050	Isa isarbesiis akamanon suumesere: «Daamiiso; tawa iyaatoso?» yiset mamussete.
281a170048	Yesus wolgire: «Taneen ane koranaassi dukife bartu taan aatire imnirwa.
281a180094	Asuni Naa barik tichchenaasimato kituk hamnirwa. Sinuntano Asuni Naanin aatire imni bar haybubawowa. Es asus koonto shaki sinfaanane barik wayyawa»
281a190068	Aatire imni Yuuda dey wolgire: «Assinynyano; tawa iyaatoso?» yi. Yesus dey: «Ne maketaasimatowa» yi.
281a1a006d	Meesefeen Yesus tushaason ephphe galattefaat batte nawobaasakitonik: «Esewa, muutiwa; haniis ashnaaswa» yi.
281a1b004a	Toofooson dey ephphe galattefaat: «Zuuttamnitiise han toofoossin ushtiwa.
281a1c0056	Haniis showo asuni meeni boor'aas feeshun ustonak wuuktoni gaddo teyyaasi harinnaaswa.
281a1d009a	Sinuntano nittok makefawungwa; abataasa taatosi nittoneen ane han gaddo wayinini gaanni ushanon ushananneen hawungneen ekalo hepsi aafawa ushanawuza» yi.
281a1e003a	Gaama gaametenneen orfo den Dabrazayitini kumaasta kesete.
281a1f0098	Estan Yesus: «‹Keemeriisin ichana; fantuusi wodo dey siktona› yistera tichchera faar sinna boor'a hawungti waalaasik zuuttamnitiise taan mormotiwa.
281a200049	Sinuntano kitun kabinanneen orfo nittoostan zeemma Galiilatu hamana» yi.
281a210055	Phexiros wolgire: «Oomiis zuuttere neen mormesefeknu ta neen aafa mormona wuza» yi.
281a220065	Yesus: «Futo neek makefawungwa; hawungti waalaasik ako oorunoyfeen; keeza wolla taan mormotawa» yi.
281a230089	Sinuntano Phexiros dey: «Neneen ane kitu sholsifaananenu isanne aafawa neen mormona wuza» yi. Oom Nawobaasakito dey esiisimato maksete.
281a240097	Estan Yesus nawobaasakitoneen Getesemani yistefa dimaasta hami. Estak nawobaasakitonin: «Ta ek hamma shiiphonar sinna boor'a nitto hanta footiwa» yi.
281a250063	Yesus Phexirosninnawa hep Zabdewosni naanggotiisinna zoonsire hami. Tiir'o barin ephaan suumo ephi.
281a26006a	Ekka dey yi: «Kaanaas kituta kar'ananneen akamanon suumewa. Nitto hanta faafaat taneen ane chimtiwa» yi.
281a2700b4	Baassostan garonon eksefaat kaa'nere ekka yit shiiphe: «Abataaso; chimtefaanane han shanani toofoos tayistan aatungwa. Sinuntano ne shuntamato sinanaastano ta shunnamatotawa» yi.
281a280073	Es keez nawobaasakitoniki wolle yeere kunefeen dani. Phexirosnin: «Taneen ane isa sa'atine guzuk aane chimetinoso?
281a290061	Fatanasi girunoytimato guzira shiiphotiwa. Ayyanaas hooreratu fa, sinuntano ashaas hopiyawa» yi.
281a2a008a	Hepsa dey hamme ekka yit shiiphe: «Abataaso! Han shanani toofoos ushanon ushnoy faana aatak chimtonor sinfaanane ne shunta bar sinungwa»
281a2b0049	Wolle yeere kar'in nawobaasakitoni aafaas afay'nik fayfaan kunefeen dani.
281a2c0037	Dey baassotin beyye hamme keezsa ukkotiisimato shiiphe.
281a2d009a	Estan nawobaasakitoniki yeere: «Hashneen kar'a kunfetiyoso? Dey beysa ephtifetiyoso? Ese Asuni Naa boor'ni meeni kushusi aattere imtona sa'atiis kar'iwa.
281a2e0034	Kabseni hamniwa. Taan aatire imni bar tai'sewa» yi.
281a2f00cb	Es baron makefeen asire heppe nawobaasasin isaas sina Yuuda ye. Barneen ane dey siifonewa mukne epho showo dara yeesete. Baasso dey maagni gaanynye meyakinnawa daraasa kur'uni meyakinna wostere yeeseter.
281a30004f	Aatire imni Yuuda: «Ta daamona barintu ephatiwa» yire baassok beso imme feer.
281a310054	Yuuda geregere Yesusniki tai'sere: «Assinynyano! Naga neek sinfawungwa» yit daame.
281a320065	Yesus: «Zomotaaso! Ese yaata chowaason koi'suwa?» yi. Estan asuni meya Yesusniki tai'sesere ephete.
281a33008e	Es kabaasik Yesusneen ane fe baassossin isaas kushubaason shongere siifoson kisire maagni gaanynye meeni gaanynyaasa wostinynyani odonon kace.
281a340082	Sinuntano Yesus barik ekka yi: «Siifo kisife baasso zuuttere siifoktu tishusone sinna boor'a siifoneeson zanbaassi wolgira gedwa.
281a35007a	Abataasin shiiphefaanane bar showo kumsi faadtoni meya taar'o Ha'oni wosiya wosuk hopunirne faar sinna nittok bestefawoso?
281a360072	Ekka sinar sinfaanane: ‹Shana ephphetoonak sholsifa› yifa korto matsafaasi kaama aakkak sinanak chimnirinso?»
281a3700b9	Es kabaasik Yesus daraasik: «Bo'inynyani ephni asunimato siifonewa mukne ephpha taan ephatik yaatiyoso? Wonna wonna betemeqdesiissi assit nittoneen ane faana kabaasik aane taan epheti.
281a3800a4	Sinuntano han bar zuuttambaase sinnaas raajjuni meeni matsafaassi tichchera kuni bar sinanakwa» yi. Es kabaasik nawobaasakito zuuttambesiise barin beyere eelesete.
281a39009a	Yesusnin epha asuni meya maagni gaanynye meeni gaanynya sina Keyyaffaniki taamete. Estak dey Museni tumaasi assinynyanawa kur'uni meena zuuttere feeseter.
281a3a00a9	Sinuntano Phexiros maagni gaanynye meeni gaanynyaasa ojni keerkalo kar'ananneen woksok orfobaase hami. Sinni chowaasi ko'anon biyanak keerkalo girire tasoni meyaneen di.
281a3b008e	Maagni gaanynye meenawa Ayhudni shonggota diisefe baassotna zuuttere Yesusniista kituni mangsuni kar'a katusonek esh zaalnin sholset feeseter.
281a3c006f	Showo esh zaalni meya tai'sisefeknu Yesusnin kituta katuni zaala aane danoto. Koi'baasta dey hep zaal tai'sere:
281a3d005f	«Han asus: ‹Betemeqdesiison bogaat keezsinari wono wolgira keer'anawa› yiwa» yit maksete.
281a3e006b	Maagni gaanynye meeni gaanynyaas kabire: «Han asuni meya neyista maksefe zaalaason aane wolgifenoso?» yi.
281a3f009e	Sinuntano Yesus shaakki. Maagni gaanynye meeni gaanynyaas dey: «Hayewa Ha'oosi sunak neen teysifawungwa! Ne Ha'oni naa Kiristoos sinneeson innok makowa» yi.
281a4000b8	Yesus: «Ne maketaasimatowa; nittok makefawungwa, hawungneen ekalo Asuni Naa hugnaba faana Ha'oosi ho'itta diifen biyatiwa. Esiisimato dey samaki shaaruusikitota yeefeen biyatiwa» yi.
281a4100ae	Es kabaasik maagni gaanynye meeni gaanynyaas maybaason karasaat: «Ha'oosta mei'ni kaama makewa. Nittonu me'baason odetiwa. Haniistan ooma zaala awuniron sholsunirinso?» yi.
281a420056	Eekin nittok awu sinna bestefaso? Baasso dey: «Kitutu barik sholsuwa» yit wolgisete.
281a43002d	Es kabaasik sinba tujeset, ki'eset, bocheset:
281a440047	«Kiristoosno! Neen ichaas oonso? Raaji innok makebbo» yiset feeseter.
281a450073	Phexiros ojni keerkalo diifen isa keerki wostinynya barki tai'sera: «Ne dey Galiilaki Yesusneen ane faatarwa» yi.
281a46005b	Sinuntano Phexiros: «Ne makefata baron aane arifatwe» yit zuuttambesiise asi sinak morme.
281a470078	Finynya kesfeen ooma keerki wostinynya dey barin biyaat esta fe baassok: «Han bar Naaziretki Yesusneen ane feerwa» yi.
281a480043	Hepsa dey Phexiros teyire: «Es makefata asusin aane arifatwe» yi.
281a490085	Garo sa'atineen orfo esta yere asuni meya tai'sere Phexirosnin: «Wolumnees assidifawa, futok ne baasso ganeyaassin isaaswa» yisete.
281a4a007b	Es kabaasik Phexiros: «Ta es asusin aane arifatwa» yit bar barin wolgire erwuknawa tewukna kabi. Estan geregere ako oori.
281a4b0087	Phexiros dey: «Ako oorunoyfeen keeza wolla mormotawa» yit Yesus makena bar nibbaassi keji. Gerakalo kesse dey akamanon suumere waasi.
281b010079	E'so wonsak maagni gaanynye meenawa daraasa kur'uni meena zuuttere Yesusniista kituni mangsuni kar'a katusonek merkesete.
281b020045	Estan Yesusnin taar'e ephphe taamme ha'sife Pilatosniki aatire imete.
281b030092	Yesusniista mangsu katenamato aatire ima Yuuda biyaat gaabbe. Keezasir shu'ni birriison dey maagni gaanynye meyaknawa kur'uni meyakna wolgire imi.
281b04007f	«Kayim asusin kituk aatire imnaasik boor'a wostengwa» yi. Sinuntano baasso: «Eekin innotin aamba tiir'e? Ne girowa» yisete.
281b050055	Yuuda dey keezasir shu'ni birriison betemeqdesiissi taamme ha'aat hamme geetere kiti.
281b060099	Maagni gaanynye meya keezasir shu'ni birriison ephere: «Han bar harinni waaga sinna boor'a betemeqdesiisik imte waagaassi woi'sunik sholsutawa» yisete.
281b070046	Estan merkesere irbani mooga sinanak koda ooi'fe basa daanon waagsete.
281b080051	Es bari boor'a es daas hash hawungneen kar'a: «Harinni daa» yisteratu teegtefa.
281b090064	Esiisik: «Israelni naanggotaasikito gammatesete barik sinni waaga keezasir shu'ni birriison ephete.
281b0a006e	Daamiis taan ajajenaasimato koda ooi'fe basa daasik kaassete» yistera raajju Ermiyasniki kamo makte bar sini.
281b0b007f	Yesus daa ha'sife Philaxosni sina ta'i. Bar dey: «Ne Ayhudni taatonoso?» yit mamsi. Yesus wolgire: «Ne maketaasimatowa» yi.
281b0c0058	Maagni meeni gaanynyasakitonawa kur'uni meena barin malassefeen isa wuzane aane wolguwe.
281b0d004e	Estan Pilatos: «Apun wuza neyista teshshere malassedifemato aane odefenoso?»
281b0e0057	Daa ha'sife bar akamanon diinqonanneen teshshesete malataasik isa kaamanu aane wolguwe.
281b0f006e	Daason ha'sife bar faasika fasikaasik daraas isa taato kottonak mamsinaysimato taatoos kotin dostere feeseter.
281b100031	Es kabaasik manguk arto Barbaan yiste taato feer.
281b11006e	Baasso zuuttere feeseten Pilatos: «Barbaaniningwa wedey Kiristoos yiste [Yesusnin] kotanak sholefetiso?» yi.
281b12004f	Pilatos ekka yinaas baasso manguk aatire imobesiison arire feer sinna boor'awa.
281b1300a0	Pilatos mangsuni kar'ni kodaasta diifen basa asus: «Han asusa chowanon waalin miitok akama shana biingwa. Han kayim asusata isa wuzane zagutaatawa» yira wosi.
281b140074	Sinuntano maagni gaanynye meenawa kur'uni meena Barbaan kottonaknawa Yesus wortonakna mamsusonek daraasin kiitisete.
281b150093	Daa ha'sife bar wolgire: «Heppiisasin aafferin kotanak sholefetiso?» yit daraasin mamsi. Baasso dey: «Barbaannintu kotatak sholefeniwa» yisete.
281b160069	Pilatos: «Eekin Kiristoos yistefe Yesusnin awu zagunarinso?» yi. Zuuttambesiise: «Suuttowowa» yisete.
281b170070	Ha'sife bar: «Aamso? Bar mangsina wuza aambanso?» yi. Sinuntano baasso: «Suuttowowa» yit chaaga arkissisete.
281b18009f	Pilatos biin naga turuksunir sinbaase aka barik teshshosonek zagire daraasa sina kushubaason maset: «Ta han asusa harinsik aafotwa. Nittotu mamustonirwa» yi.
281b190058	Daraas zuuttere: «Han asusa hanna innoostanawa naanggotniistana sinun» yire wolgisete.
281b1a0055	Es kabaasik Barbaannin kotte gafkaat Yesusnin alanggak ishshire suuttonak aatire imi.
281b1b0097	Es kabaasik ha'sife basa meya taar'osakito Yesusnin ephphe ha'sife basa ojaasi keerkalo taamete. Meya taar'osakitonin dey Yesusni biratoosta zuutisete.
281b1c002b	Maambaason gaa'efaat she'a maama maysisete.
281b1d009e	Seer'a ma'ire teetbaasta guufsisete. Hoi'ta kushubaassi sobboqoni haaro ootisefaat sinba kaa'nesere: «Ayhudni taatono! Naga neek sinfawungwa» yit kanyesete.
281b1e0046	Tujeset haarooson dey kushubaassin ephere teetbaason icheset feeseter.
281b1f0067	Kanyesetenneen orfo she'a maamaason gaa'efaat basa maamaason wolgire maysisere suuttonak ephphe hamete.
281b200076	Ha'sife basa ojaasi keerkalon kesefe kabaasik Simon yistefe Qerenaki asunin danesere mesqeliison wor'anak giddisisete.
281b21004a	Esseen orfo kotbaas dey: «Teetni mega» yistera teegtefa Golgota kar'ete.
281b22005e	Estak tisha woi'to wayinini usha ushanak imete. Bar dey bechchire biyaat ushanak aane sholowe.
281b230033	Suutetenneen orfo maambaasta ixa ha'sere haa'esete.
