0100000006	Genesi
091b0800cc	Davide e i suoi uomini partivano a fare razzie contro i Ghesuriti, i Ghirziti e gli Amaleciti: questi appunto sono gli abitanti di quel territorio che si estende da Telam verso Sur fino al paese d'Egitto.
091b0900a6	Davide batteva quel territorio e non lasciava in vita né uomo né donna; prendeva greggi e armenti, asini e cammelli e vesti, poi tornava indietro e veniva da Achis.
091b0a00b0	Quando Achis chiedeva: «Dove avete fatto scorrerie oggi?», Davide rispondeva: «Contro il Negheb di Giuda, contro il Negheb degli Ierahmeeliti, contro il Negheb dei Keniti».
091b0b00d9	Davide non lasciava sopravvivere né uomo né donna da portare a Gat, pensando: «Non vorrei che riferissero contro di noi: Così ha fatto Davide». Tale fu la sua condotta finché dimorò nel territorio dei Filistei.
091b0c0086	Achis faceva conto su Davide, pensando: «Certo si è attirato l'odio del suo popolo, di Israele e così sarà per sempre mio servo».
091c0100b7	In quei giorni i Filistei radunarono l'esercito per combattere contro Israele e Achis disse a Davide: «Tieni bene a mente che devi uscire in campo con me insieme con i tuoi uomini».
091c020089	Davide rispose ad Achis: «Tu sai gia quello che farà il tuo servo». Achis disse: «Bene! Ti faccio per sempre mia guardia del corpo».
091c0300a9	Samuele era morto e tutto Israele aveva fatto il lamento su di lui; poi l'avevano seppellito in Rama sua città. Saul aveva bandito dal paese i negromanti e gl'indovini.
091c040076	I Filistei si radunarono, si mossero e posero il campo in Sunàm. Saul radunò tutto Israele e si accampò sul Gelboe.
091c050058	Quando Saul vide il campo dei Filistei, rimase atterrito e il suo cuore tremò di paura.
091c06007e	Saul consultò il Signore e il Signore non gli rispose né attraverso sogni, né mediante gli Urim, né per mezzo dei profeti.
091c0700b5	Allora Saul disse ai suoi ministri: «Cercatemi una negromante, perché voglio andare a consultarla». I suoi ministri gli risposero: «Vi è una negromante nella città di Endor».
091c0800b2	Saul si camuffò, si travestì e partì con due uomini. Arrivò da quella donna di notte. Disse: «Pratica la divinazione per me con uno spirito. Evocami colui che io ti dirò».
091c0900af	La donna gli rispose: «Tu sai bene quello che ha fatto Saul: ha eliminato dal paese i negromanti e gli indovini e tu perché tendi un tranello alla mia vita per uccidermi?».
091c0a0067	Saul le giurò per il Signore: «Per la vita del Signore, non avrai alcuna colpa per questa faccenda».
091c0b0041	Essa disse: «Chi devo evocarti?». Rispose: «Evocami Samuele».
091c0c007b	La donna vide Samuele e proruppe in un forte grido e disse quella donna a Saul: «Perché mi hai ingannata? Tu sei Saul!».
091c0d007c	Le rispose il re: «Non aver paura, che cosa vedi?». La donna disse a Saul: «Vedo un essere divino che sale dalla terra».
091c0e00c7	Le domandò: «Che aspetto ha?». Rispose: «E' un uomo anziano che sale ed è avvolto in un mantello». Saul comprese che era veramente Samuele e si inginocchiò con la faccia a terra e si prostrò.
091c0f014c	Allora Samuele disse a Saul: «Perché mi hai disturbato e costretto a salire?». Saul rispose: «Sono in grande difficoltà. I Filistei mi muovono guerra e Dio si è allontanato da me; non mi ha più risposto né per mezzo dei profeti, né per mezzo dei sogni; perciò ti ho evocato, perché tu mi manifesti quello che devo fare».
091c100073	Samuele rispose: «Perché mi vuoi consultare, quando il Signore si è allontanato da te ed è divenuto tuo nemico?
091c110096	Il Signore ha fatto nei tuoi riguardi quello che ha detto per mia bocca. Il Signore ha strappato da te il regno e l'ha dato al tuo prossimo, a Davide.
091c12009d	Poiché non hai ascoltato il comando del Signore e non hai dato effetto alla sua ira contro Amalek, per questo il Signore ti ha trattato oggi in questo modo.
091c1300c4	Il Signore abbandonerà inoltre Israele insieme con te nelle mani dei Filistei. Domani tu e i tuoi figli sarete con me; il Signore consegnerà anche l'accampamento d'Israele in mano ai Filistei».
091c1400b4	All'istante Saul cadde a terra lungo disteso, pieno di terrore per le parole di Samuele; inoltre era gia senza forze perché non aveva mangiato niente tutto quel giorno e la notte.
091c1500c6	Allora la donna si accostò a Saul e vedendolo tutto spaventato, gli disse: «Ecco, la tua serva ha ascoltato i tuoi ordini. Ho esposto al pericolo la vita per obbedire alla parola che mi hai detto.
091c160097	Ma ora ascolta anche tu la voce della tua serva. Ti ho preparato un pezzo di pane: mangia e riprenderai le forze, perché devi rimetterti in viaggio».
091c170099	Egli rifiutava e diceva: «Non mangio». Ma i suoi servi insieme alla donna lo costrinsero e accettò di mangiare. Si alzò da terra e sedette sul letto.
091c180089	La donna aveva in casa un vitello da ingrasso; si affrettò a ucciderlo, poi prese la farina, la impastò e gli fece cuocere pani azzimi.
091c19006c	Mise tutto davanti a Saul e ai suoi servi. Essi mangiarono, poi si alzarono e partirono quella stessa notte.
091d010087	I Filistei avevano concentrato tutte le forze in Afek, mentre gli Israeliti erano accampati presso la sorgente che si trova in Izreèl.
091d020082	I capi dei Filistei marciavano con le loro centinaia e le migliaia. Davide e i suoi uomini marciavano alla retroguardia con Achis.
091d030111	I capi dei Filistei domandarono: «Che cosa fanno questi Ebrei?». Achis rispose ai capi dei Filistei: «Non è forse costui Davide servo di Saul re d'Israele? E' stato con me un anno o due e non ho trovato in lui nulla da ridire dal giorno della sua venuta fino ad oggi».
091d040130	I capi dei Filistei furono tutti contro di lui e gli intimarono: «Rimanda quest'uomo: torni al luogo che gli hai assegnato. Non venga con noi in guerra, perché non diventi nostro nemico durante il combattimento. Come riacquisterà costui il favore del suo signore, se non con la testa di questi uomini?
091d050073	«Saul ha ucciso i suoi mille e Davide i suoi diecimila?». Non è costui quel Davide a cui cantavano tra le danze:
091d0600ff	Achis chiamò Davide e gli disse: «Per la vita del Signore, tu sei leale e io vedo con piacere che tu vada e venga con me in guerra, perché non ho trovato in te alcuna malizia, da quando sei arrivato fino ad oggi. Ma non sei gradito agli occhi dei capi.
091d070056	Quindi torna indietro, per non passare come nemico agli occhi dei capi dei Filistei».
091d0800d8	Rispose Davide ad Achis: «Che cosa ho fatto e che cosa hai trovato nel tuo servo, da quando sono venuto alla tua presenza fino ad oggi, perché io non possa venire a combattere contro i nemici del re mio signore?».
091d09009d	Rispose Achis a Davide: «So bene che tu mi sei prezioso come un inviato di Dio; ma i capi dei Filistei mi hanno detto: Non deve venire con noi a combattere.
091d0a0088	Alzatevi dunque domani mattina tu e i servi del tuo signore che sono venuti con te. Alzatevi presto e allo spuntar del giorno partite».
091d0b008e	Il mattino dopo Davide e i suoi uomini si alzarono presto per partire e tornarono nel territorio dei Filistei. I Filistei salirono ad Izreèl.
091e0100b3	Quando Davide e i suoi uomini arrivarono a Ziklàg il terzo giorno, gli Amaleciti avevano fatto una razzia nel Negheb e a Ziklàg. Avevano distrutto Ziklàg appiccandole il fuoco.
091e020093	Avevano condotto via le donne e quanti vi erano, piccoli e grandi; non avevano ucciso nessuno, ma li avevano fatti prigionieri e se n'erano andati.
091e0300a6	Tornò dunque Davide e gli uomini che erano con lui ed ecco la città era in preda alle fiamme; le loro donne, i loro figli e le loro figlie erano stati condotti via.
091e04004a	Davide e la sua gente alzarono la voce e piansero finché ne ebbero forza.
091e050070	Le due mogli di Davide, Achinoàm di Izrèel e Abigail, gia moglie di Nabal da Carmel, erano state condotte via.
091e0600d3	Davide fu in grande angoscia perché tutta quella gente parlava di lapidarlo. Tutti avevano l'animo esasperato, ciascuno per i suoi figli e le sue figlie. Ma Davide ritrovò forza e coraggio nel Signore suo Dio.
091e070076	Allora Davide disse al sacerdote Ebiatar figlio di Achimelech: «Portami l' efod». Ebiatar accostò l' efod a Davide.
091e08009f	Davide consultò il Signore e chiese: «Devo inseguire questa banda? La raggiungerò?». Gli rispose: «Inseguila, la raggiungerai e libererai i prigionieri».
091e090082	Davide e i seicento uomini che erano con lui partirono e giunsero al torrente di Besor, dove quelli rimasti indietro si fermarono.
091e0a009a	Davide continuò l'inseguimento con quattrocento uomini: si fermarono invece duecento uomini che erano troppo affaticati per passare il torrente di Besor.
091e0b0077	Trovarono nella campagna un Egiziano e lo portarono a Davide. Gli diedero da mangiare pane e gli diedero da bere acqua.
091e0c00c1	Gli diedero anche una schiacciata di fichi secchi e due grappoli di uva passa. Mangiò e si sentì rianimato, perché non aveva preso cibo e non aveva bevuto acqua da tre giorni e da tre notti.
091e0d00c3	Davide gli domandò: «A chi appartieni tu e di dove sei?». Rispose: «Sono un giovane egiziano, schiavo di un Amalecita. Il mio padrone mi ha abbandonato perché tre giorni fa mi sono ammalato.
091e0e007a	Noi abbiamo depredato il Negheb dei Cretei, quello di Giuda e il Negheb di Caleb e abbiamo appiccato il fuoco a Ziklàg».
091e0f00b3	Davide gli disse: «Vuoi tu guidarmi verso quella banda?». Rispose: «Giurami per Dio che non mi ucciderai e non mi riconsegnerai al mio padrone e ti condurrò da quella banda».
091e1000c6	Così fece da guida ed ecco, erano sparsi sulla distesa di quella regione a mangiare e a bere e a far festa con tutto l'ingente bottino che avevano preso dal paese dei Filistei e dal paese di Giuda.
091e1100ad	Davide li battè dalle prime luci dell'alba fino alla sera del giorno dopo e non sfuggì alcuno di essi, se non quattrocento giovani, che montarono sui cammelli e fuggirono.
091e12006d	Davide liberò tutti coloro che gli Amaleciti avevano preso e in particolare Davide liberò le sue due mogli.
091e1300a0	Non mancò nessuno tra di essi, né piccolo né grande, né figli né figlie, né la preda né ogni altra cosa che era stata presa loro: Davide ricuperò tutto.
091e14008f	Davide prese tutto il bestiame minuto e grosso: spingevano davanti a lui tutto questo bestiame e gridavano: «Questo è il bottino di Davide».
091e1500fc	Davide poi giunse ai duecento uomini che erano troppo sfiniti per seguire Davide e aveva fatto rimanere al torrente di Besor. Essi andarono incontro a Davide e a tutta la sua gente: Davide con la truppa si accostò e domandò loro come stavano le cose.
091e1600ee	Ma tutti i cattivi e gli iniqui tra gli uomini che erano andati con Davide si misero a dire: «Poiché non sono venuti con noi, non si dia loro niente della preda, eccetto le mogli e i figli di ciascuno; li conducano via e se ne vadano».
091e1700af	Davide rispose: «Non fate così, fratelli miei, con quello che il Signore ci ha dato, salvandoci tutti e mettendo nelle nostre mani quella torma che era venuta contro di noi.
091e1800a8	Chi vorrà seguire questo vostro parere? Perché quale la parte di chi scende a battaglia, tale è la parte di chi fa la guardia ai bagagli: insieme faranno le parti».
091e190054	Da quel giorno in poi stabilì questo come regola e statuto in Israele fino ad oggi.
091e1a00b7	Quando fu di ritorno a Ziklàg, Davide mandò parte del bottino agli anziani di Giuda suoi amici, con queste parole: «Eccovi un dono proveniente dal bottino dei nemici del Signore»:
091e1b0045	a quelli di Betel e a quelli di Rama nel Negheb, a quelli di Iattìr,
091e1c003d	a quelli di Aroer, a quelli di Sifmòt, a quelli di Estemoà,
091e1d005f	a quelli di Ràcal, a quelli delle città degli Ieracmeeliti, a quelli delle città dei Keniti,
091e1e003d	a quelli di Cormà, a quelli di Bor-Asàn, a quelli di Atach,
091e1f005c	a quelli di Ebron e a quelli di tutti i luoghi per cui era passato Davide con i suoi uomini.
091f010082	I Filistei vennero a battaglia con Israele, ma gli Israeliti fuggirono davanti ai Filistei e ne caddero trafitti sul monte Gelboe.
091f02007a	I Filistei si strinsero attorno a Saul e ai suoi figli e colpirono a morte Giònata, Abinadàb e Malkisuà, figli di Saul.
091f03007a	La lotta si aggravò contro Saul: gli arcieri lo presero di mira con gli archi ed egli fu ferito gravemente dagli arcieri.
091f0400f3	Allora Saul disse al suo scudiero: «Sfodera la spada e trafiggimi, prima che vengano quei non circoncisi a trafiggermi e a schernirmi». Ma lo scudiero non volle, perché era troppo spaventato. Allora Saul prese la spada e vi si gettò sopra.
091f050060	Quando lo scudiero vide che Saul era morto, si gettò anche lui sulla sua spada e morì con lui.
091f060068	Così morirono insieme in quel giorno Saul e i suoi tre figli, lo scudiero e ancora tutti i suoi uomini.
091f070103	Quando gli Israeliti che erano dall'altra parte della valle e quelli che erano oltre il Giordano, videro che l'esercito d'Israele era in fuga ed erano morti Saul e i suoi figli, abbandonarono le loro città e fuggirono. I Filistei vennero e vi si stabilirono.
091f08007e	Il giorno dopo, quando i Filistei vennero per depredare i cadaveri, trovarono Saul e i suoi tre figli caduti sul monte Gelboe.
091f0900c8	Essi tagliarono la testa di lui, lo spogliarono dell'armatura e inviarono queste cose nel paese dei Filistei, girando dovunque per dare il felice annunzio ai templi dei loro idoli e a tutto il popolo.
091f0a005a	Posero poi le sue armi nel tempio di Astàrte e appesero il suo corpo alle mura di Beisan.
091f0b005c	I cittadini di Iabes di Gàlaad vennero a sapere quello che i Filistei avevano fatto a Saul.
091f0c00c4	Allora tutti gli uomini valorosi si mossero: partirono nel pieno della notte e sottrassero il corpo di Saul e i corpi dei suoi figli dalle mura di Beisan, li portarono a Iabes e qui li bruciarono.
