2800000008	Maatoosa
2a15070070	Unttin, «Asttamaarizayo, hyanna ubbanna hyanodanna ayde? Mahi hyanna hyanodannis mallita akko?» yaga7i oocida.
2a150800b3	Yesuusa yaga7i unttis mahe inggida: «Balinttaame gaar naaginttote. Gaamuntsi fana, ‹Ta Kiristtoosa, wodita ukkida› yaga7ite ta suntsite ye7oda, yezin yin unttana kaallippete.
2a15090090	Yin olabazin as iitatitsi si7ize wode tannippete. Yinna tiinidhii yi7odanna attaamebaz maaqqade gisho wode wurssutsita ellisii ye7oos» yagayda.
2a150a0043	Kaallin, «Worzha worzhalla afa, ka7itumo ka7itumolla afa denddoda.
2a150b007b	Damma sa7a eni7e hyanoda, gado hyargge naye bay7en dumma dumma bessa gaammada, zhashize bazin damma malla saloppa benttoda.
2a150c00d2	Yezin hyanna ubbanna hyanodannippa tiino ta suntsiti gisho ga7i asi yinttana baytsoda aykkoda. Ayhude woosa Keetstsa firddi achchi keetstsa yinttana oloda. Kaat tiinon worzha ahizuntsii tiino yinttana kanggoda.
2a150d0039	Yinnan ta baz yin unttis markkidhades lo77o oge maaqqada.
2a150e0061	Yinnii gisho, yin oocinttize wode waaga7i mahe immade ga7i yin wozintte un7inttaame fana qoppote.
2a150f006e	Akkos gayko, yin morkkuntsi yinttara eqinttodesin lallodes dandda7oosse doonan cinccatitsi ta yinttis inggoda.
2a15100085	Melle atto yezin, yinttana yeliduntsi, yin ishuntsi, yin iginuntsi lagguntsi yinttana aatsii inggoda. Yin giddappa feta feta wodhoda.
2a15110040	Ta suntsiti gisho asi ubba tiintte yin ixinttiduntsana maaqqada.
2a1512003c	Yezin melle atto yezin, yin omma isintsitippa feten dhaboos.
2a15130031	Mintsii dandda7ara yin, yin shemppito ashshoda.»
2a15140062	«Yerusalaame katamita allaga wottaddarera gasintti bettezin yin bi7iko iis dhabe ukkidanno erote.
2a15150071	Ye wode Yihuda yeze ubbanna derego woxxii dhabo, katamite yezuntsi yeygappa kezo, gaxare yezuntsi katama gelippe.
2a15160052	Akkos gayko, hyanna xaafinttidanna folinttode gaar yinna Xoozze kushe mahize wode.
2a15170084	Sa7alla afa damma madha ye7oda, hyannen asalla afa Xoozze baadditsi ye7oda. Yinnii gisho, wodatsi maachuntsisin dhantsizuntsis bade.
2a15180098	Un mashshara hyayqqoda, asi ubbanna allaga sa7a yessada. Ayhude maaqqoosse asunts wodita folinttode wontsis Yerusalaame unttara yedhinttidanno maaqqada.
2a15190079	«Awan, aginan, xoolinttolla afa malla benttoda. Abbappan zuluntte en7e denddidannippa sa7a yeze asi un7inttoda yirggoda.
2a151a005f	Salo wolqqita buqunttode gisho asi zhashmoran sa7alla afa akko yi7adyessa ga7i naagora tannoda.
2a151b0049	Ye wode As Na7ay wolqqaran damma bonchchoran dhonnera ye7odera un be7ada.
2a151c0086	Yinttana ashshize ukkide gisho hyanna hyanizanna folinttodes aykkize wode giiginttii eqqote, yin ommito dhoqi yiizii bo7ote» yagayda.
2a151d0050	Kaallin, hyannigaara ga7i aazize ohida: «Belese minxan melle minxa ubba bo7ote.
2a151e002c	Un aacize wode torchche ukkidanno yin erane.
2a151f0057	Yinnii gaara hyanna hyanizanna folinttodera yin bi7iko Xoozze ka7itumo ukkidanno erote.
2a15200056	«Ta yinttis turo ohine; hyanna ubbanna folinttode wontsis hyanna yeletitsita aadhoos.
2a1521002e	Salon sa7an aadhoda, yezin ta qaaltta aadhoos.
2a152200ab	«Yikke, bore baayze yessara, ushi gaantsera yesi bazis un7inttera yin wozintta aykkinttaame gaaran yinna qammita tiirikaayzin xike fana yinttana aykaame fana naaginttote.
2a1523003a	Yinna qammita sa7a kumutsite yeze ubbuntsalla afa yelloda.
2a1524007c	Yinnii gisho, ye7ize baz ubbappa attodesin As Na7a tiintte eqqodes dandda7inttode fana ubba wode miinggi woossote» yagayda.
2a15250061	Awara awara Yesuusa Xoozze Keetstsite tamaarssite, qamma qamma Shamahe Derizella afa kezii aqane.
2a1526003e	Asi ubba eza si7odes wontta gooda eego Xoozze keetstsa ye7ine.
2a1601002a	Ye wode Faasika gaaze boora Ba7ale ukkida.
2a16020079	Kahinunts hyalaquntsin higge asttamaaruntsi asuntsis zhashtide gisho wayzi Yesuusa fa giddappa dhabssodyezako oge koyane.
2a16030054	Xalahe taphpho lam77untsappa feta maaqqide Asqorootu Yihuda ga7inttize gidda gelida.
2a16040086	Yihuda kahinunts hyalaquntsisin Xoozze Keetstsa naagizuntsi hyalaquntsago hyanggi Yesuusa wayzi aatsii immadyezako unttara zorinttida.
2a16050032	Unttin yinne ufaytti bira immades eera zorinttida.
2a16060059	Ezin zorinttidanne giigida. Aatsii unttis immades asi baayze wottize wode naagitera yene.
2a1607003e	Yinnippa suuba, Faasika duro shukinttize boora Ba7ale yellida.
2a16080064	Yesuusa, «Faasika kawo ma7ade gaar hyanggi nuus giigizote» yaga7i Phexiroosan Wahannisan kiittida.
2a16090034	Un, «Nu aba giigisade gaar ne koye» yaga7i oocida.
2a160a0089	E unttago, «Yikke yin katama gelodera hyaatsi otara tookkide atstse yinttara yelinttoda. E hyanggi gelize keetstsite eza kaallii gelote.
2a160b0078	Kartti adego asttamaarize, ‹Ta ta tamaaruntsara wolla Faasika kawo ma7ades zaqqo keetsita aba yene? yagayda› ga7ote.
2a160c0061	E fooqella afa yiixxintti giigii yeze dalgga kifile yinttana beessada, yeyga giigizote» yagayda.
2a160d0058	Un hyanggi Yesuusa ga7idanni gaara hyanin denggida. Faasika ba7ale kawo yeyga giigizida.
2a160e0040	Saatan yellide wode Yesuusa hawaaruntsara wolla kawolla bettida.
2a160f0062	E unttago, «Ta madha ekkodannippa tiinii hyanna faasika kawuto yinttara ma7ades gaama amudhdhida.
2a1610006a	Yikke, si7ote! Xoozze ka7itumtte hyannis bilitsita folinttode wontsis hyanna kawuto mahi mo7oos» yagayda.
2a16110045	Ushito ekkii galatii maaqqii, «Hya7ate hyanno yin gidda gishinttote.
2a16120065	Si7ote! Xoozze ka7itumo ye7ode wontsis hyaynoppa aykkii hyanna woyne ushitippa mahi uzhoos» yagayda.
2a16130087	Booriza ekkii, galatii maaqqii, «Hyanna yinttis ingginttidanna ta ashtto. Hyanno oochitera tana tiirote» yaga7i baxxi unttis inggida.
2a16140072	Yinnii fana, kawutippa suuba ushshito ekkii, «Hyanna ushshita yinttis goggide ta suutsite folinttize kille caaqo.
2a16150044	Maaqqikon, tana aatsii inggode atstse kushita taara fettilla gabate.
2a1616005f	As Na7ay ees Xoozii gayde fana hyayqqodes yene, yezin eza aatsii inggize atstsa bade» yagayda.
2a16170038	Un fa gidda, «Hyanno oonii oochchode» ga7i wol oocida.
2a1618003a	Mahi un gidda damma maaqqade oode gaaze lalle medhinttida.
2a16190095	Yesuusa unttago, «Alame kaatuntsi fa asuntsana wolqqara ahane; fa derttilla afa laatsidhizuntsanan fana, ‹Lo77o oochchizuntsana› yaga7i xeegane.
2a161a0069	Yezin yin gidda yinnii fana maaqqippe. Yin gidda angisize geezze fana yi7o; kaalitsize kaallizefana yi7o.
2a161b0064	Yeezin, mokkizeppan Mokinttizeppa aaye aadhe? Mokinttiza baane? Yezin taanii yin gidda mokkize fana.
2a161c004a	«Yinttin ta madhite taappa shaakkinttikaayzar taara miinggi eqqiduntsana.
2a161d00c9	Yin ta leematippa ma7ade fana, ushshade fanan araatalla afa bettii taphpho lam77i Isra7eele sheeshuntsalla afa firddode gaar ta aday tana shuumide fana taanin yinttana ta ka7itumtte shuumoda» yagayda.
2a161f0054	Kaallii Yesuusa, «Simoona, Simoona, Xalahe yinttana zarga fana hyarqqodes woossida.
2a1620006a	Yezin ta ne ammantta dhabaame fana nees cimidhdhane. Neenin maaqqide wode ne ishuntsana miintso» yagayda.
2a1621004c	Simoona, «Laatstso, ta neera acinttodesin hyayqqodes giiginttida» yagayda.
2a16220073	Yesuusa Phexiroosago, «Ta nees ohine; hyayno lukule uukkodannippa tiino ne tana hyaydzdzii tohe kaddoda» yagayda.
2a162300ac	Kaallii, Yesuusa unttago, «Taanii yinttana korojjo, karxitten caamma baayzin kiitteze wode yinttis faccidebaz yene?» yaga7i oocida. Un mahi, «Akkon faccikaaya» yagayda.
2a16240060	E unttago, «Hyatte korojjon karxite yeze aykko; mashsha baayze fa afultto bayzi mashsha wonggo.
2a162500a1	Hyanno si7ote! ‹Genuntsara faydinttida› ga7intti xaafinttidanna ta gidda folinttodes beezane. Yee, ta gisho xaafinttidanna folinttizanna turidhida» yagayda.
2a16260058	E tamaaruntsi, «Laatstso hyanne lam77i mashsha yene» yagayda. E, «Maaqqada» yagayda.
2a1627005e	Yesuusa tiinoppa kezizanni gaara denddii Shamahe Derizella kezida. E tamaaruntsi eza kaallida.
2a16280042	Yinna besite yellide wode «Madha gelaame fana woossote» yagayda.
2a16290049	Unttappa shuchchi dhogin yellode bessi gaar hyaakki bunqqunttii woossida.
2a162a007a	«Ta adayo, ne qofa maaqqiko hyanna madha xuu7uto taappa aatstso. Yezin ta qofa maaqqippe ne qofa hyano» yaga7i woossida.
2a162b0028	Kiitanchcho saloppa benttii mintsitsida.
2a162c004e	Gaama un7intti mintsii woossane. E cawutan suutsi xokkize gaar sa7ite xokkane.
2a162d005b	Yesuusa woosa polii fa tamaaruntsago yi7ida. Un, azzanoppa denddii labbii genttezin denggi,
2a162e0040	«Akkos gentte? Faatana gelaame fana denddii woossote» yagayda.
2a162f0091	E hyaga ohella afa yezin gaama asuntsi yi7ida. Taphpho lam77untsappa fete Yihuda ga7inttize unttana kaalitsane. E Yesuusa yeerodes kale shiiqida.
2a16300044	Yezin Yesuusa, «Yihuda, As Na7aya yeerii aatsii inggoda?» yagayda.
2a16310052	Yesuusa tamaaruntsi yinna hyanzanno bi7i, «Laatstso mashshara gachcho?» yagayda.
2a1632004a	Un giddappa fete kahinunts hyalaqiza guuddii mizaqi hyayza gachchii olida.
2a1633004e	Yezin Yesuusa, «Ashsho! Kayppete» yagayda. Atstse hyayza bochchii fatstsida.
2a163400b3	Yinnippa suuba, Yesuusa fana aykkodes yi7ide kahinunts hyalaquntsago, Xoozze Keetstsa naagizunts shuumuntsagon cimuntsago, «Faanno aykkize asi fana mashshan gufe aykkii yi7idate?
2a1635008b	Ubba wode Xoozze Keetstsite ta yinttara yeze wode taalla afa kushe gaddikaaya. Yezin hyanna dhuma ka7itumo ahide woden yin woden» yagayda.
2a16360068	Yinnippa suuba, Yesuusa aykkii kahinunts hyalaqize woofa kanggida. Phexiroosa hyaakora Yesuusa kaallane.
2a1637005e	Asuntsi kahinunts hyalaqize woofa tama eetsii wolla bettezin Phexiroosa unttara wolla bettida.
2a1638005c	Fettii arita Phexiroosa tama kale bettidanno dakkii bi7i, «Hyay atstse eera yene» yagayda.
2a16390048	Yezin Phexiroosa, «Hyanna maachite ta ye atstsa erosi» yaga7i kaddida.
2a163a0089	Eerats wodeppa suuba fettii melle asi eza bi7i, «Neenin unttappa feta» yagayda. Yezin Phexiroosa, «Hyay atstsayo tana baaya» yagayda.
2a163b008d	Fettii saate gaar gam77idannippa suuba fettii melle atstse loytsii, «Hyay atstsay Galilappa maaqqade gisho so7e baayzin eera yene» yagayda.
2a163c006e	Yezin Phexiroosa, «Hyay atstsayo, ne gaazaya ta eroos» yagayda. E yinna ohito hyaasikaayizin lukule oollida.
2a163d00a5	Laatstsii suuba maaqqii Phexiroosa bi7ida. Phexiroosa, «Hyayno lukule oollodannippa tiino ne tana hyaydzdzii tohe kaddoda» yaga7i, Laatstsii ohide qaaltto tiirida.
2a163e002b	Phexiroosa bale kezii gaama goqii yeekkida.
2a163f0034	Yesuusa naagize asuntsi eza leqqen hyadhdhe aykkida.
2a1640004a	E aafito goozii «Ane tinbbite oho; nena hyadhdhide oode?» yaga7i oocane.
2a1641001b	Melle gaama leqqii cazhane.
2a1642008a	Sa7a wonttize wode Ayhude sa7a cimuntsi, kahinunts hyalaquntsin higge asttamaaruntsagon shangguntsago shiiqii, Yesuusa fa tiino shiishida.
2a16430054	Un, «Ne Kiristtoosa? Ane nuus oho?» yaga7i oocida. Yesuusa, «Ta ohizako ammanoos.
2a16440013	Ta oocizako mahoos.
2a16450054	Yezin As Na7ay hyannippa gode bagga wolqqaama Xoozze mizaqi zalar bettoda» yagayda.
2a16460064	Ye wode ubbanna, «Yeezin, ne Xooz na7a?» yagayda. E, «Ta Xoozze na7a yin gaydanni fana» yagayda.
2a16470054	Un, «Yikke, melle markka akko koshshe? E fa il7antsite ohodera nu si7ida» yagayda.
2a17010051	Yinna besite shiiqide shangguntsi ubbanna denddii Yesuusa Philaaxoosago kanggida.
2a1702009f	«Hyay atstse nu asuntsana balitsodera, Roome kaatis giira giiraame fana kayoderan mahi, ‹Taanii Kiristtoosa yin kaati› yagaazin denggida» yaga7i mootida.
2a1703006e	Philaaxoosa Yesuusa, «Neenii Ayhuduntsi kaatine?» yaga7i oocida. Yesuusa, «Ye, ne ga7idanni gaar» yagayda.
2a1704006e	Philaaxoosa kahinunts hyalaquntsagon asuntsago, «Hyay atstsella afa ta fettii bala baz denggikaaya» yagayda.
2a17050075	Yezin un, «Hyay atstse Galilappa aykkii hyanno yellodes Yihuda kumutsi iitabazis dentsitsane» yaga7i mintsii ohida.
2a1706004f	Philaaxoosa yinno si7eze wode Yesuusa Galila asi yezako erodes koyi eza oocida.
2a1707007e	Yesuusa Heroodisa sa7appa yi7ide asi maaqqizanno Philaaxoosa eride wode Heroodisa ye wode Yerusalaame yeze gisho eego dakkida.
2a170800b0	Heroodisa Yesuusa be7ades gaama wodeppa koyitera yeze gisho eza be7eze wode gaama ufayttida. Akkos gayko, E baz si7ide gisho gaama qofize baz oochchin be7ades amudhdhiter yene.
2a1709003e	Heroodisa Yesuusa gaama oochi oocida, yezin E akkon mahikaaya.
2a170a004b	Kahinuntsi hyalaquntsin higge asttamaaruntsi ize eqqii mintsii eza mootane.
2a170b006b	Heroodisaran E wottaddaruntsara Yesuusa toochii leqqida. Bonchcho afula ma7isii Philaaxoosago mahi dakkida.
2a170c0044	Heroodisaran Philaaxoosara tiino morkke yezar ye wode wolla giigida.
2a170d0045	Philaaxoosa kahinunts hyalaquntsana, as ahizuntsanan fettilla xeegii,
2a170e008e	«‹Hyay atstse asi wobbo bazis dentsitsane› ga7i taago ki7ida. Taanin yin tiintte qurichin yin shiishide mootis akko bala baz denggikaaya.
2a170f008f	Heroodisa, yinnii gaar akko bala baz eella afa denggikaayze gisho nuugo dakkida. Turon hyay atstse hyayqos yeltsize akko bala baz oochchikaaya.
2a17100033	Yinnii gisho, eza garafii billii dakkoda» yagayda.
2a17110062	Yinno E ga7idanna Faasika Ba7ale wode fettii asi unttis billodanna ees attaamebaz maaqqide gishos.
2a17120055	Worzhuntsi ubba fettilla, «Hyay atstsa wodho, nuus Barbbaane billo» yaga7i uukkida.
2a1713004f	Barbbaane katama gidda asuntsana iitabazis dentsitsii asi wodhii acinttide asi.
2a17140036	Philaaxoosa Yesuusa billodes koyi asuntsis mahi ohida.
2a17150035	Maaqqikon, asuntsi, «Suxxo! Suxxo!» yaga7i uukkida.
2a1716008d	Philaaxoosa hyaydzintsa, «Hyay atstse qohide baz akko? Wodhes yeltsize bala ta denggikaaya. Yinnii gisho, garafii dakkii ashshoda» yagayda.
2a1717005a	Un fa qaaltto dhoqi yiizii, «Suxunttodes beezane» ga7i mintsii uukkida. Un uukki gamida.
2a17180030	Un oociti gisho ga7i Philaaxoosa eella firddida.
2a171900a3	Asi iitabazis dentsitsizayan as wodhii acinttidaya billode fana woossida, ye atstsa unttis billida. Yezin Yesuusa un koydebaz oochchode gaar unttis aatsii inggida.
2a171a008f	Yesuusa aykkii kanggodera Simoona gaaze Qereena sa7a atstse gaxareppa ye7odera, denggi masqala toossii Yesuusa kaallii hyammade fana un7itsida.
2a171b004c	Gaama asuntsin fa dadabito qoxxitera yeekkize maachuntsi E suubara kaallane.
2a171c0081	Yezin Yesuusa unttago suuba maaqqii, «Yin, Yerusalaame maachuntso, yin ommitisin yin na7untsis yeekkotep attin taas yeekkippete.
2a171d0069	‹Yikke dhoontsuntsin, yelikaayze sazttan dhantsikaayze ammita anjjinttida› yin yagawude qamma ye7oda.
2a171e004c	Ye wode dertto, ‹Nuulla afa gol7o›, zooziton, ‹Nuna aachcho› gawuda.
2a171f004b	Yikke, qaye minxalla hyanni gaar yiiziko mela minxa wayssad yessa?» gayda.
2a1720003e	Ezara wodhodes melle lam77i iita baz oochchiduntsana kanggida.
2a1721007b	Qeeraniyo ga7inttize besito yeltsi suxxida. Iita baz oochchiduntsappa feta mizaqi zalara hyankkaya workkita zalara suxxida.
2a17220086	Yesuusa, «Ta adayo, un akko oochchizako eroosse gisho ne unttis atto ga7o» yagayda. Un E afulttilla afa ixa olii shaakkintti ekkida.
2a1723008e	Asuntsi eqqii be7ine, yezin gade ahizuntsii, «Melluntsana ashshida; Xoozii dooride Kiristtoosa E maaqqizako ane fana ashsho» yaga7i leqqida.
2a17240038	Wottaddaruntsi E kale shiiqii, caala woyne ushi inggida.
2a1725004b	Yeyzi, «Neenii Ayhudunts kaati maaqqiko ne ommito ashsho» yaga7i leqqida.
2a17260040	Ees omma zalara, «Hyay Ayhudunts kaati» yagaaze xuufe gaddida.
2a17270086	Suxunttide iita baz oochchiduntsappa fete cashshi sa7ara gochchitera, «Ane neenii Kiristtoosa maaqqiko, nenan nunan ashsho» yagayda.
2a17280054	Yezin hyankkay, «Ne hyannii gaar firdda yezite melle atto yezin, Xoozis zhashtoosa?
2a1729006a	Nuunii nu balttis beezize firdda ekkane, yezin hyay atstse fettii iitabazin oochchikaaya» yaga7i kaccida.
2a172a0044	Mahin, «Yesuusa, ne ne ka7itumora ye7ize wode tana qoppo» yagayda.
2a172b004a	Yesuusa, «Ta nees turo ohine; hyayno ne taara gannate maaqqada» yagayda.
2a172c00ab	Ye wode izippun saateppa hyanggi uddufun saate yellodes awa foo7ito kayde gisho sa7a ubbanne dhuma maaqqida. Xoozze Keetstsa magaraajjita feedhinttii lam77i shaakkinttida.
2a172e0061	Yesuusa, qaaltto dhoqi yiizii, «Ta adayo, ta ta shemppito ne kushite inggane» yaga7i hyayqqida.
2a172f0051	Mato hyalaqize, hyanidanno bi7i, «Hyay atstse turo xillo» yaga7i Xooz galatida.
2a1730007d	Yinna hyanide bazito bo7odes yinna besite shiiqide asi ubbanna hyanidanno be7eze wode fa dadabito qoxxitera fa kara maaqqida.
2a1731007f	Maaqqikon, Yesuusa kalera erize asuntsi ubbanna, yinnii gaara Galilappa kaallii yi7ide maachuntsi yinno bi7ite hyaakora eqqida.
2a173200e8	Ayhude shangguntsappa fetay, Yoosefa ga7inttize atstse yene. E Armmatiyasa ga7inttize Yihuda katamappa yi7ida. E lo77on Xillo asi maaqqide gisho Xoozze ka7itumo ye7ito naagane. Shangguntsappa feta maaqqii un zorintten oochite baaya.
2a17340051	Ye atstse Philaaxoosago hyanggi, Yesuusa ahito moogodes taas inggo ga7i woossida.
2a1735006e	Yesuusa ahito ketstsii afulara xaaxida. Laallappa woocinttide wom7o melle asi mooginttikaayze boozite gaddida.
2a1736003a	Sambbata gelodes yiize gisho yinna wodita giigintte qamma.
2a17370075	Galilappa denddii Yesuusa kaallii yi7ide maachuntsi Yoosefara hyanggi E ahito wayzi moogizako booztto akaakii bi7ida.
2a17380064	Izippa maaqqii shitton qibaate giigizida. Higge kiittizanni gaar Sambbata awarito shemppii peezhida.
2a18010068	Saaminttappa tiino qamma, wogga wode wontta gooda, maachuntsi fa giigizide shitto ekkii booza hyanggida.
2a1802004d	Un ize yellize wode booza doontte yeze shuchchita gol7i hyal7idanno denggida.
2a18030041	Un booza gaatsi gelida, yezin Laatstse Yesuusa ahito denggikaaya.
2a18040071	Un ize eqqii akko hyanido ga7i qoppodera akaakikaayzin gaama foo7ize afula ma77ide lam77i asuntsi un kale eqqida.
2a18050077	Maachuntsi zhashti fa omito sa7a ziqqii yiizii yessadera, asuntsi unttago, «Faxa yezaya hyayquntsi gidda akkos koyete?
2a180600e6	E hyanne baaya; hyayqoppa denddida, ‹As Na7ay nagaranchchuntsi kushite aadhii ingginttoda; unttin eza suxxoda. E hyaydzintsa qammite hyayqoppa denddoda› yaga7i, E yinttara Galila yezite yinttis ohide qaaltto qoppote» yagayda.
2a18080025	Maachuntsi ye wode E qaaltto tiirida.
2a18090058	Maachuntsi boozappa maaqqii hyanide bazito ubba taphpho fettuntsisin melluntsisin ohida.
2a180a006d	Yentsi hawaaruntsis ohide Magdela Mayramo, Yohaanna, Yayqooba intta Mayramon unttara yeze melle maachuntsana.
2a180b0040	Yezin unttis maachuntsi ohidanna abukko gaara yi7in ammanikaaya.
2a180c00a2	Yezin Phexiroosa denddii woxxii booza qitida. Yinna bestto yellii zuggii gidda be7ize wode moogide afula xalaala bi7ida. Hyanidanne gaama qoppii fa kara maaqqida.
2a180d007e	Ye wode kaallize tamaaruntsappa lam77untsi Yerusalaameppa taphpho fettii kilo mitire hyaakkize Emmahuse kara gancce hyanggane.
2a180e0027	Un wolla hyanide bazito ubba ohinttane.
2a180f006b	Un yinna hyanidanni baz tiiriteran ohinttitera yedhdhize wode Yesuusa fa ommitis shiiqii unttara hyanggane.
2a1810002f	Yezin, un eza eraame fana un aafta aykkinttida.
2a18110058	E, «Yin wolla ogella yezite ohinttizanna akko?» yagayda. Un azzanii si77i ga7i eqqida.
2a1812007a	Unttappa fete Qeliyoopha ga7inttize, «Hyanna qammiti gidda Yerusalaame hyanidanno eroosse, ne sa7itis zaqqone?» yagayda.
2a18130088	E mahi, «Ize hyanidanna akko?» ga7i oocida. Un, «Xoozze tiinon asi tiinon oocharan ohera mintsii nabe maaqqide Naazirete Yesuusa baz.
2a18140054	Eza kahinunts hyalaquntsin nuna kaalitsizuntsi hyayqo firddas aatsii inggi, suxxida.
2a18150061	Nuunii Isra7eele asuntsana ashshoda ga7i ufaytti naagezin hyanna hyanin hyayno hyaydzintsa qamma.
2a18160066	Mahi nu giddappa fettii fettii maachuntsi nuna gaama qofizida. Un hyayno wontta gooda booza hyanggida.
2a18170069	E ahita dhabide wode maaqqii yi7i, ‹E faxa yene› yagaaze kiitanchchuntsi qonccin bi7ida yaga7i ohida.
2a1818006b	Nu giddappan fete fete booza hyanggi maachuntsi ohidanni fana hyanin bi7ida, yezin eza bi7ikaaya» yagayda.
2a1819005f	E unttago, «Yin, tiiroosse asuntso, yin wozintta nabuntsi ohidanno ubba ammanodes gam7izuntso,
2a181a004d	Kiristtoosa yinna madhito ekkodesin fa bonchchora gelodes beezosa?» yagayda.
2a181b0061	Museppan nabunts ubbannippa denddii Geeshi Maxaafite E baz xaafinttidanno ubba unttis qonccizida.
2a181c0054	Un hyanggize kara gancce ukkide wode Yesuusa aadhii hyaako bessa qitize gaara yi7in,
2a181d0064	Un, «Sa7ita qammide gisho nuura aqo» yaga7i mintsii woossida. Yinnii gisho, unttara aqodes gelida.
2a181e004f	Unttara wolla leematella bettii, soollo dentsii, feedhii anjjii unttis inggida.
