0100000008	Genesisy
0b090400c5	Aa naho ihe ro hañavelo aoloko manahake ty nañaveloa’ i Davide rae’o, an-kavantañan’ arofo, naho an-kavañonañe, manao ze hene nandiliako azo naho mañambeñe o fañèkoo naho o fepèkoo;
0b0905009e	le horizako ho nainai’e ty fiambesam-pifehea’o Israele, amy nampitamako i Davide rae’oy, ami’ty hoe: Tsy ho po-ondaty am-piambesa’ Israele eo irehe.
0b090600d4	Fe ke iambohoa’ areo ty fañorihañ’ Ahy, inahareo ndra o ana’ areoo ie tsy mitañe o lilikoo naho o fañèko apoko añatrefa’ areoo, te mone mandifike hitoroñe ‘ndrahare ila’e vaho hitalaho ama’e;
0b090700cd	le haitoako amy tane natoloko iareoy t’Israele; naho hahifiko tsy ho am-pahaisahako ty anjomba navaheko ho ami’ty añarako toy; le ho razan-drehake t’Israele, fandrabio­ña’ o kilakila’ ondatio;
0b090800bc	le akore amy zay ty anjomba miligiligy toy, kanao hilatsà naho hikosiha’ ze hene ondaty miary ama’e, hanao ty hoe: Ino ty nanoe’ Iehovà ami’ty tane toy naho ami’ty anjomba toy?
0b09090118	Le ho toiñeñe ty hoe: amy te nitsambolitio’ iereo t’Iehovà Andrianañahare’ iareo, i nampiavotse o roae’ iareoo an-tane’ Mitsraimey ie nandrambe ‘ndrahare ila’e naho nitalahoa’e vaho nitoroña’e; izay ty nametsaha’ Iehovà am’ iereo o fonga hankàñe zao.
0b090a007d	Aa ie niritse ty roapolo taoñe namboare’ i Selomò i anjomba roe rey, ty anjomba’ Iehovà naho ty anjomba’ i mpanjakay
0b090b00bd	(ie natolo’ i Kirame mpanjaka’ i Tsore amy Selomò ze hene mendoraveñe naho kobaiñe naho ze volamena nipaia’e) le natolo’ i Selomò amy Kirame ty rova roa-polo an-tane Galìle ao.
0b090c005d	Niavotse amy Tsore t’i Kirame hañisake o rova natolo’ i Selomò azeo; fe tsy ni-nò’e.
0b090d0068	Le hoe re: Rova ino ze o natolo’o ahiko zao, rahalahiko? Le natao: Tane’ i Kabole izay pake henaneo.
0b090e0045	Volamena zato-tsi-roa-polo ty nampihitrife’ i Kirame amy mpanjakay.
0b090f00d7	Zao ty volilim-pitoloña’ i haba na­kare’ i Selomò mpanjakaiy: namboare’e ty anjomba’ Iehovà naho ty anjomba’e, naho i Milo, naho ty kijoli’ Ierosalaime, naho i Katsore naho i Megidòne vaho i Getsere
0b091000ea	ie fa nionjo-mb’eo t’i Parò mpanjaka’ i Mitsraime, nitavañe i Ge­tsere; finorototo’e añ’ afo naho fonga zinama’e o nte-Kaanane nimo­neñe amy rovaio vaho natolo’e ho enta’ i anak’ ampela’e, vali’ i Selomòy.
0b09110040	Aa le namboare’ i Selomò ty Getsere naho i Bete-korone ambane
0b09120038	naho i Baalate naho i Tadmore an-dratraratra’ i taney;
0b091300cc	naho ze hene rovam-pihaja’ i Selomò naho o rovan-tsa­rete’eo naho o rovam-piningi-tsoavala’eo, naho ze nitea’ i Selomò ranjieñe e Ierosalaime naho e Lebanone ao naho an-tanem-pifehea’e iaby.
0b0914007f	Le o fonga ondaty nisehanga’ o nte-Amoreo, o nte-Keteo, o nte-Perizeo, o nte-Hiveo vaho o nte-Ieboseo; o tsy ana’ Israeleo,
0b09150092	o tiri’ iareo nihonkahonka’e amy taneio, o tsy zinama’ o ana’ Israeleoo; ie ty nangala’ i Selomò mpitoroñe amy vili-lohay pake henane.
0b091600b4	Tsy nangala’ i Selo­mò habam-pitoroñañe amo ana’ Israeleo fa nanoeñe lahindefo’e, mpitoro’e, roandria’e, mpifehe’e, mpifele-tsarete’e vaho mpiningi-tsoavala’e.
0b09170075	Ie o mpiaolo nifehe’ ty fitoloña’ i Selo­mòo; liman-jato-tsi-limampolo ty nifeleke ondaty nitoloñe amy asaio.
0b0918008b	Fe niavotse ty rova’ i Davide ty anak’ ampela’ i Parò mb’ amy anjomba namboara’ i Selomò azey; izay vaho namboare’e ty Milò.
0b091900c5	Intelo ami’ty taoñe ty nañengà’ i Selo­mò soroñe naho engam-panintsiñañe amy kitrely niranjie’e ho a Iehovày vaho nañembok’ añ’atrefa’ Iehovà. Aa le nifonire’e i anjombay.
0b091a0079	Le namboare’e firimboñan-tsambo e Etsione-gebere añ’ila’ i Elote añ’ olo’ i riake Menay, an-tane Edome añe.
0b091b007d	Nampihitrife’ i Kirame mb’amo sambo’eo o mpitoro’e mpian-dàkañe zatse riakeo, hitraok’ amo mpitoro’ i Selomòo.
0b091c0075	Le nionjoñe mb’e Ofire añe iereo nangalake volamena talenta efajato-tsi-roapolo ze nandesa’ i areo amy Selomò.
0b0a010081	Ie jinanji’ ty mpanjaka-ampela’ i Seba ty enge’ i Selomò ty amy tahina’ Iehovày, le nimb’eo hamente aze an-tafatoño.
0b0a0200cf	Le am-pivavàrañe jabajaba ty nitotsaha’e e Ierosalaime ao, reketse rameva ninday fampafiriañe naho volamena tsifotofoto naho vatosoa; aa ie tsatoke amy Selomò, le fonga nabora’e ama’e ty arofo’e.
0b0a030059	Aa le vinale’ i Selomò ontane’e iabio; tsy nietak’ amy mpanjakay ty hatoi’e aze.
0b0a040061	Ie nioni’ i mpanjaka ampela’ i Sebay ze hene hihi’ i Selomò, naho i anjomba niranjie’ey,
0b0a0500f1	naho ty maha­kama am-pandambaña’e eo, naho ty fandaharam-piambesa’ o mpitoro’eo naho ty fiatraha’ o mpiatra’eo naho o siki’eo naho o mpitàm-pitovi’eo vaho o soroñe fañenga’e añ’anjomba’ Iehovào, le tsy nahakofòke.
0b0a060062	Aa le hoe re amy mpanjakay: Nitò i talily tsinanoko an-tanekoy ty amo taro’oo naho o hihi’oo.
0b0a0700cb	Fe tsy niantofako o saontsio ampara te nivo­trak’ atoy naho nitrea’ o masokoo, le hehe te tsy ty vaki’e o natalily ahio; loho mandi­koatse i talily tsinanokoy ty hilala’o naho ty firaoraoa’o.
0b0a080065	Haha ondati’oo naho fale o mpitoro’o mijohañe nainai’e añatrefa’o mahajanjiñe o hihi’oo.
0b0a0900e5	Andriañeñe t’Iehovà Andrianañahare’o te nahafale Aze ty nampipoke azo am-piambesa’ Israele eo amy te nikokoa’ Iehovà nainai’e donia t’Israele, ihe nanoe’e mpanjaka, hitoloña’o an-katò vaho an-kavantañañe.
0b0a0a00ed	Le natolo’e amy mpanjakay ty volamena talenta zato-tsi-roapolo; naho fampafiriañe tsi-fotofoto vaho vatosoa; le lia’e tsy eo ka ty hamarom-pampafiriañe nito­tsak’ ao te amy natolo’ i mpanjaka’ i Sebaiy amy Selomò mpanjakay.
0b0a0b0080	Le ninday volamena boake Ofire naho nilogologo hatae almoge maro boake Ofire añe, vaho vatosoa, o firimbon-tsambo’ i Kirameo.
0b0a0c00e8	Niranjie’ i mpanjakay amy hatae almogey, o fahañe añ’anjomba’ Iehovà naho añ’anjomba’ i mpanjakaio vaho o marovany miharo ty fititiha’ o sakeraoo, le lia’e tsy nioniñe ampara’ te henane ty hatae almoge hoe izay.
0b0a0d00e4	Hene natolo’ i Selomò mpanjaka amy mpanjaka-ampela’ i Sebay ze nitea’e, ze nihalalia’e, mandikoatse ty natolo’e aze ty amo varam-panjaka’eo. Aa le nitolike re, nimpoly mb’ an-tane’e añe, ie naho o mpitoro’eo.
0b0a0e008a	Ie amy zao, ty volamena niheo mb’ amy Selomò ami’ty taoñe raike le nahatratse talenta volamena enen-jato-tsi-enem-polo-eneñ’amby,
0b0a0f008f	mandikoatse ze nendese’ o mpivarotseo, naho o mpanao balikeo, naho boak’ amy ze hene mpanjaka’ o nte-Araboo, naho amo mpifeleke i taneio.
0b0a10007c	Le nitsene’ i Se­lo­mò mpanjaka fikalan-defoñe volamena roanjato pinepèke; sekele enen-jato ty fikalan-defoñe raike.
0b0a1100b3	Le nitsene’e fikalan-defoñe volamena-pinepèke telon-jato; mina telo ty volamena ami’ty fikalan-defoñe ao; vaho napo’ i mpanjakay añ’ anjomba’ i Ala-Lebanoney irezay.
0b0a120069	Nandranjy fiambesatse jabajaba an-tsifam-biby ka i mpanjakay vaho pinepè’e ama’e ty volamena ki’e.
0b0a1300e4	Fanongà enen-dia ty nitroatse mb’amy fiambesatsey, le bontoly ty ambone an-dambosi’ i fiambesatsey; naho fisampezam-pitàñe ty añ’ ila’ i fiambesatsey, vaho liona roe ty mijadoñe añ’ ila’ o fisampezam-pitàñeo.
0b0a1400a4	Liona folo-ro’ amby ty nijohañe amy fanongañe enen-diay, añ’ila’e atoy naho añila’e aroy; vaho tsy eo ty nanoeñe nanahak’ aze ndra am-pifeheañe aia.
0b0a1500bc	Songa tam-bolamena o fitovi’ i Selomòo vaho hene vo­la­mena ki’e o fanak’ amy anjomban’ Ala-Le­banoneio, leo raike tsy nivolafoty, ie tsy natao vara tañ’ andro’ i Selomò.
0b0a1600d6	Nanañe firim­boñan-tsambon-Tarsise reketse ty firimboñan-tsambo’ i Kirame i mpanjakay; nivotrake eo o sambo’ i Tarsiseo isa’ ty telo taoñe, ninday volamena, volafoty, tsifa naho babakoto vaho remàleñe.
0b0a170063	Aa le nilikoare’ i Selo­mò mpanjaka o mpanjaka’ ty tane toy iabio ami’ty vara naho hihitse.
0b0a180074	Le hene nipay ty hiatrek’ amy Selo­mò ty tane toy, ty hijanjiñe ty hilala napon’ Añahare añ’arofo’e ao.
0b0a1900a1	Songa ninday ty ravoravo’e boa-taoñe ondatio, fanake volafoty naho fanake volamena naho sikiñe, naho fialiañe naho fampifiriañe, naho soavala vaho borìke.
0b0a1a00ca	Namory sarete t’i Selomò naho mpiningi-tsoa­vala, arivo-tsi-efa-jato ty sarete’e naho mpiningi-tsoavala rai-ale-tsi-ro’arivo ze napo’e amo rovan-tsareteo vaho amy mpanjakay e Ierosa­laime ao.
0b0a1b008e	Le nanoe’ i mpanjakay hoe vato ty volafoty e Ierosalaime ao vaho nanoe’e hoe sakoañe am-bavatane ao o mendo­raveñeo ty amo hamaro’eo.
0b0a1c0092	Nen­deseñe boake Mitsraime naho e Kevè añe o soavala’ i Selomòo; nangalak’ amy Kevè ami’ty vili’e o mpanao balibali’ i mpanjakaio.
0b0a1d00d2	Le enen-jato sekelem-bolafoty ty nampi­akarañe sarete boake Mitsraime añe, le zato-tsi-limampolo ty soavala; vaho am-pità’ iareoo ty nahazoa’ ze hene mpanjaka’ o nte-Kiteo naho o mpanjaka’ i Arameo.
0b0b01009e	F’ie nikoko ampela ambahiny maro t’i Selomò, tovo’ i anak’ ampela’ i Paròy, le ampela nte-Moabe, nte-Amone, nte Edome, nte-Tsidone, vaho nte-Kite;
0b0b0200f4	boak’ amo fifeheañe ni­tsa­rae’ Iehovà amo ana’ Israeleo ty hoe: Ko iolora’ areo, naho ko apoke hiharo-tihy ama’ areo; fa toe hampitolihe’ iereo amo ‘ndrahare’ iareoo ty arofo’ areo; ie nisazohe’ i Selomò am-pikokoañe.
0b0b03006e	Nanambaly fiton-jato re ho tañanjomba’e naho sakeza telon-jato; vaho nampandrìke ty arofo’e o vali’eo.
0b0b0400b1	Ie nibey, le nampitolihe’ o vali’eo mb’an-drahare anka­fankafa, vaho tsy nigahiñe am’ Iehovà Andrianañahare’e ka ty tro’e manahake ty arofo’ i Davide rae’ey.
0b0b050072	Songa norihe’ i Selomò t’i Asterote ‘ndrahare’ o nte-Tsidoneo, naho i Milkome ty haloloa’ o nte-Amoneo.
0b0b06008b	Aa le nanao hatsivokarañe am-piva­zohoa’ Iehovà t’i Selomò, ie tsy nañorike Iehovà an-kaliforan-troke, manahake i Davide rae’e.
0b0b07009d	Niranjie’ i Selomò an-kaboañe ey ty Kemose, i haloloa’ i Moabey, am-bohitse atiñana’ Ierosalaime ey, naho ho amy Moleke, ty haloloa’ o nte-Amoneo.
0b0b08005e	Nanoa’e izay amo vali’e ambahiny iaby nañoro emboke naho nanao soroñe aman-drahare’eo.
0b0b090091	Toly ndra niviñera’ Iehovà t’i Selomò, ty amy arofo’e nandifik’ am’ Iehovà Andrianañahare’ Israeley, ie fa niheo ama’e indroe;
0b0b0a0080	vaho linili’e ama’e ty amo raha zao te tsy horihe’e o ‘ndrahare ila’eo; fe tsy nambena’e i nandilia’ Iehovà azey.
0b0b0b00c5	Aa le hoe t’Iehovà amy Selomò, Kanao zao ty an-tro’o, naho tsy tana’o i fañinakoy naho o fañèko liniliko azoo, le toe ho riateko ama’o ty fifehea’o vaho hatoloko am-pitam-pitoro’o.
0b0b0c005f	Fe tsy hanoeko amo andro’oo, ty amy Davide rae’o, te mone ho tavaneko an-tañan’ ana’o.
0b0b0d0093	Tsy ho fonga tavaneko i fifeheañey, fa hatoloko ami’ty ana’o ty fifokoañe raike ty amy Davide mpitoroko; naho ty am’ Ierosalaime jinobokoy.
0b0b0e005f	Le nampitroboe’ Iehovà rafelahy t’i Selomò; i Kadade nte-Edome, tirim-panjaka’ i Edome.
0b0b0f009d	Ie te Edome añe t’i Davide, naho fa nionjomb’eo handenteke o nikoromakeo t’Ioabe mpifehe i valobohòkey, ie fonga zinevo’e ze atao lahilahy Edome—
0b0b100075	toe tàmbatse ao enem-bolañe t’Ioabe rekets’ Israele iaby ampara’ te naito’e ze fonga lahilahi’ i Edome—
0b0b11007a	le nitriban-day mb’e Mitsraime añe t’i Kadade naho ty ila’ o mpitoron-drae’eo, ie mbe anak’ ajaja t’i Kadade.
0b0b1200c9	Niavotse i Midiane iereo nivotrake e Parane, le nandrambe ondaty e Parane vaho nigodañe mb’e Mitsraime, mb’amy Parò Mpanjaka’ i Mitsraime mb’eo, le tinolo’e anjomba naho mahakama vaho tane.
0b0b1300b8	Nanjo fañisohañe ra’elahy am-pahaoniña’ i Parò t’i Kadade, kanao natolo’e aze ho tañanjomba’e ty rahavaven-tañan­jomba’e, ty rahavave’ i Takpanese mpanjaka ampela.
0b0b1400c4	Nisamake i Genobate ana-dahi’e ho aze ty rahavave’ i Takpanese, ze nibeize’ i Takpanese añ’anjomba’ i Parò; vaho nitraok’ amo ana’ i Paròo añ’anjomba’ i Parò t’i Genobate.
0b0b1500c7	Aa ie jinanji’ i Kadade e Mitsraime añe te nitrao-pirotse aman-droae’e t’i Davide naho te nihomake t’Ioabe mpifehe’ i màroy, le hoe t’i Kadade amy Parò. Ampiavoto mb’ an-taneko añe.
0b0b160094	Le hoe t’i Parò ama’e, Fa inoñe ty tsy niampe tamako kanao mipay hañavelo mb’an-tane’o añe irehe? Tsy eo, hoe re, Fe apoho handeha avao.
0b0b170087	Mbore nampitroboen’ Añahare ty rafelahy raike ka, i Rezone ana’ i Eliadà, i nilay amy talè’e Hadadezere mpanjaka’ i Tsobày,
0b0b1800aa	namory ondaty ho mpiama’e vaho nimpifehe firimboñañe, ie fa zinama’ i Davide o e Tsobào, le nimb’e Damesèke mb’eo iereo nimoneñe ao, vaho nifehe e Damesèke.
0b0b1900a0	Nirafe­lahi’ Isra­ele re amo hene andro’ i Selo­mòo, ie nitovoñe’e ty haemberañe nanoe’ i Kadadeo; niheje’e t’Israele vaho nifelek’ i Arame.
0b0b1a0098	Nañonjo fitañe amy mpanjakay ka t’Iarovame ana’ i Nebate nte-Efratà boake Tseredà, mpitoro’ i Selomò; Tseroà ty tahinan-drene’e, vantotse.
0b0b1b0083	Inao ty nañonjona’e fitañe amy mpanjakay: Niranjie’ i Selomò ty Milo vaho namboara’e o heba an-drova’ i Davide rae’eo.
0b0b1c0099	Nifanalolahy an-kaozarañe t’Iarovame; le nioni’ i Selomò te nahimbañe i ajalahiy, vaho nampifehè’e aze o fitoloñañe añ’anjomba’ Iosefeo.
0b0b1d00ab	Ie henane zay, naho niavotse Ierosalaime t’Iarovame, te tendrek’ ama’e amy lia’ey t’i Akià nte-Silò, nisikin-damba vao, ie nivahiny an-kivok’ añe iereo roe.
0b0b1e0049	Rinambe’ i Akià i lamba vao ama’ey le niriate’e ho folo-ro’amby;
0b0b1f00bc	le hoe re amy Iarovame, Rambeso ty folo, fa hoe ty nafè’ Iehovà Andrianañahare’ Israele, Inao te ho riateko am-pità’ i Selomò i fifeheañey vaho hatoloko azo ty fifokoañe folo;
0b0b200078	le hanañe fifokoañe raike re ty amy Davide mpitorokoy naho Ierosalaime, rova nijoboñeko amo hene fifokoa’ Israeleo,
0b0b210143	amy t’ie namorintseñe Ahy vaho mitalaho amy Astorete, mpanjaka-ampela’ o nte-Tsidoneo naho amy Kemose, ‘ndrahare’ o nte-Moabeo, naho amy Milkome, mpanjaka’ o ana’ i Amoneo vaho tsy mañavelo amo la­lakoo hanoa’ iereo ty soa a masoko naho hifahatse amo fañèkoo vaho amo fepèkoo manahake i Davide rae’ey.
0b0b2200b2	Tsy ho fonga tavaneko am-pità’e i fifeheañey; fa hanoeko mpifehe amo hene andro hive­loma’eo, ty amy Davide mpitoroko jinobokoy, ie nañambeñe o lilikoo naho o fañèkoo;
0b0b23005e	fe ho rambeseko am-pità’ i ana’ey i fifeheañey, vaho hatoloko azo i fifokoañe folo rey.
0b0b2400ab	Le ho tolorako fifokoañe raike i ana’ey, hanaña’ i Davide mpitoroko ty failo añatrefako nainai’e e Ierosalaime ao, i rova jinoboko ho Ahy ampipohako ty añarakoy.
0b0b25005f	Ho rambeseko irehe, le ho hene fehè’o ze satrin-tro’o, vaho ihe ty ho mpanjaka’ Israele.
0b0b26012b	Ie amy zao naho hene haoñe’o ze andiliako azo naho hañavelo amo lalakoo naho hanao ty vantañe a masoko, hañambeñe o fañèkoo naho o lilikoo manahake i Davide mpitorokoy le ho mpiama’o iraho vaho hanoako anjomba mijadoñe, manahake ty namboarako i Davide, vaho hatoloko ama’o t’Israele.
0b0b27004b	Ie amy zay hampisotriako ty tiri’ i Davide fe tsy ho kitro añ’afe’e.
0b0b2800da	Aa le nipay hañoho-doza am’ Iarovame t’i Selo­mò; f’ie niongake nitriban-day mb’e Mitsraime añe, mb’amy Sisage mpanjaka’ i Mitsraime vaho nitambatse e Mitsraime añe ampara’ te nihomake t’i Selomò.
0b0b290078	O fitoloña’ i Selomò ila’eo, naho o tolon-draha’e iabio, tsy fa sinokitse amy bokem-pitoloña’ i Selomòy hao?
0b0b2a0051	Ty hene andro nifehea’ i Selomò Isra­ele e Ierosalaime ao le efa-polo taoñe.
0b0b2b0094	Le nitrao-pirotse aman-droae’e t’i Selomò, naho nalentek’ an-drova’ i Davide rae’e ao; vaho nandimbe aze nifehe t’i Rekhavame, ana’e.
0b0c010077	Aa le nomb’e Sekeme añe t’i Rekhavame, ie fa niheo mb’e Sekeme mb’eo t’Israele iaby hañory aze ho mpanjaka.
0b0c0200a4	Ie amy zao, naho jinanji’ Iarovame ana’ i Nebate e Mitsraime añe—ie fa nitriban-day boak’ añatrefa’ i Se­lomò mpanjaka vaho nimoneñe e Mitsraime añe
0b0c03008b	le nañitrike naho nikoik’ aze iereo naho niheo mb’ amy Rekhavame mb’eo t’Iarovame rekets’ i valobohò’ Israeley, nanao ty hoe:
0b0c0400a4	Nanoan-drae’o jokan-tsa­rererake; aa le hamaivaño ty fitoloñan-tsare­rerahan-drae’o, naho i joka mavesatse nampitarazoe’e anaiy, le hitoroñ’ azo zahay.
0b0c050057	Le hoe re am’ iereo: Misitaha telo andro heike, le mibaliha amako. Le nienga ondatio.
0b0c0600ac	Nisafiry amo androanavy nijohañe añatrefa’ i Selomò rae’e, ie mbe niveloñe, t’i Rekhavame, ami’ty hoe: Ino ty fanoroañe hatolo’ areo amako hamaleako ondatio?
0b0c0700ac	Le hoe ty nisaontsia’ iareo: Naho toe ho mpitoro’ ondatio irehe te anito hitoroña’o naho hihaoña’o vaho hisaon­tsia’o mora, le ho mpitoro’o nainai’e iereo.
0b0c080090	Fe nifarie’e ty safiry natolo’ o androanavio aze, vaho nandrambe ty fanoroa’ o ajalahy nindre nibey ama’e naho nijohañe añatrefa’eo.
0b0c090093	Fa hoe re am’ iereo: Akore ty safiri’ areo, hamalean-tika ondaty nisaontsy amako ami’ty hoe: Hamaivaño ty joka nampitarazoen-drae’o anaio?
0b0c0a00fc	Aa le hoe ty asa’ o ajalahy nindre nibey ama’eo: Inao ty ho saon­tsie’o am’ondaty nisaontsy ama’o nanao ty hoe: Nanoen-drae’o mavesatse ty joka’ay, aa le hamaivaño ama’ay; Inao ty hilañona’o: Bey ta i fisafoan-draekoy ty anakikiko.
0b0c0b0099	Aa ndra t’ie nampijinien-draeko joka mavesatse, mbe ho tompeako ka o joka’ areoo; ie nandafa anahareo an-karavantsy, fa an-kalengo ka ty ihamofohako.
0b0c0c00af	Aa le nomb’ amy Rekhavame amy andro fahateloy t’Iarovame rekets’ ondaty iabio, ty amy saontsi’ i mpanjakaiy, vaho nanao ty hoe: Mibaliha amako ami’ty andro fahatelo.
0b0c0d0059	Le sinotra’ i mpanjakay ondatio, vaho napo’e i fanoroañe natolo’ o androana­vioy;
0b0c0e00cc	fa i fanoroa’ o ajalahioo ty nilañonà’e ami’ty hoe: Nanoen-draeko mavesatse ty joka’ areo, fe ho tovoñako o joka’ areoo, nandafa anahareo an-karavantsy ty raeko f’ie ho fofoheko an-kalengo.
0b0c0f00b5	Aa le tsy hinao’ i mpanjakay ondatio; ie toe fandahara’ Iehovà, hampijadoñe i enta’ey, i tsi­nara’ Iehovà am-pità’ i Akià nte Silò am’ Iarovame, ana’ i Nebatey.
0b0c10012b	Aa ie nioni’ Israele iaby te tsy nihaoñe’ i mpanjakay, le hoe ty natoi’ ondatio amy mpanjakay: Ino ty anay amy Davide ao? Aman-dova amy ana’ Isaý hao zahay? Akia mb’an-kivoho’ areo ry Israele! Hajario i akiba’oy ry Davide. Aa le niavotse mb’ an-kiboho’ iareo mb’eo t’Israele.
