2800000007	mathi.h
290c2100de	apara. m sarvvaanta. hkara. nai. h sarvvapraa. nai. h sarvvacittai. h sarvva"saktibhi"sca ii"svare premakara. na. m tathaa svamiipavaasini svavat premakara. na nca sarvvebhyo homabalidaanaadibhya. h "sra. s.tha. m bhavati|
290c2200d2	tato yii"su. h subuddheriva tasyedam uttara. m "srutvaa ta. m bhaa. sitavaan tvamii"svarasya raajyaanna duurosi|ita. h para. m tena saha kasyaapi vaakyasya vicaara. m karttaa. m kasyaapi pragalbhataa na jaataa|
290c230094	anantara. m madhyemandiram upadi"san yii"surima. m pra"sna. m cakaara, adhyaapakaa abhi. sikta. m (taaraka. m) kuto daayuuda. h santaana. m vadanti?
290c2400e9	svaya. m daayuud pavitrasyaatmana aave"seneda. m kathayaamaasa| yathaa| "mama prabhumida. m vaakyavadat parame"svara. h| tava "satruunaha. m yaavat paadapii. tha. m karomi na| taavat kaala. m madiiye tva. m dak. sapaar"sv upaavi"sa|"
290c250082	yadi daayuud ta. m prabhuu. m vadati tarhi katha. m sa tasya santaano bhavitumarhati? itare lokaastatkathaa. m "srutvaananandu. h|
290c260059	tadaanii. m sa taanupadi"sya kathitavaan ye naraa diirghaparidheyaani ha. t.te vipanau ca
290c270069	lokak. rtanamaskaaraan bhajanag. rhe pradhaanaasanaani bhojanakaale pradhaanasthaanaani ca kaa"nk. sante;
290c2800a4	vidhavaanaa. m sarvvasva. m grasitvaa chalaad diirghakaala. m praarthayante tebhya upaadhyaayebhya. h saavadhaanaa bhavata; te. adhikataraan da. n.daan praapsyanti|
290c2900c6	tadanantara. m lokaa bhaa. n.daagaare mudraa yathaa nik. sipanti bhaa. n.daagaarasya sammukhe samupavi"sya yii"sustadavaluloka; tadaanii. m bahavo dhaninastasya madhye bahuuni dhanaani nirak. sipan|
290c2a005f	pa"scaad ekaa daridraa vidhavaa samaagatya dvipa. namuulyaa. m mudraikaa. m tatra nirak. sipat|
290c2b00d8	tadaa yii"su. h "si. syaan aahuuya kathitavaan yu. smaanaha. m yathaartha. m vadaami ye ye bhaa. n.daagaare. asmina dhanaani ni. hk. sipanti sma tebhya. h sarvvebhya iya. m vidhavaa daridraadhikam ni. hk. sipati sma|
290c2c008d	yataste prabhuutadhanasya ki ncit nirak. sipan kintu diineya. m svadinayaapanayogya. m ki ncidapi na sthaapayitvaa sarvvasva. m nirak. sipat|
290d01009e	anantara. m mandiraad bahirgamanakaale tasya "si. syaa. naamekasta. m vyaah. rtavaan he guro pa"syatu kiid. r"saa. h paa. saa. naa. h kiid. rk ca nicayana. m|
290d02009d	tadaa yii"sustam avadat tva. m kimetad b. rhannicayana. m pa"syasi? asyaikapaa. saa. nopi dvitiiyapaa. saa. nopari na sthaasyati sarvve. adha. hk. sepsyante|
290d030090	atha yasmin kaale jaitungirau mandirasya sammukhe sa samupavi. s.tastasmin kaale pitaro yaakuub yohan aandriya"scaite ta. m rahasi papracchu. h,
290d040086	etaa gha. tanaa. h kadaa bhavi. syanti? tathaitatsarvvaasaa. m siddhyupakramasya vaa ki. m cihna. m? tadasmabhya. m kathayatu bhavaan|
290d05006d	tato yaa"sustaan vaktumaarebhe, kopi yathaa yu. smaan na bhraamayati tathaatra yuuya. m saavadhaanaa bhavata|
290d060067	yata. h khrii. s.tohamiti kathayitvaa mama naamnaaneke samaagatya lokaanaa. m bhrama. m janayi. syanti;
290d0700a7	kintu yuuya. m ra. nasya vaarttaa. m ra. naa. dambara nca "srutvaa maa vyaakulaa bhavata, gha. tanaa etaa ava"syammaavinya. h; kintvaapaatato na yugaanto bhavi. syati|
290d0800c6	de"sasya vipak. satayaa de"so raajyasya vipak. satayaa ca raajyamutthaasyati, tathaa sthaane sthaane bhuumikampo durbhik. sa. m mahaakle"saa"sca samupasthaasyanti, sarvva ete du. hkhasyaarambhaa. h|
290d090103	kintu yuuyam aatmaarthe saavadhaanaasti. s.thata, yato lokaa raajasabhaayaa. m yu. smaan samarpayi. syanti, tathaa bhajanag. rhe prahari. syanti; yuuya. m madarthe de"saadhipaan bhuupaa. m"sca prati saak. syadaanaaya te. saa. m sammukhe upasthaapayi. syadhve|
290d0a0059	"se. siibhavanaat puurvva. m sarvvaan de"siiyaan prati susa. mvaada. h pracaarayi. syate|
290d0b014c	kintu yadaa te yu. smaan dh. rtvaa samarpayi. syanti tadaa yuuya. m yadyad uttara. m daasyatha, tadagra tasya vivecana. m maa kuruta tadartha. m ki ncidapi maa cintayata ca, tadaanii. m yu. smaaka. m mana. hsu yadyad vaakyam upasthaapayi. syate tadeva vadi. syatha, yato yuuya. m na tadvaktaara. h kintu pavitra aatmaa tasya vaktaa|
290d0c009d	tadaa bhraataa bhraatara. m pitaa putra. m ghaatanaartha. m parahaste. su samarpayi. syate, tathaa patyaani maataapitro rvipak. satayaa tau ghaatayi. syanti|
290d0d00a1	mama naamaheto. h sarvve. saa. m savidhe yuuya. m jugupsitaa bhavi. syatha, kintu ya. h ka"scit "se. saparyyanta. m dhairyyam aalambi. syate saeva paritraasyate|
290d0e00e9	daaniyelbhavi. syadvaadinaa prokta. m sarvvanaa"si jugupsita nca vastu yadaa tvayogyasthaane vidyamaana. m drak. satha (yo jana. h pa. thati sa budhyataa. m) tadaa ye yihuudiiyade"se ti. s.thanti te mahiidhra. m prati palaayantaa. m;
290d0f0084	tathaa yo naro g. rhopari ti. s.thati sa g. rhamadhya. m naavarohatu, tathaa kimapi vastu grahiitu. m madhyeg. rha. m na pravi"satu;
290d100060	tathaa ca yo nara. h k. setre ti. s.thati sopi svavastra. m grahiitu. m paraav. rtya na vrajatu|
290d110059	tadaanii. m garbbhavatiinaa. m stanyadaatrii. naa nca yo. sitaa. m durgati rbhavi. syati|
290d120057	yu. smaaka. m palaayana. m "siitakaale yathaa na bhavati tadartha. m praarthayadhva. m|
290d1300a5	yatastadaa yaad. r"sii durgha. tanaa gha. ti. syate taad. r"sii durgha. tanaa ii"svaras. r.s. te. h prathamamaarabhyaadya yaavat kadaapi na jaataa na jani. syate ca|
290d1400f7	apara nca parame"svaro yadi tasya samayasya sa. mk. sepa. m na karoti tarhi kasyaapi praa. nabh. rto rak. saa bhavitu. m na "sak. syati, kintu yaan janaan manoniitaan akarot te. saa. m svamanoniitaanaa. m heto. h sa tadanehasa. m sa. mk. sepsyati|
290d1500b1	anyacca pa"syata khrii. s.totra sthaane vaa tatra sthaane vidyate, tasminkaale yadi ka"scid yu. smaan etaad. r"sa. m vaakya. m vyaaharati, tarhi tasmin vaakye bhaiva vi"svasita|
290d1600d6	yatoneke mithyaakhrii. s.taa mithyaabhavi. syadvaadina"sca samupasthaaya bahuuni cihnaanyadbhutaani karmmaa. ni ca dar"sayi. syanti; tathaa yadi sambhavati tarhi manoniitalokaanaamapi mithyaamati. m janayi. syanti|
290d170076	pa"syata gha. tanaata. h puurvva. m sarvvakaaryyasya vaarttaa. m yu. smabhyamadaam, yuuya. m saavadhaanaasti. s.thata|
290d180084	apara nca tasya kle"sakaalasyaavyavahite parakaale bhaaskara. h saandhakaaro bhavi. syati tathaiva candra"scandrikaa. m na daasyati|
290d19005d	nabha. hsthaani nak. satraa. ni pati. syanti, vyomama. n.dalasthaa grahaa"sca vicali. syanti|
290d1a0080	tadaanii. m mahaaparaakrame. na mahai"svaryye. na ca meghamaaruhya samaayaanta. m maanavasuta. m maanavaa. h samiik. si. syante|
290d1b007f	anyacca sa nijaduutaan prahitya nabhobhuumyo. h siimaa. m yaavad jagata"scaturdigbhya. h svamanoniitalokaan sa. mgrahii. syati|
290d1c00ce	u. dumbarataro rd. r.s. taanta. m "sik. sadhva. m yado. dumbarasya taro rnaviinaa. h "saakhaa jaayante pallavaadiini ca rnigacchanti, tadaa nidaaghakaala. h savidho bhavatiiti yuuya. m j naatu. m "saknutha|
290d1d004b	tadvad etaa gha. tanaa d. r.s. tvaa sa kaalo dvaaryyupasthita iti jaaniita|
290d1e0072	yu. smaanaha. m yathaartha. m vadaami, aadhunikalokaanaa. m gamanaat puurvva. m taani sarvvaa. ni gha. ti. syante|
290d1f004b	dyaavaap. rthivyo rvicalitayo. h satyo rmadiiyaa vaa. nii na vicali. syati|
290d200077	apara nca svargasthaduutaga. no vaa putro vaa taataadanya. h kopi ta. m divasa. m ta. m da. n.da. m vaa na j naapayati|
290d210088	ata. h sa samaya. h kadaa bhavi. syati, etajj naanaabhaavaad yuuya. m saavadhaanaasti. s.thata, satarkaa"sca bhuutvaa praarthayadhva. m;
290d2200eb	yadvat ka"scit pumaan svanive"sanaad duurade"sa. m prati yaatraakara. nakaale daase. su svakaaryyasya bhaaramarpayitvaa sarvvaan sve sve karmma. ni niyojayati; apara. m dauvaarika. m jaagaritu. m samaadi"sya yaati, tadvan naraputra. h|
290d23007b	g. rhapati. h saaya. mkaale ni"siithe vaa t. rtiiyayaame vaa praata. hkaale vaa kadaagami. syati tad yuuya. m na jaaniitha;
290d24005f	sa ha. thaadaagatya yathaa yu. smaan nidritaan na pa"syati, tadartha. m jaagaritaasti. s.thata|
290d25004e	yu. smaanaha. m yad vadaami tadeva sarvvaan vadaami, jaagaritaasti. s.thateti|
290e0100b5	tadaa nistaarotsavaki. nvahiinapuupotsavayoraarambhasya dinadvaye. ava"si. s.te pradhaanayaajakaa adhyaapakaa"sca kenaapi chalena yii"su. m dharttaa. m hantu nca m. rgayaa ncakrire;
290e020044	kintu lokaanaa. m kalahabhayaaduucire, nacotsavakaala ucitametaditi|
290e0300f6	anantara. m baithaniyaapure "simonaku. s.thino g. rhe yo"sau bhotkumupavi. s.te sati kaacid yo. sit paa. n.darapaa. saa. nasya sampu. takena mahaarghyottamatailam aaniiya sampu. taka. m bha. mktvaa tasyottamaa"nge tailadhaaraa. m paatayaa ncakre|
290e040050	tasmaat kecit svaante kupyanta. h kathitava. mnta. h kutoya. m tailaapavyaya. h?
290e0500c3	yadyetat taila vyakre. syata tarhi mudraapaada"satatrayaadapyadhika. m tasya praaptamuulya. m daridralokebhyo daatuma"sak. syata, kathaametaa. m kathayitvaa tayaa yo. sitaa saaka. m vaacaayuhyan|
290e060060	kintu yii"suruvaaca, kuta etasyai k. rcchra. m dadaasi? mahyamiya. m karmmottama. m k. rtavatii|
290e0700b5	daridraa. h sarvvadaa yu. smaabhi. h saha ti. s.thanti, tasmaad yuuya. m yadecchatha tadaiva taanupakarttaa. m "saknutha, kintvaha. m yubhaabhi. h saha nirantara. m na ti. s.thaami|
290e080072	asyaa yathaasaadhya. m tathaivaakarodiya. m, "sma"saanayaapanaat puurvva. m sametya madvapu. si tailam amarddayat|
290e0900ca	aha. m yu. smabhya. m yathaartha. m kathayaami, jagataa. m madhye yatra yatra susa. mvaadoya. m pracaarayi. syate tatra tatra yo. sita etasyaa. h smara. naartha. m tatk. rtakarmmaitat pracaarayi. syate|
290e0a009e	tata. h para. m dvaada"saanaa. m "si. syaa. naameka ii. skariyotiiyayihuudaakhyo yii"su. m parakare. su samarpayitu. m pradhaanayaajakaanaa. m samiipamiyaaya|
290e0b00a8	te tasya vaakya. m samaakar. nya santu. s.taa. h santastasmai mudraa daatu. m pratyajaanata; tasmaat sa ta. m te. saa. m kare. su samarpa. naayopaaya. m m. rgayaamaasa|
290e0c00d8	anantara. m ki. nva"suunyapuupotsavasya prathame. ahani nistaarotmavaartha. m me. samaara. naasamaye "si. syaasta. m papraccha. h kutra gatvaa vaya. m nistaarotsavasya bhojyamaasaadayi. syaama. h? kimicchati bhavaan?
290e0d00bb	tadaanii. m sa te. saa. m dvaya. m prerayan babhaa. se yuvayo. h puramadhya. m gatayo. h sato ryo jana. h sajalakumbha. m vahan yuvaa. m saak. saat kari. syati tasyaiva pa"scaad yaata. m;
290e0e00a6	sa yat sadana. m pravek. syati tadbhavanapati. m vadata. m, gururaaha yatra sa"si. syoha. m nistaarotsaviiya. m bhojana. m kari. syaami, saa bhojana"saalaa kutraasti?
290e0f0092	tata. h sa pari. sk. rtaa. m susajjitaa. m b. rhatiica nca yaa. m "saalaa. m dar"sayi. syati tasyaamasmadartha. m bhojyadravyaa. nyaasaadayata. m|
290e100084	tata. h "si. syau prasthaaya pura. m pravi"sya sa yathoktavaan tathaiva praapya nistaarotsavasya bhojyadravyaa. ni samaasaadayetaam|
290e110055	anantara. m yii"su. h saaya. mkaale dvaada"sabhi. h "si. syai. h saarddha. m jagaama;
290e1200ba	sarvve. su bhojanaaya propavi. s.te. su sa taanuditavaan yu. smaanaha. m yathaartha. m vyaaharaami, atra yu. smaakameko jano yo mayaa saha bhu. mkte maa. m parakere. su samarpayi. syate|
290e130084	tadaanii. m te du. hkhitaa. h santa ekaika"sasta. m pra. s.tumaarabdhavanta. h sa kimaha. m? pa"scaad anya ekobhidadhe sa kimaha. m?
290e14007a	tata. h sa pratyavadad ete. saa. m dvaada"saanaa. m yo jano mayaa sama. m bhojanaapaatre paa. ni. m majjayi. syati sa eva|
290e1500b4	manujatanayamadhi yaad. r"sa. m likhitamaaste tadanuruupaa gatistasya bhavi. syati, kintu yo jano maanavasuta. m samarpayi. syate hanta tasya janmaabhaave sati bhadramabhavi. syat|
290e1600b8	apara nca te. saa. m bhojanasamaye yii"su. h puupa. m g. rhiitve"svaragu. naan anukiirtya bha"nktvaa tebhyo dattvaa babhaa. se, etad g. rhiitvaa bhu njiidhvam etanmama vigraharuupa. m|
290e17006a	anantara. m sa ka. msa. m g. rhiitve"svarasya gu. naan kiirttayitvaa tebhyo dadau, tataste sarvve papu. h|
290e180065	apara. m sa taanavaadiid bahuunaa. m nimitta. m paatita. m mama naviinaniyamaruupa. m "so. nitametat|
290e1900a6	yu. smaanaha. m yathaartha. m vadaami, ii"svarasya raajye yaavat sadyojaata. m draak. saarasa. m na paasyaami, taavadaha. m draak. saaphalarasa. m puna rna paasyaami|
290e1a0052	tadanantara. m te giitameka. m sa. mgiiya bahi rjaituna. m "sikhari. na. m yayu. h
290e1b00fa	atha yii"sustaanuvaaca ni"saayaamasyaa. m mayi yu. smaaka. m sarvve. saa. m pratyuuho bhavi. syati yato likhitamaaste yathaa, me. saa. naa. m rak. saka ncaaha. m prahari. syaami vai tata. h| me. saa. naa. m nivaho nuuna. m pravikiir. no bhavi. syati|
290e1c004a	kantu madutthaane jaate yu. smaakamagre. aha. m gaaliila. m vraji. syaami|
290e1d006b	tadaa pitara. h pratibabhaa. se, yadyapi sarvve. saa. m pratyuuho bhavati tathaapi mama naiva bhavi. syati|
290e1e00aa	tato yii"suruktaavaan aha. m tubhya. m tathya. m kathayaami, k. sa. naadaayaamadya kukku. tasya dvitiiyavaararava. naat puurvva. m tva. m vaaratraya. m maamapahno. syase|
290e1f009f	kintu sa gaa. dha. m vyaaharad yadyapi tvayaa saarddha. m mama praa. no yaati tathaapi kathamapi tvaa. m naapahno. sye; sarvve. apiitare tathaiva babhaa. sire|
290e200092	apara nca te. su get"simaaniinaamaka. m sthaana gate. su sa "si. syaan jagaada, yaavadaha. m praarthaye taavadatra sthaane yuuya. m samupavi"sata|
290e21007a	atha sa pitara. m yaakuuba. m yohana nca g. rhiitvaa vavraaja; atyanta. m traasito vyaakulita"sca tebhya. h kathayaamaasa,
290e22005b	nidhanakaalavat praa. no me. atiiva da. hkhameti, yuuya. m jaagratotra sthaane ti. s.thata|
290e23009c	tata. h sa ki ncidduura. m gatvaa bhuumaavadhomukha. h patitvaa praarthitavaanetat, yadi bhavitu. m "sakya. m tarhi du. hkhasamayoya. m matto duuriibhavatu|
290e24009c	aparamuditavaan he pita rhe pita. h sarvve. m tvayaa saadhya. m, tato hetorima. m ka. msa. m matto duuriikuru, kintu tan mamecchaato na tavecchaato bhavatu|
290e250095	tata. h para. m sa etya taan nidritaan niriik. sya pitara. m provaaca, "simon tva. m ki. m nidraasi? gha. tikaamekaam api jaagaritu. m na "sakno. si?
290e26008b	pariik. saayaa. m yathaa na patatha tadartha. m sacetanaa. h santa. h praarthayadhva. m; mana udyuktamiti satya. m kintu vapura"saktika. m|
290e270035	atha sa punarvrajitvaa puurvvavat praarthayaa ncakre|
290e2800aa	paraav. rtyaagatya punarapi taan nidritaan dadar"sa tadaa te. saa. m locanaani nidrayaa puur. naani, tasmaattasmai kaa kathaa kathayitavyaa ta etad boddhu. m na "seku. h|
290e2900d1	tata. hpara. m t. rtiiyavaara. m aagatya tebhyo. akathayad idaaniimapi "sayitvaa vi"sraamyatha? yathe. s.ta. m jaata. m, samaya"scopasthita. h pa"syata maanavatanaya. h paapilokaanaa. m paa. ni. su samarpyate|
290e2a006f	utti. s.thata, vaya. m vrajaamo yo jano maa. m parapaa. ni. su samarpayi. syate pa"syata sa samiipamaayaata. h|
290e2b00ec	imaa. m kathaa. m kathayati sa, etarhidvaada"saanaameko yihuudaa naamaa "si. sya. h pradhaanayaajakaanaam upaadhyaayaanaa. m praaciinalokaanaa nca sannidhe. h kha"ngalagu. dadhaari. no bahulokaan g. rhiitvaa tasya samiipa upasthitavaan|
290e2c0098	apara ncaasau parapaa. ni. su samarpayitaa puurvvamiti sa"nketa. m k. rtavaan yamaha. m cumbi. syaami sa evaasau tameva dh. rtvaa saavadhaana. m nayata|
290e2d005e	ato heto. h sa aagatyaiva yo"so. h savidha. m gatvaa he guro he guro, ityuktvaa ta. m cucumba|
290e2e0036	tadaa te tadupari paa. niinarpayitvaa ta. m dadhnu. h|
290e2f008b	tatastasya paar"svasthaanaa. m lokaanaameka. h kha"nga. m ni. sko. sayan mahaayaajakasya daasameka. m prah. rtya tasya kar. na. m ciccheda|
290e300079	pa"scaad yii"sustaan vyaajahaara kha"ngaan lagu. daa. m"sca g. rhiitvaa maa. m ki. m caura. m dharttaa. m samaayaataa. h?
290e3100b0	madhyemandira. m samupadi"san pratyaha. m yu. smaabhi. h saha sthitavaanataha. m, tasmin kaale yuuya. m maa. m naadiidharata, kintvanena "saastriiya. m vacana. m sedhaniiya. m|
290e32003a	tadaa sarvve "si. syaasta. m parityajya palaayaa ncakrire|
290e330060	athaiko yuvaa maanavo nagnakaaye vastrameka. m nidhaaya tasya pa"scaad vrajan yuvalokai rdh. rto
290e34002b	vastra. m vihaaya nagna. h palaayaa ncakre|
290e3500ae	apara nca yasmin sthaane pradhaanayaajakaa upaadhyaayaa. h praaciinalokaa"sca mahaayaajakena saha sadasi sthitaastasmin sthaane mahaayaajakasya samiipa. m yii"su. m ninyu. h|
290e36007a	pitaro duure tatpa"scaad itvaa mahaayaajakasyaa. t.taalikaa. m pravi"sya ki"nkarai. h sahopavi"sya vahnitaapa. m jagraaha|
290e37008d	tadaanii. m pradhaanayaajakaa mantri. na"sca yii"su. m ghaatayitu. m tatpraatikuulyena saak. si. no m. rgayaa ncakrire, kintu na praaptaa. h|
290e380056	anekaistadviruddha. m m. r.saasaak. sye dattepi te. saa. m vaakyaani na samagacchanta|
290e390062	sarvva"se. se kiyanta utthaaya tasya praatikuulyena m. r.saasaak. sya. m dattvaa kathayaamaasu. h,
290e3a0098	ida. m karak. rtamandira. m vinaa"sya dinatrayamadhye punaraparam akarak. rta. m mandira. m nirmmaasyaami, iti vaakyam asya mukhaat "srutamasmaabhiriti|
290e3b003b	kintu tatraapi te. saa. m saak. syakathaa na sa"ngaataa. h|
290e3c0091	atha mahaayaajako madhyesabham utthaaya yii"su. m vyaajahaara, ete janaastvayi yat saak. syamadu. h tvametasya kimapyuttara. m ki. m na daasyasi?
290e3d009f	kintu sa kimapyuttara. m na datvaa mauniibhuuya tasyau; tato mahaayaajaka. h punarapi ta. m p. r.s. taavaan tva. m saccidaanandasya tanayo. abhi. siktastrataa?
290e3e00ac	tadaa yii"susta. m provaaca bhavaamyaham yuuya nca sarvva"saktimato dak. sii. napaar"sve samupavi"santa. m megha maaruhya samaayaanta nca manu. syaputra. m sandrak. syatha|
290e3f003a	tadaa mahaayaajaka. h sva. m vamana. m chitvaa vyaavaharat
290e4000a2	kimasmaaka. m saak. sibhi. h prayojanam? ii"svaranindaavaakya. m yu. smaabhira"sraavi ki. m vicaarayatha? tadaanii. m sarvve jagaduraya. m nidhanada. n.damarhati|
290e4100b0	tata. h ka"scit ka"scit tadvapu. si ni. s.thiiva. m nicik. sepa tathaa tanmukhamaacchaadya cape. tena hatvaa gaditavaan ga. nayitvaa vada, anucaraa"sca cape. taistamaajaghnu. h
290e420063	tata. h para. m pitare. a.t. taalikaadha. hko. s.the ti. s.thati mahaayaajakasyaikaa daasii sametya
290e430084	ta. m vihnitaapa. m g. rhlanta. m vilokya ta. m suniriik. sya babhaa. se tvamapi naasaratiiyayii"so. h sa"nginaam eko jana aasii. h|
290e440093	kintu sopahnutya jagaada tamaha. m na vadmi tva. m yat kathayami tadapyaha. m na buddhye| tadaanii. m pitare catvara. m gatavati kukku. to ruraava|
290e450060	athaanyaa daasii pitara. m d. r.s. tvaa samiipasthaan janaan jagaada aya. m te. saameko jana. h|
290e4600b8	tata. h sa dvitiiyavaaram apahnutavaan pa"scaat tatrasthaa lokaa. h pitara. m procustvamava"sya. m te. saameko jana. h yatastva. m gaaliiliiyo nara iti tavoccaara. na. m prakaa"sayati|
290e47006c	tadaa sa "sapathaabhi"saapau k. rtvaa provaaca yuuya. m kathaa. m kathayatha ta. m nara. m na jaane. aha. m|
290e4800da	tadaanii. m dvitiiyavaara. m kukku. to. araaviit| kukku. tasya dvitiiyaravaat puurvva. m tva. m maa. m vaaratrayam apahno. syasi, iti yadvaakya. m yii"sunaa samudita. m tat tadaa sa. msm. rtya pitaro roditum aarabhata|
290f0100c9	atha prabhaate sati pradhaanayaajakaa. h praa nca upaadhyaayaa. h sarvve mantri. na"sca sabhaa. m k. rtvaa yii"su. m bandhayitva piilaataakhyasya de"saadhipate. h savidha. m niitvaa samarpayaamaasu. h|
290f020078	tadaa piilaatasta. m p. r.s. tavaan tva. m ki. m yihuudiiyalokaanaa. m raajaa? tata. h sa pratyuktavaan satya. m vadasi|
290f03006f	apara. m pradhaanayaajakaastasya bahu. su vaakye. su do. samaaropayaa ncakru. h kintu sa kimapi na pratyuvaaca|
290f040089	tadaanii. m piilaatasta. m puna. h papraccha tva. m ki. m nottarayasi? pa"syaite tvadviruddha. m kati. su saadhye. su saak. sa. m dadati|
290f05004d	kantu yii"sustadaapi nottara. m dadau tata. h piilaata aa"scaryya. m jagaama|
290f060068	apara nca kaaraabaddhe kasti. m"scit jane tanmahotsavakaale lokai ryaacite de"saadhipatista. m mocayati|
290f07007f	ye ca puurvvamupaplavamakaar. surupaplave vadhamapi k. rtavantaste. saa. m madhye tadaano. m barabbaanaamaka eko baddha aasiit|
290f08007c	ato heto. h puurvvaapariiyaa. m riitikathaa. m kathayitvaa lokaa uccairuvanta. h piilaatasya samak. sa. m nivedayaamaasu. h|
290f090072	tadaa piilaatastaanaacakhyau tarhi ki. m yihuudiiyaanaa. m raajaana. m mocayi. syaami? yu. smaabhi. h kimi. syate?
290f0a004e	yata. h pradhaanayaajakaa iir. syaata eva yii"su. m samaarpayanniti sa viveda|
290f0b0067	kintu yathaa barabbaa. m mocayati tathaa praarthayitu. m pradhaanayaajakaa lokaan pravarttayaamaasu. h|
290f0c008a	atha piilaata. h puna. h p. r.s. tavaan tarhi ya. m yihuudiiyaanaa. m raajeti vadatha tasya ki. m kari. syaami yu. smaabhi. h kimi. syate?
290f0d0038	tadaa te punarapi proccai. h procusta. m kru"se vedhaya|
290f0e0080	tasmaat piilaata. h kathitavaan kuta. h? sa ki. m kukarmma k. rtavaan? kintu te puna"sca ruvanto vyaajahrusta. m kru"se vedhaya|
290f0f0097	tadaa piilaata. h sarvvaallokaan to. sayitumicchan barabbaa. m mocayitvaa yii"su. m ka"saabhi. h prah. rtya kru"se veddhu. m ta. m samarpayaambabhuuva|
