0100000016	ሜꬌቴꬃ ማጻፋ
070418007a	ኢስራኤሌ ኣሳይ ካናኔ ካዎ ያቢኔ ቦላ ሚኒ ሚኒ ቢዲ ዉርሴꬃን ኢዛ ꬋይሲዴስ።
0705010069	ሄ ጋላስ ዲቦራይኔ ኣቢኖኣሜ ና ባራቄይ ሃይሳፌ ካሊዛ ዬꬃ ዬጺዳ።
0705020077	«ካሌꬂዛይቲ ኢስራኤሌ ካሌꬂሺን፥ ዴሬይካ ባ ሼኔን ሃሬቲሺን ጎዳ ጋላቲቴ!
07050300bd	«ኢንቴኖ ካዎቶ! ሃይሳ ሲዪቴ! ኢንቴኖ ዴሬ ሃሪዛይቶ! ኤዝጊቴ! ታኒ ጎዳስ ዬጻና፤ ኢስራኤሌ ጎዳስ ጋላታ ማዛሙሬ ዬጻና።
07050400ea	«ኣቤት ጎዳዉ! ኔኒ ሴይሬ ዴሬፔ ዴንዲዳ ዎዴ፥ ኔኒ ኤዶሜ ቢታፌ ኬዚዳ ዎዴ፥ ቢታይ ቃጺዴስ። ሳሎፔ ኢራይ ቡኪዴስ፤ ኤ፥ ኢራይ ሻራታፔ ዱጌ ቡኪዴስ።
070505005f	ጎዳ ኢስራኤሌ ጾሳ ሲንꬃኒኔ ሲና ጎዳ ሲንꬃን ዙማቲ ቃጺዳ።
07050600d7	«ኣናቴ ና ሻምጋሬ ዎዴኒኔ ያኤሌ ዎዴን ኦጌይ ሳሚዴስ፤ ዛልኣንቻቲካ ሄ ቢታራ ካንꬂ ቤቴና። ኦጌዛራ ቢዛይቲካ ኦጋ ኣጊዲ ሃራሶራ ቢዳ።
07050700be	ኢስራኤሌ ማንዳራቲ ኣሲ ዶንታ ባዞ ጊዲዳ። ታኒ ዲቦራይ ኢስራኤሌ ኣሳስ ኣዮ ጊዳዳ ዴንዳና ጋካናስ ጾኒዲ ኣቲዳይ ባዋ።
07050800e9	ኢስራኤሌ ኣሳይ ኣላጋ ጾሳታ ዶሪዳ ዎዴ፥ ቢታን ኦላይ ዴንዲዴስ፤ ኦይዱ ታሙ ሺ ኢስራኤሌ ኦላንቻታ ጊዶን ኢሲ ጎንዳሌይ ዎይኮ ኢሲ ቶራይ ቤቲቤና።
0705090095	ታ ዎዚናይ ኢስራኤሌ ዳናታራ ዴስ፤ ኣሳ ጊዶን ዶሳን ባና ኣꬂ ኢሚዳይታራ ዴስ። ጎዳይ ጋላቴቶ!
07050a00a4	«ኢንቴኖ ኮሬቲዳ ቦꬃ ሃሬ ቶጊዛይቶ! ኢንቴኖ ሎኦ ኣራታን ኡቲ ኣሌቄቲዛይቶ! ኢንቴኖ ቶሆን ሄሜቲዛይቶ!
07050b0104	ሃꬃ ፑልቶታ ሄራን ዬጼቲዛ ዬꬃ ሲዪቴ፤ ኢስታ ጎዳይ ጾኒዳይሳ ኣኬኪሴስ፤ ቃሴ ኢስራኤሌ ኣሳይ ጾኒዳይሳ ናሼስ። «ጎዳ ኣሳይካ ካታማ ጌሊዛ ፔንጌታኮ ዱጌ ዎꬊዴስ።
07050c00a6	‹ዲቦራ! ቤጋ! ቤጋ! ቤጎታዳ ዬꬃ ዬጻ። ኔኖ፥ ኣቢኖኣሜ ና ባራቄ፥ ዴንዳ! ኔ ዲኢዳይታ ኤካዳ ሲንꬄ ጉጃ።›
07050d008c	«ሄሳፌ ጉዬ ኣቲዳ ኣሳቲ ሃላቃታኮ ዱጌ ዎꬊዳ። ጎዳ ኣሳቲ ኦሌታናስ ጊጊዲ ባራቄኮ ዪዳ።
07050e0117	ካሴ ኣማሌቄ ዛሬቲ ዲዛሶን ዲዛ ኤፍሬሜ ኣሳፔ ኢሲ ኢሲ ኣሳቲ ዪዳ። ቃሴ ሃራቲ ቢኒያሜ ዜሬꬃታፔ ኢስታ ካሊዳ። ማኪሬ ዛሬታፔ ዳናቲ፥ ዛቢሎኔ ዛሬታፔ ካዎቴꬃን ኡቲዛይቲ ዪዳ።
07050f011d	ዪሳኮሬ ዜሬꬃፌ ዳናቲ ዲቦሪራ ዪዳ፤ ኤ፥ ዪሳኮሬይኔ ባራቄይካ ዪዳ፤ ኢስቲካ ባራቄ ካሊዲ ዱጌ ዙሌዛ ዎꬊዳ። ጊዶ ኣቲን ኦሮቤሌ ዛሬቲ ቆፋን ሻኬቲ ዎꬊዳ፤ ያናኮኔ ዮንታኮ ሲꬊዳ።
07051000d1	ኔ ኣይስ ዶርሳ ዪሬ ጊዶን ኡታዲ? ዶርስ ሄሚዛይታ ዋይቄꬅ ሲያናስ ኡታዲ? ኦሮቤሌ ዛሬቲ ቆፋን ሻኬቲ ዎꬊዳ፤ ያናኮኔ ዮንታኮ ሲꬊዳ።
07051100f4	ጋላኣዴ ዛሬቲ ዮርዳኖሴ ሻፋፔ ሄ ፒንꬃን ኣቲዳ፤ ዳኔ ዛሬቲ ኣይስ ማርካቤ ጊዶን ጋምኢዶ? ኣሴሬ ዛሬቲ ባ ዲዛሶን ኣቲዳ፤ ሜዲቴራኔ ኣባ ላንቄንካ ዴኢዳ።
0705120099	ዛቢሎኔ ዛሬቲ ባንታ ሼምፖ ሃይቆስ ኣꬂ ኢሚዳ። ኒፍታሌሜ ዛሬቲካ ኢስታꬆካ ኦላ ዴምባን ኦꬂዳ።
07051300cd	«ካዎቲ ዪዲ ማጊዶ ፑልቶታ ማታን ዲዛ ታኢናኬን ኦላ ኦይኬቲዳ። ካናኔ ካዎቲካ ሄን ኦሌቲዳ፤ ዲኢ ኤካናስ ኣይኮ ሚሺካ ዴሚቤቴና።
070514006f	ሳሎ ጾሊንቴቲ ኢዛራ ኦሌቲዳ። ባንታ ሃኖታን ሲሳራራ ኦላ ቃቃጱ ጊዳ።
07051500b2	ቤኒ ቂሶኔ ሻፋ ኪጻይ ኢስታ ዴንꬂ ኤፊዴስ፤ ኢስቲካ ሃሮን ሜጬቲ ꬋይዳ፤ ታ ሼምፖዬ ሚና፤ ዎልቃንካ ሲንꬅ ጉጃ።
070516007b	ሄሳፌ ጉዬ ቶጋ ኣሳቲ ቶጋን ኣዳራሲ ዪዳ። ቶጋ ፓራታ ጊሪሳይ ዳዳ ጊሪሳ ማላ።
0705170101	ጎዳ ኪታንቻይ፥ ‹ሜሮዜ ቃንጊቴ! ሄን ዲዛ ኣሳ ኢሲፌ ቃንጊቴ! ጋሶይካ ኢስቲ ጎዳ ኣሳ ኦላን ማዶንታ ኢጺዳ። ዎልቃማ ኢስታ ሞርኬታራ ኦሌታናስ ኬዚቤቴና› ጊዴስ።
07051800be	«ቄናዌ ዴሬ ኣስ ሄቤሬ ማቺያ ያኤላ ማጫሳ ኡባፌ ኣንጄቲዳሮ ጊዱ። ዱንካኔ ጊዶን ዲዛ ማጫሳ ኡባፌ ኢዛ ኣንጄቲዳሮ ጊዱ።
070519009f	ሲሳሪ ኢዞ፥ ‹ታና ሃꬅ ኡሻ› ጊ ዎሲዴስ፤ ኢዛ ጊዲኮ ሜቃ ማꬅ ሺሻዱስ፤ ሎኦ ዋንጫን ኢዛስ ኢማዱስ።
07051a00c3	ኢሲ ኩሼን ዱንካና ꬊሽኬ፥ ኡሻቻ ኩሼን ኦሳንቻታ ቆይጼ ኦይካዱስ፤ ሲሳራ ሁኤን ꬊሺካዱስ፤ ሃይꬃ ጮርጮሮራ ሉካ ኬሳዱስ።
07051b007f	ቦልቁ ጊ ኩንዲዴስ፤ ኢዚ ቶሆ ጋርሳንካ ጉፋኒዴስ፤ ሄ ኩንዲዳ ሶሆን ሃይቂዴስ።
07051c0101	«ሲሳራ ኣዬያ ማስኮቴራ ቤኣዱስ፤ ማስኮቴ ጾኤራካ ቲሺ ሂስታ ጼላሼ፥ ‹ታ ናዛ ፓራ-ጋሬይ ኣይስ ጋምኢዴ? ፓራ-ጋሬቲ ኤሶቲዲ ኣይስ ሲሚቤቴኔ?› ጋዳ ዋሳ ኦይቻዱስ።
07051d007c	ኣꬎ ኤራቴꬂ ዲዛ ኢዚ ማጫሳቲ ኢዚ ኦይሻ ዛሪዳ፤ ጊዶ ኣቲን ኢዛ ባ ቆፋን ባስ፥
07051e017a	‹ኢስቲ ዲኢዲ ኤሂዳይሳ ጊሼቲ ኤኪሺን ኢሳዴ ኢሳዴ ኢሲ ኢሲ ጌላኦይ ዎይኮ ናምኡ ናምኡ ጌላኦቲ ጋኬቴስ። ሲሳራስ ኢስቲ ዱማ ዱማ ቃላሜን ኦሴቲዳ ኣሌቆ ማይኦ ኢማና፤ ቃሴ ታስካ ቆꬌን ጻጻናስ ጺሊፌን ኣሌቂዲ ሎኢዛ ማይኦታ ኤሃና› ጋዱስ።
07051f00e5	«ኣቤት ጎዳዉ! ኔ ሞርኬቲ ኡባይ ሄሳꬆ ሃይቄቶ! ጊዶ ኣቲን ኔ ሲቆቲ ማላዶ ሞኪዛ ኣርሼዳ ጶሌቶ።» ሄሳፌ ጉዬ ቢታይ ኦይዱ ታሙ ላይꬅ ዎፓ ዴሚዴስ።
07060100e6	ኢስራኤሌ ኣሳይ ጎዳ ሲንꬃን ዛሬꬂዲ ኢታ ሚሽ ኦꬂዴስ፤ ሄሳ ጊሻስ ጎዳይ ኢስታ ሚዲያሜ ኣሳስ ኣꬂ ኢሚዴስ፤ ኢስቲካ ላፑን ላይꬅ ኩሜꬅ ሃሬቲዳ።
07060200b0	ሚዲያሜ ኣሳይ ኢስራኤሌ ኣሳ ቦላ ሚኒዳ ጊሻስ ኢስራኤሌ ኣሳይ ኢስታፌ ቆቴቲ ኣታናሶ ጎንጎሎኔ ሚጻ ጊግሲዴስ።
07060300dd	ኢስራኤሌ ኣሳይ ካꬅ ዜሪዛ ዎዴ ኡባን ሚዲያሜ ኣሳይ፥ ኣማሌቄ ኣሳይኔ ኣርሼይ ሞኪዛ ባጋራ ዲዛ ኣሳይ ኢስታ ቦላ ዎራጂ ዎራጂ ሜቶ ጋꬄቴስ።
0706040107	ኢስቲ ሄ ቢታን ዱንካኒዲ ጋዛ ካታማ ጋካናስ ቢታ ኡባ ቦላን ሞኪዳይሳ ꬋይሴቴስ፤ ዶርሳታ፥ ሚዛታኔ ሃሬ ዉዴታ ዲኢ ኤፊዛ ጊሻስ ኢስራኤሌ ኣሳስ ኣይኮካ ኣሺ ኤሬቴና።
07060500e1	ባንታ ሜሄታኔ ባንታ ዱንካኔታ ኤኪዲ ቦሌይ ዪዛ ማላ ዳሪዲ ዬቴስ፤ ኢስታኔ ኢስታ ጋሜላታ ቆዳናስ ዳንዳዬቴና፤ ኢስታ ዩሳይካ ቢታ ꬋይሳናሳ።
0706060097	ሚዲያሜ ኣሳይ ኢስራኤሌ ኣሳ ቦላ ሜቶ ጋꬂዳ ጊሻስ ኢስራኤሌ ኣሳይ ማዶ ዴማናስ ጎዳኮ ዋሲዴስ።
0706070065	ሚዲያሜ ኣሳይ ጋꬂዳ ቆሆዛ ጋሶን ኢስራኤሌ ኣሳይ ጎዳኮ ዋሲን፥
07060800c7	ጎዳይ ኢስታኮ ኢሲ ናቤ ኪቲዴስ፤ ሄ ናቤዚ ኢስታስ ጎዳ ኢስራኤሌ ጾሳፌ ኤሂዳ ኪታይ፥ «ታ ኢንቴና ጊብጼ ኣይሌቴꬃፌ ኬሳዲስ።
07060900c9	ታኒ ኢንቴና ጊብጼ ኣሳ ኩሼፔኔ ዋዪሲዛ ኣሳ ኡባ ኩሼፔ ኣሻዲስ፤ ኢንቴ ሲንꬃፌካ ኢስታ ጎዳ ኬሳዳ ኢስታ ቢታ ኢንቴስ ኢማዲስ።
07060a00f0	ታኒ ኢንቴና፥ ‹ታኒ ጎዳ ኢንቴ ጾሳ፤ ኢንቴ ኢስታ ቢታ ላቲዳ ኣሞሬታ ጾሳታስ ጎይኖፍቴ› ጋዳ ዮታዲስ፤ ጊዶ ኣቲን ኢንቴ ታ ቃላ ሲዮንታ ኢጺዴታ» ጌስ።
07060b0121	ሄሳፌ ጉዬ ጎዳ ኪታንቻይ ኦፊራ ጌቴቲዛሶን ዲዛ ኣቢኤዜሬ ዜሬꬃፌ ኢዮኣሳ ዎላ ጋርሳን ዪ ኡቲዴስ፤ ሄ ዎዴ ኢዮኣሳ ና ጌዶኒ ሚዲያሜ ኣሳፔ ቆቴታናስ ዎይኔ ጉምኢዛሶሆን ጊስቴ ቡኬስ።
07060c008f	ሄን ጎዳ ኪታንቻይ ኢዛስ ቆንጪዲ፥ «ሃይሶ ኔኖ፥ ሚኖ ኦላንቻዞ! ጎዳይ ኔናራ ዴስ» ጊዴስ።
07060d0198	ጌዶኒካ ኢዛ፥ «ታ ጎዶ! ጎዳይ ኑናራ ዲዛ ጊዲኮ ሃ ሜቶ ኡባይ ኑና ኣይስ ጋኪዴ? ኑ ኣዋቲ፥ ‹ጎዳይ ኑና ጊብጼ ቢታፌ ኬሲዴስ› ጊዲ ኑስ ዮቲዳ ማላሊሲዛ ኢዛ ኦሶቲ ኡባይ ኣዋን ዲዞ? ሃኢ ጊዲኮ ጎዳይ ኑና ሙሌካ ኣጊዴስ፤ ሚዲያሜ ኣሳ ኩሼንካ ኣꬂ ኢሚዴስ» ጊዴስ።
07060e00d6	ሄሳፌ ጉዬ ጎዳይ ኢዛኮ ሲሚዲ፥ «ኔስ ዲዛ ጊታ ዎልቃን ባዳ ኢስራኤሌ ኣሳ ሚዲያሜ ኣሳ ኩሼፔ ኣሻዳ ኬሳ ኤካ፤ ኔና ኪቲዳይ ታና» ጊዴስ።
07060f00f0	ጌዶኒ፥ «ታ ጎዳዉ፥ ታ ዛሬይ ሚናሴ ዛሬ ኡባፌ ኣꬊዳ ላፋ፤ ታኒካ ኑሶ ኣሳ ኡባፌ ጉꬃ፤ ሂስቲን ታኒ ኢስራኤሌ ኣሳ ዎስታዳ ኣሻናስ ዳንዳያዚና?» ጊዴስ።
0706100096	ጎዳይካ፥ «ቱማፔ ታኒ ኔናራ ጊዳና፤ ኢሲ ኣስ ሾጪዛ ማላ ኔኒ ሚዲያሜ ኣሳ ሾጫዳ ጾናና» ጊዴስ።
0706110092	ጌዶኒካ «ኔኒ ታናን ኡፋዬቲዳ ጊዲኮ ታናራ ሃሳይዛይ ኔና ጊዲዳይሳ ኤሪሲዛ ማላታ ታና ቤሳ።
07061200d5	ታኒ ጉዬ ሲማ ባዳ ኔስ ያርሾ ሚሽ ኤካ ያና ጋካናስ ሃኒፌ ሃራሶ ቦፓ» ጊዴስ። ጎዳይካ፥ «ኔኒ ሲማና ጋካናስ ታኒ ሃይሳን ናጋና» ጊዴስ።
0706130165	ጌዶኒ ባሶ ቢዲ ዴይሻ ላቃ ሹኪዲ ካꬂዴስ፤ ኢሲ ታሙ ኪሎ ጊራሜ ጊዲዛ ꬊሌ ኤኪዲ ኢርሾይ ኢዛን ጌሎንታ ኡኬꬅ ኡኪዴስ፤ ኣሾዛ ሌማቴን ዎꬂዲ ጫምባዛ ኬሬን ቲጊዴስ፤ ኡባካ ኤኪ ኤፊዲ ዎላ ጋርሳን ኡቲዳ ጎዳ ኪታንቻዛስ ሺሺዴስ።
07061400f2	ጾሳ ኪታንቻይ ኢዛ፥ «ኣሾዛኔ ኢርሾይ ኢዛን ጌሎንታ ኡኬꬃዛ ኤካዳ ሃ ሹቻ ቦላ ዎꬃ፤ ጫምባዛካ ኢዛ ቦላ ቲጋ» ጊዴስ፤ ጌዶኒካ ኢዚ ኣዛዚዳ ማላ ኦꬂዴስ።
0706150111	ጎዳ ኪታንቻይ ባ ኩሼን ኦይኪዳ ጉፌ ጼራን ኣሾዛኔ ኡኬꬃዛ ቦቺዴስ፤ ሂስቲን ታማይ ሹቻ ጊዶፌ ኬዚዲ ኣሾዛኔ ኡኬꬃዛ ሚዴስ፤ ሄሳፌ ጉዬ ጎዳ ኪታንቻይ ኢዛ ሲንꬃፌ ጌሚዴስ።
07061600d4	ጌዶኒ ቤይዳይ ጎዳ ኪታንቻ ጊዲዳይሳ ኣኬኪዳ ዎዴ፥ «ኡባ ሃሪዛ ጎዳዉ! ታኒ ጎዳ ኪታንቻ ታ ኣይፌን ቤኢዳ ጊሻስ ታስ ኣዬ ኣና!» ጊዴስ።
0706170063	ጊዶ ኣቲን ጎዳይ፥ «ሳሮይ ኔስ ጊዶ! ያዮፋ! ኔ ሃይቃካ» ጊዴስ።
0706180108	ጌዶኒካ ጎዳስ ያርሾ ያርሺዛሶ ሄን ጊግሲዲ ሄ ሶሆዛ፥ «ጎዳይ ሳሮ ጾሳ» ጊዲ ሱንꬂዴስ፤ ሄ ያርሾ ያርሺዛሶይ ኣቢኤዜሬ ዜሬꬃታስ ጊዲዳ ኦፊራን ሃች ጋካናስ ኤቂ ዴስ።
0706190152	ሄ ጋላሳ ኦማርስ ጎዳይ ጌዶኔ፥ «ኔ ኣዋ ሚዛታ ጊዶፌ ሃራ ላፑን ላይꬃ ኮርማ ቦራ ኤካ፤ ኔ ኣዋይ ባኣሌ ጌቴቲዛ ኤቃስ ያርሾ ያርሺዛሶዛ ላላ፤ ኢዛ ላንቄን ዲዛ ኣሼሮ ጌቴቲዛ ማጫ ጾሳይ ሚስሌዛካ ቲፋ ሜንꬄሬꬃ ዬጋ።
07061a013c	ሄ ቲፌቲ ዶሬቲዳ ሚስሌዛ ቦላ ጎዳ ኔ ጾሳስ፥ ያርሾ ያርሺዛሶ ሎኤꬃ ጊጊሳ፤ ሄሳፌ ጉዬ ኔኒ ሜንꬄሬꬂዳ ኣሼሮ ጌቴቲዛ ጾሳይ ሚስሌዛ ቄራ ኤꬃዳ ናምኣንꬆ ቦራዛ ሙሌራ ጹጊዛ ያርሾ ኦꬃዳ ያርሻ» ጊዴስ።
07061b0117	ጌዶኒካ ባ ኣይሌታፔ ታማታ ኤኪዲ ጎዳይ ኢዛስ ዮቲዳ ማላ ኦꬂዴስ፤ ጊዶ ኣቲን ኢዚ ባ ኣዋ ሶ ኣሳሲኔ ካታማን ዲዛ ኣሳስ ያዪዳ ጊሻስ ሄሳ ጋላስ ኦꬃናይሳ ኣጊዲ ኦማርስ ኦꬂዴስ።
07061c0180	ማላዶ ዎንታን ካታማ ኣሳይ ዴንዲዳ ማላ ባኣሌ ጌቴቲዛ ኤቃስ ያርሾ ያርሺዛሶይ ላሌቲቺዳይሳኔ ኢዛ ላንቄን ዲዛ ኣሼሪ ሚስሌይ ሜቄሬቲ ዎꬊዳይሳ ቤኢዴስ፤ ቃሴ ኢስቲ ያርሾ ያርሺዛሶይ ጊጊዳይሳኔ ኢዛ ቦላ ናምኣንꬆ ቦራይ ያርሼቲዳይሳ ቤይዳ።
07061d00dc	ባንታ ጊዶን፥ «ሃይሶ ሃይሳ ኦꬂዳይ ኦኔ?» ጊዲ ኢሶይ ኢሳ ኦይቺዳ፤ ኢስቲ ዩዪ ዩዪ ኦይቺዲ ሄሳ ኦꬂዳይ ኢዮኣሳ ና ጌዶኔ ጊዲዳይሳ ኤሪዳ።
07061e0125	ሄሳፌ ጉዬ ካታማ ኣሳይ ኢዮኣሳ፥ «ባኣሌ ጌቴቲዛ ኤቃስ ያርሾ ያርሺዛሶዛ ላሊዳ ጊሻሲኔ ኢዛ ላንቄን ዲዛ ኣሼሪ ሚስሌዛ ሜንꬄሬꬂ ዬጊዳ ጊሻስ ኑኒ ኢዛ ዎꬋና ማላ ኔ ናዛ ሃ ኬሳ» ጊዴስ።
07061f0165	ኢዮኣሲ ባ ቦላን ዴንዲዳ ኣሳ ኡባ፥ «ኢንቴ ባኣሌስ ሞቴቴቲ? ዎይኮ ኢንቴ ኢዛ ኣሻኔ? ኢዛ ጊሻስ ሞቴቲዛ ኣሲ ዲኮ ሳኣይ ዎንታናሺን ኢዛዴይ ሃይቆ! ባኣሌይ ጾሳ ጊዲኮ ኢዛስ ያርሾ ያርሺዛሶዛ ላሊዳዴራ ኢዚ ባርካ ሞቴቶ» ጊዴስ።
07062000f7	ሄሳ ጊሻስ ሄ ጋላስ ኣሳይ ጌዶኔ ሱንꬃ ዬሩባኣሌ ጊ ሱንꬂዳ፤ ቢርሼꬃይ ባኣሌይ ባ ጊሻስ ሞቴቶ ጉሳ፤ ጋሶይካ ላሌቶይሲ ኢዛስ ያርሾ ያርሺዛሶ ጊዲዳ ጊሻሳ።
0706210100	ሄሳፌ ጉዬ ሚዲያሜ ቢታ ኣሳይ፥ ኣማሌቄ ቢታ ኣሳይኔ ኣርሼይ ሞኪዛ ባጋራ ዲዛ ኣሳይ ኡባይ ኢሲፌ ሺቂዲ ዮርዳኖሴ ሻፋ ፒኒዳ፤ ኢዝራኤሌ ጌቴቲዛ ሾባን ዱንካኒዳ።
07062200af	ሄሳፌ ጉዬ ጎዳ ኣያናይ ጌዶኔ ቦላ ዎꬊዴስ፤ ኣቢኤዜሬ ዛሬቲ ኡባይ ባና ካላና ማላ ኢስታ ሺሻናስ ዛዬ ፑኒዴስ።
0706230113	ሚናሴ ዛሬ ኡባስ ኣስ ኪቲዲ ባና ካላና ማላ ኢስታካ ጼይሲዴስ፤ ሄሳꬆካ ኣሴሬ ዛሬታስ፥ ዛቢሎኔ ዛሬታሲኔ ኒፍታሌሜ ዛሬታስ ኣስ ኪቲዴስ፤ ኢስቲካ ኢዛራ ኦላሶ ባናስ ኬዚዳ።
070624008a	ሄሳፌ ጉዬ ጌዶኒ ጾሳ፥ «ታኒ ኢስራኤሌ ኣሳ ኣሻና ማላ ኔኒ ታና ዶሪዳይሳ ታስ ዮታዳሳ።
0706250119	ቤያ፥ ጊስቴ ቡኪዛ ባሌን ዶርሳ ኢስኬ ታኒ ዎꬃና፤ ጻዛይ ሄ ዶርሳ ኢስኬ ቦላ ጻላ ዲዲ ቢታ ቦላ ዶንታ ኣጊኮ ኔኒ ዮቲዳ ማላ፥ ኢስራኤሌ ኣሳ ታ ኩሼን ኔ ኣሻናይሳ ታ ኤራና» ጊዴስ።
07062600c3	ኢዚካ ጊዳ ማላ ሃኒዴስ፤ ዎንቴꬃ ጋላስ ማላዶ ዎንታራ ዴንዲዲ ዶርሳ ኢስኬ ጉምኢዳ ዎዴ ኢሲ ሳኔ ጊዲዛ ሃꬂ ኢዛፔ ኬዚዴስ።
0706270133	ጌዶኒ ቃሴካ ጾሳ፥ «ዎዜ ኔና ዛይ! ታና ሃንቄቶፋ! ኢሲቶ ታ ኔና ዛራ ኦይቻይስ፤ ዶርሳ ኣጎዛ ቦላ ሃራ ማላታ ቤሳና ማላ፤ ሄሲካ ዶርሳ ኣጎዛይ ሜላ ጊዲን ቢታይ ሃጺዲ ጻዛታና ማላ ኦꬃርኪ!» ጊዴስ።
07062800ac	ሄ ጋላሳ ኦማርስ ጾሲ ሄ ማላታዛ ኦꬂዴስ፤ ዎንቴꬃ ጋላስ ማላዶ ዶርሳ ኣጎዛይ ሜላ ጊዲን ቢታ ኡባይ ሃጺዴስ።
0707010174	ዎንቴꬃ ጋላስ ማላዶ ዎንታራ ዬሩባኣሌ ጌቴቲዛ ጌዶኒኔ ኢዛራ ዲዛ ኣሳይ ኡባይ ዎንታ ማላዶራ ዴንዲ ቢዲ ሃሮዳ ጌቴቲዛ ፑልቶ ሃꬃ ኣቻን ዱንካኒዳ። ሚዲያሜ ቢታ ኣሳቲካ ኢስታፌ ፑዴሃ ባጋራ ሞሬ ጌቴቲዛ ዙማ ማታን ዲዛ ዙሌን ዱንካኒዳ።
0707020141	ጎዳይ ጌዶኔ፥ «ሚዲያሜ ዴሬ ኣሳ ታኒ ኢንቴ ኩሼን ኣꬃ ኢሞንታ ማላ ኔናራ ዲዛ ኣሳይ ዳሪዴስ፤ ኢስራኤሌ ኣሳይ፥ ‹ኑ ዎልቃን ኣቲዶስ› ጊዲ ታ ቦላ ጬቄቶንታ ማላ ሚዲያሜ ዴሬ ኣሳ ታኒ ኢስታስ ኣꬃ ኢሚኬ።
0707030122	ሄሳ ጊሻስ ሃኢ ኣሳስ፥ ‹ዎዚናይ ሂርጊዛዴይኔ ባቢዛዴይ ዲኮ ጋላኣዴ ዙማፔ ጉዬ ሲሚዲ ባሶ ባሶ ቦ› ጋዳ ኣዋጃ» ጊዴስ። ሄሳፌ ዴንዶይሳን 22,000 ኣሳይ ጉዬ ሲሚን 10,000 ኣሲ ጻላ ኣቲዴስ።
070704013a	ሄሳፌ ጉዬ ጎዳይ ጌዶኔ፥ «ሃኢካ ኣሳይ ዳሪዴስ፤ ኔኒ ኢስታ ዱጌ ሃꬃ ሻፋ ዎꬃ፤ ሄን ታ ኢስታ ኔስ ፓጫዳ ሻካና፤ ታኒ፥ ‹ሃይሲ ኔናራ ቦ› ጊዛይሲ ኔናራ ቦ፤ ‹ሃይሲ ኔናራ ቦፖ› ጊዛይሲ ቦፖ» ጊዴስ።
070705010c	ሄሳ ጊሻስ ጌዶኒ ኣሳ ሃꬃኮ ኤፊዴስ፤ ጎዳይ ጌዶኔ፥ «ሃ ኣሳ ጊዶፌ ጉልባቲዲ ሃꬅ ኡዪዛይታኔ ካና ማላ ኤቆን ሃꬅ ኢንጻርሳን ላማጪ ላማጪ ሂስቲዲ ኡዪዛይታ ሻካ» ጊዴስ።
07070600ab	ባንታ ኩሼን ሃꬃ ኤቆን ኩጳቲ ኡዪዛይታ ቆዳይ ሄꬑ ጼታ፤ ጊዶ ኣቲን ኣቲዳይቲ ኡባይ ሃꬃ ኡያናስ ጉልባቲዳ።
070707011f	ጎዳይ ጌዶኔ፥ «ባንታ ኩሼን ሃꬃ ኩጳቲ ኤቆን ዲሼ ኡዪዳ ሄꬑ ጼቱ ኣሳታን ታኒ ኢንቴና ኣሻና፤ ሚዲያሜ ኣሳታ ኢንቴስ ኣꬃ ኢማና፤ ሃንኮ ኣቲዳ ኣሳይ ጊዲኮ ጉዬ ባሶ ባሶ ሲሞ» ጊዴስ።
070708014a	ሄሳ ጊሻስ ጌዶኒ ጉዬ ሲሚዛ ኢስራኤሌ ኣሳ ሺንቄኔ ዛዬ ኤኪዲ 300 ኣሳታስ ኢሚዲ ሃንኮ ኣቲዳ ኣሳ ኡባ ኢስታ ሶ ኢስታ ሶ ዬዲዴስ፤ ሃ ኡባይ ሃኒዛ ዎዴ ሚዲያሜ ኦላንቻቲ ኢስታፌ ዱጌ ባጋራ ዙሌን ዱንካኒዲ ኡቲዳ።
07070900a1	ሄ ጋላሳ ኦማርስ ጎዳይ ጌዶኔ፥ «ታኒ ኔስ ኣꬃ ኢሚዳ ጊሻስ ዴንዳ ባዳ ኢስቲ ዱንካኒዳሶን ኢስታ ኦላ።
07070a007c	ኔኒ ባዳ ኦላናስ ያዪኮ ኔ ኣይሌ ፑራ ኔናራ ኤካዳ ኢስቲ ዱንካኒ ዲዛሶ ዱጌ ባ፤
07070b00f7	ኢስቲካ ጊዛይሳ ሲያ፤ ሄሳፌ ጉዬ ኔኒ ኢስታ ሂርጋይ ባይንዳ ኦላና» ጊዴስ። ሄሳ ጊሻስ ጌዶኒ ባ ኣይሌ ፑራ ካሌꬂ ኤኪዲ ሞርኬቲ ዱንካኒ ዲዛሶ ሄራ ዎꬊዴስ።
07070c010b	ሄ ዎዴ ቦሌ ማላ ጮራቲዳ ሚዲያሜ ኣሳይ ኣማሌቄ ኣሳይኔ ኣርሼ ኬሳ ባጋራ ዲዛ ኣሳይ ኡባይ ሾባ ጊዶን ዱንካኒ ኡቲዴስ። ኢስታ ጋሜላቲ ኣባ ዶናን ዲዛ ኣጬ ማላ ቆዳፔ ዳሮ።
