0100000018	ഉല്പത്തി
0a180901e6	യോദ്ധാക്കളുടെ സംഖ്യ യോവാബ് രാജാവിനെ അറിയിച്ചു: സൈനികസേവനത്തിനു കായശേഷിയുള്ളവരും വാളേന്താൻ പ്രാപ്തരും ആയി ഇസ്രായേലിൽ എട്ടുലക്ഷം പേരും യെഹൂദായിൽ അഞ്ചുലക്ഷം പേരും ഉണ്ടായിരുന്നു.
0a180a028f	യോദ്ധാക്കളുടെ സംഖ്യ എടുത്തുകഴിഞ്ഞപ്പോൾ ദാവീദിനു മനസ്സാക്ഷിക്കുത്തുണ്ടായി. അദ്ദേഹം യഹോവയോട് ഏറ്റുപറഞ്ഞു: “ഞാനീ ചെയ്തത് കൊടിയ പാപമാണ്; ഇപ്പോൾ യഹോവേ! അവിടത്തെ ഈ ദാസന്റെ പാപം പൊറുക്കണേ എന്ന് അടിയൻ അപേക്ഷിക്കുന്നു. ഞാൻ വലിയ ഭോഷത്തം ചെയ്തുപോയി.”
0a180b0166	പിറ്റേദിവസം പ്രഭാതത്തിൽ ദാവീദ് എഴുന്നേൽക്കുന്നതിനു മുമ്പുതന്നെ അദ്ദേഹത്തിന്റെ ദർശകനായ ഗാദ്പ്രവാചകന് യഹോവയുടെ അരുളപ്പാടുണ്ടായി.
0a180c01f9	ചെന്ന് ദാവീദിനോടു പറയുക, “യഹോവ ഇപ്രകാരം അരുളിച്ചെയ്യുന്നു: ‘ഞാൻ മൂന്നു കാര്യങ്ങൾ നിന്റെ മുമ്പിൽ വെക്കുന്നു. അവയിലേതെങ്കിലുമൊന്നു തെരഞ്ഞെടുക്കുക; അതു ഞാൻ നിനക്കെതിരായി നടപ്പിലാക്കും.’”
0a180d03a2	അങ്ങനെ ഗാദ് ദാവീദിന്റെ അടുത്തുചെന്ന് പറഞ്ഞു: “നിന്റെ ദേശത്തു നിന്റെമേൽ മൂന്നു വർഷം ക്ഷാമം വരണമോ? അഥവാ, മൂന്നുമാസം നീ ശത്രുക്കളുടെമുമ്പിൽനിന്ന് പലായനംചെയ്യുകയും അവർ നിന്നെ പിൻതുടരുകയും ചെയ്യണമോ? അതുമല്ലെങ്കിൽ നിന്റെ ദേശത്തു മൂന്നുദിവസത്തെ മഹാമാരി ഉണ്ടാകണമോ! നീ ആലോചിച്ച്, എന്നെ അയച്ചവനോടു ഞാൻ എന്തു മറുപടി പറയണം? എന്ന് ഇപ്പോൾ തീരുമാനിക്കുക.”
0a180e01bc	ദാവീദ് ഗാദിനോടു പറഞ്ഞു: “ഞാൻ വലിയ വിഷമത്തിലായിരിക്കുന്നു; നാം യഹോവയുടെ കൈകളിൽത്തന്നെ വീഴട്ടെ! അവിടത്തെ ദയ വലിയതാണല്ലോ! എന്നാൽ മനുഷ്യകരങ്ങളിൽ ഞാൻ വീഴാതിരിക്കട്ടെ!”
0a180f0161	അങ്ങനെ യഹോവ അന്നു രാവിലെമുതൽ നിശ്ചിത അവധിവരെ ഇസ്രായേലിന്മേൽ ഒരു മഹാമാരി അയച്ചു. ദാൻമുതൽ ബേർ-ശേബാവരെ എഴുപതിനായിരം ജനം മരിച്ചുവീണു.
0a18100295	സംഹാരദൂതൻ ജെറുശലേം നശിപ്പിക്കുന്നതിനുവേണ്ടി കൈനീട്ടി. അപ്പോൾ യഹോവ ആ മഹാസംഹാരത്തെക്കുറിച്ച് അനുതപിച്ച് ജനത്തെ ബാധിക്കുന്ന ദൂതനോടു കൽപ്പിച്ചു: “മതി, നിന്റെ കരം പിൻവലിക്കുക!” യഹോവയുടെ ദൂതൻ അപ്പോൾ യെബൂസ്യനായ അരവ്നായുടെ മെതിക്കളത്തിൽ ആയിരുന്നു.
0a18110234	സംഹാരദൂതനെക്കണ്ടിട്ട് ദാവീദ് യഹോവയോട് അപേക്ഷിച്ചു: “അയ്യോ! യഹോവേ! പാപം ചെയ്തവൻ, ദുഷ്ടത പ്രവർത്തിച്ചവൻ ഇടയനായ ഞാനാണല്ലോ! ഇവർ, ഈ അജഗണങ്ങൾ എന്തു പിഴച്ചു? അവിടത്തെ കരം എന്റെമേലും എന്റെ ഭവനത്തിന്മേലും പതിക്കട്ടെ!”
0a18120134	അന്ന് ഗാദ് ചെന്ന് ദാവീദിനോടു പറഞ്ഞു: “ചെന്ന് യെബൂസ്യനായ അരവ്നായുടെ മെതിക്കളത്തിൽ യഹോവയ്ക്ക് ഒരു യാഗപീഠം പണിയുക.”
0a1813009d	യഹോവ ഗാദ് പ്രവാചകൻ മുഖാന്തരം കൽപ്പിച്ചതുപോലെ ദാവീദ് പോയി.
0a18140156	രാജാവും അനുയായികളും തന്റെ അടുത്തേക്കു വരുന്നതായിക്കണ്ടപ്പോൾ അരവ്നാ ഓടിവന്ന് രാജാവിന്റെ മുമ്പിൽ സാഷ്ടാംഗം വീണു നമസ്കരിച്ചു.
0a181502be	അരവ്നാ ചോദിച്ചു: “എന്റെ യജമാനനായ രാജാവ് ഈ ദാസന്റെ അടുത്തേക്ക് എഴുന്നള്ളിയതിനുള്ള കാരണം എന്താണ്?” “താങ്കളുടെ മെതിക്കളം വാങ്ങിക്കുന്നതിന്,” ദാവീദ് പറഞ്ഞു, “അങ്ങനെ ജനത്തെ ബാധിച്ചിരിക്കുന്ന മഹാമാരി ഒഴിഞ്ഞുപോകുന്നതിനായി യഹോവയ്ക്ക് ഒരു യാഗപീഠം എനിക്കു പണിയണം.”
0a18160218	അരവ്നാ ദാവീദിനോടു പറഞ്ഞു: “എന്റെ യജമാനനായ രാജാവിന് പ്രസാദം തോന്നുന്നതെല്ലാം എടുത്ത് അർപ്പിച്ചാലും! ഇതാ! ഹോമയാഗത്തിനുള്ള കാളകൾ ഇവിടെയുണ്ട്. വിറകിനുവേണ്ടി മെതിവണ്ടികളും കാളയുടെ നുകങ്ങളും ഉണ്ടല്ലോ!
0a18170177	തിരുമനസ്സേ! ഇതെല്ലാം രാജാവിനുവേണ്ടി അരവ്നായുടെ തിരുമുൽക്കാഴ്ചയാകുന്നു.” അരവ്നാ തുടർന്നു, “അങ്ങയുടെ ദൈവമായ യഹോവ അങ്ങയിൽ പ്രസാദിക്കട്ടെ.”
0a181802c4	എന്നാൽ രാജാവ് അരവ്നായോടു മറുപടി പറഞ്ഞു: “അല്ല, അതിനു വിലതരുന്ന കാര്യത്തിൽ എനിക്കു നിർബന്ധമുണ്ട്. എനിക്കു യാതൊരു ചെലവും വരാതെ ഞാൻ എന്റെ ദൈവമായ യഹോവയ്ക്കു ഹോമയാഗങ്ങൾ അർപ്പിക്കുകയില്ല.” അങ്ങനെ ദാവീദ് അൻപതുശേക്കേൽ വെള്ളികൊടുത്ത് ആ മെതിക്കളവും കാളകളും വാങ്ങിച്ചു.
0a181901ee	ദാവീദ് അവിടെ യഹോവയ്ക്കൊരു യാഗപീഠം പണിതു; ഹോമയാഗങ്ങളും സമാധാനയാഗങ്ങളും അർപ്പിച്ചു. അപ്പോൾ ദേശത്തിനുവേണ്ടിയുള്ള പ്രാർഥന യഹോവ കേട്ടു; ഇസ്രായേലിനെ ബാധിച്ചിരുന്ന മഹാമാരി നീങ്ങിപ്പോയി.
0b00000026	1 രാജാക്കന്മാർ
0b01010144	ദാവീദുരാജാവു വയോധികനായി; സേവകർ അദ്ദേഹത്തെ കമ്പിളികൾകൊണ്ടു പുതപ്പിച്ചെങ്കിലും അദ്ദേഹത്തിന്റെ കുളിരുമാറിയിരുന്നില്ല.
0b0102026c	അതുകൊണ്ട് സേവകർ അദ്ദേഹത്തോട്: “യജമാനനായ രാജാവേ! അടിയങ്ങൾ കന്യകയായ ഒരു യുവതിയെ അന്വേഷിക്കട്ടെ! അവൾ രാജസന്നിധിയിൽ തിരുമേനിയെ ശുശ്രൂഷിക്കുകയും അവിടത്തേക്ക് കുളിരുമാറത്തക്കവണ്ണം ചേർന്നുകിടക്കുകയും ചെയ്യട്ടെ” എന്നു നിർദേശിച്ചു.
0b01030162	അങ്ങനെ അവർ ഇസ്രായേലിലെല്ലാം സുന്ദരിയായ ഒരു കന്യകയെ അന്വേഷിച്ചു, ശൂനേംകാരിയായ അബീശഗിനെ കണ്ടെത്തി. അവളെ രാജസന്നിധിയിൽ കൊണ്ടുവന്നു.
0b01040173	ആ യുവതി അതിസുന്ദരിയായിരുന്നു; അവൾ രാജാവിന്റെ പരിചാരികയായി ശുശ്രൂഷചെയ്തു. എന്നാൽ രാജാവ് അവളുമായി ശാരീരികബന്ധത്തിൽ ഏർപ്പെട്ടിരുന്നില്ല.
0b01050223	ഇതേസമയം ദാവീദിന് ഹഗ്ഗീത്തിൽ ജനിച്ച മകനായ അദോനിയാവ്: “ഞാൻ രാജാവായിത്തീരും” എന്നു നിഗളത്തോടെ പറഞ്ഞു. തന്റെ മുമ്പിൽ ഓടുന്നതിന് രഥങ്ങളോടും കുതിരകളോടുംകൂടെ അൻപത് അകമ്പടിക്കാരെയും അദ്ദേഹം ഒരുക്കിനിർത്തി.
