0100000007	Genèse
090a19009e	Samuel raconta au peuple le règlement du royaume, l'écrivit dans un livre et le déposa devant Yahvé. Samuel renvoya tout le peuple, chacun dans sa maison.
090a1a006f	Saül aussi s'en alla dans sa maison à Guibea, et l'armée l'accompagna, eux dont Dieu avait touché le cœur.
090a1b00a6	Mais quelques hommes sans valeur dirent: «Comment cet homme pourrait-il nous sauver?» Ils le méprisèrent et ne lui apportèrent aucun tribut. Mais lui se taisait.
090b0100a1	Et Nahash, l'Ammonite, monta et campa contre Jabesh Galaad; et tous les hommes de Jabesh dirent à Nahash: «Fais une alliance avec nous, et nous te servirons.»
090b020095	Nahash, l'Ammonite, leur dit: «A cette condition, je vous l'accorde, que tous vos yeux droits soient crevés. Je déshonorerai ainsi tout Israël.»
090b0300ce	Les anciens de Jabesh lui dirent: «Donne-nous sept jours, pour que nous envoyions des messagers dans tout le territoire d'Israël; et alors, s'il n'y a personne pour nous sauver, nous sortirons vers toi.»
090b040090	Les messagers arrivèrent à Gibéa de Saül et prononcèrent ces paroles aux oreilles du peuple, alors tout le peuple éleva la voix et pleura.
090b05009a	Voici que Saül suivait les bœufs hors des champs, et il dit: «Qu'est-ce qui fait pleurer le peuple?» On lui rapporta les paroles des hommes de Jabesh.
090b06006d	L'Esprit de Dieu se manifesta puissamment sur Saül lorsqu'il entendit ces paroles, et sa colère s'enflamma.
090b070143	Il prit un joug de bœufs et les coupa en morceaux, puis il les envoya dans tout le territoire d'Israël par la main de messagers, en disant: «Quiconque ne sortira pas après Saül et après Samuel, il en sera fait de même pour ses bœufs.» La terreur de Yahvé tomba sur le peuple, et ils sortirent comme un seul homme.
090b08006d	Il les compta à Bézek; les enfants d'Israël étaient trois cent mille, et les hommes de Juda trente mille.
090b0900d7	Ils dirent aux messagers qui étaient venus: «Dis aux hommes de Jabesh Galaad: «Demain, quand le soleil sera chaud, vous serez secourus.» Les messagers vinrent le dire aux hommes de Jabesh, et ils se réjouirent.
090b0a0079	Les hommes de Jabesh dirent: «Demain, nous sortirons vers vous, et vous ferez avec nous tout ce qui vous semblera bon.»
090b0b0103	Le lendemain, Saül répartit le peuple en trois compagnies; elles entrèrent au milieu du camp à la veille du matin, et frappèrent les Ammonites jusqu'à la chaleur du jour. Ceux qui restaient furent dispersés, de sorte qu'il n'en resta pas deux ensemble.
090b0c0090	Le peuple dit à Samuel: «Qui est celui qui a dit: «Saül régnera-t-il sur nous?». Amène ces hommes, afin que nous les mettions à mort!».
090b0d0061	Saül dit: «Personne ne sera mis à mort aujourd'hui, car aujourd'hui Yahvé a sauvé Israël.»
090b0e0056	Alors Samuel dit au peuple: «Venez! Allons à Gilgal, et renouvelons-y la royauté.»
090b0f00e1	Tout le peuple alla à Guilgal; et là, à Guilgal, ils établirent Saül comme roi devant Yahvé. Là, ils offrirent des sacrifices de paix devant Yahvé, et là, Saül et tous les hommes d'Israël se réjouirent grandement.
090c010080	Samuel dit à tout Israël: «Voici, j'ai écouté votre voix dans tout ce que vous m'avez dit, et j'ai établi un roi sur vous.
090c0200b6	Maintenant, voici que le roi marche devant vous. Je suis vieux et j'ai les cheveux blancs. Voici, mes fils sont avec toi. J'ai marché devant toi depuis ma jeunesse jusqu'à ce jour.
090c03010c	Me voici. Témoigne contre moi devant Yahvé et devant son oint. De qui ai-je pris le bœuf? A qui appartient l'âne que j'ai pris? Qui ai-je spolié? Qui ai-je opprimé? De la main de qui ai-je pris un pot-de-vin pour me faire aveugler les yeux? Je vous le rendrai.»
090c040077	Ils dirent: «Tu ne nous as pas escroqués, tu ne nous as pas opprimés, et tu n'as rien pris de la main de personne.»
090c0500a6	Il leur dit: «Yahvé est témoin contre vous, et son oint est témoin aujourd'hui, que vous n'avez rien trouvé dans ma main.» Ils répondirent: «Il est témoin.»
090c060076	Samuel dit au peuple: «C'est Yahvé qui a établi Moïse et Aaron, et qui a fait monter vos pères du pays d'Égypte.
090c0700b6	Maintenant, restez immobiles, afin que je puisse plaider avec vous devant Yahvé au sujet de toutes les actions justes de Yahvé, qu'il a accomplies envers vous et envers vos pères.
090c0800b1	«Lorsque Jacob entra en Égypte et que vos pères crièrent à Yahvé, Yahvé envoya Moïse et Aaron, qui firent sortir vos pères d'Égypte et les firent habiter dans ce lieu.
090c0900c5	Mais ils oublièrent Yahvé, leur Dieu, qui les vendit entre les mains de Sisera, chef de l'armée de Hatsor, entre les mains des Philistins et entre les mains du roi de Moab, et qui les combattit.
090c0a00d6	Ils crièrent à Yahvé et dirent: «Nous avons péché, car nous avons abandonné Yahvé et nous avons servi les Baals et les Ashtaroths; maintenant, délivre-nous de la main de nos ennemis et nous te servirons».
090c0b0098	Yahvé a envoyé Jerubbaal, Bedan, Jephté et Samuel, et il vous a délivrés de la main de vos ennemis de tous bords, et vous avez vécu en sécurité.
090c0c00a9	«Quand tu as vu que Nahash, roi des enfants d'Ammon, est venu contre toi, tu m'as dit: «Non, mais un roi régnera sur nous», alors que Yahvé ton Dieu était ton roi.
090c0d0078	Maintenant, voyez le roi que vous avez choisi et que vous avez demandé. Voici que l'Éternel a établi un roi sur vous.
090c0e00d9	Si tu crains l'Éternel, si tu le sers, si tu écoutes sa voix et si tu ne te révoltes pas contre le commandement de l'Éternel, alors toi et le roi qui règne sur toi, vous êtes disciples de l'Éternel, votre Dieu.
090c0f00be	Mais si vous n'écoutez pas la voix de l'Éternel et si vous vous rebellez contre le commandement de l'Éternel, la main de l'Éternel sera contre vous, comme elle a été contre vos pères.
090c10005e	Maintenant, restez immobiles et regardez cette grande chose que Yahvé va faire sous vos yeux.
090c1100ef	N'est-ce pas aujourd'hui la moisson du blé? J'appellerai Yahvé, pour qu'il envoie le tonnerre et la pluie; et vous saurez et verrez que votre méchanceté est grande, celle que vous avez commise aux yeux de Yahvé, en demandant un roi.»
090c12008d	Samuel invoqua Yahvé, et Yahvé envoya le tonnerre et la pluie ce jour-là. Et tout le peuple eut une grande crainte de Yahvé et de Samuel.
090c1300c2	Tout le peuple dit à Samuel: «Prie pour tes serviteurs l'Éternel, ton Dieu, afin que nous ne mourions pas; car nous avons ajouté à tous nos péchés cette faute, celle de demander un roi.»
090c140091	Samuel dit au peuple: «N'ayez pas peur. Vous avez fait tout ce mal, mais ne vous détournez pas de Yahvé, et servez Yahvé de tout votre cœur.
090c15007a	Ne vous détournez pas pour aller après des choses vaines qui ne peuvent ni profiter ni délivrer, car elles sont vaines.
090c160086	Car l'Éternel n'abandonnera pas son peuple à cause de son grand nom, car il a plu à l'Éternel de faire de vous un peuple pour lui.
090c170092	Quant à moi, loin de moi l'idée de pécher contre l'Éternel en cessant de prier pour vous, mais je vous instruirai dans la bonne et juste voie.
090c18007a	Craignez Yahvé et servez-le fidèlement de tout votre cœur, car considérez les grandes choses qu'il a faites pour vous.
090c19004b	Mais si vous persistez à faire le mal, vous périrez, vous et votre roi.»
090d010060	Saül avait trente ans lorsqu'il devint roi, et il régna sur Israël pendant quarante-deux ans.
090d0200e8	Saül choisit pour lui trois mille hommes d'Israël, dont deux mille étaient avec Saül à Micmasch et sur la montagne de Béthel, et mille étaient avec Jonathan à Guibea de Benjamin. Il envoya le reste du peuple dans ses tentes.
090d0300bb	Jonathan frappa la garnison des Philistins qui était à Guéba, et les Philistins l'apprirent. Saül fit sonner la trompette dans tout le pays, en disant: «Que les Hébreux entendent!»
090d0400c8	Tout Israël apprit que Saül avait frappé la garnison des Philistins, et aussi qu'Israël était considéré comme une abomination par les Philistins. Le peuple se rassembla après Saül à Guilgal.
090d0500e5	Les Philistins se rassemblèrent pour combattre Israël: trente mille chars, six mille cavaliers, et un peuple nombreux comme le sable qui est au bord de la mer. Ils montèrent et campèrent à Micmasch, à l'orient de Beth Aven.
090d0600de	Lorsque les hommes d'Israël virent qu'ils étaient en difficulté (car le peuple était en détresse), alors le peuple se cacha dans des cavernes, dans des fourrés, dans des rochers, dans des tombeaux et dans des fosses.
090d0700b7	Une partie des Hébreux avait traversé le Jourdain pour se rendre au pays de Gad et de Galaad; quant à Saül, il était encore à Guilgal, et tout le peuple le suivait en tremblant.
090d080086	Il resta sept jours, selon le temps fixé par Samuel; mais Samuel n'était pas venu à Guilgal, et le peuple se dispersait devant lui.
090d09005f	Saül dit: «Apportez-moi ici l'holocauste et les sacrifices de paix.» Il offrit l'holocauste.
090d0a0073	Dès qu'il eut achevé d'offrir l'holocauste, voici que Samuel arriva; Saül sortit à sa rencontre pour le saluer.
090d0b00d5	Samuel dit: «Qu'as-tu fait?» Saül dit: «Parce que j'ai vu que le peuple s'était dispersé loin de moi, que tu n'étais pas venu dans les jours fixés, et que les Philistins s'étaient rassemblés à Michmash,
090d0c00b5	j'ai donc dit: «Maintenant les Philistins vont descendre sur moi jusqu'à Gilgal, et je n'ai pas imploré la faveur de Yahvé. Je me suis donc forcé et j'ai offert l'holocauste.»
090d0d00cf	Samuel dit à Saül: «Tu as fait une folie. Tu n'as pas observé le commandement de l'Éternel, ton Dieu, qu'il t'avait donné; car maintenant l'Éternel aurait établi ton règne sur Israël pour toujours.
090d0e00da	Mais maintenant, ton règne ne durera pas. L'Éternel s'est cherché un homme selon son cœur, et l'Éternel l'a établi prince sur son peuple, parce que vous n'avez pas gardé ce que l'Éternel vous avait commandé.»
090d0f008c	Samuel se leva et alla de Guilgal à Guibea de Benjamin. Saül compta le peuple qui était présent avec lui, soit environ six cents hommes.
090d100088	Saül, Jonathan, son fils, et le peuple qui était avec eux, restèrent à Guéba de Benjamin; mais les Philistins campaient à Micmash.
090d110085	Les pillards sortirent du camp des Philistins en trois compagnies: une compagnie prit le chemin qui mène à Ophra, au pays de Shual;
090d12009b	une autre compagnie prit le chemin de Beth Horon; et une autre compagnie prit le chemin de la frontière qui regarde la vallée de Zeboïm vers le désert.
090d1300a2	Il n'y avait pas de forgeron dans tout le pays d'Israël, car les Philistins avaient dit: «De peur que les Hébreux ne se fabriquent des épées ou des lances».
090d14006e	Mais tous les Israélites descendirent chez les Philistins, chacun aiguisant son soc, sa hache et sa faucille.
090d15007f	Le prix était d'un payim par personne pour aiguiser les socs, les socs de charrue, les fourches, les haches et les aiguillons.
090d1600a4	Au jour du combat, on ne trouva ni épée ni lance dans la main d'aucun des gens qui étaient avec Saül et Jonathan, mais Saül et Jonathan, son fils, les avaient.
090d170034	La garnison des Philistins sortit au col de Micmash.
090e0100bd	Un jour, Jonathan, fils de Saül, dit au jeune homme qui portait son armure: «Viens! Allons vers la garnison des Philistins qui est de l'autre côté.» Mais il ne le dit pas à son père.
090e020090	Saül resta à l'extrémité de Guibea, sous le grenadier qui est à Migron, et le peuple qui était avec lui était d'environ six cents hommes,
090e0300ad	dont Achija, fils d'Achitub, frère d'Ichabod, fils de Phinées, fils d'Eli, prêtre de Yahvé à Silo, portant un éphod. Le peuple ne savait pas que Jonathan était parti.
090e0400d1	Entre les cols par lesquels Jonathan cherchait à passer à la garnison des Philistins, il y avait un rocher d'un côté et un rocher de l'autre côté; le nom de l'un était Bozez, et le nom de l'autre Seneh.
090e05005f	L'un des rochers s'élevait au nord, en face de Michmash, et l'autre au sud, en face de Guéba.
090e0600d3	Jonathan dit au jeune homme qui portait son armure: «Viens! Allons voir la garnison de ces incirconcis. Il se peut que Yahvé travaille pour nous, car rien n'empêche Yahvé de sauver par beaucoup ou par peu.»
090e070079	Le porteur de l'armure lui dit: «Fais tout ce que tu as dans le cœur. Va, et voici, je suis avec toi selon ton cœur.»
090e080061	Jonathan dit alors: «Voici, nous allons passer devant les hommes et nous nous montrerons à eux.
090e09007a	S'ils nous disent: «Attendez que nous venions à vous», nous resterons à notre place et nous ne monterons pas vers eux.
090e0a0089	Mais s'ils nous disent: «Montez vers nous», nous monterons, car l'Éternel les a livrés entre nos mains. Ce sera pour nous un signe.»
090e0b009c	Tous deux se révélèrent à la garnison des Philistins, et les Philistins dirent: «Voici les Hébreux qui sortent des trous où ils s'étaient cachés!»
090e0c0109	Les hommes de la garnison répondirent à Jonathan et à son porteur d'armure en disant: «Venez vers nous, nous allons vous montrer quelque chose!». Jonathan dit à son porteur d'armes: «Monte après moi, car l'Éternel les a livrés entre les mains d'Israël.»
090e0d00a3	Jonathan monta sur ses mains et sur ses pieds, et le porteur de ses armes le suivit; ils tombèrent devant Jonathan, et le porteur de ses armes les tua après lui.
090e0e00aa	Cette première tuerie, que Jonathan et le porteur de ses armes firent, concernait environ vingt hommes, soit la moitié de la longueur d'un sillon dans un acre de terre.
090e0f00b8	Il y eut un tremblement dans le camp, dans les champs et parmi tout le peuple; la garnison et les pillards tremblèrent aussi; la terre trembla, et il y eut un très grand tremblement.
090e10006e	Les sentinelles de Saül, à Guibea de Benjamin, regardèrent; et voici que la foule se fondit et se dispersa.
090e1100c3	Alors Saül dit au peuple qui était avec lui: «Comptez maintenant, et voyez qui manque parmi nous.» Quand ils eurent compté, voici que Jonathan et le porteur de son armure n'étaient pas là.
