0100000007	Genèse
04160700b5	Les Anciens donc de Moab s'en allèrent avec les Anciens de Madian, ayant en leurs mains de quoi payer le devin, et ils vinrent à Balaam, et lui rapportèrent les paroles de Balac.
04160800a5	Et il leur répondit: Demeurez ici cette nuit, et je vous rendrai réponse selon que l'Eternel m'aura parlé. Et les Seigneurs des Moabites demeurèrent avec Balaam.
041609004b	Et Dieu vint à Balaam, et dit: Qui sont ces hommes-là que tu as chez toi?
04160a0062	Et Balaam répondit à Dieu: Balac, fils de Tsippor, Roi de Moab, a envoyé vers moi, [en disant]:
04160b00b7	Voici un peuple qui est sorti d'Egypte, et qui a couvert le dessus de la terre; viens [donc] maintenant, maudis-le moi; peut-être que je le pourrai combattre, et que je le chasserai.
04160c0064	Et Dieu dit à Balaam: Tu n'iras point avec eux et tu ne maudiras point ce peuple; car il est béni.
04160d00b1	Et Balaam s'étant levé dès le matin, dit aux Seigneurs qui avaient été envoyés par Balac: Retournez dans votre pays; car l'Eternel a refusé de me laisser aller avec vous.
04160e0075	Ainsi les Seigneurs des Moabites se levèrent, et revinrent à Balac, et dirent: Balaam a refusé de venir avec nous.
04160f005f	Et Balac envoya encore des Seigneurs en plus grand nombre, et plus honorables que les premiers.
0416100081	Qui étant venus à Balaam, lui dirent: Ainsi a dit Balac, fils de Tsippor: Je te prie, que rien ne t'empêche de venir vers moi;
0416110081	Car certainement je te récompenserai beaucoup, et je ferai tout ce que tu me diras; je te prie donc viens, maudis moi ce peuple.
04161200e5	Et Balaam répondit et dit aux Serviteurs de Balac: Quand Balac me donnerait sa maison pleine d'or et d'argent, je ne pourrais point transgresser le commandement de l'Eternel mon Dieu, pour faire [aucune] chose, petite ni grande.
0416130078	Toutefois je vous prie demeurez maintenant ici encore cette nuit, et je saurai ce que l'Eternel aura de plus à me dire.
04161400a9	Et Dieu vint la nuit à Balaam, et lui dit: Puisque ces hommes sont venus t'appeler, lève-toi, et t'en va avec eux; mais quoi qu'il en soit tu feras ce que je te dirai.
041615005d	Ainsi Balaam se leva le matin, et sella son ânesse, et s'en alla avec les Seigneurs de Moab.
04161600d2	Mais la colère de Dieu s'enflamma parce qu'il s'en allait, et l'Ange de l'Eternel se tint dans le chemin pour s'opposer à lui; or il était monté sur son ânesse, et il avait avec lui deux de ses Serviteurs.
04161700ea	Et l'ânesse vit l'Ange de l'Eternel qui se tenait dans le chemin, et qui avait son épée nue en sa main, et elle se détourna du chemin, et s'en allait à travers champs; et Balaam frappa l'ânesse pour la faire retourner au chemin.
0416180071	Mais l'Ange de l'Eternel s'arrêta dans un sentier de vignes, qui avait une cloison deçà, et une cloison delà.
04161900a7	Et l'ânesse ayant vu l'Ange de l'Eternel, se serra contre la muraille, et elle serrait contre la muraille le pied de Balaam; c'est pourquoi il continua à la frapper.
04161a007d	Et l'Ange passa plus avant, et s'arrêta en un lieu étroit, où il n'y avait nul chemin pour tourner à droite ni à gauche.
04161b008a	Et l'ânesse voyant l'Ange de l'Eternel, se coucha sous Balaam; et Balaam s'en mit en grande colère, et frappa l'ânesse avec son bâton.
04161c0072	Alors l'Eternel fit parler l'ânesse, qui dit à Balaam: Que t'ai-je fait, que tu m'aies déjà battue trois fois?
04161d0094	Et Balaam répondit à l'ânesse: Parce que tu t'es moquée de moi; plût à Dieu que j'eusse une épée en ma main, car je te tuerais sur-le-champ.
04161e00bb	Et l'ânesse dit à Balaam: Ne suis-je pas ton ânesse, sur laquelle tu as monté depuis que je suis à toi jusqu'à aujourd'hui? Ai-je accoutumé de te faire ainsi? Et il répondit: Non.
04161f00be	Alors l'Eternel ouvrit les yeux de Balaam, et il vit l'Ange de l'Eternel qui se tenait dans le chemin, et qui avait en sa main son épée nue; et il s'inclina et se prosterna sur son visage.
04162000bd	Et l'Ange de l'Eternel lui dit: Pourquoi as-tu frappé ton ânesse déjà par trois fois? Voici je suis sorti pour m'opposer à toi; parce que ta voie est devant moi [une voie] détournée.
04162100c4	Mais l'ânesse m'a vu et s'est détournée de devant moi déjà par trois fois; autrement si elle ne se fût détournée de devant moi, je t'eusse même déjà tué, et je l'eusse laissée en vie.
04162200b3	Alors Balaam dit à l'Ange de l'Eternel: J'ai péché, car je ne savais point que tu te tinsses dans le chemin contre moi; et maintenant si cela te déplaît, je m'en retournerai.
04162300a5	Et l'Ange de l'Eternel dit à Balaam: Va avec ces hommes; mais tu diras seulement ce que je t'aurai dit. Balaam donc s'en alla avec les Seigneurs envoyés par Balac.
0416240096	Quand Balac apprit que Balaam venait, il sortit pour aller au devant de lui, en la cité de Moab, sur la frontière d'Arnon, au bout de la frontière.
04162500a2	Et Balac dit à Balaam: N'ai-je pas auparavant envoyé vers toi pour t'appeler? pourquoi n'es-tu pas venu vers moi? est-ce que je ne pourrais pas te récompenser?
04162600b1	Et Balaam répondit à Balac: Voici, je suis venu vers toi; mais pourrais-je maintenant dire quelque chose [de moi-même]? je ne dirai que ce que Dieu m'aura mis dans la bouche.
0416270046	Et Balaam s'en alla avec Balac, et ils vinrent en la cité de Hutsoth.
0416280074	Et Balac sacrifia des bœufs et des brebis, et il en envoya à Balaam, et aux Seigneurs qui étaient venus avec lui.
0416290087	Et quand le matin fut venu, il prit Balaam, et le fit monter aux hauts lieux de Bahal, et de là il vit une des extrémités du peuple.
0417010064	Et Balaam dit à Balac: Bâtis-moi ici sept autels, et prépare-moi ici sept veaux et sept béliers.
0417020068	Et Balac fit comme Balaam avait dit; et Balac offrit avec Balaam un veau et un bélier sur chaque autel.
04170300d6	Puis Balaam dit à Balac: Tiens-toi auprès de ton holocauste, et je m'en irai; peut-être que l'Eternel viendra à ma rencontre, et je te rapporterai tout ce qu'il m'aura fait voir; ainsi il se retira à l'écart.
041704008a	Et Dieu vint au-devant de Balaam, et [Balaam] lui dit: J'ai dressé sept autels, et j'ai sacrifié un veau et un bélier sur chaque autel.
0417050065	Et l'Eternel mit la parole en la bouche de Balaam, et lui dit: Retourne à Balac, et lui parle ainsi.
041706007a	Il s'en retourna donc vers lui; et voici, il se tenait auprès de son holocauste, tant lui que tous les Seigneurs de Moab.
04170700c8	Alors [Balaam] proféra son discours sentencieux, et dit: Balac, Roi de Moab, m'a fait venir d'Aram, des montagnes d'Orient, [en me disant]: Viens, maudis-moi Jacob; viens, [dis-je], déteste Israël.
0417080082	[Mais] comment le maudirai-je? le [Dieu] Fort ne l'a point maudit; et comment le détesterai-je? l'Eternel ne l'a point détesté.
041709009d	Car je le regarderai du sommet des rochers, et je le contemplerai des coteaux. Voilà, ce peuple habitera à part, et il ne sera point mis entre les nations.
04170a00a8	Qui est-ce qui comptera la poudre de Jacob, et le nombre de la quatrième partie d'Israël? Que je meure de la mort des justes, et que ma fin soit semblable à la leur!
04170b0086	Alors Balac dit à Balaam: Que m'as-tu fait? Je t'avais pris pour maudire mes ennemis, et voici, tu les as bénis très-expressément.
04170c0062	Et il répondit, et dit: Ne prendrais-je pas garde de dire ce que l'Eternel aura mis en ma bouche?
04170d00c3	Alors Balac lui dit: Viens, je te prie, avec moi en un autre lieu d'où tu le puisses voir, [car] tu en voyais seulement une extrémité, et tu ne le voyais pas tout entier; maudis-le moi de là.
04170e008f	Puis l'ayant conduit au territoire de Tsophim vers le sommet de Pisga, il bâtit sept autels, et offrit un veau et un bélier sur chaque autel.
04170f008a	Alors [Balaam] dit à Balac: Tiens-toi ici auprès de ton holocauste, et je m'en irai à la rencontre de [Dieu], comme [j'ai déjà fait].
041710007a	L'Eternel donc vint au-devant de Balaam, et mit la parole en sa bouche, et lui dit: Retourne à Balac, et lui parle ainsi.
04171100a0	Et il vint à Balac, et voici, il se tenait auprès de son holocauste, et les Seigneurs de Moab avec lui. Et Balac lui dit: Qu'est-ce que l'Eternel a prononcé?
0417120086	Alors il proféra à haute voix son discours sentencieux, et dit: Lève-toi, Balac, et écoute; fils de Tsippor, prête-moi l'oreille.
041713009f	Le [Dieu] Fort n'est point homme pour mentir, ni fils d'homme pour se repentir; il a dit, et ne le fera-t-il point? il a parlé, et ne le ratifiera-t-il point?
0417140059	Voici, j'ai reçu [la parole] pour bénir; puisqu'il a béni, je ne le révoquerai point.
0417150099	Il n'a point aperçu d'iniquité en Jacob, ni vu de perversité en Israël; l'Eternel son Dieu est avec lui, et il y a en lui un chant de triomphe royal.
0417160051	Le [Dieu] Fort qui les a tirés d'Egypte, lui est comme les forces de la Licorne.
04171700ae	Car il n'y a point d'enchantements contre Jacob, ni de divinations contre Israël. En pareille saison, il sera dit de Jacob et d'Israël: Qu'est-ce que le [Dieu] Fort a fait?
04171800bd	Voici, ce peuple se lèvera comme un vieux lion, et se haussera comme un lion qui est dans sa force; il ne se couchera point qu'il n'ait mangé la proie, et bu le sang des blessés à mort.
0417190057	Alors Balac dit à Balaam: Et bien, ne le maudis point, mais au moins ne le bénis pas.
04171a007c	Et Balaam répondit à Balac, [et dit]: N'est-ce pas ici ce que je t'ai dit, que tout ce que l'Eternel dirait, je le ferais.
04171b008f	Balac dit encore à Balaam: Viens maintenant, je te conduirai en un autre lieu; peut-être que Dieu trouvera bon que tu me le maudisses de là.
04171c0053	Balac conduisit donc Balaam au sommet de Péhor, qui regarde du côté de Jésimon.
04171d005f	Et Balaam lui dit: Bâtis-moi ici sept autels, et apprête-moi ici sept veaux et sept béliers.
04171e0061	Balac fit donc comme Balaam lui avait dit; puis il offrit un veau et un bélier sur chaque autel.
04180100a7	Or Balaam voyant que l'Eternel voulait bénir Israël, n'alla plus comme les autres fois, à la rencontre des enchantements, mais il tourna son visage vers le désert.
041802006c	Et élevant les yeux, il vit Israël qui se tenait rangé selon ses Tribus; et l'Esprit de Dieu fut sur lui.
0418030080	Et il proféra à haute voix son discours sentencieux, et dit: Balaam, fils de Béhor, dit, et l'homme qui a l'œil ouvert, dit;
0418040085	Celui qui entend les paroles du [Dieu] Fort; qui voit la vision du Tout-Puissant; qui tombe à terre, et qui a les yeux ouverts, dit:
0418050049	Que tes Tabernacles sont beaux, ô Jacob! [et] tes pavillons, ô Israël!
04180600a1	Ils sont étendus comme des torrents, comme des jardins près d'un fleuve, comme des arbres d'aloé que l'Eternel a plantés, comme des cèdres auprès de l'eau.
0418070095	L'eau distillera de ses seaux, et sa semence [sera] parmi de grandes eaux, et son Roi sera élevé par-dessus Agag, et son royaume sera haut élevé.
04180800b3	Le [Dieu] Fort qui l'a tiré d'Egypte, lui est comme les forces de la Licorne; il consumera les nations qui lui sont ennemies, il brisera leurs os, et les percera de ses flèches.
04180900b5	Il s'est courbé, il s'est couché comme un lion qui est en sa force, et comme un vieux lion; qui l'éveillera? Quiconque te bénit, sera béni, et quiconque te maudit, sera maudit.
04180a00d1	Alors Balac se mit fort en colère contre Balaam, et frappa des mains; et Balac dit à Balaam, je t'avais appelé pour maudire mes ennemis, et voici, tu les as bénis très-expressément déjà par trois fois.
04180b0096	Or maintenant fuis t'en en ton pays. J'avais dit que je te donnerais une grande récompense; mais voici, l'Eternel t'a empêché d'être récompensé.
04180c0064	Et Balaam répondit à Balac: N'avais-je pas dit à tes ambassadeurs que tu avais envoyés vers moi:
04180d00c4	Si Balac me donnait sa maison pleine d'argent et d'or, je ne pourrais transgresser le commandement de l'Eternel, pour faire de moi-même du bien ou du mal; mais ce que l'Eternel dira, je le dirai.
04180e009e	Maintenant donc voici, je m'en vais vers mon peuple; viens, je te donnerai un conseil, [et je te dirai] ce que ce peuple fera à ton peuple, au dernier temps.
04180f0083	Alors il proféra à haute voix son discours sentencieux, et dit: Balaam, fils de Béhor, dit, et l'homme qui a l'œil ouvert, dit:
04181000ac	Celui qui entend les paroles du [Dieu] Fort, et qui a la science du Souverain, [et] qui voit la vision du Tout-Puissant, qui tombe à terre, et qui a les yeux ouverts, dit:
04181100e0	Je le vois, mais non pas maintenant; je le regarde, mais non pas de près. Une étoile est procédée de Jacob, et un sceptre s'est élevé d'Israël: il transpercera les coins de Moab, et détruira tous les enfants de Seth.
0418120061	Edom sera possédé, et Séhir sera possédé par ses ennemis, et Israël se portera vaillamment.
0418130054	Et il y en aura un de Jacob qui dominera, et qui fera périr le résidu de la ville.
0418140096	Il vit aussi Hamalec, et proféra à haute voix son discours sentencieux, et dit: Hamalec [est] un commencement de nations, mais à la fin il périra.
041815009e	Il vit aussi le Kénien, et il proféra à haute voix son discours sentencieux, et dit: Ta demeure est dans un lieu rude, et tu as mis ton nid dans le rocher;
041816004a	Toutefois Kaïn sera ravagé, jusqu'à ce qu'Assur te mène en captivité.
0418170093	Il continua encore à proférer à haute voix son discours sentencieux, et il dit: Malheur à celui qui vivra quand le [Dieu] Fort fera ces choses.
041818006b	Et les navires viendront du quartier de Kittim, et affligeront Assur et Héber, et lui aussi sera détruit.
