2800000006	mathiH
2a0807005c	katipayAni bIjAni kaNTakivanamadhye patitAni tataH kaNTakivanAni saMvR^iddhya tAni jagrasuH|
2a080800bb	tadanyAni katipayabIjAni cha bhUmyAmuttamAyAM petustatastAnya NkurayitvA shataguNAni phalAni pheluH| sa imA kathAM kathayitvA prochchaiH provAcha, yasya shrotuM shrotre staH sa shR^iNotu|
2a08090046	tataH paraM shiShyAstaM paprachChurasya dR^iShTAntasya kiM tAtparyyaM?
2a080a00d9	tataH sa vyAjahAra, IshvarIyarAjyasya guhyAni j nAtuM yuShmabhyamadhikAro dIyate kintvanye yathA dR^iShTvApi na pashyanti shrutvApi ma budhyante cha tadarthaM teShAM purastAt tAH sarvvAH kathA dR^iShTAntena kathyante|
2a080b0037	dR^iShTAntasyAsyAbhiprAyaH, IshvarIyakathA bIjasvarUpA|
2a080c00b3	ye kathAmAtraM shR^iNvanti kintu pashchAd vishvasya yathA paritrANaM na prApnuvanti tadAshayena shaitAnetya hR^idayAtR^i tAM kathAm apaharati ta eva mArgapArshvasthabhUmisvarUpAH|
2a080d0089	ye kathaM shrutvA sAnandaM gR^ihlanti kintvabaddhamUlatvAt svalpakAlamAtraM pratItya parIkShAkAle bhrashyanti taeva pAShANabhUmisvarUpAH|
2a080e008a	ye kathAM shrutvA yAnti viShayachintAyAM dhanalobhena ehikasukhe cha majjanta upayuktaphalAni na phalanti ta evoptabIjakaNTakibhUsvarUpAH|
2a080f008a	kintu ye shrutvA saralaiH shuddhaishchAntaHkaraNaiH kathAM gR^ihlanti dhairyyam avalambya phalAnyutpAdayanti cha ta evottamamR^itsvarUpAH|
2a081000a1	apara ncha pradIpaM prajvAlya kopi pAtreNa nAchChAdayati tathA khaTvAdhopi na sthApayati, kintu dIpAdhAroparyyeva sthApayati, tasmAt praveshakA dIptiM pashyanti|
2a08110089	yanna prakAshayiShyate tAdR^ig aprakAshitaM vastu kimapi nAsti yachcha na suvyaktaM prachArayiShyate tAdR^ig gR^iptaM vastu kimapi nAsti|
2a081200af	ato yUyaM kena prakAreNa shR^iNutha tatra sAvadhAnA bhavata, yasya samIpe barddhate tasmai punardAsyate kintu yasyAshraye na barddhate tasya yadyadasti tadapi tasmAt neShyate|
2a0813003f	apara ncha yIsho rmAtA bhrAtarashcha tasya samIpaM jigamiShavaH
2a081400a2	kintu janatAsambAdhAt tatsannidhiM prAptuM na shekuH| tatpashchAt tava mAtA bhrAtarashcha tvAM sAkShAt chikIrShanto bahistiShThanatIti vArttAyAM tasmai kathitAyAM
2a08150065	sa pratyuvAcha; ye janA Ishvarasya kathAM shrutvA tadanurUpamAcharanti taeva mama mAtA bhrAtarashcha|
2a0816006f	anantaraM ekadA yIshuH shiShyaiH sArddhaM nAvamAruhya jagAda, AyAta vayaM hradasya pAraM yAmaH, tataste jagmuH|
2a08170023	teShu naukAM vAhayatsu sa nidadrau;
2a0818010e	athAkasmAt prabalajha nbhshagamAd hrade naukAyAM tara NgairAchChannAyAM vipat tAn jagrAsa|tasmAd yIshorantikaM gatvA he guro he guro prANA no yAntIti gaditvA taM jAgarayAmbabhUvuH|tadA sa utthAya vAyuM tara NgAMshcha tarjayAmAsa tasmAdubhau nivR^itya sthirau babhUvatuH|
2a081900a8	sa tAn babhAShe yuShmAkaM vishvAsaH ka? tasmAtte bhItA vismitAshcha parasparaM jagaduH, aho kIdR^igayaM manujaH pavanaM pAnIya nchAdishati tadubhayaM tadAdeshaM vahati|
2a081a005f	tataH paraM gAlIlpradeshasya sammukhasthagiderIyapradeshe naukAyAM lagantyAM taTe. avarohamAvAd
2a081b0098	bahutithakAlaM bhUtagrasta eko mAnuShaH purAdAgatya taM sAkShAchchakAra| sa manuSho vAso na paridadhat gR^ihe cha na vasan kevalaM shmashAnam adhyuvAsa|
2a081c00bd	sa yIshuM dR^iShTvaiva chIchChabdaM chakAra tasya sammukhe patitvA prochchairjagAda cha, he sarvvapradhAneshvarasya putra, mayA saha tava kaH sambandhaH? tvayi vinayaM karomi mAM mA yAtaya|
2a081d00cb	yataH sa taM mAnuShaM tyaktvA yAtum amedhyabhUtam Adidesha; sa bhUtastaM mAnuSham asakR^id dadhAra tasmAllokAH shR^i Nkhalena nigaDena cha babandhuH; sa tad bhaMktvA bhUtavashatvAt madhyeprAntaraM yayau|
2a081e006a	anantaraM yIshustaM paprachCha tava kinnAma? sa uvAcha, mama nAma bAhino yato bahavo bhUtAstamAshishriyuH|
2a081f0044	atha bhUtA vinayena jagaduH, gabhIraM garttaM gantuM mAj nApayAsmAn|
2a08200086	tadA parvvatopari varAhavrajashcharati tasmAd bhUtA vinayena prochuH, amuM varAhavrajam Ashrayitum asmAn anujAnIhi; tataH sonujaj nau|
2a08210084	tataH paraM bhUtAstaM mAnuShaM vihAya varAhavrajam AshishriyuH varAhavrajAshcha tatkShaNAt kaTakena dhAvanto hrade prANAn vijR^ihuH|
2a08220065	tad dR^iShTvA shUkararakShakAH palAyamAnA nagaraM grAma ncha gatvA tatsarvvavR^ittAntaM kathayAmAsuH|
2a082300bb	tataH kiM vR^ittam etaddarshanArthaM lokA nirgatya yIshoH samIpaM yayuH, taM mAnuShaM tyaktabhUtaM parihitavastraM svasthamAnuShavad yIshoshcharaNasannidhau sUpavishantaM vilokya bibhyuH|
2a08240061	ye lokAstasya bhUtagrastasya svAsthyakaraNaM dadR^ishuste tebhyaH sarvvavR^ittAntaM kathayAmAsuH|
2a082500ac	tadanantaraM tasya giderIyapradeshasya chaturdiksthA bahavo janA atitrastA vinayena taM jagaduH, bhavAn asmAkaM nikaTAd vrajatu tasmAt sa nAvamAruhya tato vyAghuTya jagAma|
2a0826003d	tadAnIM tyaktabhUtamanujastena saha sthAtuM prArthayA nchakre
2a082700e8	kintu tadartham IshvaraH kIdR^i NmahAkarmma kR^itavAn iti niveshanaM gatvA vij nApaya, yIshuH kathAmetAM kathayitvA taM visasarja| tataH sa vrajitvA yIshustadarthaM yanmahAkarmma chakAra tat purasya sarvvatra prakAshayituM prArebhe|
2a0828005c	atha yIshau parAvR^ityAgate lokAstaM AdareNa jagR^ihu ryasmAtte sarvve tamapekShA nchakrire|
2a0829007f	tadanantaraM yAyIrnAmno bhajanagehasyaikodhipa Agatya yIshoshcharaNayoH patitvA svaniveshanAgamanArthaM tasmin vinayaM chakAra,
2a082a007e	yatastasya dvAdashavarShavayaskA kanyaikAsIt sA mR^itakalpAbhavat| tatastasya gamanakAle mArge lokAnAM mahAn samAgamo babhUva|
2a082b00a8	dvAdashavarShANi pradararogagrastA nAnA vaidyaishchikitsitA sarvvasvaM vyayitvApi svAsthyaM na prAptA yA yoShit sA yIshoH pashchAdAgatya tasya vastragranthiM pasparsha|
2a082c002b	tasmAt tatkShaNAt tasyA raktasrAvo ruddhaH|
2a082d00d2	tadAnIM yIshuravadat kenAhaM spR^iShTaH? tato. anekairana NgIkR^ite pitarastasya sa NginashchAvadan, he guro lokA nikaTasthAH santastava dehe gharShayanti, tathApi kenAhaM spR^iShTaiti bhavAn kutaH pR^ichChati?
2a082e005f	yIshuH kathayAmAsa, kenApyahaM spR^iShTo, yato mattaH shakti rnirgateti mayA nishchitamaj nAyi|
2a082f00bc	tadA sA nArI svayaM na gupteti viditvA kampamAnA satI tasya sammukhe papAta; yena nimittena taM pasparsha sparshamAtrAchcha yena prakAreNa svasthAbhavat tat sarvvaM tasya sAkShAdAchakhyau|
2a08300065	tataH sa tAM jagAda he kanye susthirA bhava, tava vishvAsastvAM svasthAm akArShIt tvaM kShemeNa yAhi|
2a08310079	yIshoretadvAkyavadanakAle tasyAdhipate rniveshanAt kashchilloka Agatya taM babhAShe, tava kanyA mR^itA guruM mA klishAna|
2a0832005e	kintu yIshustadAkarNyAdhipatiM vyAjahAra, mA bhaiShIH kevalaM vishvasihi tasmAt sA jIviShyati|
2a08330083	atha tasya niveshane prApte sa pitaraM yohanaM yAkUba ncha kanyAyA mAtaraM pitara ncha vinA, anyaM ka nchana praveShTuM vArayAmAsa|
2a08340068	apara ncha ye rudanti vilapanti cha tAn sarvvAn janAn uvAcha, yUyaM mA rodiShTa kanyA na mR^itA nidrAti|
2a08350036	kintu sA nishchitaM mR^iteti j nAtvA te tamupajahasuH|
2a08360058	pashchAt sa sarvvAn bahiH kR^itvA kanyAyAH karau dhR^itvAjuhuve, he kanye tvamuttiShTha,
2a0837006e	tasmAt tasyAH prANeShu punarAgateShu sA tatkShaNAd uttasyau| tadAnIM tasyai ki nchid bhakShyaM dAtum Adidesha|
2a0838006d	tatastasyAH pitarau vismayaM gatau kintu sa tAvAdidesha ghaTanAyA etasyAH kathAM kasmaichidapi mA kathayataM|
2a09010072	tataH paraM sa dvAdashashiShyAnAhUya bhUtAn tyAjayituM rogAn pratikarttu ncha tebhyaH shaktimAdhipatya ncha dadau|
2a09020068	apara ncha IshvarIyarAjyasya susaMvAdaM prakAshayitum rogiNAmArogyaM karttu ncha preraNakAle tAn jagAda|
2a0903005b	yAtrArthaM yaShTi rvastrapuTakaM bhakShyaM mudrA dvitIyavastram, eShAM kimapi mA gR^ihlIta|
2a09040052	yUya ncha yanniveshanaM pravishatha nagaratyAgaparyyanataM tanniveshane tiShThata|
2a0905009f	tatra yadi kasyachit purasya lokA yuShmAkamAtithyaM na kurvvanti tarhi tasmAnnagarAd gamanakAle teShAM viruddhaM sAkShyArthaM yuShmAkaM padadhUlIH sampAtayata|
2a09060070	atha te prasthAya sarvvatra susaMvAdaM prachArayituM pIDitAn svasthAn karttu ncha grAmeShu bhramituM prArebhire|
2a0907004a	etarhi herod rAjA yIshoH sarvvakarmmaNAM vArttAM shrutvA bhR^ishamudvivije
2a09080096	yataH kechidUchuryohan shmashAnAdudatiShThat| kechidUchuH, eliyo darshanaM dattavAn; evamanyalokA UchuH pUrvvIyaH kashchid bhaviShyadvAdI samutthitaH|
2a09090081	kintu heroduvAcha yohanaH shiro. ahamaChinadam idAnIM yasyedR^ikkarmmaNAM vArttAM prApnomi sa kaH? atha sa taM draShTum aichChat|
2a090a009d	anantaraM preritAH pratyAgatya yAni yAni karmmANi chakrustAni yIshave kathayAmAsuH tataH sa tAn baitsaidAnAmakanagarasya vijanaM sthAnaM nItvA guptaM jagAma|
2a090b00a3	pashchAl lokAstad viditvA tasya pashchAd yayuH; tataH sa tAn nayan IshvarIyarAjyasya prasa NgamuktavAn, yeShAM chikitsayA prayojanam AsIt tAn svasthAn chakAra cha|
2a090c00d8	apara ncha divAvasanne sati dvAdashashiShyA yIshorantikam etya kathayAmAsuH, vayamatra prAntarasthAne tiShThAmaH, tato nagarANi grAmANi gatvA vAsasthAnAni prApya bhakShyadravyANi kretuM jananivahaM bhavAn visR^ijatu|
2a090d00cb	tadA sa uvAcha, yUyameva tAn bhejayadhvaM; tataste prochurasmAkaM nikaTe kevalaM pa ncha pUpA dvau matsyau cha vidyante, ataeva sthAnAntaram itvA nimittameteShAM bhakShyadravyeShu na krIteShu na bhavati|
2a090e002c	tatra prAyeNa pa nchasahasrANi puruShA Asan|
2a090f0087	tadA sa shiShyAn jagAda pa nchAshat pa nchAshajjanaiH paMktIkR^itya tAnupaveshayata, tasmAt te tadanusAreNa sarvvalokAnupaveshayApAsuH|
2a091000a5	tataH sa tAn pa ncha pUpAn mInadvaya ncha gR^ihItvA svargaM vilokyeshvaraguNAn kIrttayA nchakre bha NktA cha lokebhyaH pariveShaNArthaM shiShyeShu samarpayAmbabhUva|
2a09110054	tataH sarvve bhuktvA tR^iptiM gatA avashiShTAnA ncha dvAdasha DallakAn saMjagR^ihuH|
2a09120054	athaikadA nirjane shiShyaiH saha prArthanAkAle tAn paprachCha, lokA mAM kaM vadanti?
2a0913009c	tataste prAchuH, tvAM yohanmajjakaM vadanti; kechit tvAm eliyaM vadanti, pUrvvakAlikaH kashchid bhaviShyadvAdI shmashAnAd udatiShThad ityapi kechid vadanti|
2a0914005c	tadA sa uvAcha, yUyaM mAM kaM vadatha? tataH pitara uktavAn tvam IshvarAbhiShiktaH puruShaH|
2a09150044	tadA sa tAn dR^iDhamAdidesha, kathAmetAM kasmaichidapi mA kathayata|
2a091600a9	sa punaruvAcha, manuShyaputreNa vahuyAtanA bhoktavyAH prAchInalokaiH pradhAnayAjakairadhyApakaishcha sovaj nAya hantavyaH kintu tR^itIyadivase shmashAnAt tenotthAtavyam|
2a09170095	aparaM sa sarvvAnuvAcha, kashchid yadi mama pashchAd gantuM vA nChati tarhi sa svaM dAmyatu, dine dine krushaM gR^ihItvA cha mama pashchAdAgachChatu|
2a0918007e	yato yaH kashchit svaprANAn rirakShiShati sa tAn hArayiShyati, yaH kashchin madarthaM prANAn hArayiShyati sa tAn rakShiShyati|
2a0919006a	kashchid yadi sarvvaM jagat prApnoti kintu svaprANAn hArayati svayaM vinashyati cha tarhi tasya ko lAbhaH?
2a091a00ba	puna ryaH kashchin mAM mama vAkyaM vA lajjAspadaM jAnAti manuShyaputro yadA svasya pitushcha pavitrANAM dUtAnA ncha tejobhiH pariveShTita AgamiShyati tadA sopi taM lajjAspadaM j nAsyati|
2a091b009b	kintu yuShmAnahaM yathArthaM vadAmi, IshvarIyarAjatvaM na dR^iShTavA mR^ityuM nAsvAdiShyante, etAdR^ishAH kiyanto lokA atra sthane. api daNDAyamAnAH santi|
2a091c0087	etadAkhyAnakathanAt paraM prAyeNAShTasu dineShu gateShu sa pitaraM yohanaM yAkUba ncha gR^ihItvA prArthayituM parvvatamekaM samAruroha|
2a091d005e	atha tasya prArthanakAle tasya mukhAkR^itiranyarUpA jAtA, tadIyaM vastramujjvalashuklaM jAtaM|
2a091e0033	apara ncha mUsA eliyashchobhau tejasvinau dR^iShTau
2a091f0061	tau tena yirUshAlampure yo mR^ityuH sAdhiShyate tadIyAM kathAM tena sArddhaM kathayitum ArebhAte|
2a09200082	tadA pitarAdayaH svasya sa Ngino nidrayAkR^iShTA Asan kintu jAgaritvA tasya tejastena sArddham uttiShThantau janau cha dadR^ishuH|
2a092100e2	atha tayorubhayo rgamanakAle pitaro yIshuM babhAShe, he guro. asmAkaM sthAne. asmin sthitiH shubhA, tata ekA tvadarthA, ekA mUsArthA, ekA eliyArthA, iti tisraH kuTyosmAbhi rnirmmIyantAM, imAM kathAM sa na vivichya kathayAmAsa|
2a0922007b	apara ncha tadvAkyavadanakAle payoda eka Agatya teShAmupari ChAyAM chakAra, tatastanmadhye tayoH praveshAt te shasha Nkire|
2a09230064	tadA tasmAt payodAd iyamAkAshIyA vANI nirjagAma, mamAyaM priyaH putra etasya kathAyAM mano nidhatta|
2a0924007b	iti shabde jAte te yIshumekAkinaM dadR^ishuH kintu te tadAnIM tasya darshanasya vAchamekAmapi noktvA manaHsu sthApayAmAsuH|
2a09250055	pare. ahani teShu tasmAchChailAd avarUDheShu taM sAkShAt karttuM bahavo lokA AjagmuH|
2a09260085	teShAM madhyAd eko jana uchchairuvAcha, he guro ahaM vinayaM karomi mama putraM prati kR^ipAdR^iShTiM karotu, mama sa evaikaH putraH|
2a09270091	bhUtena dhR^itaH san saM prasabhaM chIchChabdaM karoti tanmukhAt pheNA nirgachChanti cha, bhUta itthaM vidAryya kliShTvA prAyashastaM na tyajati|
2a0928004e	tasmAt taM bhUtaM tyAjayituM tava shiShyasamIpe nyavedayaM kintu te na shekuH|
2a09290093	tadA yIshuravAdIt, re AvishvAsin vipathagAmin vaMsha katikAlAn yuShmAbhiH saha sthAsyAmyahaM yuShmAkam AcharaNAni cha sahiShye? tava putramihAnaya|
2a092a0099	tatastasminnAgatamAtre bhUtastaM bhUmau pAtayitvA vidadAra; tadA yIshustamamedhyaM bhUtaM tarjayitvA bAlakaM svasthaM kR^itvA tasya pitari samarpayAmAsa|
2a092b009b	Ishvarasya mahAshaktim imAM vilokya sarvve chamachchakruH; itthaM yIshoH sarvvAbhiH kriyAbhiH sarvvairlokairAshcharyye manyamAne sati sa shiShyAn babhAShe,
2a092c005a	katheyaM yuShmAkaM karNeShu pravishatu, manuShyaputro manuShyANAM kareShu samarpayiShyate|
2a092d0096	kintu te tAM kathAM na bubudhire, spaShTatvAbhAvAt tasyA abhiprAyasteShAM bodhagamyo na babhUva; tasyA AshayaH ka ityapi te bhayAt praShTuM na shekuH|
2a092e0058	tadanantaraM teShAM madhye kaH shreShThaH kathAmetAM gR^ihItvA te mitho vivAdaM chakruH|
2a092f0063	tato yIshusteShAM manobhiprAyaM viditvA bAlakamekaM gR^ihItvA svasya nikaTe sthApayitvA tAn jagAda,
2a093000dd	yo jano mama nAmnAsya bAlAsyAtithyaM vidadhAti sa mamAtithyaM vidadhAti, yashcha mamAtithyaM vidadhAti sa mama prerakasyAtithyaM vidadhAti, yuShmAkaM madhyeyaH svaM sarvvasmAt kShudraM jAnIte sa eva shreShTho bhaviShyati|
2a093100ab	apara ncha yohan vyAjahAra he prabhe tava nAmnA bhUtAn tyAjayantaM mAnuSham ekaM dR^iShTavanto vayaM, kintvasmAkam apashchAd gAmitvAt taM nyaShedhAm| tadAnIM yIshuruvAcha,
2a09320051	taM mA niShedhata, yato yo janosmAkaM na vipakShaH sa evAsmAkaM sapakSho bhavati|
2a09330078	anantaraM tasyArohaNasamaya upasthite sa sthirachetA yirUshAlamaM prati yAtrAM karttuM nishchityAgre dUtAn preShayAmAsa|
2a09340058	tasmAt te gatvA tasya prayojanIyadravyANi saMgrahItuM shomiroNIyAnAM grAmaM pravivishuH|
2a0935004b	kintu sa yirUshAlamaM nagaraM yAti tato heto rlokAstasyAtithyaM na chakruH|
2a093600bb	ataeva yAkUbyohanau tasya shiShyau tad dR^iShTvA jagadatuH, he prabho eliyo yathA chakAra tathA vayamapi kiM gagaNAd Agantum etAn bhasmIkarttu ncha vahnimAj nApayAmaH? bhavAn kimichChati?
2a09370063	kintu sa mukhaM parAvartya tAn tarjayitvA gaditavAn yuShmAkaM manobhAvaH kaH, iti yUyaM na jAnItha|
2a0938006c	manujasuto manujAnAM prANAn nAshayituM nAgachChat, kintu rakShitum AgachChat| pashchAd itaragrAmaM te yayuH|
2a09390072	tadanantaraM pathi gamanakAle jana ekastaM babhAShe, he prabho bhavAn yatra yAti bhavatA sahAhamapi tatra yAsyAmi|
2a093a008e	tadAnIM yIshustamuvAcha, gomAyUnAM garttA Asate, vihAyasIyavihagAnAM nIDAni cha santi, kintu mAnavatanayasya shiraH sthApayituM sthAnaM nAsti|
2a093b0087	tataH paraM sa itarajanaM jagAda, tvaM mama pashchAd ehi; tataH sa uvAcha, he prabho pUrvvaM pitaraM shmashAne sthApayituM mAmAdishatu|
2a093c006b	tadA yIshuruvAcha, mR^itA mR^itAn shmashAne sthApayantu kintu tvaM gatveshvarIyarAjyasya kathAM prachAraya|
2a093d0096	tatonyaH kathayAmAsa, he prabho mayApi bhavataH pashchAd gaMsyate, kintu pUrvvaM mama niveshanasya parijanAnAm anumatiM grahItum ahamAdishyai bhavatA|
2a093e006a	tadAnIM yIshustaM proktavAn, yo jano lA Ngale karamarpayitvA pashchAt pashyati sa IshvarIyarAjyaM nArhati|
2a0a0100a5	tataH paraM prabhuraparAn saptatishiShyAn niyujya svayaM yAni nagarANi yAni sthAnAni cha gamiShyati tAni nagarANi tAni sthAnAni cha prati dvau dvau janau prahitavAn|
2a0a02009e	tebhyaH kathayAmAsa cha shasyAni bahUnIti satyaM kintu ChedakA alpe; tasmAddhetoH shasyakShetre ChedakAn aparAnapi preShayituM kShetrasvAminaM prArthayadhvaM|
2a0a03004a	yUyaM yAta, pashyata, vR^ikANAM madhye meShashAvakAniva yuShmAn prahiNomi|
2a0a040064	yUyaM kShudraM mahad vA vasanasampuTakaM pAdukAshcha mA gR^ihlIta, mArgamadhye kamapi mA namata cha|
2a0a050072	apara ncha yUyaM yad yat niveshanaM pravishatha tatra niveshanasyAsya ma NgalaM bhUyAditi vAkyaM prathamaM vadata|
2a0a060082	tasmAt tasmin niveshane yadi ma NgalapAtraM sthAsyati tarhi tanma NgalaM tasya bhaviShyati, nochet yuShmAn prati parAvarttiShyate|
2a0a070097	apara ncha te yatki nchid dAsyanti tadeva bhuktvA pItvA tasminniveshane sthAsyatha; yataH karmmakArI jano bhR^itim arhati; gR^ihAd gR^ihaM mA yAsyatha|
2a0a08008d	anyachcha yuShmAsu kimapi nagaraM praviShTeShu lokA yadi yuShmAkam AtithyaM kariShyanti, tarhi yat khAdyam upasthAsyanti tadeva khAdiShyatha|
2a0a090079	tannagarasthAn rogiNaH svasthAn kariShyatha, IshvarIyaM rAjyaM yuShmAkam antikam Agamat kathAmetA ncha prachArayiShyatha|
2a0a0a0093	kintu kimapi puraM yuShmAsu praviShTeShu lokA yadi yuShmAkam AtithyaM na kariShyanti, tarhi tasya nagarasya panthAnaM gatvA kathAmetAM vadiShyatha,
2a0a0b00ab	yuShmAkaM nagarIyA yA dhUlyo. asmAsu samalagan tA api yuShmAkaM prAtikUlyena sAkShyArthaM sampAtayAmaH; tathApIshvararAjyaM yuShmAkaM samIpam Agatam iti nishchitaM jAnIta|
2a0a0c006b	ahaM yuShmabhyaM yathArthaM kathayAmi, vichAradine tasya nagarasya dashAtaH sidomo dashA sahyA bhaviShyati|
2a0a0d010e	hA hA korAsIn nagara, hA hA baitsaidAnagara yuvayormadhye yAdR^ishAni AshcharyyANi karmmANyakriyanta, tAni karmmANi yadi sorasIdono rnagarayorakAriShyanta, tadA ito bahudinapUrvvaM tannivAsinaH shaNavastrANi paridhAya gAtreShu bhasma vilipya samupavishya samakhetsyanta|
2a0a0e0050	ato vichAradivase yuShmAkaM dashAtaH sorasIdonnivAsinAM dashA sahyA bhaviShyati|
2a0a0f004e	he kapharnAhUm, tvaM svargaM yAvad unnatA kintu narakaM yAvat nyagbhaviShyasi|
2a0a1000c5	yo jano yuShmAkaM vAkyaM gR^ihlAti sa mamaiva vAkyaM gR^ihlAti; ki ncha yo jano yuShmAkam avaj nAM karoti sa mamaivAvaj nAM karoti; yo jano mamAvaj nAM karoti cha sa matprerakasyaivAvaj nAM karoti|
2a0a110071	atha te saptatishiShyA Anandena pratyAgatya kathayAmAsuH, he prabho bhavato nAmnA bhUtA apyasmAkaM vashIbhavanti|
2a0a120047	tadAnIM sa tAn jagAda, vidyutamiva svargAt patantaM shaitAnam adarsham|
2a0a130094	pashyata sarpAn vR^ishchikAn ripoH sarvvaparAkramAMshcha padatalai rdalayituM yuShmabhyaM shaktiM dadAmi tasmAd yuShmAkaM kApi hAni rna bhaviShyati|
2a0a14007b	bhUtA yuShmAkaM vashIbhavanti, etannimittat mA samullasata, svarge yuShmAkaM nAmAni likhitAni santIti nimittaM samullasata|
2a0a150115	tadghaTikAyAM yIshu rmanasi jAtAhlAdaH kathayAmAsa he svargapR^ithivyorekAdhipate pitastvaM j nAnavatAM viduShA ncha lokAnAM purastAt sarvvametad aprakAshya bAlakAnAM purastAt prAkAshaya etasmAddhetostvAM dhanyaM vadAmi, he pitaritthaM bhavatu yad etadeva tava gochara uttamam|
2a0a1600a1	pitrA sarvvANi mayi samarpitAni pitaraM vinA kopi putraM na jAnAti ki ncha putraM vinA yasmai janAya putrastaM prakAshitavAn ta ncha vinA kopi pitaraM na jAnAti|
2a0a17007b	tapaH paraM sa shiShyAn prati parAvR^itya guptaM jagAda, yUyametAni sarvvANi pashyatha tato yuShmAkaM chakShUMShi dhanyAni|
2a0a1800da	yuShmAnahaM vadAmi, yUyaM yAni sarvvANi pashyatha tAni bahavo bhaviShyadvAdino bhUpatayashcha draShTumichChantopi draShTuM na prApnuvan, yuShmAbhi ryA yAH kathAshcha shrUyante tAH shrotumichChantopi shrotuM nAlabhanta|
2a0a190077	anantaram eko vyavasthApaka utthAya taM parIkShituM paprachCha, he upadeshaka anantAyuShaH prAptaye mayA kiM karaNIyaM?
2a0a1a0051	yIshuH pratyuvAcha, atrArthe vyavasthAyAM kiM likhitamasti? tvaM kIdR^ik paThasi?
2a0a1b009d	tataH sovadat, tvaM sarvvAntaHkaraNaiH sarvvaprANaiH sarvvashaktibhiH sarvvachittaishcha prabhau parameshvare prema kuru, samIpavAsini svavat prema kuru cha|
2a0a1c0054	tadA sa kathayAmAsa, tvaM yathArthaM pratyavochaH, ittham Achara tenaiva jIviShyasi|
2a0a1d006b	kintu sa janaH svaM nirddoShaM j nApayituM yIshuM paprachCha, mama samIpavAsI kaH? tato yIshuH pratyuvAcha,
2a0a1e0099	eko jano yirUshAlampurAd yirIhopuraM yAti, etarhi dasyUnAM kareShu patite te tasya vastrAdikaM hR^itavantaH tamAhatya mR^itaprAyaM kR^itvA tyaktvA yayuH|
2a0a1f0050	akasmAd eko yAjakastena mArgeNa gachChan taM dR^iShTvA mArgAnyapArshvena jagAma|
2a0a200058	ittham eko levIyastatsthAnaM prApya tasyAntikaM gatvA taM vilokyAnyena pArshvena jagAma|
2a0a210045	kintvekaH shomiroNIyo gachChan tatsthAnaM prApya taM dR^iShTvAdayata|
2a0a220095	tasyAntikaM gatvA tasya kShateShu tailaM drAkShArasa ncha prakShipya kShatAni baddhvA nijavAhanopari tamupaveshya pravAsIyagR^iham AnIya taM siSheve|
2a0a2300a8	parasmin divase nijagamanakAle dvau mudrApAdau tadgR^ihasvAmine dattvAvadat janamenaM sevasva tatra yo. adhiko vyayo bhaviShyati tamahaM punarAgamanakAle parishotsyAmi|
2a0a24005b	eShAM trayANAM madhye tasya dasyuhastapatitasya janasya samIpavAsI kaH? tvayA kiM budhyate?
2a0a25006e	tataH sa vyavasthApakaH kathayAmAsa yastasmin dayAM chakAra| tadA yIshuH kathayAmAsa tvamapi gatvA tathAchara|
2a0a260067	tataH paraM te gachChanta ekaM grAmaM pravivishuH; tadA marthAnAmA strI svagR^ihe tasyAtithyaM chakAra|
2a0a270064	tasmAt mariyam nAmadheyA tasyA bhaginI yIshoH padasamIpa uvavishya tasyopadeshakathAM shrotumArebhe|
2a0a2800fd	kintu marthA nAnAparicharyyAyAM vyagrA babhUva tasmAddhetostasya samIpamAgatya babhAShe; he prabho mama bhaginI kevalaM mamopari sarvvakarmmaNAM bhAram arpitavatI tatra bhavatA ki nchidapi na mano nidhIyate kim? mama sAhAyyaM karttuM bhavAn tAmAdishatu|
2a0a29005a	tato yIshuH pratyuvAcha he marthe he marthe, tvaM nAnAkAryyeShu chintitavatI vyagrA chAsi,
2a0a2a0070	kintu prayojanIyam ekamAtram Aste| apara ncha yamuttamaM bhAgaM kopi harttuM na shaknoti saeva mariyamA vR^itaH|
2a0b0100b9	anantaraM sa kasmiMshchit sthAne prArthayata tatsamAptau satyAM tasyaikaH shiShyastaM jagAda he prabho yohan yathA svashiShyAn prArthayitum upadiShTavAn tathA bhavAnapyasmAn upadishatu|
2a0b0200c9	tasmAt sa kathayAmAsa, prArthanakAle yUyam itthaM kathayadhvaM, he asmAkaM svargasthapitastava nAma pUjyaM bhavatu; tava rAjatvaM bhavatu; svarge yathA tathA pR^ithivyAmapi tavechChayA sarvvaM bhavatu|
