2800000006	mathiH
290f280054	tadAnIM magdalInI marisam kaniSThayAkUbo yosezca mAtAnyamariyam zAlomI ca yAH striyo
290f290086	gAlIlpradeze yIzuM sevitvA tadanugAminyo jAtA imAstadanyAzca yA anekA nAryo yIzunA sArddhaM yirUzAlamamAyAtAstAzca dUrAt tAni dadRzuH|
290f2a0041	athAsAdanadinasyArthAd vizrAmavArAt pUrvvadinasya sAyaMkAla Agata
290f2b006a	IzvararAjyApekSyarimathIyayUSaphanAmA mAnyamantrI sametya pIlAtasavidhaM nirbhayo gatvA yIzordehaM yayAce|
290f2c005f	kintu sa idAnIM mRtaH pIlAta ityasambhavaM matvA zatasenApatimAhUya sa kadA mRta iti papraccha|
290f2d0038	zatasemanApatimukhAt tajjJAtvA yUSaphe yIzordehaM dadau|
290f2e008a	pazcAt sa sUkSmaM vAsaH krItvA yIzoH kAyamavarohya tena vAsasA veSTAyitvA girau khAtazmazAne sthApitavAn pASANaM loThayitvA dvAri nidadhe|
290f2f004c	kintu yatra sosthApyata tata magdalInI mariyam yosimAtRmariyam ca dadRzatRH|
291001006e	atha vizrAmavAre gate magdalInI mariyam yAkUbamAtA mariyam zAlomI cemAstaM marddayituM sugandhidravyANi krItvA
291002003f	saptAhaprathamadine'tipratyUSe sUryyodayakAle zmazAnamupagatAH|
291003004f	kintu zmazAnadvArapASANo'tibRhan taM ko'pasArayiSyatIti tAH parasparaM gadanti!
2910040033	etarhi nirIkSya pASANo dvAro 'pasArita iti dadRzuH|
291005007a	pazcAttAH zmazAnaM pravizya zuklavarNadIrghaparicchadAvRtamekaM yuvAnaM zmazAnadakSiNapArzva upaviSTaM dRSTvA camaccakruH|
2910060090	so'vadat, mAbhaiSTa yUyaM kruze hataM nAsaratIyayIzuM gaveSayatha sotra nAsti zmazAnAdudasthAt; tai ryatra sa sthApitaH sthAnaM tadidaM pazyata|
2910070098	kintu tena yathoktaM tathA yuSmAkamagre gAlIlaM yAsyate tatra sa yuSmAn sAkSAt kariSyate yUyaM gatvA tasya ziSyebhyaH pitarAya ca vArttAmimAM kathayata|
291008005c	tAH kampitA vistitAzca tUrNaM zmazAnAd bahirgatvA palAyanta bhayAt kamapi kimapi nAvadaMzca|
29100900d6	(note: The most reliable and earliest manuscripts do not include Mark 16:9-20.) aparaM yIzuH saptAhaprathamadine pratyUSe zmazAnAdutthAya yasyAH saptabhUtAstyAjitAstasyai magdalInImariyame prathamaM darzanaM dadau|
29100a0048	tataH sA gatvA zokarodanakRdbhyo'nugatalokebhyastAM vArttAM kathayAmAsa|
29100b004a	kintu yIzuH punarjIvan tasyai darzanaM dattavAniti zrutvA te na pratyayan|
29100c004e	pazcAt teSAM dvAyo rgrAmayAnakAle yIzuranyavezaM dhRtvA tAbhyAM darzana dadau!
29100d005b	tAvapi gatvAnyaziSyebhyastAM kathAM kathayAJcakratuH kintu tayoH kathAmapi te na pratyayan|
29100e00c1	zeSata ekAdazaziSyeSu bhojanopaviSTeSu yIzustebhyo darzanaM dadau tathotthAnAt paraM taddarzanaprAptalokAnAM kathAyAmavizvAsakaraNAt teSAmavizvAsamanaHkAThinyAbhyAM hetubhyAM sa tAMstarjitavAn|
29100f0052	atha tAnAcakhyau yUyaM sarvvajagad gatvA sarvvajanAn prati susaMvAdaM pracArayata|
2910100062	tatra yaH kazcid vizvasya majjito bhavet sa paritrAsyate kintu yo na vizvasiSyati sa daNDayiSyate|
2910110079	kiJca ye pratyeSyanti tairIdRg AzcaryyaM karmma prakAzayiSyate te mannAmnA bhUtAn tyAjayiSyanti bhASA anyAzca vadiSyanti|
2910120089	aparaM taiH sarpeSu dhRteSu prANanAzakavastuni pIte ca teSAM kApi kSati rna bhaviSyati; rogiNAM gAtreSu karArpite te'rogA bhaviSyanti ca|
291013004c	atha prabhustAnityAdizya svargaM nItaH san paramezvarasya dakSiNa upaviveza|
291014009c	tataste prasthAya sarvvatra susaMvAdIyakathAM pracArayitumArebhire prabhustu teSAM sahAyaH san prakAzitAzcaryyakriyAbhistAM kathAM pramANavatIM cakAra| iti|
2a00000005	lUkaH
2a01010061	prathamato ye sAkSiNo vAkyapracArakAzcAsan te'smAkaM madhye yadyat sapramANaM vAkyamarpayanti sma
2a0102003b	tadanusArato'nyepi bahavastadvRttAntaM racayituM pravRttAH|
2a0103005e	ataeva he mahAmahimathiyaphil tvaM yA yAH kathA azikSyathAstAsAM dRDhapramANAni yathA prApnoSi
2a0104006e	tadarthaM prathamamArabhya tAni sarvvANi jJAtvAhamapi anukramAt sarvvavRttAntAn tubhyaM lekhituM matimakArSam|
2a01050081	yihUdAdezIyaherodnAmake rAjatvaM kurvvati abIyayAjakasya paryyAyAdhikArI sikhariyanAmaka eko yAjako hAroNavaMzodbhavA ilIzevAkhyA
2a01060062	tasya jAyA dvAvimau nirdoSau prabhoH sarvvAjJA vyavasthAzca saMmanya IzvaradRSTau dhArmmikAvAstAm|
2a0107004d	tayoH santAna ekopi nAsIt, yata ilIzevA bandhyA tau dvAveva vRddhAvabhavatAm|
2a0108004a	yadA svaparyyAnukrameNa sikhariya IzvAsya samakSaM yAjakIyaM karmma karoti
2a01090068	tadA yajJasya dinaparipAyyA paramezvarasya mandire pravezakAle dhUpajvAlanaM karmma tasya karaNIyamAsIt|
2a010a003e	taddhUpajvAlanakAle lokanivahe prArthanAM kartuM bahistiSThati
2a010b0070	sati sikhariyo yasyAM vedyAM dhUpaM jvAlayati taddakSiNapArzve paramezvarasya dUta eka upasthito darzanaM dadau|
2a010c0029	taM dRSTvA sikhariya udvivije zazaGke ca|
2a010d008f	tadA sa dUtastaM babhASe he sikhariya mA bhaistava prArthanA grAhyA jAtA tava bhAryyA ilIzevA putraM prasoSyate tasya nAma yohan iti kariSyasi|
2a010e004f	kiJca tvaM sAnandaH saharSazca bhaviSyasi tasya janmani bahava AnandiSyanti ca|
2a010f008f	yato hetoH sa paramezvarasya gocare mahAn bhaviSyati tathA drAkSArasaM surAM vA kimapi na pAsyati, aparaM janmArabhya pavitreNAtmanA paripUrNaH
2a01100041	san isrAyelvaMzIyAn anekAn prabhoH paramezvarasya mArgamAneSyati|
2a011100c0	santAnAn prati pitRNAM manAMsi dharmmajJAnaM pratyanAjJAgrAhiNazca parAvarttayituM, prabhoH paramezvarasya sevArtham ekAM sajjitajAtiM vidhAtuJca sa eliyarUpAtmazaktiprAptastasyAgre gamiSyati|
2a01120056	tadA sikhariyo dUtamavAdIt kathametad vetsyAmi? yatohaM vRddho mama bhAryyA ca vRddhA|
2a0113008a	tato dUtaH pratyuvAca pazyezvarasya sAkSAdvarttI jibrAyelnAmA dUtohaM tvayA saha kathAM gadituM tubhyamimAM zubhavArttAM dAtuJca preSitaH|
2a01140087	kintu madIyaM vAkyaM kAle phaliSyati tat tvayA na pratItam ataH kAraNAd yAvadeva tAni na setsyanti tAvat tvaM vaktuMmazakto mUko bhava|
2a0115005f	tadAnIM ye ye lokAH sikhariyamapaikSanta te madhyemandiraM tasya bahuvilambAd AzcaryyaM menire|
2a01160096	sa bahirAgato yadA kimapi vAkyaM vaktumazaktaH saGketaM kRtvA niHzabdastasyau tadA madhyemandiraM kasyacid darzanaM tena prAptam iti sarvve bubudhire|
2a01170041	anantaraM tasya sevanaparyyAye sampUrNe sati sa nijagehaM jagAma|
2a0118003f	katipayadineSu gateSu tasya bhAryyA ilIzevA garbbhavatI babhUva
2a01190085	pazcAt sA paJcamAsAn saMgopyAkathayat lokAnAM samakSaM mamApamAnaM khaNDayituM paramezvaro mayi dRSTiM pAtayitvA karmmedRzaM kRtavAn|
2a011a0044	aparaJca tasyA garbbhasya SaSThe mAse jAte gAlIlpradezIyanAsaratpure
2a011b0076	dAyUdo vaMzIyAya yUSaphnAmne puruSAya yA mariyamnAmakumArI vAgdattAsIt tasyAH samIpaM jibrAyel dUta IzvareNa prahitaH|
2a011c007b	sa gatvA jagAda he IzvarAnugRhItakanye tava zubhaM bhUyAt prabhuH paramezvarastava sahAyosti nArINAM madhye tvameva dhanyA|
2a011d0058	tadAnIM sA taM dRSTvA tasya vAkyata udvijya kIdRzaM bhASaNamidam iti manasA cintayAmAsa|
2a011e004b	tato dUto'vadat he mariyam bhayaM mAkArSIH, tvayi paramezvarasyAnugrahosti|
2a011f004b	pazya tvaM garbbhaM dhRtvA putraM prasoSyase tasya nAma yIzuriti kariSyasi|
2a0120008e	sa mahAn bhaviSyati tathA sarvvebhyaH zreSThasya putra iti khyAsyati; aparaM prabhuH paramezvarastasya piturdAyUdaH siMhAsanaM tasmai dAsyati;
2a01210059	tathA sa yAkUbo vaMzopari sarvvadA rAjatvaM kariSyati, tasya rAjatvasyAnto na bhaviSyati|
2a01220058	tadA mariyam taM dUtaM babhASe nAhaM puruSasaGgaM karomi tarhi kathametat sambhaviSyati?
2a012300c0	tato dUto'kathayat pavitra AtmA tvAmAzrAyiSyati tathA sarvvazreSThasya zaktistavopari chAyAM kariSyati tato hetostava garbbhAd yaH pavitrabAlako janiSyate sa Izvaraputra iti khyAtiM prApsyati|
2a01240084	aparaJca pazya tava jJAtirilIzevA yAM sarvve bandhyAmavadan idAnIM sA vArddhakye santAnamekaM garbbhe'dhArayat tasya SaSThamAsobhUt|
2a01250022	kimapi karmma nAsAdhyam Izvarasya|
2a01260085	tadA mariyam jagAda, pazya prabherahaM dAsI mahyaM tava vAkyAnusAreNa sarvvametad ghaTatAm; ananataraM dUtastasyAH samIpAt pratasthe|
2a0127005f	atha katipayadinAt paraM mariyam tasmAt parvvatamayapradezIyayihUdAyA nagaramekaM zIghraM gatvA
2a01280046	sikhariyayAjakasya gRhaM pravizya tasya jAyAm ilIzevAM sambodhyAvadat|
2a01290092	tato mariyamaH sambodhanavAkye ilIzevAyAH karNayoH praviSTamAtre sati tasyA garbbhasthabAlako nanartta| tata ilIzevA pavitreNAtmanA paripUrNA satI
2a012a0058	proccairgaditumArebhe, yoSitAM madhye tvameva dhanyA, tava garbbhasthaH zizuzca dhanyaH|
2a012b004d	tvaM prabhormAtA, mama nivezane tvayA caraNAvarpitau, mamAdya saubhAgyametat|
2a012c0056	pazya tava vAkye mama karNayoH praviSTamAtre sati mamodarasthaH zizurAnandAn nanartta|
2a012d0063	yA strI vyazvasIt sA dhanyA, yato hetostAM prati paramezvaroktaM vAkyaM sarvvaM siddhaM bhaviSyati|
2a012e0043	tadAnIM mariyam jagAda| dhanyavAdaM parezasya karoti mAmakaM manaH|
2a012f002b	mamAtmA tArakeze ca samullAsaM pragacchati|
2a01300064	akarot sa prabhu rduSTiM svadAsyA durgatiM prati| pazyAdyArabhya mAM dhanyAM vakSyanti puruSAH sadA|
2a0131005a	yaH sarvvazaktimAn yasya nAmApi ca pavitrakaM| sa eva sumahatkarmma kRtavAn mannimittakaM|
2a01320059	ye bibhyati janAstasmAt teSAM santAnapaMktiSu| anukampA tadIyA ca sarvvadaiva sutiSThati|
2a01330059	svabAhubalatastena prAkAzyata parAkramaH| manaHkumantraNAsArddhaM vikIryyante'bhimAninaH|
2a01340058	siMhAsanagatAllokAn balinazcAvarohya saH| padeSUcceSu lokAMstu kSudrAn saMsthApayatyapi|
2a0135005f	kSudhitAn mAnavAn dravyairuttamaiH paritarpya saH| sakalAn dhanino lokAn visRjed riktahastakAn|
2a0136005d	ibrAhImi ca tadvaMze yA dayAsti sadaiva tAM| smRtvA purA pitRNAM no yathA sAkSAt pratizrutaM|
2a0137002a	isrAyelsevakastena tathopakriyate svayaM||
2a01380057	anantaraM mariyam prAyeNa mAsatrayam ilIzevayA sahoSitvA vyAghuyya nijanivezanaM yayau|
2a01390046	tadanantaram ilIzevAyAH prasavakAla upasthite sati sA putraM prAsoSTa|
2a013a006b	tataH paramezvarastasyAM mahAnugrahaM kRtavAn etat zrutvA samIpavAsinaH kuTumbAzcAgatya tayA saha mumudire|
2a013b0069	tathASTame dine te bAlakasya tvacaM chettum etya tasya pitRnAmAnurUpaM tannAma sikhariya iti karttumISuH|
2a013c003d	kintu tasya mAtAkathayat tanna, nAmAsya yohan iti karttavyam|
2a013d003a	tadA te vyAharan tava vaMzamadhye nAmedRzaM kasyApi nAsti|
2a013e0058	tataH paraM tasya pitaraM sikhariyaM prati saGketya papracchuH zizoH kiM nAma kAriSyate?
2a013f0062	tataH sa phalakamekaM yAcitvA lilekha tasya nAma yohan bhaviSyati| tasmAt sarvve AzcaryyaM menire|
2a0140006d	tatkSaNaM sikhariyasya jihvAjADye'pagate sa mukhaM vyAdAya spaSTavarNamuccAryya Izvarasya guNAnuvAdaM cakAra|
2a01410076	tasmAccaturdiksthAH samIpavAsilokA bhItA evametAH sarvvAH kathA yihUdAyAH parvvatamayapradezasya sarvvatra pracAritAH|
2a01420071	tasmAt zrotAro manaHsu sthApayitvA kathayAmbabhUvuH kIdRzoyaM bAlo bhaviSyati? atha paramezvarastasya sahAyobhUt|
2a01430060	tadA yohanaH pitA sikhariyaH pavitreNAtmanA paripUrNaH san etAdRzaM bhaviSyadvAkyaM kathayAmAsa|
2a01440058	isrAyelaH prabhu ryastu sa dhanyaH paramezvaraH| anugRhya nijAllokAn sa eva parimocayet|
2a0145005a	vipakSajanahastebhyo yathA mocyAmahe vayaM| yAvajjIvaJca dharmmeNa sAralyena ca nirbhayAH|
2a01460055	sevAmahai tamevaikam etatkAraNameva ca| svakIyaM supavitraJca saMsmRtya niyamaM sadA|
2a0147005b	kRpayA puruSAn pUrvvAn nikaSArthAttu naH pituH| ibrAhImaH samIpe yaM zapathaM kRtavAn purA|
2a01480058	tameva saphalaM karttaM tathA zatrugaNasya ca| RtIyAkAriNazcaiva karebhyo rakSaNAya naH|
2a01490033	sRSTeH prathamataH svIyaiH pavitrai rbhAvivAdibhiH|
2a014a002e	yathoktavAn tathA svasya dAyUdaH sevakasya tu|
2a014b002c	vaMze trAtAramekaM sa samutpAditavAn svayam|
2a014c00bc	ato he bAlaka tvantu sarvvebhyaH zreSTha eva yaH| tasyaiva bhAvivAdIti pravikhyAto bhaviSyasi| asmAkaM caraNAn kSeme mArge cAlayituM sadA| evaM dhvAnte'rthato mRtyozchAyAyAM ye tu mAnavAH|
2a014d0051	upaviSTAstu tAneva prakAzayitumeva hi| kRtvA mahAnukampAM hi yAmeva paramezvaraH|
2a014e005c	UrdvvAt sUryyamudAyyaivAsmabhyaM prAdAttu darzanaM| tayAnukampayA svasya lokAnAM pApamocane|
2a014f005f	paritrANasya tebhyo hi jJAnavizrANanAya ca| prabho rmArgaM pariSkarttuM tasyAgrAyI bhaviSyasi||
2a0150008e	atha bAlakaH zarIreNa buddhyA ca varddhitumArebhe; aparaJca sa isrAyelo vaMzIyalokAnAM samIpe yAvanna prakaTIbhUtastAstAvat prAntare nyavasat|
2a0201005d	aparaJca tasmin kAle rAjyasya sarvveSAM lokAnAM nAmAni lekhayitum agastakaisara AjJApayAmAsa|
2a0202004c	tadanusAreNa kurINiyanAmani suriyAdezasya zAsake sati nAmalekhanaM prArebhe|
2a02030042	ato heto rnAma lekhituM sarvve janAH svIyaM svIyaM nagaraM jagmuH|
2a02040095	tadAnIM yUSaph nAma lekhituM vAgdattayA svabhAryyayA garbbhavatyA mariyamA saha svayaM dAyUdaH sajAtivaMza iti kAraNAd gAlIlpradezasya nAsaratnagarAd
2a02050035	yihUdApradezasya baitlehamAkhyaM dAyUdnagaraM jagAma|
2a02060049	anyacca tatra sthAne tayostiSThatoH sato rmariyamaH prasUtikAla upasthite
2a02070074	sA taM prathamasutaM prAsoSTa kintu tasmin vAsagRhe sthAnAbhAvAd bAlakaM vastreNa veSTayitvA gozAlAyAM sthApayAmAsa|
2a02080077	anantaraM ye kiyanto meSapAlakAH svameSavrajarakSAyai tatpradeze sthitvA rajanyAM prAntare prahariNaH karmma kurvvanti,
2a02090078	teSAM samIpaM paramezvarasya dUta Agatyopatasthau; tadA catuSpArzve paramezvarasya tejasaH prakAzitatvAt te'tizazaGkire|
2a020a0063	tadA sa dUta uvAca mA bhaiSTa pazyatAdya dAyUdaH pure yuSmannimittaM trAtA prabhuH khrISTo'janiSTa,
2a020b004a	sarvveSAM lokAnAM mahAnandajanakam imaM maGgalavRttAntaM yuSmAn jJApayAmi|
2a020c0073	yUyaM (tatsthAnaM gatvA) vastraveSTitaM taM bAlakaM gozAlAyAM zayanaM drakSyatha yuSmAn pratIdaM cihnaM bhaviSyati|
2a020d0078	dUta imAM kathAM kathitavati tatrAkasmAt svargIyAH pRtanA Agatya kathAm imAM kathayitvezvarasya guNAnanvavAdiSuH, yathA,
2a020e0063	sarvvordvvasthairIzvarasya mahimA samprakAzyatAM| zAntirbhUyAt pRthivyAstu santoSazca narAn prati||
2a020f00be	tataH paraM teSAM sannidhe rdUtagaNe svargaM gate meSapAlakAH parasparam avecan Agacchata prabhuH paramezvaro yAM ghaTanAM jJApitavAn tasyA yAtharyaM jJAtuM vayamadhunA baitlehampuraM yAmaH|
2a02100051	pazcAt te tUrNaM vrajitvA mariyamaM yUSaphaM gozAlAyAM zayanaM bAlakaJca dadRzuH|
2a02110045	itthaM dRSTvA bAlakasyArthe proktAM sarvvakathAM te prAcArayAJcakruH|
2a02120052	tato ye lokA meSarakSakANAM vadanebhyastAM vArttAM zuzruvuste mahAzcaryyaM menire|
2a0213004a	kintu mariyam etatsarvvaghaTanAnAM tAtparyyaM vivicya manasi sthApayAmAsa|
2a02140078	tatpazcAd dUtavijJaptAnurUpaM zrutvA dRSTvA ca meSapAlakA Izvarasya guNAnuvAdaM dhanyavAdaJca kurvvANAH parAvRtya yayuH|
2a0215009e	atha bAlakasya tvakchedanakAle'STamadivase samupasthite tasya garbbhasthiteH purvvaM svargIyadUto yathAjJApayat tadanurUpaM te tannAmadheyaM yIzuriti cakrire|
2a0216004d	tataH paraM mUsAlikhitavyavasthAyA anusAreNa mariyamaH zucitvakAla upasthite,
2a0217005c	"prathamajaH sarvvaH puruSasantAnaH paramezvare samarpyatAM," iti paramezvarasya vyavasthayA
2a02180085	yIzuM paramezvare samarpayitum zAstrIyavidhyuktaM kapotadvayaM pArAvatazAvakadvayaM vA baliM dAtuM te taM gRhItvA yirUzAlamam AyayuH|
2a0219007e	yirUzAlampuranivAsI zimiyonnAmA dhArmmika eka AsIt sa isrAyelaH sAntvanAmapekSya tasthau kiJca pavitra AtmA tasminnAvirbhUtaH|
2a021a007b	aparaM prabhuNA paramezvareNAbhiSikte trAtari tvayA na dRSTe tvaM na mariSyasIti vAkyaM pavitreNa AtmanA tasma prAkathyata|
2a021b0065	aparaJca yadA yIzoH pitA mAtA ca tadarthaM vyavasthAnurUpaM karmma karttuM taM mandiram AninyatustadA
2a021c006a	zimiyon Atmana AkarSaNena mandiramAgatya taM kroDe nidhAya Izvarasya dhanyavAdaM kRtvA kathayAmAsa, yathA,
2a021d0054	he prabho tava dAsoyaM nijavAkyAnusArataH| idAnIntu sakalyANo bhavatA saMvisRjyatAm|
2a021e0029	yataH sakaladezasya dIptaye dIptirUpakaM|
2a021f0025	isrAyelIyalokasya mahAgauravarUpakaM|
2a0220005b	yaM trAyakaM janAnAntu sammukhe tvamajIjanaH| saeva vidyate'smAkaM dhravaM nayananagocare||
2a02210050	tadAnIM tenoktA etAH sakalAH kathAH zrutvA tasya mAtA yUSaph ca vismayaM menAte|
2a022200da	tataH paraM zimiyon tebhya AziSaM dattvA tanmAtaraM mariyamam uvAca, pazya isrAyelo vaMzamadhye bahUnAM pAtanAyotthApanAya ca tathA virodhapAtraM bhavituM, bahUnAM guptamanogatAnAM prakaTIkaraNAya bAlakoyaM niyuktosti|
2a02230027	tasmAt tavApi prANAH zUlena vyatsyante|
2a022400b8	aparaJca Azerasya vaMzIyaphinUyelo duhitA hannAkhyA atijaratI bhaviSyadvAdinyekA yA vivAhAt paraM sapta vatsarAn patyA saha nyavasat tato vidhavA bhUtvA caturazItivarSavayaHparyyanataM
2a02250061	mandire sthitvA prArthanopavAsairdivAnizam Izvaram asevata sApi strI tasmin samaye mandiramAgatya
2a02260078	paramezvarasya dhanyavAdaM cakAra, yirUzAlampuravAsino yAvanto lokA muktimapekSya sthitAstAn yIzorvRttAntaM jJApayAmAsa|
2a0227007b	itthaM paramezvarasya vyavasthAnusAreNa sarvveSu karmmasu kRteSu tau punazca gAlIlo nAsaratnAmakaM nijanagaraM pratasthAte|
2a0228007e	tatpazcAd bAlakaH zarIreNa vRddhimetya jJAnena paripUrNa AtmanA zaktimAMzca bhavitumArebhe tathA tasmin IzvarAnugraho babhUva|
2a02290049	tasya pitA mAtA ca prativarSaM nistArotsavasamaye yirUzAlamam agacchatAm|
2a022a005b	aparaJca yIzau dvAdazavarSavayaske sati tau parvvasamayasya rItyanusAreNa yirUzAlamaM gatvA
2a022b0071	pArvvaNaM sampAdya punarapi vyAghuyya yAtaH kintu yIzurbAlako yirUzAlami tiSThati| yUSaph tanmAtA ca tad aviditvA
2a022c0081	sa saGgibhiH saha vidyata etacca budvvA dinaikagamyamArgaM jagmatuH| kintu zeSe jJAtibandhUnAM samIpe mRgayitvA taduddezamaprApya
2a022d003c	tau punarapi yirUzAlamam parAvRtyAgatya taM mRgayAJcakratuH|
2a022e0076	atha dinatrayAt paraM paNDitAnAM madhye teSAM kathAH zRNvan tattvaM pRcchaMzca mandire samupaviSTaH sa tAbhyAM dRSTaH|
2a022f0044	tadA tasya buddhyA pratyuttaraizca sarvve zrotAro vismayamApadyante|
2a023000b9	tAdRzaM dRSTvA tasya janako jananI ca camaccakratuH kiJca tasya mAtA tamavadat, he putra, kathamAvAM pratItthaM samAcarastvam? pazya tava pitAhaJca zokAkulau santau tvAmanvicchAvaH sma|
2a0231005d	tataH sovadat kuto mAm anvaicchataM? piturgRhe mayA sthAtavyam etat kiM yuvAbhyAM na jJAyate?
2a0232003a	kintu tau tasyaitadvAkyasya tAtparyyaM boddhuM nAzaknutAM|
2a0233007a	tataH paraM sa tAbhyAM saha nAsarataM gatvA tayorvazIbhUtastasthau kintu sarvvA etAH kathAstasya mAtA manasi sthApayAmAsa|
2a02340059	atha yIzo rbuddhiH zarIraJca tathA tasmin Izvarasya mAnavAnAJcAnugraho varddhitum Arebhe|
2a030100ef	anantaraM tibiriyakaisarasya rAjatvasya paJcadaze vatsare sati yadA pantIyapIlAto yihUdAdezAdhipati rherod tu gAlIlpradezasya rAjA philipanAmA tasya bhrAtA tu yitUriyAyAstrAkhonItiyApradezasya ca rAjAsIt luSAnIyanAmA avilInIdezasya rAjAsIt
2a0302007b	hAnan kiyaphAzcemau pradhAnayAjAkAvAstAM tadAnIM sikhariyasya putrAya yohane madhyeprAntaram Izvarasya vAkye prakAzite sati
2a0303008f	sa yarddana ubhayataTapradezAn sametya pApamocanArthaM manaHparAvarttanasya cihnarUpaM yanmajjanaM tadIyAH kathAH sarvvatra pracArayitumArebhe|
2a0304008d	yizayiyabhaviSyadvaktRgranthe yAdRzI lipirAste yathA, paramezasya panthAnaM pariSkuruta sarvvataH| tasya rAjapathaJcaiva samAnaM kurutAdhunA|
2a030500b9	kAriSyante samucchrAyAH sakalA nimnabhUmayaH| kAriSyante natAH sarvve parvvatAzcopaparvvatAH| kAriSyante ca yA vakrAstAH sarvvAH saralA bhuvaH| kAriSyante samAnAstA yA uccanIcabhUmayaH|
2a03060060	IzvareNa kRtaM trANaM drakSyanti sarvvamAnavAH| ityetat prAntare vAkyaM vadataH kasyacid ravaH||
2a0307006e	ye ye lokA majjanArthaM bahirAyayustAn sovadat re re sarpavaMzA AgAminaH kopAt palAyituM yuSmAn kazcetayAmAsa?
2a030800c8	tasmAd ibrAhIm asmAkaM pitA kathAmIdRzIM manobhi rna kathayitvA yUyaM manaHparivarttanayogyaM phalaM phalata; yuSmAnahaM yathArthaM vadAmi pASANebhya etebhya Izvara ibrAhImaH santAnotpAdane samarthaH|
2a0309006f	aparaJca tarumUle'dhunApi parazuH saMlagnosti yastaruruttamaM phalaM na phalati sa chidyate'gnau nikSipyate ca|
2a030a0038	tadAnIM lokAstaM papracchustarhi kiM karttavyamasmAbhiH?
2a030b007c	tataH sovAdIt yasya dve vasane vidyete sa vastrahInAyaikaM vitaratu kiMJca yasya khAdyadravyaM vidyate sopi tathaiva karotu|
2a030c0058	tataH paraM karasaJcAyino majjanArtham Agatya papracchuH he guro kiM karttavyamasmAbhiH?
2a030d002d	tataH sokathayat nirUpitAdadhikaM na gRhlita|
2a030e00a9	anantaraM senAgaNa etya papraccha kimasmAbhi rvA karttavyam? tataH sobhidadhe kasya kAmapi hAniM mA kArSTa tathA mRSApavAdaM mA kuruta nijavetanena ca santuSya tiSThata|
2a030f0067	aparaJca lokA apekSayA sthitvA sarvvepIti manobhi rvitarkayAJcakruH, yohanayam abhiSiktastrAtA na veti?
2a031000ca	tadA yohan sarvvAn vyAjahAra, jale'haM yuSmAn majjayAmi satyaM kintu yasya pAdukAbandhanaM mocayitumapi na yogyosmi tAdRza eko matto gurutaraH pumAn eti, sa yuSmAn vahnirUpe pavitra Atmani majjayiSyati|
2a031100a1	aparaJca tasya haste zUrpa Aste sa svazasyAni zuddharUpaM prasphoTya godhUmAn sarvvAn bhANDAgAre saMgrahISyati kintu bUSANi sarvvANyanirvvANavahninA dAhayiSyati|
2a0312003e	yohan upadezenetthaM nAnAkathA lokAnAM samakSaM pracArayAmAsa|
2a03130076	aparaJca herod rAjA philipnAmnaH sahodarasya bhAryyAM herodiyAmadhi tathAnyAni yAni yAni kukarmmANi kRtavAn tadadhi ca
2a0314004b	yohanA tiraskRto bhUtvA kArAgAre tasya bandhanAd aparamapi kukarmma cakAra|
2a03150051	itaH pUrvvaM yasmin samaye sarvve yohanA majjitAstadAnIM yIzurapyAgatya majjitaH|
2a031600c0	tadanantaraM tena prArthite meghadvAraM muktaM tasmAcca pavitra AtmA mUrttimAn bhUtvA kapotavat taduparyyavaruroha; tadA tvaM mama priyaH putrastvayi mama paramaH santoSa ityAkAzavANI babhUva|
2a03170053	tadAnIM yIzuH prAyeNa triMzadvarSavayaska AsIt| laukikajJAne tu sa yUSaphaH putraH,
2a03180080	yUSaph eleH putraH, elirmattataH putraH, mattat leveH putraH, levi rmalkeH putraH, malkiryAnnasya putraH; yAnno yUSaphaH putraH|
2a03190071	yUSaph mattathiyasya putraH, mattathiya AmosaH putraH, Amos nahUmaH putraH, nahUm iSleH putraH iSlirnageH putraH|
2a031a0077	nagirmATaH putraH, mAT mattathiyasya putraH, mattathiyaH zimiyeH putraH, zimiyiryUSaphaH putraH, yUSaph yihUdAH putraH|
2a031b007b	yihUdA yohAnAH putraH, yohAnA rISAH putraH, rISAH sirubbAbilaH putraH, sirubbAbil zaltIyelaH putraH, zaltIyel nereH putraH|
2a031c006a	nerirmalkeH putraH, malkiH adyaH putraH, addI koSamaH putraH, koSam ilmodadaH putraH, ilmodad eraH putraH|
2a031d006f	er yozeH putraH, yoziH ilIyeSaraH putraH, ilIyeSar yorImaH putraH, yorIm mattataH putraH, mattata leveH putraH|
2a031e0077	leviH zimiyonaH putraH, zimiyon yihUdAH putraH, yihUdA yUSuphaH putraH, yUSuph yonanaH putraH, yAnan ilIyAkImaH putraH|
2a031f007d	iliyAkImH mileyAH putraH, mileyA mainanaH putraH, mainan mattattasya putraH, mattatto nAthanaH putraH, nAthan dAyUdaH putraH|
2a0320006f	dAyUd yizayaH putraH, yizaya obedaH putra, obed boyasaH putraH, boyas salmonaH putraH, salmon nahazonaH putraH|
2a03210077	nahazon ammInAdabaH putraH, ammInAdab arAmaH putraH, arAm hiSroNaH putraH, hiSroN perasaH putraH, peras yihUdAH putraH|
2a03220072	yihUdA yAkUbaH putraH, yAkUb ishAkaH putraH, ishAk ibrAhImaH putraH, ibrAhIm terahaH putraH, terah nAhoraH putraH|
2a0323006a	nAhor sirugaH putraH, sirug riyvaH putraH, riyUH pelagaH putraH, pelag evaraH putraH, evar zelahaH putraH|
