0100000008	Kejadian
090c0f00c3	Akan tetapi, apabila kalian tidak menaati TUHAN dan memberontak lagi melawan hukum-hukum TUHAN, maka TUHAN akan menghukum kalian, sebagaimana Dia sudah berulang-ulang menghukum nenek moyang kita.
090c10007d	“Sebagai bukti akan peringatan itu, tetap berdiri dan perhatikanlah keajaiban yang akan TUHAN lakukan di depan mata kalian!
090c11014d	Sekarang ini adalah musim panen gandum, dan biasanya tidak akan terjadi hujan. Walaupun demikian, saya akan berdoa kepada TUHAN supaya Dia memberikan guntur dan hujan. Melalui keajaiban itu kalian akan menyadari bahwa kalian sudah melakukan kejahatan besar di hadapan TUHAN, ketika kalian meminta untuk dipimpin oleh seorang raja.”
090c1200a9	Lalu Samuel berdoa dan memohon kepada TUHAN, dan pada hari itu juga TUHAN menurunkan guntur dan hujan, sehingga semua orang menjadi sangat takut kepada TUHAN dan Samuel.
090c1300b8	Maka semua orang berkata kepada Samuel, “Berdoalah kepada TUHAN Allah supaya kami tidak mati. Kami menyadari bahwa dosa-dosa kami bertambah lagi karena sudah meminta seorang raja.”
090c1400ad	Lalu Samuel menjawab mereka, “Jangan takut! Walaupun kalian sudah melakukan kejahatan ini, jangan berpaling dari TUHAN. Tetaplah setia kepada TUHAN dengan sungguh-sungguh.
090c1500ad	Jangan menyimpang dengan menyembah berhala-berhala. Itu sama sekali tidak berguna, karena tidak ada berhala yang dapat menolong ataupun menyelamatkan kalian dari para musuh.
090c1600a0	Ingatlah bahwa TUHAN sudah memilih kita sebagai umat pilihan-Nya. Maka Dia tidak akan mencemarkan nama-Nya yang mulia dengan meninggalkan kita sebagai umat-Nya.
090c1700cf	“Sehubungan dengan diri saya sendiri, saya tidak akan berbuat dosa terhadap TUHAN dengan cara berhenti mendoakan kalian! Saya pasti akan tetap mengajarkan kalian tentang segala sesuatu yang baik dan benar.
090c18009f	Hormatilah TUHAN dan tetaplah setia kepada-Nya dengan segenap hatimu. Janganlah sekali-kali melupakan semua perbuatan besar yang sudah dilakukan-Nya bagi kita.
090c19008b	Tetapi perlu kalian tahu: Apabila kalian terus saja melakukan hal-hal yang jahat, maka TUHAN akan membinasakan kalian serta raja kalian.”
090d010081	Saul sudah dewasa saat dia mulai memerintah sebagai raja, dan dia memerintah bangsa Israel selama kurang lebih empat puluh tahun.
090d0201bc	Dari pasukan Israel yang sudah berperang mengalahkan Amon, Saul memilih tiga ribu orang dari bangsa Israel untuk menjadi pasukan yang tetap siap untuk berperang. Dan dia menyuruh orang-orang yang tidak terpilih untuk kembali ke rumah mereka masing-masing. Dari tiga ribu tentara itu, dua ribu bertugas dengan dia di Mikmas dan seluruh daerah perbukitan Betel. Seribu orang lainnya bertugas dengan Yonatan, anaknya di Gibea, di wilayah Benyamin.
090d030144	Kemudian Yonatan dan pasukannya menyerang dan menghancurkan pos tentara Filistin di Geba. Berita penyerangan itu terdengar oleh orang Filistin lainnya. Oleh karena itu, Saul mengirim utusan-utusan dengan perintah, “Pergi ke seluruh daerah Israel. Bunyikanlah terompet dan berseru, ‘Biarlah seluruh rakyat bersiaga!’”
090d0400e4	Maka semua orang Israel mendengar, “Saul sudah mengalahkan pos tentara Filistin di Geba. Dengan demikian orang Filistin pasti sangat membenci orang Israel.” Maka tentara Israel disuruh berkumpul dan mengikuti Saul di Gilgal.
090d050111	Sementara itu, tentara Filistin sudah berkumpul untuk menyerang bangsa Israel di Mikmas, yang terletak di sebelah timur Bet Awen. Mereka datang dengan tiga ribu kereta perang, enam ribu pasukan berkuda, dan pasukan berjalan kaki yang sangat banyak, seperti pasir di pantai.
090d060133	Ketika bangsa Israel melihat bahwa mereka sudah didesak mundur oleh musuh yang jumlahnya lebih banyak, maka banyak tentara Israel itu bersembunyi di dalam gua-gua, di antara semak-semak lebat, di celah-celah di antara batu-batu besar, di lubang-lubang tanah yang dalam, dan di dalam sumur-sumur yang kering.
090d0700d9	Bahkan ada tentara yang melarikan diri sampai menyeberangi sungai Yordan lalu menuju wilayah Gad dan Gilead. Sementara itu, Saul sendiri masih berada di Gilgal bersama dengan anggota pasukannya yang gemetar ketakutan.
090d0800d2	Saul menunggu selama tujuh hari, sesuai dengan waktu yang ditentukan oleh Samuel. Tetapi pada hari ketujuh Samuel belum juga datang ke Gilgal. Saul menyadari bahwa banyak dari pasukannya sedang meninggalkannya.
090d0900ce	Akhirnya Saul berkata, “Bawakan kepada saya kurban yang dibakar habis dan kurban-kurban tanda damai itu.” Lalu Saul sendiri mempersembahkan kurban yang dibakar habis itu untuk meminta pertolongan TUHAN.
090d0a008b	Begitu Saul selesai mempersembahkan kurban yang dibakar habis itu, Samuel tiba di Gilgal, dan Saul meninggalkan mezbah untuk menyambut dia.
090d0b00f4	Tetapi Samuel berkata, “Apa yang sudah kamu lakukan?!” Saul menjawab, “Saya melihat para tentara mulai meninggalkan saya, dan Bapak tidak datang sesuai dengan waktu yang Bapak tentukan. Lagipula tentara Filistin sudah berkumpul di Mikmas.
090d0c00ba	Oleh sebab itu, saya berpikir, ‘Orang Filistin akan menyerang kita di Gilgal dan saya belum meminta restu TUHAN.’ Jadi saya merasa harus mempersembahkan kurban yang dibakar habis.”
090d0d00f6	Lalu Samuel berkata kepada Saul, “Kamu sudah bertindak sangat bodoh dengan tidak taat kepada TUHAN, Allahmu! Sesungguhnya, apabila kamu taat kepada perintah-Nya itu, TUHAN sudah berencana untuk menegakkan kerajaanmu atas Israel untuk selamanya!
090d0e0108	Tetapi sekarang, kerajaanmu tidak akan bertahan. Oleh karena itu, TUHAN sudah memilih seorang yang memiliki hati sesuai keinginan-Nya, dan menetapkan orang itu untuk menjadi raja atas umat-Nya, karena kamu tidak taat kepada perintah yang TUHAN berikan kepadamu.”
090d0f011d	Samuel meninggalkan Saul di Gilgal. Pasukan Filistin berkemah di Mikmas. Lalu Saul membawa semua tentara yang masih bersamanya dari Gilgal untuk bergabung dengan pasukan yang dipimpin Yonatan di Gibea, di wilayah Benyamin. Ketika jumlahnya dihitung, hanya ada sekitar enam ratus orang.
090d11008c	Para tentara Filistin mengirim tiga kelompok dari Mikmas dengan tugas untuk menjarah. Satu kelompok berjalan menuju ke Ofra di daerah Syual.
090d12008d	Satu kelompok lagi menuju ke Bet Horon. Dan kelompok yang lainnya menuju ke perbatasan yang menghadap lembah Zeboim ke arah padang belantara.
090d1300a8	Pada waktu itu tidak terdapat seorang pun dari Israel yang menjadi tukang besi, sebab orang Filistin berkata, “Jangan sampai Israel bisa membuat pedang dan tombak.”
090d140077	Jadi, semua orang Israel terpaksa pergi ke Filistin jika ingin menajamkan mata bajak, beliung, kapak, dan sabit mereka.
090d1500b4	Mereka harus membayar 8 gram uang perak untuk menajamkan mata bajak atau beliung, dan 4 gram uang perak untuk menajamkan kapak, sabit, dan ujung tongkat untuk mengendalikan ternak.
090d160082	Maka pada hari peperangan tidak ada seorang pun di pihak bangsa Israel yang memiliki pedang atau tombak, kecuali Saul dan Yonatan.
090d17007a	Sementara itu, orang Filistin sudah mengirim satu kelompok pasukan pengawal mereka sampai ke perlintasan gunung di Mikmas.
090e0100e1	Pada suatu hari, Yonatan berkata kepada pembawa senjatanya, “Mari kita pergi menyeberang untuk mendekati pos pasukan pengawal Filistin di sana!” Tetapi Yonatan tidak memberitahu bapaknya tentang apa yang akan dia lakukan.
090e0200be	Saat itu, Saul masih tinggal di Gibea. Dia sedang duduk di bawah pohon delima di Migron, yang adalah tempat di ujung daerah Gibea. Sekitar enam ratus orang berada di sana bersama dengan dia.
090e03011d	Di antara orang-orang tersebut ada Ahia anak laki-laki Ahitub, saudara Ikabod. Ikabod adalah anak Pinehas, dan cucu Eli, imam TUHAN di Silo. Pada waktu itu Ahia sudah menggantikan Eli sebagai imam yang mengenakan baju efod. Mereka semua juga tidak mengetahui bahwa Yonatan sudah pergi.
090e040114	Yonatan berusaha untuk mencapai pos pasukan pengawal Filistin. Untuk itu dia harus mendaki perlintasan sempit yang berada di antara dua tebing yang curam. Tebing di sisi utara dekat dengan Mikmas namanya Bozes, sedangkan tebing di sisi selatan dekat dengan Geba namanya Seneh.
090e060101	Lalu Yonatan berkata kepada pembawa senjatanya, “Mari kita dekati para penyembah berhala ini! Barangkali TUHAN akan menolong kita! Tidak ada satu pun yang dapat menghalangi TUHAN dari menyelamatkan, baik jumlah pasukan kita banyak maupun hanya sedikit.”
090e07005d	Lalu pembawa senjatanya berkata, “Lakukanlah sesuai keinginan Tuan. Saya siap mendukung!”
090e08006a	Yonatan berkata, “Baiklah! Mari kita mendekati pasukan Filistin untuk memperlihatkan diri kepada mereka.
090e0900ab	Jika mereka berkata kepada kita, ‘Tunggu di sana, sampai kami datang kepadamu,’ maka kita akan tetap tinggal di tempat itu dan tidak akan naik untuk mendatangi mereka.
090e0a00d1	Tetapi jika mereka berkata, ‘Datanglah ke sini dan lawanlah kami,’ maka kita akan naik untuk menyerang mereka. Itu artinya TUHAN sudah menyerahkan mereka ke dalam tangan kita. Itulah tandanya buat kita.”
090e0b00ce	Lalu Yonatan dan pembawa senjatanya memperlihatkan diri kepada pos pasukan Filistin itu. Ada dari mereka yang mengejek, “Lihat! Ada beberapa penakut Israel yang keluar dari tempat persembunyian mereka!”
090e0c011c	Kemudian mereka berteriak kepada Yonatan dan pembawa senjatanya itu, “Kalian naiklah ke sini, agar kami bisa memberi pelajaran!” Kemudian Yonatan berkata kepada pembawa senjatanya, “Ikutlah naik di belakang saya, karena TUHAN sudah menyerahkan mereka ke tangan bangsa Israel!”
090e0d01c0	Untuk mendaki tebing mereka berdua harus merangkak dengan kaki dan tangan, Yonatan di depan dan pembawa senjatanya mengikuti di belakangnya. Yonatan langsung menyerang tentara-tentara yang ada di pos itu dengan pedangnya, pembawa senjatanya ikut di belakangnya dan membunuh musuh-musuh yang sudah dilukai Yonatan. Sekitar dua puluh orang terbunuh di tempat yang luasnya tidak sampai seperempat hektar. Serangan itu memulai kekalahan orang Filistin.
090e0f0106	Saat itu kepanikan menimpa seluruh pasukan Filistin, baik yang ada di perkemahan, dan yang sudah mengambil tempat di medan pertempuran, di pos-pos, maupun kelompok yang sedang menjarah. Lalu Allah membuat bumi bergetar, sehingga ketakutan mereka bertambah besar.
090e1000d5	Sementara itu, orang-orang yang berjaga-jaga di sekeliling Saul di Gibea mendengar keributan dari arah perkemahan pasukan Filistin. Mereka juga melihat banyak sekali tentara Filistin melarikan diri ke segala arah.
090e1100ed	Lalu Saul berkata kepada pasukan yang bersama dengan dia, “Kumpulkan barisan dan periksa siapa yang tidak bersama kita.” Dan ketika mereka memeriksa barisan, diketahuilah bahwa Yonatan dan pembawa senjatanya tidak ada bersama mereka.
090e1200d6	Sesudah mengetahui hal itu, Saul ingin meminta petunjuk dari Allah. Saul berkata kepada Ahia, “Bawalah baju efod ke sini!” Pada waktu itu Ahia yang memakai efod dalam pelayanannya sebagai imam bagi umat Israel.
090e1300db	Sementara Saul mulai berbicara dengan imam itu, situasi perkemahan pasukan Filistin semakin kacau-balau. Hal itu mempengaruhi Saul sehingga dia berkata kepada imam itu, “Tidak ada waktu meminta petunjuk dari Allah!”
090e1400b7	Saul dan semua pasukannya berlari ke medan pertempuran. Di sana mereka melihat kekacauan yang begitu hebat karena sesama tentara Filistin saling membunuh dengan pedang mereka sendiri.
090e1500b2	Orang-orang Israel yang sebelumnya berpihak kepada orang-orang Filistin dan tinggal di perkemahan mereka, kembali bergabung dengan pasukan Israel untuk menolong Saul dan Yonatan.
090e1600f9	Begitu juga orang Israel yang sebelumnya bersembunyi di perbukitan Efraim, saat mendengar bahwa pasukan Filistin sudah melarikan diri, maka mereka pun bergabung lagi dan ikut mengejar tentara-tentara Filistin yang sedang lari dari medan pertempuran.
090e170072	Demikianlah TUHAN menyelamatkan bangsa Israel pada hari itu, dan pertempuran itu meluas sampai ke daerah Bet Awen.
090e180191	Pertempuran sepanjang hari itu membuat pasukan Israel sangat kelelahan dan kelaparan. Sebab pada pagi hari itu Saul sudah mengikat mereka dengan bersumpah, “Biarlah TUHAN mengutuk siapa pun di antara kita yang memakan apa pun sebelum matahari terbenam, dan sebelum saya membalaskan dendam kepada musuh-musuh saya!” Jadi, tidak seorang pun dari para tentara yang memakan sesuatu sepanjang hari itu.
090e190052	Ketika mereka berjalan memasuki hutan, mereka melihat madu jatuh menetes ke tanah.
090e1a007c	Tetapi tidak ada seorang pun yang mengambil untuk memakan madu itu karena mereka takut melanggar sumpah yang diucapkan Saul.
090e1b00f5	Namun Yonatan tidak mendengar ketika bapaknya mengikat seluruh pasukan dalam sumpahnya itu. Jadi, dia mengulurkan tongkatnya dan mencelupkan ujung tongkat itu ke sarang madu dan mencicipi madu itu. Sesudah itu, dia merasa mendapat kekuatan baru.
090e1c00d5	Lalu seorang anggota pasukan memberitahu dia, “Ayahmu sudah mengikat para pasukan dengan bersumpah, ‘Biarlah TUHAN mengutuk orang yang memakan makanan apa pun hari ini!’ Itulah sebabnya kami sangat lelah.”
090e1d0096	Maka Yonatan menjawab, “Wah, dengan demikian ayah saya mencelakakan kita! Lihatlah, saya menjadi lebih kuat sesudah mencicipi madu ini sedikit saja.
090e1e0098	Jika semua pasukan diizinkan makan makanan yang mereka rampas dari musuh yang mereka temui hari ini, pasti lebih besar lagi kekalahan orang Filistin.”
090e1f00a8	Pada hari itu pasukan Israel mengalahkan orang Filistin dari kota Mikmas ke arah barat sampai kota Ayalon, sehingga semua tentara Israel menjadi sangat lelah dan lapar.
090e2000df	Karena itu, pada petang hari mereka mengambil jarahan yang dirampas, seperti domba, sapi dan anak-anak sapi. Mereka menyembelih binatang-binatang itu di atas tanah dan langsung memakan daging yang masih mengandung darahnya.
090e210136	Maka dilaporkanlah hal itu kepada Saul, “Lihat, anggota pasukan kita berdosa terhadap TUHAN dengan memakan daging yang masih ada darahnya.” Kata Saul, “Jangan melanggar perintah TUHAN! Gulingkanlah sebuah batu besar ke sini. Gunakanlah itu sebagai tempat menyembelih binatang dan mengalirkan darahnya.”
090e220145	Lalu Saul berkata lagi, “Sebarkanlah perintah ini kepada seluruh pasukan, ‘Bawalah binatang jarahan ke batu ini untuk menyembelihnya dan alirkan darahnya. Jangan berdosa kepada TUHAN dengan memakan daging yang masih ada darahnya.’” Jadi, malam itu setiap orang membawa sapi jantannya dan menyembelihnya di tempat itu.
090e230071	Lalu, Saul mendirikan sebuah mezbah bagi TUHAN dari batu-batu. Itulah mezbah pertama yang dia dirikan bagi TUHAN.
090e240151	Kemudian Saul berkata, “Mari kita mengejar orang-orang Filistin malam ini dan menjarah mereka sampai fajar. Kita tidak akan membiarkan seorang pun dari mereka tetap hidup!” Lalu semua pasukan berkata, “Lakukanlah apa yang terbaik menurut Tuan.” Tetapi imam Ahia berkata, “Marilah kita meminta petunjuk Allah terlebih dahulu.”
090e250115	Maka Ahia menggunakan Urim dan Tumim untuk Saul agar bertanya kepada Allah, “Apakah sebaiknya aku memberi perintah untuk mengejar tentara-tentara Filistin sekarang? Apakah Engkau akan menyerahkan mereka ke dalam tangan kami?” Tetapi Allah tidak menjawab Saul pada saat itu.
090e260083	Kemudian Saul berkata, “Kalian semua, para kepala pasukan, kemarilah! Mari kita cari tahu siapa yang sudah berbuat dosa hari ini.
090e2700ec	Di hadapan TUHAN yang hidup, yang selalu menyelamatkan Israel, saya bersumpah bahwa orang yang melakukan dosa akan dihukum mati, biarpun itu ternyata anak saya sendiri!” Tetapi tidak seorang pun dari para tentara itu yang menjawabnya.
090e2800cf	Lalu berkatalah Saul kepada semua pasukan Israel, “Kalian berdiri di sana, sedangkan saya dan Yonatan akan berdiri di sini.” Jawab pasukan itu kepada Saul, “Lakukanlah apa yang terbaik menurut Tuan.”
090e29016f	Kemudian Saul berkata, “TUHAN Allah Israel, mohon Engkau menunjukkan sebabnya Engkau tidak menjawab pertanyaanku hari ini: Jika aku atau Yonatan yang sudah berbuat dosa, maka tunjukkanlah Urim. Tetapi jika dosa ini dilakukan oleh pasukan Israel, tunjukkanlah Tumim.” Ternyata undian menunjuk kepada Yonatan dan Saul, sementara para tentara itu bebas dari tuduhan.
090e2a006b	Kata Saul selanjutnya, “Undilah antara saya dan Yonatan!” Dan undian menunjukkan Yonatan yang bersalah.
090e2b00e7	Maka berkatalah Saul kepada Yonatan, “Beritahu aku apa yang sudah kamu lakukan!” Kata Yonatan, “Aku mencelupkan ujung tongkatku ke dalam madu untuk mencicipi sedikit darinya. Apakah karena itu saja aku layak dihukum mati?!”
090e2c007b	Saul berkata, “Ya! Biarlah Allah menghukum aku, bahkan mencabut nyawaku, jika kamu tidak dihukum mati karena dosa itu!”
090e2d01af	Tetapi pasukan itu berkata kepada Saul, “Jangan! Yonatan tidak boleh dihukum, karena dialah yang hari ini mendatangkan kemenangan besar bagi Israel. Tidak! Jangan menghukum dia! Di hadapan TUHAN yang hidup kami berjanji, jangan sampai sehelai rambut pun jatuh dari kepalanya, karena Allah sudah memakai dia hari ini untuk melakukan hal yang sangat hebat.” Jadi, para anggota pasukan itu menyelamatkan Yonatan dari hukuman mati.
