2800000005	Matai
28192d008c	Pu leino ikhuvamulangha nukhuta lwei, 'Nikhuvavula khila eikhyusa mwavavombele nukhuvatanga vamo muvana avadebe ava pusamwa na nganghe une.'
28192e0074	Pu leino avo vilutangha munduvungu ulwasikhu nchooni navala avangholofu vilulangha khumwoto unghwa sikhu nchooni.”
281a01005b	Pu U Yeisu avile amalile ukhunchova amamenyu angha nghoni, pu akhavavula avakongi va mwene,
281a020090	“Mulumanyile ukhuta nchisinghile isikhu iveilei vuvule ukhuva pasakha, pu nayumwana va Nyamunu vikhungha lavanchukhilangha ukhuta avungiwe.”
281a03009a	Pu pongela avavaha vavatekhenchi navanghongholo va vanu vikhwanghanila pupaninie pavanchenge vwa vutamo vwa tekhenchiumbaha, eilitawa lyamweme vei Kayafa.
281a040036	Puvakhideihana ukhuta, “Tumwibate u Yeisu nukhubuda.
281a050074	Ulwakhuva vaeideihine ukhuta, “Eilekhe ukhuva pakhinghono eikhivalanche pu yayipelaunchwengho pamiho ngha vanu.”
281a060041	Pu u Yeisu vwaleikha Betania munyumba ya Simoni uvei ale me buba,
281a07009a	Pu udala umo akhincha atwalile ekhovo, eikhinyamono inonu finchopwakhahenghelela pa Yeisu akhinama nukhududeiyeila inomo khuntwe upuatamile waleipakhulya.
281a08006d	Pu avakongi vamwa mwene vuvalolile ndavule vakhavipa fincho pu vakhata vweikhi uvuveyanile vwakhyuma ndavule?
281a090070	Nakhuva imono inchi nchale nchinghunchiwa nukhukava ikhyuma ikhilipakhyanya fincho, nukhuvatanga avanghanchu.”
281a0a008b	Pu u Yeisu, akhava avamanyile amasangho nghavo pu akhata, “Kheikh mukhunghatancha udala uyu? Pakhuva khinu kheinonu eikhya ambombile une.
281a0b004f	Avanghanchu muleinavo ifinghono fyoni pu leino une samuleinune ifinghono fyoni.
281a0c0071	Ulwakhuva unkhundudeileila une imono inchi pa mbeilei nghwango, ambombile ewo pakhuva ikhunesania pukhusyielaune.
281a0d00bb	Ncha yeilweli nikhuvavula ukhuta, puponi upuyakhiva eilivangeili eilei lilumbeileiliwa ghwa mukhilunga khyono, ikhyuavombile udala uyu pukhinchuvivwangwa mumbu nkumbuheincha vwa mwene.”
281a0e0079	Pu ukongi umo muvala khinchingho na vaveilei, unyalitawa eilei Yuta uvanu Kalyoti, puahakhuluta khuvavaha va vayekhenchi.
281a0f0086	Akhata, “Pumukhuma khinu kheikhi une neinganghalavandukhe u Yeisu?” Avene pukhanghelela nukhubineila indalama eimilevula nghidatu.
281a10004d	Pu ukhuhumangha apo pwaleikhulonda akhavaleilo akhakhunghalavandukha U Yeisu.
281a1100ad	Pu paleinchuva eilitanchi elya fisyesye ifilivula nsabe, avakongi vakhanduteila u Yeisu nukhuta, “Ndapi upuvwinonghwa tukhutesa neiheinche puve munu vakhulya eipasakha?”
281a1200c0	Indutanghe, “Khuvanchenge pumukhumbonangha umunu umo pumumbale ukhuta, Umanyisi atilei useikhei nghwango nghuhenghelile pu nilonda ukhuleila eipasakha munyumba yakho une navakongi vango.'”
281a130057	Avakongi puvakhavomba nduvu u Yeisu avalanghiile, puvakhatesania apakhuleila eipasakha.
281a14004e	Pu leino khwa vile khwilile, puakhatama navakongi va mwene pakhulya eipasakha.
281a150062	Vavile vilya eipasakha akhata, “Ncha yeilweli nikhuvavula ukhuta umo ndyamwe ikhungalandukha.”
281a160066	Pu vakhansunsuvala fincho, pu umo umo aleikhuvuncha khwa Yeisu aleikhuta, “Pamo, nene, Nkuludeva?”
281a17006a	Pu U Yeisu akhavamula akhata, “Ula uveininchaba paninie numwene mukhi hava vei uywa eikhungalava ndukha.
281a1800ae	U Mwana va Nyamunu pu iluta, tuvu asimbiwe. Pu leino lwa mwene umunu ula uveikhunghalavanchukha u Mwana va Nyamunu! Pu yale yiva huba khumwene umunu uywa ale ave saholiwe.”
281a19006c	U Yuda, ula unyakhunghalavandukha akhamula akhata, “Pu!, imanyisi?” Pu U Yeisu akhata, “uve vuwita.”
281a1a00ae	Vavile valeipakhulya pu, u Yeisu akhatwala eikhisyesye akhasana, pu akhamenyula. Akhavapa avakongi vamwene akhata, “Mutolanghe, mulinchnge. Unghu nghyu mbeilei nghwango.”
281a1b0059	Pu akhatola neikhinywelo akhasana pu akhavapa akhata, “Munywenchanghe mweivoni mueikhi.
281a1c0069	Ulwakhuva unghu unghyu nkisa nghwango unghwa lweideihano, unghududei kha pavingi pavusyiekhilo vwa mbivi.
281a1d0081	Pu leino nikhuvavala ukhuta, pusaneikhanywe khange numwe, pupakha neilava ninywa upya paninie numwe pa ludeva lwa Daada vango.”
281a1e0061	Pu leino vavile vamalile ukhwimba nukhunginia puvakhahuma khunji nu khuluta khukhyamba khya mono.
281a1f00a5	Pu u Yeisu akhavavula akhata, “Ekeilo eiyei mweivoni mukalalangha savali yango ulwakhuva yeisimbiwe, punikhutova utekhenchi pu ekhipungha khya ng'osi khye vanikha.
281a20004b	Pu leino yakhiva neinchukhite, puyanikhuvalongola ukhuluta khu Galilaya.”
281a210072	Pu U Peteli akhamula akhata, “Ndaveipungave vooni yavi vipa savuli yakho une pusanikhavipe niva paninie nuve.”
281a220083	U Yeisu akhamula akhata, “Ncha yeilweli nikhukhuvula eikeilo eiyei vueilikongove leikhale ukhuvekha pu vwiva umbelile khadatu.”
281a230078	U Peteli akhata, “Nu pupanonghile une ukhufwa nuve, sanghakhubele lusikhu.” Pu nava vakongi avange vakhata vulevule.
281a240089	Pu u Yeisu akhaluta navo avakongi paluvanja ulwa Getisamani pu akhata khuvakongi vamwene, “Mutame apa pu une neilute ukhu pakhudova.”
281a25005f	Pu akhatola u Peteli navana vaveilei ava Sebedayo pu akhatengula ukhu nsunsuvala nukhuyuyuvala.
281a260083	Pu akhavavula akhata, “Einumbala yango yeinsunsuvile fincho, ulunsunsuvalo ulwakhufwa. Pu mve apa hange mve miho paninie nune.”
281a2700f6	Pu akhaluta pakhimbale padebe puakha nghwila, eilitumbu akhanja ikhubeileifyu kha nukhwisaya. Pwaleikhudova aeikhuta, “Daada vango, panghale pavonekhe apakhuluta eikhiywelo eikhi, eingave vunonghwe vwakho pu uvunonghwe vwakho vavombekhanghe.”
281a28009e	Pu akhaluta pavakongi vamwene akhavona vanghonelile, pu akhambula u Peteli akhata, “Pu kheiikhi mulemilwe ukhuva miho paninie nune napaseikhi nghumo vavula?
281a290073	Muvenchanghe miho nukhwisaya ukhuta mulekhe ukhuva ndu nghelo. Inumbula yeidekhe umbeilei unghu nghyudekhedekhe.”
281a2a009d	Puakhaluta khange pakhudova ulwa veilei, akhata, “Daada eingave, eikhinywelo eikhi pasipali pavunge apa akhuluta, pu uvu nonghwe vwakho vukongivwanghwe.”
281a2b005a	Pu akhavuya khange khuyakongi akhavona vanghonelile itulo pakhuva amiho nghovonghangatile.
281a2c0055	Pu akhavalekha khange akhaluta khudova ulwadatupu akhadova amamenyu nghunghalanghala.
281a2d00bd	Pu pongela akhaluta khuvakongi va mwene akhavavula akhata, “Pumungonelele leino mukekhe? Lola, useikhi nghuhenghelile unghu u mwana va Nyamunu pu aleipakhuva mumavokho nghavatula nonghwa.
281a2e003c	Ima tuvukhe. Lola, uba uveikhungalavandu kha ahenghelile.”
281a2f00e1	Pu aveile ipinchova navo, lola uYuta umo mbakongi vala khinchingho navaveilei akhafikha, paninie. Numwene neikhipungha khya vana ikhivaha khihuile khuvavaha vavatekhenchi navanghongholo vavanu, puvakhincha ni mundu ni mbunda.
281a30008b	Pu ula unyakhunghalavandukha u Yeisu akhava avavilile eikhimanyeilo akhata, “Uveiyakhiva nikhunchiba, khudomo vei uywa. mumwibatanghe.”
281a310050	Pu ukhaluta khwa Yeisu pu akhata, “Nikhukhunya, vei Manyisi!” Pu akhanchiba.
281a320039	Pu u Yeisu akhata, “Imanyani, vombangha eilyuvwinchile.
281a3300bb	Lola, leino vala avuvale nu Yeisu, umo pwakhangolosya eikhivokho khyamwene, akhaswekhula umundu ya mwene, pu akhatova khumbombi vatekhe nchi umbaha, pu akhamyatula eimbulukhutu ya mbombi.
281a340081	Pu u Yeisu akhata, kilivula eimundu yakho veikha upuyeikhale, pakhuva voni avilwela nukhubuda neimundu puvibudi wanghwa neimundu.
281a350090	Pamo musangha mwita neilemwa ukhudova u Daada vupe puasuheile useikhi unghu eikhipungha khya vasuhwa eikhingho navaveilei nukhuluteila pakyanya?
281a360070	Pu leino pu uvusimbe vumanyeikhikhangha ndakheikhi uvuvwasimbiwe mukalata pu panonghelanile angha ukhuhumila?”
281a3700f4	Pa seikhi unghwa u Yeisu akhavavula eikhipangha eikhikhya inchile pakhu mwibata akhata, “Pu! mwinchile ni mundu nembunda ukhuta mukhu mwibata unyambunda? ifinghono fyoni muleikhu mutembile neileikhuya manyisya samuleikhunonghwa ukhu puleikha!
281a380099	Pu leino inchi nchoni nchivombekha ukhuta punchivonekhange nchila unchuvasimbile mukalata avanyamalangho.”Pu avakongi voni vakhande kha vakhankimbeila.
281a390089	Pu vala avamwibite u Yeisu puva khanghileikha khwa Kayafa, utekhechi Umbaha, pakhuva puvalundamine avamanyakalata navavaha vakhivumbukhu.
281a3a00a2	Pu u Peteli aleikhukonga musana akhava patale pu akha nchifikha munyumba ya tekhenchi umbaha, akhingeila akhanchitama paninie navaloleli alole khihumeila khiekhi.
281a3b008f	Pu leino avavaha navatekhenchi voni paninie neikhipungha khyavanchova nonghwa vanchovangha nincha vudesi eincha khuleyela khwa Yeisu, puvabude.
281a3c00c0	Nda puyeingave vavonekhe avanyakhu nchova inonghwa ncha vudesi, pasava yeivone inonghwa eiyatulile u Yeisu, puvakheihumia avanchova nonghwa vaveilei pavubulongolo Vakhata, “Umunu uyu aatile,
281a3d0055	“Aleina makha nghakhumamula eitembile ya Nguluve nukhunchenga pafinghono fidatu.”
281a3e0068	Pu utekhenchi umbaha akhima akhambuncha akhata, “Savukhwamula limenyu? Ava vinchova nyikhi palyuve?”
281a3f00a4	Puu Yeisu akhanchingha mye. Utekhenchi umbaha akhambula akhata, “Nduvu u Nguluve uveikhwale itama niita utuvule, eingave uve veve keileisite, Mwana va Nguluve.”
281a4000d6	U Yeisu akhamula akhata, “Uve veve vwinchova ewo paleino nukhukhuvula niita ukhuhumangha leino vuvonngha umwana Vanyamunu atamile khukhivokho eikhyakhundyo eikhinyamakha vuikhwincha khumaveingo anghakhukyanya.”
281a4100af	Pu utekhenchi umbaha akhalendula eimienda nghyamwene akhata, “Vubeingha sayilondiwa khange ukhulonda avanu avakhu tutanga ukhunchova? Lola, mumalile ukhupuleikha vuibeingha.
281a42004a	Leino! Pu musangha kheikhi? Vakhamula vakhata, “Anonghile ukhubudiwa.”
281a430043	Pu vakhabehela amati khumiho, vakhatova nimbuli, vakhatova na mapi,
281a440033	Nukhuta, “Putenghuleila veeni uvei akhutovile?”
281a450097	Useikhi unghwa u Peteli atamile khunji khuluvanja, pu udala umo umbombi akhanduteila akhata, “Uve na yuve ukhale paninie nu Yeisu uvamunu Galilai.”
281a460044	Puakhabela pa vanu voni akhata, saneinchimanyile einchuvwinchova.”
281a470092	Avile ihuma pandyango, udala uyunge umbombi akhavavwa avanuavavale epwo pala akhata, “Umunu uyu vope akhale paninie nu Yeisu uva mu Nazaleti.”
281a480044	Akhabela hange akhijyiengha akhata, “Une sanimanyile umunu uyu.”
281a49009f	Pu akhaseikhi khadebe, vala avuvale pwuvale pala vavo vale pipi nave u Peteli, “Vakhata lweli uve uleinine va Yeisu pakhuva nayeinchovele yakho yivonesya.”
281a4a0070	Pu akhatengula ukhwijyiengha mukhwikotola aleikhutu, “Saneimanyile umunu unywa,” Pu eilikongove leikhavekha.
281a4b006f	U Peteli akhankumbukha amamenyu unghuavuliwe nu Yeisu, “Eilinkongove vusaleiveikhile yavukhumbela khadatu.”
281b010092	Pu useikhi unghwa pavasikhu nghwavile ngufikhe avavaha voni avavatekhencha navavaha vavanu pu vakhalundamana pakhunchovana umwakhubudeila u Yeisu.
281b02004a	Puvakhankunga vakhandonghoncha ulukhuluta khwa piate undolei va khilungha.
281b0300b6	Pu leino u Yuta, uvei anghalavandwikhe u Yeisu avye avwene valamwile ukhuta u Yeisu vabude, pu einumbula yeikhambava pu akhaluta khukilivula indalama inchuvapile eimilevulu gheidatu,
281b0400e7	akhavakilivuleila avatekhenchi avavaha na vanyivaha, U Yuta akhata, “Neitulile einongwa pakhunghunghalavandukha unkisa unghule nchila nongwa.”puleino vakhata, “Yeikhutuvumbuleila kheikhi ufwe? Pu angho vweilolehanghe yuve.”
281b050076	Pu leino umwene akhalaha pasi indalama munyumba eimbalanche pavalekhinchi uvuva pile pu umwene akhaluta khukhilulikha.
281b0600b5	Umbaha vavatekhenchi akhanjitova indalama nchila unchu alahile pasi vakhata, “Vakhata salunonu ukhuveikha mundisanukha lya ndalama incha pelela, pakhuva ndalamanha nkisa inchi.”
281b07008d	Puvakhinchofanja pupaninie voni vakhidei hana ukhuta puvanguleile eikhulunga, eilileivunchi lya mbumbafivya vakhata pupakhusyiela avanghenji.
281b080057	Pu leino eililevunchi leila likheilangiwa, “Lilevnji lya nkisa” nanchi sikhu inchi.
281b090101	Puleino eilimenyu leila eilyulya nchovivwe munyamalangho U Yeleimia puleikhava leimalile ukhuvombekha upuatenchangha, “Vatwalile indalama eimilevulu nghidatu, eilinghunchi eilyakhunghula umwene, eilinghunchi eilyangu nchiwe na vanu vamu Israeili ya mwene,
281b0a0059	Puvakhavombela ukhunghuleila eililevunchi lyambumba fiyya, nduvuandanghile Unkuludeva.”
281b0b009c	Pu leino u Yeisu akhima pandoleili vakhilunga, pu undoleli akhambuncha, “Pu uve veve Nkuludava va Vayuta?” U Yeisu akhamula akhata, “Uveve vuvwita.”
281b0c0052	Puleino vavile vikhumbuleila avavaha va vatekhenchi navanyivaha, sa amule limenyu.
281b0d004b	Pu U Pilato akhambuncha akhata, “Pusavupuleikha unghuvikhuvuleila uve?”
281b0e0053	Pu umwene samwamule eilimenyu naleimo, pu undolaili vakhilungha akhaswingha fincho.
281b0f007b	Pu leino pakhinghono eikhivalanche lwale lwiho lwa Vayuta ukhudeinduleila unkungwa umo uveiahaliwe nei khipungha khya vanu.
281b100044	Pu useikhi nghula khwale nu nkungwa vanyololo unduti ale vei Balaba.
281b1100bb	Pu leino vavile valundamine pupaninie avanu pu u Pilato akhava vuncha, “Mwinonghwa neideinduleile uveni?” Pamo neuvadeinduleile U Balaba pamo U Yeisu uveikheilangiwa veikeileisite?”
281b120051	Avavunchinche pakhuva alumanyile ukhuta vikhungheingha u Yeisu savuli ya khivini.
281b1300e8	Puavile atamile pakheinghoda khya mwene eikhya khuheingheila pu udada va mwene akhasuheila eilimenyu eilita, “U lavombangha kheininie khumunu uywa umbula nonghwa. Pakhuva neinghatanchiwe fincho eilelo munjosi savwi ya munuuywa.”
281b14007d	Pu leino avavaha vavatekhenchi na vanyivaha vakhavasonga ikhipungha vadovanghe ukhudei nduleila u Balaba, pu u Yeisu abudiwe.
281b15007d	Undoleli vakhilunga akhavavuncha akhata pa ava vaveilei aleikhu mwinonghwa neideinduleile khulyumwe?” akhata, “Balaba.”
281b160099	Pu u Pilato akhavavula, “Pu neinghale ndakheikhi u Yeisu uvei ikheilangiwa keileisite?” Voni vakhamula vakhata, “Aloveleliwe pakheidameileihanie”
281b17007f	Undoleli vakhelungha akhavuncha, “Akhata avombile vuvivi vukhi?” Pu avene valeikhyo vela fincho amamenyu, “Alovelelwe.”
281b1800e6	Pu u Pilato avile avwene savikhumweidei kha vanghanghile nukhyovela pu akhatola amanghasi akhakalava amavokho eikhipungha vukhilola, akhata, “Neileimbulanonghwa pa nkisa nghwa munu uyu ungholofu pu mweilolelanghe yumwe angha.”
281b190053	Avanu voni vakhata, “Unkisa nghwa mwene nghuvenchanghe palyufwe na vana veito.”
281b1a0077	Pu akhadeinduleila u Balaba pu umwene, u Yeisu akhatova ni mbeikhi pu akhavapa avene vakhatovelele pakheidameileihanie.
281b1b008b	Pu leino avasikhali vandolela khilungha vakhatola u Yeisu ukhuluta munyumba eiyakhupembenukhila avasikhali voni vakhalu ndamanapa pa Yeisu.
281b1c00d6	Pu vakhafula eimyenda nghyoni vakhafwaleincha unghwanyingeileincha ufuveifu. Pu vakhahona uludenghuleilo ulwa motoni puvakhaveikha patwe nghwa mwene, puvakha veikha neilinghunghu khukheivokho khya mwene eikhyandyo.
281b1d0078	Puvaleikhufunghama pavulongolo pamwene vale khuta, “Tupepencha khuvinkulu aleva vava vayuta, “Pu valeikhukineila?”
281b1e003c	Vakhabehela amati, vakholola eilinghunghu vakhatovela patwe.
281b1f0098	Puvavile vikhukineila vakhafwa unghwanyinjei leincha vakhafwaleincha eimienda nghya mwene, puvakhandongoncha ukhuluta khukhutovelela pakhidameileihanie.
281b20008c	Vavile vahumile khunji, vikhambona umunu uva khukilene eilitavwa lya mwene ale vei Simoni, puvakhatola vope ukhuta apeimbe eikheidameihanie.
281b210056	Puvavile va fikhe aponu apikheilangiwa pupa Goligota, khukhuta pupavunyali vwantwe.”
281b220071	Pu vakhampa na masilu unghu vahanchinche nei nyongo vakhata anywe. Pu leino avile einonchanjinche mundomo sanywe.
281b23005e	Pu vavile vato velile pakhida meileihanie puveleikhuncha eimienda nghyamwene nukhutenghuleila.
281b240025	Puvakhatama valeikhundolela palapala.
281b25006a	Pantwe pa mwene puvakhaveikha amamenyu unghuvasimbile vakhata, “U YU VEI YEISU, UNKULUDEVA VA VAYUTA.”
281b260055	Pu vakhatovelela paninie na vanyambuda vaveili umo akhava khundyo u yungekhu heinghe.
281b27004d	Vala avaluteisyaniangha pala puvale khufwe yula nukhutingha eimintwe nghyavo.
281b2800c3	Puvalei khuta, “Uve yuve ukhatenchangha yavumamula einyumba eimbalanche pu vunchengha khufinghono fidatu, pu vweipokhe yuve! Ungave ulei nswambe va Nguluve, pu vwikhe apo pakhidameileihanie!”
281b290090	Navope ava vaha va valekhenchi nava manyakalata navanyivaha pu valeikhu fweyula valeikhuta, aleikhuvapokha avange pu ilemwa ukweipokha yu mwene,
281b2a005a	“Umwene, vei Nkludeva vaka yuta pu eikhe pasi pakhida meileihanie putukhu mwedeikhangha.
281b2b0084	Aleikhwi huveila kwa Nguluve. Pu ndekhe u UNguluve apokhe leino engave inonghwa pakhuva aleikhuta, 'Une neileinswambe va Nguluve.”
281b2c004e	Pu avanyambuda vala uvuvatovelilwe paninie nu Yeisu navope vakhadukha u Yeisu.
281b2d0063	Pa seikhi unghwa ntanato pakhova neihisi eikhilunga khyoni ukhufikha useikhi unghwa budeikha khumo.
281b2e00cf	Unghwa vile nghufikhe useikhi unghwa budekha khumo u Yeisu akhakuta fincho akhaleila akhuvela akhata, “Eloi Eloi, Lamasabakitani?” khukhuta, “VeiNguluve, vango vei Nguluve, vango kheikhi undeikhile?”
281b2f004c	Avange vavo valepo vuikuta ndavule, pu vakhata, “Ikhumweilanga u Eliya.”
281b300072	Pu umo khimbeivimbeivei akhanyila akhanchitola akhanda akhanchaba nu sinki pu akhaveikha palunghunghu akhanywesya.
281b31005f	Pu avange vavo vasinghile vakhata, “Indekhetulole eingave u Eliya ayikhwincha khukhapokha.”
281b32004c	Puleino u Yeisu akhakuta akhaleila akhoveela akhadumukha einumbula ya mwene.
281b3300ac	Pu eilivaleikha lya mutembile leikha niefukha leikhava ng'ana khunu na khunu ukhuhuma khukyanya ukhufikha pasi. Pu nakhikhilungha khikhalindima na manalawe nghakhabandukha.
281b34005f	Uvunghuli vukhenchembukha, eimiveilei nghya vanu avangholofu avuvangonelile itulu vakhanchukha.
281b350071	Vakhahuma mulunghuli avile anchukhile umwene, puvakhingeila mumbunchenghe uvuvalanche vakhavonekha khuvanu vingi.
281b3600de	Pu leino unalongonchi vavasikhali na vala avalolelangha khwa Yeisu vakhivwene eikhisenyenge vukhilindima ni nchooni inchunchavonekhangha, puvakhava nuvundwanchi fincho valeikhuta, “Lweli uyu akhale nswambe va Nguluve.”
281b37007b	Vale epwo avadala pala avakongangha ukhuhuma khu Galilai ukhwincha khukhoutanga vale palapala valeikhulola vavaleipavutale.
281b38006f	Muvene avo alepo u Maliya vamugatala nu Maliya uvaninemwa va Yakobu nu Yusefu, nu vaninemwa vavana va Sebedayo.
281b39007d	Pu lyakhimihe, akhincha umunu umo ukavi va khu Alimatai, uyu ale vei Yusefu, eilitawa lya mwene, pu akhipela ikongi va Yeisu.
281b3a005f	Pu akhaluta khwa Pilate khukhoudova umbeilei nghwa Yeisu. Pu u Pilate akhalanghila ukhuta vape.
281b3b0070	Pu U Yusefu akhanghutola umbeilei nghwa Yeisu akhanghupinya neimienda ieiminonu fincho eimivalafu hange eimipya,
281b3c00a2	Pu akhanchikhunghunghonia pavunguli uvupya uvuapunjile pa lunalawe. Akhalei beilusya eilinghanga eilivaha leikhava pandyango leikhadeinda uvunghuli, pwakhahengha.
281b3d005b	Valepo u Maliya uva Maghatala nu Maliya u yunge uvaveili vatamile valeikhuvulola uvunghuli.
281b3e0089	Pakhingono eikhyakhilavo khikhyo khyale khinghono khya khwitesania avavaha va vatekhenchi nava Falisai valundamine pupaninie khwa Pilate.
281b3f0063	Vakhinchofancha nave vakhata, “Imbala tunkumbusya ukhuta useikhi unghu udesi ula vumwumi, atile.'
281b400085	Pa khinghono eikhyadatu ayinchukha ukhuhuma khuvunchukha. Pu uvudesi vwa khuvumaleilo yavwiva vuvivi ukhuluteila pavula uvutanchi.”
281b410067	U Pilato akhavavula akhata, “Muvatole avaloleli pu mulute mukhaveikhe avaloleli ndumwuensangheila.”
281b42006a	Pu vakhaluta vakhaveikha avaloleli, uvunghuli vukhava pavuloleli eiliwe leila vakhaleveikha eikhimanyeilo.
