0100000009	1 Mosebog
041a1b0043	Det var Zebuloniternes Slægter, de af dem, som mønstredes, 60 508
041a1c003a	Josefs Sønners Slægter var følgende: Manasse og Efraim;
041a1d0076	Manasses Sønner: Fra Makir stammer Makiriternes Slægt; Makir avlede Gilead, fra Gilead stammer Gijeaditernes Slægt;
041a1e0067	Gileads Sønner var følgende: Fra Abiezer stammer Abiezriternes Slægt, fra Helek Helekiternes Slægt,
041a1f0041	fra Asriel Asrieliternes Slægt, fra Sjekem Sjekemiternes Slægt,
041a200043	fra Sjemida Sjemidaiternes Slægt og fra Hefer Heferiternes Slægt;
041a210072	men Zelofhad, Hefers Søn, havde ingen Sønner, kun Døtre; Zelofhads Døtre hed Mala, Noa, Hogla, Milka og Tirza.
041a220049	Det var Manasses Slægter, og de af dem, som mønstredes, udgjorde 52700.
041a230093	Efraims Sønners Slægter var følgende: Fra Sjutela stammer Sjutelaiternes Slægt, fra Beker Bekeriternes Slægt og fra Tahan Tahaniternes Slægt;
041a240045	Sjultelas Sønner var følgende: Fra Eran stammer Eraniternes Slægt.
041a250062	Detvar Efraimiternes Slægter, de af dem, som mønstedes, 32500. Det var Josefs Sønners Slægter.
041a260090	Benjamins Sønners Slægtervar følgende: Fra Bela stammer Belaiternes Slægt, fra Asjbel Asjbeliternes Slægt, fra Ahiram Ahiramiternes Slægt,
041a270041	fra Sjufam Sjufamiternes Slægt og fra Hufam Hufamiternes Slægt.
041a280062	Belas Sønner: Ard og Na'aman; fra Ard stammer Arditernes Slægt, fra Na'aman Na'amiteroes Slægt.
041a290053	Det var Benjamins Sønners Slægter, og de af dem, som mønstredes, udgjorde 45600.
041a2a0079	Dans Sønners Slægter var følgende: Fra Sjuham stammer. Sjuhamiternes Slægt. Det var Dans Slægter, Slægt for Slægt.
041a2b0049	Alle Sjuhamiternes Slægter, de af dem, som mønstredes, udgjorde 64 400.
041a2c008f	Asers Sønners Slægter var følgende: Fra Jimna stammer Jimniternes Slægt, fra Jisjvi Jisjviternes Slægt og fra Beri'a Beri'aiternes Slægt;
041a2d005f	fra Beri'as Sønner: Fra Heber stammer Hebriternes Slægt og fra Malkiel Malkieliternes Slægt.
041a2e0016	Asers Datter hed Sera.
041a2f004f	Det var Asers Sønners Slægter, og de af dem, som mønsttedes, udgjorde 53400.
041a300070	Naftalis Sønners Slægter var følgende: Fra Jaze'el stammer Jaze'eliternes Slægt, fra Guni Guniternes Slægt,
041a310043	fra Jezer Jezeriternes Slægt og fra Sjillem Sjillemiternes Slægt,
041a32005c	Det var Naftalis Slægter, Slægt for Slægt, og de af dem, som mønstredes, udgjorde 45400.
041a330035	Det var dem af Israeliterne, som mønstredes, 601730.
041a34002b	HERREN talede fremdeles til Moses og sagde:
041a350044	Til dem skal Landet udskiftes til Arv og Eje efter de optalte Navne.
041a360094	En stor Stamme skal du give en stor Arvelod, en lille Stamme en lille; enhver af dem skal der gives en Arvelod efter Tallet på de mønstrede i den.
041a370072	Dog skal Landet udskiftes ved Lodkastning; de skal have deres Arvelodder efter Navnene på deres fædrene Stammer;
041a38004f	ved Lodkastning skal enhver Stamme, stor eller lille, have sin Arvelod tildelt.
041a3900ab	Følgende er de af Leviterne, der mønstredes, Slægt for Slægt: Fra Gerson stammer Gersoniternes Slægt, fra Kehat Kehatiternes Slægt og fra Merari Merariternes Slægt.
041a3a0097	Følgende er Levis Slægter: Libniternes Slægt, Hebroniternes Slægt, Maliternes Slægt, Musjiternes Slægt og Koraiternes Slægt. Kehat avlede Amram.
041a3b007f	Amrams Hustru hed Jokebed, Levis Datter, som fødtes Levi i Ægypten; hun fødte for Amram Aron, Moses og deres Søster Mirjam.
041a3c0031	For Aron fødtes Nadab, Abihu, Eleazar og Itamar.
041a3d0046	Men Nadab og Abihu omkom, da de frembar fremmed Ild for HERRENs Åsyn.
041a3e00ce	De af dem, der mønstredes, udgjorde 23000, alle af Mandkøn fra en Måned og opefter. De mønstredes nemlig ikke sammen med de andre Israeliter, da der ikke var givet dem nogen Arvelod blandt Israeliterne.
041a3f0089	Det var dem, der mønstredes af Moses og Præsten Eleazar, da disse mønstrede Israeliterne på Moabs Sletter ved Jordan over for Jeriko.
041a400074	Blandt dem var der ingen, som var mønstret af Moses og Præsten Aron, da de mønstrede Israeliterne i Sinaj Ørken;
041a410093	thi HERREN havde sagt til dem, at de skulde dø i Ørkenen. Derfor var der ingen tilbage af dem undtagen Kaleb, Jetunnes Søn, og Josua, Nuns Søn.
041b0100e6	Men Zelofhads Døtre, hvis Fader var en Søn af Hefer, en Søn af Gilead, en Søn af Makir, en Søn af Manasse - de hørte altså til Josefs Søn Manasses Slægter, og deres Navne var Mala, Noa, Hogla, Milka og Tirza - trådte hen
041b02007f	og stillede sig frem for Moses, Præsten Eleazar, Øversterne og hele Menigheden ved Indgangen til Åbenbaringsteltet og sagde:
041b0300ad	"Vor Fader døde i Ørkenen han hørte ikke med til Koras Tilhængere, dem, der rottede sig sammen mod HERREN, men døde for sin egen Synds Skyld og han havde ingen Sønner.
041b040080	Hvorfor skal nu vor Faders Navn udslettes af hans Slægt, fordi han ingen Søn havde? Giv os Ejendom blandt vor Faders Brødre!"
041b050030	Og Moses lagde deres Sag frem for HERRENs Åsyn.
041b060024	Da talede HERREN således til Moses:
041b07008c	"Zelofbads Døtre har Ret i, hvad de siger; giv dem Ejendom til Arvelod mellem deres Faders Brødre og lad deres Faders Arvelod tilfalde dem
041b08009d	Og til Israeliterne skal du tale og sige således: Når en Mand dør uden at efterlade sig nogen Søn, da skal I lade hans Arvelod gå i Arv til hans Datter;
041b090047	har han heller ingen Datter, skal I give hans Arvelod til hans Brødre;
041b0a004b	har han heller ingen Brødre, skal I give hans Arvelod til hans Farbrødre;
041b0b00cd	og har hans Fader ingen Brødre, skal I give hans Arvelod til hans nærmeste kødelige Slægtning, som så skal arve den. Det skal være Israeliterne en retsgyldig Anordning, som HERREN har pålagt Moses."
041b0c006f	Og HERREN sagde til Moses: "Stig op på Åbarimbjerget her og se ud over Landet, som jeg vil give Israeliterne.
041b0d005c	Og når du har set ud over det, skal også du samles til din Slægt ligesom din Broder Aron;
041b0e00b8	I var jo genstridige mod mit Ord i Zins Ørken, dengang Menigheden yppede Kiv, så at I ikke helligede mig i deres Påsyn ved at skaffe Vand." Det er Meriba Kadesjs Vand i Zins Ørken.
041b0f0023	Og Moses talte således til HERREN:
041b10004d	"Måtte HERREN, Gud over alt Køds Ånder, indsætte en Mand over Menigheden,
041b110085	som kan drage ud og hjem i Spidsen for dem og føre dem ud og hjem, for at ikke HERRENs Menighed skal blive som en Hjord uden Hyrde!"
041b120066	Da sagde HERREN til Moses: "Tag Josua, Nuns Søn, en Mand, i hvem der er Ånd, læg din Hånd på ham,
041b13005c	fremstil ham for Præsten Eleazar og hele Menigheden og indsæt ham således i deres Påsyn;
041b14005b	og overdrag ham noget af din Værdighed, for at hele Israeliternes Menighed kan adlyde ham.
041b1500db	Men han skal træde frem for Præsten Eleazar, for at han kan skaffe ham Urims Kendelse for HERRENs Åsyn; på hans Bud skal han drage ud, og på hans Bud skal han vende hjem, han og alle Israeliterne, hele Menigheden."
041b160075	Moses gjorde som HERREN havde pålagt ham; han tog Josua og fremstillede ham for Præsten Eleazar og hele Menigheden;
041b17005f	og han lagde sine Hænder på ham og indsatte ham, således som HERREN havde påbudt ved Moses.
041c010024	Og HERREN talede til Moses og sagde:
041c02008b	Byd Israeliterne og sig til dem: I skal omhyggeligt bringe mig mine Oergaver, min Ildofferspise til en liflig Duft, til de fastsatte Tider!
041c030077	Og sig til dem: Dette er det Ildoffer, I skal bringe HERREN: Hver Dag to årgamle, lydefri Lam som dagligt Brændoffer;
041c04003e	det ene Lam skal du ofre om Morgenen, det andet ved Aftenstid;
041c05006b	og som Afgrødeoffer dertil en Tiendedel Efa fint Hvedemel, rørt i en Fjerdedel Hin Olie af knuste Frugter
041c060066	det er det daglige Brændoffer, som ofredes ved Sinaj Bjerg til en liflig Duft, et Ildoffer for HERREN
041c070086	fremdeles som Drikoffer dertil en Fjerdedel Hin Vin for hvert Lam; i Helligdommen skal derudgydes Drikoffer af stærk Drik for HERREN.
041c08009b	Det andet Lam skal du ofre ved Aftenstid; med samme Afgrødeoffer og Drikoffer som om Morgenen skal du ofre det, et Ildoffer til en liflig Duft for HERREN.
041c090097	På Sabbatsdagen skal det være to årgamle, lydefri Lam og som Afgrødeoffer to Tiendedele Efa fint Hvedemel, rørt i Olie, med tilhørende Drikoffer,
041c0a005f	et Sabbatsbrændoffer på hver Sabbat foruden det daglige Brændoffer med tilhørende Drikofer.
041c0b0080	På den første Dag i hver Måned skal I som Brændoffer bringe HERREN to unge Tyre, en Væder og syv årgamle Lam, lydefri Dyr,
041c0c00a9	og som Afgrødeoffer dertil for hver Tyr tre Tiendedele Efa fint Hvedemel, rørt i Olie, som Afgrødeoffer for hver Væder to Tiendedele Efa fint Hvedemel, rørt i Olie,
041c0d008b	og som Afgrødeoffer for hvert Lam en Tiendedel Efa fint Hvedemel, rørt i Olie, et Brændoffer til en liflig Duft, et Ildoffer for HERREN;
041c0e00c1	desuden de tilhørende Drikofre, en halv Hin Vin for hver Tyr, en Tredjedel Hin for hver Væder og en Fjerdedel Hin for hvert Lam. Det er det månedlige Brændoffer for hver af Årets Måneder.
041c0f0071	Tillige skal der foruden det daglige Brændoffer ofres HERREN en Gedebuk som Syndoffer med tilhørende Drikoffer.
041c10004b	På den fjortende Dag i den første Måned skal dervære Påske for HERREN.
041c110057	Den femtende Dag i den Måned er det Højtid; i syv Dage skal der spises usyrede Brød.
041c12005a	På den første Dag skal der være Højtidsstævne, intet som belst Arbejde må I udføre.
041c13007f	Da skal I bringe som Ildoffer, som Brændoffer for HERREN, to unge Tyre, en Væder og syv årgamle Lam, lydefri Dyr skal I tage
041c140082	og som Afgrødeoffer dertil fint Hvedemel rørt i Olie; tre Tiendedele Efa skal I ofre for hver Tyr, to Tiendedele for hver Væder
041c150028	og en Tiendedel for hvert af de syv Lam;
041c160037	desuden en Buk som Syndoffer for at skaffe eder Soning.
041c170047	Foruden Morgen brændofferet, det daglige Brændoffer, skal I ofre det.
041c1800a9	Sådanne Ofre skal I bringe hver af de syv Dage som Ildofferspise til en liflig Duft for HERREN; de skal ofres med tilhørende Drikoffer foruden det daglige Brændoffer.
041c190058	På den syvende Dag skal I holde Højtidsstævne; intet som helst Arbejde må I udføre.
041c1a00a7	På Førstegrødens Dag, når I bringer HERREN Afgrødeoffer af den ny Afgrøde på eders Ugefest, skal I holde Højtidsstævne; intet som helst Arbejde må I udføre.
041c1b0068	Da skal I som Brændoffer til en liflig Duft for HERREN ofre to unge Tyre, en Væder og syv årgamle Lam
041c1c0077	og som Afgrødeoffer dertil fint Hvedemel, rørt i Olie, tre Tiendedele Efa for hver Tyr, to Tiendedele for hver Væder
041c1d0028	og en Tiendedel for hvert af de syv Lam;
041c1e002d	desuden en Gedebuk for at skaffe eder Soning.
041c1f0081	Foruden det daglige Brændoffer med tilhørende Afgrødeoffer skal I ofre det, lydefri Dyr skal I tage, med tilhørende Drikofre.
041d010098	På den første Dag i den syvende Måned skal I holde Højtidsstævne, intet som helst Arbejde må I udføre; I skal fejre den som en Hornblæsningsdag.
041d020074	Da skal I som Brændoffer til en liflig Duft for HERREN ofre en ung Tyr, en Væder og syv årgamle Lam, lydefri Dyr;
041d03006e	som Afgrødeoffer dertil fint Hvedemel, rørt i Olie, tre Tiendedele Efa for Tyren, to Tiendedele for Væderen
041d040028	og en Tiendedel for hvert af de syv Lam;
041d05003b	desuden en Gedebuk som Syndoffer for at skaffe eder Soning;
041d0600d5	alt foruden Nymånebrændofferet med tilhørende Afgrødeoffer og det daglige Brændoffer med tilhørende Afgrødeoffer og Drikofre efter de derom gældende forskrifter, til en liflig Duft, et Ildoffer for HERREN.
041d07007c	På den tiende dag i samme syvende Måned skal I holde Højtidsstævne, I skal faste og må intet som helst Arbejde udføre.
041d080080	Da skal I som Brændoffer til en liflig duft for HERREN ofre en ung Tyr, en Væder og syv årgamle Lam, lydefri Dyr skal I tage,
041d090071	og som Afgrødeoffer dertil fint Hvedemel, rørt i Olie, tre Tiendedele Efa for Tyren, to Tiendedele for Væderen
041d0a0028	og en Tiendedel for hvert af de syv Lam;
041d0b0088	desuden en Gedebuk som Syndoffer; alt foruden Soningssyndoffe, det og det daglige Brændoffer med tilhørende Afgrødeoffer og Drikofre.
041d0c009d	På den femtende Dag i den syvende Måned skal I holde Højtidsstævne, I må intet som helst Atbejde udføre, og I skal holde Højtid for HERREN i syv Dage.
041d0d009c	Da skal I som Brændoffer, som Ildoffer til en liflig Duft for HERREN ofre tretten unge Tyre, to Vædre og fjorten årgamle Lam, lydefri Dyr skal det være,
041d0e008f	og som Afgrødeoffer dertil fint Hvedemel, rørt i Olie, tre Tiendedele Efa for hver af de tretten Tyre, to Tiendedele for hver af de to Vædre
041d0f002c	og en Tiendedel for hvert af de fjorten Lam;
041d100071	desuden en Gedebuk som Syndoffer; alt foruden det daglige Brændoffer med tilhørende Afgrødeoffer og Drikoffer.
041d11005d	På den anden Dag skal I ofre tolv unge Tyre, to Vædre og fjorten årgamle Lam, lydefri Dyr,
041d120074	med tilhørende Afgrødeoffer og Drikofre for Tyrene, Vædrene og Lammene efter deres Tal på den foreskrevne Måde;
041d130071	desuden en Gedebuk som Syndoffer; alt foruden det daglige Brændoffer med tilhørende Afgrødeoffer og Drikoffer.
041d140060	På den tredje Dag skal I ofre elleve unge Tyre, to Vædre og fjorten årgamle Lam, lydefri Dyr,
041d150074	med tilhørende Afgrødeoffer og Drikofre for Tyrene, Vædrene og Lammene efter deres Tal på den foreskrevne Måde;
041d160071	desuden en Gedebuk som Syndoffer; alt foruden det daglige Brændoffer med tilhørende Afgrødeoffer og Drikoffer.
041d170057	På den fjerde Dag skal I ofre ti Tyre, to Vædre og fjorten årgamle Lam, lydefri Dyr,
041d180074	med tilhørende Afgrødeoffer og Drikofre for Tyrene, Vædrene og Lammene efter deres Tal på den foreskrevne Måde;
041d190071	desuden en Gedebuk som Syndoffer; alt foruden det daglige Brændoffer med tilhørende Afgrødeoffer og Drikoffer.
041d1a0056	På den femte Dag skal I ofre ni Tyre, to Vædre og fjorten årgamle Lam, lydefri Dyr,
041d1b0074	med tilhørende Afgrødeoffer og Drikofre for Tyrene, Vædrene og Lammene efter deres Tal på den foreskrevne Måde;
041d1c0071	desuden en Gedebuk som Syndoffer; alt foruden det daglige Brændoffer med tilhørende Afgrødeoffer og Drikoffer.
041d1d0059	På den sjette Dag skal I ofre otte Tyre, to Vædre og fjorten årgamle Lam, lydefri Dyr,
041d1e0074	med tilhørende Afgrødeoffer og Drikofre for Tyrene, Vædrene og Lammene efter deres Tal på den foreskrevne Måde;
041d1f0071	desuden en Gedebuk til Syndoffer; alt foruden det daglige Brændoffer med tilhørende Afgrødeoffer og Drikoffer.
041d200059	På den syvende dag skal I ofre syv Tyre, to Vædre og fjorten årgamle Lam, lydefri Dyr,
041d210074	med tilhørende Afgrødeoffer og Drikofre for Tyrene, Vædrene og Lammene efter deres Tal på den foreskrevne Måde;
041d220071	desuden en Gedebuk som Syndoffer; alt foruden det daglige Brændoffer med tilhørende Afgrødeoffer og Drikoffer.
041d230058	På den ottende Dag skal I holde festlig Samling, I må intet som helst Arbejde udføre.
041d24007e	Da skal I som Brændoffer, som Ildoffer til en liflig Duft for HERREN ofre en Tyr, en Væder og syv årgamle Lam, lydefri Dyr,
041d250073	med tilhørende Afgrødeoffer og Drikofre for Tyren, Væderen og Lammene efter deres Tal på den foreskrevne Måde;
041d260071	desuden en Gedebuk som Syndoffer; alt foruden det daglige Brændoffer med tilhørende Afgrødeoffer og Drikoffer.
041d2700a6	Disse Ofre skal I bringe HERREN på eders Højtider, bortset fra eders Løfte og Frivilligofre, hvad enten det nu er Brændofre, Afgrødeofre, Drikofre eller Takofre.
041d280047	Og Moses talte til Israeliterne, ganske som HERREN havde pålagt Moses.
041e01006f	Moses talte fremdeles til Overhovederne for Israelitternes Stammer og sagde: Dette er, hvad HERREN har påbudt:
041e0200c4	Når en Mand aflægger et Løfte til HERREN eller ved Ed forpligter sig til Afholdenhed i en eller anden Retning, må han ikke bryde sit Ord, men skal holde hvert Ord, der er udgået af hans Mund.
