2800000006	Matayu
2a16020076	Andundame akulu na ahunda bha malaghilo bhakibha bhangupalaha kihokonyo kya kunkoma Yesu, peni bhakibhayoghopa bhandu.
2a16030065	Hino, Nchipila kakinnyingila Yuda, ywaankemiteghe Isikaliyote, yumoo ywa bhala ahundwa kumi na mbili.
2a1604009d	Yuda kakighenda kwa andundame akulu na kwa mahofisa bha machonda bha kupingikiha Kitutubhi kya Chapanga, kakighombana nabho kwa kya bhuli bhangankamula Yesu.
2a16050035	Nabho bhakiyelelwa na bhakilingana kunpegha ngalabha.
2a16060077	Naywo Yuda kakiyitikila, na kakiyanda kupalaha ng'ebhu ya maha ya kunkamuha Yesu kwa bhene, kya nga lwa bhandu kumanya.
2a16070071	Hinu likihika linjubha lya mangate yangabhikwa linjacha, alyo ndo linjubha lya kuliyambika lyana mene lya Pasaka.
2a16080074	Habhu Yesu kakialaghila Petili na Yohane pakilongela, “Nng'ende mukabhike kala hilyo hya Pasaka ngati tulyeghe.”
2a16090038	Bhene bhakinkonya, “Ghungupala tuyitendekehe kwoki?”
2a160a00a5	Yesu kakiayanga, “Munnyihwe! Pammegha mukuyingila kukitami, maakongana na nnume yumu kaghegha kibhigha kya machi, muntughile mbaka ku lubhagha lwakapala kuyingila,
2a160b0099	Munng'ombele nkola lubhagha, ‘Nhunda kangukonya, kibhegha kwoki kyumba kya ahenja, kyene nenga na ahundwa bhangu twaalyegha kikubhukubhu kya Pasaka?’
2a160c0052	Kataalangiha kyumba kikulu kuligholofa, kiibhikitwe maha kala. Ntendekehe amwo.”
2a160d007b	Bhakighenda na bhakibhona kila kilibhi kibhegha tela handa paaghombilitwe Yesu. Kya habhu bhakitendekeha mulyo ghwa Pasaka.
2a160e004c	Palihikite lisaa, Yesu kakitama pakulyegha hilyo papamu na andumitumi bhake.
2a160f0070	Mbole kakiaghombela, “Nikinoghelwa muno kuilyegha Pasaka ayi papamu na mwenga kukali na kumbamandwa kwa nenga.
2a16100065	Hinu nunguaghombela, ndaalyegha kangi ng'obhe Pasaka mbaka payitulukila Mughubhutwa ghwa Chapanga.”
2a16110065	Mbole Yesu kakitola nnobho, kakinnumba Chapanga pakilongela, “Ntole nnobho aghu nkingulani mabhoha.
2a16120095	Kiyaha nunguaghombela, kutandila hinu ndanywegha kangi ng'obhe difwai yiihuma munkongo ghwa nsabibu mbaka paghupalakuhika Ghubhutwa ghwa Chapanga.”
2a161300c1	Mbole kakilitola lingate, kakinnumba Chapanga, kakilimetula na kakiapegha andumitumi bhake pakilongela, “Aghu ndo mmili ghwangu ghuubhuhwa kwakya mwenga, ntende naha kya kungulungwa nenga.”
2a161400c6	Ubhwabhuabhu mbole ya kulyegha, kakighutola ghula nnobho ghwa difwai pakilongela, “Nnobho aghu ndo Ninganilo lya hyono liibhonihitwe kukita lya hoto kwa mwahi ghwangu, ghuuyitika kwakya mwenga.”
2a16150058	“Peni nnole, yula ywakapalakungiluka kabhegha bahapa apa pakulyeghela papamu na nenga.
2a16160093	Kulyaghila Mwana ghwa Mundu kangughenda kukomwa handa muyipanganitwe na Chapanga, peni ghwaabhegha npinguhi ghwakyabhuli kwa yula yunakunkiluka.”
2a1617006d	Andumitumi bhake bhakiyanda kukonyana bhene kwa bhene, ghani mu bhombe ywangahotolite katatenda nnhalo ghula.
2a1618006a	Mbole ghakibwituka maghombano mu bhala ahundwa kukita ghani kanguhwachilwa kabhe nkulu kupitingana bhangi?
2a161900c0	Yesu kakiaghombela, “Abhatwa bha bhandu bhaabheghite ng'obhe Ayahudi bhanguatabhala bhandu bhabhe kwa makakala, nabho bha abheghite na makakala angulikema aghanja bha bhandu bha abhatabhala.
2a161a00a7	Peni mwenga nkotoke kulandana na bhombe, ngati yula ywaabhegha nkulu mumwenga, yingunkwiliha kabhe nndokwa kupitingana bhoha, na kilongohi mbaka kabhe kuakeyela ayake.
2a161b00ce	Hino ndo ywoki ywaabheghite nkulu, yula ywakutama pakulyeghela hilyo, ebu yula ywakahikeyela hilyo? Kulyaghila ndo yula ywakatama pakulyeghela hilyo! Hata naha nenga megha apa mumwenga handa nndumindumi.”
2a161c003b	“Mwenga mmegha papamu na nenga mu mayighilo ghangu ghoha.
2a161d006a	Na handa bhula Tate ghwangu pakangamuhite ghubhutwa, ubhwabhu abhu na nenga nunguakamuha mwenga ghubhutwa.
2a161e00a5	Mwenga maalyegha na kunywegha pakulyegheha pangu muutabhala ghwangu, na maatama muhiteho hya ghubhutwa pamubhatosa bhandu bha makabila kumi na mbili gha Isilaeli.”
2a161f009b	Yesu kakilongela, “Simoni, Simoni ghuyihwe, ghumanye kukita Nchipila kalekekehwa na Chapanga ngati abhapalangule handa mundu paayebheha mbunje hya ngano.
2a1620008e	Peni nenga nughuyupila kwa Chapanga ghwenga Simoni, ngati kuhyubhalila kwako kukotoke kulepelwa, na paghumuyila ghuatengelehe alongo bhako.”
2a16210062	Petili kakinnyanga, “Bambo, nenga megha kala kughenda papamu naghwenga kukibhopo na kuhwegha.”
2a1622007d	Yesu kakinnyanga, “Ningukughombela Petili, yikali na mbichi lelo pakilo, ghwangana paundatu kukita ghungunmanya ng'obhe.”
2a162300d0	Mbole Yesu kakiakonya ahundwa bhake, “Panubhaalaghilite kyanga lilobota ebu nhako ghwa mbiya ebu makobasi, mkipelelwa kilibhi kyohele?” Bhakinnyanga, “Aka kaa, tukipelelwa ng'obhe na kilibhi kyohele.”
2a162400d0	Yesu kakiaghombela, “Peni hinu, ywakabheghite na lilobota kakalitole na ywakabheghite na nhako ghwake ghwa mbiya ubhwabhu abhu. Na ywanga lukechelo, kakahemengane lighwanda lyake ngati kakahemele lukechelo.
2a162500aa	Kiyaha yityekwa mu matyeko gha Chapanga, ‘Kakibhalangilwa papamu na alemwa.’ Mihalo ayi yikityekwa kwa kya nenga, nunguaghombela kukita mihalo ayi mbaka ndendelwe.”
2a16260077	Ahundwa bhake bhakinng'ombela, “Bambo, ghulole, apa tubhegha na makechelo mabhili.” Kakiayanga, “Hinu yikwila.”
2a16270082	Yesu kakibhuka na kakighenda ku kitumbi kya mikongo hya Miseituni handa payibheghite hitohe hyaki, na ahundwa bhake bhakintughila.
2a1628005e	Pakahikite akwo, kakiaghombela ahundwa bhake, “Nnyupe ngati nkotoke kuyingila mumang'eho.”
2a1629006d	Mwene kakilibhaghula nabho kya ng'ebhu ya utali ghwa kutagha liganga, kakichutama mayughwa pakiyupa Chapanga,
2a162a009e	pakilongela, “Tate handa ghupala ghuubhuhe nnobho aghu ghwa kimbamanda, peni yibhe ng'obhe handa mumbalite nenga, ngati lila lighulipatite ndo lihotolwe.”
2a162b0051	Nndumitumi ghwa kunani ghwa Chapanga kakinbwitukila ngati kannyonjokehe makakala.
2a162c0094	Naywo pakabheghite mu lihingili likulu, kakiyupa kya kukangamala munu, na lihuki lyake likibha handa mandondogholo gha mwahi ghaaponekite mu lutupi.
2a162d0076	Mbole ya kuyupa, kakiabhuyila ahundwa bhake, kakiabhona paakighonja, bhakibha bhakitotokela kubhukana na kuhyongoloka.
2a162e0066	Naywo kakiakonya, “Kiyaha niki mungughonja? Nnyumuke nnyupe, ngati nkotoke kuyingila mu mang'eho.”
2a162f00e6	Yesu pakabheghite mukulongela, lumati lukulu lwa bhandu lukinhikila, pa lukilongohwa na Yuda ywakabheghite yumoo ywa bhala ahundwa mbinda mabhoko yimo na abhili. Naywo Yuda kakinheghelela Yesu ngati kakannjambuhe kwa kunhumbatila.
2a1630005c	Peni Yesu kakinng'ombela, “Bhuli Yuda, ghungunkiluka Mwana ghwa Mundu kwa kunhumbatila?”
2a16310074	Ahundwa bha Yesu paabhonite ghaabhwitukilite bhakinng'ombela, “Bambo, tubhakechule kechule kwa makechelo ghetu?”
2a1632008d	Yumoo ywa andumitumi ghwa Yesu, kakinkechula nndumindumi ghwa Ndundame Nkulu kwa lukechelo na kakilikechula likutu lyake lya mbande ya nnilo.
2a1633005c	Peni Yesu kakilongela, “Nneke!” Kakiliyabhika lila likutu lya yula Mundu na kakinlamiha.
2a163400de	Mbole yesu kakiaghombela andundame akulu, na hilongohi bha amachonda bha Kitutubhi kya Chapanga na hilongohi bhangi bha Akaaisilaeli bha anhikilite ngati ankamule, “Kiyaha niki, munhikila na makechelo na hindonga, npoka?
2a16350097	Pameghite papamu na mwenga mumanjubha ghoha Pakitutubhi kya Chapanga mukingamula ng'obhe. Peni ali ndo lisaa lyenu, lisaa lya makakala gha lubhindu.”
2a1636007f	Mbole bhakinkamula Yesu, bhakintola na bhakighenda naywo mbaka ku lubhagha Ndundame Nkulu. Peni Petili kakiatughila kya kutali.
2a163700a8	Bhandu bhala pabhahikite kala, bhakikwata mwoto pakati ya lubhigho lwa lubhagha lwa Ndundame Nkulu na kutama papamu na kuyota mwoto, naywo Petili kakitama papamu nabho.
2a1638009b	Nndumitumi yumo nndala, pakammonite Petili pakitama pambhwegha ya mwoto, kakinhulutulila mehu pakilongela, “Mundu ayu naywo kakibhegha papamu na Yesu!”
2a16390054	Peni Petili kakilema pakilongela, “Ndala! Nenga nungunmanya ng'obhe mundu aywo!”
2a163a00a2	Mbole kya mandina, mundu yungi kakimmona Petili na kakilongela, “Ghwenga ndo yumoo ywabhe.” Peni Petili kakinnyanga, “Ghwenga mundu ghwee! Nenga ng'obhe.”
2a163b00a6	Mbole ya lisaa limu, mundu yungi kakiyanda kakibhinilila, “Kulyaghila ayi ndo hoto mundu ayu naywo kakibhegha papamu na Yesu, kiyaha ywombe naywo ndi Nngalilaya.”
2a163c0091	Petili kakiyanga, “Ghwenga mundu ghwee! Nenga nungumanya ng'obhe kighukilongela!” Bahala pala, pakabhegha akali mukulongela mbichi yikibhika.
2a163d00a3	Naywo Bambo kakikilibhuka na kunlolekeha Petili. Petili kakighakulungwa ghala malagho gha Yesu ghakanng'ombilite, “Lelo yikali na mbichi ghwaangiluka pandatu.”
2a163e002f	Mbole Petili kakighenda panje na kakilila muno.
2a163f0051	Bhala bhandu bha abheghite mu kunpingikiha Yesu bhakiyanda kunnyuyuha na kuntuta.
2a16400059	Bhakinmopa lipinda mumeho na bhakinkonya, “Ghulondole! Ndo ghani aywo ywakakututite?”
2a1641003c	Na bhakighendelela kuntendela ufyangu kwa maligho matangalo.
2a164200a5	Paghucheghite, njenga kaya ya aghohi hilongohi bha Isilaeli yikitama, na andundame akulu na ahunda bha malaghilo nabho bhakibhegha. Yesu kakigheghwa mulibalasa alyo.
2a16430081	Bhakinng'ombela, “Handa ghwenga ndo Kilisito ghutughombele.” Yesu kakiayanga, “Handa panubhaghombela maahyubhalila ng'obhe.
2a16440039	Na handa panubhayupa kunnyanga ngonyo, mannyanga ng'obhe.
2a1645005c	Peni kutandila hinu Mwana ghwa Mundu katatama mumbande ya nnilo ya Chapanga Yunamakalama.”
2a1646007d	Bhoha bhakikonya, “Hinu ghwenga ndo Mwana ghwa Chapanga?” Mwene kakiayanga, “Mwenga nnongela kukita nenga ndo ywene.”
2a16470075	Mbole bhakilongela, “Bhuli! Tungupala uyimiho ghwoki kangi? Twabhene tuyihwa pakilongela kwa nlomo ghwake mwene.”
2a17010044	Mbole lumati lwoha lwa bhandu lukiyima na kunnyegha Yesu kwa Pilato.
2a170200db	Nabho bhakiyanda kunkokela paakilongela, “Tukimmona mundu ayu kanguapotongana bhandu bha nnima ghwetu, kanguakanikiha bhandu akotoke kunpegha sumu Mutwa nkulu ghwa Akaaloma na kangulikema mwene ndo Kilisito, Mutwa.”
2a1703006f	Ndo Pilato kakinkonya Yesu, “Ghwenga ndo mutwa ghwa Akaayahudi?” Yesu kakinmyanga, “Gwenga ghulongela.”
2a1704007d	Ndo Pilato kakiaghombela andundame akulu na lumati lwa bhandu, “Nighubhona ng'obhe uhokelo ghwohele ghula kwa mundu ayu!”
2a17050096	Peni bhene bhakikamala kulongela, “Kanguakolekeha bhandu kwa mahundo ghake mu nnima ghwoha ghwa Yudea. Kakiyanda ako Galilaya na hinu kahika aku.”
2a1706004f	Pilato pakayihwite agha kakikonya, “Mundu ayu nkolannima ghwa ku Galilaya?”
2a1707009e	Pakamanyite kukita Yesu kakihuma kunnima ghuubheghite mumakakala gha mutwa Helode, kakinyegha kwa Helode, ywene mumanjubha agho kakibhegha akwo ku Yelusalemu.
2a170800a8	Helode kakiyelelwa muno pakammonite Yesu, kiyaha kwa manjubha matangalo kakiyihwa mihalo miyoloho yakya Yesu kakidumbila kummona. Kangi kakipala kummona pakitenda naho.
2a17090050	Helode kakinkonya Yesu makonyo matangalo, peni Yesu kakinnyanga ng'obhe kyohele.
2a170a0064	Akaandundame akulu na ahunda bha malaghilo bhakihika kuulongolo, bhakinkokela Yesu kwa ukalipo munu.
2a170b0082	Helode na amachonda bhake bhakinkinila Yesu na kunbhikila ubhichi. Bhakinhwaliha lipinda lya kibhutwa na bhakinbhuyila kwa Pilato.
2a170c005d	Kalongohi, Helode na Pilato bhakibha amyanja, peni kutandila linjubha alyo akibhegha aghanja.
2a170d0057	Hinu Pilato kakiakema akaandundame akulu, na hilongohi bha Akaayahudi na bhandu bhangi,
2a170e00f1	kakiaghombela, “Mwenga mungunnyegha mundu ayu kwa nenga pamunlongela kukita kanguakolekeha bhandu bhaghukiluke utabhala. Hinu nnyihwe! Mbole ya kuhingukiha nhalo agho paulongolo ghwenu nikighubhona ng'obhe uhokelo mungokelo yenu kwa mwene.
2a170f0095	Ebhu Helode kakimmona ng'obhe na uhokelo ghwohele ndo mana kakimmuyila kwa nenga. Kulyaghila mundu ayu katenda ng'obhe kyohele kya kuntenda kahweghe.
2a1710003a	Hinu ningukwilikiha katutwe hindomondo na ndanlekekeha.”
2a1711005c	Mu kila kikubhukubhu kya Pakasa yikibha hitohe ya Palato kubhahughulila bhandu nbhopwa yumu.
2a1712005f	Ndo bhandu bhoha bhakituta kyobho kwa papamu, “Ghunkome mundu aywo! Ghutuhughulile Balaba!”
2a17130055	Balaba kakibhopwa mu kibhopo kiyaha kakilongoha bhulwa ngulu mu kitami na kya kukoma.
2a1714003e	Pilato kakipala kunlekekeha Yesu, ndo kakilongela nabho kangi.
2a1715006d	Peni bhene bhakiyendelela kututa kyobho pakilongela, “Ghunmangalile mulupingika! Ghunbhambe mulupingika!”
2a171600bc	Kya pa ndatu Pilato kakiaghombela, “Katenda uhekelo ghani? Nenga ningughubhona ng'obhe uhokelo ghwohele kwa ywombe lya kuntenda kakomwe, hinu nda nntuta hindomondo mbole ndanlekekeha.”
2a17170084	Peni bhene bhakiyendelela kututa kyobho kwa makakala muno, kukita yingunnogha kakamangalilwe. Mu uhiko malobhe ghabhe ghakikingamwa.
2a1718003f	Hinu Pilato kakilamula kukita kila bhaakipala bhandu kitendeke.
2a171900c9	Kakimmopolela yula mundu bhaanpalite, ywakabheghite mu kibhopo, ywene ywakatendite bhulwa ngulu kwa utabhala na kukoma bhandu. Na kakinkamuha Yesu mu mabhoko ghabhe, ngati bhantendele handa mwaapalite.
2a171a00e6	Amachonda pa abheghite mu kunnyegha ku Goligota, bhakikongana na mundu yumu ankemite Simoni ghwa Kulene, ywakabheghite mu kubhuya kuhuma panji ya kitami. Hinu bhakinkamula na bhakinpapiha lula lupingika kaluyeghe kuhyetu kwa Yesu.
2a171b0065	Lumati lukulu lwa bhandu lukimmutukila, pakibhegha adala bhaabheghite mu kunlilila na kunhyononekela.
2a171c008b	Yesu kakiaghalambukila, na kakiaghombela, “Mwenga makaadala ghwa Yelusalemu, nkotoke kunilila nenga ngati mulilile mabhene na bhana bhenu
2a171d007a	Kiyaha kulyaghila manjubha ghatahika apo bhatalongela, ‘Bhanonelwa bhala adala bhangalela, ebu mabhele ghangayongeha.’
2a171e0081	Kiyaha mu manjubha agho bhandu bhatayanda kuhighombela hitumbi, ‘Mutughweghele!’ Na hitumbi hichoko hichoko, ‘Mutugubike’
2a171f0054	Kiyaha handa bhandu bhaghutendelaa bhabhu nkongo nmihi, kwa njilo yabhegha bhuli?”
2a17200052	Machonda bhakintola Yesu papamu na ahakata abhili, ngati bhakabhambwe mulupingika.
2a172100de	Paahikite pala apakemite Lihuhu lya Mutwe, apa ndo bhakinmangalila Yesu mulupingika, na bhala ahakata abhili bhakiabhamba kila yumo mulupingika lwake yumo mu mbande hyaki ya nnilo ya Yesu na yumo mumbande hyaki ya kungiya.
2a1722008d	Yesu kakilongela, “Tate ghubhalekekehe kiyaha bhangumanya ng'obhe kila kyabhaatenda!” Mbole bhakigabhana mapinda ghake kwa kutenda simbi.
2a172300cb	Bhandu bhakiyima apwo pa akinlolekeha, na hilongohi ghwa Akaayahudi bhakinbhicha Yesu pa akilongela. “Kakialopoha bhangi! Hinu kalilopohe mwene, handa mwene ndo Kilisito ywakahaghulitwe na Chapanga!”
2a17240068	Amachonda nabho bhakihika, na bhakintendela ubhichi na kunkinila, bhakinyeghela kilobhi ili kakanyweghe.
2a1725005b	Nabho bhakinng'ombela, “Handa ghwenga ndo Mutwa ghwa Akaayahudi, ghulilopohe ghumwene.”
2a17260075	Hilahila unani mwa lupingika lwake bhakilubhika lupapi luutyekitwe malembo agha, “AYU NDO MUTWA GHWA AKAAYAHUDI.”
2a172700ab	Yumoo ghwa bhala ahokelo bhaamangalilitwe papamu naywo kakintendela ufyangu pakalongele, “Ghwenga ndo Kilisito ng'obhe? Ghulilopohe ghumwene na ghutulopohe na twenga.”
2a17280087	Yula nhokelo yungi kakinlakalila nnyake, pakilongela, “Ghwenga, bhuli ghungunnyoghopa ng'obhe Chapanga na ghubhegha mutoso ahyo ahyo?
2a1729007a	Twenga tutoswa kwa shaliya kiyaha tungunoghwa toso ya ndendelo yetu. Peni mundu ayu kakitenda ng'obhe kyohele kihakata.”
2a172a0056	Mbole kakilongela, “Bambo Yesu, ghuhwachile nenga paghuyingila mu Ubhutwa ghwako.”
2a172b0067	Yesu kakinnyanga, “Kulyaghila, nungughughombela hoto, lelo ghwabhegha papamu na nenga ku Paladiso.”
2a172c007a	Yikibhegha handa saa sita, kukibhegha na lubhindu mu nnima ghwoha mbaka saa tisa, kiyaha luchubha lukileka kubhuha bhwelo.
2a172d0057	Na lipasia liighabhanite pabhili Kitutubhi kya Chapanga likibaluka hipalamande hibhili.
2a172e0082	Yesu kakilila kwa lilobhe likulu, “Tate, mu mabhoko ghako ningughubhika nhuki ghwangu.” Mbole ya kughalongela agha kakihwegha.
2a172f0093	Yula machonda kilongohi pakabhonite agha, kakintika Chapanga pakilongela, “Kulyaghila mundu ayu kakighatughilagha ghala ghakaghapala Chapanga!”
2a173000bd	Bhandu bhoha bhaaghendite kwakya nhalo agho, paabhonote agho ghaabwitukilite bhakibhuya ukaya kwabhe kunu bhaakilituta tuta mu hifubha hyabhe kubhoneha kukita bhakibhegha na hyononeko munu.
2a17310098	Peni aghanja, alongo na bhoha bhaanmanyite Yesu, papamu na bhala adala bhantughilite kuhuma ku Galilaya, bhakiyima kya kutali paakilolekea nnando aghwo.
2a173200c1	Hinu, kukibha na mundu yumu ywa maha lihina lyake likibha Yosefu, ywakabheghite nkolannima ghwa Kualimataya akwo Yudea, kakibhegha mundu ywakaghatughila ghghapalite Chapanga na ywa kuhokamilwa.
2a17330113	Alimatayu kakibhegha mukughulimbilila Ghubhutwa ghwa Chapanga. Mwene kakibhegha yumoo ywa bhandu bha munjengakaya ya Akaayahudi, peni mwene kakililunga nabho ng'ohe mutoso na ndendelo ya alongohi ayake, naywo kakibhegha mukughulindila Ghubhutwa ghwa Chapanga kwa upalo nkulu.
2a17340040	Yosefu kakighenda kwa Pilato kuyupa kakakamuhwe mmili ghwa Yesu.
2a173500a4	Kakighuhuluha kuhuma kulupingika, kakighubhulungilila sanda na kughubhika mulindogholo lihongolitwe mulitalabha, mualyo lindogholo kakibhikwa ng'obhe mundu ywohele.
2a1736006b	Linjubha alyo, likibhegha linjubha lya utendekeho, na Linjubha la Kupumulila, likibhegha ugheghela kuyanda.
2a173700a3	Bhala adala bhaahikite papamu na Yesu kuhuma ku Galilaya, bhakintughila Yosefu, bhakilibhona lila lindogholo na bhuli bhuli Yosefu kakighughonjeha mmili ghwa Yesu.
2a173800c3	Mbole bhakibhuya ukaya na bhakitendekeha luhumba lwa kunungila na mahuta ghaanungila gha kughutyeka mmili ghwake. Peni bhakipumulila Linjubha lya Kupumulila handa muyibheghite malaghilo gha Musa.
2a18010091	Mulinjubha lya ulongohi lya juma, malabhila putiputi, adala bhala akilutola luhumba lwa kunungila bhaalubhikite kala na bhakighenda kulindogholo.
2a18020060	Bhakilibhona lila liganga likulu liigubikite lindogholo libhilingihwa kala kuhuma mu lindogholo,
2a1803004c	Peni paayingilite mu lindogholo bhakighubhona ng'obhe mmili ghwa Bambo Yesu.
2a18040095	Paabheghite mu kukangacha nhalo aghwo, kamu bhandu abhili bha ahwalite mapinda ghang'anyimite muno handa limuli lwa njahe, bhakiyima ugheghela nabho.
2a180500a3	Bhala adala bhakiyingilwa lyogha munu na bhakihokama mbaka palutupi. Peni bhala bhandu bhakiaghombela, “Kiyaha niki mungunpalaha yunaubhumi paatama bhaahweghite?
2a1806006d	Kabhegha ng'obhe apa kahyuka kala! Mughakulungwe ghala ghakaaghombilite pakabheghite na mwenga akwo Galilaya,
2a18070098	kukita, ‘Yikibhegha mbaka Mwana ghwa Mundu kakamuhwe mumabhoko gha bhandu bhanaulemwa, na ahakata, kabamangalilwe na linjubha lya ndatu kahyuke.’”
2a1808003c	Kamu ndo bhakighakulungwa malagho ghabhaghombilitwe na Yesu.
2a1809006b	Paabhuyite kuhuma akwo kulindogholo, bhakiaghombela bhala ahundwa kumi na moja na bhangi mihalo aywo hyoha.
2a180a0085	Andumitumi bhaayeghite mihalu aywo akibhegha, Malia Magadalena, Yoana na Malia maghwake Yakobu papamu na bhangi bhaalongoanite nabho.
2a180b006b	Peni bhala bhaayihwite bhakihyubhalila ng'obhe, kiyaha malagho ghabhe ghakibhegha handa bhana uhila mahala.
2a180c00c3	Hata naha Petili kakiyinuka na kughenda kula kulindogholo. Pakahokamite ngati kalolekehe mula mulindogholo, kakiyibhona sanda ghweka. Naywo kakibhuya ukaya kunu pakikangacha ghala ghabwitukilite.
2a180d0098	Mulinjubha alyo alyo, ahundwa abhili bha Yesu bhakibhegha mumwanja kughenda kukijiji kiikemwa lihina lyake Emau, yikibha Maili saba kuhuma Kuyelusalemu.
2a180e0041	Bhakibha bhangughombana bhene kwa bhene kya ghala ghabwitukilite.
2a180f004d	Pabhabheghite mukuyobhela, mwene Yesu kakiahikila na pakityanga papamu nabho.
2a18100039	Bhombe bhakimmona kwa meho ghabhe peni bhakimmanya chepa.
2a18110074	Yesu kakiakonya, “Ndo mihalo ghani ayi yimuyiyobhela kunu pamutyanga?” Bhombe bhakiyima, na bhakihyononeka muno.
2a181200b4	Yumo ywabhe ywaankemite lihina lyake Kileopa, kakinkonya, “Yingubhonekana ghwenga ndo nhenja ghwa ghweka chako ghwanga kumanya ghala ghabwitukilite Yelusalemu mumanjubha agha?”
2a181300ef	Yesu kakiakonya, “Mihalu yoki?” Bhombe bhakinnyanga, “Milando ya Yesu ghwa Kunasaleti. Mwene kakibha Mbuye ghwa Chapanga, na kakibhegha na makakala makulu mu malagho yake na ndendelo yake mu ulongolo ghwa Chapanga na anabhandu bhoha.
2a1814006a	Andundame akulu na hilongohi bhetu bhakinbhuha na bhakinntosa kuhwegha, nabho bhakimmangalila mulupingika.
2a18150076	Twenga tukidumbila kukita mwene ndo nkombola ghwa Isilaeli. Peni hinu linjubha lya ndatu kuhuma paghabwitukilite agho.
