2800000005	Matye
2a0c1500a9	Yezu eebaazɛke náá: «Yɛ aadi ɛ́, deenek dum nɛ bot ɛ di saa mɛvu mɛ mɛnyel mɔɔ ɛmet. Da é mis mɛ Zɛɛb bɛ ɛ́ kadi ɛ, ààbɛ bɛkuma ɛ bot.»
2a0c1600c8	Yezu zɛke bhii tak nɛ bɛdjekel náá: «Étɛp tak ɛ́ mɛ di ke náá: Nàbemka ba étɛp edee bi di nɛ gwyes tak étɛp tsiken ɛ, nɛ étɛp eduuba ekaad ee bi di egoka nɛ ɛbɔt ɛ.
2a0c170050	Etɛɛ náá, tsik eedhaa edee nɛ mɛnyok. Nyel eedhaa ekaad nɛ boo mɛtaŋ.
2a0c1800dd	Beeka enen ee di djóoaa kɔlbo enek: Bɛ ààbɛ epyeeb, ààbɔ́k edee ee di wum tɔ epyeeb ɛ. Bɛ tok nɛ edi ɛkwom edee tɔ bhwaa nɛ kɔ etaa. Dhi tin, Zɛɛb é dee bɛ! Biyɔ, bi dhaa enen nɛ boo mɛtaŋ.
2a0c19004f	Ɛzɛ pak'en di nɛ ghwyil ɛbil ba mɛlu kɔ mɛlu mɛ tsik'ɛ nɛ esiiza bɛ?
2a0c1a0074	«Yɛ bɛ náá, bi tok nɛ ghwyil ɛkwak ɛsa ba sa dem ɔ, étɛp yé bi di bem ba kɔ ɛsu ɛ yii ka likenek?
2a0c1b0106	Pookogwyákeka dáa mɛzɛm di wyee tɔ mɛdhik ɛ: Bɛ ààsa mɛsa. Bɛ ààlat ekaad. Tin, ye goka ɛ́, mɛ lɛɛ bin náá, ye nakoobɛ Salomɔŋ nɛ bɛtɛ nɛ duu, nyɛ nabɛ ɛ́ ààbɛ nɛ mbɛɛ kaad nanyɔ dhaa wat tɔ kɔkɔ mɛzɛm menek.
2a0c1c00cb	Kwyii Zɛɛb di e bet eka e mɛdhik, da djɛmɛn ye ɛ́ nɔŋaa, dikaa tɔ du, gwyaasa nɛ biyɔ! Zɛɛb tok nɛ ghwyil ɛsa deenek dum nɛ nen e? Dáa bi di náá, bi tok nɛ boo ɛmyaal nɛ nɛ ɛ!
2a0c1d0049	Nà dhekeka mɛnyel min étɛp ɛsesaa edee nɛ mɛdii mɛ bi aadɛ ɛ.
2a0c1e0076	Ye ɛ́ bot ɛ bɔs'ak ɛ di pɛɛ Zɛɛb ɔ, di nɛ egwyes e esaala binek. Guka náá, Sɛɛg'en nɛ gu egwyes bin.
2a0c1f004e	Pookosaaka ɛsok Ɛyoŋ ɛ Zɛɛb. Bhii tak, nyɛ waadjɛ bin yii ka lik ɛ.»
2a0c20006d	«Mɔɔ ɛsaa ɛ́ Zɛɛb, nàbem ba, etɛɛ náá, Sɛɛg'en kwyɛl ɛ́, nyɛ needjɛ bin Ɛyoŋ ɛ lɛ.
2a0c2100e9	Bɔmsaka ekum bin. Sa bi aabela ɛ, bi kaa-kaŋ ɛ́ nɛ bɛdjel ɛ bot. Saka mengwyɛ mɛ epata ee di yɛ ààgwyɛ ɛ́. Kwomka ekum bin pɛ dáa Zɛɛb. Penek, bot ɛ djii aanàkwaani, kɛdjii yɛ. Bɛsɛs aanàkwaagɔɔ yɛ.
2a0c22004f	Bi sa deenek etɛɛ náá, e di mot di kwom esa bɛ ɛ, lyemɛ di ɛ́ tak.»
2a0c230030	«Dika nɛ ekaad e mɛsa min, nɛ elambi etuuba.
2a0c240091	Dika dáa bot ɛ mɛsa di bwood kukuma yɔbɔ ɔ, etɛɛ náá, esok nyɛ aabula kɛbeeb moma ɛ, nyɛ diig ɛbɛ ɛ ndjaŋ ɔ, bɛ neeleedii.
2a0c250101	Mɛnyɔ nɛ bot ɛ mɛsa aadi é nyan ɛ mis ɔ, é ghɛŋ kukuma yɔbɔ aatuula ɛ. Tsɛɛtsɛ nɛ tsɛɛtsɛ, mɛ lɛɛ bin ɛ náá: kukuma nyɛ ɛmet ɛ́ waabɔt ekaad e mɛsa mɛ, da bhii tak nyɛ ɛ́ dil bɛ kɔ mesa, da nyɛ ɛ́ djɛ bɛ edee.
2a0c260085	Nyɛ ɛ́ bula kuku ɛgha ɛ pum ɔ, nɛghu kabɛ pum eezeliig ɔ, da nyɛ ɛ́ bela bɛ e mis membek ɔ, mɛnyɔ nɛ nɔɔ ɛbuɛpe!
2a0c2700c1	«Gwakeka sa mɛ di lɛɛ ɛ: Yɛ bɛ náá, nakuma ndjaŋ ɛpedi ɛ́ di é gu ɛwala ɛ pum mot djii aazyɛ, zɛdjii tɔ ndjaŋ'ɛ ɔ, pe nyɛ aanàkwaabet nyɛ, nyɛ zɛni tɔ ndjaŋ'ɛ.
2a0c28006c	Biyɔ pe nyanka mis, etɛɛ náá, Sɛɛŋɛlɛ Mɔn Mot aatuula e ɛwala bi aadi ààbwood nyɛ ɛ́.»
2a0c29007d	Tin, Pyɛɛd eezɛdji nyɛ náá: «Ghɛŋ, wɔ lɛɛ kana yak ɛ́, étɛp bisɔ bɛ ɛmet “ohoo” étɛp bot djas?»
2a0c2a00f1	Wɔ gwaa Ghɛŋ zɛbɔɔza nɛ nɛ náá: «Nwyak mot-mɛsa di sosoob nɛ etsoŋ ee? Beea kukuma ngɔt zokazɛlɛɛ mot-mɛsa mɛ náá, nyɛ baal ndjaŋ'ɛ. Bhii tak, da nyɛ ɛ́ djɛ bɛdhiiti bot ɛ mɛsa yɔbɔ edee e tɛtɛ ɛwala.
2a0c2b005e	Mɛnyɔ nɛ mot-mɛsa menɔk, kukuma ye ɛ́ bula zɛbela nyɛ, nyɛy é sa mɛsa mɛ tak ɔ.
2a0c2c0071	Tsɛɛtsɛ nɛ tsɛɛtsɛ, mɛ lɛɛ bin ɛ, náá: Kukuma ɛ waadjɛ mot-mɛsa menɔk esa bɛ djas, nyɛ baal.
2a0c2d00bd	Mot-mɛsa menɔk ɛ ka ke náá: “Kukuma aanàkwaaleebula.” Bhii tak nyɛ moo duma botom nɛ boa ɛ di sa mɛsa tin ɔ nɛ mɛbin e mɛnyel. Di nyɛ di dɛ edee nɛ kuka yɛ mɛnyok.
2a0c2e00db	Tin, kukuma yɛ aabula ɛ́, e dwoo nɛ ɛwala mot-mɛsa menɔk aadi pel náá, nyɛ aanàkwaazyɛ dwoo tak ɛ. Nyɛ waasɔ mot-mɛsa menɔk, da nyɛ ɛ́ lyaal nyɛ kyet dáa bot ɛ di ààdum koŋ nɛ Zɛɛb ɔ.
2a0c2f007e	«Mot-mɛsa mɛ di gu sa lyem kukuma yɛ di kwyɛl ɔ, da nyɛ ɛ́ kadi ɛ́, ààsa ɔ, nyɛ waabiaa nɛ ghwyɛs ɛbuɛpe.
2a0c300145	Yɛ kabɛ náá, mot di ààgu ɛkwosak ɛ kukuma yɛ di sa esonok binek ɔ, yɛ mɛbin aadi ɛ́, ba bim eghwyɛs. Mot ɛ djɛaa bɛtɛ nɛ esa ɔ, pɛ dáa mot tak yɛ aabaawaabaa ɛ́ ɛbuɛpe; pɛ dáa mot bɛ aakwom daa lɛ ɛbuɛpe ɔ, pɛ daa lɛ, bɛ aabaazowaab ɛ ɛbuɛpe kɛdhaa dhaŋaa bim bɛ nakwom ɛ.»
2a0c310057	«Mɛ nazyɛ, zɛtuub du kɔ bɔs. Mɛ kwyɛl ɛ́ náá, pe du tak kaa di moo tuuba!
2a0c3200b4	Ye goka ɛ́ náá, mɛ duwa kɔkɔ mbi ɛduwa Zɛɛb sis. Mɛ ɛpebwood ɛduwa Zɛɛb tak nɛ lyem pɛ ɛko, lyem'am ɛ́ pɛ ɛko kɛkum dwoo ɛduwa Zɛɛb ɛlenek aazyɛ ɛ́.
2a0c3300a8	«Bi gek ɛ́ náá, mɛ nazyɛ kɔ bɔs ɛ́, étɛp egwyem nɛ ɛgwakel tɔ bot e? Ààbɛ! Mɛ lɛɛ bin ɛ náá: mɛ nazyɛ, zɛbɛk nɛ wa ɛghuub pak bot.
2a0c340087	Kana dwoo pan mos'ak, bot ɛtɛn di tɔ mɛbyel mɛ wat ɔ, waabɛka. Bot ɛlɛl waapek bot ɛbá. Bot ɛbá waawaya nɛ bak bɛlɛl.
2a0c3500ad	Sɛɛg ɛ waabhina mɔn'ɛ; mɔn bhina sɛɛg. Nyɛɛg bhina mɔn'ɛ mɔɔ moma; mɔn mɔɔ moma bhina nyɛɛg. Bhɛɛbel moma bhina nakɔla; nakɔla bhina bhɛɛbel moma.»
2a0c3600c3	Yezu nadi baake nɛ mɛdhuu mɛ bot náá: «Esok bi di baabee eguud é kɛghɛɛ pɛ ɛbil ɛ dwoo ɛ, e di tak wat, bi dyeebake ɛ náá: “Bhi ɛ waanee.” Ye ɛ́ waabataswaala ɛ nee.
2a0c370091	Yɛ ka bɛ, esok bi bee pup ɛpekɛ ghɛɛ pɛ kyɛ bɔs ɛ, bi dyeebake ɛ náá: “Gwyes ɛ waakas mos ɛbuɛpe.” Yɛ aabataswaala deenek.
2a0c3800d0	Bot ɛ mɛdjhaaz pɛ ɛko, bhimis pɛ si, bi ɛ́ nɛ ghwyil ɛsiiza ɛnyɔɛpe endem di kɔ bɔs ɛ, nɛ ekyee e bɔs nɛ gwoo. Ha, étɛp yé bi di ààgu sa ɛwala mena dik'ak, di ekwyɛl ɛlɛɛ ɛ?»
2a0c39005a	«Étɛp yé biyɔ bɛ ɛmet di ààgu ɛpɛ́ɛ náá: “Yak ɛ́ mbɛɛ sonok”?
2a0c3a0168	Yɛ bɛ náá, wɔ ɛpekɛ taŋal bi nɛ mot ɔ, bi nɛ mot tak ɛ́ di ɛdjaad ze wat ɔ, étɛp ɛtɔ́ pɛ baakɛ pɛ́ɛ bin ɔ, sa mɛghaaz bi gwakel e di bi dinaa e ze'enek ɛsok. Deenek wɔ waalu náá, mot bi nɛ nɛ di nɛ tɛp ɔ nàdul wɔ sok bhwoob bɛtetɛp. Bhii tak bɛtetɛp eezɛdjɛ wɔ e mɛmbɔ mɛ esodja, da wɔ ɛ́ mɛtaa e mbok.
2a0c3b0068	Mɛ lɛɛ wɔ náá, wɔ aanàkwaawyis tin, ààtuud sa mot wɔ nabe ɛ, dɔɔ nɛ bɛna-tseetsa.»
2a0d01008a	Eghɛŋ tak, bɛdhiiti bot zokazyɛ, zɛlɛɛ Yezu dáa mɛkoozi Pilat nagó bot ɛ Ghalile esok bɛ nadi djɛ Zɛɛb ebuwa e bɛtit ɛ.
2a0d0200c2	Yezu ɛ́ boobɔɔza nɛ nɔɔ náá: «Bi gek bilak ɛ́ náá, bot ɛ Ghalile binɔk góaa deenek ɛ́, etɛɛ náá, bɛ nadi ɛ́ bot ɛ mesyem, dhaa bot ɛ Ghalile djas e? Ààbɛ!
2a0d030067	Betka, mɛ lɛɛ bin náá: Bi ɛ di ààliig elyem ɔ, biyɔ djas pe ɛ waagwyɛ dáa bot binɔk.
2a0d0400b0	Tin, bot kam nɛ etɛn nɛ bɛlɛl vyɛɛgvyɛɛg ndjaa Silowe nagó, esok ye nabik ɛ, bi ke bilak ɛ náá: Bɛ nadi egu ɛsuk ɛ tɛp dhaa bot ɛ Yeluzalɛm e? Ààbɛ!
2a0d050069	Betka, mɛ lɛɛ bin náá: Bi ɛ di ààliig elyem ɔ, biyɔ djas pe ɛ waagwyɛ dáa bot binɔk.»
2a0d0600ad	Bhii tak Yezu eezɛlii nɛ nɔɔ tɔ kana náá: «Mot ngɔt nadi ɛ́, nɛ le fiigh tɔ pyeeb vin yɛ, nyɛ zokazɛsaa ɛbɔ́k ɛ bhum, nyɛ kadi ɛ́, ààbela sonok.
2a0d0700e8	Nyɛ eezɛke nɛ mot di baal pyeeb vin tak ɔ: “Beea, e moo mos ɛ́, membu melɛl mɛ di zyɛ, zɛsaa ɛbɔ́k ɛ bhum le fiigh'ak. Mɛ ààbela. Tsaala yɛ, etɛɛ náá, yɛ ààgoka nɛ ɛnɔɔ yenek boo di tin gwyes.”
2a0d0800c1	Tin, mot di baal pyeeb vin tak e zɛbɔɔza nɛ nɛ náá: “Ghɛŋ, pookobaabet nyɛ mbu yak. Mɛ waapu guk e mengwoob. Bhii tak da mɛ ɛ́ wa eka nɛ ezeeza, ye needjɛ nyɛ ghwyil ɛsam.
2a0d09006d	Deenek ye ɛ́ nɛ ghwyil ɛwum e mbu di zyɛ yenek. Nyɛ di, ààka wum ɔ, da wɔ ɛ́ ka tsaal yɛ.”»
2a0d0a0053	Dhiiti dwoo saba, Yezu nadi lyo bot mɛkpa ɛ Zɛɛb tɔ ndjaa mendjaala mɛ eYuda.
2a0d0b00b8	Dhiiti mbel moma nadi ɛ́, tɔ ndjaa tak. Kana membu kam nɛ etɛn nɛ elɛl ye nabɛ ɛ́ dhiiti mbee sisim naazenyak nyɛ koŋ. Nyɛ nabɛ ɛ́ ààbɛ nɛ ghwyil ɛsek ɛ koŋɛ.
2a0d0c0083	Dáa Yezu nabee moma tak ɛ, nyɛ eezɛdjóo nyɛ. Bhii tak nyɛ eezɛke nɛ nɛ náá: «Wɔ ɛ́ pɛkel tɔ ɛbɛ́ ɛ lɔ.»
2a0d0d0065	Nyɛ eezɛkɛl mɛmbɔ kɔ lɛ, e di tak wat koŋ eezɛsekel nyɛ. Moma tak moo tin é duwal Zɛɛb.
2a0d0e011b	Tin, ye nabɛ ɛ́ kukuma ndjaa mendjaala mɛ eYuda naadyeebakpaa lyem dum nɛ dáa Yezu natsik mot dwoo saba ɛ. Kukuma tak ɛ́ booke nɛ ɛdhuu ɛ bot náá: «Bot ɛ́ nɛ mɛlu mɛtɛn nɛ wat bot di sa mɛsa ɛ. Dhaaka zɛtsikaa ɛ́, e mɛlu menek, ààkabɛ dwoo saba.»
2a0d0f00c3	Ghɛŋ zokazɛbɔɔza nɛ nɛ náá: «Bi ɛ́ bot ɛ mɛdjhaaz pɛ ɛko, bhimis pɛ si. Dwoo saba mot nɛ mot aadi etii ngɔmbɛ nɛghu an yɛ étɛp ɛkɛdjɛ bɛ edee nɛ mɛdii, etsal é?
2a0d1000c0	Moma yak ɛ́ ngɔt tɔ bɛdha ɛ Abalaam. Tin, kabela náá, Satan naazelookɔl nyɛ. Nyɛ moo mos ɛ́ nɛ membu kam nɛ etɛn nɛ elɛl. Yɛ ààgoka náá, nyɛ tsikaa e dwoo saba?»
2a0d1100be	Bɔɔza Yezu nabɔɔza deenek ɛ, ye nasa mot ɛ nadi bhina nyɛ ɔ, boo sen. Yɛ kabɛ mɛdhuu mɛ bot djas nadi tinaak ɔ, bɔɔ bɛ naadyeebamyaala nɛ esesɛɛ e duu djas nasɛɛ tin ɛ.
2a0d120069	Yezu eebaazɛke náá: «Ɛyoŋ ɛ Zɛɛb ko kɔa nɛ yak mbi sa? Mɛ goka nɛ ɛgek yɛ nɛ yaa sonok?
2a0d1300ca	Ɛyoŋ ɛ Zɛɛb ɛ́ dáa bhek na sikɛ-sikɛ di ee djóoaa mutaad ɛ. É sok mot di nɔɔ yɛ kɛbɛ yɛ tɔ bok ɛ, tin, bhek ɛpekwyil, wyee zyɛ boo le, enen lóo mɛk mɔɔ kɔ elɛɛ e tak.»
2a0d140055	Yezu zokabaazɛke nɛ nɔɔ náá: «Mɛ koogek bin Ɛyoŋ ɛ Zɛɛb nɛ yak sonok?
2a0d1500b0	Ɛyoŋ ɛ Zɛɛb nɔŋel ɛ́ nɛ met moma di wa tɔ boo ɛdham ɛ tsim nyɛ di pul étɛp nyɛ neesa mapa nɛ yɛ. Ba ɛwala bhii tak, tsim'enek djas aadi ɛ́, eezeghamta.»
2a0d160062	Yezu nadi é dhaa eghaada nɛ kɔ mɛl é lyo bot mɛkpa ɛ Zɛɛb, nyɛ eetɔ́ pɛ Yeluzalɛm.
2a0d17006b	Dhiiti mot eezɛdji nyɛ náá: «Ghɛŋ, Zɛɛb aazo tsik ɛ́ ba bim bot ee?» Yezu zɛbɔɔza náá:
2a0d1800b4	«Lyelka ghwyil étɛp bi neeni tɔ ɛbɛ ɛ ndjaa na maad-maad, etɛɛ náá, mɛ lɛɛ bin ɛ́ tsɛɛtsɛ náá, bot ɛbuɛpe ɛ waagek ɛni penek, bɛ aanàkwaakwak ɛni.
2a0d19010b	Esok kukuma ndjaa aawyɛl ɛ, nyɛ waakɔl ɛbɛ ɛ ndjaa nɛ ɛngoŋ. Tin, biyɔ, bi ɛ waalik pɛ kel. Bhii tak, bi ɛ waazuk e diig ɛbɛ ɛ ndjaa, é ke náá: “Ghɛŋ! Diia bis ndjaa!” Nyɛ ka bɔɔza nɛ nen ɛ náá: “Mɛ ààgu, pɛ bi dus ɛ!”
2a0d1a0088	Deenek bi aaka bɔɔza nɛ nɛ náá: “Mena naadɛka edee nɛ mɛdii e di wat. Wɔ nadi lyo mɛkpa ɛ Zɛɛb e egba e ghaada yis.”
2a0d1b007b	Nyɛ aabaazoke nɛ nɔɔ náá: “Mɛ ààgu pɛ bi dus ɛ. Duska e mis mam, biyɔ djas, bot ɛ di sa embee esa ɔ.”
2a0d1c00e7	Ye ɛ́ deenek ɛ bi aadje mɛgwyɛ, nɛ ɛkwaal ɛ mɛtsok, etɛɛ náá, bi ɛ waabee Abalaam, Izak, Zakɔɔb, zɛnɔɔ bɛngoolel ɛ mɛkpa ɛ Zɛɛb penek tɔ Ɛyoŋ ɛ Zɛɛb. Yɛ kabɛ biyɔ ɔ, bi aadi ɛ́ mwasaa pɛ kel.
2a0d1d0097	Bot ɛ waadus pɛ ɛdjem ɛ dwoo nɛ pɛ ɛbil ɛ dwoo, bɛdhiiti dus pɛ kyɛ bɔs nɛ ɛko ɛ bɔs. Bɛ waazɛdisi kɔ mesa wat tɔ Ɛyoŋ ɛ Zɛɛb.
2a0d1e00a0	Tin, guka náá, bɛtɛ nɛ bot ɛ di mos pɛ lɔɔg ɛbhis ɔ, bɛ aaswaala bot ɛ lɔɔg ɛsok, bot ɛ di mos e lɔɔg ɛsok ɔ bɛ aakaswaala bot ɛbhis.»
2a0d1f00a9	Edi tak wat, bɛdhiiti eFalizyɛ eezɛzyɛ, zɛlɛɛ nyɛ náá: «Dusa kɔ dɛl ɛ les. Tɔ́a pɛ kyee sis, etɛɛ náá, mɛkoozi Elood ɛpesaa nyɛ neezuk wɔ.»
2a0d2000be	Yezu eezɛbɔɔza nɛ nɔɔ náá: «Tɔ́ka, kɛlɛɛ bɛbhɛk binɔk náá: “Mɛ ɛpesɔ mɛlyeeb, mɛ ɛpetsik membel dwoo mos nɛ djɛmɛn. Bɛɛgɛl ɛ́ mɛ aasilal mɛsa mam.”
2a0d2100a3	Ye goka ɛ́ náá, mɛ kɛmos, djɛmɛn nɛ bɛɛgɛl, etɛɛ náá, yɛ àànyɔ náá, ngoolel-mɛkpa ɛ Zɛɛb gwyɛ ɛtsetaɛpe nɛ ghaada Yeluzalɛm.
2a0d220114	«Yeluzalɛm! Yeluzalɛm! Wɔy mot di gó bɛngoolel ɛ mɛkpa ɛ Zɛɛb ɔ, wɔy mot di gó bot ɛ Zɛɛb di dhis wɔ bak, nɛ mɛkok ɔ. E sok edhen mɛ di kwyɛl ɛsɛɛg bot ɛ di kɔ dɛl ɛ lɔ dáa nabwa-kuu di sɛɛg bɔɔ bɛ si mɛbhap mɛ ɛ, biyɔ ààkwyɛl!
2a0d2300ee	Deenek, gua náá, ndjaŋ'en ɛ waalik wum! Nɛ tsɛɛtsɛ, mɛ lɛɛ bin ɛ náá: Bi aanàkabaabee mɛ, kana dwoo pan mos'ak, kɛyaka nɛ dwoo bi aake ɛ náá: “Zɛɛb sɛɛ mɛtel mɛ kɔ mot aazyɛ nɛ din ɛ Ghɛŋ ɔ!”»
2a0e01009f	Dhiiti dwoo saba Yezu zokazɛtɔ́ pɛ dáa dhiiti kukuma eFalizyɛ ngɔt étɛp ɛkɛdɛ. Bot ɛ nadi é di tak moo tin «dhuuu» nɛ mis é nyel ɛ Yezu.
2a0e02005e	Dhiiti mot eezɛtyaa tetel sok bhwoob'ɛ, mot tak nabɛ ɛ́, nyɛ eezebeyal nyel nɛ ɛbɛ́.
2a0e03008b	É di'enek, Yezu zɛke nɛ bɛlyoel ɛ etsi e Zɛɛb nɛ eFalizyɛ náá: «Etsi bina nɛdjɛ mena ze étɛp ɛtsik ɛ bot dwoo saba?»
2a0e040089	Bɛ moo tin «gwyem», ààbɔɔza. Bhii tak, Yezu eezɛmɛt mot ɛbɛ́ ɛlenɔk, nyɛ eezɛtsik nyɛ, bhii tak, nyɛ eezɛswaal nyɛ.
2a0e0500c0	Nyɛ eezɛke nɛ nɔɔ náá: «Yɛ bɛ náá, ngɔt pak'en ɛ́ nɛ mɔn'ɛ, nɛghu ngɔmbɛ yɛ ges ɛ tɔ guk ɔ, nyɛ aanàkwaaleekɛ wyisal nyɛ kaab, ye nàkwyii zo di dwoo saba?»
2a0e06003f	Bɛ nabɛ ɛ́, ààbɛ nɛ ɛkpa ɛbɔɔza nɛ nɛ kiya tak.
2a0e07009b	Yezu eezɛbee dáa bot ɛ nadjóoaa ɔ, nadi esaa ɛ́, ɛdisi kɔ mɛbhóó mɛ di pɛ sok ɛ. Deenek nyɛ ɛ́ boozɛlɛɛ kana yak étɛp bot djas:
2a0e0800b6	«Mot ɛ djóo wɔ e ɛbyoŋ ɛ ɛbá ɔ, sa wɔ ààsuu ɛdi kɔ mɛbhóó mɛ di pɛ sok ɛ, e kaab náá: nɛghu ye nabɛ ɛ́, bɛ eedjóo dhiiti dhil mot, dhaa wɔy ɔ.
2a0e0900a7	E kaab náá, mot djóo biyɔ bɛbá ɔ, ɛzɛkɛke nɛ nɔ náá: “Djɛa nyɛ di'ak.” Tin, sen-ɛ-sen, wɔ moo tin é sik, kɛsaa ɛkɛdisi kɔ boo ɛbhis.
2a0e0a0137	E nyɔ ɛ́ náá, wɔ ɛ́ djóoaa e ɛbyoŋ ɔ, wɔ goka ɛ́ nɛ ɛdi ɛ́, kɔ boo di pɛ bhis ɛ, etɛɛ náá, esok nakuma ɛbyoŋ aatuula ɛ, nyɛ waake nɛ nɔ náá: “Sɔam, wyɛla, dha zɛdisi kɔ boo di pɛ sok ɛ.” Deenek ɛ waabela duu e mis mɛ bot ɛ bi nɛ bɛ nɔɔ aadi kɔ mesa ɔ.
2a0e0b008b	Mot ɛ di ekwyɛl ɛghɛɛ nyel nɛ ɛbet ɔɔ, nyɛ waasilaa, mot ɛ di esil nyel, nyɛ ɛ́ di ààbɛ nɛ ɛbet ɔɔ, nyɛ waabenaa.»
2a0e0c0162	Tin, Yezu eezɛke nɛ mot nadjóo nyɛ ɔ náá: «Wɔ ɛ́ di edjɛ bot edee é mwos, nɛghu yii bikoko ɔ, sa wɔ ààdjóo bɔɔ bɛsɔ bɔ, bɔn nyoog, bot ɛ mɛbyel mɔ, bɛkuma ɛ bot bi nɛ bɛ nɔɔ di di e di wat ɔ, e kaab náá, bɛ ɛzɛkɛdjóo wɔ dhiiti dwoo. Tin, e kaab bɛ ɛzɛkɛbhulal yii wɔy nanyɛl ɛdjóo bɛ sok ɛ.
2a0e0d0077	E nyɔ ɛ́, wɔ djóo ɛbyoŋ ɔ, wɔ goka nɛ ɛdjóo ɛ́, bɛdjel ɛ bot, bɛna-etiyoŋ, eboka, nɛ bɛ na edhim.
2a0e0e009d	Mɛnyɔ nɛ nɔ e di'enek, etɛɛ náá, bɛ tok nɛ ghwyil ɛbulal wɔ yɛ ɛ. Zɛɛb ɛ́ waabulal wɔ yɛ é ghɛŋ bot ɛ epiki aagom tɔ ɛsyee ɛ.»
2a0e0f00a9	Bhis bɛ nazegwak etɛp binek djas ɛ, mot ngɔt pak bot ɛ nadi é dɛ bɛ nɛ Yezu kɔ mesa ɔ zokake náá: «Mɛnyɔ nɛ mot aadɛ edee tɔ Ɛyoŋ ɛ Zɛɛb ɔ!»
2a0e100060	Yezu eezɛlɛɛ nyɛ kana yak: «Dhiiti mot naazɛdjóo ɛbyoŋ. Nyɛ eezɛdjóo bot ɛbuɛpe.
2a0e1100ab	Esok ɛwala ɛdɛ edee nadjala ɛ, nyɛ eezɛlwom mot-mɛsa mɛ, nyɛ kɛ ɛdjóo bot, mot-mɛsa eezɛke nɛ nɔɔ náá: “Dha dɛka, etɛɛ náá, edee eezebee.”
2a0e1200f3	«Tin, é ɛwala nakoobela étɛp dek ɛ, bot ɛ nadjóoaa ɔ, moo tin, mot nɛ mot é djɛ yɛ gham ɛpeeba. Mot ɛsok eezɛke nɛ mot-mɛsa náá: “Mɛ eebɔm pyeeb na bes. E goka, mɛ tɔ́, kɛ ɛbee yɛ. Pela mɛ, mɔn nyɛɛg.”
2a0e13009f	Nwyak mot náá: “Ye nabɛ ɛ́, mɛ eebɔm engɔmbɛ kam: Edjas e tɛn, nɛ eswooz e tɛn. Mɛ pookokɛgwyaala mɛghwyil mɔɔ. Pela mɛ, mɔn nyɛɛg.”
2a0e140081	Nwyak tak zɛzyɛ yɛ. Nyɛy náá: “Mɛ aloo nɛ beeb ghɔɔdam. Étɛp tak ɛ́ di náá, mɛ tok nɛ ghwyil ɛtɔ́.”
2a0e150151	Mot mɛsa menɔk eezɛsik pɛ dáa kukuma yɛ, kɛlɛɛ nyɛ dáa bot binɔk djas lɛɛ ɛ. Nakuma ndjaŋ eezɛkpaa lyem ɛlyelɛpe. Nyɛ ɛ́ booke nɛ mot-mɛsa mɛ náá: “Lela, Tɔ́a kɔ mɛbɛsɛɛ mɛ dɛl nɛ kɔ egba. Tɔ́a, kɛdjóo bɛdjel ɛ bot, eboka e bot, bɛ na edjam, nɛ bɛ na edhim. Dha mɛ nɛ nɔɔ wak.”
2a0e16009c	Bhii tak, mot-mɛsa eezɛlɛɛ nɛ kukuma yɛ náá: “Ghɛŋ, sa wɔ lwom náá, mɛ sa ɛ, eezesael. Ka bela ɛ náá, e di dinaa tak tɔ ndjaa.”
2a0e1700d9	Tin, kukuma eezɛke nɛ mot-mɛsa mɛ náá: “Tɔ́a egba nɛ egba, nɛ kɔ bɔɔ mɛl pɛ ze epyeeb. Mot nɛ mot wɔ aaboma nɛ nɛ ɔ, besela nyɛ, nyɛ zyɛ. Etɛɛ náá, mɛ kwyɛl ɛ́, ndjaŋ'am lwood.”
2a0e18007d	Nɛ tsɛɛtsɛ mɛ lɛɛ bin ɛ náá: “Tɔ bot djas mɛ nadjóo sok ɔ, e tok nɛ mot aadɛ edee e ɛbyoŋ ɛ lam!”»
2a0e190073	Zukamwaa nɛ mot nadi ekɛ lɔɔg wat bɛ nɛ Yezu. Yezu zokazɛliig mis. Bhii tak, nyɛ eezɛke nɛ nɔɔ náá:
2a0e1a00df	«Mot ɛ kwyɛl ɛdu mɛ ɔ, ye goka ɛ́ nyɛ byen sɛɛg nɛ nyɛɛg, myɛl nɛ bɔn, bɔn nyɛɛg nɛ bɛkɛl. Nyɛ goka ɛ́ nɛ ɛbyen-byenaa tsik'ɛ ɛmet. Yɛ di ààdi deenek ɔ, nyɛ aanàkwaakwak ɛdi djekelam.
2a0e1b0068	Mot ɛ di ààbɛp mɛlaaba mɛ, da bhii tak nyɛ ɛ́ du mɛ ɔ, yenɔk tok nɛ ghwyil ɛdi djekelam.
2a0e1c00bb	Mot ngɔt pak'en ɛ kwyɛl ɛsum boo ndjaa na vyɛɛgvyɛɛg ɔ, ye goka ɛ́ nyɛ pookodisi, étɛp ɛval nɛghu mɛtaŋ mɛ nyɛ goka nɛ ɛwyisal étɛp ɛsum ndjaa tak ɛ, waadjala.
2a0e1d0079	E kaab náá, nyɛ ɛ́ zɛkɛkan mɛsa, da nyɛ ɛ́ sik e ze. Tin, ekpaa-goŋ ɛ bee deenek ɔ, bɛ ɛzɛkɛgɔ nyɛ.
2a0e1e0063	Bot neekeke náá: “Mot tak eekan ɛsum ndjaa ɛnyɔɛpe. Nyɛ ààpakakwak ɛsilal zumal.”
