0100000006	Genezo
06060f00bc	En la sepa tago ili leviĝis frue, kiam montriĝis la matena ĉielruĝo, kaj ili ĉirkaŭiris la urbon en la sama maniero sep fojojn; en tiu sola tago ili ĉirkaŭiris la urbon sep fojojn.
060610008f	Kaj ĉe la sepa fojo, kiam la pastroj trumpetis per la trumpetoj, Josuo diris al la popolo: Ekkriu, ĉar la Eternulo transdonis al vi la urbon.
06061100d0	Kaj la urbo estu sub anatemo de la Eternulo, ĝi kaj ĉio, kio estas en ĝi; nur la malĉastistino Raĥab restu viva, ŝi kaj ĉiu, kiu estas kun ŝi en la domo; ĉar ŝi kaŝis la senditojn, kiujn ni sendis.
06061200bd	Sed vi gardu vin kontraŭ la anatemitaĵo, por ke vi ne anatemiĝu, se vi prenos ion el la anatemitaĵo, kaj por ke vi ne faligu anatemon sur la tendaron de Izrael kaj ne malfeliĉigu ĝin.
060613008b	Kaj la tuta arĝento kaj oro, kaj ĉiuj vazoj kupraj kaj feraj, estu sanktigitaj al la Eternulo; en la trezorejon de la Eternulo ili venos.
0606140101	Kaj la popolo ekkriis, kaj oni ektrumpetis per trumpetoj. Kaj kiam la popolo ekaŭdis la sonadon de la trumpeto, la popolo ekkriis per laŭta voĉo; kaj la muro falis malsupren, kaj la popolo eniris en la urbon, ĉiu rekte antaŭen, kaj ili prenis la urbon.
060615008a	Kaj ili ekstermis per glavo ĉion, kio estis en la urbo, la virojn kaj virinojn, junulojn kaj maljunulojn, bovojn kaj ŝafojn kaj azenojn.
06061600bd	Kaj al la du viroj, kiuj esplorrigardis la landon, Josuo diris: Iru en la domon de la malĉastistino, kaj elkonduku el tie la virinon, kaj ĉiujn, kiuj estas ĉe ŝi, kiel vi ĵuris al ŝi.
06061700ef	Kaj la junuloj esplorrigardintoj iris, kaj elkondukis Raĥabon kaj ŝian patron kaj ŝian patrinon kaj ŝiajn fratojn, kaj ĉiujn, kiuj estis ĉe ŝi, kaj ŝian tutan familion ili elkondukis, kaj starigis ilin ekster la tendaron de Izrael.
06061800b5	Kaj la urbon oni forbruligis per fajro, kaj ĉion, kio estis en ĝi; nur la arĝenton kaj oron kaj la kuprajn kaj ferajn vazojn oni donis en la trezorejon de la domo de la Eternulo.
06061900e0	Kaj la malĉastistinon Raĥab, kaj la domon de ŝia patro, kaj ĉiujn, kiuj estis kun ŝi, Josuo lasis vivaj, kaj ŝi restis inter Izrael ĝis nun; ĉar ŝi kaŝis la senditojn, kiujn Josuo sendis por esplorrigardi Jeriĥon.
06061a00eb	Kaj en tiu tempo Josuo faris ĵuron, dirante: Malbenita antaŭ la Eternulo estu tiu viro, kiu restarigos kaj konstruos ĉi tiun urbon Jeriĥo. Sur sia unuenaskito li ĝin fondos, kaj sur sia plej juna filo li starigos ĝiajn pordegojn.
06061b0044	Kaj la Eternulo estis kun Josuo, kaj li estis fama sur la tuta tero.
06070100d1	Sed la Izraelidoj pekis kontraŭ la anatemo: Aĥan, filo de Karmi, filo de Zabdi, filo de Zeraĥ, el la tribo de Jehuda, prenis el la anatemitaĵo, kaj la kolero de la Eternulo ekflamis kontraŭ la Izraelidoj.
06070200bb	Kaj Josuo sendis virojn el Jeriĥo al Aj, kiu estis apud Bet-Aven, oriente de Bet-El, kaj li diris al ili jene: Iru kaj esplorrigardu la landon. Kaj la viroj iris kaj esplorrigardis Ajon.
06070300b7	Kaj ili revenis al Josuo, kaj diris al li: Ne iru la tuta popolo, nur du mil aŭ tri mil viroj iru kaj venkobatu Ajon; ne lacigu tien la tutan popolon, ĉar ili estas malgrandnombraj.
0607040061	Kaj iris tien el la popolo ĉirkaŭ tri mil viroj; sed ili forkuris de antaŭ la loĝantoj de Aj.
06070500da	Kaj la loĝantoj de Aj mortigis el ili tridek ses homojn, kaj persekutis ilin de la pordego ĝis Ŝebarim, kaj venkobatis ilin sur la deklivo de la monto; kaj malkuraĝiĝis la koro de la popolo kaj fariĝis kiel akvo.
06070600c8	Tiam Josuo disŝiris siajn vestojn, kaj ĵetis sin vizaĝaltere antaŭ la keston de la Eternulo, restante tiel ĝis la vespero, li kaj la plejaĝuloj de Izrael; kaj ili ŝutis polvon sur siajn kapojn.
06070700cf	Kaj Josuo diris: Ho, mia Sinjoro, Eternulo, kial Vi transirigis ĉi tiun popolon trans Jordanon, por transdoni nin en la manon de la Amoridoj, por pereigi nin? ho, kial ni ne restis sur tiu flanko de Jordan?
060708005b	Ho, mia Sinjoro! kion mi povas diri, post kiam Izrael turnis sian dorson al siaj malamikoj?
060709009d	Kiam aŭdos la Kanaanidoj kaj ĉiuj loĝantoj de la lando, ili ĉirkaŭos nin kaj ekstermos nian nomon de sur la tero; kaj kion Vi faros por Via granda nomo?
06070a004d	Tiam la Eternulo diris al Josuo: Leviĝu! por kio vi ĵetis vin vizaĝaltere?
06070b00a8	Izrael pekis, kaj ili agis kontraŭ Mia interligo, kiun Mi donis al ili, kaj ili prenis el la anatemitaĵo, kaj ŝtelis, kaj mensoge neis, kaj metis inter siajn vazojn.
06070c00cc	Tial la Izraelidoj ne povos rezisti antaŭ siaj malamikoj, sian dorson ili turnos al siaj malamikoj, ĉar ili falis sub anatemon; Mi ne estos plu kun vi, se vi ne malaperigos la anatemitaĵon el inter vi.
06070d00eb	Leviĝu, sanktigu la popolon, kaj diru: Sanktigu vin por morgaŭ; ĉar tiel diris la Eternulo, Dio de Izrael: Anatemitaĵo estas inter vi, Izrael; vi ne povos rezisti antaŭ viaj malamikoj, ĝis vi forigos la anatemitaĵon el inter vi.
06070e00e9	Kaj vi aliros matene laŭ viaj triboj; kaj la tribo, kiun montros la Eternulo, aliros laŭ la familioj; kaj la familio, kiun montros la Eternulo, aliros laŭ la domoj; kaj la domo, kiun montros la Eternulo, aliros laŭ apartaj homoj.
06070f00c8	Kaj tiun, ĉe kiu montriĝos la anatemitaĵo, oni forbruligu per fajro, lin kaj ĉion, kio apartenas al li; ĉar li agis kontraŭ la interligo de la Eternulo, kaj ĉar li faris malnoblaĵon en Izrael.
0607100074	Kaj Josuo leviĝis frue matene, kaj alirigis Izraelon laŭ liaj triboj; kaj la montro falis sur la tribon de Jehuda.
06071100bb	Kaj li alirigis la tribon de Jehuda, kaj la montro falis sur la familion de la Zeraĥidoj; kaj li alirigis la familion de la Zeraĥidoj laŭ apartaj homoj, kaj la montro falis sur Zabdin.
0607120095	Kaj li alirigis lian domon laŭ apartaj homoj, kaj la montro falis sur Aĥanon, filon de Karmi, filo de Zabdi, filo de Zeraĥ, el la tribo de Jehuda.
060713009b	Tiam Josuo diris al Aĥan: Mia filo! donu gloron al la Eternulo, Dio de Izrael, kaj faru al Li konfeson, kaj diru al mi, kion vi faris; ne kaŝu antaŭ mi.
060714007a	Kaj Aĥan respondis al Josuo, kaj diris: Efektive, mi pekis antaŭ la Eternulo, Dio de Izrael, kaj tiel kaj tiel mi faris.
0607150116	Mi vidis inter la militakiraĵo belan Ŝinaran mantelon, kaj ducent siklojn da arĝento, kaj unu stangeton da oro, havantan la pezon de kvindek sikloj, kaj mi ekdeziris ilin kaj prenis ilin; kaj nun ili estas kaŝitaj en la tero meze de mia tendo, kaj la arĝento estas sub tio.
0607160088	Kaj Josuo sendis senditojn, kaj ili kuris en la tendon; kaj montriĝis, ke tio estas kaŝita en lia tendo kaj la arĝento estas sub tio.
060717007c	Kaj ili prenis tion el meze de la tendo, kaj alportis al Josuo kaj al ĉiuj Izraelidoj, kaj elmetis tion antaŭ la Eternulo.
060718012f	Kaj Josuo kune kun la tuta Izrael prenis Aĥanon, filon de Zeraĥ, kaj la arĝenton kaj la mantelon kaj la stangeton da oro, kaj liajn filojn kaj liajn filinojn, kaj liajn bovojn kaj liajn azenojn kaj liajn ŝafojn, kaj lian tendon, kaj ĉion, kio apartenis al li, kaj elkondukis ilin en la valon Aĥor.
06071900cc	Kaj Josuo diris: Pro tio, ke vi malĝojigis nin, la Eternulo malĝojigos vin en ĉi tiu tago. Kaj la tuta Izrael mortigis lin per ŝtonoj; kaj oni forbruligis ilin per fajro, kaj ĵetis sur ilin ŝtonojn.
06071a00b4	Kaj oni amasigis super li grandan amason da ŝtonoj, kiu restis ĝis hodiaŭ. Kaj malaperis la flama kolero de la Eternulo. Pro tio tiu loko havas la nomon valo Aĥor ĝis hodiaŭ.
06080100df	Kaj la Eternulo diris al Josuo: Ne timu, kaj ne estu malkuraĝa; prenu kun vi ĉiujn militistojn, kaj leviĝu kaj iru al Aj; vidu, Mi transdonis en vian manon la reĝon de Aj kaj lian popolon kaj lian urbon kaj lian landon.
06080200b1	Kaj agu kun Aj kaj kun ĝia reĝo, kiel vi agis kun Jeriĥo kaj kun ĝia reĝo; nur ilian militakiraĵon kaj iliajn brutojn vi povas rabi por vi. Faru insidon malantaŭ la urbo.
0608030087	Kaj leviĝis Josuo kaj ĉiuj militistoj, por iri al Aj; kaj Josuo elektis tridek mil homojn, bonajn militistojn, kaj sendis ilin nokte,
060804008c	kaj ordonis al ili, dirante: Vidu, vi faros insidon ĉe la urbo, malantaŭ la urbo; ne tro malproksimiĝu de la urbo, kaj estu ĉiuj pretaj.
060805008c	Kaj mi, kaj la tuta popolo, kiu estas kun mi, alproksimiĝos al la urbo. Kaj kiam ili eliros kontraŭ nin, kiel antaŭe, ni forkuros de ili.
060806007f	Kaj ili eliros post ni, ĝis ni ellogos ilin el la urbo; ĉar ili diros: Ili forkuras de ni, kiel antaŭe. Kaj ni kuros de ili.
060807006c	Tiam vi leviĝu el la insido kaj ekposedu la urbon; kaj la Eternulo, via Dio, transdonos ĝin en vian manon.
0608080079	Kaj kiam vi okupos la urbon, ekbruligu la urbon per fajro; faru laŭ la diro de la Eternulo. Vidu, mi tion ordonas al vi.
0608090098	Kaj Josuo sendis ilin, kaj ili iris en insidejon, kaj ili eksidis inter Bet-El kaj Aj, okcidente de Aj. Kaj Josuo pasigis tiun nokton meze de la popolo.
06080a007a	Kaj Josuo leviĝis frue matene, kaj ordigis la popolon, kaj ekiris li kaj la plejaĝuloj de Izrael antaŭ la popolo al Aj.
06080b00a6	Kaj ĉiuj militistoj, kiuj estis kun li, iris, kaj alproksimiĝis, kaj venis antaŭ la urbon, kaj starigis sian tendaron norde de Aj; kaj inter ili kaj Aj estis valo.
06080c0066	Kaj li prenis ĉirkaŭ kvin mil homojn, kaj aranĝis ilin inside inter Bet-El kaj Aj, okcidente de Aj.
06080d00ae	Kaj la popolo starigis la tutan tendaron, kiu estis norde de la urbo, tiel, ke ĝia fina parto estis okcidente de la urbo. Kaj Josuo iris en tiu nokto en la mezon de la valo.
06080e00ef	Kiam la reĝo de Aj tion ekvidis, tiam la loĝantoj de la urbo rapide leviĝis kaj eliris kontraŭ Izraelon milite, li kaj lia tuta popolo, sur difinitan lokon antaŭ la valo. Kaj li ne sciis, ke estas kontraŭ li insido malantaŭ la urbo.
06080f0068	Kaj Josuo kaj la tuta Izrael ŝajnigis sin venkobatitaj de ili, kaj ekkuris en la direkto al la dezerto.
060810008c	Kaj ili per krio vokis la tutan popolon, kiu estis en la urbo, por persekuti ilin; kaj ili postkuris Josuon, kaj malproksimiĝis de la urbo.
060811007f	Kaj en Aj kaj en Bet-El restis neniu homo, kiu ne kuris post Izrael. Kaj ili lasis la urbon malfermita, kaj postkuris Izraelon.
06081200c5	Kaj la Eternulo diris al Josuo: Etendu la lancon, kiu estas en via mano, kontraŭ Ajon; ĉar en vian manon Mi ĝin transdonos. Kaj Josuo etendis la lancon, kiu estis en lia mano, kontraŭ la urbon.
06081300ab	Kaj la insidanoj rapide leviĝis de sia loko, kaj ekkuris, kiam li etendis sian manon, kaj ili venis en la urbon kaj okupis ĝin, kaj rapide ekbruligis la urbon per fajro.
06081400f5	Kaj la loĝantoj de Aj ekrigardis malantaŭen, kaj vidis, ke fumo de la urbo iras al la ĉielo. Kaj ili ne havis lokon, kien forkuri — nek tien nek ĉi tien; kaj la popolo, kiu estis kurinta al la dezerto, turniĝis kontraŭ la persekutantojn.
060815009a	Kaj kiam Josuo kaj la tuta Izrael ekvidis, ke la insidanoj okupis la urbon kaj ke leviĝas fumo de la urbo, ili turniĝis kaj ekbatis la loĝantojn de Aj.
06081600e5	Kaj tiuj el la urbo eliris renkonte al ili, kaj ili troviĝis en la mezo inter la Izraelidoj, el kiuj unuj estis sur unu flanko kaj aliaj sur la dua flanko, kaj ili batis ilin tiel, ke neniu el ili restis kaj neniu povis forkuri.
0608170042	Kaj la reĝon de Aj oni kaptis vivan, kaj alkondukis lin al Josuo.
06081800e7	Kaj kiam Izrael mortigis ĉiujn loĝantojn de Aj sur la kampo, en la dezerto, kien tiuj ilin postkuris, kaj ĉiuj falis de glavo ĝis plena ekstermiĝo, tiam ĉiuj Izraelidoj reiris en la urbon Aj kaj mortigis tie ĉiujn per glavo.
0608190068	Kaj la nombro de ĉiuj falintoj en tiu tago, viroj kaj virinoj, estis dek du mil, ĉiuj loĝantoj de Aj.
06081a006c	Kaj Josuo ne retiris sian manon, kiun li etendis kun la lanco, ĝis estis ekstermitaj ĉiuj loĝantoj de Aj.
06081b0082	Nur la brutojn kaj la militakiraĵon de tiu urbo la Izraelidoj rabis al si, laŭ la diro de la Eternulo, kiun Li ordonis al Josuo.
06081c0058	Kaj Josuo forbruligis la urbon Aj, kaj faris ĝin eterna ruino, dezertaĵo ĝis hodiaŭ.
06081d0116	Kaj la reĝon de Aj li pendigis sur arbo, kie li restis ĝis la vespero; kaj kiam la suno subiris, Josuo ordonis, kaj oni deprenis lian kadavron de la arbo, kaj ĵetis ĝin antaŭ la pordegon de la urbo, kaj amasigis super ĝi grandan amason da ŝtonoj, kiu restis ĝis hodiaŭ.
06081e004d	Tiam Josuo konstruis sur la monto Ebal altaron al la Eternulo, Dio de Izrael,
06081f00ff	kiel ordonis Moseo, servanto de la Eternulo, al la Izraelidoj, kiel estas skribite en la libro de instruo de Moseo, altaron el ŝtonoj nehakitaj, sur kiujn oni ne levis feron. Kaj oni alportis sur ĝi bruloferojn al la Eternulo, kaj oni buĉis pacoferojn.
0608200066	Kaj li skribis tie sur la ŝtonoj kopion de la instruo de Moseo, kiun li skribis antaŭ la Izraelidoj.
0608210188	Kaj la tuta Izrael kaj liaj plejaĝuloj kaj oficistoj kaj liaj juĝistoj staris ĉe ambaŭ flankoj de la kesto, kontraŭ la pastroj Levidoj, kiuj portis la keston de interligo de la Eternulo, kiel la fremduloj, tiel ankaŭ la indiĝenoj; duono staris kontraŭ la monto Gerizim, kaj la dua duono kontraŭ la monto Ebal, kiel ordonis antaŭe Moseo, servanto de la Eternulo, por beni la popolon.
0608220091	Kaj poste li laŭte legis ĉiujn vortojn de la instruo, la benon kaj la malbenon, konforme al ĉio, kio estas skribita en la libro de la instruo.
06082300b6	El ĉio, kion ordonis Moseo, ne estis eĉ unu vorto, kiun ne antaŭlegis Josuo antaŭ la tuta komunumo de Izrael, kaj antaŭ la virinoj, infanoj, kaj fremduloj, kiuj estis inter ili.
06090100e8	Kaj kiam aŭdis ĉiuj reĝoj, kiuj loĝis trans Jordan, sur la monto kaj en la valo, kaj sur la tuta bordo de la Granda Maro kontraŭ Lebanon, la Ĥetidoj, kaj la Amoridoj, la Kanaanidoj, la Perizidoj, la Ĥividoj, kaj la Jebusidoj,
060902004d	ili kolektiĝis kune, por militi unuanime kontraŭ Josuo kaj kontraŭ Izrael.
0609030049	Kaj la loĝantoj de Gibeon aŭdis, kion faris Josuo al Jeriĥo kaj al Aj,
06090400a9	kaj ili ankaŭ faris ruzaĵon: ili iris kaj provizis sin per manĝaĵoj, kaj metis malnovajn sakojn sur siajn azenojn kaj malnovajn disŝiritajn kaj flikitajn vinsakojn;
060905008e	kaj ŝuoj malnovaj kaj flikitaj estis sur iliaj piedoj, kaj vestoj malnovaj estis sur ili, kaj ilia tuta pano estis malfreŝa kaj ŝimiĝinta.
0609060091	Kaj ili iris al Josuo en la tendaron ĉe Gilgal, kaj diris al li kaj al la tuta Izrael: El lando malproksima ni venis; faru do kun ni interligon.
060907006c	Kaj la Izraelidoj diris al la Ĥividoj: Eble vi loĝas apude de ni; kiel do ni povas fari kun vi interligon?
060908006a	Kaj ili diris al Josuo: Ni estas viaj sklavoj. Kaj Josuo diris al ili: Kiuj vi estas? kaj el kie vi venas?
06090900a7	Kaj ili diris al li: El lando tre malproksima venis viaj sklavoj pro la nomo de la Eternulo, via Dio; ĉar ni aŭdis Lian gloron, kaj ĉion, kion Li faris en Egiptujo,
06090a009b	kaj ĉion, kion Li faris al la du reĝoj de la Amoridoj transe de Jordan, al Siĥon, reĝo de Ĥeŝbon, kaj al Og, reĝo de Baŝan, kiu loĝis en Aŝtarot.
06090b00d1	Kaj diris al ni niaj plejaĝuloj kaj ĉiuj loĝantoj de nia lando jene: Prenu en viajn manojn manĝaĵon por la vojo, kaj iru renkonte al ili, kaj diru al ili: Ni estas viaj sklavoj; faru do kun ni interligon.
06090c00a1	Ĉi tiu nia pano estis varma, kiam ni prenis ĝin provize el niaj domoj en la tago, en kiu ni eliris, por iri al vi; kaj nun jen ĝi malfreŝiĝis kaj ŝimiĝis.
06090d009a	Kaj ĉi tiuj niaj felsakoj kun vino, kiujn ni plenigis novajn, jen ili disfendiĝis; kaj ĉi tiuj niaj vestoj kaj ŝuoj malnoviĝis pro la tre longa vojo.
06090e0048	Tiam la homoj prenis iom el ilia pano, kaj la Eternulon ili ne demandis.
06090f0080	Kaj Josuo faris pacon kun ili, kaj starigis interligon kun ili, por lasi ilin vivaj; kaj la ĉefoj de la komunumo ĵuris al ili.
0609100086	Sed post paso de tri tagoj, post kiam ili faris kun ili interligon, ili ekaŭdis, ke ili estas iliaj najbaroj kaj loĝas apude de ili.
0609110089	Kaj la Izraelidoj elmoviĝis, kaj venis al iliaj urboj en la tria tago; iliaj urboj estis Gibeon kaj Kefira kaj Beerot kaj Kirjat-Jearim.
06091200a0	Kaj la Izraelidoj ne batis ilin, ĉar la estroj de la komunumo ĵuris al ili per la Eternulo, Dio de Izrael. Kaj la tuta komunumo ekmurmuris kontraŭ la estroj.
060913007c	Kaj ĉiuj estroj diris al la tuta komunumo: Ni ĵuris al ili per la Eternulo, Dio de Izrael, kaj nun ni ne povas tuŝi ilin;
0609140069	tion ni faros al ili: ni lasu ilin vivaj, por ke ne trafu nin kolero pro la ĵuro, kiun ni ĵuris al ili.
0609150089	Kaj la estroj diris al ili: Ili vivu. Kaj ili fariĝis lignohakistoj kaj akvoportistoj por la tuta komunumo, kiel diris al ili la estroj.
060916008b	Kaj Josuo alvokis ilin, kaj diris al ili jene: Kial vi nin trompis, dirante, ke vi estas tre malproksimaj de ni, dum vi loĝas apude de ni?
0609170070	estu do nun malbenitaj: ne ĉesiĝu inter vi sklavoj kaj lignohakistoj kaj akvoportistoj por la domo de mia Dio.
060918011b	Kaj ili respondis al Josuo kaj diris: Estis dirite al viaj sklavoj, ke la Eternulo, via Dio, promesis al Sia servanto Moseo, ke Li donos al vi la tutan landon kaj ekstermos antaŭ vi ĉiujn loĝantojn de la lando; tial ni tre ektimis antaŭ vi pri nia vivo, kaj ni faris tiun aferon.
0609190055	Kaj nun jen ni estas en via mano: kiel vi trovas bona kaj justa agi kun ni, tiel agu.
06091a006a	Kaj li agis kun ili tiel: li savis ilin kontraŭ la manoj de la Izraelidoj, kaj ĉi tiuj ne mortigis ilin.
06091b00b5	Sed Josuo destinis al ili en tiu tago, ke ili estu lignohakistoj kaj akvoportistoj por la komunumo kaj por la altaro de la Eternulo, ĝis la nuna tago, sur la loko, kiun Li elektos.
060a0100f9	Kiam Adoni-Cedek, reĝo de Jerusalem, aŭdis, ke Josuo prenis Ajon kaj ekstermis ĝin; ke kiel li agis kun Jeriĥo kaj kun ĝia reĝo, tiel li agis kun Aj kaj kun ĝia reĝo; kaj ke la loĝantoj de Gibeon faris pacon kun Izrael kaj restis inter ili:
060a02009f	tiam ili tre ektimis; ĉar Gibeon estis urbo granda, kiel unu el la reĝaj urboj, kaj ĝi estis pli granda ol Aj, kaj ĉiuj ĝiaj loĝantoj estis homoj fortaj.
060a0300ad	Kaj Adoni-Cedek, reĝo de Jerusalem, sendis al Hoham, reĝo de Ĥebron, kaj al Piram, reĝo de Jarmut, kaj al Jafia, rego de Laĥiŝ, kaj al Debir, reĝo de Eglon, por diri:
060a04006f	Venu al mi kaj helpu min, ke ni venkobatu Gibeonon pro tio, ke ĝi faris pacon kun Josuo kaj kun la Izraelidoj.
060a050102	Kaj kuniĝis kaj iris la kvin reĝoj de la Amoridoj, la reĝo de Jerusalem, la reĝo de Ĥebron, la reĝo de Jarmut, la reĝo de Laĥiŝ, la reĝo de Eglon, ili kaj ilia tuta militistaro; kaj ili starigis tendarojn ĉirkaŭ Gibeon kaj ekmilitis kontraŭ ĝi.
060a0600fc	Tiam la loĝantoj de Gibeon sendis al Josuo en la tendaron ĉe Gilgal, por diri: Ne forprenu viajn manojn de viaj sklavoj; venu al ni rapide kaj savu nin kaj helpu nin, ĉar kolektiĝis kontraŭ ni ĉiuj reĝoj de la Amoridoj, kiuj loĝas sur la monto.
060a070059	Kaj Josuo eliris el Gilgal, li kaj la tuta militistaro kun li, kaj ĉiuj militotaŭguloj.
060a08007a	Kaj la Eternulo diris al Josuo: Ne timu ilin; ĉar en vian manon Mi transdonis ilin; neniu el ili povos rezisti antaŭ vi.
060a090045	Kaj Josuo venis al ili neatendite; la tutan nokton li iris el Gilgal.
060a0a00d4	Kaj la Eternulo konfuzegis ilin antaŭ Izrael, kaj ĉi tiu batis ilin per granda venkobato en Gibeon, kaj persekutis ilin laŭ la vojo, kiu suprenkondukas al Bet-Ĥoron, kaj batis ilin ĝis Azeka kaj ĝis Makeda.
