2800000007	Mataayo
281613005f	Monyeereche rizenzere rɨnʉ mʉkʉrɨhɨra rigʉʉti.” Bhʉʉsi bhakamoha rizenzere rɨmwɨ.
281614004f	Yɨɨsu akabhabhuurya, “Ipicha yɨnʉ ni riina rɨnʉ, ni‑bhya wɨɨwɨ?”
281615007f	Bhakamʉgarukirya, “Bhya Kaisaari.” Yɨɨsu akabhabhʉʉrɨra, “Bhya Kaisaari mohe Kaisaari, na bhya Mungu mohe Mungu.”
2816160056	Hanʉ bhiigwirɨbhu, bhakarʉgʉʉra bhʉkʉngʼu. Bhakamutiga, bhakabhʉʉka bhakaja.
28161700a3	Urusikʉ ruyoruyo, Abhasadukaayo obhorebhe bhakaaza kwa Yɨɨsu. Abhasadukaayo bhahiija kʉbha Mungu atahaaryʉra abhaatʉ kurwa muruku. Neho bhakabhuurya Yɨɨsu,
28161800c0	“Umwija, Musa akabhuga mumigirʉ jazɨ, arɨɨbhɨ ʉmʉʉtʉ akuurɨ akɨɨrɨ kwibhʉra umwana, ereenderwa umuhiiri waazɨ agabhɨ ʉmʉkari wu umuku wuyo, korereke amwibhʉrɨrɨ abhaana.
2816190098	Mmbe, bhaareho abhahiiri muhungatɨ. We embere akakwɨra ʉmʉkari, akakwa akɨɨrɨ kwibhʉra. Umuhiiri waazɨ wa kabhɨrɨ akamʉgabha umukwirwa wuyo.
28161a00bc	Umunyi waazɨ wuyo na wa katatʉ bhʉʉsi bhakakwa bhakɨɨrɨ kwibhʉra umwana nu umukwirwa wuyo. Ɨkabha ɨbhuɨbhu kʉbhahiiri muhungatɨ bhayo bhʉʉsi, bhakakwa bhakɨɨrɨ kwibhʉra.
28161b002b	Ɨtɨnɨrʉ, ʉmʉkari wuyo wʉʉsi akakwa.
28161c00b3	Mmbe tʉbhʉʉrɨrɨ, urusikʉ rʉnʉ rʉkʉgambwa kʉbha abhaatʉ bhʉʉsi bhararyʉka, umukwirwa wuyo arabha mʉka wɨɨwɨ? Muhungatɨ bhayo bhʉʉsi bhaarɨ bhamukwɨrirɨ!”
28161d0087	Yɨɨsu akabhagarukirya, “Imwɨ mʉrarimɨra bhʉkʉngʼu, kʉ kʉbha mʉtɨɨzɨ Amaandɨkʉ Amarɨndu naabha ʉbhʉnaja bhwa Mungu.
28161e006d	Urusikʉ rʉnʉ abhaatʉ bhakuryʉka, bharabha ncha bhamaraika bha mwisaarʉ, bhatakukwɨra naabha kukwɨrwa.
28161f0079	Nawe igʉrʉ wu ukuryʉka kwa abhaku, mʉkɨɨrɨ kosoma mʉMaandɨkʉ Amarɨndu chɨmbu Mungu aabhabhuuriirɨ? Akabhuga,
2816200098	‘Inyɨ ni‑Mungu wa Abhurahaamu, Iisaka na Yaakobho.’” Yɨɨsu akangʼeha kʉgamba, “Mmbe, Mungu nɨ‑wa abhahʉru, atarɨ Mungu wa abhaku.”
281621005d	Hanʉ riribhita rya abhaatʉ bhiigwirɨ gayo, bhakarʉgʉʉra bhʉkʉngʼu kwa amiija gaazɨ.
281622007b	Hanʉ Abhafarisaayo bhiigwirɨ kʉbha Yɨɨsu aarɨ ahizirɨ Abhasadukaayo kʉbhʉgambi bhwazɨ, bhakiibhiringa hamwɨmwɨ.
281623007a	Akʉmara, bhakaja kwa Yɨɨsu, na wʉmwɨ waabhʉ wʉnʉ aarɨ umwija wi imigirʉ ja Musa, akagema komotega. Akamubhuurya,
2816240051	“Umwija, ni‑iswajakɨ rikʉrʉ kʉkɨra amaswaja agandɨ gʉʉsi ga Mungu?”
281625009a	Yɨɨsu akamʉgarukirya, “‘Ʉmʉsɨɨgɨ Ʉmʉkʉrʉ Mungu waazʉ kumwʉyʉ gwazʉ gwʉsi, kokoro yaazʉ yʉʉsi na kʉmangʼɨɨni gaazʉ gʉʉsi.’
281626006c	Riswaja rɨnʉ neryo rikʉrʉ kʉkɨra amaswaja agandɨ gʉʉsi, naatu nego ganu ubhwɨndi kʉkɨra gʉʉsi.
281627008d	Ubhuswaja bhwa kabhɨrɨ bhutuubhɨɨnɨ na bhuyo, nabhwɨ bhʉrabhuga, ‘Ʉmʉsɨɨgɨ nyarʉbhɨri waazʉ chɨmbu wisɨɨgirɨ aumwene.’
281628005b	Imigirʉ jʉsi ja Musa na amiija ga abharʉʉtɨrɨri bhiriisega amaswaja abhɨrɨ gayo.”
2816290065	Hanʉ Abhafarisaayo bhayo bhaarɨ bhakɨɨrɨ bhiibhiringirɨ hamwɨmwɨ hayo, Yɨɨsu akabhabhuurya,
28162a007e	“Muriiseegabhwɨ igʉrʉ wa Kiriisitʉ, ni‑mwana wa wɨɨwɨ?” Bhakamʉgarukirya, “Ni‑mwana wʉ ʉmʉtɨmi Daudi.”
28162b00ac	Yɨɨsu akabhabhuurya, “Arɨɨbhɨ gayo nɨ‑ga amaheene, kwakɨ Daudi, hanʉ akʉkangatwa ne Ekoro ya Mungu, aramʉbhɨrɨkɨra Kiriisitʉ, ‘Ʉmʉkʉrʉ’? Akabhuga,
28162c00aa	‘Ʉmʉkʉrʉ Mungu akabhʉʉrɨra Ʉmʉkʉrʉ waanɨ, “Ikara ʉrʉbhaara rwanɨ rwu ubhuryʉ, hanʉ nɨkʉtʉʉra abhabhisa bhaazʉ iyaasɨ wa amagʉrʉ gaazʉ.”’
28162d0081	Arɨɨbhɨ Daudi aramʉbhɨrɨkɨra Kiriisitʉ, ‘Ʉmʉkʉrʉ,’ nangʉ Kiriisitʉ aratʉrabhwɨ kʉbha umwana waazɨ naatu?”
28162e00aa	Mmbe, atareeho ʉmʉʉtʉ wʉnʉ aaturirɨ kʉmʉgarukirya ryʉryʉsi. Naatu kʉtangɨra hayo, atareeho ʉmʉʉtʉ wʉnʉ aagɨmirɨ kubhuurya Yɨɨsu amabhuurya agandɨ.
2817010050	Mmbe, Yɨɨsu akabhʉʉrɨra riribhita rya abhaatʉ na abhɨɨga bhaazɨ kʉbha,
2817020068	“Abhiija bhi imigirʉ ja Musa na Abhafarisaayo bhanʉ ʉbhʉnaja bhu ukwija abhaatʉ imigirʉ ja Musa.
2817030093	Kʉgayo, mugwatɨ na mokore bhwaheene gʉʉsi ganʉ bhakwija. Nawe mʉtabha mʉratuna amahocha gaabhʉ, kʉ kʉbha ebho bhatakokora ganʉ bhakwija.
281704008e	Ebho bhahaabhoha imirigʉ imiritʉ na kʉbhagegya abhaatʉ kʉmabhega, nawe abheene bhatakwenda kogorora nʉʉrʉ ichara korereke bhasakiryɨ.
2817050118	Na amahocha gaabhʉ gʉʉsi bhahaakora korereke bhiiyeerekenʼye kʉbhaatʉ. Bhahoongera ɨbhɨtɨnɨka bhya amaseero ga amaandɨkʉ gi imigirʉ kwibhoha kʉmabhoko na kubhushʉ bhwabhʉ, na kwongera ripindʉ rya zengebho zaabhʉ za amasabhi zɨbhɨ ndɨɨhu kʉkɨra za abhandɨ.
28170600a3	Zisikʉ zɨ ɨnyangi, bhahaasɨɨga kwikara kubhitumbɨ bhye embere bhya abhagini. Na mʉmarwazɨrʉ gaabhʉ, bhahaasɨɨga kwikara hanʉ abhakangati bhiikɨɨrɨ.
2817070074	Naatu, bhahaasɨɨga bhʉkʉngʼu bhakɨɨribhwɨ momoteera kwa bhusuuku, na kubhirikirwa na abhaatʉ, ‘Umwija.’
2817080089	“Nawe imwɨ, mutiisirirya kubhirikirwa ‘Umwija,’ kʉ kʉbha Umwija waanyu nɨ‑wʉmwɨbhu, na niimwɨ bhʉʉsi, nɨ‑bhamwɨmwɨ.
281709007f	Naatu, mʉtabhɨrɨkɨra ʉmʉʉtʉ wʉwʉʉsi mʉʉsɨ yɨnʉ ‘Bhaabha,’ kʉ kʉbha Wuusʉ nɨ‑wʉmwɨbhu, wa mwisaarʉ.
28170a007a	Naatu, mutiisirirya kubhirikirwa ‘Ʉmʉkangati,’ kʉ kʉbha Ʉmʉkangati waanyu nɨ‑wʉmwɨbhu, ewe newe Kiriisitʉ.
28170b0068	Ʉmʉʉtʉ wʉwʉʉsi wʉnʉ akwenda kʉbha ʉmʉkʉrʉ gatɨ waanyu, areenderwa kʉbha omohocha waanyu.
28170c006e	Na wʉwʉʉsi wʉnʉ akwigungya umwene, Mungu aramwicha. Nawe wʉwʉʉsi wʉnʉ akwiyicha, Mungu aramʉgʉnga.
28170d00f9	“Horeera imwɨ, abhiija bhi imigirʉ ja Musa na Abhafarisaayo, abhabhɨɨhi! Mʉrabharecha abhaatʉ kusikɨra mʉbhʉtɨmi bhwa mwisaarʉ kwa amiija gaanyu. Imwɨ abheene mʉtakusikɨramu, naatu mʉtakubhiisiririrya bhanʉ bhakwenda bhasikɨrɨ. [
28170e013c	“Horeera imwɨ, abhiija bhi imigirʉ ja Musa na Abhafarisaayo, abhabhɨɨhi! Mʉrasabha amasabhi marɨɨhu bhʉkʉngʼu korereke mwiyeerekenʼye kwa abhaatʉ, nawe ɨnʉ mʉraruusha abhakwirwa ebhegero bhyabhʉ. Mmbe, momenye kʉbha urusikʉ rwɨ ɨtɨnɨrʉ, maheene mʉrahaabhwa ɨtɨnɨrʉ kʉrʉ bhʉkʉngʼu.]
28170f0160	“Horeera imwɨ, abhiija bhi imigirʉ ja Musa na Abhafarisaayo, abhabhɨɨhi! Muriiruguura mucharʉ kigima nɨ ɨnyanza, korereke mokorokombe ʉmʉʉtʉ wʉnʉ atarɨ Ʉmʉyaahudi kʉbha ʉmʉhɨmba wɨ ɨnyangi yaanyu. Nawe hanʉ mʉkʉmara komobhona, mʉramokora kʉbha ʉmʉʉtʉ wʉnʉ akwenderwa omorero gwa nyaari manga kabhɨrɨ kʉkɨra imwɨ!
281710011d	“Horeera imwɨ, abhakangati abhahʉku! Muriija abhaatʉ, ‘Arɨɨbhɨ ʉmʉʉtʉ ariirahɨra igʉrʉ wa rihekaaru rya Mungu, ukwirahɨra kwazɨ kʉtarɨ kegero. Nawe arɨɨbhɨ ariirahɨra igʉrʉ wɨ ɨzahaabhu yɨnʉ ihurukiibhwɨ mwihekaaru, ibhʉhirɨ nu ubhwirahiri bhwazɨ.’
28171100c7	Bhageege imwɨ, na bhahʉku! Kɨgʉrʉkɨ kinu ubhwera ʉbhʉkʉrʉ kʉkɨra ɨkɨndɨ, nɨ‑zahaabhu yɨnʉ ihurukiibhwɨ mwihekaaru, kisha ni‑rihekaaru rɨnʉ rekokora ɨzahaabhu kʉbha ndɨndu?
2817120110	Naatu muriija, ‘Arɨɨbhɨ ʉmʉʉtʉ ariirahɨrɨ igʉrʉ wa ahagero hu ukuhurukirya ikimweso mwihekaaru, ukwirahɨra kwazɨ kʉtarɨ kegero. Nawe ariirahɨrɨ igʉrʉ wi ibhimweso bhɨnʉ bhɨrɨ ahagero hu ukuhurukirya ikimweso, abhʉhirwɨ nu ubhwirahiri bhwazɨ.’
28171300a8	Abhahʉku imwɨ! Kɨgʉrʉkɨ kinu ubhwera ʉbhʉkʉrʉ kʉkɨra ɨkɨndɨ, ni ikimweso kisha ahagero hu ukuhurukirya ikimweso hanʉ hakokora ikimweso kʉbha kɨrɨndu?
281714009c	Mmbe, wʉnʉ akwirahɨra igʉrʉ wa ahagero hu ukuhurukirya ikimweso, ariirahɨra ni‑gʉrʉ wi ibhimweso bhɨnʉ bhɨrɨ ahagero hu ukuhurukirya ikimweso.
2817150062	Na wʉnʉ akwirahɨra igʉrʉ wa rihekaaru, ariirahɨra igʉrʉ wa rihekaaru na wʉnʉ akwikaramu.
2817160095	Naatu, arɨɨbhɨ ʉmʉʉtʉ ariirahɨra igʉrʉ wa risaarʉ, ariirahɨra igʉrʉ wi ikitumbɨ chɨ ɨkɨtɨmi cha Mungu nu umwene wʉnʉ akwikaraku.
28171701ca	“Horeera imwɨ, abhiija bhi imigirʉ ja Musa na Abhafarisaayo, abhabhɨɨhi! Mʉragwata imigirʉ ju ukuhurucha yɨmwɨ yi ikumi nʉʉrʉ kwe ebhegero bhyu ubhwera ubhusuuhu bhʉkʉngʼu, ncha zendetere za amareke, ibhizaari na jira. Nawe, mʉratiga amangʼana amakʉrʉ gu ubhwera kumigirʉ ja Musa. Mʉratiga eheene, ɨbhɨgʉngi, na kʉbha umwisirirya kwa Mungu na kʉbhaatʉ abhandɨ. Nawe moreenderwa kʉgakora gʉʉsi amakʉrʉ na amasuuhu hamwɨmwɨ.
281718005b	Imwɨ nɨ‑bhakangati abhahʉku, kʉ kʉbha mʉrasuuza ɨsʉna, nawe mʉramɨra ɨngamiya!
2817190131	“Horeera imwɨ, abhiija bhi imigirʉ ja Musa na Abhafarisaayo, abhabhɨɨhi! Muriikorya kʉbha, nɨ‑bhaatʉ bhazʉmu mʉbhʉtangɨ bhwa Mungu. Morooja igʉtʉ we ekekombe nɨ ɨsahaani, nawe mʉratiga kwoja mʉʉsi, ɨnʉ hiizwirɨ ebhegero bhɨnʉ mubhwɨnɨ kwa kwibha na kʉtama kʉbha ne ekerengo.
28171a00f9	Imwɨ Abhafarisaayo abhahʉku! Mutigɨ hinga ʉbhʉbhɨ bhʉnʉ bhʉrɨ mʉʉsi waanyu, chɨmbu ukwoja hinga mʉʉsi we ekekombe. Amahocha gaanyu gʉʉsi garabha mazʉmu, chɨmbu ekekombe kɨrabha chɨrʉ igʉtʉ kɨrɨɨbhɨ kɨzʉmiibhwɨ mʉʉsi.
28171b00f0	“Horeera imwɨ, abhiija bhi imigirʉ ja Musa na Abhafarisaayo, abhabhɨɨhi! Mwangɨ zimbihɨra zɨnʉ zɨhakirwɨ iswakara. Kwi igʉtʉ zɨrarorekana nzʉmu, nawe mʉʉsi ziizwirɨ amaguha ga abhaku nu ubhubhuruuru bhwa zeteemwa zʉʉsi.
28171c009c	Ɨbhuɨbhu na niimwɨ, kwi igʉtʉ mʉrarorekana kʉbhaatʉ kʉbha bhe eheene mʉbhʉtangɨ bhwa Mungu, nawe mumyʉyʉ janyu mwizwirɨ engʼeera na amabhɨ.
28171d00e6	“Horeera imwɨ, abhiija bhi imigirʉ ja Musa na Abhafarisaayo, abhabhɨɨhi! Mʉrʉʉmbaka zimbihɨra za abharʉʉtɨrɨri na kotonera bhwaheene zimbihɨra za abhaatʉ abhandɨ bhanʉ bhaarɨ bhe eheene mʉbhʉtangɨ bhwa Mungu.
28171e00a7	Neho mʉrabhuga, ‘Itwɨ twangabhɨɨrɨho ribhaga rɨnʉ bhasʉʉkʉrʉ bhɨɨtʉ bhaarɨ bhahʉru, tʉtaarɨ twagwatana nabhʉ kwita abharʉʉtɨrɨri bha Mungu.’
28171f008c	Kʉ kʉgambabhu, mʉramenyeekererya kʉbha na niimwɨ, nɨ‑bhaana bha bhasʉʉkʉrʉ bhaanyu bhanʉ bhiitirɨ abharʉʉtɨrɨri bha Mungu.
281720004a	Mmbe, mukunaanʼyɨ ʉbhʉbhɨ bhʉnʉ bhasʉʉkʉrʉ waanyu bhaatangirɨ!
281721006e	Imwɨ urwibhʉrʉ rwe enzoka! Mʉratʉrabhwɨ kwibheza ɨtɨnɨrʉ ya Mungu yo okorekerwa momorero gwa nyaari?
2817220168	“Igʉrʉ wa riyo, rora, nɨratʉma kwa niimwɨ abharʉʉtɨrɨri bha Mungu, abhaatʉ bha abhamɨnyi bha Amaandɨkʉ Amarɨndu, na abhiija bhi imigirʉ ja Mungu. Nawe obhorebhe bhaabhʉ, mʉrabhiita na kʉbhabhamba kʉmʉsarabha. Abhandɨ mʉrabhatema ɨmɨzariti mʉmarwazɨrʉ gaanyu, na abhandɨ mʉrabhatuna hʉhʉʉsi harya mʉzɨmbɨri na kʉbhanyaacha.
2817230132	Kʉgayo, Mungu arabhatɨnɨra imwɨ kʉ kʉbha yu ukwita bhe eheene bhʉʉsi. Mʉkakorabhu, kwɨma hanʉ Kaɨni iitirɨ Abhɨɨri wʉnʉ ataarɨ nʉ ʉbhʉbhɨ bhwʉbhwʉsi, kuhika kwitwa kwa Zaakariya, umwana wa Bharakiya, wʉnʉ iitirwɨ mwihekaaru gatɨ wa Ahagero Aharɨndu na hu ukuhurukirya ikimweso.
281724006c	Nɨrabhabhʉʉrɨra amaheene, Mungu aratɨnɨra abhaatʉ bhu urwibhʉrʉ rʉnʉ kwa amabhɨ gayo gʉʉsi.”
2817250120	Neho Yɨɨsu akabhuga, “Awɨ Yɨrusarɨɨmu, Yɨrusarɨɨmu! Uriita abharʉʉtɨrɨri na kʉbhatema amabhwɨ bhanʉ bhaatumirwɨ kwa niimwɨ. Niigʉmbirɨ manga kaaru kʉbhakumɨnga hamwɨmwɨ abhaana bhaazʉ, chɨmbu engoko ɨhaakumɨnga ibhizuri bhyayo mʉmapapa, nawe mʉtɨɨndirɨ!
2817260029	Rora, Mungu aratiga umujɨ gwanyu itongo.
281727009b	Inyɨ nɨrabhabhʉʉrɨra, mʉtakondora kwikɨ kuhika ribhaga rɨnʉ mʉraabhugɨ, ‘Anʉ ʉrʉbhangʉ wʉnʉ akuuza kuriina ryʉ Ʉmʉkʉrʉ Mungu!’”
2818010099	Yɨɨsu akabhʉʉka mwihekaaru. Hanʉ aarɨ arahʉrʉkamu, abhɨɨga bhaazɨ bhakamutuna korereke bhamwereche chɨmbu amakindasi ga rihekaaru gazʉmirɨ.
28180200af	Nawe Yɨɨsu akabhabhʉʉrɨra, “Mʉrʉʉzɨ bhwaheene amakindasi ganʉ gʉʉsi? Nɨrabhabhʉʉrɨra amaheene, rɨtareeho ibhwɨ rɨnʉ rɨkʉsaaga igʉrʉ wɨ ɨrɨndɨ!”
281803011c	Mmbe, Yɨɨsu akaja kʉkɨgʉrʉ chɨ Ɨmɨzɨyituuni akiikara. Abhɨɨga bhaazɨ bhakamutuna kekoro, bhakamubhuurya, “Tʉbhʉʉrɨrɨ, amangʼana gayo garahʉrʉka ryʉrɨ? Na ni‑chɨrɨkɨnʼyʉkɨ kɨnʉ kiriitwereche ʉkʉgarʉka kwazʉ nu ukuhika mʉtɨnɨrʉ wɨ ɨɨsɨ?”
2818040058	Yɨɨsu akabhagarukirya, “Mwangarɨrɨ, ʉmʉʉtʉ wʉwʉʉsi ataaza kʉbhakangirirya!
2818050075	Abhaatʉ bhaaru bharaaza kuriina ryanɨ, bharabhuga, ‘Inyɨ ni‑Kiriisitʉ,’ na bharakangirirya abhaatʉ bhaaru.
28180600b0	“Ribhaga riyo, mʉrabha muriigwa igʉrʉ wa riihɨ na amangʼana ga riihɨ. Mʉtakangwa, kʉ kʉbha gayo gareenderwa gakorwe, nawe ɨtɨnɨrʉ yɨ ɨɨsɨ ɨrabha ɨkɨɨrɨ.
28180700a1	Icharʉ kɨmwɨ kiriitana nɨ ɨkɨndɨ, nʉ ʉbhʉtɨmi bhʉmwɨ bhuriitana nʉ ʉbhʉndɨ. Ɨnzara ni ibhirigitʉ bhyɨ ɨɨsɨ bhɨrahʉrʉka ahagero hʉʉsi.
2818080067	Gayo gʉʉsi garabha chɨmbu ʉbhʉtangɨ bhwʉ ʉbhʉsʉngʉ bhwʉ ʉmʉkari wʉnʉ akwenda kwibhʉra.
281809008c	Ribhaga riyo, abhaatʉ bharabhiichʉra korereke mʉnyaakɨ na kubhiita, na abhaatʉ bhi ibhyarʉ bhyʉsi bharabhabhiihirirwa igʉrʉ waanɨ.
28180a0060	Neho abhaatʉ bhaaru bharatiga kuntuna. Bharabha bhariiyanga na kwiyigatanɨra abheene kobheene.
28180b0067	“Na bharabhoneka abharʉʉtɨrɨri bhaaru bhʉ ʉrʉrɨmɨ, bhanʉ bharaakangiriryɨ abhaatʉ bhaaru.
28180c0056	Nʉ ʉbhʉsɨɨgi bhwa abhaatʉ bhaaru bhʉrasuuha, kʉ kʉbha ʉbhʉbhɨ bhʉraaruha.
28180d0042	Nawe wʉnʉ ariigumiriryɨ kuhika ɨtɨnɨrʉ, newe araasabhʉkɨ.
28180e00fd	Ɨtɨnɨrʉ, Ɨngʼana Ɨnzʉmu igʉrʉ wʉ ʉbhʉtɨmi bhwa mwisaarʉ bhɨrarwazibhwa mʉzɨɨsɨ zʉʉsi. Kwa ribhaga rɨnʉ abhaatʉ bhʉʉsi bharabha bhabhwɨnɨ umweya gu ukwigwa ʉbhʉmɨnyɨɨkɨrɨri bhuyo, neho ɨtɨnɨrʉ yɨ ɨɨsɨ ɨrahika.
28180f00ea	“Ribhaga riyo, mʉrarora ʉbhʉrʉrʉ bhʉnʉ ʉmʉrʉʉtɨrɨri Danyɨri aabhugirɨ ʉbhʉsarya. Mʉrarora bhwimiiriirɨ Ahagero Aharɨndu ha rihekaaru. Ʉmʉʉtʉ wʉwʉʉsi wʉnʉ akosoma amangʼana ganʉ, amenye enzobhooro yaku.
281810003f	Neho abhaatʉ bhanʉ bharɨ Yudeya, bhangʼosere mʉbhɨgʉrʉ.
2818110076	Ʉmʉʉtʉ wʉnʉ ari igʉrʉ kʉkɨsara chi inyumba, atiika korereke agege ebhegero bhɨnʉ bhiri munyumba, angʼose.
2818120053	Na wʉnʉ akʉbha mʉmʉgʉndʉ angʼose, atiichʉra inyuma kogega zengebho zaazɨ.
2818130063	Tʉrabharorera ɨbhɨgʉngi abhakari bhanʉ bharɨnda na bhanʉ bhakʉbha bharakoocha zisikʉ ziyo.
281814007c	Mmbe, mʉsabhɨ Mungu kʉbha kuryara kwanyu kʉtaaza kʉbha ribhaga rye embeho ɨhaari hamwɨ kurusikʉ rwʉ ʉbhʉtʉʉrʉ.
28181500ca	Maheene, zisikʉ ziyo, abhaatʉ bharabhona ɨnyaakʉ kʉrʉ bhʉkʉngʼu. Ɨnyaakʉ yɨnʉ, ɨkɨɨrɨ kʉhʉrʉka kwɨma ʉbhʉtangɨ bhwɨ ɨɨsɨ kuhika reero yɨnʉ. Na ɨtakobhoneka kwikɨ yɨndɨ.
28181600a8	Angabhɨɨrɨ Mungu atasuuhya zisikʉ ziyo, ataarɨ areho ʉmʉʉtʉ wʉwʉʉsi wʉnʉ aarɨ akʉsabhʉka. Nawe arasuuhya zisikʉ ziyo, igʉrʉ wa abharobhorwa bhaazɨ.
281817008a	“Mmbe, ribhaga riyo, ʉmʉʉtʉ wʉwʉʉsi araabhabhʉʉrɨrɨ, ‘Rora, Kiriisitʉ arɨ hanʉ!’ hamwɨ, ‘Ari irya!’ mutiisirirya.
28181800ee	Bharabhaho abharʉʉtɨrɨri bhʉ ʉrʉrɨmɨ na abhaatʉ bhanʉ bhakwibhɨrɨkɨra Kiriisitʉ. Bhareerekenʼya ibhyɨrɨkɨnʼyʉ bhyaru na amateemo korereke bhageme kurimirya abhaatʉ, ɨrɨɨtʉrɨkanɨ nʉʉrʉ abharobhorwa bha Mungu.
2818190050	Mʉbhɨ mɨɨsʉ! Nɨbhabhuuriirɨ bhwangʉ gʉʉsi gayo gakɨɨrɨ kʉhʉrʉka.
28181a00ba	Mmbe abhaatʉ bharaabhabhʉʉrɨrɨ, ‘Rora, Kiriisitʉ ari mwitɨrɨgʉ irya!’ mʉtajayu. Hamwɨ bharaabhabhʉʉrɨrɨ, ‘Rora, yiibhisirɨ munyumba muyo!’ mʉtaaza kubhiisirirya.
28181b0096	Momenye kʉbha ukuuza ku Umwana wʉ Ʉmʉʉtʉ, kʉrabha kwa kʉtacha. Ɨrabha chɨmbu ʉrʉkʉbha rʉhaarorekana rogendo rʉmwɨ rʉgʉrʉ na nyanza.
28181c003b	Ahagero hɨ ɨkɨtʉndʉ, neho zɨmatʉʉnyi zikwibhiringa.
28181d00e3	“Mmbe, hanʉ ɨnyaakʉ ya ribhaga riyo ɨraahɨtɨbhu, iryʉbha rɨrabha ni ikiirimya, umwɨri gʉtakuhurucha ubhwɨrʉ naatu, na zenzota zʉʉsi zɨragwa haasɨ kurwa mwisaarʉ. Ebhegero bhyʉsi bhya mwisaarʉ bhɨrasingisa.
28181e00d9	“Neho, ichɨrɨkɨnʼyʉ chu Umwana wʉ Ʉmʉʉtʉ kɨraarorekanɨ mwisaarʉ, ni ibhyarʉ bhyʉsi bhɨratanga kʉrɨra kubhwʉbha. Hanʉ nikuuza, abhaatʉ bhʉʉsi bharandora mʉmasaarʉ na zinguru nʉ ʉbhʉkʉrʉ.
28181f0119	Neho aratʉma bhamaraika bhaazɨ. Bharatema rihembe bhʉkʉngʼu, korereke bhabhiringɨ abharobhorwa bhʉʉsi bha Mungu kurwa mbaara zʉʉsi inyɨ zɨ ɨɨsɨ. Nabhʉ bharaaza kurwa mʉtɨnɨrʉ yʉ ʉrʉbhaara rʉmwɨ rwɨ ɨɨsɨ kuhika mʉtɨnɨrʉ yʉ ʉrʉbhaara ʉrʉndɨ.”
28182000ba	Yɨɨsu akangʼeha kʉgamba, “Mwɨgɨ kurwa kʉmʉtɨ gwu umutiini. Hanʉ mokorora ibhisha bhɨrasɨbhʉka na amatʉʉtʉ gabhariryɨ, mʉramenya kʉbha ribhaga rya rigesa rɨrariirɨ.
2818210058	Ɨbhuɨbhu, hanʉ mʉraarore gayo gʉʉsi gatangirɨ, momenye kʉbha arɨ haguhɨ kuuza.
2818220067	Nɨrabhabhʉʉrɨra amaheene, ribhaga ryu urwibhʉrʉ rʉnʉ rɨtakʉhɨta kuhika gayo gʉʉsi gakorwe.
281823004e	Risaarʉ nɨ ɨɨsɨ bhɨrahɨta, nawe ɨngʼana yaanɨ ɨtakʉhɨta kemerano.
28182400b4	“Nawe, igʉrʉ wu urusikʉ na ribhaga ryu ukuuza, atareeho ʉmʉʉtʉ wʉnʉ yɨɨzɨ. Naabha bhamaraika bha mwisaarʉ hamwɨ Umwana bhʉʉsi bhatɨɨzɨ, nawe Bhaabha umwenebhu.
2818250051	Kuriyo, ukuuza ku Umwana wʉ Ʉmʉʉtʉ kʉrabha chɨmbu yaarɨ zisikʉ za Nuuhu.
28182600ab	Ribhaga rɨnʉ imbura ya riteemo yaarɨ ɨkɨɨrɨ kuuza, abhaatʉ bhaarɨ bhararya na kunywa, bharakwɨra na kukwɨrwa, kuhika urusikʉ rʉnʉ Nuuhu aasikiirɨ mʉsafina.
28182700ad	Abhaatʉ bhayo bhataamɨnyirɨ nɨkɨ kɨkʉbha, kuhika hanʉ riteemo rya amanzi ryizirɨ na kubhiita bhʉʉsi. Ɨbhu nɨmbu ɨrɨɨbhɨ hanʉ Umwana wʉ Ʉmʉʉtʉ ariizɨ.
281828007c	Ribhaga riyo, abhaatʉ bhabhɨrɨ bharɨɨbhɨ mʉmʉgʉndʉ, Umwana wʉ Ʉmʉʉtʉ aragegaho ʉwʉmwɨ na kutiga ʉwʉndɨ.
2818290081	Na abhakari bhabhɨrɨ arɨɨbhɨ bharasha hamwɨmwɨ kʉrʉbhwɨ, Umwana wʉ Ʉmʉʉtʉ aragegaho ʉwʉmwɨ na kutiga ʉwʉndɨ.
28182a005a	Mmbe motengeeze, kʉ kʉbha mʉtɨɨzɨ ni‑rusikʉkɨ rʉnʉ Ʉmʉkʉrʉ waanyu ariizɨ.
28182b00c1	“Nawe momenye bhwaheene ringʼana rɨnʉ, wi inyumba angamɨnyirɨ ribhaga rɨnʉ umwibhi akuuza, aarɨ aratengeeza, na ataarɨ arahindɨra korereke umwibhi ataaza kohomora inyumba na kwibha.
28182c007b	Nangʉ, na niimwɨ mʉbhɨ bhwaheene ibhaga ryʉsi, kʉ kʉbha Umwana wʉ Ʉmʉʉtʉ araaza ribhaga rɨnʉ mʉtakwisega.”
28182d010f	Yɨɨsu akabhabhuurya abhɨɨga bhaazɨ, “Mmbe, nɨ‑wɨɨwɨ mbʉʉsa omoheene na wa amangʼɨɨni? Nɨ‑mbʉʉsa wʉnʉ ʉmʉkʉrʉ waazɨ amʉtɨɨrɨ kʉbha umwimiiririri wa bhambʉʉsa abhandɨ munyumba yaazɨ, korereke abhɨ arabhaha ibhyakurya kwibhaga ryazɨ.
