2800000005	Mahte
2909200065	Cunsepi axüisaw he naw a jah mtheimthangnak am ksing u, ami kthäh vaia pi kyüh u lü, am kthäh u.
2909210083	Kapenawma law u lü, im k’uma ami ve k’um üng, Jesuh naw axüisaw he üng, “Lam cäpa i nami mtaiki?” ti lü a jah kthäh.
290922005b	Lam cäpa amimät he üng u kyäp säih khai tia mtaiki hea kyase ami van naw am ami msang.
290923009f	Acunüng Jesuh naw a ngawhnak üng xaleinghngih he jah khü lü, “Upi a ma säih vai ngjahlüki cun hnu säih lü, avana m'yaa kya se,” ti lü a jah mtheh.
2909240059	Jesuh naw hnasenca mat khü lü ami ksung üng a ngdüihsak. Acunüng a kut am kpawm lü,
29092500c2	“Upi hina hnasenca he üngka mat ka ngming üng doeiki cun kei na dokia kyaki; acunüng upi kei na doki cun, kei däng na dokia am kya lü kei na tüih lawkia ka Pa pi dokia kyaki ni,” a ti.
29092600ba	Johan naw, “Saja aw, khyang mat mi hlawnga am ngkhap hü hngaki naw na ngming am khawyai he jah ksät se kami hmuh, mi hlawnga am ngkhap hü hngakia kyase a bilawh kami mkhye,” a ti.
2909270072	Jesuh naw, “Ä mkhye pe ua, ka ngming am müncankse vai pawhmsahki naw acun käna akjäiha am na pyetse khai ni.
2909280030	Mimi am jah hnengki cun mimi da awmkia kyaki ni.
290929007e	Ka ning jah mthehki, upi ka khyanga nami kyaa phäha awk vai tui a khawtca ning jah peki cun a ngkhyengnak vai am lap khai ni.
29092a0080	“Upi hnasena kba kei na jumki kyukngtängsaki cun a nghngü üng ksumnu khawp u lü mliktui üng tawnin üng daw bawk khai ni.
29092b00af	Acunakyase na kut naw a ning katkawngsaki üng khyüngina! Kut nghngih küm se, am dim theikia mulaia na ceha kdama ta, kut am küm se xünnaka pha hin na phäha daw bawki ni.
29092d00a8	Na khaw naw a ning katkawngsak üng xüngina! Khaw nghngih küm se, mei am dim theikia mulaia na ceha kdama ta, khaw am küm se xünnaka pha hin na phäha daw bawki ni.
29092f008c	Na mik naw a ning katkawngsak üng kawihina! Na mik küm se mulaia na ceha kdama ta, mik mat däng am Pamhnama khaw na luh hin daw bawki ni.
290930003f	Acuia jah eikia mkyüt am thi lü jah uikia mei pi am dim thei.
2909310040	Ngkengnaka sa mci am caihsaka kba khyang avan mei am caisak vai.
29093200a2	Mci hin dawki ni; Cunsepi a tuinak a khyüh üng ihawkba nami tuisak be khai ni? Mcia kba tuikia ngkhawteinak ta u lü, mat la mat dim’yenak am awm ua,” a ti.
290a01008a	Acunüng Jesuh Judah khaw da cit lü Jordan mliktui khe paki. Khyang he a veia ngcun law be u se Jesuh naw a ti khawia kba a jah mthei be.
290a020089	Pharise avang naw law u lü a ngthu ami man vaia phäha, “Khyang naw a khyu a yawk vai hin mi thum üng nglawiki aw?” tia ami kthäh.
290a030059	Jesuh naw, “Mosi naw ia thum ni a ning jah pet?” ti lü ngthähnak am a jah msang be.
290a04005c	Amimi naw, “Mosi naw ngtainaka kca yu u lü, khyu cun mtai vaia a ti ni,” tia ami msang.
290a050065	Jesuh naw, “Ning jah mthei vaia nami mlung nghlang se, Mosi naw acunkba thum a ning jah yuk pet ni.
290a060076	Cunsepi, cangcim naw a pyena kba, ‘mhmünmcengnak atünei üng Mhnam naw nghnumi la kpami a jah mhmün’ tia kyaki.
290a07004b	‘Acunakyase kpami naw a nu la a pa jah yawk lü, a khyua veia ngdawnkhai,
290a080060	acunüng nghngih cun mata kya law khai.’ Acunüng ni nghngiha am kya ti lü mata kya law khai.
290a090052	Acunakyase Mhnam naw atänga a jah mdawn päng khyang naw ä jah mtai se,” a ti.
290a0a004b	Ima ami ceh be käna axüisaw he naw acuna mawng bä cun ami kthäh be tü.
290a0b004a	Jesuh naw, “Upi a khyu yawk lü akce khyu na beki cun a khyu katnaki ni.
290a0c0052	Acun kba nghnumi pi a cei yawk lü akce cei na beki cun a cei katnaki ni,” a ti.
290a0d0081	Avang naw hnasen he, Jesuh naw ami khana a kut a mtaih vaia a veia jah lawpüi u se, axüisaw he naw lawpüiki he ami jah kdunak.
290a0e007f	Jesuh naw ksing lü thüiki naw, “Hnasen he ka veia law u se, ä jah mah ua, Pamhnama khaw cun amimia mäiha phäha kyaki ni.
290a0f007c	Akcanga ka ning jah mthehki, upi Pamhnama khaw hina hnasen naw a dokhameia kba am dokhameiki cun acuia am lut khai,” a ti.
290a100064	Acunüng Jesuh naw hnasen he a ban am jah jäk lü, ami khana a kut mtaih lü, josenak am jah kbeki.
290a1100ac	Jesuh lam üng a ceh k’um üng khyang mat a veia dawng law lü, a ma ngdäng lü, “Saja kdaw aw, anglät xünnak ka yahnak thei vaia i ka pawh khai?” ti lü a kthäh.
290a120053	Jesuh naw, “Ivai saja kdaw tia, na na khüki ni? Mhnama thea u mat pi am daw naw.
290a1300de	‘Khyanga khyu ä na katnak vai; khyang ä na hnim vai; ä na m'yuk vai; ä na hleihlak vai; khyanga ka am hman müi se ä na bi vai; na nu la na pa na jah mhlünmtai vai’ tia ngthupet he cun na jah ksingki ni,” a ti.
290a140069	Acuna khyang naw, “Saja aw, ahin he avan cun ka nghmawca üng tün lü, ka jah läk päng ni,” ti se,
290a1500d4	Jesuh naw jawng'engnaka mlungmthin am teng lü, “Mat kpawih na veki. Cit lü na taka khawhthem avan jawi lü sim'yaki he am jah pea, khankhawa bawimangnak na yah khai ni; acunüng law lü na läk lawa,” a ti.
290a160061	Acun bawimangpa naw a ngjak la aktäa khawhthem danakia kyase, a hmai se lü thuiseinak am citki.
290a17007c	Acunüng Jesuh naw mdei hü lü axüisaw he üng, “Khawhthem danaki he, Pamhnama khaw ami luh vai aktäa khak ve,” a ti.
290a18007f	Acuna ngthua phäha axüisaw he cun aktäa cäiki he. Acunüng Jesuh naw, “Ka ca he aw, Pamhnama khaw luh vai aktäa khak ve!
290a190074	Bawimangki, Pamhnama khaw a luha kdama ta, kulauk mpyüma nghnga üng a luh vai jäi bawk ve,” ti lü a jah mtheh.
290a1a0085	Acuna axüisaw he aksehlena cäi law u lü, amimät la amimät, “Am ani üng u küikyana kya thei khai aw?” tia ngthäh kyuki he.
290a1b006d	Jesuh naw jah teng lü, “Khyanga phäha hin hin khaki ni, Cunsepi Mhnama phäha khaki i am ve naw,” a ti.
290a1c0060	Acunüng Pita naw msang lü, “Tenga, avan jah yawk hüt u lü kami ning läk law hin,” a ti.
290a1d0082	Jesuh naw, “Akcanga ka ning jah mthehki, kei la thangkdaw phäha a im, a bena he la, a nu pa, a ca he, a khawloe jah yawkki naw,
290a1e00d1	Atuh xün k’um üng däm bawki jah yah be khai. Ime, a bena he, a nu pa he, a ca he, a khawloe la mkhuimkhanak he pi aphyaa däm bawki jah yah be lü, pha law khaia kcün üng anglät xünnak pi yah be khai.
290a1f004a	Cunsepi, atuh khawjah maki he hnu u lü, hnuki he ma law khai he,” a ti.
290a2000ec	Jesuh la axüisaw he Jerusalem cehnaka lam üng awmki he. Jesuh cun axüsaw hea hmaia ma lü cit se kcäväki he. A hnu läk law hngaki he kyü lawki he. Jesuh naw xaleinghngih he akcea jah khü lü a khana pha law khai jah mthehki naw,
290a2100c4	“Ngai u, Jerusalema mi jeng cit khai he, acuia Khyanga Capa cun ktaiyü ktung he la thum jah mtheiki hea veia cenga kya khai. Amimi naw thi khaia mkatei u lü khyangmjükce he üng msum khai he.
290a22007b	Acun he naw yaihei khai he, msawh khai he, kpai khai he, hnim khai he; Cunsepi amhmüp kthum üng tho law be khai,” a ti.
290a230094	Acunüng Zebedea capa xawi Jakuk la Johan Jesuha veia law ni lü, “Saja aw, kani phäha na jah pawh pet vai kani ngjak hlü iyaw awmki,” ani ti.
290a240054	Jesuh naw jah kthäh lü, “Ini ka ning jah pawh pet vai na ni ngjak hlü?” a ti.
290a25009c	Anini naw, “Na hlüngtainaka khawa, na bawingawhnak üng na ngawh law üng, mat na kpat da mat na k'eng da na jah ngawhsak vai kani ngjahlüki,” ani ti.
290a2600a2	Jesuh naw, “Nani kthäh am ksingei ve niki. Ka awk vaia khuikhanaka khawt nani aw khawh khai aw? Baptican ka khan vaia kba pi nani khan khawh khai aw?” ti se,
290a2700a5	anini naw, “Kani khyaih khai ni” ani ti. Jesuh naw, “Ka awk vaia khawt nani aw thei kcang taw khai, Baptican ka khan vaia kba pi nani khan thei kcang taw khai;
290a2800c0	Cunsepi ka kpat lama ngaw khai ja ka k'eng lama ngaw khai cun keia xü vaia am kya naw. Acun cun ani naw a jah pyan peta khyang hea phäha acuna hmün he jah pe khai cun Mhnama kyaki,” a ti.
290a290046	Akce xa he naw ngja law u lü Jakuk la Johana khana aktäa thüiki he.
290a2a0085	Acunakyase Jesuh naw a veia jah khü lü, “Khyangmjükce hea khana mkhawnga ami jah mcawn he cun ana atäa taki he ti nami ksingki.
290a2b0067	Cunsepi acunkba nangmi üng ä kya se. Nangmi üng a kyäp säih vai ngjahlüki cun nami m'ya a kya se.
290a2c003c	Nangmi üng a ma säih vai ngjahlüki cun avana m'yaa kyase.
290a2d0085	Khyanga Capa cun khyanga khüih vaia am law lü; khyang jah khüih lü khawjah thawnnak vaia a xünnak pe khaia ni a law ve,” a ti.
290a2e009e	Jerikho mlüha law u se, Jerikho üngka naw axüisaw he la khyang khawjah am ami ceh be üng, kthäheiki amikmü, Timea capa Batihme cun lam peia a na ngawki.
290a2f0058	Nazaret Jesuh ni ti a ngjak la, “Jesuh! Davita Capa! na m'yeneia,” ti lü ngpyangki.
290a300080	Khyang khawjah naw kse na u lü ä khihkheh khaia mtheh u se pi, “Davita Capa, na m'yeneia!” ti lü ngpyang law däm dämki.
290a31008c	Acunüng Jesuh naw ngdüi lü, “Khü ua,” ti se, khyang he naw amikmü khü u lü, “ä cäi lü, ngdüi lawa, ning khü ve,” ami ti.
290a32004a	Acunja amikmü cun a jih ngvaih tawnin lü, ngtawp lü, Jesuha veia lawki.
290a330085	Jesuh naw, “Na phäha ini ka ning pawh pet vai na ngjak hlü?” ti se amikmü naw, “Saja aw, ka hmuh be vai ngaih veng,” a ti.
290a34007d	Acunüng Jesuh naw, “Cita, na jumnak naw ning m’yai be ve,” ti se. Acunja angxita hmu law be lü lama Jesuha hnu läki.
290b01009e	Jerusalem pha law hlü lü Betphake la Bethanih mlüh pei ami pha law üng Olip mcunga lawki he. Acunüng Jesuh naw axüisaw he üngka nghngih la na tüi lü,
290b02008c	“Nani maa ngnama va cit nia. Nani va pha la sanghngaksaü ngphungki, u naw pi am a ngcumnak ham nani hmu khai. Sut ni lü hia lawpüi nia.
290b030083	Khyangnaw, ‘Ivai acen nani pawhki ni?’ ami ti üng, ‘Bawi naw ngjahlü ve, asäng tha law be khai ni’ nani ti vai,” a ti.
290b04005a	Acunüng cit ni lü sanghngaksaü cun lama pei mkawt üng ngphung se, hmu ni lü, ani suh.
290b05005c	Acunüng ngdüikia khyang avang naw, “Ise, acena sanghngaksaü nani sutki ni?” ami ti u.
290b060044	Jesuh naw a jah mtheha kba jah mtheh ni se, acunüng ami jah cehsak.
290b07005f	Acuna sanghngaksaü cun Jesuha veia lawpüi ni se, a khana ami suisak mtaih u lü Jesuh ngawki.
290b08006a	Khyang he naw ami suisak he lama jah phah u se, avang naw thing hnah he jah ksawm u lü lama ami jah phah.
290b090076	A ma citki he la a hnua läkia khyang he naw, “Hosana! ‘Bawipa ngming üng lawki hin Pamhnam naw dawnak pe seh!’
290b0a005d	Pha law khaia khaw cun Davita uknaka kcün üngka kba josenaka am be se,” tia ngpyangki he.
290b0b008f	Jesuh Jerusalema lawki, temple k’uma lut lü avan jah tengki. Khaw mü law hlükia kyase axüsaw xaleinghngih he am Bethanih mlüha citki he.
290b0c0043	Angawi, Bethanih üngka naw ami law be üng Jesuh a ei ngaih lawki.
290b0d00b5	Fik thing a hnah naw a bu athuknak üngka naw hmu lü akthei ve khai aw, ti lü teng khaia citki. Cunsepi a phung a pha üng a ngtheinaka kcüna am kyakia kyase a hnah däng a hmuh.
290b0e0063	Jesuh naw fik dung üng, “U naw pi na ktheih ä ei be ti se,” ti se, axüisaw he naw ami ngjak.
290b0f0087	Jerusalem ami pha law üng Jesuh temple üng lut lü, ngui mthawngki hea ngawhnak he la müme jah jawituki hea ngawhnak he a jah hukin.
290b100038	Jesuh naw Temple jawihtuknaka kba ami summang vai am ti.
290b1100bb	Acunüng jah mthei lü, “Cangcim üng Pamhnam naw, ‘Ka im cun khyangmjü avana ktaiyünaka im ti khai he, tia ng’yuki,’ Cunsepi nangmi naw m'yukei hea umnaka pawh ve uki,” a ti.
290b1200c3	Acun ktaiyü ktung he la thum jah mtheiki he naw ami ngjak üng Jesuh ami hnimnak vaia lam suiki he. Ani cun kyühki he isetiakhyaüng a ja mtheimthanga phäha khyang he ami cäileta phäh kyaki.
290b13004f	Khaw mü law se Jesuh la axüisaw he cun Jerusalem üngka naw akcea citeiki he.
290b14004d	Angawi ngawilam, ami ceh lama fik thing a pya cäpa ng’yawngei se ami hmuh.
290b15005d	Pita naw süm law be lü, “Saja aw tenga, Fik thing na yünce cen ng’yawngei ve!” a ti.
290b16002b	Jesuh naw jah msang lü, “Pamhnam jum ua.
290b17009d	Akcanga ka ning jah mthehki, u naw pi a pyena kba kya khai tia jum lü hina khawmcung üng, ‘Ngnawn lü mliktui üng kyaa’ a ti üng, a tia kba kya khai.
290b18007d	Acunakyase ka ning jah mthehki, ipi ktaiyünak am nami kthäh üng yah lü nami ka na khaia ksing ua, acunüng nami yah khai.
290b190098	Nami ktaiyü üng ua khana pi mlung am jenak nami tak üng mhlät ua. Acunüng nami Pa, khankhawa ka naw nangmia katnak pi ning jah mhlät khai” a ti.
290b1b0085	Jerusalema law be tüki he. Jesuh temple k’uma a ceh üng, ktaiyü ktung he, thum jah mtheiki he la, axüngvai he a veia law u lü,
290b1c005f	“Ia ana am hina ngkhaw he na jah pawhki ni? U naw hina ana a ning pet ni?” tia, ami kthäh.
290b1d0098	Jesuh naw jah msang lü, “Kei pi mat ka ning jah kthäh khai, nami na msang üng kei naw pi ia ana am hina ngkhaw he ka jah pawh ning jah mtheh kawng.
290b1e0077	Johana Baptican petnak hawia ka naw lawki? Mhnam üngka naw lawki aw, khyang üngka naw lawki aw? Na mtheh ua,” a ti.
290b1f0075	Amimät he ngthäh u lü, “I mi ti khai? Mhnam üngka mi ti üng mä, acunüng ise Johan am nami jumki ni? ti khai.
290b200076	Khyang üngka mi ti üng mä, (Khyang avan naw Johan cun sahma mata ami ngaia kyase)” tia khyang he jah kyüh u lü,
290b210090	“Am ksing ve ung,” ami ti. Jesuh naw jah msang lü, “Kei naw pi ia ana am hina ngkhaw he ka jah pawh am ning jah mtheh hlü veng,” a ti.
290c0100e5	Acunüng Jesuh naw msuimcäpnak am ami veia ngthu pyen lü, “Khyang mat naw capyit nglin lü, ngvawng lü, capyittui msawihnak vai khui co lü, ngängnak vaia im sa lü, lokbi he üng jah khah lü, a im ceh ta lü kdunglawngki.
290c02006a	Capyit kbih kcün üng capyit ngvawng ngängki hea veia a m'ya mat capyitkthei a yah vai la khaia a tüih.
290c03004e	Capyit ngängki he naw m'ya cun man u lü kpaiki he naw a jünga ami tüih be.
290c040087	Acunüng capyit ngvawng mah naw a m'ya akce ami veia a tüih be; acun pi a lu kpai u lü, am hmuhtheh phyakia pawh u lü, ami tüih be.
290c05008d	Acunüng ngvawng mah naw akce ami veia tüih be tü se, ani cun hnim u lü, acunkba bäa akce he pi avang jah kpai u lü, avang ami jah hnim.
290c0600c0	A tüih vai mat däng awmki cun amäta jawngnak leng lenga a capa mat dänga kyaki. Anghnua a capa cun ngvawng kngängea veia a tüih. ‘Hina ka capa ta leisawng khai hea ngsingki ni’ a ti.
290c07008f	Cunsepi capyit ngvawng ngängki he naw, ‘Hin hin ngvawng maha capa va ni kbak. Law ua, mi hnim u lü, a khawh mi ka na vai’ tia pyen u lü,
290c080041	acunkba manki he naw hnim u lü capyit ngvawng kpunga ami tawnin.
290c090090	Acunüng capyit ngvawng mah naw i ti law khai? Ngvawng mah law lü ngvawng ngängki he jah hnim lü capyit ngvawng cun akce he üng jah pe khai.
290c0a004d	‘Sawngsaki he naw ami yawka lung cun, avana kthaka kyäp law be säihki ni.
290c0b007a	Ahin cun Bawipa pawha kyaki; ihlawka mi ma kyühkse vaia kyaki ni’ ti hin cangcim üng am nami kheh khawiki aw?” a ti.
290c0c00a0	Acunüng Judah mkhawng he naw amimi a jah pyennaka msuimcäpnak ni ti ksing u lü man khai hea ami bü. Cunsepi khyang he jah kyüh u lü yawk u lü ami cehtak.
290c0d0067	Pharise avang he la Heroda khyang üngka he ngthähnak am Jesuh man khai hea Jesuha veia ami jah tüih.
290c0e014a	A veia law u lü, “Saja aw, nang cun u pi am na cäinaki, khyang naw hawkba a ning ngaih pi am cäi na lü, khyanga hmai am teng lü, nghnicima phäha Pamhnama ngthungtak ngjak hlü na jah mtheiki ti kami ksingki. Romah Sangpuxang üng ngcawn pet vai hin mi thum üng nglawiki aw? Pet vai aw am pet vai aw?” jah mtheha ami ti.
290c0f007a	Jesuh naw ami hleihlaknak jah ksing lü, “Ivaia nami na mhnüteiki he ni? Denarih ngui na pe law ua, teng vang,” a ti.
290c100080	Denarih ngui mat a veia lawpüi u se Jesuh naw, “Hin hin ua müihmai la ua ngming ni?” ti se amimi naw, “Empero” ami ti.
290c110082	Acunüng Jesuh naw jah msang lü, “Emperoa ka Empero üng pe u lü, Mhnama ka Mhnam üng pe ua,” ti se, Ami van cäi lawki he.
290c12005a	Acunüng Saduke he avang thihnak üngka naw thawhnak be am ve tikie Jesuha veia law u lü,
290c1300b3	“Saja aw, Mosi naw mi phäha thum a yuknak üng, ‘Khyang naw am ca lü a khyu a thih tak üng a na naw a ktaia cangsawn am düt khaia, acuna hmeinu cun a khäm be vai a ti.’
290c140047	Bena khyüh awmki he; axüngvai he säih khyumahki am ca mah lü thiki.
290c15007f	Acunüng anghngihnak naw nghnumi a khäm be ani pi am ca lü thiki. Akthumnak naw acunkba bäa khämki naw am ca lü a thihtak.
290c16005b	Acukba ami van naw ami khäm be; ami khyüh am ca u lü thiki he. Anghnua nghnumi pi thiki.
290c170085	Thikie thawhnak bea mhmüp üng ami thawh law be üng nghnumi cun ua khyua kya khai ni, ami khyüh naw ami khyunaka kyaki,” ami ti.
290c18008a	Jesuh naw jah msang lü, “Ihlawka nami hmaki he! Ise am nami ksing ni tia kyaküng, Mhnama johit la cangcim am nami ksinga phäha kyaki.
290c190061	Akthi he ami thawh law be üng khankhawngsä hea kba law khai he, ngkhyunglanak am ve be ti khai.
290c1a00de	Thihnak üngka naw thawh bea mawnglam: Pamhnam naw Mosi üng, ‘Kei Abrahama Mhnam, Isaka Mhnam, Jakopa Mhnama ka kyaki’ tia a mtheh cen, Mosia cauk üng kpyap meiha a däinaka manwg ng’yuki am nami khe khawiki he aw?
290c1b006a	Mhnam cun akthi hea Mhnama am kya, akxüng hea Mhnama kyaki. Aktäa am ngtäikia ngai kyu ve uki,” a ti.
290c1c00b6	Ami ngcuhnak ngjaki thum jah mtheiki mat awmki. Jesuh naw Saduke he akdawa jah msangki ti hmu lü ngthäh khaia a veia lawki naw, “Ia ngthupet ni aktung säih?” tia a kthäh law.
290c1d0081	Jesuh naw msang lü, “Ngthupet he üngka aktung säih cun, ‘Aw Isarel ngaia! Bawipa mi Pamhnam mat däng ni mi Bawipaakya ve.
290c1e0070	Bawipa na Pamhnam cun na mlungmthin, na xünnak, na ksingnak la na kyannak avan am na jawngnak vai’ tia kyaki.
290c1f0093	Anghngihnak cun: ‘Na impeiloceng namät na jawngnaka kba na jawngnak vai’ tia kyaki. Ahina thea kyäp bawkia ngthupet akce i am ve ti,” a ti.
290c20008a	Acunüng thum jah mtheiki naw, “Saja aw, pyen thei veki! na kcang pyen veki, Bawipa däng ni Mhnama akya ve, Ania thea Mhnam akce am ve.
290c210104	Nghngicim naw a mlungmthin, a ksingnak la a kyannak avan am Mhnam a jawngnak vaia kyaki; acunüng a impeiloceng, amät a jawngnaka kba a jawngnak vai. Xüngkseie la akce he am Mhnama veia ngkengnak pawha kthaka a mtheh ngjak hin daw bawki ni,” ti lü a pyen.
290c22009e	Thum jah mtheiki naw mcei ye lü msang beki ti Jesuh naw ksing lü, “Nang naw Pamhnama khaw am thuk na veki,” a ti. Acun käna u naw i pi am kthäh dat u.
290c230099	Jesuh naw temple k’uma a jah mthei k’um üng jah kthäh lü, “Mesijah cun Davita mjükphyüi ni tia thum jah mtheiki he naw ihawkba ami ti thei ni?
290c2400a8	Ngmüimkhya Ngcim naw pyensak se, Davit amät naw pi pyen lü: ‘Bawipa naw ka Bawipa veia: Na ye he na khawkunga ka jah tak law vei däa, ka kpat da ngawa’ a ti ni?
290c250091	Davit amät ye naw, ‘Bawipa’; tia a khü hin ihawkba a mjükphyüia kya khai ni?” a ti. Acunüng khyang khawjah naw jekyai u lü ami ngaih.
290c2600c1	Acukba a jah mthei k’um üng Jesuh naw, “Thum jah mtheiki he jah cäiei na ua, suisak akkyu suisa u lü ami ngtaw hü vai jawngnaki he, jawituknaka khyang hea jah mhlünmtai vai ngaihki he.
