0100000009	መተꬅ
091b010157	ዳዊቲ ባ ዎዛናን፥ “እስ ጋላስ ታኒ ሳኦላ ኩሸን ዳፋታና፤ ታኒ ፍልስፄመ ቢታ ባቃታናፐ አትሽን፥ ሀራባይ ታዉ ሎኤና። ያንኮ፥ ሳኦል እስራኤለ ቢታ ኡባን ታና ኮየይሳ አጋና፤ ታኒ እያ ኩሸፐ ከሳ ኤካና” ያግድ ቆፕስ።
091b02009e	ሄሳ ግሾ፥ ዳዊቲነ እያራ ደእያ ኡሱፑን ፄቱ አሳት ደንድድ፥ ጋተ ካዋ ማኦካ ናኣ አንኩሳኮ ብዶሶና።
091b030121	ዳዊቲነ እያ አሳይ አንኩሳራ ጋተን ኡትዶሶና። አሳ ኡባይ ባ ሶ አሳ አሳ ኤክድ ብስ፤ ዳዊቲካ ባ ማቸታ፥ እዝራኤለ አክናሆሞነ ናባላ አምእዉ፥ ቃርመሎሳ ማጫስዉ፥ አብግያ ኤክድ ብስ።
091b040069	ዳዊቲ ጋተ ባቃትስ ገይሳ ስእድ፥ ሳኦል ዛሪድ እያ ኮየይሳ አግስ።
091b050114	ዳዊቲ ካዋ አንኩሳኮ፥ “ኔኒ ታናን ኡፋይትኮ፥ ታኒ ያን ዳና መላ ነ ካዎተꬃን ደእያ ካታማታፐ እሱዋ ታዉ እማ። ታኒ ነ አይለይ ካዎይ ደእያ ካታማን ኔራ አይስ ኡታኔ?” ያግስ።
091b0600a7	ሄ ጋላስ አንኩስ ፅቅላጋ ካታማ ዳዊታስ እሚስ፤ ሀች ጋካናዉ ፅቅላጋ ካታማይ ይሁዳ ካዎታባ ግድድ አትስ።
091b070058	ዳዊቲ ፍልስፄመ ቢታን እስ ላይꬅነ ኦይዱ አጌና ደእስ።
091b0800e5	ዳዊቲነ እያ አሳት ፑደ ከይድ፥ ጌሹረታ፥ ጋርዘታነ አማለቃታ ኦሎሶና። በንፐ ዶምድ፥ ሄ አሳት ሹራፐ ብድ ግብፀ ጋካናዉ ደእያ ቢታን ደእዶሶና።
091b0900ec	ዳዊቲ ሄ ቢታ ኦልያ ዎደ ኡባን ሄ ቢታን ደእያ ማጫ ግድን፥ አደ ግድን፥ ፓፃ አግቤና። ዶርሰነ መሄ፥ ሀረነ ግማለ ማኦ ድኤስ፤ ያትድ አንኩሳኮ ስሜስ።
091b0a00e7	አንኩስ፥ “ሀች አዉን ኦልደቲ?” ግድ ዳዊታ ኦይቼስ። ዳዊቲ፥ “ይሁዳ ዱገሀ ባጋ ዎይኮ ይራማኤላ ዱገሀ ባጋ ዎይኮ ቄና ዱገሀ ባጋ ኦልዳ” ያጌስ።
091b0b0109	ኤንታፈ እስ አስ ጋተ ብድ፥ “ዳዊቲ ሀይሳ ኦꬅስ” ግድ ኦዶና መላ ዳዊቲነ እያ አሳት ማጫ አደ አሾና ዎꬍዶሶና። ዳዊቲ ፍልስፄመ ቢታን ደእዳ ዎደ ኡባን ሀይሳዳ ኦꬅስ።
091b0c00cb	አንኩስ ዳዊታን አማነትድ፥ “ዳዊቲ ባ አሳን፥ እስራኤለን ዳሮ እፀትስ፤ ሄሳ ግሾ፥ እ ታዉ መርናዉ አይለ ግዳና” ያግድ ቆፕስ።
091c0100e9	ሄ ዎደ ፍልስፄመ አሳት እስራኤለታ ኦላናዉ ባንታ ኦላንቾታ ሺሽዶሶና። አንኩስ ዳዊታኮ፥ “ነነ ነ አሳት ታራ ኦላስ ባናይሳ ቱማ ኤራ ኡታ” ያግስ።
091c0200e2	ዳዊቲ፥ “ሄሳ ግድኮ፥ ታ ነ አይለይ ኦꬃናባ ነ በአና” ያግስ። አንኩስ፥ “ዳሮ ሎኦ፤ ታኒ ነና ታ ደኦ ላይꬃ ኡባን ታና ናገይሳ ኦꬃና” ያግስ።
091c030105	ሀይሳፈ ካሰ ሳሜል ሀይቅን፥ እስራኤለ አሳ ኡባይ እያዉ ዬክድ፥ እያ ካታማን ራማን እያ ሞግዶሶና። ሳኦል ሞይትለ ፄገይሳታነ ማሮታ እስራኤለ ቢታፈ የደꬅድ ከስስ።
091c0400bb	ፍልስፄመ ኦላንቾት ሺቅድ፥ ሱኔማ ካታማን ዱንካንዶሶና፤ ሳኦል እስራኤለ አሳ ኡባ ሺሽድ፥ ግልቦአ ዙማን ዱንካንስ።
091c05006b	ሳኦል ፍልስፄመ ኦላንቾታ በእድ ያይስ፤ እያ ዎዛናይ ዳሮ ዳጋምስ።
091c0600a8	ሄሳ ግሾ፥ አይ ኦꬃነኮ ጎዳ ኦይችስ፤ ሽን ጎዳይ አሙሆን ዎይኮ ኡሪመን ዎይኮ ናበታ ባጋራ እያዉ ኦድቤና።
091c070121	ሄሳፈ ጉየ፥ ሳኦል ባ አይለታ፥ “ሞይትለ ፄግያ ማሮ ታዉ ኮይተ፤ ታኒ ኢኮ ባዳ እዮ ኦይቻና” ያግድ ኪትስ። ሳኦላ አይለት፥ “ሞይትለ ፄግያ እስ ማሮይ ኤንዶራን ደአኡሱ” ያግዶሶና።
091c08011d	ያግን ሳኦል ባና ኤርሶና መላ ሀራ ማኦ ማእድ፥ ናምኡ አሳታ ኤክድ፥ ቃማ ሄ ማሬኮ ብድ፥ ማጫስዉ፥ “ሀያና፥ ታዉ እስ ሞይትለ ፄጋርክ፤ ታኒ ሱንꬃ ኦድያ አሳ ታዉ ደንꬃርክ” ያግስ።
091c0900f7	ያግን ማጫስያ፥ “ሞይትለ ፄገይሳታነ ማሮታ እስራኤለ ቢታፈ ሳኦል ዋት የደꬅ ከስዳኮ፥ ቱማ ኔኒ ኤራሳ። ታና ዎꬍሳናዉ ኔኒ ታዉ አይስ ፅሄ የጋይ?” ያጋሱ።
091c0a0094	ያግን ሳኦል ማጫስዉ፥ “ደኦ ፆሳይ ኤርያ መላ፥ ኔኒ ሀይሳ ግሾ ሴረታካ” ያግድ ጎዳን ጫቅስ።
091c0b008a	ማጫስያ፥ “ታኒ ነዉ ኦና ደንꬆ?” ያጋዳ ኦይቻሱ። ሳኦል፥ “ሳሜላ ታዉ ደንꬃ” ያግስ።
091c0c0099	ማጫስያ ሳሜላ በአዳ፥ ዋሶ ጎቻዳ፥ ሳኦላኮ፥ “ኔኒ ታና አይስ ጭማዲ? ኔኒ ሳኦላ ግድክ!” ያጋሱ።
091c0d00ab	ካዎይ፥ “ያዮፋ! ነዉ አይበ በንተይ?” ያግስ። ማጫስያ፥ “እስ ሞይትለይ ቢታ ግዶፈ ከይሽን በአስ” ያጋሱ።
091c0e00ff	ሳኦል ማጫስዉ፥ “እ አይ ዳኒ?” ያግስ። ማጫስያ፥ “ካባ ማእዳ እስ ጭማ አደይ ከይስ” ያጋሱ። ሳኦል ሄ አደይ ሳሜላ ግደይሳ ኤርድ፥ እያ ስንꬃን ሳአን ጉፋንስ።
091c0f0190	ሳሜል ሳኦላኮ፥ “ታና ደንꬃዳ አይስ ዋይሳይ?” ያግስ። ሳኦል፥ “ታኒ ዳሮ ኡንኤታስ፤ ፍልስፄመ አሳት ታና ኦሎሶና፤ ፆሳይ ታፐ ሻከትስ፤ ናበታ ባጋራ ዎይኮ አሙሆን እ ታኒ ኦይችያባ ኦደና። ሄሳ ግሾ፥ ታኒ ኦꬃናባ ነ ታዉ ኦዳና መላ ነና ፄጋስ” ያግስ።
091c100067	ሳሜል፥ “ጎዳይ ሻከትድ ነዉ ሞርከ ግድኮ ታና አይስ ዞረ ኦይቻይ?
091c11008e	ጎዳይ ታ ባጋራ ካሰት ኦድዳባ ኦꬅስ፤ ጎዳይ ካዎተꬃ ኔፐ ኤክድ፥ ነ ሾሩዋ ዳዊታስ እሚስ።
091c1200a7	ኔኒ ጎዳስ ኪተታቦና ግሾነ እያ ኤፅያ እያ ሸንያ አማለቃ ቦላ ፖላቦና ግሾ ጎዳይ ሀች ሀይሳ ነ ቦላ ኤህስ።
091c1300f7	ነናነ እስራኤለ፥ ጎዳይ ፍልስፄመታስ አꬅድ እማና፤ ነነ ነ አደ ናይት ዎንቶ ታናን ጋሄታና፤ ጎዳይ እስራኤለ ኦላንቾታ ፍልስፄመታስ አꬅድ እማና” ያግስ።
091c1400c7	ሳኦል ሳሜላ ኦዳ ስእድ ያይዳ ግሾ ዳቡርድ፥ ባና ዶግድ ሳአን ኩንድስ። ሳኦል ቃማነ ጋላስ ካꬅ ምቦና ግሾ እያዉ ዎልቅ እፅስ።
091c1500c7	ሄ ማጫስያ ሳኦላኮ ያዳ፥ እ ዳሮ ኮኮረይሳ በአዳ፥ “ታኒ ነ አይልያ ነዉ ኪተታስ፤ ኔኒ ታና ኦይችዳባ ታ ሸምፑዋ ዶጋዳ ኦꬃስ።
091c1600ac	ሀእ ታኒ ነ አይልያ ግያባ ሀያና ስአ፤ ኔኒ ማዳ ጋሽታዳ ነ ኦግያ ባና መላ ታኒ ነዉ ጉꬃ ካꬅ ጊግሳስ” ያጋሱ።
091c1700bf	ሳኦል፥ “ሚከ” ያግስ። ሽን እያ አሳት ሄ ማጫሴራ ግድድ እያ ዎስዶሶና፤ ኤንታ ዎሳ ስእስ፤ ቢታፈ ደንድድ ሂፃን ኡትስ።
091c18007b	ሄ ማጫስያ ባ ሶን ደእያ አንቃራ ማራ ሹካሱ፤ ꬊለ ኤካ ሙኑቃዳ፥ ኡይꬅ ኡካሱ።
091c190083	ያታዳ ካꬃ ሳኦላስነ እያ አሳታስ አꬅን፥ ኤንቲ ምዶሶና። ሄ ቃማ ደንድድ ብዶሶና።
091d0100b7	ፍልስፄመት ባንታ ኦላንቾታ ኡባ አፌቃን ሺሽዶሶና። እስራኤለት እዝራኤለን ደእያ ፑልቶ ሃꬃ ማታን ዱንካንዶሶና።
091d0200d9	ፍልስፄመ ሀላቃት ባንታ ኦላንቾታ ፄታንነ ሙኩሉ ጩጋን ሳልፕስዶሶና፤ ዳዊቲነ እያ አሳይ አንኩሳራ እስፈ ግድድ ጉየ ባጋራ ሳልፕዶሶና።
091d030173	ፍልስፄመ ሀላቃት ኤንታ በእድ፥ “ሀ እብራወት ሀይሳን አይ ኦꬆና?” ያግዶሶና። አንኩስ፥ “ሀይስ እስራኤለ ካዋ ሳኦላ አይልያ ዳዊታ ግደኔ? እ ዳሮ ዎደ ታራ አꬅስ፤ እ ሳኦላ ካድድ ከዮደፐ ሀች ጋካናዉ ታኒ እያፐ ባላ ደማብከ” ያግስ።
091d040165	ሽን ፍልስፄመ ሀላቃት አንኩሳ ቦላ ሀንቀትድ፥ “ሀ አድያ ኔኒ እያዉ እምዳ ካታማ ጉየ ዛራ። ኦላይ ጎብያ ዎደ እ ኑ ቦላ ስሚድ ደንዶና መላ እ ኑራ ኦላ ቦፖ። እ ባ ጎዳራ ስገታናዉ ኑ አሳታ ቆꬍያ ቃንፆፈ አትሽን፥ ሀራ አይ ኦꬃኔ?
091d0500ce	ሀይሳፈ ካሰ ማጫሳይ፥ ‘ሳኦል ሙኩላታ ዎꬍስ፤ ዳዊቲ ታሙ ሙኩላታ ዎꬍስ’ ያግድ ዱርሸነ የፅሸ ሳቢዳይ ዳዊታ ግደኔ?” ያግዶሶና።
091d060147	ሄሳ ግሾ፥ አንኩስ ዳዊታ ፄግድ፥ “ደኦ ጎዳይ ኤርያ መላ፥ ኔኒ አማንꬅያ አስ፤ ኔኒ ታራ ኦላስ በይሳ ታ ዶሳይስ። ኔኒ ታኮ ዮሳፐ ሀች ጋካናዉ ታኒ ነ ቦላ ባላ ደማብከ። ሽን ሀላቃት ኔኒ ኦላስ በይሳ ዶሶኮና።
091d07007c	ኔኒ ጉየ ስማዳ ሳሮ ባ፤ ፍልስፄመ ሀላቃታ ኡፋይሶናባ አይኮካ ኦꬆፋ” ያግስ።
091d0800db	ዳዊቲ፥ “ታኒ አይ ኦꬃድና? ታኒ ኔራ ደኦደፐ ሀች ጋካናዉ ነ ታፐ አይ ባላ ደማዲ? ያትን፥ ካዋ፥ ታ ጎዳ ሞርከታራ አይስ ኦለትክና?” ያግስ።
091d0900bb	አንኩስ፥ “ፆሳ ኪታንቾዳ ኔኒ ታዉ ሎኦ ግደይሳ ታኒ ኤራይስ። ሽን ፍልስፄመ ሀላቃት፥ ‘እ ኑራ ኦላ ቦፖ’ ያግዶሶና።
091d0a0064	ነነ ኔራ ይዳ ነ ጎዳ አይለታራ ዎንቶ ጉራ ደንድድ ቢተ” ያግስ።
091d0b00a2	ሄሳ ግሾ ዳዊቲነ እያ አሳት ፍልስፄመ ስማናዉ ዎንታ ጉራ ደንድዶሶና፤ ፍልስፄመት እዝራኤለ ብዶሶና።
091e0100b5	ዳዊቲነ እያ አሳት ሄꬓንꬆ ጋላስ ፅቅላጋ ጋክዶሶና። አማለቃት ነገባነ ፅቅላጋ ኦልድ፥ ፅቅላጋ ታማን ፁግዶሶና።
091e0200be	ፅቅላጋን ደእያ ማጫሳነ ናአፐ ጭማ ጋካናዉ ደእያ ኡባ ድእዶሶና፤ ኤንታፈ እስ አስካ ዎꬎና ኤንታ ኡባ ድእድ ኤፍዶሶና።
091e0300ca	ዳዊቲነ እያ አሳት ፅቅላጋ ጋክያ ዎደ ካታማይ ታማን ፁገትዳይሳነ ኤንታ ማቸት፥ አደ ናይትነ ማጫ ናይት ድኤትዳይሳ በእዶሶና።
091e040075	ዳዊቲነ እያራ ደእያ አሳይ ባንታ ዎልቃይ እፃና ጋካናዉ ዋስድ ዬክዶሶና።
091e050094	ዳዊታ ማቸት እዝራኤለ አክናሆማነ ካሰ ናባላ ማችያ ቃርመሎሳ አብግያ ናምአይካ ድኤትዶሶና።
091e0600f7	እያ አሳይ ባንታ አደ ናይትነ ማጫ ናይት ድኤትዳ ግሾ ይሎትድ ዳዊታ ሹቻን ጫዳናዉ ኦደትን፥ ዳዊቲ ዳሮ ኡንኤትስ። ግዶሽን፥ ዳዊቲ ጎዳን ባ ፆሳን ምነትስ።
091e0700a8	ዳዊቲ አብመለከ ናኣ ካህንያ አብያታራኮ፥ “ኤፉድያ ኤካዳ ያ” ያግን፥ አብያታር ኤፉድያ ዳዊታስ ኤህስ።
091e0800ec	ዳዊቲ፥ “ታኒ፥ ታና ኦልያ አሳታ ካላዳ ጋካኔ?” ያግድ ጎዳ ኦይችስ። ጎዳይ፥ “ኤ፤ ኤንታ ካላዳ ባ፤ ቱማ ኤንታ ነ ጋካና፤ ቱማ ድኡዋ ዛራና” ያግስ።
091e0900a5	ዳዊቲነ እያራ ደእያ ኡሱፑን ፄቱ አሳት ደንድድ ቦሶራ ሻፋ ጋክያ ዎደ ኤንታፈ ጉꬃ አሳት ያን አትዶሶና።
091e0a008d	ናምኡ ፄቱ አሳይ ሻፋ ፕናናዉ ዳሮ ዳቡርዶሶና። ሽን ዳዊቲነ ኦይዱ ፄቱ አሳይ ካልዶሶና።
091e0b0081	ኤንቲ እስ ግብፀ አስ ደንባን ደምድ፥ ዳዊታኮ ኤህድ፥ እያዉ ሃ ነ ካꬅ እምዶሶና።
091e0c00b4	ባላሰ ኦንጎቾነ ናምኡ ዎይነ ኑካ እያዉ እምን ምድ ጋሽትስስ። እ ሄꬑ ጋላስነ ሄꬑ ቃማ ካꬅ ሞና ሃ ኡዮና ጋምእስ።
091e0d0115	ዳዊቲ፥ “ኔኒ ኦደ አይሌ? አዉፐ ያዲ?” ያግድ አድያ ኦይችስ። አደይ፥ “ታኒ አማለቃ አድያስ አይለትዳ ግብፀ አስ፤ ሄꬑ ጋላሳፐ ካሰ ታ ሳከትን፥ ታ ጎዳይ ታና የግ አግድ ብስ።
091e0e0094	ኑኒ ይሁዳ ዛዋ፥ ከልታወታ ዱገሀ ባጋነ ካለባ ዱገሀ ባጋ ኦልድ ፅቅላጋ ታማን ፁግዳ” ያግስ።
091e0f0128	ዳዊቲ፥ “ኔኒ ታና ሄ ኦልዳ ጩጋታኮ ካለꬃናዉ ዳንዳአይ?” ያግድ ኦይችስ። እ ዛሪድ፥ “ኔኒ ታና ዎꬎና መላነ ታ ጎዳስ አꬃዳ እምከ ጋዳ ታዉ ፆሳን ጫቃ፤ ታኒ ነና ኤንታኮ ካለꬃና” ያግስ።
091e1000c0	ዳዊቲ ካለꬅድ ኤንታኮ ጋꬅስ። ኤንቲ ፍልስፄመፐነ ይሁዳፐ ዳሮ ድኦ ድእዳ ግሾ ኡፋይትድ ምሸነ ኡይሸ ላለትድ ኡትዶሶና።
091e1100f3	ሄ ጋላስ ኦማርሳፈ ዶምድ ዎንተꬃ ጋላስ ኦማርስ ጋካናዉ ዳዊቲ ኤንታ ሾጭስ። ግማለ ቶግድ ባቃትዳ ኦይዱ ፄቱ ፓንꬃታፐ አትሽን፥ ሀር እስ አስካ አትቤና።
091e120073	አማለቃ አሳት ኤፍዳ ኡባ፥ ባ ናምኡ ማቸታራ እስፈ ዳዊቲ ዎስስድ ኤክስ።
091e1300f0	አሳት ድእድ ኤፍዳባፐ እስባይካ ፓጭቤና፤ ናእ ዎይኮ ጭም፥ አደይ ዎይኮ ማጭ፥ ሄሳዳካ ኤንቲ ድእድ ኤፍዳ ሀራባ ኡባይ ፓጮና ደእሽን ዳዊቲ ኡባ ዛርስ።
091e1400cc	ዳዊቲ ዶርሰ፥ ዴሸነ መሄ ኡባ ድእስ፤ ዳዊቲ አሳይ እ ድእዳ መህያ ሀንኮ መህያፐ ስንꬃራ ላግሸ፥ “ሀይስ ዳዊታ ድኦ” ያግዶሶና።
091e1500ee	ዳዊቲ ዳቡርድ ቦሶራ ሻፋ አቻን አትዳ ናምኡ ፄቱ አሳኮ ይስ። ኤንቲ ዳዊታነ እያራ ደእያ አሳ ሞካናዉ ከይዶሶና። ዳዊቲ ባ አሳራ ሺቅድ ኤንታ ሳሮꬅስ።
091e160112	ሽን ዳዊታራ ብዳ አሳታ ግዶፈ ፓꬆና ኢታ አሳት፥ “ኤንቲ ኑራ ቦና ግሾ ኑኒ ዛሪድ ኤህዳባፐ አይኮካ ኤንታዉ ሻኮኮ፤ ኤንቲ ባንታ ናይታነ ባንታ ማቸታ ኤክድ ቦና” ያግዶሶና።
091e1700cd	ዳዊቲ ዛሪድ፥ “ታ እሻቶ፥ ጎዳይ ኑስ እምዳባን ህንተ ሀይሳዳ ኦꬃናዉ በሰና። እ ኑና ናግድ፥ ኑና ኦልዳ ጩጋታ ኑስ አꬅድ እሚስ።
091e1800c6	ህንተ ግያባ ኦንካ ኤከና። ኦለታናዉ ብዳይሳታነ ኑባ ናግሸ ሀይሳን ጋምእዳይሳታ ግሾይ እስኖ፤ ኡባይ ግና ሻከታና” ያግስ።
091e19006d	ሄ ጋላሳፐ ዶምድ ሀች ጋካናዉ እስራኤለ ቢታን ሄስ ህገነ ዎጋ ግድስ።
091e1a00d2	ዳዊቲ ፅቅላጋ ጋክዳ ዎደ ባ ላገ ግድዳ ይሁዳ ጭማታኮ፥ “ጎዳ ሞርከታፐ ድኤትዳባፐ ታኒ ህንተዉ እመይሳ ኤክተ” ያግድ ጉꬃራ የድስ።
091e1b0057	እ ሄሳ ቤተለን፥ ራሞታ ነገባንነ ያትራን ደኤይሳታስ፥
091e1c003b	አሮኤራን፥ ስፍሞታን፥ ኤሽታሞአንነ
091e1d0042	ራካላን፥ ይራህማኤላን፥ ቄና ካታማታን፥
091e1e002f	ሆርማና፥ ቦራሳና፥ አታካንነ
091e1f0083	ከብሮናን ደኤይሳታስ የድስ። እነ እያ አሳት ዩይዳ በሳ ኡባን ደእያ አሳስ የድስ።
091f0100d5	ፍልስፄመት እስራኤለታራ ኦለትዶሶና፤ እስራኤለት ፍልስፄመታ ስንꬃፈ ባቃትዶሶና፤ ዳሮ እስራኤለት ግልቦአ ደርያ ቦላ ሀይቅዶሶና።
091f0200a2	ፍልስፄመት ሳኦላነ እያ አደ ናይታ የደꬅድ፥ እያ አደ ናይታ ዮናታና፥ አምናዳበነ ማልክሳ ዎꬍዶሶና።
091f030081	ኦላይ ተቅድ ሳኦላ ኡንኤꬅስ፤ ዶንገን ዱከይሳት እያ ጫድድ ዳሮ ማዱንፅስዶሶና።
091f040143	ሳኦል ባ ኦላ ሚሽያ ቶከይሳኮ፥ “ሀ ቃፃረትቦናይሳት ይድ፥ ታና ጫድድ ካኦና መላ ነ ማሻን ታና ጫዳዳ ዎꬋ” ያግስ። ሽን እያ ኦላ ሚሽያ ቶከይስ ያይድ እፅን፥ ሳኦል ባ ማሻ ሳአን ኤስድ፥ እያ ቦላ ኩንድስ።
091f0500b6	እያ ኦላ ሚሽያ ቶከይስ ሳኦል ሀይቅዳይሳ በእድ፥ እካ ባ ማሻ ሳአን ኤስድ፥ እያ ቦላ ኩንድድ እያራ እስፈ ሀይቅስ።
091f0600af	ሀይሳዳ ሀንድ፥ ሳኦልነ እያ ሄꬑ አደ ናይት፥ እያ ኦላ ሚሽያ ቶከይስነ እያ አሳት ኡባይ ሄ ጋላስ ሀይቅዶሶና።
091f070153	ዛንጋራንነ ዮርዳኖሰ ሻፋፐ ሄፍንꬃ ባጋራ ደእያ እስራኤለ አሳይ፥ እስራኤለ ኦላንቾት ባቃትዳይሳ፥ ሳኦልነ እያ ናይት ሀይቅዳይሳ በእድ ባንታ ካታማ አግድ ባቃትዶሶና። ፍልስፄመት ይድ፥ ሄ ካታማታ ኦይክዶሶና።
091f0800ec	ዎንተꬃ ጋላስ ፍልስፄመት አሀ ቦላፈ ኦላ ሚሸታ ቃርድ ኤካናዉ ይድ፥ ሳኦልነ እያ ሄꬑ አደ ናይት ግልቦአ ደርያ ቦላ ሀይቅድ ዝንእዳይሳታ ደምዶሶና።
091f0900f8	ኤንቲ ሳኦላ ቆꬍያ ቃንፅድ እያ ኦላ ሚሽያ ቃር ኤክዶሶና። ያትድ ባንታ ኤቃ ኬꬃንነ ባንታ አሳ ግዶን ፆኑዋ አዋጃና መላ ፍልስፄመ ቢታ ኡባስ ኪታ የድዶሶና።
091f0a00d6	ሳኦላ ኦላ ሚሽያ አስታሮተ ጌተትያ ኤንታ ማጫ ፆሰ ኬꬃን ዎꬅዶሶና። ሳኦላ አሀ ቤት-ሳና ካታማ ግምብያ ቦላ ምስማረን ꬍሽድ ካቅዶሶና።
091f0b0068	ፍልስፄመት ሳኦላ ኦꬅዳባ ጋላዳን ደእያ ያበሳ አሳይ ስእዳ ዎደ፥
091f0c00ce	ምኖ አሳት ቃማ ደንድ ብድ፥ ሳኦላ አሃነ እያ ናይታ አሀ ቤት-ሳና ካታማ ግምብያ ቦላፈ ዎꬍስድ ያበሳ ካታማ ኤህድ፥ ያን ፁግዶሶና።
091f0d00ba	ሄሳፈ ጉየ፥ ኤንታ መቀꬃ ማፅ ኤክድ፥ ያበሳን ደእያ ታማርስከ ምꬃ ጋርሳን ሞግዶሶና፤ ያትድ ላፑን ጋላስ ፆምዶሶና።
0a0000000b	2 ሳሜላ
0a01010082	ሳኦል ሀይቅዳፐ ጉየ፥ ዳዊቲ አማለቃታ ፆን ስሚድ ፅቅላጋን ናምኡ ጋላስ ጋምእስ።
0a010200ce	ሄꬓንꬆ ጋላስ እስ አደይ ባ ማኡዋ ዳክድ፥ ባ ሁጰን ባና ቆልድ፥ ሳኦል ዱንካንዳ ጉታፐ ይስ። እ ዳዊታኮ ይድ ሳአን ጉፋንድ ዝግስ።
0a010300b5	ዳዊቲ፥ “ኔኒ አዋፐ ያዲ?” ያግድ ኦይችስ። እ ዛሪድ፥ “ታኒ እስራኤለት ዱንካንዳ ጉታፐ ከሳ ኤካዳ ያስ” ያግስ።
0a01040105	ዳዊቲ፥ “አነ ሀንዳባ ታዉ ኦዳ” ያግስ። እ ዛሪድ፥ “ኑ ኦላንቾት ኦላፐ ባቃትዶሶና፤ ኑ አሳፐ ዳሮት ሀይቅዶሶና፤ ሳኦልነ እያ ናአይ ዮናታን ሀይቅዶሶና” ያግስ።
0a010500a4	ዳዊቲ እያዉ ኦድዳ ፓንꬃ፥ “ሳኦልነ እያ ናኣ ዮናታን ሀይቅዳይሳ ኔኒ አይብን ኤራይ?” ያግድ ኦይችስ።
0a010600ce	ፓንꬃይ፥ “ታኒ ግልቦአ ደርያ ቦላ ደእሽን፥ ሳኦል ባ ቶራ ጉፈትድ ኤቅዳይሳ በአስ፤ ፓራ ጋረትነ ፓራ አሳት ሳኦላኮ ማታትዶሶና።
0a0107006e	ሄ ዎደ ሳኦል ጉየ ስሚድ ታና ደምድ ፄግስ። ታኒ፥ ‘ዬ’ ያጋዳ ኮያስ።
0a01080073	ሳኦል፥ ‘ኔኒ ኦኔ?’ ያግድ ኦይችን፥ ‘ታኒ አማለቃ አስ’ ያጋዳ ዛራስ።
0a01090098	ሄሳፈ ጉየ ሳኦል፥ ‘ታኒ ማዱንፃዳ፥ ሀይቆስ ጋካስ፤ ኔኒ ታ ቦላ ከይያ ኤቃዳ ታና ዎꬋ’ ያግስ።
0a010a010b	እ ኩንድዳፐ ጉየ ሀይቆፐ አቶናይሳ ኤርዳ ግሾ ታኒ እያ ቦላ ከያ ኤቃዳ እያ ዎꬋስ። እያ ሁጰን ደእያ ካላቻነ እያ ቀሰን ደእያ አምባርያ ኤካዳ ኔኮ ታ ጎዳኮ ያስ” ያግስ።
0a010b0057	ዳዊቲነ ዳዊታ አሳይ ካዮትድ፥ ባንታ ማኡዋ ዳክዶሶና።
0a010c00cb	ኤንቲ ሳኦል፥ ዮናታን፥ ጎዳ ኦላንቾትነ እስራኤለ አሳይ ኦላን ዉርዳ ግሾ ኦማርስ ጋካናዉ ካዮትዶሶና፤ ዬክዶሶና፤ ፆምዶሶና።
0a010d00d5	ዳዊቲ ሄሳ ኤንታዉ ኤህዳ ፓንꬃ፥ “ነ አዉፐ ያዲ?” ያግድ ኦይችስ። እ ዛሪድ፥ “ታኒ በተ አስ ግድድ ደእያ አማለቃ አድያ ናአ” ያግስ።
0a010e007a	ዳዊቲ፥ “ጎዳይ ትይዳ ካዋ ዎꬋናዉ ነ ኩሽያ ደንꬃሸ ዋናዳ ያያብኪ?” ያግስ።
0a010f0084	ዳዊቲ ባ አሳታፐ እሱዋ ፄግድ፥ “እያ ዎꬋ” ያግን፥ እ አማለቃ ፓንꬃ ጫድድ ዎꬍስ።
0a011000c7	ዳዊቲ አማለቃ አድያኮ፥ “ጎዳይ ትይዳ ካዋ ታኒ ዎꬋስ” ያጋዳ “ኔኒ ነ ዶናን ማርካትዳ ግሾ ነ ሱꬃ ጎመይ ነና ኦይኮ” ያግስ።
0a0111005e	ዳዊቲ ሳኦላስነ እያ ናኣ ዮናታናስ ሀይሳዳ ያግድ ዘሌልስ።
