010000000c	בראשית
0707040102	ויאמר יהוה אל גדעון עוד העם רב הורד אותם אל המים ואצרפנו לך שם והיה אשר אמר אליך זה ילך אתך הוא ילך אתך וכל אשר אמר אליך זה לא ילך עמך הוא לא ילך׃
07070500dc	ויורד את העם אל המים ויאמר יהוה אל גדעון כל אשר ילק בלשונו מן המים כאשר ילק הכלב תציג אותו לבד וכל אשר יכרע על ברכיו לשתות׃
0707060092	ויהי מספר המלקקים בידם אל פיהם שלש מאות איש וכל יתר העם כרעו על ברכיהם לשתות מים׃
07070700ae	ויאמר יהוה אל גדעון בשלש מאות האיש המלקקים אושיע אתכם ונתתי את מדין בידך וכל העם ילכו איש למקמו׃
07070800d3	ויקחו את צדה העם בידם ואת שופרתיהם ואת כל איש ישראל שלח איש לאהליו ובשלש מאות האיש החזיק ומחנה מדין היה לו מתחת בעמק׃
070709006b	ויהי בלילה ההוא ויאמר אליו יהוה קום רד במחנה כי נתתיו בידך׃
07070a004d	ואם ירא אתה לרדת רד אתה ופרה נערך אל המחנה׃
07070b009e	ושמעת מה ידברו ואחר תחזקנה ידיך וירדת במחנה וירד הוא ופרה נערו אל קצה החמשים אשר במחנה׃
07070c0098	ומדין ועמלק וכל בני קדם נפלים בעמק כארבה לרב ולגמליהם אין מספר כחול שעל שפת הים לרב׃
07070d0102	ויבא גדעון והנה איש מספר לרעהו חלום ויאמר הנה חלום חלמתי והנה צלול לחם שערים מתהפך במחנה מדין ויבא עד האהל ויכהו ויפל ויהפכהו למעלה ונפל האהל׃
07070e00ae	ויען רעהו ויאמר אין זאת בלתי אם חרב גדעון בן יואש איש ישראל נתן האלהים בידו את מדין ואת כל המחנה׃
07070f00c1	ויהי כשמע גדעון את מספר החלום ואת שברו וישתחו וישב אל מחנה ישראל ויאמר קומו כי נתן יהוה בידכם את מחנה מדין׃
0707100095	ויחץ את שלש מאות האיש שלשה ראשים ויתן שופרות ביד כלם וכדים רקים ולפדים בתוך הכדים׃
070711008f	ויאמר אליהם ממני תראו וכן תעשו והנה אנכי בא בקצה המחנה והיה כאשר אעשה כן תעשון׃
07071200a3	ותקעתי בשופר אנכי וכל אשר אתי ותקעתם בשופרות גם אתם סביבות כל המחנה ואמרתם ליהוה ולגדעון׃
07071300d5	ויבא גדעון ומאה איש אשר אתו בקצה המחנה ראש האשמרת התיכונה אך הקם הקימו את השמרים ויתקעו בשופרות ונפוץ הכדים אשר בידם׃
07071400d7	ויתקעו שלשת הראשים בשופרות וישברו הכדים ויחזיקו ביד שמאולם בלפדים וביד ימינם השופרות לתקוע ויקראו חרב ליהוה ולגדעון׃
0707150067	ויעמדו איש תחתיו סביב למחנה וירץ כל המחנה ויריעו ויניסו׃
07071600cf	ויתקעו שלש מאות השופרות וישם יהוה את חרב איש ברעהו ובכל המחנה וינס המחנה עד בית השטה צררתה עד שפת אבל מחולה על טבת׃
070717006d	ויצעק איש ישראל מנפתלי ומן אשר ומן כל מנשה וירדפו אחרי מדין׃
0707180104	ומלאכים שלח גדעון בכל הר אפרים לאמר רדו לקראת מדין ולכדו להם את המים עד בית ברה ואת הירדן ויצעק כל איש אפרים וילכדו את המים עד בית ברה ואת הירדן׃
07071900f6	וילכדו שני שרי מדין את ערב ואת זאב ויהרגו את עורב בצור עורב ואת זאב הרגו ביקב זאב וירדפו אל מדין וראש ערב וזאב הביאו אל גדעון מעבר לירדן׃
07080100b0	ויאמרו אליו איש אפרים מה הדבר הזה עשית לנו לבלתי קראות לנו כי הלכת להלחם במדין ויריבון אתו בחזקה׃
0708020073	ויאמר אליהם מה עשיתי עתה ככם הלוא טוב עללות אפרים מבציר אביעזר׃
07080300ac	בידכם נתן אלהים את שרי מדין את ערב ואת זאב ומה יכלתי עשות ככם אז רפתה רוחם מעליו בדברו הדבר הזה׃
0708040071	ויבא גדעון הירדנה עבר הוא ושלש מאות האיש אשר אתו עיפים ורדפים׃
07080500ad	ויאמר לאנשי סכות תנו נא ככרות לחם לעם אשר ברגלי כי עיפים הם ואנכי רדף אחרי זבח וצלמנע מלכי מדין׃
0708060065	ויאמר שרי סכות הכף זבח וצלמנע עתה בידך כי נתן לצבאך לחם׃
070807009f	ויאמר גדעון לכן בתת יהוה את זבח ואת צלמנע בידי ודשתי את בשרכם את קוצי המדבר ואת הברקנים׃
0708080085	ויעל משם פנואל וידבר אליהם כזאת ויענו אותו אנשי פנואל כאשר ענו אנשי סכות׃
0708090064	ויאמר גם לאנשי פנואל לאמר בשובי בשלום אתץ את המגדל הזה׃
07080a00c2	וזבח וצלמנע בקרקר ומחניהם עמם כחמשת עשר אלף כל הנותרים מכל מחנה בני קדם והנפלים מאה ועשרים אלף איש שלף חרב׃
07080b0087	ויעל גדעון דרך השכוני באהלים מקדם לנבח ויגבהה ויך את המחנה והמחנה היה בטח׃
07080c009e	וינוסו זבח וצלמנע וירדף אחריהם וילכד את שני מלכי מדין את זבח ואת צלמנע וכל המחנה החריד׃
07080d004b	וישב גדעון בן יואש מן המלחמה מלמעלה החרס׃
07080e008e	וילכד נער מאנשי סכות וישאלהו ויכתב אליו את שרי סכות ואת זקניה שבעים ושבעה איש׃
07080f00c3	ויבא אל אנשי סכות ויאמר הנה זבח וצלמנע אשר חרפתם אותי לאמר הכף זבח וצלמנע עתה בידך כי נתן לאנשיך היעפים לחם׃
0708100079	ויקח את זקני העיר ואת קוצי המדבר ואת הברקנים וידע בהם את אנשי סכות׃
0708110045	ואת מגדל פנואל נתץ ויהרג את אנשי העיר׃
070812009e	ויאמר אל זבח ואל צלמנע איפה האנשים אשר הרגתם בתבור ויאמרו כמוך כמוהם אחד כתאר בני המלך׃
0708130066	ויאמר אחי בני אמי הם חי יהוה לו החיתם אותם לא הרגתי אתכם׃
070814007a	ויאמר ליתר בכורו קום הרג אותם ולא שלף הנער חרבו כי ירא כי עודנו נער׃
07081500d4	ויאמר זבח וצלמנע קום אתה ופגע בנו כי כאיש גבורתו ויקם גדעון ויהרג את זבח ואת צלמנע ויקח את השהרנים אשר בצוארי גמליהם׃
070816008b	ויאמרו איש ישראל אל גדעון משל בנו גם אתה גם בנך גם בן בנך כי הושעתנו מיד מדין׃
0708170073	ויאמר אלהם גדעון לא אמשל אני בכם ולא ימשל בני בכם יהוה ימשל בכם׃
0708180097	ויאמר אלהם גדעון אשאלה מכם שאלה ותנו לי איש נזם שללו כי נזמי זהב להם כי ישמעאלים הם׃
0708190068	ויאמרו נתון נתן ויפרשו את השמלה וישליכו שמה איש נזם שללו׃
07081a00ea	ויהי משקל נזמי הזהב אשר שאל אלף ושבע מאות זהב לבד מן השהרנים והנטפות ובגדי הארגמן שעל מלכי מדין ולבד מן הענקות אשר בצוארי גמליהם׃
07081b00aa	ויעש אותו גדעון לאפוד ויצג אותו בעירו בעפרה ויזנו כל ישראל אחריו שם ויהי לגדעון ולביתו למוקש׃
07081c008e	ויכנע מדין לפני בני ישראל ולא יספו לשאת ראשם ותשקט הארץ ארבעים שנה בימי גדעון׃
07081d0037	וילך ירבעל בן יואש וישב בביתו׃
07081e0060	ולגדעון היו שבעים בנים יצאי ירכו כי נשים רבות היו לו׃
07081f0061	ופילגשו אשר בשכם ילדה לו גם היא בן וישם את שמו אבימלך׃
070820007a	וימת גדעון בן יואש בשיבה טובה ויקבר בקבר יואש אביו בעפרה אבי העזרי׃
0708210094	ויהי כאשר מת גדעון וישובו בני ישראל ויזנו אחרי הבעלים וישימו להם בעל ברית לאלהים׃
0708220076	ולא זכרו בני ישראל את יהוה אלהיהם המציל אותם מיד כל איביהם מסביב׃
0708230068	ולא עשו חסד עם בית ירבעל גדעון ככל הטובה אשר עשה עם ישראל׃
070901008e	וילך אבימלך בן ירבעל שכמה אל אחי אמו וידבר אליהם ואל כל משפחת בית אבי אמו לאמר׃
07090200cd	דברו נא באזני כל בעלי שכם מה טוב לכם המשל בכם שבעים איש כל בני ירבעל אם משל בכם איש אחד וזכרתם כי עצמכם ובשרכם אני׃
07090300a9	וידברו אחי אמו עליו באזני כל בעלי שכם את כל הדברים האלה ויט לבם אחרי אבימלך כי אמרו אחינו הוא׃
0709040094	ויתנו לו שבעים כסף מבית בעל ברית וישכר בהם אבימלך אנשים ריקים ופחזים וילכו אחריו׃
07090500b0	ויבא בית אביו עפרתה ויהרג את אחיו בני ירבעל שבעים איש על אבן אחת ויותר יותם בן ירבעל הקטן כי נחבא׃
0709060094	ויאספו כל בעלי שכם וכל בית מלוא וילכו וימליכו את אבימלך למלך עם אלון מצב אשר בשכם׃
07090700b4	ויגדו ליותם וילך ויעמד בראש הר גרזים וישא קולו ויקרא ויאמר להם שמעו אלי בעלי שכם וישמע אליכם אלהים׃
0709080065	הלוך הלכו העצים למשח עליהם מלך ויאמרו לזית מלוכה עלינו׃
070909008c	ויאמר להם הזית החדלתי את דשני אשר בי יכבדו אלהים ואנשים והלכתי לנוע על העצים׃
07090a0044	ויאמרו העצים לתאנה לכי את מלכי עלינו׃
07090b007e	ותאמר להם התאנה החדלתי את מתקי ואת תנובתי הטובה והלכתי לנוע על העצים׃
07090c0044	ויאמרו העצים לגפן לכי את מלוכי עלינו׃
07090d0084	ותאמר להם הגפן החדלתי את תירושי המשמח אלהים ואנשים והלכתי לנוע על העצים׃
07090e004a	ויאמרו כל העצים אל האטד לך אתה מלך עלינו׃
