0100000008	Gênesis
05030a0077	Todas as cidades da terra plana, e todo o Gilead, e todo o Basan, até Salcha e Edrei, cidades do reino de Og em Basan.
05030b00f7	Porque só Og, o rei de Basan, ficou do resto dos gigantes; eis que o seu leito, um leito de ferro, não está porventura em Rabba dos filhos de Ammon? de nove côvados o seu comprimento, e de quatro côvados a sua largura, pelo côvado dum homem.
05030c00c1	Tomamos pois esta terra em possessão naquele tempo: desde Aroer, que está junto ao ribeiro de Arnon, e a metade da montanha de Gilead, com as suas cidades, tenho dado aos rubenitas e gaditas.
05030d00b5	E o resto de Gilead, como também todo o Basan, o reino de Og, dei à meia tribo de Manasseh; toda aquela borda da terra de Argob, por todo o Basan, se chamava a terra dos gigantes.
05030e00a6	Jair, filho de Manasseh, alcançou toda a borda da terra de Argob, até ao termo dos gesuritas, e maachatitas, e a chamou de seu nome, Basan-havot-jair até este dia.
05030f0016	E a Machir dei Gilead.
050310009e	Mas aos rubenitas e gaditas dei desde Gilead até ao ribeiro de Arnon, o meio do ribeiro, e o termo: e até ao ribeiro de Jabbok, o termo dos filhos de Ammon.
050311008e	Como também a campina, e o Jordão com o termo: desde Cinnereth até ao mar da campina, o Mar Salgado, abaixo de Asdoth-Pisga para o oriente.
05031200c8	E vos dei ordem mais no mesmo tempo, dizendo: O Senhor vosso Deus vos deu esta terra, para possui-la: passai pois armados vós, todos os homens valentes, diante de vossos irmãos, os filhos de Israel.
0503130098	Tão somente vossas mulheres, e vossas crianças, e vosso gado (porque eu sei que tendes muito gado) ficarão nas vossas cidades, que já vos tenho dado
05031400e1	Até que o Senhor dê descanço a vossos irmãos como a vós: para que eles herdem também a terra que o Senhor vosso Deus lhes há de dar de além do Jordão: então voltareis cada qual à sua herança que já vos tenho dado
05031500be	Também dei ordem a Josué no mesmo tempo, dizendo: Os teus olhos veem tudo o que o Senhor vosso Deus tem feito a estes dois reis; assim fará o Senhor a todos os reinos, a que tu passarás.
0503160044	Não os temais: porque o Senhor vosso Deus é o que peleja por vós.
0503170039	Também eu pedi graça ao Senhor no mesmo tempo, dizendo:
05031800c5	Senhor Jehovah! já começaste a mostrar ao teu servo a tua grandeza e a tua forte mão: porque, que Deus há nos céus e na terra, que possa obrar segundo as tuas obras, e segundo a tua fortaleza?
0503190079	Rogo-te que me deixes passar, para que veja esta boa terra que está de além do Jordão; esta boa montanha, e o líbano.
05031a008d	Porém o Senhor indignou-se muito contra mim por causa de vós, e não me ouviu; antes me disse: Baste-te; não me fales mais neste negócio:
05031b009c	Sobe ao cume de Pisga, e levanta os teus olhos ao ocidente, e ao norte, e ao sul, e ao oriente, e vê com os teus olhos: porque não passarás este Jordão.
05031c007c	Manda pois a Josué, e esforça-o, e conforta-o; porque ele passará diante deste povo, e o fará possuir a terra que vires.
05031d0030	Assim ficamos neste vale, defronte de Beth-peor.
05040100b4	Agora, pois, ó Israel, ouve os estatutos e os juízos que eu vos ensino, para os fazerdes: para que vivais, e entreis, e possuais a terra que o Senhor Deus de vossos pais vos dá.
050402008c	Não acrescentareis à palavra que vos mando, nem diminuireis dela, para que guardeis os mandamentos do Senhor vosso Deus, que eu vos mando.
050403008c	Os vossos olhos tem visto o que Deus fez por Baal-peor; pois a todo o homem que seguiu a Baal-peor o Senhor teu Deus consumiu do meio de ti.
050404004d	Porém vós, que vos chegastes ao Senhor vosso Deus, hoje todos estais vivos.
0504050093	Vêdes aqui vos tenho ensinado estatutos e juízos, como me mandou o Senhor meu Deus: para que assim façais no meio da terra a qual ides a herdar.
05040600d2	Guardai-os pois, e fazei-os, porque esta será a vossa sabedoria e o vosso entendimento perante os olhos dos povos, que ouvirão todos estes estatutos, e dirão: Este grande povo só é gente sabia e entendida.
050407007a	Porque, que gente há tão grande, que tenha deuses tão chegados como o Senhor nosso Deus, todas as vezes que o chamamos?
0504080074	E que gente há tão grande, que tenha estatutos e juízos tão justos como toda esta lei que hoje dou perante vós?
05040900fa	Tão somente guarda-te a ti mesmo, e guarda bem a tua alma, que te não esqueças daquelas coisas que os teus olhos tem visto, e se não apartem do teu coração todos os dias da tua vida: e as farás saber a teus filhos, e aos filhos de teus filhos:
05040a00f4	O dia em que estiveste perante o Senhor teu Deus em Horeb, quando o Senhor me disse: Ajunta-me este povo, e os farei ouvir as minhas palavras, e aprende-las-ão, para me temerem todos os dias que na terra viverem, e as ensinarão a seus filhos;
05040b008c	E vós vos chegastes, e vos pusestes ao pé do monte: e o monte ardia em fogo até ao meio dos céus, e havia trevas, e nuvens e escuridão;
05040c007e	Então o Senhor vos falou do meio do fogo: a voz das palavras ouvistes; porém, além da voz, não vistes semelhança nenhuma.
05040d007a	Então vos anunciou ele o seu concerto, que vos ordenou fazer, os dez mandamentos, e os escreveu em duas tábuas de pedra.
05040e008a	Também o Senhor me ordenou ao mesmo tempo que vos ensinasse estatutos e juízos, para que os fizesseis na terra a qual passais a possuir.
05040f0098	Guardai pois com diligência as vossas almas, pois semelhança nenhuma vistes no dia em que o Senhor vosso Deus em Horeb falou convosco do meio do fogo;
0504100072	Para que não vos corrompais, e vos façais alguma escultura, semelhança de imagem, figura de macho ou de fêmea;
050411005c	Figura de algum animal que haja na terra; figura de alguma ave aligera que vôa pelos céus;
0504120076	Figura de algum animal que anda de rastos sobre a terra; figura de algum peixe que esteja nas águas debaixo da terra;
05041300fa	Que não levantes os teus olhos aos céus e vejas o sol, e a lua, e as estrelas, todo o exército dos céus; e sejas impelido a que te inclines perante eles, e sirvas àqueles que o Senhor teu Deus repartiu a todos os povos debaixo de todos os céus.
0504140081	Mas o Senhor vos tomou, e vos tirou do forno de ferro do Egito, para que lhe sejais por povo hereditário, como neste dia se vê.
05041500bc	Também o Senhor se indignou contra mim por causa das vossas palavras, e jurou que eu não passaria o Jordão, e que não entraria na boa terra que o Senhor teu Deus te dará por herança.
0504160070	Porque eu nesta terra morrerei, não passarei o Jordão: porém vós o passareis, e possuireis aquela boa terra.
05041700b7	Guardai-vos de que vos esqueçais do concerto do Senhor vosso Deus, que tem feito convosco, e vos façais escultura alguma, imagem de alguma coisa que o Senhor vosso Deus vos proibiu.
0504180040	Porque o Senhor teu Deus é um fogo que consome, um Deus zeloso.
05041900d8	Quando pois gerardes filhos, e filhos de filhos, e vos envelhecerdes na terra, e vos corromperdes, e fizerdes alguma escultura, semelhança de alguma coisa, e fizerdes mal aos olhos do Senhor, para o provocar à ira:
05041a00d1	Hoje tomo por testemunhas contra vós o céu e a terra, que certamente perecereis depressa da terra, a qual passais o Jordão a possuir: não prolongareis os vossos dias nela, antes sereis de todo destruídos.
05041b0079	E o Senhor vos espalhará entre os povos, e ficareis poucos em número entre as gentes às quais o Senhor vos conduzirá.
05041c007b	E ali servireis a deuses que são obra de mãos de homens, madeira e pedra, que não veem nem ouvem, nem comem nem cheiram.
05041d0076	Então dali buscarás ao Senhor teu Deus, e o acharás, quando o buscares de todo o teu coração e de toda a tua alma
05041e008e	Quando estiveres em angústia, e todas estas coisas te alcançarem, então no fim de dias te virarás ao Senhor teu Deus, e ouvirás a sua voz
05041f0092	Porquanto o Senhor teu Deus é Deus misericordioso; e não te desamparará, nem te destruirá, nem se esquecerá do concerto que jurou a teus pais
05042000ed	Porque, pergunta agora aos tempos passados, que te precederam desde o dia em que Deus criou o homem sobre a terra, desde uma extremidade do céu até à outra, se sucedeu jamais coisa tão grande como esta, ou se se ouviu coisa como esta
050421005e	Ou se algum povo ouviu a voz de Deus falando do meio do fogo, como tu a ouviste, e ficou vivo?
050422010b	Ou se um Deus intentou ir tomar para si um povo do meio de outro povo com provas, com sinais, e com milagres, e com peleja, e com mão forte, e com braço estendido, e com grandes espantos, conforme a tudo quanto o Senhor vosso Deus vos fez no Egito aos vossos olhos?
050423005a	A ti te foi mostrado para que soubesses que o Senhor é Deus: nenhum outro há senão ele.
0504240091	Desde os céus te fez ouvir a sua voz, para te ensinar, e sobre a terra te mostrou o seu grande fogo, e ouviste as suas palavras do meio do fogo.
050425007e	E, porquanto amava teus pais, e escolhera a sua semente depois deles, te tirou do Egito diante de si, com a sua grande força:
050426009e	Para lançar fora de diante de ti gentes maiores e mais poderosas do que tu, para te introduzir nela, e te dar a sua terra por herança, como neste dia se vê
0504270088	Pelo que hoje saberás, e refletirás no teu coração, que só o Senhor é Deus em cima no céu, e em baixo na terra; nenhum outro há.
05042800d9	E guardarás os teus estatutos e os seus mandamentos, que te ordeno hoje, para que bem te vá a ti, e a teus filhos depois de ti, e para que prolongues os dias na terra que o Senhor teu Deus te dá para todo o sempre.
0504290058	Então Moisés separou três cidades de aquém do Jordão, da banda do nascimento do sol
05042a00a6	Para que ali se acolhesse o homicida que de improviso matasse o seu próximo a quem de antes não tivesse ódio algum: e se acolhesse a uma destas cidades, e vivesse;
05042b0088	A Bezer, no deserto, na terra plana, para os rubenitas; e a Ramoth, em Gilead, para os gaditas; e a Golan, em Basan, para os manassitas.
05042c003c	Esta é pois a lei que Moisés propôs aos filhos de Israel.
05042d0079	Estes são os testemunhos, e os estatutos, e os juízos, que Moisés falou aos filhos de Israel, havendo saído do Egito;
05042e00bb	De aquém do Jordão, no vale defronte de Beth-peor, na terra de Sehon, rei dos amorreus, que habitava em Hesbon: a quem feriu Moisés e os filhos de Israel, havendo eles saído do Egito.
05042f00a7	E tomaram a sua terra em possessão, como também a terra de Og, rei de Basan, dois reis dos amorreus, que estavam de aquém do Jordão, da banda do nascimento do sol.
050430005a	Desde Aroer, que está à borda do ribeiro de Arnon, até ao monte de Sion. que é Hermon,
050431006b	E toda a campina de aquém do Jordão, da banda do oriente, até ao mar da campina, abaixo de Asdoth-pisga.
05050100ab	E chamou Moisés a todo o Israel, e disse-lhes: Ouve, ó Israel, os estatutos e juízos que hoje vos falo aos ouvidos: e aprendê-los-eis, e guarda-los-eis, para os fazer.
0505020032	O Senhor nosso Deus fez conosco concerto em Horeb.
0505030066	Não com nossos pais fez o Senhor este concerto, senão conosco, todos os que hoje aqui estamos vivos.
050504003c	Cara a cara o Senhor falou conosco no monte, do meio do fogo
050505009a	(naquele tempo eu estava em pé entre o Senhor e vós, para vos notificar a palavra do Senhor: porque temestes o fogo, e não subistes ao monte), dizendo:
050506004f	Eu sou o Senhor teu Deus, que te tirei da terra do Egito, da casa da servidão:
0505070028	Não terás outros deuses diante de mim;
0505080093	Não farás para ti imagem de escultura, nem semelhança alguma do que há em cima no céu, nem em baixo na terra, nem nas águas debaixo da terra:
05050900ca	Não te encurvarás a elas, nem as servirás: porque Eu, o Senhor teu Deus, sou Deus zeloso, que visito a maldade dos pais sobre os filhos, até à terceira e quarta geração daqueles que me aborrecem,
05050a0051	E faço misericórdia em milhares aos que me amam, e guardam os meus mandamentos.
05050b0079	Não tomarás o nome do Senhor teu Deus em vão: porque o Senhor não terá por inocente ao que tomar o seu nome em vão;
05050c004e	Guarda o dia de sábado, para o santificar, como te ordenou o Senhor teu Deus.
05050d0031	Seis dias trabalharás, e farás toda a tua obra,
05050e013a	Mas o sétimo dia é o sábado do Senhor teu Deus: não farás nenhuma obra nele, nem tu, nem teu filho, nem tua filha, nem o teu servo, nem a tua serva, nem o teu boi, nem o teu jumento, nem animal algum teu, nem o estrangeiro que está dentro de tuas portas: para que o teu servo e a tua serva descancem como tu:
05050f00c7	Porque te lembrarás que foste servo na terra do Egito, e que o Senhor teu Deus te tirou dali com mão forte e braço estendido: pelo que o Senhor teu Deus te ordenou que guardasses o dia de sábado.
05051000a2	Honra a teu pai e a tua mãe, como o Senhor teu Deus te ordenou, para que se prolonguem os teus dias, e para que te vá bem na terra que te dá o Senhor teu Deus.
050511000e	Não matarás.
0505120014	E não adulterarás.
0505130011	E não furtarás.
0505140035	E não dirás falso testemunho contra o teu próximo;
05051500cd	E não cobiçarás a mulher do teu próximo: e não desejarás a casa do teu próximo, nem o seu campo, nem o seu servo, nem a sua serva, nem o seu boi, nem o seu jumento, nem coisa alguma do teu próximo.
05051600cb	Estas palavras falou o Senhor a toda a vossa congregação no monte do meio do fogo, da nuvem e da escuridade, com grande voz, e nada acrescentou: e as escreveu em duas tábuas de pedra, e a mim mas deu.
050517009f	E sucedeu que, ouvindo a voz do meio das trevas, e vendo o monte ardendo em fogo, vos achegastes a mim, todos os Cabeças das vossas tribos, e vossos anciãos;
