0100000006	Mwanzo
02101c0062	Kisha Yahweh akamwambia Musa, Kwa muda gani utaendelea kukataa kushika amri zangu na sheria zangu?
02101d00b7	Tazama, Yahweh amekupa Sabato. Hivyo siku ya sita anakupa mkate wa siku mbili. Kila mmoja wenu lazima akae kwenye sehemu yake; hakuna hata mmoja wa kutoka sehemu yake siku ya saba.”
02101e0024	Hivyo watu watapumzika siku ya saba.
02101f0091	Watu wa Israeli walikiita chakula kile “manna.” Ilikuwa ni nyeupe kama mbegu ya mgiligani, na ladha yake kama maandazi yaliyo pikwa na asali.
02102000d2	Musa akasema, “Hili ndilo Yahweh alilo amuru: 'Acha lita mbili ya manna ihifadhiwe kwa ajili vizazi vya watu wako ili kwamba uzao wako uone mkate niliyo kulisha nyikani, baada ya kukutoa kutoka nchi ya Misri.
0210210083	Musa akamwambia Aruni, “Chukuwa jagi na uweke lita mbili za manna ndani yake. Hifadhi kwa Yahweh i dumu vizazi vyote vya watu.”
0210220060	Kama Yahweh alivyo muamuru Musa, Aruni akahifadhi pembeni mwa mawe yaliyo kuwa na amri za agano.
021023008c	Watu wa Israeli walikula manna miaka arobaini mpaka walipo kuja nchi yenye watu. Walikula mpaka walipo fika kwenye mipaka ya nchi ya Kanani.
021024001c	Lita mbili ni makumi ya efa.
0211010097	Jamii yote ya Israeli ili safiri kutoka nyikani ya Sinu, wakifuata maelekezo ya Yahweh. Walieka kambi Refidimu, lakini hapakuwa na maji ya watu kunywa.
0211020097	Hivyo watu wakamlaumu Musa kwa hali yao na kusema, “Tupe maji ya kunywa.” Musa akasema, “Kwanini mnagombana na mimi? Kwanini mnajaribu Yahweh?”
0211030091	Watu walikuwa na kiu sana, na waka mlalamikia Musa. Wakasema, “Kwanini umetutoa Misri? Ili utuue sisi na watoto wetu na mifugo yetu kwa kiu?”
021104005e	Kisha Musa akamlilia Yahweh, “Nini ni fanya kwa hawa watu? Wako tayari ata kunipiga mawe.”
0211050080	Yahweh akamwambia Musa, “Nenda mbele yao, na uchukuwe baadhi ya wazee wa Israeli. Chukuwa gongo ulilo piga nalo mto, na uende.
021106009d	Nitasimama mbele yako pale kwenye mwamba wa Horebu, na utaupiga mwamba. Maji yatatoka ya watu kunywa.” Kisha Musa akafanya hivyo mbele ya wazee wa Israeli.
02110700a2	Aliita ile sehemu Massa na Meriba kwasababu ya malalamishi ya Waisraeli, na kwasababu walimjaribu Bwana kwa kusema, “Je Yahweh yupo miongoni mwetu au hapana?”
021108004b	Kisha jeshi la watu wa Ameleki wakaja na kushambulia Israeli huko Refidimu.
021109009a	Hivyo Musa akamwambia Yoshua, “Chagau wanaume kadha na uende nje. Pigana na Ameleki. Kesho nitasimama juu ya kilima na gongo la Mungu mkononi mwangu.”
02110a006f	Hivyo Yoshua akapigana na Ameleki kama Musa alivyo elekeza, wakati Musa, Aruni, na Huri walienda juu ya kilima.
02110b0088	Wakati Musa alipo kuwa ameshikilia mikono yake juu, Israeli ilikuwa yashinda; alipo acha mikono yake ipumzike, Ameleki alianza kushinda.
02110c010c	Mikono ya Musa alipo kuwa mizito, Aruni na Huri walichukuwa jiwe na kuweka chini yake alikalie. Muda huo huo, Aruni na Huri walinyanyua mikono yake juu, mtu mmoja upande mmoja, na mtu mmoja upande mwingine. Hivyo mikono ya Musa ilishikiliwa tuli mpaka jua lilipo zama.
02110d0034	Hivyo Yoshua akawashinda watu wa Ameleki kwa upanga.
02110e008c	Yahweh akamwambia Musa, “Andika haya kwenye kitabu na umsomee Yoshua, kwasababu nitaondoa kumbukumbu ya Ameleki kutoka chini ya mbingu.”
02110f0046	Kisha Musa akajenga madhabahu na kuiita “Yahweh ni bendera yangu.”
021110008d	Alisema, “Kwa kuwa mkono ulinyanyuliwa juu kuelekea kiti cha enzi cha Yahweh - kwamba Yahweh ata fanya vita na Ameleki vizazi na vizazi.”
021201009f	Yethro, kuhani wa Midiani, baba mkwe wake Musa, alisikia yote Mungu aliyo fanya kwa Musa na kwa Israeli watu wake. Alisikia Yahweh ametoa Israeli kutoka Misri.
021202005a	Yethro, baba mkwe wake Musa, akamchukuwa Zipora, mke wa Musa, baada ya kumpeleka nyumbani,
0212030075	na wana wake wawili; jina mmoja lilikuwa Gershomu, kwa kuwa Musa alisema, “Nimekuwa mgeni katika nchi ya kigeni.”
0212040087	Jina la mwingine lilikuwa Eliezeri, kwa kuwa Musa alisema, “Mungu wa babu yangu alikuwa msaada wangu. Aliniokoa na mkono wa Farao.”
0212050078	Yethro, baba mkwe wake Musa, alikuja na watoto wake Musa na mke wake Musa nyikani alipo eka kambi katika mlima wa Mungu.
0212060060	Alimwambia Musa, “Mimi, baba mkwe wako Yethro, nina kuja kwako na mke wako na wanao wawili.”
0212070075	Musa alitoka kwenda kukutana na baba mkwe wake, akamwinamia, na kumbusu. Wakajuliana hali na wakaingia ndani ya hema.
02120800ac	Musa akamwambia baba mkwe wake yale yote Yahweh aliyo ya fanya kwa Farao na Wamisri kwa ajili ya Waisraeli, magumu yote yaliyo watoke njianim na jinsi Yahweh alivyo waokoa.
0212090067	Yethro akafurahia yale mema yote Yahweh aliyo watendea Israeli, kwa hilo amewaokoa na mkono wa Wamisri.
02120a0086	Yethro akasema, “Yahweh atukuzwe, kwa kuwa amekuokoa na mkono wa Wamisri na mkono wa Faraom na kuwatoa watu kwenye mkono wa Wamisri.
02120b0082	Sasa najua Yahweh ni mkuu kuliko miungu yote, kwasababu Wamisri walipo watenda Waisraeli kwa kiburi, Mungu aliwaokoa watu wake.”
02120c00aa	Yethro, baba mkwe wake Musa, akaleta sadaka ya kuteketeza na dhabihu kwa Mungu. Aruni na wazee wote wa Israeli wakaja kula chakula mbele za Yahweh na baba mkwe wake Musa.
02120d0069	Siku iliyofuata Musa aliketi kuwa hukumu watu. Watu walisimama kumzunguka Musa kwanzia asubui hadi jioni.
02120e00bc	Baba mkwe wake Musa alipo ona yale yote aliyo yafanya kwa watu, alisema, “Ni nini unachofanya na watu? Kwanini unaketi peke yako na watu wote wamesimama kukuzunguka asubui hadi jioni?”
02120f004d	Musa akamwambia baba mkwe wake, “Watu wanakuja kuniuliza muongozo wa Mungu.
021210007b	Wanapo kuwa na malumbano, wanakuja kwangu. Ninaamua kati ya mtu mmoja na mwingine, na nina wafundisha maagizo na sheria.”
0212110041	Baba mkwe wake Musa alimwambia, “Unachofanya sicho kizuri sana.
021212006c	Hakika utajichosha, wewe na watu waliyopo na wewe. Huu mzigo ni mzito sana kwako. Hauwezi kufanya peke yako.
0212130088	Nisikilize. Nitakupa ushauri, na Mungu ata kuwa na wewe, kwasababu wewe nimwakilishi wa watu kwa Mungu, na una leta malumbano yao kwake.
0212140061	Lazima uwafundishe maagizo yake na sheria. Lazima uwafundishe njia yakutembea na kazi ya kufanya.
02121500e1	Mbali zaidi, lazima uchague wanaume wenye uwezo kutoka watu wote, wanaume wanao muheshimu Mungu, wanaume wa kweli wanao chukuia mapato ya ufisadi. Lazima uwaeke juu ya watu, kuwa viongozi wa maelfu, mamia, hamsini, na makumi.
02121600ae	Watawa hukumu watu na kesi za kawaida, lakini kesi ngumu wataleta kwako. Kwa kesi ndogo, wanaweza kuhukumu wenyewe. Kwa hivyo itakuwa rahisi kwako, na watabeba mzigo na wewe.
0212170084	Ukifanya hivi, na kama Mungu akikuamuru kufanya al kadhalika, basi utaweza kuvumilia, na watu wote watarudi nyumbani wameridhika.”
0212180053	Hivyo Musa akasikiliza maneno ya baba mkwe wake na akafanya yale yote aliyo yasema.
021219008b	Musa alichagua wanaume wenye uwezo kutoka Israeli na kuwa fanya vichwa juu ya watu, viongozi wahusika wa maelfu, mamia, hamsini, na makumi.
02121a0071	Waliwa hukumu watu katika hali za kawaida. Kesi ngumu walimletea Musa, lakini wao wenyewe wali hukumu kesi ndogo.
02121b0051	Kisha Musa akamwacha baba mkwe wake kuondoka, na Yethro akarudi kwenye nchi yake.
0213010063	Katika mwezi wa tatu baada ya watu wa Israeli kutoka Misri, siku hiyo, walikwenda nyikani ya Sinai.
021302004e	Walipo ondoka Refidimu na kuja nyikani ya Sinai, walieka kambi mbele ya mlima.
021303007a	Musa akaenda juu kwa Mungu. Yahweh alimuita kutoka mlimani na kusema, “Lazima uiambie nyumba ya Yakobo, watu wa Israeli:
021304005c	Uliona nilicho fanya kwa Wamisri, jinsi nilivyo kubeba kwa mabawa ya tai na kukuleta kwangu.
021305009e	Kisha sasa, ukinisikiliza kwa utii sauti yangu na kushika agano langu, kisha utakuwa mali yangu ya pekee miongoni mwa watu wote, kwa kuwa dunia yote ni yangu.
021306005f	Utakuwa ufalme wa kikuhani na taifa takatifu langu. Haya ni maneno wapaswa kuwaambia Waisraeli.
0213070063	Hivyo Musa akaja na kuwaita wazee wa watu. Aliweke mbele yao maneno yote haya Yahweh aliyo muamuru.
0213080089	Watu wote walijibu pamoja na kusema, “Tutafanya yote Yahweh aliyo tuambia.” Kisha musa akaja kutoa taarifa ya maneno watu kwa Yahweh.
02130900a3	Yahweh akamwambia Musa, “Nitakuja kwako kwa wingu nene ili watu wasikie ninapo sema na wewe na wakuamini milele.” Kisha Musa kamwambia Yahweh maneno ya Yahweh.
02130a0068	Yahweh akamwambia Musa, “Nenda kwa watu. Leo na kesho lazima uwatenge, na kuwafanya waoshe mavazi yao.
02130b005a	Kuwa tayari kwa siku ya tatu, kwa kuwa siku ya tatu Yahweh atashuka chini ya Mlima Sayuni.
02130c00ab	Lazima uweke mipaka kote kuzunguka mlima kwa ajili ya watu. Uwaambie, 'Kuweni waangalifu msiende juu ya mlima au kushika mipaka yake. Yeyote atakaye shika mlima ata uawa.'
02130d00d2	Hakuna mkono wa mtu yeyote kumshika mtu huyu. Badala yake, lazima apigwe mawe au kuchomwa mshale. Iwe ni mtu au mnyama, lazima auawe. Tarumbeta itakapo pigwa muda mrefu, wanaweza kuja chini ya mguu wa mlima.”
02130e0068	Kisha Musa akashuka mlimani kwenda kwa watu. Aliwatenga watu kwa ajili ya Yahweh na wakaosha mavazi yao.
02130f004a	Aliwaambia watu, “Kuweni tayari siku ya tatu; msiwakaribie wake zenu.”
0213100092	Siku ya tatu, ilipo fika asubui, kulikuwa na ngurumo na radi na wingu nene kwenye mlima, na sauti kubwa ya tarumbeta. Watu wote kambini waliogopa.
0213110054	Musa akaleta watu kutoka kambini kukutana na Mungu, na wakasimama miguuni mwa mlima.
021312009c	Mlima Sina ulijwa kabisa na moshi kwasababu Yahweh alishuka na moto na moshi. Moshi ulipanda juu kama moshi wa tanuru, na mlima wote ulitikisika kwa vurugu.
0213130059	Sauti ya tarumbeta ilipo ongezeka na zaidi, Musa akazungumza, na Mungu kamjibu kwa sauti.
0213140067	Yahweh akashuka chini ya Mlima Sinai, juu ya mlima, na akamuita Musa kuja juu. Kisha Musa akapanda juu.
0213150065	Yahweh akamwabia Musa, “Shuka chini na uwaonye watu wasipite kuniangalia, au wengi wao wataangamia.
0213160062	Acha pia mukuhani wanao kuja karibu yangu wakitenge - wajiandae kwa ujio - ili nisiwashambulie.”
021317008e	Musa akamwabia Yahweh, “Watu hawawezi kuja juu ya mlima, kwa kuwa umetuamuru: 'Eka mipaka kuzunguka mlima na utenge kwa ajili ya Yahweh.'”
021318009f	Yahweh akamwambia, Nenda, shuka chini ya mlima, na umelete Aruni na wewe, lakini usiache makuhani na watu kupita vizuizi na kuja kwangu, au nitawashambulia.”
0213190030	Hivyo Musa akaenda chini kwa watu na kusema nao.
021401001f	Mungu alisema maneno yote haya:
0214020050	Ndimi Bwana Mungu wenu, niliyewatoa katika ardhi Misri, nje ya nyumba ya utumwa.
0214030024	Msiwe na miungu mingine ila mimi tu.
021404007a	Msijitengenezee sanamu za kuchonga kufananisha na kitu chochote kilichopo juu ya mbingu, chini ya ardhi, au ndani ya maji.
02140500ba	Msipinde na kuabudu sanamu, mimi Yahweh Mungu wenu, ni Mungu mwenye wivu. Nitaadhibu uovu wa mabubu kwa kuleta adhabu juu ya kizazi, cha tatu hadi kizazi cha nne kwa wale wanao nichukia.
0214060050	Ila nitaweka agano la uaminifu kwa maelfu watakao nipenda na kushika amri zangu.
0214070063	Usilitaje bure jina la Yahweh Mungu wako, sitkuwa na hatia kwa yeyote atakaye taja jina langu bure.
0214080027	Ikumbuke siku ya Sabato, na kunitengea.
021409002b	lazima ufanye kazi zako zote kwa siku sita.
02140a00e9	Ila siku ya saba ni Sabato kwaajili ya Yahweh Mungu wako. Siku hiyo usifanye kazi yoyote, wewe, au mwana wako, au binti yako, au mtumishi wako wakiume, au mtumishi wako mwanamke, au ng'ombe zako, au mgeni aliye ndani ya malango yako.
02140b00a0	Kwa siku sita Yahweh aliumba mbingu na nchi, bahari, na vitu vyote vilivyomo, na siku ya saba alipumzika. Kwa hiyo Yahweh aliibariki siku ya Sabato na kuitenga.
02140c005b	Waheshimu baba na mama yako, ili uweze kuishi miaka mingi duniani Yahweh Mungu wako ametoa.
02140d0006	Usiue.
02140e001d	Usifanye uasherati (usizini).
02140f0016	Usiibe kwa mtu yoyote.
0214100027	Usishuhudie uongo dhidi ya jirani yako.
02141100a8	Usitaman nyumba ya jirani yako; usitamani mke wa jirani yako, wala mtumishi wake wakiume, mtumishi wake mwanamke, ng'ombe wake, punda wake, au chochote cha jirani yako.
0214120086	Watu wote waliona radi na umeme, na kusikia sauti ya mbiu, na mlima ukitoa moshi. Watu walipoona hivo, walitetemeka na kusimama mbali.
0214130066	Wakamwambia Musa, ongea na sisi, na tutakusikiliza; lakini usiruhusu Mungu kuongea nasi, ama tutakufa.
0214140079	Musa akawaambia watu, “msiogope, Mungu alikuja kuwajaribu ili heshima yake iwe ndani yenu, kwa hiyo msitende dhambi.”
021415004a	hivyo watu walisimama mbali, na Musa alikaribia giza nene Mungu alipokuwa.
0214160076	Yahweh alimwambia Musa, “Ni lazima uwaambie hili Waisraeli: 'Wewe mwenyewe umeona niliongea na wewe kutoka mbinguni.
0214170051	Misjitengenezee miungu mingine pamoja nami, miungu ya fedha au miungu ya dhahabu.
02141800cb	Tengenezeni madhabahu ya udongo kwa ajili yangu, na lazima mtoe sadaka ya kuteketeza, sadaka ya ushirika, kondoo, na ng'ombe. kila sehemu ntakapotaka jina langu liheshimiwe, nitakuja kwenu na kuwabariki.
021419007b	Kama mtatengeneza madhabahu ya mawe, msijenge na mawe yaiyokatika, na kama mtatumia vyombo vyenu juu yake, mtaweka unajisi.
02141a0059	msije juu ya madhabahu yangu kwa hatua zenu; hii ni ili msioneshe sehemu zenu za siri.”
0215010028	Sasa hizi ni amri utakazoweka kabla yao:
0215020077	'kama mtanunua mtumishi wa kiebrania, atatumikia kwa miaka sita, na mwaka wa saba ataachiwa huru bila kilipwa chochote.
0215030034	Kama alikuja mwenyewe, ataenda huru kwa ridhaa yake;
0215040083	kama bwana wake atampa mke na kumzalia mwana na binti, mke pamoja na watoto wake watabaki mali ya bwana wake, na ataenda zake huru.
0215050066	Lakini kama mtumishi atasema waziwazi, “Nampenda bwana wangu, mke wangu, na watoto; sitaenda nje,”
02150600db	“kisha bwana wake atapaswa kumleta kwa Mungu. Bwana wake atapaswa kumleta katika mlango au katika muhimili wa mlango, na bwana wake atatoboa sikio lake na sindano. Kisha mtumishi wake atamtumikia kwa maisha yake yote.
0215070074	Kama mwanaume ata muuza binti wake kama mtumishi wa kike, ata weza kwenda huru kama watumishi wa kiume wanavyo enda.
02150800b5	Kama hamridhishi bwana wake, aliye mtenga kwa ajili yake, kisha lazima amnunue tena. Hana ruhusa ya kumuuza kwa watu wengine wa kigeni. Hana ruhusa hiyo, sababu amemtendea kwa hila.
0215090062	Ikiwa bwana wake atamposa awe mke wa mwanae, atamtendea kama desturi zipasavyo sawa na binti zake.
02150a005e	Ikiwa atajitwalia mke mwingine, asimpunguzie huyo chakula chake, nguo na haki zake za unyumba.
02150b0055	Lakini asipofanyiwa mambo haya matatu, basi anaweza kwenda bure pasipo kutolewa mali.
02150c0044	Mtu awaye yote ampigaye mtu hata akafa, inampasa mtu huyo auawe pia.
02150d0054	Lakini kama hakumvizia, ila kwa bahati mbaya, basi nitamfanyia mahali pa kukimbilia.
02150e0086	Lakini mtu akimwendea mwenzake kwa kujikinai, kusudi apate kumwua kwa hila; huyo utamwondoa hata kama ni madhabahuni pangu, ili auawe.
02150f0034	Yeyote atakaye mpiga baba au mama yake lazima auawe.
021510005f	Yeyote atakaye mteka mtu na kumuuza, au mtu amekutwa kama mali yake, huyo mtekaji lazima auawe.
0215110035	Yeyote atakaye mlaani baba au mama yake lazima auawe.
0215120071	Kama wanaume watapigana na mmoja akimpiga mwengine kwa jiwe au ngumi, na huyo mtu asife, lakini alazwe kitandani;
02151300ae	kisha akapona na anaweza kutembea kwa gongo lake, yeye aliye mpiga lazima alipe muda aliye mpotezea; na lazima alipe matibabu yake yote. Lakini huyo mtu hana hatia ya mauaji.
0215140096	Kama mwanaume akimpiga mtumishi wake wa kiume au wa kike kwa gongo, na kama mtumishi huyo akifa kwa madhara ya pigo, kisha huyo mtu lazima ahadhibiwe.
021515007a	Walakini, mtumishi huyo akiishi siku moja au mbili, bwana aruhusiwi kuadhibiwa, kwa kuwa atateseka kupoteza mtumishi huyo.
02151600f2	Kama wanaume wakipigana pamoja na wakamuumiza wanamke mwenye mimba na kuiharibu, lakini hakuna majeraha mengine kwake, kisha huyo mwanaume mwenye hatia lazima alipe kama mme wa mwanamke anavyo taka kwake, na kulipa kama hakimu anavyo kusudia.
021517004e	Lakini kama kuna majeraha makubwa, lazima utoe uhai kwa uhai, jicho kwa jicho,
021518002e	jino kwa jino, mkono kwa mkono, mguu kwa mguu,
0215190041	kuchoma kwa kuchoma, jeraha kwa jeraha, au mkwaruzo kwa mkwaruzo.
02151a0095	Kama mwanaume akipiga jicho la mtumishi wake kiume au mtumishi wake wa kike na kuliharibu, kisha lazima amuache mtumishi aende pasipo fidia ya jicho.
02151b007c	Kama akitoa jino la mtumishi wake wa kiume au mtumishi wake wa kike, lazima amuache mtumishi kwenda huru kama fidia ya jino.
02151c00a4	Kama ng'ombe akimpiga mwanaume au mwanamke akafa, ng'ombe lazima apigwe mawe, na nyama yake hairuhusiwi kuliwa; lakini mmiliki wa ng'ombe lazima awe huru kwa hatia.
02151d00cf	Lakini kama ng'ombe alikuwa na tabia ya kupiga hapo awali, na mmiliki wake alionywa lakini hakumzuia, na ng'ombe ameua mwanaume au mwanamke, huyo ng'ombe lazima apigwe mawe, na mmiliki wake lazima auawe pia.
02151e004b	Kama malipo ya uhai yanaitajika, lazima alipe chochote anachotakiwa kulipa.
02151f0079	Kama ng'ombe amempiga mwana wa mwanaume au binti wake, mmiliki wa ng'ombe anapaswa kufanya kama masharti yanavyo mlazimu.
021520008d	Kama ng'ombe akimpiga mtumishi wa kiume au wakike, mmiliki wa ngombe lazima alipe shekeli thelathini za fedha, na ng'ombe lazima apigwe mawe.
0215210071	Kama mwanaume akifungua shimo, au kama mwanume akichimba shimo na asifunike, na ng'ombe au punda akaanguka ndani,
021522007c	mmiliki wa shimo lazima alipe madhara. Lazima atoe hela kwa mmiliki wa mnyama aliye kufa, na mnyama aliye kufa atakuwa wake.
02152300b1	Kama ng'ombe wa mwanaume akimuumiza ng'ombe wa mwanume mwengine hadi kufa, kisha lazima wamuuze ng'ombe aliye hai na kugawana gharama, na pia lazima wagawane ng'ombe aliye kufa.
02152400b9	Lakini kama ilijulikana kama ng'ombe alikuwa na tabia ya kupiga hapo awali, na mmiliki wake hakumfunga ndani, hakika lazima alipe ng'ombe kwa ng'ombe, na mnyama aliye kufa atakuwa wake.
021601008c	Kama mwanaume akiiba ng'ombe aua kondoo na kumuua au kumuuza, kisha lazima alipe ng'ombe watano au ng'ombe mmoja, na kondoo wanne kwa mmoja.
0216020079	Kama mwizi akikutwa anavunja ndani, na kama akipigwa na kufa, hakutakuwa na hatia ya mauaji hayatakuwa juu ya mtu yeyote.
02160300be	Lakini kama jua limechomoza kabla ya yeye kuvunja ndani, hatia ya mauaji itakuwa juu ya aliyemuua. Mwizi lazima afanya alipe alichoiba. Kama hana chochote, kisha lazima auzwe kwa uwizi wake.
021604005f	Kama mnyama amekutwa hai eneo lake, kama ni ng'ombe, punda, au kondoo, lazima alipe mara mbili.
02160500de	Kama mwanaume akiwapeleka malishoni mifugo yake au shamba la mizabibu na akawaachia wanyama wake, na kawa wanakula shambani mwa mwanaume mwengine, lazima afanye malipo bora kutoka shambani mwake na shamba lake la mizabibu.
0216060085	Kama moto ukitokea na kusambaa kwenye miba hadi mbegu, au mimea, au shamba kuteketezwa, yeye aliye anzisha moto lazima afanye malipo.
02160700a4	Kama mwanaume akitoa pesa au mali kwa jirani yake amtunzie, na kama itaibiwa nyumbani mwa huyo mwanaume, kama mwizi akipatikana, huyo mwizi lazima alipe mara mbili.
021608008c	Lakini kama mwizi asipo patikana, kisha mmiliki wa nyumba ata kuja mbele za waamuzi kuona kama ameeka mkono wake kwenye mali za jirani yake.
0216090107	Kwa kila lumbano kuhusu jambo, kama ni ng'ombe, punda, kondoo, nguo, au chochote kilichopotea mtu anacho sema, “Hichi ni changu,” malalamiko ya pande zote lazima zije kwa waamuzi. Mwanaume ambaye waamuzi wanamkuta na hatia ata lipa mara mbili kwa jirani yake.
02160a008f	Kama mwanaume akimpa jirani yake punda, ng'ombe, kondoo, au mnyama yeyote kumuhifadhia, na kama akifa au kuumia au akibebwa pasipo mtu kumuona,
02160b00ad	kiapo kwa Yahweh lazima wafanye wote wawili, kama ndio au hapana mtu ameeka mkono wake kwenye mali ya jirani yake. Mmiliki lazima akubali hili, na mwengine hatafanya malipo.
02160c0054	Lakini kama iliibwa kwake, mwengine lazima afanye malipo kwa mmiliki kwa ajili yake.
