0100000008	Kejadian
0228020032	"Dirikanlah Kemah-Ku pada tanggal satu bulan satu.
022803006a	Masukkan ke dalamnya Peti Perjanjian yang berisi Sepuluh Perintah dan pasanglah kain penudung di depannya.
022804005a	Tempatkanlah meja dengan perlengkapannya. Masukkan juga kaki lampu dan pasanglah lampunya.
022805006e	Letakkanlah mezbah emas tempat membakar dupa di depan Peti Perjanjian, dan gantungkanlah tabir di pintu Kemah.
022806003a	Letakkan mezbah untuk kurban bakaran di depan pintu Kemah.
0228070048	Taruhlah bak air di antara Kemah dan mezbah itu, lalu isilah dengan air.
0228080065	Kemudian pasanglah layar di sekeliling pelataran Kemah, dan gantungkan tirai pintu gerbang pelataran.
022809009f	Kemudian Kemah dan segala perlengkapannya harus kaupersembahkan kepada-Ku dengan cara meminyakinya dengan minyak upacara, maka semua itu dikhususkan untuk Aku.
02280a006b	Persembahkanlah mezbah dan segala perlengkapannya dengan cara itu, supaya seluruhnya dikhususkan untuk Aku.
02280b002f	Buatlah begitu juga dengan bak air dan alasnya.
02280c0055	Sesudah itu, suruhlah Harun dan anak-anaknya datang ke pintu Kemah dan membasuh diri.
02280d006a	Kenakan pakaian imam pada Harun, dan minyakilah dia supaya ia dikhususkan untuk melayani Aku sebagai imam.
02280e0047	Lalu suruhlah anak-anaknya mendekat, dan kenakanlah kemeja pada mereka.
02280f00b6	Lalu minyakilah mereka seperti kauminyaki ayah mereka, supaya mereka pun dapat melayani Aku sebagai imam. Dengan upacara minyak itu, suku mereka turun-temurun memegang jabatan imam."
022810003a	Musa melakukan segalanya seperti yang diperintahkan TUHAN.
0228110077	Maka pada tanggal satu bulan satu dalam tahun kedua sesudah bangsa Israel meninggalkan Mesir, Kemah TUHAN itu dipasang.
0228120078	Musa meletakkan alas-alasnya, mendirikan rangka-rangkanya, memasang kayu-kayu lintangnya, dan menegakkan tiang-tiangnya.
0228130065	Lalu dibentangkannya atap Kemah dengan tutup bagian luar di atasnya seperti yang diperintahkan TUHAN.
0228140096	Kemudian kedua batu itu dimasukkannya ke dalam Peti Perjanjian. Lalu Musa memasang tutup Peti itu dan memasukkan kayu pengusungnya ke dalam gelangnya.
0228150081	Lalu ia menaruh Peti itu di dalam Kemah dan menggantungkan kain penudung di depannya, seperti yang diperintahkan TUHAN kepadanya.
0228160051	Kemudian Musa menempatkan meja di dalam Kemah, di bagian utara sebelah luar kain,
022817005b	lalu di atas meja itu diletakkan roti sajian, seperti yang diperintahkan TUHAN kepada Musa.
0228180057	Kaki lampu diletakkannya di dalam Kemah, di bagian selatan, berhadapan dengan meja itu,
0228190035	lalu, lampu-lampu itu dinyalakannya di hadapan TUHAN.
02281a0039	Mezbah emas ditempatkannya di dalam Kemah, di depan kain,
02281b0048	lalu dibakarnya dupa harum seperti yang diperintahkan TUHAN kepada Musa.
02281c0026	Musa menggantungkan tirai pintu Kemah,
02281d0085	dan di depan pintu itu ditaruhnya mezbah untuk kurban bakaran. Di atas mezbah itu dipersembahkannya kurban bakaran dan kurban sajian.
02281e004d	Bak perunggu ditaruhnya di antara Kemah dan mezbah, lalu diisinya dengan air.
02281f0045	Musa, Harun dan anak-anaknya membasuh tangan dan kaki mereka di situ,
0228200044	setiap kali mereka masuk ke dalam Kemah TUHAN atau mendekati mezbah.
0228210092	Di sekeliling Kemah dan mezbah itu Musa memasang layar, lalu ia menggantungkan tirai pintu gerbang pelataran. Maka selesailah semua pekerjaan itu.
022822005f	Kemudian turunlah awan menutupi Kemah TUHAN, dan Kemah itu penuh dengan cahaya kehadiran TUHAN.
0228230038	Oleh karena itu Musa tak dapat masuk ke dalam Kemah itu.
0228240078	Setiap kali awan itu naik dari atas Kemah TUHAN, bangsa Israel membongkar perkemahan mereka untuk pindah ke tempat lain.
0228250043	Tetapi kalau awan itu tidak naik, mereka tidak berangkat dari situ.
022826007d	Selama bangsa Israel mengembara, TUHAN ada di Kemah itu dalam rupa awan pada waktu siang dan dalam rupa api pada waktu malam.
0300000006	Imamat
030101004e	Dari Kemah-Nya, TUHAN memanggil Musa dan memberi kepadanya peraturan-peraturan
03010200a2	yang harus ditaati orang Israel. Apabila seseorang mempersembahkan binatang untuk kurban bakaran bagi TUHAN, ia boleh mempersembahkan sapi, domba atau kambingnya.
03010300b4	Kalau yang dipersembahkan seekor sapi, binatang itu harus yang jantan dan tidak ada cacatnya. Sapi itu harus dibawanya ke pintu Kemah TUHAN, supaya TUHAN berkenan kepada orang itu.
0301040082	Lalu ia harus meletakkan tangannya di atas kepala binatang itu, maka persembahannya akan diterima TUHAN untuk pengampunan dosanya.
03010500c2	Kemudian sapi itu harus disembelih di depan pintu Kemah. Darahnya harus dipersembahkan oleh imam-imam keturunan Harun kepada TUHAN, lalu disiramkan pada keempat sisi mezbah di depan pintu Kemah.
0301060044	Kemudian orang itu harus menguliti dan memotong-motong binatang itu.
0301070052	Imam-imam harus menyalakan api di atas mezbah lalu menyusun kayu bakar di atasnya.
030108005a	Potongan-potongan kurban, termasuk kepala dan lemaknya, harus mereka letakkan di atas api.
030109009d	Lalu orang itu harus mencuci isi perut serta paha sapi itu, dan imam yang bertugas harus membakar seluruhnya. Bau kurban bakaran itu menyenangkan hati TUHAN.
03010a006b	Kalau yang dipersembahkan seekor domba atau kambing, binatang itu harus yang jantan dan tidak ada cacatnya.
03010b0085	Orang itu harus menyembelih binatang itu di sebelah utara mezbah, lalu imam-imam harus menyiramkan darahnya pada keempat sisi mezbah.
03010c0085	Sesudah binatang itu dipotong-potong, semua potongan, termasuk kepala dan lemaknya, harus diletakkan oleh imam di atas api di mezbah.
03010d00ca	Lalu orang itu harus mencuci isi perut dan paha binatang itu. Kemudian imam harus mempersembahkan seluruhnya kepada TUHAN, dan membakarnya di atas mezbah. Bau kurban bakaran itu menyenangkan hati TUHAN.
03010e0057	Kalau yang dipersembahkan seekor burung, harus burung tekukur atau burung merpati muda.
03010f00a2	Imam harus membawa burung itu ke mezbah, lalu memuntir lehernya dan membakar kepalanya di atas mezbah. Darah burung itu harus dipencet keluar pada samping mezbah.
0301100065	Tembolok dengan seluruh isinya harus dikeluarkan, lalu dibuang di sebelah timur mezbah di tempat abu.
03011100c3	Kemudian burung itu harus dicabik pada pangkal sayapnya, tetapi sayapnya tidak boleh sampai terputus. Lalu burung itu harus dibakar di atas mezbah. Bau kurban bakaran itu menyenangkan hati TUHAN.
03020100a9	Apabila seseorang mempersembahkan kurban sajian kepada TUHAN, kurban itu harus berupa tepung yang paling baik yang dituangi minyak zaitun dan diberi kemenyan di atasnya.
0302020133	Ia harus membawanya kepada imam-imam keturunan Harun. Imam yang bertugas harus mengambil segenggam dari tepung itu dengan minyak zaitunnya dan semua kemenyannya, lalu membakarnya di atas mezbah sebagai tanda bahwa seluruhnya sudah dipersembahkan kepada TUHAN. Bau kurban makanan itu menyenangkan hati TUHAN.
0302030090	Kurban sajian yang selebihnya adalah untuk para imam. Kurban itu sangat suci karena diambil dari makanan yang sudah dipersembahkan kepada TUHAN.
03020400e9	Kalau yang dipersembahkan itu roti yang dibakar di dalam pembakaran, roti itu harus dibuat tanpa ragi. Roti itu boleh tebal, dibuat dari adonan tepung halus dengan minyak zaitun, boleh juga kue yang hanya dioles dengan minyak zaitun.
030205009d	Kalau yang dipersembahkan itu roti yang dipanggang di atas panggangan, roti itu harus dibuat dari tepung halus dengan minyak zaitun, tetapi tidak pakai ragi.
030206004e	Roti yang dipersembahkan itu harus dibelah-belah, lalu dituangi minyak zaitun.
0302070077	Kalau yang dipersembahkan itu roti yang dimasak dalam kuali, roti itu harus dibuat dari tepung halus dan minyak zaitun.
0302080078	Roti yang dibuat dengan cara itu harus dipersembahkan kepada TUHAN dan diserahkan kepada imam yang membawanya ke mezbah.
03020900a7	Imam mengambil sebagian dari roti itu lalu membakarnya di atas mezbah sebagai tanda bahwa seluruhnya sudah dipersembahkan kepada TUHAN. Baunya menyenangkan hati TUHAN.
03020a007b	Selebihnya adalah untuk para imam. Roti itu sangat suci karena diambil dari makanan yang sudah dipersembahkan kepada TUHAN.
03020b0088	Kurban sajian untuk TUHAN tak boleh dicampur dengan madu atau ragi, karena madu dan ragi tak boleh dibakar untuk persembahan bagi TUHAN.
03020c0080	Dari hasil tanah yang pertama setiap tahun, sebagian harus dipersembahkan kepada TUHAN, tetapi tak boleh dibakar di atas mezbah.
03020d0089	Setiap kurban sajian harus diberi garam, karena garam menandakan perjanjian Allah dengan kamu. Jadi semua persembahan harus diberi garam.
03020e0087	Apabila kamu mempersembahkan kepada TUHAN gandum pertama yang kamu tuai, bawalah gandum baru yang sudah ditumbuk halus atau dipanggang.
03020f0047	Gandum itu harus dituangi minyak zaitun dan diberi kemenyan di atasnya.
0302100092	Imam harus membakar sebagian dari gandum dan minyak itu serta semua kemenyannya, sebagai tanda bahwa seluruhnya sudah dipersembahkan kepada TUHAN.
030301008a	Apabila seseorang mempersembahkan seekor sapi untuk kurban perdamaian, sapi itu boleh jantan, boleh betina, tetapi tak boleh ada cacatnya.
03030200d9	Orang yang mempersembahkannya harus meletakkan tangannya di atas kepala binatang itu lalu menyembelihnya di depan pintu Kemah TUHAN. Imam-imam keturunan Harun harus menyiramkan darah sapi itu pada keempat sisi mezbah.
0303030089	Untuk kurban perdamaian kepada TUHAN, imam harus mempersembahkan bagian-bagian ini dari binatang itu: lemak yang membungkus isi perutnya,
0303040040	ginjal dengan lemaknya dan bagian yang paling baik dari hatinya.
0303050086	Semuanya itu bersama-sama dengan kurban bakaran lainnya, harus dibakar di atas mezbah. Bau kurban makanan itu menyenangkan hati TUHAN.
0303060098	Kalau yang dipersembahkan untuk kurban perdamaian itu seekor domba atau kambing, binatang itu boleh jantan, boleh betina, tetapi tak boleh ada cacatnya.
0303070053	Apabila seseorang mempersembahkan seekor domba, ia harus membawanya ke Kemah TUHAN.
03030800a8	Di situ ia harus meletakkan tangannya di atas kepala domba itu lalu menyembelihnya di depan Kemah. Lalu imam harus menyiramkan darah domba itu pada keempat sisi mezbah.
03030900d1	Untuk kurban perdamaian kepada TUHAN, imam harus mempersembahkan bagian-bagian ini dari domba itu: lemaknya, seluruh ekornya yang berlemak dipotong dekat tulang belakangnya, lemak yang membungkus isi perutnya,
03030a0040	ginjal dengan lemaknya dan bagian yang paling baik dari hatinya.
03030b005b	Imam yang bertugas harus membakar semua itu di atas mezbah untuk kurban makanan bagi TUHAN.
03030c0068	Kalau yang dipersembahkan seekor kambing, orang yang mempersembahkannya harus membawanya ke Kemah TUHAN.
03030d00a8	Di situ ia harus meletakkan tangannya di atas kepala kambing itu lalu menyembelihnya di depan Kemah. Imam harus menyiramkan darah binatang itu pada keempat sisi mezbah.
03030e0083	Untuk kurban makanan bagi TUHAN, imam harus mempersembahkan bagian-bagian ini dari kambing itu: lemak yang membungkus isi perutnya,
03030f0040	ginjal dengan lemaknya dan bagian yang paling baik dari hatinya.
0303100091	Imam yang bertugas harus membakar semua itu di atas mezbah. Bau kurban makanan itu menyenangkan hati TUHAN. Semua lemak binatang itu untuk TUHAN.
03031100a9	Orang Israel sekali-kali tak boleh makan lemak atau darah. Peraturan itu berlaku untuk selama-lamanya dan harus ditaati oleh setiap orang Israel di mana saja ia tinggal.
0304010013	TUHAN menyuruh Musa
03040200ae	mengumumkan kepada bangsa Israel bahwa siapa saja yang dengan tidak disengaja berdosa karena melanggar salah satu dari perintah-perintah TUHAN, harus mengikuti peraturan ini.
03040300b2	Apabila yang berdosa Imam Agung, sehingga bangsa Israel ikut bersalah, ia harus mengurbankan seekor sapi jantan muda yang tidak ada cacatnya kepada TUHAN supaya dosanya diampuni.
0304040095	Sapi itu harus dibawanya ke pintu Kemah TUHAN. Imam Agung harus meletakkan tangannya di atas kepala binatang itu, lalu menyembelihnya di depan Kemah.
030405003c	Sebagian dari darahnya harus dibawanya masuk ke dalam Kemah.
030406007d	Lalu ia harus mencelupkan jarinya ke dalam darah itu dan memercikkannya tujuh kali di depan tirai yang memisahkan Ruang Suci.
03040700cb	Sebagian dari darah itu harus dioleskan pada tanduk-tanduk di sudut-sudut mezbah dupa harum di dalam Kemah, dan selebihnya harus disiramkan pada dasar mezbah kurban bakaran yang ada di depan pintu Kemah.
030408005d	Imam harus mengambil seluruh lemak sapi jantan itu, yaitu lemak yang membungkus isi perutnya,
0304090040	ginjal dengan lemaknya dan bagian yang paling baik dari hatinya.
03040a0058	Semua itu harus dibakarnya di atas mezbah kurban bakaran seperti pada kurban perdamaian.
03040b005c	Tetapi daging sapi itu, kulitnya, kepalanya, kakinya, isi perut selebihnya termasuk ususnya,
03040c00c9	jadi seluruhnya kecuali bagian yang sudah dipisahkan, harus dibawa ke luar perkemahan. Di situ sapi itu harus dibakar di atas kayu api di tempat pembuangan abu, yaitu tempat yang dikhususkan untuk itu.
03040d006b	Apabila yang berdosa seluruh umat Israel, sebab dengan tidak disengaja melanggar salah satu perintah TUHAN,
03040e00a9	maka segera setelah dosa itu diketahui, umat harus membawa seekor sapi jantan muda ke depan Kemah TUHAN. Binatang itu harus dipersembahkan untuk kurban pengampunan dosa.
03040f0073	Para pemimpin bangsa harus meletakkan tangan mereka di atas kepala binatang itu, lalu menyembelihnya di tempat itu.
030410004f	Imam Agung harus membawa sebagian dari darah binatang itu masuk ke dalam Kemah.
0304110081	Di situ ia harus mencelupkan jarinya ke dalam darah itu lalu memercikkannya tujuh kali di depan tirai yang memisahkan Ruang Suci.
03041200c0	Sebagian lagi harus dioleskan pada tanduk-tanduk di sudut-sudut mezbah dupa di dalam Kemah, dan selebihnya harus disiramkan ke dasar mezbah tempat kurban bakaran yang ada di depan pintu Kemah.
0304130045	Seluruh lemak binatang itu harus diambil lalu dibakar di atas mezbah.
03041400ba	Caranya seperti pada persembahan sapi jantan untuk kurban pengampunan dosa. Begitulah cara Imam Agung mempersembahkan kurban untuk dosa-dosa umat, maka dosa-dosa itu akan diampuni TUHAN.
03041500e6	Kemudian sapi jantan itu harus dibawa ke luar, dan dibakar di luar perkemahan, seperti pada persembahan sapi jantan untuk kurban pengampunan dosa Imam Agung itu sendiri. Begitulah cara mempersembahkan kurban pengampunan dosa umat.
0304160068	Apabila yang berdosa seorang penguasa karena dengan tidak disengaja melanggar salah satu perintah TUHAN,
0304170080	maka segera setelah menyadarinya, ia harus mengurbankan seekor kambing jantan yang tidak ada cacatnya untuk pengampunan dosanya.
0304180096	Ia harus meletakkan tangannya di atas kepala binatang itu, lalu menyembelihnya di sebelah utara mezbah, tempat memotong binatang untuk kurban bakaran.
03041900a0	Imam harus mencelupkan jarinya ke dalam darah binatang itu lalu mengoleskannya pada tanduk-tanduk di sudut-sudut mezbah dan menyiramkan sisanya ke dasar mezbah.
03041a00c8	Kemudian seluruh lemak binatang itu harus dibakar di atas mezbah, seperti pada kurban perdamaian. Begitulah cara imam mempersembahkan kurban untuk seorang penguasa, maka orang itu akan diampuni TUHAN.
03041b0071	Apabila seorang dari rakyat biasa berbuat dosa karena dengan tidak disengaja melanggar salah satu perintah TUHAN,
03041c0064	maka segera setelah menyadarinya, ia harus mengurbankan seekor kambing betina yang tak ada cacatnya.
03041d0096	Ia harus meletakkan tangannya di atas kepala binatang itu, lalu menyembelihnya di sebelah utara, mezbah tempat memotong binatang untuk kurban bakaran.
03041e00a1	Imam harus mencelupkan jarinya ke dalam darah binatang itu, lalu mengoleskannya pada tanduk-tanduk di sudut-sudut mezbah dan menyiramkan sisanya ke dasar mezbah.
03041f0116	Seluruh lemak binatang itu harus diambil seperti pada kurban perdamaian. Lemak itu harus dibakar oleh imam di atas mezbah, supaya baunya menyenangkan hati TUHAN. Begitulah cara imam mempersembahkan kurban untuk dosa seorang dari rakyat biasa, maka orang itu akan diampuni TUHAN.
0304200075	Apabila seseorang mengurbankan seekor domba untuk pengampunan dosanya, domba itu harus betina dan tidak ada cacatnya.
0304210096	Ia harus meletakkan tangannya di atas kepala binatang itu, lalu menyembelihnya di sebelah utara mezbah, tempat memotong binatang untuk kurban bakaran.
03042200a2	Imam harus mencelupkan jarinya ke dalam darah binatang itu, lalu mengoleskannya pada tanduk-tanduk di sudut-sudut mezbah, dan menyiramkan sisanya ke dasar mezbah.
030423011c	Kemudian seluruh lemak binatang itu harus diambil seperti pada kurban perdamaian. Lemak itu harus dibakar di atas mezbah, bersama-sama dengan kurban makanan yang dipersembahkan kepada TUHAN. Begitulah cara imam mempersembahkan kurban untuk dosa orang itu, maka ia akan diampuni TUHAN.
03050100ed	Kurban pengampunan dosa perlu dipersembahkan: Apabila seseorang secara resmi diminta memberi kesaksian di pengadilan, tetapi tidak memberi keterangan tentang apa yang sudah dilihat atau didengarnya sehingga ia harus menanggung akibatnya.
03050200b1	Apabila seseorang bersalah karena dengan tidak disengaja menjadi najis, sebab telah menyentuh sesuatu yang najis, misalnya bangkai binatang, dan kemudian menyadari perbuatannya.
030503008f	Apabila seseorang bersalah karena dengan tidak disengaja menyentuh barang najis yang berasal dari manusia, dan kemudian menyadari perbuatannya.
030504007d	Apabila seseorang bersalah karena bersumpah dengan sembarangan untuk melakukan apa saja, dan kemudian menyadari perbuatannya.
030505004a	Dalam setiap perkara itu, orang yang bersalah harus mengakui kesalahannya.
030506009f	Dan untuk tebusan dosanya, ia harus membawa seekor domba atau kambing betina untuk TUHAN. Imam harus mempersembahkan kurban itu supaya dosa orang itu diampuni.
03050700f3	Tetapi apabila orang yang bersalah tidak mampu menyediakan domba atau kambing untuk menebus dosanya, ia harus membawa sepasang burung tekukur atau burung merpati muda, seekor untuk kurban pengampunan dosa, dan seekor lagi untuk kurban bakaran.
