0100000008	Kejadian
0e181300ae	Namun TUHAN mengutus nabi-nabi kepada mereka, supaya mereka berbalik kepada-Nya. Nabi-nabi itu sungguh-sungguh memperingatkan mereka, tetapi mereka tidak mau mendengarkannya.
0e18140111	Lalu Roh Allah menguasai Zakharia, anak imam Yoyada. Ia tampil di depan rakyat, dan berkata kepada mereka: "Beginilah firman Allah: Mengapa kamu melanggar perintah-perintah TUHAN, sehingga kamu tidak beruntung? Oleh karena kamu meninggalkan TUHAN, Iapun meninggalkan kamu!"
0e18150085	Tetapi mereka mengadakan persepakatan terhadap dia, dan atas perintah raja mereka melontari dia dengan batu di pelataran rumah TUHAN.
0e181600d0	Raja Yoas tidak mengingat kesetiaan yang ditunjukkan Yoyada, ayah Zakharia itu, terhadap dirinya. Ia membunuh anak Yoyada itu, yang pada saat kematiannya berseru: "Semoga TUHAN melihatnya dan menuntut balas!"
0e181700cb	Pada pergantian tahun tentara Aram maju menyerang Yoas dan masuk ke Yehuda dan Yerusalem. Dari bangsa itu semua pemimpin habis dibunuh mereka dan segala jarahan dikirim mereka kepada raja negeri Damsyik.
0e181800fa	Walaupun tentara Aram itu datang dengan sedikit orang, namun TUHAN menyerahkan tentara yang sangat besar kepada mereka, karena orang Yehuda telah meninggalkan TUHAN, Allah nenek moyang mereka. Demikianlah orang Aram melakukan penghukuman kepada Yoas.
0e18190121	Ketika mereka pergi dari padanya, --mereka meninggalkannya dengan luka-luka berat--pegawai-pegawainya mengadakan persepakatan terhadap dia karena darah anak imam Yoyada itu, lalu membunuhnya di atas tempat tidurnya. Ia mati dan dikuburkan di kota Daud, tetapi tidak di pekuburan raja-raja.
0e181a0083	Mereka yang mengadakan persepakatan terhadap dia ialah: Zabad, anak Simeat perempuan Amon, dan Yozabad, anak Simrit perempuan Moab.
0e181b00d3	Tentang anak-anaknya dan ucapan-ucapan ilahi yang banyak terhadap dia, serta tentang perbaikan rumah Allah, semua itu tertulis dalam tafsiran kitab raja-raja. Maka Amazia, anaknya, menjadi raja menggantikan dia.
0e190100a9	Amazia berumur dua puluh lima tahun pada waktu ia menjadi raja dan dua puluh sembilan tahun lamanya ia memerintah di Yerusalem; nama ibunya ialah Yoadan, dari Yerusalem.
0e1902004b	Ia melakukan apa yang benar di mata TUHAN, hanya tidak dengan segenap hati.
0e1903007f	Segera sesudah kuasa kerajaan itu kokoh di tangannya, dibunuhnyalah pegawai-pegawainya yang telah membunuh raja, yaitu ayahnya.
0e19040139	Tetapi anak-anak mereka tidak dihukum mati olehnya, melainkan ia bertindak sesuai dengan apa yang tertulis dalam Taurat, yakni kitab Musa, di mana TUHAN telah memberi perintah: "Janganlah ayah mati karena anaknya, janganlah juga anak mati karena ayahnya, melainkan setiap orang harus mati karena dosanya sendiri."
0e19050167	Lalu Amazia mengumpulkan orang Yehuda dan menyuruh mereka, yakni seluruh orang Yehuda dan Benyamin, berdiri menurut puak-puaknya di bawah kepala-kepala pasukan seribu dan kepala-kepala pasukan seratus. Ketika ia menghitung mereka yang berumur dua puluh tahun ke atas, didapatinya tiga ratus ribu teruna yang sanggup keluar berperang dengan tombak dan perisai.
0e19060070	Selain itu ia menyewa seratus ribu pahlawan yang gagah perkasa dari Israel dengan bayaran seratus talenta perak.
0e190700bf	Tetapi seorang abdi Allah datang kepadanya dan berkata: "Ya raja, janganlah tentara Israel dibiarkan bergabung kepada tuanku, karena TUHAN tidak menyertai Israel, yakni semua bani Efraim ini.
0e190800d1	Dan jikalau mereka bergabung juga, bagaimanapun juga perbuatan dan kekuatanmu di dalam perang, Allah akan menggelincirkan engkau di depan musuh, sebab Allah mempunyai kuasa untuk menolong dan menggelincirkan!"
0e190900cf	Lalu kata Amazia kepada abdi Allah itu: "Bagaimana dengan seratus talenta yang telah kuberikan kepada pasukan-pasukan Israel itu?" Jawab abdi Allah itu: "TUHAN dapat memberikan lebih dari pada itu kepadamu!"
0e190a00ed	Kemudian Amazia memisahkan pasukan yang datang bergabung kepadanya dari Efraim, supaya mereka kembali ke tempat tinggalnya. Maka sangat marahlah mereka terhadap Yehuda. Mereka kembali ke tempat tinggalnya dengan marah yang menyala-nyala.
0e190b0076	Amazia mendapat keberanian lalu memimpin rakyatnya ke Lembah Asin dan memukul kalah sepuluh ribu orang dari bani Seir.
0e190c00be	Selain itu sepuluh ribu orang ditawan hidup-hidup oleh bani Yehuda dan dibawa ke suatu puncak bukit batu, lalu mereka dicampakkan dari puncak bukit batu itu, sehingga hancurlah mereka semua.
0e190d00ff	Tetapi orang-orang dari pasukan yang dipulangkan Amazia, dan yang tidak diperbolehkan ikut berperang dengan dia, menyerbu kota-kota di Yehuda dari jurusan Samaria sampai ke Bet-Horon, dan menewaskan tiga ribu orang penduduknya dan merampas banyak jarahan.
0e190e00d9	Ketika Amazia kembali, setelah mengalahkan orang-orang Edom itu, ia mendirikan para allah bani Seir, yang dibawanya pulang, sebagai allahnya. Ia sujud menyembah kepada allah-allah itu dan membakar korban untuk mereka.
0e190f00c8	Maka bangkitlah murka TUHAN terhadap Amazia; Ia menyuruh seorang nabi kepadanya yang berkata: "Mengapa engkau mencari allah sesuatu bangsa yang tidak dapat melepaskan bangsanya sendiri dari tanganmu?"
0e19100155	Waktu nabi sedang berbicara, berkatalah Amazia kepadanya: "Apakah kami telah mengangkat engkau menjadi penasihat raja? Diamlah! Apakah engkau mau dibunuh?" Lalu diamlah nabi itu setelah berkata: "Sekarang aku tahu, bahwa Allah telah menentukan akan membinasakan engkau, karena engkau telah berbuat hal ini, dan tidak mendengarkan nasihatku!"
0e1911009f	Kemudian Amazia, raja Yehuda, mengadakan perundingan, lalu menyuruh orang kepada Yoas bin Yoahas bin Yehu, raja Israel, mengatakan: "Mari kita mengadu tenaga!"
0e19120168	Tetapi Yoas, raja Israel, menyuruh orang kepada Amazia, raja Yehuda, mengatakan: "Onak yang di gunung Libanon mengirim pesan kepada pohon aras yang di gunung Libanon, bunyinya: Berikanlah anakmu perempuan kepada anakku laki-laki menjadi isterinya. Tetapi binatang-binatang hutan yang ada di gunung Libanon itu berjalan lewat dari sana, lalu menginjak onak itu.
0e191300eb	Pikirmu, engkau sudah mengalahkan Edom, sebab itu hatimu mengangkat-angkat dirimu untuk mendapat kehormatan. Sekarang, tinggal saja di rumah. Untuk apa engkau menantang malapetaka, sehingga engkau jatuh dan Yehuda bersama-sama engkau?"
0e191400ad	Tetapi Amazia tidak mau mendengarkan; sebab hal itu telah ditetapkan Allah yang hendak menyerahkan mereka ke dalam tangan Yoas, karena mereka telah mencari allah orang Edom.
0e1915008a	Sebab itu majulah Yoas, raja Israel, lalu mengadu tenagalah mereka, ia dan Amazia, raja Yehuda, di Bet-Semes yang termasuk wilayah Yehuda.
0e1916004b	Yehuda terpukul kalah oleh Israel, sehingga masing-masing lari ke kemahnya.
0e191700ef	Yoas, raja Israel, menangkap Amazia, raja Yehuda, anak Yoas bin Yoahas, di Bet-Semes. Lalu Yoas membawa dia ke Yerusalem. Ia membongkar tembok Yerusalem dari Pintu Gerbang Efraim sampai ke Pintu Gerbang Sudut, empat ratus hasta panjangnya.
0e191800f5	Sesudah itu ia mengambil segala emas dan perak dan segala perkakas yang terdapat dalam rumah Allah dan yang berada di bawah pengawasan keluarga Obed-Edom, juga perbendaharaan istana raja dan orang-orang sandera, kemudian pulanglah ia ke Samaria.
0e1919006e	Amazia bin Yoas, raja Yehuda, masih hidup lima belas tahun lamanya sesudah Yoas bin Yoahas, raja Israel, mati.
0e191a007f	Selebihnya dari riwayat Amazia, dari awal sampai akhir, bukankah semuanya itu tertulis dalam kitab raja-raja Yehuda dan Israel?
0e191b00bf	Sejak Amazia menjauhi TUHAN, orang mengadakan persepakatan melawan dia di Yerusalem, sebab itu larilah ia ke Lakhis. Tetapi mereka menyuruh mengejar dia ke Lakhis, lalu dibunuhlah ia di sana.
0e191c0051	Ia diangkut dengan kuda, lalu dikuburkan di samping nenek moyangnya di kota Daud.
0e1a010087	Segenap bangsa Yehuda mengambil Uzia, yang masih berumur enam belas tahun dan menobatkan dia menjadi raja menggantikan ayahnya, Amazia.
0e1a02007c	Ia memperkuat Elot dan mengembalikannya kepada Yehuda, sesudah raja mendapat perhentian bersama-sama dengan nenek moyangnya.
0e1a0300a1	Uzia berumur enam belas tahun pada waktu ia menjadi raja dan lima puluh dua tahun lamanya ia memerintah di Yerusalem. Nama ibunya ialah Yekholya, dari Yerusalem.
0e1a040058	Ia melakukan apa yang benar di mata TUHAN, tepat seperti yang dilakukan Amazia, ayahnya.
0e1a050096	Ia mencari Allah selama hidup Zakharia, yang mengajarnya supaya takut akan Allah. Dan selama ia mencari TUHAN, Allah membuat segala usahanya berhasil.
0e1a0600b6	Maka majulah ia berperang melawan orang-orang Filistin dan membongkar tembok Gat, Yabne dan Asdod, lalu mendirikan kota-kota di sekitar Asdod dan di lain-lain wilayah orang Filistin.
0e1a070077	Allah menolongnya terhadap orang Filistin, dan terhadap orang Arab yang tinggal di Gur-Baal, dan terhadap orang Meunim.
0e1a08006f	Orang-orang Amon membayar upeti kepada Uzia. Namanya termasyhur sampai ke Mesir, karena kekuatannya yang besar.
0e1a090086	Uzia mendirikan menara di Yerusalem di atas Pintu Gerbang Sudut di atas Pintu Gerbang Lebak dan di atas Penjuru, serta mengokohkannya.
0e1a0a0120	Ia mendirikan juga menara-menara di padang gurun dan menggali banyak sumur, karena banyak ternaknya, baik di Dataran Rendah maupun di Dataran Tinggi. Juga ia mempunyai petani-petani dan penjaga-penjaga kebun anggur, di gunung-gunung dan di tanah yang subur, karena ia suka pada pertanian.
0e1a0b00ed	Selain itu Uzia mempunyai tentara yang sanggup berperang, yang maju berperang dalam laskar-laskar menurut jumlah anak buah yang dicatat oleh panitera Yeiel dan penata usaha Maaseya, di bawah pimpinan Hananya, salah seorang panglima raja.
0e1a0c006b	Kepala-kepala puak pahlawan-pahlawan yang gagah perkasa itu seluruhnya berjumlah dua ribu enam ratus orang.
0e1a0d00b7	Di bawah pimpinan mereka terdapat satu balatentara, terdiri dari tiga ratus tujuh ribu lima ratus orang yang gagah perkasa dalam berperang, untuk membantu raja dalam menghadapi musuh.
0e1a0e006b	Uzia memperlengkapi seluruh tentara itu dengan perisai, tombak, ketopong, baju zirah, busur dan batu umban.
0e1a0f0126	Ia membuat juga di Yerusalem alat-alat perang, ciptaan seorang ahli, yang dapat menembakkan anak panah dan batu besar, untuk ditempatkan di atas menara-menara dan penjuru-penjuru. Nama raja itu termasyhur sampai ke negeri-negeri yang jauh, karena ia ditolong dengan ajaib sehingga menjadi kuat.
0e1a1000d0	Setelah ia menjadi kuat, ia menjadi tinggi hati sehingga ia melakukan hal yang merusak. Ia berubah setia kepada TUHAN, Allahnya, dan memasuki bait TUHAN untuk membakar ukupan di atas mezbah pembakaran ukupan.
0e1a11006c	Tetapi imam Azarya mengikutinya dari belakang bersama-sama delapan puluh imam TUHAN, orang-orang yang tegas;
0e1a12015a	mereka berdiri di depan raja Uzia dan berkata kepadanya: "Hai, Uzia, engkau tidak berhak membakar ukupan kepada TUHAN, hanyalah imam-imam keturunan Harun yang telah dikuduskan yang berhak membakar ukupan! Keluarlah dari tempat kudus ini, karena engkau telah berubah setia! Engkau tidak akan memperoleh kehormatan dari TUHAN Allah karena hal ini."
0e1a1300e4	Tetapi Uzia, dengan bokor ukupan di tangannya untuk dibakar menjadi marah. Sementara amarahnya meluap terhadap para imam, timbullah penyakit kusta pada dahinya di hadapan para imam di rumah TUHAN, dekat mezbah pembakaran ukupan.
0e1a1400ea	Imam kepala Azarya dan semua imam lainnya memandang kepadanya, dan sesungguhnya, ia sakit kusta pada dahinya. Cepat-cepat mereka mengusirnya dari sana, dan ia sendiri tergesa-gesa keluar, karena TUHAN telah menimpakan tulah kepadanya.
0e1a150106	Raja Uzia sakit kusta sampai kepada hari matinya, dan sebagai orang yang sakit kusta ia tinggal dalam sebuah rumah pengasingan, karena ia dikucilkan dari rumah TUHAN. Dan Yotam, anaknya, mengepalai istana raja dan menjalankan pemerintahan atas rakyat negeri itu.
0e1a160058	Selebihnya dari riwayat Uzia, dari awal sampai akhir, ditulis oleh nabi Yesaya bin Amos.
0e1a1700f5	Kemudian Uzia mendapat perhentian bersama-sama dengan nenek moyangnya, dan ia dikuburkan di samping nenek moyangnya di ladang dekat pekuburan raja-raja, karena ia berpenyakit kusta, kata orang. Maka Yotam, anaknya, menjadi raja menggantikan dia.
0e1b01009c	Yotam berumur dua puluh lima tahun pada waktu ia menjadi raja dan enam belas tahun lamanya ia memerintah di Yerusalem. Nama ibunya ialah Yerusa, anak Zadok.
0e1b0200af	Ia melakukan apa yang benar di mata TUHAN, tepat seperti yang dilakukan Uzia, ayahnya, hanya ia tidak memasuki Bait TUHAN. Tetapi rakyat masih saja melakukan hal yang merusak.
0e1b030065	Ia mendirikan Pintu Gerbang Tinggi di rumah TUHAN dan mengadakan banyak pembangunan pada tembok Ofel.
0e1b040069	Ia mendirikan juga kota-kota di pegunungan Yehuda dan benteng-benteng serta menara-menara di hutan-hutan.
0e1b050104	Ia berperang melawan raja bani Amon dan mengalahkannya, sehingga pada tahun itu juga bani Amon membayar kepadanya seratus talenta perak, sepuluh ribu kor gandum dan sepuluh ribu kor jelai. Juga pada tahun kedua dan ketiga bani Amon membawa upeti itu kepadanya.
0e1b06004a	Yotam menjadi kuat, karena ia mengarahkan hidupnya kepada TUHAN, Allahnya.
0e1b070094	Selebihnya dari riwayat Yotam, segala peperangan dan tingkah langkahnya, sesungguhnya semuanya itu tertulis dalam kitab raja-raja Israel dan Yehuda.
0e1b080073	Ia berumur dua puluh lima tahun pada waktu ia menjadi raja dan enam belas tahun lamanya ia memerintah di Yerusalem.
0e1b090093	Kemudian Yotam mendapat perhentian bersama-sama nenek moyangnya, dan ia dikuburkan di kota Daud. Maka Ahas, anaknya, menjadi raja menggantikan dia.
0e1c0100bf	Ahas berumur dua puluh tahun pada waktu ia menjadi raja dan enam belas tahun lamanya ia memerintah di Yerusalem. Ia tidak melakukan apa yang benar di mata TUHAN seperti Daud, bapa leluhurnya,
0e1c02006b	tetapi ia hidup menurut kelakuan raja-raja Israel, bahkan ia membuat patung-patung tuangan untuk para Baal.
0e1c0300be	Ia membakar juga korban di Lebak Ben-Hinom dan membakar anak-anaknya sebagai korban dalam api, sesuai dengan perbuatan keji bangsa-bangsa yang telah dihalaukan TUHAN dari depan orang Israel.
0e1c04008e	Ia mempersembahkan dan membakar korban di bukit-bukit pengorbanan dan di atas tempat-tempat yang tinggi dan di bawah setiap pohon yang rimbun.
0e1c0500fe	Sebab itu TUHAN, Allahnya, menyerahkannya ke dalam tangan raja orang Aram. Mereka mengalahkan dia dan menawan banyak orang dari padanya, yang diangkut ke Damsyik. Kemudian ia diserahkan pula ke dalam tangan raja Israel dan mengalami kekalahan yang besar.
0e1c0600c2	Sebab dalam sehari Pekah bin Remalya menewaskan di Yehuda seratus dua puluh ribu orang, semuanya orang-orang yang tangkas, oleh karena mereka telah meninggalkan TUHAN, Allah nenek moyang mereka.
0e1c07007c	Dan Zikhri, pahlawan dari Efraim, membunuh Maaseya, anak raja, Azrikam, kepala istana, dan Elkana orang kedua di bawah raja.
0e1c0800f4	Orang Israel menawan dari saudara-saudaranya dua ratus ribu orang, yakni perempuan-perempuan serta anak-anak lelaki dan anak-anak perempuan. Mereka merampas juga banyak harta milik dari pada orang-orang itu, dan membawa rampasan itu ke Samaria.
0e1c09015a	Tetapi di sana ada seorang nabi TUHAN yang bernama Oded. Ia pergi menemui tentara yang pulang ke Samaria dan berkata kepada mereka: "Lihatlah, karena kehangatan murka-Nya kepada Yehuda, TUHAN, Allah nenek moyangmu, menyerahkan mereka ke dalam tanganmu, dan kamu telah mengadakan pembunuhan di antara mereka dengan kegeraman yang sampai ke langit.
0e1c0a00b8	Dan sekarang kamu bermaksud menaklukkan orang Yehuda dan Yerusalem menjadi hambamu laki-laki dan perempuan. Tidak adakah pada kamu sendiri kesalahan yang besar terhadap TUHAN, Allahmu?
0e1c0b009e	Maka sekarang, dengarkanlah kataku ini: kembalikanlah orang-orang yang kamu tawan dari saudara-saudaramu itu, karena murka Allah menyala-nyala terhadap kamu."
0e1c0c00b9	Lalu bangkitlah beberapa pemimpin bani Efraim, yakni: Azarya bin Yohanan, Berekhya bin Mesilemot, Yehizkia bin Salum dan Amasa bin Hadlai menghadapi orang-orang yang pulang dari perang,
0e1c0d00fb	dan berkata kepada mereka: "Jangan bawa tawanan-tawanan itu ke mari, sebab maksudmu itu menjadikan kita bersalah terhadap TUHAN dan menambah dosa dan kesalahan kita! Sudah cukup besar kesalahan kita, dan murka yang menyala-nyala telah menimpa Israel."
0e1c0e0081	Lalu orang-orang yang bersenjata itu meninggalkan tawanan dan barang-barang rampasannya di muka para pemimpin dan seluruh jemaah.
0e1c0f01bb	Dan orang-orang yang ditunjuk dengan disebut namanya bangkit, lalu menjemput para tawanan itu. Semua orang yang telanjang mereka berikan pakaian dari rampasan itu. Orang-orang itu diberi pakaian, kasut, makanan dan minuman. Mereka diurapi dengan minyak dan semua yang terlalu payah untuk berjalan diangkut dengan keledai, dan dibawa ke Yerikho, ke kota pohon korma, dekat saudara-saudara mereka. Sesudah itu orang Israel itu pulang ke Samaria.
0e1c100058	Pada waktu itu raja Ahas menyuruh utusan kepada raja negeri Asyur untuk memohon bantuan.
0e1c11005c	Karena orang Edom telah datang pula dan mengalahkan Yehuda serta mengangkut tawanan-tawanan.
0e1c120112	Orang-orang Filistin juga telah menyerbu kota-kota di Daerah Bukit dan di Tanah Negeb Yehuda. Merekapun merebut Bet-Semes, Ayalon, Gederot, Sokho dengan segala anak kotanya, Timna dengan segala anak kotanya dan Gomzo dengan segala anak kotanya, dan menetap di kota-kota itu.
0e1c13008f	Demikianlah TUHAN merendahkan Yehuda oleh karena Ahas, raja Israel itu, membiarkan kebiadaban berlaku di Yehuda dan berubah setia kepada TUHAN.
0e1c140071	Maka datanglah Tilgat-Pilneser, raja negeri Asyur, kepadanya, hanya bukan membantu dia, melainkan menyesakkannya.
0e1c1500cd	Walaupun Ahas merampas barang-barang dari rumah TUHAN, dari rumah raja dan dari rumah-rumah para pemimpin dan menyerahkan semua itu kepada raja negeri Asyur, namun perbuatannya itu tidak menguntungkan dia.
