2800000006	Máté
28120f007b	„Ha pedig atyádfia vétkezik ellened, menj el, és dorgáld meg négyszemközt: ha hallgat rád, megnyerted atyádfiát.
2812100095	Ha pedig nem hallgat rád, végy magad mellé még egy vagy két embert, »hogy két vagy három tanú vallomásával erősítsen meg minden szót.«
281211008a	Ha azokra sem hallgat, mondd meg a gyülekezetnek. Ha a gyülekezetre sem hallgat, legyen előtted olyan, mint a pogány és a vámszedő.
2812120084	Bizony mondom néktek: amit megköttök a földön, a mennyben is kötve lesz, amit feloldotok a földön, a mennyben is oldva lesz.
2812130092	Ismét mondom néktek, hogyha ketten közületek egyetértenek a földön minden dologban, amit csak kérnek, megadja nekik az én mennyei Atyám.
2812140058	Mert ahol ketten vagy hárman összegyűlnek az én nevemben: ott vagyok közöttük.“
2812150095	Ekkor odament hozzá Péter, és ezt mondta: „Uram, hányszor lehet atyámfiának ellenem vétkeznie, és neki megbocsátanom? Még hétszer is?“
2812160065	Jézus ezt mondta neki: „Nem azt mondom neked, hogy még hétszer is, hanem még hetvenhétszer is.
281217005d	Ezért hasonlatos a mennyek országa a királyhoz, aki számot akart vetni az ő szolgáival.
281218005d	Amikor pedig számot kezdett vetni, hoztak eléje egyet, aki tízezer talentummal volt adós.
2812190084	Mivel nem tudott fizetni, megparancsolta ura, hogy adják el őt, feleségét és gyerekeit, és mindenét, amije van, és fizessen.
28121a0084	A szolga ezért leborult előtte, könyörgött neki, és ezt mondta: Uram, légy türelemmel hozzám, és mindent megfizetek neked.
28121b005d	Az úr pedig megszánta a szolgát, elbocsátotta őt, és az adósságát is elengedte neki.
28121c00c3	A szolga pedig kiment, és találkozott eggyel az ő szolgatársai közül, aki száz dénárral volt neki adós. Megragadta, fojtogatni kezdte, és ezt mondta: Fizesd meg nekem, amivel tartozol.
28121d007b	Szolgatársa ekkor leborult a lábai elé, és könyörgött neki: Légy türelemmel hozzám, és mindent megfizetek neked.
28121e0065	De ő ezt nem akarta, hanem elment, börtönbe vettette addig, amíg megfizeti, amivel tartozik neki.
28121f0082	Amikor szolgatársai látták, hogy mi történt, nagyon megszomorodtak. Elmentek, és jelentettek uruknak mindent, ami történt.
2812200087	Akkor magához hívatta őt ura, és ezt mondta neki: Gonosz szolga, minden adósságodat elengedtem neked, mert könyörögtél nekem.
281221005f	Nem kellett volna neked is könyörülnöd szolgatársadon, amint én is könyörültem rajtad?
2812220069	Ekkor megharagudott az ura, átadta őt a hóhérok kezébe, míg meg nem fizet mindent, amivel tartozik.
2812230083	Így cselekszik az én mennyei Atyám is veletek, ha szívetekből meg nem bocsátjátok, ki-ki az ő atyjafiának a vétkeiket.“
2813010075	Amikor befejezte Jézus ezeket a beszédeket, elment Galileából, és elment Júdának határaiba, a Jordánon túl.
281302003b	Nagy sokaság követte őt, és meggyógyította ott őket.
2813030090	Odamentek hozzá a farizeusok, hogy kísértsék őt, és ezt mondták: „Szabad-e az embernek feleségét bármilyen ok miatt elbocsátani?“
281304007d	Ő pedig így felelt: „Nem olvastátok-e, hogy a Teremtő kezdettől fogva »férfiúvá és asszonnyá teremtette őket?«
2813050082	És ezt mondta: »Ezért elhagyja a férfiú atyját és anyját, és ragaszkodik feleségéhez, és lesznek ketten egy testté.«
281306006e	Úgyhogy többé nem kettő, hanem egy test. Amit azért az Isten egybeszerkesztett, ember el ne válassza.“
281307007d	Erre azt mondták neki: „Miért rendelte akkor Mózes, hogy válólevelet kell adni, és úgy bocsátani el az asszonyt?“
28130800a3	Jézus ezt mondta nekik: „Mózes a ti szívetek keménysége miatt engedte meg nektek, hogy feleségeteket elbocsássátok, de ez kezdettől fogva nem így volt.
28130900af	Mondom nektek, hogy aki elbocsátja feleségét, hacsak nem paráznaság miatt, és mást vesz el, házasságtörő; és aki elbocsátottat vesz el, az is házasságtörő.“
28130a0072	Erre ezt mondták neki tanítványai: „Ha így van a férfi dolga az asszonnyal, akkor nem jó megházasodni.“
28130b0056	Ő pedig ezt mondta nekik: „Nem mindenki érti meg, hanem csak az, akinek megadatik.
28130c0113	Mert vannak nemzésre alkalmatlanok, akik anyjuk méhéből születtek így, és vannak nemzésre alkalmatlanok, akiket az emberek tettek ilyenekké; és vannak olyanok, akik önmagukat tették nemzésre alkalmatlanná a mennyeknek országáért. Aki megérti, értse meg.“
28130d0085	Ekkor kisgyermekeket hoztak hozzá, hogy kezeit rájuk tegye, és imádkozzék értük. A tanítványok azonban megdorgálták őket.
28130e0093	Jézus pedig ezt mondta: „Hagyjátok e kisgyermekeket, és ne tiltsátok meg nekik, hogy hozzám jöjjenek, mert ilyeneké a mennyek országa.“
28130f0030	És kezeit rájuk tette, majd eltávozott onnan.
281310007b	És íme, odajött hozzá egy ember, és ezt kérdezte: „Jó mester, mi jót cselekedjem, hogy örök életet nyerjek?“
28131100a2	Ő pedig ezt mondta neki: „Miért mondasz engem jónak? Senki sem jó, csak egy, az Isten. Ha pedig be akarsz menni az életre, tartsd meg a parancsolatokat.“
2813120085	Az megkérdezte: „Melyeket?“ Jézus pedig ezt mondta: „»Ne ölj, ne paráználkodj, ne lopj, hamis tanúbizonyságot ne tégy,
2813130051	tiszteld atyádat és anyádat, és szeresd felebarátodat, mint önmagadat.«“
281314006f	Az ifjú erre ezt mondta: „Mindezeket megtartottam ifjúságomtól fogva; mi fogyatkozás van még bennem?“
28131500b0	Jézus ezt mondta neki: „Ha tökéletes akarsz lenni, eredj, add el vagyonodat, és oszd ki a szegényeknek, és kincsed lesz a mennyben; azután jöjj, és kövess engem.“
2813160056	Az ifjú pedig ezt a beszédet hallva, megszomorodva ment el, mert sok jószága volt.
281317007b	Jézus pedig ezt mondta tanítványainak: „Bizony mondom néktek, hogy a gazdag nehezen megy be a mennyeknek országába.
2813180074	Ismét mondom néktek: Könnyebb a tevének a tű fokán átmenni, mint a gazdagnak az Isten országába bejutni.“
281319007f	A tanítványok pedig amikor ezeket hallották, felettébb álmélkodtak, és ezt mondták: „Kicsoda üdvözülhet tehát?“
28131a006c	Jézus pedig rájuk tekintve mondta nekik: „Embereknél ez lehetetlen, de Istennél minden lehetséges.“
28131b0072	Akkor Péter ezt mondta neki: „Íme, mi elhagytunk mindent, és követtünk téged: mi lesz hát a jutalmunk?“
28131c011e	Jézus pedig ezt mondta neki: „Bizony mondom néktek, hogy ti, akik követtetek engem, az újjászületéskor, amikor az Emberfia beül a dicsőségének királyi székébe, ti is beültök majd tizenkét királyi székbe, és ítélkezni fogtok Izrael tizenkét nemzetsége fölött.
28131d00d4	És aki elhagyta házát vagy testvéreit, nőtestvéreit, atyját, anyját, feleségét, gyermekeit vagy szántóföldjét az én nevemért, mindaz százannyit kap, és örök életet nyer az örökség szerint.
28131e003b	De sok elsőből lesz utolsó és sok utolsóból első.“
281401006d	„Hasonló a mennyek országa a gazdához, aki korán reggel kiment, hogy munkásokat fogadjon szőlőjébe.
2814020050	Megegyezett a munkásokkal napi tíz pénzben, és elküldte őket szőlőjébe.
2814030059	Amikor kiment három óra tájban, látott másokat is, akik tétlenül a piacon álltak.
2814040054	Ezt mondta nekik: Menjetek el ti is a szőlőbe, és ami igazságos, megadom nektek.
281405005a	Azok pedig elmentek. Hat és kilenc óra tájban ismét kiment, és ugyanúgy cselekedett.
281406009d	Tizenegy óra tájban is kiment, és talált másokat, akik tétlenül álltak ott, és megkérdezte tőlük: Miért álltok itt egész napon át tétlenül?
281407008e	Azok így feleltek: Mert senki sem fogadott fel minket. Erre ezt mondta nekik: Menjetek el ti is a szőlőbe, és ami igazságos megkapjátok.
281408009e	Mikor beesteledett, a szőlőnek ura ezt mondta vincellérjének: Hívd elő a munkásokat, és add ki nekik a bért, az utolsóktól kezdve mind az elsőkig.
2814090044	És jöttek a tizenegy órások, fejenként tíz-tíz pénzt kaptak.
28140a0074	Jöttek azután az elsők, és azt gondolták, hogy ők többet kapnak, de ők is tíz-tíz pénz kaptak fejenként.
28140b0040	Amint pedig fölvették, zúgolódni kezdtek a házigazda ellen,
28140c0096	és ezt mondták: Azok az utolsók egyetlen óráig dolgoztak, és egyenlővé tetted őket velünk, akik a napnak terhét és hőségét szenvedtük.
28140d0082	Ő pedig így felelt közülük egynek: Barátom, nem cselekszem igazságtalanul veled: Vagy nem tíz pénzben szerződtél velem?
28140e0060	Vedd, ami a tiéd, és menj el. Én pedig ennek az utolsónak is annyit akarok adni, mint neked.
28140f0072	Talán nem szabad nekem a magaméval azt tennem, amit akarok? Vagy a te szemed azért gonosz, mert én jó vagyok?
281410007c	Ekképpen lesznek az utolsók elsők és az elsők utolsók; mert sokan vannak a hivatalosak, de kevesen a választottak.“
2814110076	Amikor felment Jézus Jeruzsálembe, útközben csupán a tizenkét tanítványt vette magához, és ezt mondta nekik:
281412007b	„Íme, felmegyünk Jeruzsálembe, és az Emberfia átadatik a főpapoknak és írástudóknak, és halálra ítélik őt.
2814130078	A pogányok kezébe adják, hogy megcsúfolják, megostorozzák, és keresztre feszítsék, de harmadnapon feltámad.“
2814140068	Ekkor hozzáment a Zebedeus fiainak anyja fiaival együtt, leborult előtte, hogy kérjen tőle valamit.
28141500b4	Ő pedig megkérdezte tőle: „Mit akarsz?“ Ő ezt mondta neki: „Mondd, hogy az én két fiam üljön a te országodban: egyik jobb kezed felől, a másik bal kezed felől.“
28141600db	Jézus pedig ezt felelte neki: „Nem tudjátok, mit kértek. Megisszátok-e a poharat, melyet én iszom? És megkeresztelkedtek-e azzal a keresztséggel, amellyel én megkeresztelkedem?“ Azt mondták neki: „Meg.“
2814170117	Erre ő azt mondta nekik: „Az én poharamat megisszátok ugyan, és a keresztséggel, amellyel én megkeresztelkedem, megkeresztelkedtek, de az én jobb és bal kezem felől való ülést nem az én dolgom megadni, hanem azoké lesz az, akiknek az én Atyám elkészítette.“
2814180046	Amikor ezt meghallotta a többi tíz, bosszankodtak a két testvérre.
281419009a	Jézus pedig előszólította őket, és ezt mondta: „Tudjátok, hogy a pogányok fejedelmei uralkodnak szolgáikon, és a nagyok hatalmaskodnak rajtuk.
28141a005f	De ne így legyen közöttetek, hanem aki közöttetek nagy akar lenni, legyen a ti szolgátok,
28141b003e	és aki közöttetek első akar lenni, legyen a ti szolgátok.
28141c008a	Amint az Emberfia sem azért jött, hogy neki szolgáljanak, hanem, hogy ő szolgáljon, és adja az ő életét váltságul sokakért.“
28141d0039	Amikor Jerikóból távoztak, nagy sokaság követte őt.
28141e0098	És íme, két vak, aki az út mellett ült, meghallva, hogy Jézus arra megy el, elkezdett kiáltozni: „Uram, Dávidnak Fia, könyörülj rajtunk!“
28141f008b	A sokaság pedig megdorgálta őket, hogy hallgassanak, de azok annál jobban kiáltoztak: „Uram, Dávidnak Fia, könyörülj rajtunk!“
2814200071	Jézus pedig megállt, és megszólította őket, és ezt kérdezte: „Mit akartok, hogy cselekedjem veletek?“
2814210045	Ők így feleltek neki: „Azt, Uram, hogy megnyíljanak szemeink.“
281422006c	Jézus pedig megszánta őket, megérintette szemeiket, és szemeik azonnal megnyíltak, és követték őt.
281501007d	Amikor közeledtek Jeruzsálemhez és Betfagéba, az Olajfák hegyéhez jutottak, akkor elküldött Jézus két tanítványt,
28150200b7	és ezt mondta nekik: „Menjetek ebbe a faluba, amely előttetek van, és ott találtok egy megkötött szamarat és vele együtt a csikóját: oldjátok el, és hozzátok ide nekem.
2815030079	Ha valaki valamit szól nektek, mondjátok, hogy az Úrnak van szüksége rájuk, és rögtön el fogja engedni őket.“
2815040059	Mindez pedig azért történt, hogy beteljesedjék a próféta mondása, aki így szólt:
281505008e	„Mondjátok meg Sion leányának: »Íme, királyod jön hozzád, alázatosan és szamáron ülve, teherhordozó szamárnak csikóján.«“
2815060055	A tanítványok pedig elmentek, és úgy cselekedtek, amint Jézus parancsolta nekik.
2815070066	Elhozták a szamarat és annak csikóját, felsőruhájukat rájuk terítették, Jézus pedig ráült.
2815080088	A sokaság legnagyobb része pedig felsőruháit az útra terítette, mások pedig fákról gallyakat vagdostak, és az útra szórták.
28150900a7	Az előtte és utána menő sokaság pedig így kiáltott: „Hozsánna a Dávid Fiának!“ „Áldott, aki jő az Úrnak nevében!“ „Hozsánna a magasságban!“
28150a0061	És amikor bement Jeruzsálembe, felbolydult az egész város, és kérdezték: „Kicsoda ez?“
28150b0057	A sokaság pedig ezt mondta: „Ez Jézus, a galileai Názáretből való próféta.“
28150c00b4	És bement Jézus az Isten templomába, és kiűzte mindazokat, akik árultak és vásároltak a templomban; és a pénzváltók asztalait és a galambárusok székeit felforgatta.
28150d0085	És ezt mondta nekik: „Meg van írva: »Az én házamat imádság házának mondják: ti pedig latrok barlangjává tettétek.«“
28150e0052	Azután vakok és sánták mentek hozzá a templomban, és meggyógyította őket.
28150f00ba	A főpapok és az írástudók pedig látva a csodákat, amelyeket cselekedett, és a gyermekeket, akik a templomban kiáltoztak: „Hozsánna a Dávid Fiának!“ – haragra gerjedtek,
28151000c4	és ezt mondták neki: „Hallod, mit mondanak ezek?“ Jézus pedig ezt válaszolta nekik: „Hallom. Sohasem olvastátok: »A gyermekek és csecsemők szája által szereztél dicsőséget?«“
2815110050	Ezután otthagyta őket, kiment a városból Betániába, és ott maradt éjjel.
2815120031	Reggel pedig a városba visszajövet megéhezett.
28151300db	És meglátott egy fügefát az út mellett, odament hozzá, és nem talált rajta semmit, hanem csak leveleket. Ekkor ezt mondta neki: „Gyümölcs ezután rajtad soha ne teremjen!“ És a fügefa azonnal elszáradt.
2815140069	Látták ezt a tanítványok, és csodálkozva mondták: „Hogyan száradt el a fügefa oly hirtelen?“
28151500f6	Jézus pedig ezt felelte nekik: „Bizony mondom néktek, ha van hitetek, és nem kételkedtek, nemcsak azt tehetitek meg, ami ezzel a fügefával történt, hanem ha azt mondjátok e hegynek: Kelj fel, és zuhanj a tengerbe, az is megtörténik.
281516004b	És amit imádságotokban kértek, mindazt meg is kapjátok, ha hisztek.“
28151700ba	Amikor bement a templomba, odamentek hozzá a főpapok és a nép vénei, amint tanított, és ezt mondták: „Micsoda hatalommal cselekszed ezeket? És ki adta neked ezt a hatalmat?“
281518009c	Jézus ezt felelte nekik: „Én is kérdezek egy dolgot tőletek, amire ha megfeleltek nekem, én is megmondom nektek, milyen hatalommal cselekszem ezeket.
28151900bd	A János keresztsége honnan volt: mennyből vagy emberektől?“ Azok pedig így tanakodtak magukban: „Ha azt mondjuk: mennyből, azt mondja majd nekünk: Akkor miért nem hittetek neki?
