010000000e	Γένεσις
04230a00b7	λάλησον τοῖς υἱοῖς Ισραηλ καὶ ἐρεῖς πρὸς αὐτούς ὑμεῖς διαβαίνετε τὸν Ιορδάνην εἰς γῆν Χανααν
04230b00e1	καὶ διαστελεῖτε ὑμῖν αὐτοῖς πόλεις φυγαδευτήρια ἔσται ὑμῖν φυγεῖν ἐκεῖ τὸν φονευτήν πᾶς ὁ πατάξας ψυχὴν ἀκουσίως
04230c0110	καὶ ἔσονται αἱ πόλεις ὑμῖν φυγαδευτήρια ἀπὸ ἀγχιστεύοντος τὸ αἷμα καὶ οὐ μὴ ἀποθάνῃ ὁ φονεύων ἕως ἂν στῇ ἔναντι τῆς συναγωγῆς εἰς κρίσιν
04230d007c	καὶ αἱ πόλεις ἃς δώσετε τὰς ἓξ πόλεις φυγαδευτήρια ἔσονται ὑμῖν
04230e00ac	τὰς τρεῖς πόλεις δώσετε ἐν τῷ πέραν τοῦ Ιορδάνου καὶ τὰς τρεῖς πόλεις δώσετε ἐν γῇ Χανααν
04230f013f	φυγάδιον ἔσται τοῖς υἱοῖς Ισραηλ καὶ τῷ προσηλύτῳ καὶ τῷ παροίκῳ τῷ ἐν ὑμῖν ἔσονται αἱ πόλεις αὗται εἰς φυγαδευτήριον φυγεῖν ἐκεῖ παντὶ πατάξαντι ψυχὴν ἀκουσίως
04231000bb	ἐὰν δὲ ἐν σκεύει σιδήρου πατάξῃ αὐτόν καὶ τελευτήσῃ φονευτής ἐστιν θανάτῳ θανατούσθω ὁ φονευτής
04231100ed	ἐὰν δὲ ἐν λίθῳ ἐκ χειρός ἐν ᾧ ἀποθανεῖται ἐν αὐτῷ πατάξῃ αὐτόν καὶ ἀποθάνῃ φονευτής ἐστιν θανάτῳ θανατούσθω ὁ φονευτής
0423120100	ἐὰν δὲ ἐν σκεύει ξυλίνῳ ἐκ χειρός ἐξ οὗ ἀποθανεῖται ἐν αὐτῷ πατάξῃ αὐτόν καὶ ἀποθάνῃ φονευτής ἐστιν θανάτῳ θανατούσθω ὁ φονευτής
04231300bd	ὁ ἀγχιστεύων τὸ αἷμα οὗτος ἀποκτενεῖ τὸν φονεύσαντα ὅταν συναντήσῃ αὐτῷ οὗτος ἀποκτενεῖ αὐτόν
04231400ae	ἐὰν δὲ δῑ ἔχθραν ὤσῃ αὐτὸν καὶ ἐπιρρίψῃ ἐπ’ αὐτὸν πᾶν σκεῦος ἐξ ἐνέδρου καὶ ἀποθάνῃ
0423150172	ἢ διὰ μῆνιν ἐπάταξεν αὐτὸν τῇ χειρί καὶ ἀποθάνῃ θανάτῳ θανατούσθω ὁ πατάξας φονευτής ἐστιν θανάτῳ θανατούσθω ὁ φονεύων ὁ ἀγχιστεύων τὸ αἷμα ἀποκτενεῖ τὸν φονεύσαντα ἐν τῷ συναντῆσαι αὐτῷ
04231600af	ἐὰν δὲ ἐξάπινα οὐ δῑ ἔχθραν ὤσῃ αὐτὸν ἢ ἐπιρρίψῃ ἐπ’ αὐτὸν πᾶν σκεῦος οὐκ ἐξ ἐνέδρου
0423170120	ἢ παντὶ λίθῳ ἐν ᾧ ἀποθανεῖται ἐν αὐτῷ οὐκ εἰδώς καὶ ἐπιπέσῃ ἐπ’ αὐτόν καὶ ἀποθάνῃ αὐτὸς δὲ οὐκ ἐχθρὸς αὐτοῦ ἦν οὐδὲ ζητῶν κακοποιῆσαι αὐτόν
04231800d7	καὶ κρινεῖ ἡ συναγωγὴ ἀνὰ μέσον τοῦ πατάξαντος καὶ ἀνὰ μέσον τοῦ ἀγχιστεύοντος τὸ αἷμα κατὰ τὰ κρίματα ταῦτα
04231901ed	καὶ ἐξελεῖται ἡ συναγωγὴ τὸν φονεύσαντα ἀπὸ τοῦ ἀγχιστεύοντος τὸ αἷμα καὶ ἀποκαταστήσουσιν αὐτὸν ἡ συναγωγὴ εἰς τὴν πόλιν τοῦ φυγαδευτηρίου αὐτοῦ οὗ κατέφυγεν καὶ κατοικήσει ἐκεῖ ἕως ἂν ἀποθάνῃ ὁ ἱερεὺς ὁ μέγας ὃν ἔχρισαν αὐτὸν τῷ ἐλαίῳ τῷ ἁγίῳ
04231a0090	ἐὰν δὲ ἐξόδῳ ἐξέλθῃ ὁ φονεύσας τὰ ὅρια τῆς πόλεως εἰς ἣν κατέφυγεν ἐκεῖ
04231b011c	καὶ εὕρῃ αὐτὸν ὁ ἀγχιστεύων τὸ αἷμα ἔξω τῶν ὁρίων τῆς πόλεως καταφυγῆς αὐτοῦ καὶ φονεύσῃ ὁ ἀγχιστεύων τὸ αἷμα τὸν φονεύσαντα οὐκ ἔνοχός ἐστιν
04231c015f	ἐν γὰρ τῇ πόλει τῆς καταφυγῆς κατοικείτω ἕως ἂν ἀποθάνῃ ὁ ἱερεὺς ὁ μέγας καὶ μετὰ τὸ ἀποθανεῖν τὸν ἱερέα τὸν μέγαν ἐπαναστραφήσεται ὁ φονεύσας εἰς τὴν γῆν τῆς κατασχέσεως αὐτοῦ
04231d00ba	καὶ ἔσται ταῦτα ὑμῖν εἰς δικαίωμα κρίματος εἰς τὰς γενεὰς ὑμῶν ἐν πάσαις ταῖς κατοικίαις ὑμῶν
04231e00cc	πᾶς πατάξας ψυχήν διὰ μαρτύρων φονεύσεις τὸν φονεύσαντα καὶ μάρτυς εἷς οὐ μαρτυρήσει ἐπὶ ψυχὴν ἀποθανεῖν
04231f00d4	καὶ οὐ λήμψεσθε λύτρα περὶ ψυχῆς παρὰ τοῦ φονεύσαντος τοῦ ἐνόχου ὄντος ἀναιρεθῆναι θανάτῳ γὰρ θανατωθήσεται
04232000ee	οὐ λήμψεσθε λύτρα τοῦ φυγεῖν εἰς πόλιν τῶν φυγαδευτηρίων τοῦ πάλιν κατοικεῖν ἐπὶ τῆς γῆς ἕως ἂν ἀποθάνῃ ὁ ἱερεὺς ὁ μέγας
042321018c	καὶ οὐ μὴ φονοκτονήσητε τὴν γῆν εἰς ἣν ὑμεῖς κατοικεῖτε τὸ γὰρ αἷμα τοῦτο φονοκτονεῖ τὴν γῆν καὶ οὐκ ἐξιλασθήσεται ἡ γῆ ἀπὸ τοῦ αἵματος τοῦ ἐκχυθέντος ἐπ’ αὐτῆς ἀλλ’ ἐπὶ τοῦ αἵματος τοῦ ἐκχέοντος
0423220117	καὶ οὐ μιανεῖτε τὴν γῆν ἐφ’ ἧς κατοικεῖτε ἐπ’ αὐτῆς ἐφ’ ἧς ἐγὼ κατασκηνώσω ἐν ὑμῖν ἐγὼ γάρ εἰμι κύριος κατασκηνῶν ἐν μέσῳ τῶν υἱῶν Ισραηλ
042401018a	καὶ προσῆλθον οἱ ἄρχοντες φυλῆς υἱῶν Γαλααδ υἱοῦ Μαχιρ υἱοῦ Μανασση ἐκ τῆς φυλῆς υἱῶν Ιωσηφ καὶ ἐλάλησαν ἔναντι Μωυσῆ καὶ ἔναντι Ελεαζαρ τοῦ ἱερέως καὶ ἔναντι τῶν ἀρχόντων οἴκων πατριῶν υἱῶν Ισραηλ
0424020193	καὶ εἶπαν τῷ κυρίῳ ἡμῶν ἐνετείλατο κύριος ἀποδοῦναι τὴν γῆν τῆς κληρονομίας ἐν κλήρῳ τοῖς υἱοῖς Ισραηλ καὶ τῷ κυρίῳ συνέταξεν κύριος δοῦναι τὴν κληρονομίαν Σαλπααδ τοῦ ἀδελφοῦ ἡμῶν ταῖς θυγατράσιν αὐτοῦ
04240301d8	καὶ ἔσονται ἑνὶ τῶν φυλῶν υἱῶν Ισραηλ γυναῖκες καὶ ἀφαιρεθήσεται ὁ κλῆρος αὐτῶν ἐκ τῆς κατασχέσεως τῶν πατέρων ἡμῶν καὶ προστεθήσεται εἰς κληρονομίαν τῆς φυλῆς οἷς ἂν γένωνται γυναῖκες καὶ ἐκ τοῦ κλήρου τῆς κληρονομίας ἡμῶν ἀφαιρεθήσεται
042404019e	ἐὰν δὲ γένηται ἡ ἄφεσις τῶν υἱῶν Ισραηλ καὶ προστεθήσεται ἡ κληρονομία αὐτῶν ἐπὶ τὴν κληρονομίαν τῆς φυλῆς οἷς ἂν γένωνται γυναῖκες καὶ ἀπὸ τῆς κληρονομίας φυλῆς πατριᾶς ἡμῶν ἀφαιρεθήσεται ἡ κληρονομία αὐτῶν
04240500c5	καὶ ἐνετείλατο Μωυσῆς τοῖς υἱοῖς Ισραηλ διὰ προστάγματος κυρίου λέγων οὕτως φυλὴ υἱῶν Ιωσηφ λέγουσιν
0424060138	τοῦτο τὸ ῥῆμα ὃ συνέταξεν κύριος ταῖς θυγατράσιν Σαλπααδ λέγων οὗ ἀρέσκει ἐναντίον αὐτῶν ἔστωσαν γυναῖκες πλὴν ἐκ τοῦ δήμου τοῦ πατρὸς αὐτῶν ἔστωσαν γυναῖκες
0424070147	καὶ οὐχὶ περιστραφήσεται κληρονομία τοῖς υἱοῖς Ισραηλ ἀπὸ φυλῆς ἐπὶ φυλήν ὅτι ἕκαστος ἐν τῇ κληρονομίᾳ τῆς φυλῆς τῆς πατριᾶς αὐτοῦ προσκολληθήσονται οἱ υἱοὶ Ισραηλ
042408018a	καὶ πᾶσα θυγάτηρ ἀγχιστεύουσα κληρονομίαν ἐκ τῶν φυλῶν υἱῶν Ισραηλ ἑνὶ τῶν ἐκ τοῦ δήμου τοῦ πατρὸς αὐτῆς ἔσονται γυναῖκες ἵνα ἀγχιστεύσωσιν οἱ υἱοὶ Ισραηλ ἕκαστος τὴν κληρονομίαν τὴν πατρικὴν αὐτοῦ
04240900fa	καὶ οὐ περιστραφήσεται κλῆρος ἐκ φυλῆς ἐπὶ φυλὴν ἑτέραν ἀλλὰ ἕκαστος ἐν τῇ κληρονομίᾳ αὐτοῦ προσκολληθήσονται οἱ υἱοὶ Ισραηλ
04240a007e	ὃν τρόπον συνέταξεν κύριος Μωυσῇ οὕτως ἐποίησαν θυγατέρες Σαλπααδ
04240b00b8	καὶ ἐγένοντο Θερσα καὶ Εγλα καὶ Μελχα καὶ Νουα καὶ Μααλα θυγατέρες Σαλπααδ τοῖς ἀνεψιοῖς αὐτῶν
04240c00f6	ἐκ τοῦ δήμου τοῦ Μανασση υἱῶν Ιωσηφ ἐγενήθησαν γυναῖκες καὶ ἐγένετο ἡ κληρονομία αὐτῶν ἐπὶ τὴν φυλὴν δήμου τοῦ πατρὸς αὐτῶν
04240d0100	αὗται αἱ ἐντολαὶ καὶ τὰ δικαιώματα καὶ τὰ κρίματα ἃ ἐνετείλατο κύριος ἐν χειρὶ Μωυσῆ ἐπὶ δυσμῶν Μωαβ ἐπὶ τοῦ Ιορδάνου κατὰ Ιεριχω
050000001a	Δευτερονόμιον
0501010149	οὗτοι οἱ λόγοι οὓς ἐλάλησεν Μωυσῆς παντὶ Ισραηλ πέραν τοῦ Ιορδάνου ἐν τῇ ἐρήμῳ πρὸς δυσμαῖς πλησίον τῆς ἐρυθρᾶς ἀνὰ μέσον Φαραν Τοφολ καὶ Λοβον καὶ Αυλων καὶ καταχρύσεα
0501020072	ἕνδεκα ἡμερῶν ἐν Χωρηβ ὁδὸς ἐπ’ ὄρος Σηιρ ἕως Καδης Βαρνη
0501030140	καὶ ἐγενήθη ἐν τῷ τεσσαρακοστῷ ἔτει ἐν τῷ ἑνδεκάτῳ μηνὶ μιᾷ τοῦ μηνὸς ἐλάλησεν Μωυσῆς πρὸς πάντας υἱοὺς Ισραηλ κατὰ πάντα ὅσα ἐνετείλατο κύριος αὐτῷ πρὸς αὐτούς
05010400fd	μετὰ τὸ πατάξαι Σηων βασιλέα Αμορραίων τὸν κατοικήσαντα ἐν Εσεβων καὶ Ωγ βασιλέα τῆς Βασαν τὸν κατοικήσαντα ἐν Ασταρωθ καὶ ἐν Εδραϊν
05010500a2	ἐν τῷ πέραν τοῦ Ιορδάνου ἐν γῇ Μωαβ ἤρξατο Μωυσῆς διασαφῆσαι τὸν νόμον τοῦτον λέγων
05010600b3	κύριος ὁ θεὸς ἡμῶν ἐλάλησεν ἡμῖν ἐν Χωρηβ λέγων ἱκανούσθω ὑμῖν κατοικεῖν ἐν τῷ ὄρει τούτῳ
05010701ab	ἐπιστράφητε καὶ ἀπάρατε ὑμεῖς καὶ εἰσπορεύεσθε εἰς ὄρος Αμορραίων καὶ πρὸς πάντας τοὺς περιοίκους Αραβα εἰς ὄρος καὶ πεδίον καὶ πρὸς λίβα καὶ παραλίαν γῆν Χαναναίων καὶ Ἀντιλίβανον ἕως τοῦ ποταμοῦ τοῦ μεγάλου Εὐφράτου
0501080166	ἴδετε παραδέδωκα ἐνώπιον ὑμῶν τὴν γῆν εἰσπορευθέντες κληρονομήσατε τὴν γῆν ἣν ὤμοσα τοῖς πατράσιν ὑμῶν τῷ Αβρααμ καὶ Ισαακ καὶ Ιακωβ δοῦναι αὐτοῖς καὶ τῷ σπέρματι αὐτῶν μετ’ αὐτούς
0501090094	καὶ εἶπα πρὸς ὑμᾶς ἐν τῷ καιρῷ ἐκείνῳ λέγων οὐ δυνήσομαι μόνος φέρειν ὑμᾶς
05010a00b8	κύριος ὁ θεὸς ὑμῶν ἐπλήθυνεν ὑμᾶς καὶ ἰδού ἐστε σήμερον ὡσεὶ τὰ ἄστρα τοῦ οὐρανοῦ τῷ πλήθει
05010b00d3	κύριος ὁ θεὸς τῶν πατέρων ὑμῶν προσθείη ὑμῖν ὡς ἐστὲ χιλιοπλασίως καὶ εὐλογήσαι ὑμᾶς καθότι ἐλάλησεν ὑμῖν
05010c00b0	πῶς δυνήσομαι μόνος φέρειν τὸν κόπον ὑμῶν καὶ τὴν ὑπόστασιν ὑμῶν καὶ τὰς ἀντιλογίας ὑμῶν
05010d00e6	δότε ἑαυτοῖς ἄνδρας σοφοὺς καὶ ἐπιστήμονας καὶ συνετοὺς εἰς τὰς φυλὰς ὑμῶν καὶ καταστήσω ἐφ’ ὑμῶν ἡγουμένους ὑμῶν
05010e007d	καὶ ἀπεκρίθητέ μοι καὶ εἴπατε καλὸν τὸ ῥῆμα ὃ ἐλάλησας ποιῆσαι
05010f019f	καὶ ἔλαβον ἐξ ὑμῶν ἄνδρας σοφοὺς καὶ ἐπιστήμονας καὶ συνετοὺς καὶ κατέστησα αὐτοὺς ἡγεῖσθαι ἐφ’ ὑμῶν χιλιάρχους καὶ ἑκατοντάρχους καὶ πεντηκοντάρχους καὶ δεκαδάρχους καὶ γραμματοεισαγωγεῖς τοῖς κριταῖς ὑμῶν
0501100175	καὶ ἐνετειλάμην τοῖς κριταῖς ὑμῶν ἐν τῷ καιρῷ ἐκείνῳ λέγων διακούετε ἀνὰ μέσον τῶν ἀδελφῶν ὑμῶν καὶ κρίνατε δικαίως ἀνὰ μέσον ἀνδρὸς καὶ ἀνὰ μέσον ἀδελφοῦ καὶ ἀνὰ μέσον προσηλύτου αὐτοῦ
05011101b0	οὐκ ἐπιγνώσῃ πρόσωπον ἐν κρίσει κατὰ τὸν μικρὸν καὶ κατὰ τὸν μέγαν κρινεῖς οὐ μὴ ὑποστείλῃ πρόσωπον ἀνθρώπου ὅτι ἡ κρίσις τοῦ θεοῦ ἐστιν καὶ τὸ ῥῆμα ὃ ἐὰν σκληρὸν ᾖ ἀφ’ ὑμῶν ἀνοίσετε αὐτὸ ἐπ’ ἐμέ καὶ ἀκούσομαι αὐτό
050112008e	καὶ ἐνετειλάμην ὑμῖν ἐν τῷ καιρῷ ἐκείνῳ πάντας τοὺς λόγους οὓς ποιήσετε
050113017d	καὶ ἀπάραντες ἐκ Χωρηβ ἐπορεύθημεν πᾶσαν τὴν ἔρημον τὴν μεγάλην καὶ τὴν φοβερὰν ἐκείνην ἣν εἴδετε ὁδὸν ὄρους τοῦ Αμορραίου καθότι ἐνετείλατο κύριος ὁ θεὸς ἡμῶν ἡμῖν καὶ ἤλθομεν ἕως Καδης Βαρνη
05011400b3	καὶ εἶπα πρὸς ὑμᾶς ἤλθατε ἕως τοῦ ὄρους τοῦ Αμορραίου ὃ ὁ κύριος ὁ θεὸς ἡμῶν δίδωσιν ὑμῖν
0501150154	ἴδετε παραδέδωκεν ὑμῖν κύριος ὁ θεὸς ὑμῶν πρὸ προσώπου ὑμῶν τὴν γῆν ἀναβάντες κληρονομήσατε ὃν τρόπον εἶπεν κύριος ὁ θεὸς τῶν πατέρων ὑμῶν ὑμῖν μὴ φοβεῖσθε μηδὲ δειλιάσητε
05011601b4	καὶ προσήλθατέ μοι πάντες καὶ εἴπατε ἀποστείλωμεν ἄνδρας προτέρους ἡμῶν καὶ ἐφοδευσάτωσαν ἡμῖν τὴν γῆν καὶ ἀναγγειλάτωσαν ἡμῖν ἀπόκρισιν τὴν ὁδόν δῑ ἧς ἀναβησόμεθα ἐν αὐτῇ καὶ τὰς πόλεις εἰς ἃς εἰσπορευσόμεθα εἰς αὐτάς
05011700aa	καὶ ἤρεσεν ἐναντίον μου τὸ ῥῆμα καὶ ἔλαβον ἐξ ὑμῶν δώδεκα ἄνδρας ἄνδρα ἕνα κατὰ φυλήν
05011800bc	καὶ ἐπιστραφέντες ἀνέβησαν εἰς τὸ ὄρος καὶ ἤλθοσαν ἕως Φάραγγος βότρυος καὶ κατεσκόπευσαν αὐτήν
0501190118	καὶ ἐλάβοσαν ἐν ταῖς χερσὶν αὐτῶν ἀπὸ τοῦ καρποῦ τῆς γῆς καὶ κατήνεγκαν πρὸς ἡμᾶς καὶ ἔλεγον ἀγαθὴ ἡ γῆ ἣν κύριος ὁ θεὸς ἡμῶν δίδωσιν ἡμῖν
