1300000006	Psalms
1356040051	Nata khini kuidi kisadi kiaku. Bila kuidi ngeyo, a Yave ndieti vumuna muelꞌama.
135605005e	Ngeyo widi wumboti ayi weti lemvukilanga; ayi widi wufuluka mu mamboti kuidi bobo beti kutela.
1356060049	Wa lusambulu luama, a Yave; wa bumboti yamikina kuama mu diambu di kiadi.
135607004b	Mu lumbu ki ziphasi ziama ngeyo ndiela tela, bila ngeyo wela kuphana mvutu.
1356080072	A Va khatitsika zinzambi, kuisi ko yoyi yidedikini banga ngeyo, a Yave ayi kuisi ko mavanga madedakani banga maku.
1356090077	Makanda moso momo wuvanga mela kuiza ayi mela buongama va ntualꞌaku, a Yave, ayi mela nata nkembo kuidi dizina diaku.
13560a0056	Bila ngeyo widi wunneni ayi ngeyo wumvanganga mavanga matsiminanga; ngeyo kaka Nzambi.
13560b0087	Wundongi nzilꞌaku, a Yave ayi ndiela diatila mu bukiedika buaku; bika wuphana ntima wukambu vasuka muingi ndikinzikanga dizina diaku.
13560c0070	Ndiela kuzitisa, a Yave Nzambi ama, mu ntimꞌama wumvimba ayi ndiela kembisanga dizina diaku mu zithangu zioso.
13560d0053	Bila luzolo luaku luidi lunneni kuidi minu ngeyo wukhula mu zithipula zi tsi bafua.
13560e0084	Batu baluniemo balembo nduanisa, a Nzambi; ayi nkangu wu batu ba makhemi balembo tombi luzingu luama; batu bakambulu thalu mu ngeyo.
13560f0072	Vayi ngeyo, a Yave, weti mona kiadi; yimonisanga nlemvo, wuvika fuemanga ko; fulukidi mu luzolo ayi mu kikhuikizi.
1356100072	Baluka kuidi minu ayi wumboni kiadi; vana zingolo ziaku kuidi kisadi kiaku ayi vukisa muana kisadi kiaku ki nketo.
1356110080	Bika wuphana dimbu ki mamboti maku muingi bambeni ziama zimona kiawu ayi bafua tsoni bila ngeyo Yave wutsadisidi ayi wumbombidi.
135701003c	Nkunga bana ba Kole. Wutula fondasio andi ku mongo wunlongo.
1357020049	Yave weti zola mielo mi Sioni viokila bibuangu bioso bimvuandanga Yakobi.
135703003b	Mambu ma nkembo matubu mu diambu diaku; a divula di Nzambi.
1357040094	“Ndiela yolukila Lahabi ayi Babiloni muidi bobo banzebi; tsi yi Filisiti ayi Tila va kimosi ayi Kutsi: ayi tuba: mutu wawu ku Sioni kabutukila”.
1357050083	Buna mu diambu di Sioni; bela tuba: “Mutu wawu ayi mutu wuna, mu niandi babutukila” ayi Nzambi yizangama, niandi wela kumbieka.
1357060043	Yave wela sonika batu mu buku: “mutu wawu ku Sioni kabutukila.”
135707004c	Bu balembo budi miziki, bela yimbila: “zitho ziama zioso zidi mu ngeyo.”
13580100b4	Nkunga bana ba Kole kuidi pfumu minyimbidi; bayimbidila mu flute. Nkunga Hemani muisi Ezilakite. A Yave, Nzambi yoyi yeti kuphukisa, muini ayi builu ndieti yamikina va ntualꞌaku.
1358020055	Bika lusambulu luama lutula va ntualꞌaku; balula dikutu diaku bu ndilembo yamikina.
1358030050	Bila muelꞌama wufulukidi mu ziphasi ayi luzingu luama lufikimini tsi yi bafua.
1358040053	Ndidi mu ntanda wu batu bobo bankuenda ku diyilu ndieka banga mutu kambulu zingolo.
135805009d	Ndidi wuvuanda va ndambu lufua, banga batu bavondo; bobo badi baleka mu ku tsi bafua; bobo wunkambu buela tebukilanga moyo, bobo wusia buela bela mayindu ko.
1358060032	Ngeyo wuthula mu dibulu dinneni, mu tombi kinkobo.
1358070052	Miangu miaku mimbuila ayi zitu midi Minu ndidiamusu kuidi ngeyo mu mayo maku moso.
1358080085	Ngeyo wuphambisa mu bakundi bama bakiluzolo ngeyo wukhitula kima ki khemi kuidi bawu. Ndidi wukangama ayi ndilendi baka bu tinina ko.
1358090077	Meso mama meka mbumbuluka mu diambu di ziphasi; ngeyo ndintela; a Yave, kadika lumbu kuidi ngeyo ndinonuna mioko miama.
13580a005f	Wulenda kuaku monisa matsiminanga maku kuidi mutu wufua e? Bafua balenda fuluka ayi kuzitisa e?
13580b004d	Balenda yolukila luzolo luaku mu tsi bafua ayi kikhuikizi kiaku mu mbivusu e?
13580c0081	Matsiminanga maku malenda zabakanga mu bibuangu bidi tombi voti mavanga maku masonga mu ntoto wowo batu bazimbakana mambu moso e?
13580d0067	Vayi minu kuidi ngeyo ndinyamikina mu tomba lusadusu, mu nsuka lusambulu luama lunkuiza va ntualꞌaku.
13580e004c	Bila mbi ngeyo Yave wundozidi e? Ayi bila mbi wulembo tsuekila zizi kiaku e?
13580f0079	Tona mu bumuana buama minu ndidi mu phasi ndidi wukangama mu lufua Ndimona ziphasi mu tsisi aku ayi ndieka wukambu diana.
1358100033	Miangu miaku mingolo mimbuididi tsisi aku yimbunga.
1358110053	Mu lumbu kimvimba yawu yinzungidila banga khuka nlangu yawu yitungu kumbina mvimba.
1358120052	Ngeyo mu bandiatanga yama ayi mu bakiluzolo bama tombi kiawu nkundi ama wukuikama.
135901009d	Nkunga Etani muisi Ezilakite. Ndiela yimbidila mamboti manneni ma Yave mu zithangu zioso. Mu munu ama ndiela zabikisila kikuikizi kiaku muidi zitsungi zioso.
1359020074	Ndiela samuna ti luzolo luaku luidi lutelama dio ngui mu zithangu zioso. Ti ngeyo wutula kikhuikizi kiaku mu diyilu.
1359030071	Ngeyo wutuba: “nditula Nguizani ama ayi mutu ama wowo ndivinda mafuta; Ndidia ndefi kuidi Davidi, kisadi kiama:
1359040071	Ndiela bieka nkunꞌaku mu zithangu zioso; ayi ndiela kitula kundu kiaku ki kipfumu kikinda mu zitsungi zioso.”
1359050056	Diyilu dinzitisa matsiminanga maku, a Yave kikhuikizi kiaku mu lukutukunu lu banlongo.
1359060058	Bila nani mu matuti wulenda dedokoso banga Yave? Widi banga Yave mu bivangu bi diyilu e?
1359070064	Mu lukutukunu lu banlongo, Nzambi wulembo kinzuku ngolo tsisi kadi yiviokidi batu bobo banzungididi.
1359080073	A Yave, Nzambi nkua ngolo yoso, nani widi banga ngeyo e? Widi nkua ngolo, a Yave, ayi kikhuikizi kiaku kizungididi.
1359090050	Ngeyo weti yadila mbu wufuemini, Mayo mandi mawu telama ngeyo weti lembika mawu.
13590a0063	Ngeyo wukosikisa Lahabi banga mutu wuvondo mu koko kuawu ku lulendo ngeyo wusasikisa bambeni ziaku.
13590b005c	Ngeyo vuidi diyilu ayi ntoto diaka ngeyo vuidi wawu. Ngeyo wuvanga nza ayi bibio bidi muawu.
13590c0062	Ngeyo wuvanga Nodi ayi Sude; Taboli ayi Helimoni bieti yimbila mu khini mu diambu di dizina diaku.
13590d005f	Koko kuaku kufulukidi mu lulendo; koko kuaku ngolo kuidi koko kuaku ku lubakala kuyayusu ngolo.
13590e0067	Busonga ayi bufuana biawu fundasio yi kundu kiaku ki kipfumu. Luzolo ayi kikhuikizi bindiata ku ntuala.
13590f006c	Lusakumunu kuidi batu bobo banlonguka kubudila zitsiaki; bobo bandiatilanga mu kiezila ki meso maku, a Yave.
1359100052	Beti mona khini mu dizina diaku mu lumbu kimvimba beti yangalala mu busonga buaku.
1359110055	Bila ngeyo nkembo awu ayi zingolo ziawu ayi mu nlemvo aku, ngeyo wuyayisa phokꞌeto.
135912004f	Bukiedika, nkaku eto wuviulu kuidi Yave ntinu eto kuidi mutu wunlongo wu Iseli.
13591300a5	Khumbu yimosi ngeyo wuyolukila mu tsongolo kuidi batu baku bakuikama ngeyo wutuba: “Ndivana zingolo kuidi mutu wu ngolo. Ndiyayisa muana ditoko va khatitsika batu.
1359140049	Ndibakula Davidi kisadi kiama, mu mafuta mama manlongo, minu ndimvindila.
1359150046	Koko kuama kuela kunsimba; bukiedika koko kuama kuela kumvana zingolo.
1359160082	Kadi mbeni yimosi yilendi kutula ku tsi minsua miandi ko. Mu diambu di futa phaku. Kadi mutu wumosi wumbimbi kalendi kunyamisa ko.
135917005a	Ndiela kosikisa va meso mandi batu bobo beti kunlenda ayi ndiela buisa bobo beti kunlenda.
1359180055	Luzolo luama lukuikama luela ba yandi mpe mu dizina diama phoka ziandi ziela tombolo.
1359190053	Ndiela tula koko kuandi va mbata mbu ayi koko kuandi ku lubakala va mbata minlangu.
13591a0058	Niandi wela kuthela: ‘Ngeyo widi dise diama, Nzambi ama ditadi dingolo Mvulusi ama.’
13591b005d	Ndiela kunsobula diaka muanꞌama wutheti wowo lutidi zangama mu mintinu mioso midi va ntoto.
13591c006a	Ndiela simbidila luzolo luama va niandi mu zithangu ziozo ayi Nguizani ama va niandi yilendi ba babeba ko.
13591d0075	Ndiela telimisa dio ngui nkunꞌandi mu zithangu zioso kundu kiandi ki kipfumu kiela zingila banga bilumbu bi diyilu.
13591e0051	Enati bana bandi balozidi Mina miama ayi enati bakadi landakana zinzengolo ziama;
13591f0043	enati babundudi zinzengolo ziama enati bakadi keba zithumunu ziama,
1359200041	ndiela tumbudila masumu mawu mu lusuadi, mambimbi mawu mu bikoti;
135921005a	vayi ndilendi ba botula ko luzolo luama mu niandi ayi ndilendi tunuka kikhuikizi kiama ko.
135922005d	Ndilendi ba bundula Nguizani ama ko voti ndilendi balula ko mambu momo bididi biama matotula.
1359230050	Mu khumbu yimosi, ndidia ndefi mu bunlongo buama ayi ndilendi ba vuna Davidi ko.
1359240079	Buna nkunꞌandi wela zingilanga mu zithangu zioso ayi kundu kiandi ki kipfumu kiela zingila va ntualꞌama banga thangu.
1359250059	Kiela ba kitelama dio ngui mu zithangu zioso banga ngondi, mbangi yikuikama mu matuti.”
1359260051	Vayi ngeyo wunloza, wunlenza; wuba wufuema beni kuidi mutu aku wudukudila mafuta.
1359270077	Ngeyo wuvonda Nguizani ayi kisadi kiaku; ayi ngeyo wubundula budu ki kipfumu kiandi nate wuloza kiawu va difundu-fundu.
135928005a	Ngeyo wumana tiolumuna bibaka biandi bioso ayi wutula bisuamunu biandi bingolo mu mbivusu.
1359290055	Babo baviokila vana, banziona bima; wuyika diambu di mvuezolo kuidi bafikimini yandi.
13592a005b	Ngeyo wuzangula koko ku lubakala ku bobo bakunlendanga, wumonisa bambeni bandi zioso khini.
13592b0048	Ngeyo wuvengumuna meno ma sabala kiandi ayi wusia kunsadisa ko mu mvita.
13592c0048	Ngeyo wumanisa kiezila kiandi ayi wuloza kundu kiandi ki kipfumu va tsi.
13592d0041	Ngeyo wukufisa bilumbu bi bumuana buandi; wumfuka yunga ki tsoni.
13592e005f	Nate thangu mbi a Yave wela suamina e? Nate thangu mbi miangu miaku miela lemina banga mbazu e?
13592f0065	Tebuka moyo boso luzingu luama luididi lukhufi. A buevi, buna mu phamba kuandi wuvangila batu boso e?
1359300064	Mutu mbi wowo lenda zinga ayi wela kambu mona lufua e? Voti kukivukisa mu lulendo lu tsi yi bafua e?
1359310073	A Yave, kuevi kuidi luzolo luaku lunene lukhulu, mu lolo wuzengila ndefi mu kikhuikizi kiaku mu diambu di Davidi e?
1359320074	Tebukila moyo a Pfumu, buevi kisadi kiaku bakisekinina; buevi ndilembo natina mu ntimꞌama bifingu bi makanda moso.
1359330069	Bifingu biobi bambeni ziaku basekinina, biobi basekinina kadika thama yi mutu aku wowo wudukudila mafuta.
1359340025	Nzitusu kuidi Yave mu zithangu zioso.
135a01005d	Lusambulu lu Moyize, mutu Nzambi. Yave, ngeyo wuba buangu kieto kivuanda mu tsungi ka tsungi.
135a020068	Tuamina miongo mibutuka voti tuamina wuvanga ntoto ayi nza; tona mu thangu ka thangu, ngeyo widi Nzambi.
135a030063	Ngeyo wumvutulanga batu mu fundu-fundu bu weti tuba: “Vutuka mu fundu-fundu, e e bana ba batu.”
135a040070	Bila va meso maku mili di mimvu midedikini banga lumbu kimosi kiviokidi zono; voti banga thangu yimosi va builu,
135a050049	ngeyo weti botula batu mu tulu tu lufua, badi banga biti bimona va nsuka.
135a06003c	Va nsuka bimenini bimona, va masika bilebukidi ayi biyumini.
135a07005a	Tulembo lalakana mu diambu di nganzi aku ayi tsisi tulembo moni mu diambu di miangu miaku.
135a080061	Ngeyo wutudidi mambimbi meto va ntualꞌaku, masumu meto masuama va ntuala kiezila ki zizi kiaku.
135a09005c	Bilumbu bieto bioso bilembo mani ku tsi nganzi aku; tulembo manisa mimvu mieto ayi luniongo.
135a0a00b8	Tezo ki bilumbu bieto kidi ki lusambudi lumimvu voti lunana enati ngolo zidi yeto. Sina kiawu kidi kaki kiphasi ayi kimianga. Bila luzingu lueti lulembo vioki nsualu ayi tulembo yendi.
135a0b0062	Nani zebi lulendo lu nganzi aku e? Muingi miangu miaku miba tola banga lukinzu lolo fueni tambula.
135a0c0049	Wutulongisa tanga bilumbu bieto mu bufuana muingi tubaka ntima wu duenga.
135a0d0056	Bika buela fuema, a Yave. Nate thangu mbi mela bela e? Bika wumona bisadi biaku kiadi.
135a0e007f	Mu nsuka, bika wutuyukutisa mu luzolo luaku lu ngolo; buna tuela yimbilanga mu khini ayi buna tuela yangalala mu bilumbu bioso.
135a0f0063	Wutuyangidikanga boso buididi bilumbu biobi wutumonisina phasi boso buididi mimvu miomi tuyamusunu.
135a10004d	Bika mavanga maku mamonoso kuidi bisadi biaku; kiezila kiaku kuidi bana bawu.
135a11008e	Bika nlemvo wu Yave, Nzambi eto wubanga va beto, bika mu diambu dieto, wukindisa kisalu ki mioko mieto. Nyinga, kindisa kisalu ki mioko mieto.
135b01006e	Mutu wowo wumvuandanga ku tsi suamunu ki Nzambi yizangama, wela vundila ku tsi kitsusula ki Nzambi ngolo yoso.
135b020074	Ndiela tuba mu diambu di Yave: Niandi suamunu kiama ayi suamunu kiami kingolo. Nzambi ama, mu niandi ndintula diana.
135b030055	Bukiedika niandi wela ku vukisa mu ntambu ntambi wu zinuni, ayi mu nsongo weti vonda.
135b04008f	Wela ku fukidila mu zitsala ziandi ayi ku tsi mavavi mandi, wela bakula suamunu. Kikhuikizi kiandi kiela ba nkaku aku ayi baka kiaku kizangama.
135b050041	Wulendi ko mona tsisi mu builu voti dionga dieti dumuka va muini;
135b060056	voti nsongo weti vonda, wumviokila mu tombi, voti vunga kieti bunga va muini ngembele.
135b070087	Mili yimosi yilenda bua va ndambu aku voti dikumi di mili va koko kuaku ku lubakala, vayi kadi diambu dimosi dilendi fikama ko va widi.
135b080046	Wela tala kaka mu meso maku ayi wela mona thumbudulu yi batu bambimbi.
135b090050	Enati kitudi Nzambi yizangama buangu kiaku weti vuanda bosi Yave, suamunu kiama.
135b0a0068	Buna kadi mbimbi yimosi yilendi kubuila ko ayi kadi vuku kimosi kilendi fikama va nzoꞌaku yi ngoto ko.
135b0b0057	Bila, mu diambu diaku, wela tumina zimbasi ziandi muingi zikeba mu zinzila ziaku zioso.
135b0c0059	Ziawu ziela kuvumuna mu mioko miawu mu diambu di kulu kuaku kuedi bumina thutu mu ditadi.
135b0d004d	Ngeyo wela diatidila khosi ayi kusa; wela kosikisa khosi yiyunduka ayi nioka,
135b0e005e	Yave kembi: “sumbu keta kunzola ndiela ku nkula, ayi ndiela ku nkeba bila zebi dizina diama.
135b0f0065	Wela kuthela ayi ndiela kumvana mvutu. Ndiela banga yandi mu ziphasi ndiela ku nkula ayi ku nkinzika.
135b10004a	Ndiela kunyukutisa mu luzingu lu mula ayi ndiela kummonisa phulusu ama.”
135c01007a	Nkunga wu lumbu ki saba. Didi diambu dimboti mu zitisa Yave ayi bula miziki mu diambu di dizina diaku, a Nzambi yizangama,
135c020040	mu yamikisa luzolo luaku mu nsuka ayi kikhuikizi kiaku va builu,
135c030050	mu miziki dikumi di minsinga, di siku beti tedila Lila ayi mu nningu wu ngitala.
135c040070	Bila ngeyo wumbonisa khini mu mavanga maku, a Yave. Ndiela yimbila mu khini mu diambu di mavanga ma mioko miaku.
135c05004a	A phila tola mavanga maku madi, a Yave, a phila thipula mabanza maku madi!
135c060037	Wukambulu diela kasi zaba ko vungisi kalendi sudika ko,
135c07008d	muingi ka diambu ko batu bambimbi banyunduka banga biti, ayi batu boso bamvanganga mambimbi bammonanga mamboti; bela bungu mu zithangu zioso.
135c080030	Vayi ngeyo Yave widi wuyayusu mu zithangu zioso.
135c090075	Bukiedika bambeni ziaku, a Yave, bukiedika bambeni ziaku ziela biva bisadi bioso bieti vanga mambimbi biela sasukusu.
135c0a005b	Vayi ngeyo wela yayisa phokꞌama banga phoka phakasa. Mafuta mamosi ma kitoko mandukudulu.
135c0b0081	Buna meso mama mamona mbedosolo yi batu bobo beti kundenda; makutu mama mawa biyoko bi batu bambimbi bantina, bobo beti kundenda.
135c0c004f	Batu basonga bela mona mamboti banga diba, bela yunduka banga sedeli wu Libani;
135c0d0040	bakunu mu nzo Yave, bela mona mamboti mu ziphangu zi Nzambi eto;
135c0e0062	bela buta mimbutu banza mu bununu buawu bu ngolo; badi kaka banlangu ayi meza ma nlangu madi yawu.
135c0f0055	Mu yamikisanga Yave widi wululama Niandi ditadi diama ayi mambimbi masi ko mu niandi.
135d01007c	Yave weti yala, vueti nzitusu, Yave vueti nzitusu ayi wukivuatisidi zingolo. Nza yidi yikindusu dio ngui; yilendi nikuka ko.
135d020051	Kundu kiaku ki Kipfumu kikibiekolo tona thama; ngeyo widi tona mu zithangu zioso.
135d030060	Mimbu mifuemini, a Yave; mimbu miwakisidi zimbembo ziawu, mimbu miwakikisidi mayo mawu mankumba.
135d04006a	Lulendo viokila dumu ki minlangu minneni lulendo viokila bobo beti basa mimbi Yave lulendo kadi mu diyilu.
135d050082	Zinzengolo ziaku zidi zitelama dio ngui. Bunlongo bueti monisanga kitoko mu nzo aku, a Yave, mu bilumbu bikambulu tsukulu, a Yave.
135e010051	A Yave, Nzambi wumvutulanga landi. A Nzambi, wumvutulanga landi; bika wukimonisa!
135e020059	Telama kuaku ngeyo zuzi di ntoto; bika wuvutudila batu badi luniemo momo bafueni tambula.
135e03005a	Nate thangu mbi batu bambimbi, a Yave? Nate thangu mbi batu bambimbi bela monanga khini e?
135e040060	Bawu balembo muangisa mambu ma luniemo. Batu boso bobo beti vanga mambimbi bafulukidi mu luyanu.
135e050045	Bawu balembo diatidila batu baku, a Yave, balembo yamisa kiuka kiaku.
135e06003c	Balembo vondi difuola ayi nkebi; balembo vondi bana ba sana.
135e070048	Balembo tubi: “Yave kakadi mona ayi Nzambi yi Yakobi kakadi matala.”
135e08006a	Lukeba beno bakambulu diela luidi va khatitsika batu! Bosi beno bivungisi thangu mbi luela bela nzayilu e?
135e09004e	Niandi wutula dikutu kalendi wa ko e? Niandi wukubika dieso kalendo mona ko e?
135e0a0076	Niandi weti vana makanda thumbudulu makanda kalendi vana thumbudulu ko e? Niandi ko weti longa mutu kambulu nzayilu e?
135e0b003b	Yave zebi mayindu ma mutu; zebi ti mawu madi kaka maphamba.
135e0c005e	Lusakumunu kuidi mutu wowo weti vana thumbudulu, a Yave, mutu wowo weti longila mu Mina miaku.
135e0d0069	Weti kumvana lusadusu mu bilumbu bi phasi nate dibulu dinneni diela mana kabu mu diambu di batu bambimbi.
135e0e0044	Bila Yave kalendi yekula batu bandi ko kalendi loza kiuka kiandi ko.
135e0f005f	Tsambusu yela buela ba diaka yisonga ayi baboso bobo badi mintima milulama bela landakana yawu.
135e100079	Nani wela kuthelumina va ntuala batu bambimbi e? Nani wela telama mu diambu diama mu nuanisa bobo bamvanganga mambimbi e?
135e110058	Enati Yave kasia kuphana lusadusu ko nganu mu thinu nsualu ndivuandila dio sui mu lufua.
135e120054	Mu thangu ndituba; “kulu kuama kueka sialumuka”; luzolo luaku, a Yave, lutsimba.
135e130050	Mu thangu mayindu maba mawombo mu minu; mbombolo aku yinata khini mu muelꞌama.
135e140081	Kundu ki luyalu ki batu bamvanganga mambimbi kilenda ba kithuadi ayi ngeyo ko e? Kioki kinatanga khuamusu mu zinzengolo ziandi e?
135e150052	Bankutakananga mu nuanisa batu basonga ayi zengila mutu kambu bila nkanu wu lufua.
135e160062	Vayi Yave wuyika suamunu kiama kingolo; ayi Nzambi ama niandi ditadi dingolo diodi ndieti suamina.
135e17007f	Wela kuba vutudila mu diambu di masumu mawu, ayi wela kuba bunga mu diambu di mambimbi mawu. Yave, Nzambi eto, wela kuba bunga.
135f010054	Yizanu, bika tuyimbidila Yave mu khini. Bika tuyamikina kuidi ditadi di phulusu eto.
135f020051	Bika tuizanu ku ntualꞌandi mu vana matondo tunyayisa mu miziki ayi mu minkunga.
135f030044	Bila Yave widi Nzambi yinneni, ntinu wunneni va yilu zinzambi zioso.
135f040054	Va koko kuandi muidi vadi phinda zi ntoto zitsongi zi miongo zivuiwulu kuidi niandi.
135f05004f	Mbu wandi bila niandi veka wuvanga wawu ayi mioko miandi mivanga ntoto wu yuma.
135f06004e	Yizanu bika tukikulula mu buongama, bika tufukamanu va ntuala Yave mvangi eto.
135f07008c	Bila niandi Nzambi eto ayi beto tuidi batu bandi keta dikila, nkangu mamemi mu ku tsi lukebolo luandi. Enati lumbu kiaku luwilu mbembo andi,
135f08006c	lubika kitula mintima mieno ngolo banga bu luvangila Meliba, banga bu luvangila mu lumbu ki Masa mu dikanga;
135f09004c	Kuna madise beno bathotila ayi batsokila; ka diambu ko bamona momo ndivanga.
135f0a0089	Mu makumaya ma mimvu, ndiba mu nganzi kuidi tsungi yina; ndituba: “badi batu badi mintima mizimbila ayi basia zaba zinzila ziama ko.”
135f0b0053	Diawu ndizengila ndefi ku tsi nganzi ama: “balendi kota ko mu luvundulu luama.”
1360010041	Luyimbidila Yave nkunga wumona. Luyimbidila Yave, ntoto wumbimba.
1360020051	Luyimbidila Yave, zitisanu dizina diandi; yamikisanu phulusu andi lumbu ka lumbu.
136003004e	Yolukilanu nkembo andi muidi makanda mambu mandi matsiminanga muidi batu boso.
136004004f	Bila Yave widi wunneni ayi lutidi mu zitusu; tsisi kadi va yilu zinzambi zioso.
1360050047	Bila zinzambi zi makanda zidi bitumba; vayi Yave niandi wuvanga diyilu.
136006005c	Kiezila ayi nzitusu bidi va ntualꞌandi zingolo ayi nkembo bidi mu buangu kiandi ki nlongo.
136007004b	Luvana kuidi Yave, e mabuta ma makanda; luvana kuidi Yave nkembo ayi ngolo.
136008005f	Luvana nkembo kuidi Yave wufueni mu dizina diandi. Lunata dikaba ayi lukota mu ziphangu ziandi.
1360090056	Lubuongimina Yave mu kiezila ki bunlongo buandi. Tita va ntualꞌandi, ntoto wumvimba.
13600a007e	Tuba muidi makanda: “Yave weti yala.” Nza yidi yikinda dio ngui; yilendi nikuka ko bila Yave wela sambisa batu mu bufuana.
13600b005d	Bika diyilu dimona khini, bika ntoto wuyangalala. Bika mbu wutula biyoko ayi bibio bidi muna.
13600c0066	Bika zitsola zimona khini ayi bibio bidi muna; buna minti mioso mi nsitu miyimbila mu diambu di khini.
