2800000004	Mata
290420009e	Bakǝva kwaha, akwama riyavariiga, ghubarǝg juujig kǝ kyalǝma uufahi ma ɗyaghaara guha, dǝvahaan ɓa ba maandala, baz ɗiikah ar tsug ma shǝɗkwaana.”
2904210070	Tagatǝr dǝ garav nǝ Yesu kǝ ǝlbǝga Daadamazhigǝla ba ɗyak, kalkal dǝ ghaala nǝghǝgaakanǝghǝgaatǝra
290422008b	Maay nǝ dǝgiti tagatǝra nǝ iin kwal garav biya. Sarti ar ǝmtaɗ dǝ mbǝrzahaan ba davaatǝra, tagtǝr ba tǝ ɓalaɓal kǝ dǝgitaha.
2904230086	Ba daghuvalaa nǝ iina, hǝrzǝt ba faci kǝ ɓǝla daaya, am Yesu taa kǝ mbǝzahaana, “Jiyam da tǝ kwah kǝ ghyabba yuwa haiya”
29042400b3	Kaa ɗugarsɗuug kǝ iitǝr kǝ dzahava uudaha, kaa dagal kǝ iitǝr ma pɛrrayiwiin band ndzǝganaani ndza ma vakai nǝ iina. Mǝng dlaɓ kyalma pɛrra yuwah ǝmtaɗ dǝ iitǝra.
29042500bf	Kaa cigǝtciig kǝ kalangasa, fǝgharaafǝg baz yu ciya damma zhigǝla, dlaɓa kaa tsǝgaan kǝ iin kǝ pɛrra yuwa, kaa ghubǝɗa saas kǝ yu samma vakaiya hǝrz pɛrra yuwǝn kǝ righǝgga.
29042600c5	Ndza hǝnna haar nǝ Yesu ma hala pɛra yuwa, ɓǝla kǝ ghǝraan tǝ dǝga ɓǝla ghǝra. Ar ciyant mbǝrzahaana, am nǝ iitǝra, “Dadda tsaga dǝgita, wa kiyam ruuga, kats maay lambagh biya?”
29042700ab	Kaa ciig kǝ Yesu cagara kǝ gyi kǝ fǝɗa, amaa taa kǝ yuwa haiyina, “Ɗew amǝnga! Ndzandzǝgga!” Kaa ghacigaghacig kǝ fǝɗa, baɗǝm vaka ndzaandzǝg ba ɗewwa.
290428006b	Amaa taa kǝ mbǝzahaana, “Aujilbǝg kǝskuram gǝdzǝg ndǝkwani? Gwastǝn am maay dǝ fadghǝr biya?”
290429009c	Kaa gǝdzǝgǝtdzǝg kǝ iitǝr ba vaivaiya, am nǝ iitǝr taa kǝ ghǝrahaatǝra, “War wan kǝ uudi? Baz fǝɗa ar dǝ yu ndakwani ar cinngarnucinngi?”
290501004b	Dzǝvaradzǝvǝg Yesu ard mbǝzahaan kǝ yuwa haiya kwa ma larda Garisinaha
2905020077	Bad tsugwa Yesu wah sagal ma pɛrra yuwa, kaa sagau nǝ uuda nǝ iin kwad dǝ shǝɗkwa shatanah ma gǝtlah da vakaana.
290503005b	Kwanǝn kǝ uuda hǝnna bamma gǝtlaha. Maay wa ngwaɗnangwaɗǝg aanji da tsavitsavi biya.
290504008c	Aɗaba wura ndza ɗiyav nǝ atsaviyatsavi tǝ dǝvahaan ard shǝgahaan ba ngadlǝgaana. Maaydla wa dǝ ndzǝɗɗa gwiya ngwaɗɗǝgaan biya.
290505006e	Ba kǝlla hǝng baz faci baz avǝɗ gwayav ma gǝtlaha, baz ma aghwa tsaha huulǝgga harra vǝghaan dǝ akura.
2905060072	Kǝsgharu ba nǝ iin kǝ gyi kǝ Yesu saas vaka bitkya, kaa ǝmndǝra dagau kǝ iin kǝlla kǝ ghwunj tǝvukwaana.
29050700c2	Kaa huulǝg kǝ iin bad halavuwa ndzǝɗaana amaa, “Au lambagh dǝ kai, Yesu Zǝra Daadamazhigǝl kwa jujig dǝ ndangǝri? Ən ghala kǝgh ma ɗaaga Daadamazhigǝl, vǝlwabi kǝ dlaɗ biya.”
2905080069	Taggaa mbakyarvad tagghartag Yesu taakiya, “Ɗuwarsɗuug kǝ uudanǝn, kǝgh shǝɗǝkwa shatanahna!”
2905090081	Kaa ndavgarundavǝg Yesu taakiya, “War ɗaagaghi?” Kaa ngwangug kǝ iina amaa, “Ɗaagara baɗyaka, aɗaba kǝm baɗyaka.”
29050a004f	Kaa ba ghala Yesu kǝ iin baɗyakɗyak haik kǝ lagwtǝrlagw dagal ma lardiina.
29050b0058	Hǝrz dǝ kwahiin kǝ vakavaka mǝng maandala giɗɗya ghavzah piig tǝ kungula aghwiina
29050c0073	Kaa ghala Yesu kǝ shǝɗkwa shatanahǝn taakiya, “Ɗukǝmndǝsɗuug magha ɓǝlkǝmndǝs daadama ghavzahaana.”
29050d00c1	Haiyatǝranthaig nǝ Yesu. Kaa ba sagal kǝ shǝɗukwa shatanahǝn ar dǝm ma ghavzahaan. Mǝng damma alfu bu nǝ ghavzah ma gyiɗɗǝna, kaa ǝmdǝra daay kǝ iitǝr damma yuwa haiy ar ruwana.
29050e00cd	Nǝgharaba lii piya ghavzahaan kǝ dǝgiti dzǝghardzǝgǝna, kaa ǝmdǝra daas kǝ iitǝr da kutǝgaan ma kǝssahaatǝra ard gǝdzǝr kǝssaha. Kaa ba sagau kǝ uudah sa vazza dǝginǝn dzǝghardzǝgǝna.
29050f00e5	Saragha ba nǝ iitǝr da vak Yesu, kaa nǝghganǝghǝg kǝ iitǝr kǝ uudanǝn kwa ndza cǝɓǝg shǝɗkwa shatanahǝn, cǝhurgan tsagwatsagwan ma sǝɗav sǝghaasǝg samma hǝnkalaan balapiya, kaa gǝdzǝgǝtgǝdzǝg kǝ iitǝra
2905100094	Uudahi dzǝghaar vakatǝr wanǝnna, kaa ba kutǝgaan kǝ iitǝr kǝ dǝgiti dzǝghaar dǝ daddakwa cǝɓǝg shǝɗkwa shatanaha ar dǝ ghavzaahaana.
2905110046	Kaa fǝgarzhafǝg kǝ uudah kǝ ghala Yesu maa ɗuwars kǝ haayatǝra.
290512008d	Tǝ ghǝrdǝga daas Yesu damma pɛrayuwa, kaa ghalgaan kǝ daddakwa ndza tsǝg shǝɗkwa shatanahǝn maa hayarant maa dagal ǝmtaɗ dǝ iina.
29051300b3	Haigharant bi Yesu biya. Amaa taa kǝ iina, “Dǝg daa da hǝnyah vak zaraabahagha, agha tagtǝr kǝ ɗyakǝra dǝgitahi ɓagaka Yaazhigǝla, baz ɗuuli zhuwakadaala nǝ iina.”
29051400ba	Kaa daas kǝ uudanǝn, farzha kǝ kutǝgaan kǝ dǝginǝn dzǝghardzǝg ma larda Kǝsah Kǝlaw tǝghǝr kǝ dǝgitahaan ɗyakɗyakahaan ɓaghara Yesu. Baɗǝm nǝ uudah kaa ɓa jappǝra.
290515009f	Gwiya dzǝva ba Yesu da tǝ kwah kǝ ghyaba yuwa hai ma pɛrayiwa, kaa dzahav kǝ uudah baɗyak da vakaana. Bamma sartǝn ndza ba tǝghaiya yuwa haiy nǝ iina.
290516009e	Kaa dagau kǝ pal ma maalah tǝghǝr kǝ guda dzugwazhigǝla kwa ɗahav dǝ Yayirus. Nǝggha ba nǝ iin kǝ Yesu, kaa mbǝɗǝgambǝɗǝg kǝ iin tǝvuukwana.
2905170099	Kaa ghalgaan kǝ iin ba vaivai, taakiya, “Zǝr dǝghwar tǝgherdǝga ǝmtsǝga. Ən ghala kǝgh magha dagau agha tapnan maa mban ndzan dǝ shifǝga.”
2905180058	Kaa ba dagau kǝ Yesu ǝmtaɗ dǝ iina. Kaa gatgarsgatǝg kǝ uudah baɗyak ar jagwaana.
2905190046	Ndza mǝng nǝ uus vaakwahiin viigaan kǝlaw tar buwa ba kǝla vǝzza.
29051a009c	Hǝɓuhǝbǝg kǝ dlaɗ ba vaivai mazha dǝva lii ɓa kǝrgun ba ɗyaka baz kwaɓaan tsatsǝg baɗǝmma. Dlakulva ɓa ngulma, gwiya mbǝrǝg bad mbǝrǝgga.
29051b0082	Ndza cinnghacinng kǝ ǝlbǝg tǝghǝr kǝ Yesu, mbakyarvad kwaha, kaa daas kǝ iin damma uudah kyilgaana, tapnan kǝ sǝɗavaana,
29051c005c	dzamgaan ma irǝviɗmahuɗaan taakiya, “Aanji ba sǝɗavaan wan tapna naiya ǝn mbǝga.”
29051d0074	Ba tǝvakaitǝvakai, kaa ghacigaghacig kǝ avǝziin kǝlgiina, dlaɓa cinnghacinng ma vǝghaan taakiya mbavnambǝga.
29051e00a2	Ma kwahiin kǝ sarta kaa nǝghǝgaakaa-nǝghǝg kǝ Yesu taakiya mǝng ndzǝɗ aa dǝgal ma vǝghaan, kaa gwivǝtgwiig kǝ iin, amaa, “Warwa tapa sǝɗavari?”
29051f0083	Am mbǝrzahaan taa kǝ iina, “Awɗa! Agha nǝghǝganǝghǝg kǝ kirfkirf uudah ndǝkwantsǝm, ‘Warwa tapaktapǝg amǝnga?’”
2905200034	Kaa ɓalla gyi kǝ Yesu vazza daddakwa ɓa kwanǝna.
29052100c6	Nǝghaakanǝghǝg nǝ uusǝn kǝ dǝgiti ɓagavaran tsauwa, kaa saas kǝ iin da tǝvuukwa Yesu ma dladlawur dlaɓa vǝghaan tǝgga, mbǝɗa kǝ iin tǝvuukwanna, tagar kǝ iin kǝ jiiraan baɗǝmma.
2905220073	Aiyama taa kǝ iina, “Dǝghwara, fadghǝragha mbakambǝga. Dǝg ma gabǝrǝrra, mbǝghambǝg tuuk kǝ kuzagha.”
29052300ae	Ba ndzǝgaan Yesu ba taaghai, kaa am nǝ uudahi saral ma vǝgya Yayirus, am nǝ iitǝra, “Abi, ǝmtsaaǝmtsǝg nǝ dǝghwiina, gwiya gargyabi kǝ dadda tsagadǝgit biya.”
2905240091	Fabi nǝ Yesu kǝ taaɗ tǝ dǝgiti taggar nǝiitǝr biya, amaa kǝ maal tǝghǝr kǝ guda dzǝgwazhigǝlna, “Gǝdz biya, fǝdghǝrǝtfǝga.”
2905250062	Tsatǝrvatsǝg kǝ gatǝgaan kǝ kyalma uudaha ba Bitrusa, Yakuba ar dǝ Yuhwan zǝrababba Yakuba.
2905260083	Daragha ba nǝ iitǝr da ma vǝgya Yayirus, kaa nǝghǝganǝghǝg nǝ Yesu kǝ uudah uushit uushig ghǝratǝr ar tuuga ar huulǝga.
29052700a1	Dagha ba nǝ iin damma hǝnnyahiina, amaa taa kǝ iitǝra, “Aujilbǝg kǝ sǝkuram am tuug am huulǝg ndǝkwana? Abi, hǝnna haar dǝghwiina au mtsamtsǝga?”
29052800e1	Kaa ɓagar ghwuɓasga neneg kǝ iitǝra. Tǝhalakwaha laguda kǝ iin kǝ uudah da gimala, ɗahant kǝ iin kǝ dadda dǝghwiina, ar dǝ babbaana ar dǝ mbǝrzahaani mtaɗ dǝ iina, ngal daas kǝ iin da vakavaki dǝ dǝghwiina.
290529006d	Viyit kǝ iin kǝ dǝva dǝghwna, amaa taa kǝiina, “Talita kumi,” Iin taakiya “Zǝr dǝghwa, ciiga.”
29052a0082	Ba tǝ watsǝra kaa ciig kǝ dǝghwǝn kaa dagala. Viiga dǝghwna kǝlawa tar buwa. Kwan fatǝraafǝg kǝ ɓa jappǝr ba vaivaiya.
29052b0097	Kaa ɓǝltǝrɓǝlǝg Yesu kǝ maggi taakiya aa cinngabi nǝ uudah kǝ dǝginǝn aa dzǝgardzǝgǝn biya, tagtǝr dlaɓ taakiya aa vǝlaralvǝlg kaffa.
2906010075	Ɗughars ba Yesu kǝ vakava kǝ iin kaa gwiya daas kǝ iin damma kǝsaana, kaa daas kǝ iin ǝmtaɗ dǝ mbǝrzahaana.
290602011f	Ɓagaa ba sarta ngiiga Yahudaha, kaa farzha kǝ iin kǝ tsagar dǝgit kǝ uudah ma guda dzǝgwazhigǝla. Baɗyak lii cinngaracinnga, ar ɓa jappǝra taakiya, “Tlakǝna mǝr nǝ uudanǝn kwanahaani? Hulfa kwar kǝ sǝrgasǝrgǝr wa vǝlavarvǝlǝg baz dǝga jappǝr ndakwi ɓaagaani?”
29060300b3	“Abi kafintǝn wanǝn? Zǝra Maryam, zǝrabaz Yakub, ard Isuvuu, Yahuda ar dǝ Siman biya? Abi yigahaan ngwasah wan ǝmtaɗ dǝ kǝmyamǝn?” Kaa za vǝgha dǝ iin kǝ iitǝra.
290604008a	Aiyam Yesu taa kǝ iitǝra, “Aanji ba war fǝgaarafǝg kǝ tlayang, maay ba nǝ uudaha kǝsaan ard zaraabahaan ard lii vǝgyaan biya.”
2906050066	Ɓagaabi Yesu kǝ dǝga jappǝr vaakwahiin biya, mbǝghana ba uudah hǝɗikǝn tǝdvad fǝtǝra dǝva.
2906060084	Kaa ɓa jappǝr kǝ iin tǝdvad maayrǝrra fadghǝghǝratǝra. Kaa gwaivagwaig kǝ Yesu ma kyalma gǝdzǝr kǝssah tsagtǝr dǝgita.
2906070090	Kaa ba ɗahtǝrǝtɗahǝg kǝ iin kǝ kǝlawa tar buna, ɓǝltǝrǝt kǝiin bu-buwa, vǝltǝr dlaɓ kǝ ndzǝɗ tǝghǝr kǝ shiɗkwa shatanaha.
29060800ae	Ɓǝltǝra kǝ maggi taakiya, “Kǝsam bi kǝ dǝgit kwakyarvad dagalaru biya, aanji dǝgzǝga, ma jilada, bi kwaɓ ma mbǝlaharu biya, ba zad kalti wam kǝssǝg nǝ uurama.
290609005e	Famfǝg ba kǝ kimbaka, kǝsambi kǝ kwatlǝrn kǝ sǝɗav biya aandzǝg ba wa tǝ vǝgharuwa.
29060a006b	Baɗǝm hǝnyahi am dǝgaa nǝ uurama, am ndza vaakwah tangw damma sarti am da ɗuug nǝuuram kǝ kǝssiina
29060b007f	Baɗǝm vakavaki dlǝghakura bi nǝ uud biya, mam da ciiga am pangda kǝ alagwat tǝ shigahaaru kiyava nǝg kǝ shidaharuwa.”
29060c006b	Kaa ciya dagal kǝ iitǝr, ar tagtǝr ǝlbǝga Daadamazhigǝla kǝ uudah taakiya aa pǝlarpǝlg kǝ ghǝra.
29060d0070	Lagwardalagw kǝ shiɗkwa shatanah baɗyaka, ar mastǝra kǝ wal kǝ lii yangbi baɗyaka, dlaɓa ar mbahtǝrana.
29060e0114	Kaa cinngacinng kǝ tlǝkkǝs Hirudus kǝ ǝlbǝg tǝghǝr kǝ Yesu, aɗaba cinngalcinng nǝ ɗaagaan aanji takwara. Baz tagaan kǝ kyalǝma uudah taakiya, “Yuhwan dadda tsufǝg wa ciyavant ma gǝtlaha, iin wa nǝ iin dǝ ndzǝɗa ɓaa dǝgaha jappǝr nǝ iin ǝnd kwana.”
29060f0076	Aiyam kyalma uudaha, “Tlayang Iliya.” Am kyalma, “maaya, kwatlǝrn kǝ tlayang shah, ma tlayangahi ndza wura.”
290610007c	Cinngha ba nǝ Hirudus kǝ ǝlbǝgna, aiyama, “Abi, Yuhwan, kwa ghudananai kǝ ghǝr tǝ vakai wa ciyavant ma gǝtlaha!”
29061100ca	Aɗaba wura ndza Hirudus ba dǝ ghǝraan wa taga taakiya aa viivǝtviig Yuhwan nguɗvǝnan ma guda bǝrfina. Ɓagaaɓag Hirudus ndǝkwan mbakyarvad Hirudiya, uusa zǝraabaan Filigus, kwa kǝsuu Hirudus.
2906120063	Aɗaba ndza taghartag Yuhwan kǝ Hirudus taakiya, “Kalkalaan bi kǝssa uusa zǝrabaabagh biya.”
2906130087	Mbats, Hirudiya hǝkyaghanahǝkyag kǝ Yuhwan ma ǝrviɗmahuudaana, nahanahǝg maa tsǝvaan, bakǝva kwaha tlakǝna bi kǝ ɗuuli biya,
2906140137	aɗaba Hirudus gǝdzgaan kǝ Yuhwaana. Sǝrgasǝrg nǝ iin taakiya uuda jiirjiir nǝ iina, dlaɓa ba cuwaɗaɗɗa, iin wa fǝghara kǝ Hirudus kǝ hǝkya Yuhwan ba marawwa. Ba cukw sarti taag Yuhwan kǝ ghaiya dǝ vakaiya, mbǝkǝnmbǝg ma ǝrviɗmahuɗaana, bakǝva vakwaha cinngaan kǝ ǝmtakǝra ǝlbǝgaana.
29061500d5	Tǝhalakwaha kaa tlǝkkǝnatlǝg kǝ uusiin kǝ ɗuula, daavala ɓa kwaanda Hirudus, kwa dzahghant nǝ iin kǝ ajanaha ar dǝ tlǝksaha ghwavahaana, ar dǝ uudahi maamaalah ma Galili kwakyarvad hwaɗaga kwandaana.
29061600cd	Dal ba nǝ dǝghwa Hirudiya da shakalǝg tǝvuukwa Hirudus ar dǝ ghulabahaana, cinngaracinng kǝ mtakǝr ba vaivaiya. Aiyama, “Au wagha naagnǝngi? Baɗǝm dǝgiti aa ghalga nǝng ǝn vǝlakvǝlǝga”.
2906170089	Baz zangwaɗǝga, am tlǝkǝssa taa kǝ dǝghwna, “Baɗǝm dǝgiti aa ghalga nǝng ǝn vǝlakvǝlǝga, aanji kyalma tlǝkǝssǝrara.”
290618007a	Kaa dagal kǝ dǝghwǝn tagar kǝ babbaan, “Awanda ghalg naayi?” Aiyam babbaana, “Ghǝra Yuhwan dadda tsuufǝgga.”
29061900a6	Ba tǝ watsǝr kaa ǝmndǝra da vak tlǝkǝs kǝ iin amaa, “Ən naagan banda kwan ndakwan aa vǝlwavǝlǝg nǝ uud kǝ ghǝra Yuhwan dadda tsuufǝg tǝ pǝlaiya.”
29061a0091	Cinngha ba nǝ iin kwana, kaa njikǝnjiig ba vaivaiya, amaa mbakyarvad ngwaɗǝgi zuu nǝ iina, ar dǝ ghwulabahaana, naabi kǝ pigardapiig biya.
29061b0094	Kaa bǝlgantɓǝlǝg kǝ iin kǝ kapupuwaan taakiya aa sǝvardaasǝg ghǝra Yuhwan. Kaa dagau kǝ iin damma guda bǝrfin ghwudda kǝ ghǝra Yuhwana.
29061c0058	Sǝdaa kǝiin tǝ pǝlaiya, vǝlar kǝ dǝghwiina, dǝghwǝn dlaɓa vǝlar kǝ babbaana.
29061d0059	Cinngaraba mbǝrzaha Yuhwana, kaa dagau kǝ iitǝr ar kǝsant kǝ tluwaana, ar hǝɗnana.
29061e00a5	Gwiyaragwiig dlakulva gyiya Yesu kwa ɓǝlatǝrǝt nǝ iinǝn saasa vakaana, ar tagar kǝ dǝgitahi ɓagara nǝ iitǝr baɗǝmma, ar dǝ dǝgiti tsagaar nǝ iitǝra.
29061f00df	Aɗaba uudah baɗyaka ba kwan daasa kwan sagala, bandva kaffa tlarkǝnai zǝrɓǝlgahaan kǝ ɗuula zǝgaan biya, aiyama taa kǝ iitǝra, “Jiyam dagal da vakavaki maay aanji ndǝwar biya, am ɗiida kuɗǝg hǝɗikǝna.”
2906200069	Kaa dǝgǝdmǝg kǝ iitǝr damma pɛrrayiwa ar dal da vakavaki maay aanji ndǝwarbi ba iitǝr davaatǝra.
29062100cf	Nǝghara ba nǝ uudah baɗyak kǝ ciya dagalatǝra, dlaɓa nǝghartǝraakanǝghǝga. Kaa ǝmndǝra dagal kǝ iitǝr ba dǝ shǝg sagal ma kǝsah baɗǝmma, kaa tsugwatsug kǝ iitǝr lakuti sagau kǝ iitǝra.
29062200ba	Tsugwa ba nǝ Yesu kaa nǝghǝganǝghǝg kǝ uudah faɗǝgaan ba baɗyaka, zhutǝrdaala kǝ iina, Aɗaba ar band tuughah kwal dadda piiga. Kaa tsagtǝrtsag kǝ iin kǝ dǝgitah baɗyaka.
2906230097	Hǝrz faci ɓǝladaya kaa sagau kǝ mbǝrzahaan da vakaana, am nǝ iitǝr taa kǝ iina, “Vaakwana maay ndǝwar biya. Faci dlaɓa hǝrz ɓǝladayaana.
290624008c	Ɓǝlarsɓǝlǝg kǝ uudah maraa dal damma gǝdzǝrkǝssaha ar dǝ kǝssahaan mbɛvmbɛvǝn, maraa sagwa kǝ dǝgitahi da zǝ nǝ iitǝr.”
29062500da	Ngwatǝrangwug Yesu amaa, “Vǝlamtǝrvǝlǝg nǝ uuram kǝ dǝg zǝgga.” Aiyam nǝ iitǝr taa kǝ iina, “Kǝm sugudasug kǝ dǝgzǝg kalkal dǝ kwaɓi ɗivar kǝ baryam dǝga kyil tǝhs, kǝm vǝltǝr ar zuwa?”
290626009b	Amaa taa kǝ iitǝra, “Bruudi ngwen wa vakaruwi? Dam da vazǝgaana.” Vazarna ba nǝ iitǝra, aiyam nǝ iitǝra, “Bruudi dlǝɓa, ar dǝ kilf buwa.”
290627006e	Kaa tagtǝrtag Yesu kǝ mbǝrzahaan aa tagartǝrtag kǝ uudah ar cahwara dakwal dakwala tǝ kazhakw dǝ gyiya.
290628006c	Kaa cahwargacahwarǝg kǝ iitǝr dakwal dakwala, kyalǝm dǝrmǝk-dǝrmǝka, kyalǝm kul dlǝɓ kul dlǝɓa.
2906290136	Kǝsghant ba nǝ iin kǝ ɗummba bruudi dlǝɓa, ar dǝ kilf buwna, dzǝgaan kǝ iin kǝ ghǝraan damma zhigǝl, tagar kǝ uus kǝ Daadamazhigǝla, lahnana kǝ iin kǝ ɗummbahaana vǝltǝr kǝ mbǝzahaana, ar vǝlar kǝ uudaha. Tagwtǝrnan dlaɓ kǝ kilf buuna kǝ mbǝrzahaan ar valtǝr kǝ uudah ba ɗǝmma.
29062a0022	Baɗǝmma zaruuzǝg tlatǝrtlǝga,
29062b0060	ar dzahant kǝ lahgaha bruudi ar dǝ kilfiina, tlavkǝna nǝ alghw kǝlawa tar buwa righarighan.
29062c0042	Ɗyakǝra uudahi zaru kwanǝn kǝ dǝgzǝga ghwalvah alfu dlǝɓa.
29062d009b	Ba tǝ watsǝra kaa fǝtǝraafǝg nǝ Yesu kǝ mbǝrzahaan damma perrayiwa maraa tsugwa ma Betsaida lakwti dagau kǝ iina, iin dlaɓa ɗiitǝrs kǝ uudaha.
29062e0061	Tǝhalakwa ɗiyatǝrǝs nǝ iin kǝ uudaha, kaa dagat kǝ iin dat kungula aghw da dzugwazhigǝla.
29062f006f	Ɓǝlaa ba hwaasa, pɛrrayuna ndza ma taataka yuwahaiya. Ndza ba dlaɓ nǝ Yesu tǝ ghaiya gardz ba daghwvaana.
29063000cb	Nǝgha ba nǝ iin kǝ dlaɗa ɗuulǝgaanaatǝr kwakyarvad ɓagavanaatǝr dǝ fǝɗa, band garava karfi hǝkǝrɗa avǝɗa. Kaa dagal kǝ iin tǝghǝra yu da vakaatǝra. Zǝkk amaa bandgi da ghuda dagala.
2906310076	Nǝghara ba nǝ iitǝr dagal tǝ ghǝra yuwa, am nǝ iitǝr ndakwani daddkwa sǝgal tǝ afka, kaa huulǝg kǝ iitǝra,
2906320086	aɗaba baɗǝm nǝgharanǝghǝga, kaa gǝdzǝg kǝ iitǝra. Kaa tagtǝrtag kǝ iin taakiya, “Ndavam biya! Ba kaiya, gǝdzam biya!”
290633007b	Kaa daas kǝ iin damma pɛrrayu ǝmtaɗ dǝ iitǝr, kaa ghacgaghacig kǝ fǝɗiina. Kaa ɓa jappǝr kǝ iitǝr ba vaivaiya,
290634007b	aɗaba ar sǝrgai kǝ dǝgiti tuuk vakai nǝ gǝlla uudah alfu dlǝɓǝn biya, kwakyarvad irrǝviɗmahuɗaatǝra dǝkdǝka.
2906350072	Dzǝvara ba nǝ iitǝr kǝ yuwa haiya, ar tsugwa ma Janisarat, ar nguɗǝna kǝ pɛrrayuwiin tǝ ghaiya yuwahaiya.
290636005e	Ba sagalaatǝr wah ma pɛrrayuwa, caaricaari kaa sǝrgaakasǝrǝg kǝ uudah taaki, mbats Yesu.
29063700b2	Kaa ɓala ǝmdǝrg kǝ iitǝr aanji takwar ma haiyin, kaa ba langarlang kǝ iitǝr kǝ lii yang bi tǝ dǝga hǝnganaatǝr da vakavaaki ar cinnga nǝ iitǝr taakiya vaakwah Yesu.
29063800ff	Baɗǝm vakavaki dǝgal nǝ iina, bi kǝs ɗyaka, ma zǝr kǝssa, bi ɓalaɓalaha, ar hǝngna kǝ lii ya yangbi tǝ ghaiya kasukwa, ar ghalǝg mbakyarvad lii yangbi maraa tappǝnan aanji ba ghaiya sǝɗavaana. Baɗǝm lii taparnatapǝgga mbaharambahǝgga.
2907010060	Farisiyaha ar dǝ kyalma lii tsaga adzahadzaha Musa lii saral ma Wurshalima faɗarvǝt vak Yesu.
2907020088	Kaa nǝghǝganǝghǝg kǝ iitǝr kǝ kyalǝma mbǝrzahaan ar zaa kaf kwal barga dǝva, tǝdvad adzahadzahaatǝra ar maay dǝ caccu biya.
290703008f	Aɗaba Farisiyaha ard Yahudaha baɗǝm ar maay za kaf ǝndkwah biya, bamma bararabarǝg kǝ dǝvahaatǝra, tǝdvad adzahadzaha daadijahaatǝra.
29070400ea	Ma saraghasǝg saa ma kasukwa, ar maay za kaf ndan biya bamma bararabarga. Mǝng dlaɓ watlǝrǝn kǝ adzahadzaha daadijah baɗyak kwa gwiyaru nǝ iitǝra, dlaɓa ar tsuufǝgaana, band bara kuwa hǝɓɓa yuwa, shakaha, ar dǝ tǝfuwa.
29070500b3	Kaa ndavgarundavǝg kǝ Farisiyaha ar dǝ lii tsaga adzahadzaha Musa kǝ Yesu, “Aujilbǝg kǝ mbǝrzahagh ar maay gata adzahadzaha daadijah ar za kaf dǝ dǝv bakwal caccuwi?”
29070600f3	Ngwatǝrangug taakiya, “Mbats ba kalkal nǝ tlayanngǝra tagga nǝ Ishay tǝghǝr kǝskuram taakiya am muniya! Bandkwa vindava taakiya, “Am Daadamazhigǝla, ‘Ar fǝkwaara bad ghai nǝ uudah kǝskaiya, irrǝviɗmahuɗatǝr biky dǝ kaiya.
290707006f	Ar ɓagwa ba gyagyaan kǝ kwatnahǝra. Ar tsagtǝr adzahadzaha uudaha, dlakulva ǝlbǝga Daadamazhigǝla.’”
2907080083	“Ɗuwamarsɗuug nǝ uuram kǝ adzahadzaha Daadamazhigǝl kwa tagaa nǝ iin taaki aa gatavgatǝga am gata dǝga daadiij uudaha.”
2907090075	Amaa taa kǝ iitǝra, “Am sǝrgasǝrg kǝ ɗuwa adzahadzaha Daadamazhigǝla mbakyarvad am gata dǝga daadijaharuwa!
29070a008d	Aɗaba tagaatag Musa taakiya, ‘Faarafǝg kǝ daadagha ar dǝ baabagha,’ dlaɓa, ‘Dadda kwa ɗaava daddana bi babbaana barari tsavva.’
29070b00bc	Am ɗuugarsɗuug nǝ uuram kǝ uudi maay tsa puuta daddaana ar dǝ babbaan biya, farwut taakiya baɗǝm nǝ dǝgit mamma ndza da tlǝkkǝna nǝ uuram vakara fanarafǝg kǝ Daadamazhigǝla.
29070c0042	Tsamarva ndǝkwah nǝ uuram kǝ mǝlgaru kǝ daddana ard babbaana.
29070d00b5	Tǝdvad kwan wam neneg nǝ uuram kǝ ǝlbǝga Daadamazhigǝl mbakyarvad dǝga daadijahi am tsagtǝr nǝ uuram kǝ uudaha. Am ɓag band kwah dlaɓ nǝ uuram kǝ dǝgitah baɗyaka.”
29070e0089	Kaa gwiya ɗahtǝrǝtɗahǝg nǝ Yesu kǝ dlamakǝlaaa, amaa taa kǝ iitǝra, “Cinngamwacinng baɗǝmma, am nǝghaaka dlaɓ ba marauwa.
29070f00c0	Dǝgiti dǝgaa damma vǝgh kǝ uud bi wa fǝgara ndzǝga kwal caccu tǝvuukwa Daadamazhigǝl biya, dǝgiti sagal ma vǝgh kǝ uud wa fǝgaraa ndzǝga kwal caccu tǝvuukwa Daadamazhigǝla.” [
290710002d	Daddakwad hyimiya cinngaana aa cinngacinnga.]
290711008d	Tǝhala tagwavaan dǝ uudaha, kaa daas kǝ iin da hǝnyaha, kaa ndavgarundavǝg kǝ mbǝrzahaan kǝ dǝgiti tuuk vakai nǝ wanǝn kǝ garava.
29071200b8	Ngwatǝrangugga amaa, “Mbats kuram ndakwi nǝghamaaka biya? Nǝghamaaka bi taakiya Dǝgiti dǝgaa damma vǝgh kǝ uud bi wa fǝgaraa ndzǝga kwal caccu tǝvuukwa Daadamazhigǝl biya,
29071300b1	aɗaba aa dǝhi damma rǝviɗyan biya, aa dǝhi ba damma huɗaana, tǝhalakwaha kaa sagal ma vǝghaana.” (Vaakwana maradamarǝg Yesu taakiya makwar kǝ dǝgzǝga bad caccuwa.)
2907140060	Kaa zavuukw dǝ taakiya, “Dǝgiti sagal ma vǝgh kǝ uud iin wa fǝgaraa uud ndza kwal caccuwa
