010000000c	בראשית
0903100052	ויקרא עלי את שמואל ויאמר שמואל בני ויאמר הנני
09031100c1	ויאמר מה הדבר אשר דבר אליך--אל נא תכחד ממני כה יעשה לך אלהים וכה יוסיף אם תכחד ממני דבר מכל הדבר אשר דבר אליך
090312007f	ויגד לו שמואל את כל הדברים ולא כחד ממנו ויאמר--יהוה הוא הטוב בעינו יעשה
0903130059	ויגדל שמואל ויהוה היה עמו ולא הפיל מכל דבריו ארצה
0903140063	וידע כל ישראל מדן ועד באר שבע כי נאמן שמואל לנביא ליהוה
0903150067	ויסף יהוה להראה בשלה כי נגלה יהוה אל שמואל בשלו בדבר יהוה
09040100a6	ויהי דבר שמואל לכל ישראל ויצא ישראל לקראת פלשתים למלחמה ויחנו על האבן העזר ופלשתים חנו באפק
09040200af	ויערכו פלשתים לקראת ישראל ותטש המלחמה וינגף ישראל לפני פלשתים ויכו במערכה בשדה כארבעת אלפים איש
09040300ee	ויבא העם אל המחנה ויאמרו זקני ישראל למה נגפנו יהוה היום לפני פלשתים נקחה אלינו משלה את ארון ברית יהוה ויבא בקרבנו וישענו מכף איבינו
09040400c0	וישלח העם שלה וישאו משם את ארון ברית יהוה צבאות ישב הכרבים ושם שני בני עלי עם ארון ברית האלהים--חפני ופינחס
090405007f	ויהי כבוא ארון ברית יהוה אל המחנה וירעו כל ישראל תרועה גדולה ותהם הארץ
09040600be	וישמעו פלשתים את קול התרועה ויאמרו מה קול התרועה הגדולה הזאת במחנה העברים וידעו--כי ארון יהוה בא אל המחנה
0904070093	ויראו הפלשתים--כי אמרו בא אלהים אל המחנה ויאמרו אוי לנו כי לא היתה כזאת אתמול שלשם
090408009a	אוי לנו--מי יצילנו מיד האלהים האדירים האלה אלה הם האלהים המכים את מצרים בכל מכה--במדבר
090409008f	התחזקו והיו לאנשים פלשתים--פן תעבדו לעברים כאשר עבדו לכם והייתם לאנשים ונלחמתם
09040a00a3	וילחמו פלשתים וינגף ישראל וינסו איש לאהליו ותהי המכה גדולה מאד ויפל מישראל שלשים אלף רגלי
09040b0052	וארון אלהים נלקח ושני בני עלי מתו חפני ופינחס
09040c007a	וירץ איש בנימן מהמערכה ויבא שלה ביום ההוא ומדיו קרעים ואדמה על ראשו
09040d00be	ויבוא והנה עלי ישב על הכסא יך (יד) דרך מצפה--כי היה לבו חרד על ארון האלהים והאיש בא להגיד בעיר ותזעק כל העיר
09040e007e	וישמע עלי את קול הצעקה ויאמר מה קול ההמון הזה והאיש מהר ויבא ויגד לעלי
09040f0059	ועלי בן תשעים ושמנה שנה ועיניו קמה ולא יכול לראות
0904100095	ויאמר האיש אל עלי אנכי הבא מן המערכה ואני מן המערכה נסתי היום ויאמר מה היה הדבר בני
09041100c6	ויען המבשר ויאמר נס ישראל לפני פלשתים וגם מגפה גדולה היתה בעם וגם שני בניך מתו חפני ופינחס וארון האלהים נלקחה
09041200e1	ויהי כהזכירו את ארון האלהים ויפל מעל הכסא אחרנית בעד יד השער ותשבר מפרקתו וימת--כי זקן האיש וכבד והוא שפט את ישראל ארבעים שנה
09041300bc	וכלתו אשת פינחס הרה ללת ותשמע את השמועה אל הלקח ארון האלהים ומת חמיה ואישה ותכרע ותלד כי נהפכו עליה צריה
090414007e	וכעת מותה ותדברנה הנצבות עליה אל תיראי כי בן ילדת ולא ענתה ולא שתה לבה
0904150085	ותקרא לנער איכבוד לאמר גלה כבוד מישראל אל הלקח ארון האלהים ואל חמיה ואישה
090416004b	ותאמר גלה כבוד מישראל כי נלקח ארון האלהים
090501005e	ופלשתים לקחו את ארון האלהים ויבאהו מאבן העזר אשדודה
0905020078	ויקחו פלשתים את ארון האלהים ויבאו אתו בית דגון ויציגו אתו אצל דגון
09050300a6	וישכמו אשדודים ממחרת והנה דגון נפל לפניו ארצה לפני ארון יהוה ויקחו את דגון וישבו אתו למקומו
09050400d1	וישכמו בבקר ממחרת והנה דגון נפל לפניו ארצה לפני ארון יהוה וראש דגון ושתי כפות ידיו כרתות אל המפתן--רק דגון נשאר עליו
0905050087	על כן לא ידרכו כהני דגון וכל הבאים בית דגון על מפתן דגון--באשדוד עד היום הזה
0905060087	ותכבד יד יהוה אל האשדודים וישמם ויך אתם בעפלים (בטחרים) את אשדוד ואת גבוליה
09050700a3	ויראו אנשי אשדוד כי כן ואמרו לא ישב ארון אלהי ישראל עמנו--כי קשתה ידו עלינו ועל דגון אלהינו
09050800e1	וישלחו ויאספו את כל סרני פלשתים אליהם ויאמרו מה נעשה לארון אלהי ישראל ויאמרו גת יסב ארון אלהי ישראל ויסבו את ארון אלהי ישראל
09050900c1	ויהי אחרי הסבו אתו ותהי יד יהוה בעיר מהומה גדולה מאד ויך את אנשי העיר מקטן ועד גדול וישתרו להם עפלים (טחרים)
09050a00d9	וישלחו את ארון האלהים עקרון ויהי כבוא ארון האלהים עקרון ויזעקו העקרנים לאמר הסבו אלי את ארון אלהי ישראל להמיתני ואת עמי
09050b0103	וישלחו ויאספו את כל סרני פלשתים ויאמרו שלחו את ארון אלהי ישראל וישב למקומו ולא ימית אתי ואת עמי כי היתה מהומת מות בכל העיר כבדה מאד יד האלהים שם
09050c006a	והאנשים אשר לא מתו הכו בעפלים (בטחרים) ותעל שועת העיר השמים
0906010044	ויהי ארון יהוה בשדה פלשתים שבעה חדשים
090602008e	ויקראו פלשתים לכהנים ולקסמים לאמר מה נעשה לארון יהוה הודענו במה נשלחנו למקומו
09060300c9	ויאמרו אם משלחים את ארון אלהי ישראל אל תשלחו אתו ריקם--כי השב תשיבו לו אשם אז תרפאו ונודע לכם למה לא תסור ידו מכם
09060400cb	ויאמרו מה האשם אשר נשיב לו ויאמרו מספר סרני פלשתים חמשה עפלי (טחרי) זהב וחמשה עכברי זהב כי מגפה אחת לכלם ולסרניכם
09060500e5	ועשיתם צלמי עפליכם (טחריכם) וצלמי עכבריכם המשחיתם את הארץ ונתתם לאלהי ישראל כבוד אולי יקל את ידו מעליכם ומעל אלהיכם ומעל ארצכם
0906060095	ולמה תכבדו את לבבכם כאשר כבדו מצרים ופרעה את לבם הלוא כאשר התעלל בהם וישלחום וילכו
09060700cb	ועתה קחו ועשו עגלה חדשה אחת ושתי פרות עלות אשר לא עלה עליהם על ואסרתם את הפרות בעגלה והשיבתם בניהם מאחריהם הביתה
09060800b6	ולקחתם את ארון יהוה ונתתם אתו אל העגלה ואת כלי הזהב אשר השבתם לו אשם תשימו בארגז מצדו ושלחתם אתו והלך
09060900cd	וראיתם אם דרך גבולו יעלה בית שמש--הוא עשה לנו את הרעה הגדולה הזאת ואם לא וידענו כי לא ידו נגעה בנו--מקרה הוא היה לנו
09060a007c	ויעשו האנשים כן ויקחו שתי פרות עלות ויאסרום בעגלה ואת בניהם כלו בבית
09060b007b	וישמו את ארון יהוה אל העגלה ואת הארגז ואת עכברי הזהב ואת צלמי טחריהם
09060c00d5	וישרנה הפרות בדרך על דרך בית שמש במסלה אחת הלכו הלך וגעו ולא סרו ימין ושמאול וסרני פלשתים הלכים אחריהם עד גבול בית שמש
09060d0085	ובית שמש קצרים קציר חטים בעמק וישאו את עיניהם ויראו את הארון וישמחו לראות
09060e00b6	והעגלה באה אל שדה יהושע בית השמשי ותעמד שם ושם אבן גדולה ויבקעו את עצי העגלה ואת הפרות העלו עלה ליהוה
09060f00f1	והלוים הורידו את ארון יהוה ואת הארגז אשר אתו אשר בו כלי זהב וישמו אל האבן הגדולה ואנשי בית שמש העלו עלות ויזבחו זבחים ביום ההוא--ליהוה
090610004f	וחמשה סרני פלשתים ראו וישבו עקרון ביום ההוא
09061100a7	ואלה טחרי הזהב אשר השיבו פלשתים אשם ליהוה לאשדוד אחד לעזה אחד לאשקלון אחד לגת אחד לעקרון אחד
0906120103	ועכברי הזהב מספר כל ערי פלשתים לחמשת הסרנים--מעיר מבצר ועד כפר הפרזי ועד אבל הגדולה אשר הניחו עליה את ארון יהוה עד היום הזה בשדה יהושע בית השמשי
09061300bc	ויך באנשי בית שמש כי ראו בארון יהוה ויך בעם שבעים איש חמשים אלף איש ויתאבלו העם כי הכה יהוה בעם מכה גדולה
090614008d	ויאמרו אנשי בית שמש מי יוכל לעמד לפני יהוה האלהים הקדוש הזה ואל מי יעלה מעלינו
0906150096	וישלחו מלאכים אל יושבי קרית יערים לאמר השבו פלשתים את ארון יהוה--רדו העלו אתו אליכם
09070100c1	ויבאו אנשי קרית יערים ויעלו את ארון יהוה ויבאו אתו אל בית אבינדב בגבעה ואת אלעזר בנו קדשו לשמר את ארון יהוה
09070200a0	ויהי מיום שבת הארון בקרית יערים וירבו הימים ויהיו עשרים שנה וינהו כל בית ישראל אחרי יהוה
0907030111	ויאמר שמואל אל כל בית ישראל לאמר אם בכל לבבכם אתם שבים אל יהוה הסירו את אלהי הנכר מתוככם והעשתרות והכינו לבבכם אל יהוה ועבדהו לבדו ויצל אתכם מיד פלשתים
