010000000b	Bhaa-bhaana
11040e00ec	Ande sii-sii ingkoo inda ukoʼuu, sumaimo o kalalesa tee katulungi bheaumba to miana Yahudi minaaka i tampa mosagaanana, maka ingkoo tee manga witinaimu bheubinasa. Aipomo tee kadhaangia mboo sii mbakanamo ingkoo utopili umembali ratu."
11040f0039	Kasiimpomo Ester alamboko kalawani incia sii i Mordekhai,
110410018d	"Lingkamo romusakamea bhari-bharia miana Yahudi modhaangiana i Susan tee upoasamo tee udoʼamo to iaku. Bholi ukande tee usumpu kangengena talu eo talu malo. Iaku tee manga kabuabua molaianina i maligeku uka bhekupoasa mboo sumai, kasiimpo iaku bhekupesua to kupoaro tee raja moomini o giu incia sumai inda apokana tee tutura. Ande roonamo giu incia sumai iaku bhekubinasa, taroakamo kubinasaaka."
1104110051	Sabutuna alingkamo Mordekhai tee apewaua bhari-bharia isameaakana Ester to incia.
11050100f4	I eo talu eona, Ester apakana pakeana ratuna, kasiimpo akabhale-bhale i tanalapa i nuncana malige tee apoaro i maligena raja. Raja tangasaana auncura i bhawona kauncuramakana pamarintana i nuncana malige apoaro tee bhambana lawana malige sumai.
11050200d2	Wakutuuna raja akamata Ratu Ester akabhale-bhale i tanalapa, Ester abhawa kaasi tee rahumati i matana raja, sabutuna raja apaulu katuko bulawana i incia. Kasiimpo Ester apasari tee adhingku lolona katuko sumai.
110503007f	Kasiimpo aabhamo raja, "Opea ipeelomu, tee opea iemanimu? Moomini uemani samuntanga minaaka i pamarintaku bhekudhawuakako uka."
1105040060	Ester alawani, "Ande ufikiria amalape, uumbamo eo sii tee Haman i kariaa ipadhaangiaku to Raja."
11050500b1	Sumaimo raja adhawu parinta, "Tumpua o Haman aumba madhei, mamudhaakana ingkami tamembali talingka i kariaana Ester." Kasiimpo raja tee Haman aumba i kariaa ipadhaangiana Ester.
11050600ae	Tangasaana asumpu angguru, raja apogau tee Ester, "Opea ipeelumu? Dhaanamo bhekudhawuakako. Opea iemanimu? Moomini samuntanga minaaka i pamarintaku uka bhekupadhaangiaakako."
110507002e	Ester alawani, "Ipeeluku tee iemaniku siitumo,
11050800cb	ande umaasiakaaku tee ufikiria amalape, tee uperangoi opea iemaniku sumai, maasangia uunda uumba uka pendua i kariaa bheipadhaangiaku to Raja tee Haman. Naile iaku bhekulawania opea bheiemaniku to Raja."
11050900f6	I eo incia sumai uka Haman alimba minaaka i kariaana Ratu Ester akaunde-unde tee amasanaa incana. Maka wakutuuna Haman akamata Mordekhai i bhambana lawana maligena raja inda akakaro atawa asuju ahoromatia, sumaimo incia aʼamaramo mpuu tee incia.
11050a00a4	Moomini mboo sumai, Haman akoʼiimani kasiimpo ambuli i bhanuana. Haman akemba manga sabhangkana tee bhawinena mokosarona Zeres to aumba auncura apobhawa tee incia.
11050b00ee	Kasiimpo Haman apetulatula i manga incia tee asomboaka karangkaeana, kabharina o ana umanena, tee sagala kaogesana idhawuakana raja i incia tee kauncuramakana molabhina kalangana mpuu minaaka i manga kaogesa tee pagawena raja mosagaanana.
11050c00bb	Haman apogau uka, "Mencuana soo sumai, Ratu Ester inda aundaaka samia uka moumbana apobhawa tee raja i kariaa i padhaangiana sumai tangkanamo iaku. Naile uka akembaaku kupobhawa tee raja.
11050d008f	Maka bhari-bharia sii inda akoampadhea to iaku, ande dhaangia kukamata Mordekhai, miana Yahudi sumai, auncura i bhambana lawana maligena raja."
11050e0183	Sarangona incia sumai, Zeres tee bhari-bharia sabhangkana apogau tee incia, "Tumpumo o mia akarajaa arii kalangana 25 metere tee naile saeona apogau tee raja mamudhaakana Mordekhai aloea i arii incia sumai. Sapadhana upewau mboo sumai, amembalimo ulingka i kariaa tee kalalesana ngangarandamu." Pogauna manga incia sumai apeelua o Haman. Sababuna atumpumea manga mia akarajaa arii sumai.
11060100a0	I malo incia sumai uka o raja inda amembali akole. Sababuna sumai incia atumpu mia aalaakea boku mopetulatulaakana kajadiana pamarintana tee abacaakea i aroana.
11060200f7	I nuncana boku mopetulatulaakana kajadiana pamarintana sumai dhaangia o kaburi ande Mordekhai padhamo alaporoaka Bigtan tee Teres mohaejatina bhemopekamatena Raja Ahasweros. Manga incia sii pagawena hususuna raja mojaganina bhambana lawana malige.
11060300b0	Raja aabha, "Kahoromati tee balasina jasa opea mopadhana idhawuakana to Mordekhai pokaina tee giu incia sumai?" Manga molaianina raja alawani, "Incia inda atarima opeopea uka."
11060400ee	Kasiimpo apogaumo o raja, "Incema minaaka i pagaweku modhaangiana i malige sii- sii?" Wakutuu incia sumai o Haman siimpo mpuu apesua i aroana bhambana malige, incia bheaposanga i raja to aloeaka Mordekhai i arii mopadhana ipakarona sumai.
110605007e	Manga molaianina raja sumai alawani, "Haman dhaangia i malige tee gauna apoaro tee Raja." Pogauna raja, "Tumpua incia apesua."
11060600f4	Sapesuana o Haman, raja apogau, "Ande o raja gauna ahoromati mia mosagaanana, opea tabeana momalapena ipewau to mia incia sumai?" Sumaimo o Haman apogau i nuncana ngangarandana, "Raja bheadhawu kahoromati maoge i incema uka ande mencuana iaku?"
110607004c	Sabutuna alawanimo o Haman, "Ande umaasiaka tee uhoromati o mia incia sumai,
1106080089	tabeana udhawuakea pakea kaogesamu mopadhana ipakemu tee udhawuakea uka o ajara isawikimu motodhikaakana mahakotana pamarintamu i bhaana.
1106090198	Kasiimpo pakea kaogesa tee ajara sumai udhawuakea i limana sala samia minaaka i manga kaogesamu, siitumo i manga lalakina lipu sii, kasiimpo parintaakea o lalaki sii apapakeakea pakea kaogesamu i mia imaasiakamu tee ihoromatimu, tee pasawia i ajara. Sapadhana sumai abhawea apekatii-tiiakea i tangana kota, tee o lalaki sii apoose akagora-gora i aroana, "Kamatea, mboo siimo atopewau o mia ihoromatina raja!"
11060a00f6	Kasiimpo apogaumo raja i Haman, "Umbe! Pekadheimo, alamea pakea tee ajara mboomo ipogauakamu sumai. Pewaumo mboo sumai i Mordekhai mouncurana i bhambana lawana maligena raja sumai. Bholi akura sanganga uka minaaka i bhari-bharia ipogauakamu itu."
11060b00f4	Kasiimpo o Haman aala pakeana tee ajara sumai kasiimpo apakeakea o pakea sumai i Mordekhai. Mordekhai asawiki ajara, kasiimpo o Haman apekatii-tiiakea i tanalapana kota apoose akagora-gora i aroana, "Mboo siimo atopewau o mia ihoromatina raja!"
11060c00a3	Sapadhana sumai, Mordekhai ambuli i bhambana lawana malige. Maka o Haman akaago-ago ambuli i bhanuana tee asukara tee o bhaana asalibumbua roonamo anamisi atohina.
11060d0124	Haman apetulatulaakea bhari-bharia inamisina i bhawinena, tee i bhari-bharia sabhangkana. Manga mia makidha tee bhawinena apogau tee Haman, "Siitumo tandana upepuumo umandawu ataloko Mordekhai, miana Yahudi sumai. Ingkoo inda umembali ubhalia, tee dhaanamo atotuu-totuu bheumandawu i aroana."
11060e0097	Tangasaana manga incia dhaangiapo apogau tee Haman, aumbamo manga pagawe hususuna raja. Lausakamo Haman abhawea apekadhei i kariaa ipadhaangiana Ester.
1107010047	Sumaimo aumbamo o raja tee Haman i kariaana Ratu Ester to rua mpearona.
11070200dc	I wakutuuna manga incia asumpu angguru, raja aabha pendua i Ester, "Opea buaka ipeelumu, e Ratu Ester? Dhaanamo bhekudhawuakako. Opea buaka iemanimu? Moomini uemani samuntanga minaaka i pamarintaku bhekupadhaangiaakako."
110703007c	Lawanina Ratu Ester, "Ande umaasiakaaku, tee ande uunda, siitumo kuemani mamudhaakana upasalaamatimea o inyawaku tee lipuku!
110704011e	Iaku tee lipuku tatoaso i mia mohaejatina to manga pamofuna, manga pekamatena, tee manga pabinasana. Ande iaku tee miana lipuku tangkanamo tatoaso to tamembali bhatua umane atawa o bhatua bhawine, dhaanamo iaku inda tee uuʼuuku, roonamo inda kulaenga ande kuheruko tee masala mboo sii.
1107050071	Aabhamo Raja Ahasweros i Ratu Ester, "Incema o mia incia sumai tee iapai o mia mohaejatina mopewauna mboo sumai?"
1107060082	Lawanina Ester, "Bhali tee musu sumai satotuuna o Haman o mia madhaki sii!" Sabutuna o Haman amaekamo mpuu i aroana raja tee ratu.
110707011a	Raja aʼamara mpuu, kasiimpo akakaro abholi kariaana angguru sumai, kasiimpo alingka i tanalapa i saripina malige. Maka o Haman sadhaadhaa i nuncana malige to aemani i Ratu Ester mamudhaakana incia inda atohukumu, roonamo amataua ande o raja bheapatotapuakea kahukumu mate to incia.
1107080197	Wakutuuna raja aminaaka i aroana bhambana malige tee ambuli pendua i tampana kariaana angguru sumai, Haman tangasaana atudhaaka karona i bhangko mokokasoro i tampana Ester auncura. Apekeemo raja, "Buaka ingkoo dhaangiapo uka ubarani uhumbuni ratu i aroaku tee i nuncana maligeku?" Sapadhana raja apogau mboo sumai, manga mia molaianina Ester atutubhimo bhaana Haman, siitumo tandana incia bheatohukumu mate.
1107090142	Kasiimpo apogaumo o Harbona, sala samia minaaka i manga pagawe hususuna raja sumai, "I bhanuana Haman dhaangia tee ariina kaloe o kalangana rua pulu lima metere. Haman akarajaaia to aloeaka Mordekhai, mia mopadhana mopasalaamatina inyawana Raja tee opea mopadhana ilaporoakana sumai." Pogauna raja, 'Loemea i arii sumai.'"
11070a0072	Mboo sumaimo o Haman aloea i arii mopadhana ipakarona to Mordekhai. Kasiimpo sapadhana sumai auntomo amarana raja.
11080100f5	I eo incia sumai Raja Ahasweros adhawuakea bhari-bharia harataa pewauana Haman, musuna miana Yahudi sumai i Ratu Ester. I wakutuu incia sumai, Ester apaumbaakea ande Mordekhai tolidhana. Sarangona sumai, Mordekhai amembali aumba apoaro tee raja.
11080200aa	Raja arambasaka singkaru mokocapu mopadhana ialana pendua minaaka i Haman, tee adhawuakea i Mordekhai. Ester uka aangka Mordekhai apamembalia moʼurusuna harataana Haman.
11080300eb	Sapadhana sumai apogaumo uka Ester tee raja apoose asuju i aena. Tee atangi incia aemani kaasi mamudhaakana o raja apanaindaia o haejati madhakina Haman miana Agag sumai, tee uka manga fikiri madhaki mopadhana ipewauna to miana Yahudi.
110804004a	Raja apaulu katuko bulawana i Ester, kasiimpo Ester akakaro i aroana raja.
1108050130	Incia apogau, "Raja, ande amalape ufikiria tee ande umaasiakaaku sabutuna o giu incia sii uabhia abanara tee usatujuia, sumaimo taroakamo uburi sura to upambuliaka pendua manga sura mopadhana iburina Haman bin Hamedata, iburina to apabinasaaka miana Yahudi i bhari-bharia poropinsi i saangua pamarintamu.
110806008b	Roonamo iaku inda kumembali kukamata balaa bhemokangkanaina lipuku tee inda kumembali kukamata raʼeatiku tee manga witinaiku atopabinasa!"
11080700b7	Pogauna Raja Ahasweros i Ratu Ester tee Mordekhai, "Satotuuna o harataana Haman padhamo kudhawuakako, tee o Haman uka padhamo kuloea i arii roonamo incia gauna apekamate miana Yahudi.
11080800ff	Ingkoo amembali uburi sura tee opea iabhimu amalape to miana Yahudi tee upakeakea sarona raja. Capumea o sura sumai tee singkaru capuna raja, roonamo o sura motoburiakana sarona raja tee acapuakea tee singkaru capuna raja inda amembali atopambuli pendua."
11080901f5	I wakutuu incia sumai uka, siitumo i eo rua pulu talu eona i bula talu mbulana, siitumo bula Siwan, Mordekhai akemba manga jurutulisina raja. Mboomo bhari-bharia iparintaakana Mordekhai aburimea o sura sumai to miana Yahudi, tee manga wakilina raja, manga gubernuru, tee manga kaogesana poropinsi minaaka i India sakawana i Etiopia, antona sura sumai atoburi i nuncana sumbesumbere pogau tee kaburina manga poropinsi sumai. Incia uka alamboko sura sumai to miana Yahudi i nuncana pogauna tee kaburina.
11080a0100	Manga sura sumai atoburi apake sarona Raja Ahasweros tee acapua tee singkaru capuna raja, kasiimpo alambokoa madhei alaloi manga pande angkuna sura mosawina i ajara. Ajara isawikina manga siitumo o ajara momadheina buntulina motodhambaakana hususu to raja.
11080b01e7	I nuncana sura sumai o raja aundaaka miana Yahudi modhaangiana i bhari-bharia kota to aporomusaka tee apotaangiaka inyawana, ande dhaangia o mia atawa o tantara mokoewanga mohumbunina manga incia minaaka i lipu atawa o poropinsi iapaipo uka, sumaimo miana Yahudi amembali apotaangiaka karona. Manga incia amembali aewangi manga tantara sumai tee apekamate bhari-bharia bhalina manga, malape manga bhawine atawa manga anaana, tee arampasi harataa pewauana manga mia mopekahumbunina sumai.
11080c009b	Parinta sumai tabeana apewaua i nuncana saeomea i saangua poropinsina Raja Ahasweros, siitumo i eo sapulu talu eona i bula sapulu rua mbulana, i bula Adar.
11080d00c6	Antona sura parinta sumai apamembalia tutura i saangua poropinsi tee apakoleleakea i bhari-bharia lipu mamudhaakana o miana Yahudi akojaga-jaga ande akawa o eo to manga incia abalasi i manga musuna.
11080e00b2	Sumaimo manga pande angkuna sura mosawina i ajarana raja uka alingka pekadhei tee akaago-ago aose parintana raja sumai. Tee o tutura sumai uka apalimbaia i nuncana bentena Susan.
11080f00e7	Kasiimpo Mordekhai alimba minaaka i malige tee apake pakea kaogesa waranaa kakanda tee maputi, mahakota bulawa momaoge, tee juba minaaka i kae lenan moʼalusu tee kae wungu. Saangua Kota Susan uka asambo-sambo roonamo akaunde-unde.
1108100059	Miana Israel amalalesa o ngangarandana, akaunde-unde, amasanaa tee apokawaaka kahoromati.
1108110179	I bhari-bharia poropinsi tee i bhari-bharia kota, iapaipo uka o parinta tee tuturana raja sumai akawa, dhaangia tee kaunde-unde tee kasanaa i tanga-tangana miana Yahudi, dhaangia tee kariaa tee moniʼimatina o eo incia sumai. Tee abhari uka o mia minaaka i lipu mosagaanana apogauaka karona ande manga incia amembalimo miana Yahudi, roonamo manga incia amaeka tee miana Yahudi.
110901014c	I eo sapulu talu eona i bula sapulu rua mbulana, siitumo bula Adar, parinta tee tuturana raja bheatopewau. I eo incia sumai manga musuna miana Yahudi aabhia amembali akuasai manga incia, garaaka opea inamu-namuna manga musuna sumai inda apokana tee opea momembalina, maka momembalina siitumo miana Yahudi amembali atalo manga incia.
110902010f	Miana Yahudi aporomusaka i bhari-bharia kota modhaangiana i saangua pamarintana Raja Ahasweros to apekamate manga mia mohaejatiakana kadhaki to manga incia. Inda samia uka mobaranina mopoarona tee manga incia, roonamo bhari-bharia lipu amembalimo amaeka tee miana Yahudi.
11090300ac	Tee bhari-bharia kaogesana poropinsi, manga gubernuru, manga wakilina raja, tee manga pagawena pamarinta ahamba miana Yahudi, roonamo manga incia amaeka mpuu tee Mordekhai.
110904007a	Kuasana Mordekhai amaoge mpuu i nuncana maligena raja. Sarona atoresa i saangua poropinsi roonamo kuasana ahandamo amaoge.
110905008d	Miana Yahudi atalo manga musuna tee hancu, tee apekamate tee apabinasa bhari-bharia musuna. Manga incia apewau saincana i manga mia mobancia.
110906004e	I nuncana bentena Susan uka miana Yahudi apekamate tee apabinasa lima atu mia.
1109070035	Manga incia uka apekamate Parsandata, Dalfon, Aspata,
1109080018	Porata, Adalya, Aridata,
1109090026	Parmasta, Arisai, Aridai, tee Waizata,
11090a009a	siimo sapulu miaia o anana Haman bin Hamedata, musuna miana Yahudi sumai. Maka moomini mboo sumai miana Yahudi inda arampasi harataa pewauana manga incia.
11090b0058	I eo incia sumai uka o kabharina mia motopekamatena i bentena Susan atopaumbaaka i raja.
11090c0146	Pogauna raja i Ratu Ester, "I nuncana bentena Susan uka o miana Yahudi padhamo apekamate tee apabinasa lima atu mia, atolentu uka tee sapulu miaia anana Haman umane. Inda tamataua uka opea ipewauna manga i poropinsi mosagaanana. Sii-sii, opea uka ipeelumu? Dhaanamo kudhawuakako. Opea uka iemanimu? Dhaanamo kupadhaangiakako."
11090d00cf	Ester alawani, "Ande uabhia amalape, taroakamo naile uka o miana Yahudi momboorena i Susan uundaakea apewau mboomo tutura motopewauna i eo sii, tee sapulu miaia anana Haman umane sumai tabeana uloea i arii."
11090e008a	Kasiimpo raja aparintaakea to apewaua mboo sumai, sumaimo tutura sumai apalimbaia i Susan, sabutuna sapulu miaia anana Haman umane atoloe.
11090f00c8	Miana Yahudi momboorena i Susan aporomusaka uka i eo sapulu pata eona i bula Adar, tee apekamate talu atu mia i Susan. Maka moomini mboo sumai, miana Yahudi inda arampasi harataa pewauana manga incia.
110910011c	Miana Yahudi mosagaanana momboorena i manga poropinsi i nuncana pamarinta sumai uka aporomusaka tee apotaangiaka inyawana, tee apaʼamani karona manga minaaka i musuna. Manga incia apekamate 75.000 mia. Maka moomini mboo sumai, miana Yahudi inda arampasi harataa pewauana manga incia.
11091100d6	Eona kajadia incia sumai i eo sapulu talu eona i bula Adar. Manga incia aunto to apekamate incemapo uka i eo sapulu pata eona i bula incia sumai, tee eo incia sumai ahususuakea to eona kariaa tee eona akaunde-unde.
1109120109	Maka o miana Yahudi modhaangiana i Susan aporomusaka rua eo: siitumo i eo sapulu talu eona tee eo sapulu pata eona i bula incia sumai. Manga incia siimpomo aunto i eo sapulu lima eona, kasiimpo eo incia sumai manga incia ahususuakea to eona kariaa tee akaunde-unde.
11091300e0	Rampaakanamo sumai miana Yahudi i karidhoana, siitumo momboorena i kampo, araraeaaka eo sapulu pata eona i bula Adar sumai amembali eona kariaa tee eona kaunde-unde, tee apamembalia eo malape to apodhawu-dhawu hadia kinande.
11091400bb	Sapadhana sumai Mordekhai aburimo sagala kajadia sumai tee alamboko sura i bhari-bharia miana Yahudi momboorena i saangua pamarintana Raja Ahasweros, malape momakasuna, atawa momaridhona.
1109150086	Antona sura sumai satotuuna o parinta to araraeaaka eo sapulu pata eona tee eo sapulu lima eona i nuncana bula Adar sumai satao-satao.
1109160179	Sababuna i eo incia siitumo o miana Yahudi aʼamani minaaka i manga musuna, tee i bula incia siitumo o kasukarana manga incia abhalii amembali kasanaa, tee o eo momaporoakana inca amembali eo momalape. Manga incia tabeana apamembali manga eo incia sumai amembali eona kariaa tee eona kaunde-unde, amembali eo to apodhawu-dhawu kinande tee adhawu sadakaa i manga mia momisikini.
110917006b	Miana Yahudi ataʼati parintana Mordekhai sumai tee mboo sumaimo kariaa sumai amembali kananea satao-satao.
11091800d2	Satotuuna o Haman bin Hamedata, miana Agag, musuna miana Yahudi sumai, padhamo ahaejati to apabinasa miana Yahudi. Incia padhamo abhanaka Pur to aʼundi eona momalape to apahancuru tee apabinasaaka manga incia.
11091900fc	Maka sapadhana o giu incia sumai apakawaakea i raja, siitumo alaloi surana raja, aparintaakea mamudhaakana o haejati madhaki ipewauna Haman to miana Yahudi sumai apambuliakea to karona samia, tee mamudhaakana incia apoose tee manga anana atoloe i arii.
