0100000018	ഉല്പത്തി
02270101c0	യഹോവ മോശെയോട് കല്പിച്ചതുപോലെ അവർ നീലനൂൽ, ധൂമ്രനൂൽ, ചുവപ്പുനൂൽ എന്നിവകൊണ്ട് വിശുദ്ധമന്ദിരത്തിലെ ശുശ്രൂഷയ്ക്കായി വിശേഷവസ്ത്രവും അഹരോന് വിശുദ്ധവസ്ത്രവും ഉണ്ടാക്കി.
02270200e2	പൊന്ന്, നീലനൂൽ, ധൂമ്രനൂൽ, ചുവപ്പുനൂൽ, പിരിച്ച പഞ്ഞിനൂൽ എന്നിവകൊണ്ട് ഏഫോദ് ഉണ്ടാക്കി.
0227030174	നീലനൂൽ, ധൂമ്രനൂൽ, ചുവപ്പുനൂൽ, പഞ്ഞിനൂൽ എന്നിവയുടെ ഇടയിൽ ചിത്രപ്പണിയായി നെയ്യേണ്ടതിന് അവർ പൊന്ന് അടിച്ചു നേരിയ തകിടാക്കി നൂലായി മുറിച്ചു.
02270400c7	അവർ തോൾപ്പട്ട ഉണ്ടാക്കി ഏഫോദിന്‍റെ രണ്ടു അറ്റത്തും ബന്ധിപ്പിച്ചിരുന്നു.
0227050213	അത് കെട്ടിമുറുക്കുവാൻ ഏഫോദ് പോലെ ചിത്രപ്പണിയുള്ള നടുക്കെട്ട് വേണം. ഏഫോദിന്‍റെ പണിപോലെ പൊന്ന്, നീലനൂൽ, ധൂമ്രനൂൽ, ചുവപ്പുനൂൽ, പിരിച്ച പഞ്ഞിനൂൽ എന്നിവകൊണ്ട് ആയിരിക്കേണം നടുക്കെട്ട് ഉണ്ടാക്കുന്നത്.
0227060107	മുദ്ര കൊത്തുന്നതുപോലെ യിസ്രായേൽ മക്കളുടെ പേര് കൊത്തിയ ഗോമേദകക്കല്ലുകൾ അവർ പൊൻ തടങ്ങളിൽ പതിച്ചു.
022707012f	യഹോവ മോശെയോട് കല്പിച്ചതുപോലെ അവൻ യിസ്രായേൽമക്കൾക്കുവേണ്ടി ഏഫോദിന്‍റെ തോൾപ്പട്ടയുടെമേൽ ഓർമ്മക്കല്ലുകൾ വച്ചു.
022708013f	അവൻ ഏഫോദിന്‍റെ ചിത്രപ്പണിപോലെ പൊന്ന്, നീലനൂൽ, ധൂമ്രനൂൽ, ചുവപ്പുനൂൽ, പിരിച്ച പഞ്ഞിനൂൽ എന്നിവകൊണ്ട് പതക്കവും ഉണ്ടാക്കി.
0227090100	പതക്കം സമചതുരത്തിൽ രണ്ടുമടക്കായി ഉണ്ടാക്കി; അത് ഒരു ചാൺ നീളവും ഒരു ചാൺ വീതിയും ഉള്ളതായിരുന്നു.
02270a00cd	അവർ അതിൽ നാലു നിര രത്നം പതിച്ചു: താമ്രമണി, പീതരത്നം, മരതകം; ഇത് ഒന്നാമത്തെ നിര.
02270b0074	രണ്ടാമത്തെ നിര: മാണിക്യം, നീലക്കല്ല്, വജ്രം,
02270c008c	മൂന്നാമത്തെ നിര: പത്മരാഗം, വൈഡൂര്യം, സുഗന്ധിക്കല്ല്.
02270d00e6	നാലാമത്തെ നിര: ഗോമേദകം, പുഷ്പരാഗം, സൂര്യകാന്തം; അവ അതത് തടത്തിൽ പൊന്നിൽ പതിച്ചിരുന്നു.
02270e01ce	ഈ കല്ലുകൾ യിസ്രായേൽ മക്കളുടെ പേരുകളോടുകൂടി അവരുടെ ഗോത്രസംഖ്യയ്ക്കു ഒത്തവണ്ണം പന്ത്രണ്ടു ആയിരുന്നു; പന്ത്രണ്ടു ഗോത്രങ്ങളിൽ ഓരോന്നിൻ്റെ പേര് അവയിൽ മുദ്ര കൊത്തിയിരുന്നു.
02270f00d4	പതക്കത്തിന് തങ്കംകൊണ്ട് പിരിച്ചെടുത്ത ചരടുകൾ പോലെ രണ്ടു ചങ്ങലകൾ നിർമ്മിച്ചു.
022710011b	പൊന്ന് കൊണ്ടു രണ്ടു വളയങ്ങളും കണ്ണികളും ഉണ്ടാക്കി; രണ്ടു വളയങ്ങളും പതക്കത്തിൻ്റെ രണ്ടു അറ്റത്തും വച്ചു.
02271100e7	പൊന്നുകൊണ്ടുള്ള രണ്ടു സരപ്പളി അവർ പതക്കത്തിൻ്റെ അറ്റത്ത് രണ്ടു വളയത്തിലും കൊളുത്തി.
0227120112	രണ്ടു സരപ്പളിയുടെയും അറ്റം രണ്ടും അവർ കണ്ണികളിൽ കൊളുത്തി ഏഫോദിന്‍റെ തോൾപ്പട്ടയുടെ മുൻഭാഗത്തുവച്ചു.
0227130178	അവർ പൊന്നുകൊണ്ട് വേറെ രണ്ടു വളയങ്ങൾ ഉണ്ടാക്കി പതക്കത്തിൻ്റെ മറ്റെ രണ്ടു അറ്റത്തും ഏഫോദിന്‍റെ കീഴറ്റത്തിനു നേരെ അകത്തെ വിളുമ്പിലും വച്ചു.
0227140190	അവർ വേറെ രണ്ടു പൊൻകണ്ണി ഉണ്ടാക്കി ഏഫോദിന്‍റെ മുൻഭാഗത്ത് രണ്ടു തോൾപ്പട്ടയുടെ താഴെ അതിന്‍റെ ചേർപ്പിനരികെ ഏഫോദിന്‍റെ നടുക്കെട്ടിന് മുകളിലായി വച്ചു.
02271501fe	പതക്കം ഏഫോദിന്‍റെ നടുക്കെട്ടിന് മുകളിലായി ഇരിക്കേണ്ടതിനും അത് ഏഫോദിൽ ആടാതിരിക്കണ്ടതിനും ദൈവം മോശെയോട് കല്പിച്ചതുപോലെ അവർ അതിന്‍റെ വളയങ്ങളാൽ ഏഫോദിന്‍റെ വളയങ്ങളോട് നീലനാടകൊണ്ട് കെട്ടി.
02271600c1	അവൻ ഏഫോദിന്‍റെ അങ്കി മുഴുവനും നീലനൂൽകൊണ്ട് നെയ്ത്തുപണിയായി ഉണ്ടാക്കി.
0227170117	അങ്കിയുടെ നടുവിൽ കവചത്തിൻ്റെ ദ്വാരംപോലെ ഒരു ദ്വാരവും അത് കീറാതിരിക്കണ്ടതിന് ചുറ്റും ഒരു നാടയും വച്ചു.
022718011c	അങ്കിയുടെ വിളുമ്പിൽ നീലനൂൽ, ധൂമ്രനൂൽ, ചുവപ്പുനൂൽ, പിരിച്ച പഞ്ഞിനൂൽ, എന്നിവകൊണ്ട് മാതളപ്പഴങ്ങൾ ഉണ്ടാക്കി.
0227190101	തങ്കംകൊണ്ട് മണികളും ഉണ്ടാക്കി; മണികൾ അങ്കിയുടെ വിളുമ്പിൽ ചുറ്റും മാതളപ്പഴങ്ങളുടെ ഇടയിൽ വച്ചു.
02271a0195	ശുശ്രൂഷയ്ക്കുള്ള അങ്കിയുടെ വിളുമ്പിൽ ചുറ്റും ഒരു മണിയും ഒരു മാതളപ്പഴവും ഒരു മണിയും ഒരു മാതളപ്പഴവും ഇങ്ങനെ യഹോവ മോശെയോട് കല്പിച്ചതുപോലെ തന്നെ വച്ചു.
02271b00b2	അഹരോനും പുത്രന്മാർക്കും പഞ്ഞിനൂൽകൊണ്ട് നെയ്ത്തുപണിയായ അങ്കിയും
02271c0112	പഞ്ഞിനൂൽകൊണ്ട് മുടിയും പഞ്ഞിനൂൽകൊണ്ട് അലങ്കാരമുള്ള തലപ്പാവും പിരിച്ച പഞ്ഞിനൂൽകൊണ്ട് കാൽച്ചട്ടയും
02271d016b	പിരിച്ച പഞ്ഞിനൂൽ, നീലനൂൽ, ധൂമ്രനൂൽ, ചുവപ്പുനൂൽ എന്നിവകൊണ്ട് ചിത്രത്തയ്യൽപണിയായ നടുക്കെട്ടും യഹോവ മോശെയോട് കല്പിച്ചതുപോലെ ഉണ്ടാക്കി.
02271e011d	അവർ തങ്കംകൊണ്ട് വിശുദ്ധമുടിയുടെ നെറ്റിപ്പട്ടം ഉണ്ടാക്കി, അതിൽ “യഹോവയ്ക്ക് വിശുദ്ധം” എന്നു മുദ്ര കൊത്തി.
02271f0100	യഹോവ മോശെയോട് കല്പിച്ചതുപോലെ തന്നെ അത് തലപ്പാവിൽ കെട്ടേണ്ടതിന് അതിൽ നീലനൂൽനാട കോർത്തുകെട്ടി.
022720016d	ഇങ്ങനെ സമാഗമനകൂടാരമെന്ന തിരുനിവാസത്തിന്‍റെ പണി തീർന്നു; യഹോവ മോശെയോട് കല്പിച്ചതുപോലെ യിസ്രായേൽ മക്കൾ ചെയ്തു. അങ്ങനെ തന്നെ അവർ ചെയ്തു.
0227210119	അവർ തിരുനിവാസം മോശെയുടെ അടുക്കൽ കൊണ്ടുവന്നു; കൂടാരവും അതിന്‍റെ ഉപകരണങ്ങൾ കൊളുത്തുകൾ, പലകകൾ, അന്താഴങ്ങൾ,
022722011e	തൂണുകൾ, ചുവടുകൾ, ചുവപ്പിച്ച ആട്ടുകൊറ്റന്തോൽകൊണ്ടുള്ള പുറമൂടി, തഹശൂതോൽകൊണ്ടുള്ള പുറമൂടി, മറയുടെ തിരശ്ശീല,
022723006c	സാക്ഷ്യപെട്ടകം, അതിന്‍റെ തണ്ട്, കൃപാസനം,
0227240072	മേശ, അതിന്‍റെ ഉപകരണങ്ങളെല്ലാം, കാഴ്ചയപ്പം,
02272500dd	തങ്കംകൊണ്ടുള്ള നിലവിളക്ക്, കത്തിച്ചുവയ്ക്കുവാനുള്ള ദീപങ്ങൾ, അതിന്‍റെ ഉപകരണങ്ങൾ,
0227260111	വെളിച്ചത്തിന് എണ്ണ, പൊന്നുകൊണ്ടുള്ള ധൂപപീഠം, അഭിഷേകതൈലം, സുഗന്ധധൂപവർഗ്ഗം, കൂടാരവാതിലിനുള്ള മറശ്ശീല,
