2800000007	Mathayo
290b1c0056	Kabankokeya, kwa mamlaga gani utenda iyeya?” Nyai akupei mamlaka ya kutenda gano?”
290b1d0062	Yesu kabakokeya, naalokiya swali limo. Nikokeyage nani naakokeya nitenda gano kwa mamlaka ga nyai.
290b1e0048	Je, ubatizo wa Yohana wa omi mbinguni au wapii kwa bandu? Niyangwaye.”
290b1f0073	Kabajadiliana bene kwa bene kabashindana ni kukoya “mana tukoiye kuoma mbinguni, akoya mwalowa kele hamkumuamini?
290b20005c	Mana twakoya kuomba kwa bandu, ... “Bayogwipe bandu, mwalo bote bakoyage Yohana abi nabii.
290b21007d	Kabam'yangwa Yesu ni kukoya, “Tutangike kwaa” Yesu kabakokeya, “wala nenga nabakiya kwaa kwa mamlaka gani nitenda gano.
290c0100da	Yesu katumbua kuayegana kwa mifano. Kakoya mundu apandike nngonda wa mizabibu, kuliteteleya lubego na kuemba likinga la kusudikia mvinyo. kasema mnara na kaupangisha nngonda wa zabibu kwa alemi wa zabibu kaboka kutalu.
290c020061	Palyo muda uike, amtumike mtumishi kwa alemi ba zabibu kupokya matunda kuoma kumigonda ya zabibu.
290c030042	Kaba m'boywa, kabampumunda, na kabam'benga bila ya kumpaya kilebe.
290c04004f	Kantuma kwabe ntumishi ywenge, kabampumunda kumutwe ni kuntendeya mambo ya oni.
290c05007a	Bado kantuma ywenge yeya, ni yono yumo kabambulaga. Na benge kabantenda mahoba kati aga. Kaba ankombwa benge kaaam'bulaga.
290c060076	Aigile mundu yumo wa kuntuma mwana mpendwa. Ni ywembe awi wa mwisho kutumwa kwabe. Kakoya “Watamsheshim mwanango.”
290c070069	Lakini wapangaji kabakoyana bene kwa bene “Yono ndie mrithi. Isaye, tum'bulage ni mrithi wa ba witu.”
290c080043	Kaba n'yola, kaba m'bulaga ni kuntaga kunza ya nngonda wa mizabibu.
290c09007b	Kwa eyo, atenda kele mwene n'ngonda wa mizabibu? Aisa ni kubaangamiza alemi ba mizabibu na kuapaya benge n'gonda wa zabibu.
290c0a004e	Msomike kwaa andiko elo? Libwe ambalo ajenzi balikani, libi libwe la kumbwega.
290c0b0034	Leno lapii kwa Bwana, na lakukanganya kumminyo gitu.
290c0c007d	Bapai kunkamwa Yesu, lakini baypgwipe kipenga sa bandu, batangike kuba aabakiye mfano wa kilebe soo. Eyo kabanneka kaba boka.
290c0d003a	Kabatuma mafarisayo ni Maherodia ili kuntega kwa mayegeyo.
290c0e00c2	Palyo baike, kabankokeya, “Mwalimu, tutangike ukani mayegeyo gegote ni upendelya kwaa bandu. Uyengana ndela ya Nnongo bwiso. Je, inoike kulepa kodi kwa kaisari au la? Je tulepe au tukotoke?”
290c0f0062	Yesu kabayangwa uboso wabe nikuakokeya, “Mwalowa kele mwando n'geya? Mbayaye Dinari ni ilole.”
290c100073	Kabaleta yimo kwa Yesu, kabaakokeya ni sura ya nyai ni gano maandishi ga nyai? kabakoya “Ya kaisari.”Kabakokeya
290c11005d	Yesu kabakokeya, mpayaye kaisari ilebe ya kaisari ni Nnongo ilebe ya Nnongo.”Kabankanganya.
290c120050	Kisha Masadukayo, bakoyae ntopo mfufuo, kaban'yendelelya. kabannokiya, kabakoya,
290c1300ad	“Mwalimu Musa atuandikie kuba, mana mundu awile ni kunleka nnwawa kiogo yake, lakini alei kwa nwawa, mundu kantola wa nnwawa wa nlongoe, ni kuipatia bana mwalo wa nlongoe.
290c140041	Kwai ni alongo saba, wakwanza atweti nnwawa kawaa, alei kwa bana,
290c15004a	Wa nya ibele kantola ni ywembe kawaa, alei kwaa bana. Na wanyaitatu iyeya.
290c160046	Ni wasaba awile bila yakuleka bana. mwisho ywa nnwawa ni ywembe kawaa.
290c170060	Wakati wa ufufuo, kabayoka tena. Je, aba nyumbo wa nyai? Balyo alongo saba bote bai nyumbo wabe.
290c180060	Yesu kabakokeya, “Je hii mwalo ntebosolwa, mwalo ntangike kwaa maandiko wa ngupu ya Nnongo?”
290c19006a	Wakati wa kuyoka kubaa kuoma kuwaa, batola kwaa wala kuyingiya malisengele, baba kati malaika wa mbinguni.
290c1a00b5	Kuhusu kuyoka kuoma bandu bawile, msomike kwaa kitabu sa Musa, muhabari za kichaka, Ya Nnongo akoya ni kunkokeya, Nenga Nnongo wa Abrahimu, ni Nnongo wa Isaka, ni Nnongo wa Yakobo?'
290c1b0053	Ywembe Nnongo kwa wa bandu bawile, bali Nnongo wa akoto. Ni kunza kunza mpotile.”
290c1c008b	Mwandisi yumo aisi ni kugayowa malongelo ago abweni; Yesu ayangwi bwiso. Kanlokiya “Je ni amri gani iliyo ya muhimu muno kuliko yenge?”
290c1d0051	Yesu kayangwa, “ya muhimu yeno, “Yekanya, Israel Nnongo witu, Bwana yumo bai.
290c1e006b	Umpende Nnongo wako kwa moyo wako gote, kwa roho yako yote, kwa malango gako gote, ni kwa ngupu yako yote.'
290c1f0070	Amri ya nyaibele yeno, “Mpende jirani kati ya uipenda ya uipenda wa mwene.” Ntopo yenge ngolo kupita yeno. `
290c20005f	mwandishi kakoya, “bwiso mwalimu ukoya kweli kuba Nnongo yumo bai na ntopo ywenge zaidi yake.
290c21009e	Kumpenda ywembe kwa moyo gote, kwa malango gote, ni kwa ngupu zako zote ni kumpenda jirani yako kati mwene, ni muhimu kuliko mapitio ni dhabuhu za kuteketeza.
290c220099	Palyo Yesu abweni apiiye jibu la busara, kaankokeya “Wenga hauko kutalu ni upwalume wa Nnongo” kuoma hapo ntopo hata yumo annokiye Yesu swali lolote.
290c23006c	Ni Yesu kayangwa, wakati apundisha mu hekalu, kakoya, “je, baandishi hukoya kuwa Kristo ni mwana wa Daudi?
290c24009a	Daudi mwene muroho mtakatifu, akoiye, “Bwana akoiye kwaa bwana wango, tama kuluboko lwango lwa mmayo, mpaka niatei maadui wako kuba pae ya magolo gako.'
290c250067	Mwene Daudi ankema Kristo,'Bwana' Je, ni mwana wa Daudi buli? Na bandu banyansima bampekanyi kwa Pulaa.
290c260073	Mmayegano gake Yesu kakoya, Ntame kutalu ni aandishi bapenda alyanga ni nganzi ndaso ni kusali miano kwenye masoko.
290c270047	Ni kutama mukiti sa akolo mmasinagogi na musiku kuu mwa pandu pa akolo.
290c280068	Pia balya mmisengo ya ajane ni kuyopa mayopo malaso ili bandu bababone. Bano bandu bapokya hukumu ngolo.
290c2900a1	Kisha Yesu atami pae pambwega ya lisanduku la sadaka nkati ya eneo la hekalu, ai kalola bandu kabayeya pwela yabe musanduku. Matajiri bingi babei pwela ya nsima.
290c2a003e	Kisha nnwawa mjane nkeba kayeya ipande ibele thamani ya senti.
290c2b008b	Kabakema benepunzi bake ni kuakokeya, “Amini nandokubakiya yono mjane ayeyi kiasi kikolo muno ya balyo bote bapiye mulisanduku la sadaka.
290c2c0085	Bingi bapiiye kuoma ni ukolo wa kipato sabe. Lakini yonooo nnwawa mjane, kuoma ni ukeba wake ayeyi pwela yote ya utumi mmaisha gake.'
290d010070	Yesu katyanga kuoma Hekaluni, mwenepunzi yumo kanlokiya, “Mwalimu lola malibe gano gakukanganya ni masengo!”
290d020074	kam'bakiya, “Wandobona masengo gano makolo? Ntopo hata libwe limo laingia kunani ya lyenge la tomboywa kwa pae.”
290d03007f	Ni ywembe palyo atami kunani ya kitombe sa mizaituni ukiogo ya Hekalu, Petro, Yakobo, Yohana ni Andrea kabanlokiya kwa siri,”
290d04003d	Tubakiye gano mambo gaba lini? kele dalili ya upitia gano?”
290d05003f	Yesu katumbwa kuwabakiya, “mbe makini mundu kana aba potosha.
290d06004a	Bingi baisa kwa lina lyango kabakoya,'Ndiye Nenga' nawatawa potosha bingi.
290d07006b	Palyo mwayowa vita ni mayegeyo ya vita, kanamyogope, mambo gano gapitya bai, lakini kuke bado kuika mwisho.
290d080077	Taifa lainuka kiogo ni taifa lyenge, ni upwalume ni upwalume wenge, pabaa ni malendemo ni njara, Gono mwanzo wa utungu.
290d090089	Mbe minyo, Mwapelekwa mabarazani, na mwapengwa mmasinagogi, mwayemekwa kulonge ya utawala ni ya upwalume mwalo wa nee. Kati usaidi kwabe.
290d0a002b	Injili lazima wete ihubiriwekumataifa gote.
290d0b0097	Palyo baaboywa ni kuakabidhi, kana myogope kwa selo mwakikoya, nkati ya muda gogo, mwapaywa sa kukoya, mwaba kwa mwenga mwalongela bali Roho mtakatifu.
290d0c0045	Nongo atanshitaki nnongo kubulaga, tate ni mwanage. Bana baakana tate
290d0d0071	babe ni kusababisha babulagwe. Mwakanwa ni kila mundu mwalo wa lina lyango. Lakini ywa atama mpaka mwisho aokoka.
290d0e0085	Mana mubweni chukizi lya uharibifu liyemi palyo lipaliwe kwa kuyema (asomaye ni atange) ndipo balyo bai kwa Yuda babutukiye ukitombe,
290d0f005c	Ywa abi kunani ya nyumba kana aluke pae ya nyumba na kana atole kilebe sosote sa kibi kunza,
290d100036	Ni ywa abi mugonda kana abuye kuisa kutola ngobo yake.
290d110053	Lakini ole wabe alwawa bene tumbo ni balyo alwawa bai ni bana kabayonga eyo lisiku!
290d120024	Muyope kana ipitye lisiku ya umande.
290d130082	Paba ni masaka makolo iyo lisiku, ambayo ganopitya kwa tangu Nnongo aumbike Dunia. Mpaka mbeyambe ya inapitya kwaa na ipitya kwaa.
290d140070	Mpaka Bwana palyo apongoya siku, ntopo yega yaokoka, lakini mwalowa atende, abo asagula, apongoya namba za siku.
290d150063	Wakati huo mana mundu yeyote kabaakokeya, lola, Kristo abi pano! au 'Lola abi palyo!' kana mwamini.
290d160070	Akriso wa ubocho ni anabii ba ubocho bapitya ni kupiya ishara ya maajabu. ili bababosolwe, Yamkini hata wateule.
290d170032	M'be minyo! Nialogolile gano gote kabla ya wakati.
290d180054	Baada ya matabiyo ya siku eyo, lisoba layeyelwa lubendo, mwei wapiya kwa wanga wake.
290d190043	Ndondwa ya tomboka kuoma kunani ni ngupu eyo ibi kunani ya lendema.
290d1a0046	Apo bamwona mwana wa Adamu kaisa kuma unde kwa ngupu ngolo ni utukufu.
290d1b00a4	Aatuma malaika bake ni kuakusanya pamwepe ateule bake kuoma mbande ngoto ina za Dunia, kuoma mbande ngolo ina za Dunia, kuoma mwisho wa bwee mpaka mwisho wa maunde.
290d1c006a	Muntela jifunzeni, kati litambe ya lipiya ni kubeka manyei gake, ndipo mwatanga kuba kiangazi kibi karibu.
290d1d0043	Ndivyo mwabona mambo gano kagapitya, mulange abi karibu, ya nlango.
290d1e004b	Kweli, nabakiya, seno kibelei kipeta kwa kutalu kabla mambo gano ganapitya.
290d1f0038	Maunde ni bwee wapeta lakini mayaulyo gango gapeta kwaa.
290d200059	Kuhusu eyo lisiku au saa, ntopo oyo atanga, hata malaika wa kunani, wala Mwana, ila Tate.
290d210037	M'be minyo lola, mwalo ntangike kwaa muda gani yapitya.
290d22009b	Ni kati mundu ayenda safari: kaleka nsengo wake, ni kumbeka mbanda wake kuba ntawala wa nsengo, kila mundu ni kazi yake. Ni kum'bakiya mlinzi kutama minyo.
290d23008c	kwaiyo m'be minyo! kwani mtangike kwaa mwene nsengo lisiku gani ubuya ukasake, ya wezekana kitamunyo, kiloo, palyo nzogolo abeka, au bwamba.
290d240027	Mana aisi gafla, kana akubone ugonzike.
290d250039	Eso nikubakiya wenga ni m'bakiya kila mundu: kana mgonza.
290e0100aa	Yabi siku ya nyaibele bai baada ya lisiku ya Pasaka ni mikate yangayeyelwa nzaso. Makuhani akolo ni baandishi bai kabapala namna ya kum'boywa Yesu kwa hila ni kum'bulaga.
290e020053	Kwa kuwa bakoiye, “wakati gono kwa wa sikukuu, bandu kana baise kutenda gasia”.
290e0300a1	Palyo Yesu abi Bethaia kaasake Simoni mkoma, kayenda pameza, nnwawa yumo kaisa ni chupa ya marashi ya nardo ya pwela ngolo muno, katula ni kuyitiya kumutwe wake.
290e04004d	Pai benge bakasilike, bate kokeyana bene kwa bene kabakoya”sa upotevu gono?
290e05005a	Manukato gano gabi kusulusa zaidi ya dinari mia tatu kabapaywa akeba.”Nibembe kabankoya.
290e060052	Yesu kakoya 'Nnekaye yika yake. Munkundiya kele masaka? Alei kilebe kinoke kwangu.
290e070075	Kila lisiku akeba m'binabo, muda wowote wa mana mupenda kuatendya ganoike atendyaye. Lakini muba kwa minee muda wote.
290e08003f	Atei sa akiwesike aipakiye yega yango mauta kwaajili ya masiko.
290e090073	Kweli niabakiya, kila pandu injili apo ihubiriwa Dunia nzima, sa akitei nnwawa yono salongelwa kwa ukombokeyo wake.
290e0a0059	Yuda Iskariote, yomo kati ya balyo komi ni ibele ayei kwa makuhani akolo ili apa kuapaya.
290e0b0074	Akuhani akolo palyo bayowine iyeyo, bate pulai ni kuahidi kumpaya pwela. Katumbua kupala nafasi ya kumkabidhi kwabe.
290e0c00b8	lisiku ya kwanza ya mkate wanga yeyelwa nzaso palyo bapiiye mwana ngondolo wa pasaka, benepunzi bake kabankokeya, “Upala tuyende kwako tukaandae ili upate kulya kilalyo sa Pasaka?”
290e0d006e	Kabatuma benepunzi bake abele kikualokiya, “Yendaye mjini mwabonagana ni nnalome apotwi kibenga. Munkengame.
290e0e0093	Nyumba ayingya, nkotaye na nlokiyaye mwenye nsengo ogo “Mwalimu alokiye,” Kibii kwaa chumba cha ageni pandu nalya pasaka ni benepunzi bango?”
290e0f006b	Aobonenya kyumba sa kunani kikolo kibii ni samani kibii yayari. Tendaye maandalizi kwa ajili yitu palyo.”
290e100067	Benepunzi baboi kabayenda mjini babweni kila kilebe kati ya babakiywe, kabatengeneya kilalyo sa Pasaka.
290e110033	Wakati yai kitamwinyo, aisi ni balyo komi ni ibele.
290e120070	Kabaikaribia meza ni kulya, Yesu kakoya, “kweli nando kuabakiya, yumo kati yinu alya pamwepe ni nee angana.”
290e130042	Bote kaba sikitika, yumo yumo kabankokeya “Balatu nenga kwaa?”
290e140076	Yesu kayangwa ni kuakokiya, yumo kati ya komi ni ibele nkati yinu, yumo mbeyambe ayeya ndonge mubakuli pamwepe ni nee.
290e1500a8	Kwa kuwa mwana wa Adamu ayenda kati aya maandiko gakoya kunani yake. Lakiniole wake mundu ywa kupitya ywembe mwana wa Adamu aakanwa! Yai bwiso muno kana aibelikwe kwaa.
290e160061	Kabalyaa, Yesu katola mkate, kaubariki ni kuutekwa. Kapaya kakoya, “Tolaye, yeno yega yango.”
290e170039	Katola kikombe, akashukuru, ni kwapaya ni bote kabanywaa.
290e180048	Kabaakokeya, “yeno damu yango ya agano, damu iyitikayo mwalo wa bingi.
290e19007a	Kweli niakokeya, ninywa kwaa lelo mukibelei seno sa lizabibuy mpaka lisiku ya ninywaa ya ayambe kwa upwalume wa Nnongo.”
290e1a0046	Palyo bayomwile kuyemba wimbo, bayei kuya katika kunnema wa Mizeituni.
290e1b007f	Yesu kabakokeya, “Mwenga mwabote mwatama kutalu mwalo wa nee, mwalo iteandikwa,'nankombwa mchungaji ni ngondolo batawanyika.'
290e1c0045	Lakini baada ya kuyoka kwango, naalongoylya kulonge yinu Galilaya.”
290e1d0041	Petro kam'bakiya, “Hata mana bote bakulei nee nikuleka kwaa.”
290e1e0064	Yesu kam'bakiya “kweli nikubakiya, kilo yeno kabla nzigolo anabeka malaibele, wangana mara tatu”
290e1f0064	Lakini Petro akoiye “Nibi tayari kuwaa pamwepe ni wee, nikukana kwaa.”bote bapiiye ahadi yeyelo.
290e200068	Baisi kulieneo likemwage Gethsemane, ni Yesu kabaakokeya benepunzi bake “tameni pano wakati nasali.”
290e21005e	Kabatola Petro, Yakobo ni yohana pamwepe ni ywembe katumbua kuhuzunika ni kukunda masaka muno.
290e220057	Kabaakokeya, “Nafsi yango ibii ni huzuni muno, hata kuwaa mtame pano kana mugonze.”
290e230057	Yesu ayei kulonge kidogo katomboka pae, kayopa, mana iwezekana saa yeno ingemuepuka.”
290e240081	Akoiye “Aba Tate kila kilebe kwako sando wezekana niboyee seno kikombe. Lakini kwa mapenzi gango kwaa bali kwa mapenzi gako.”
290e25006a	Aabui ni kuabona baginzike, ni kankokeya Petro, Simoni, ugonzike? uwesike kwaa kutama minyo hata saa yimo?
290e260068	Kana mugonze ni muyope kana muise kuyingya kwenye majaribu. Hakika Roho abi radhi lakini yega dhaifu.”
290e27002e	Ayei tena kuyopa, na atumile yayegeyo gagalyo.
290e280056	Aisi tena kababon bagonzike, minyo gabe gai gatopike, batangike kwaa kele sa kumualya.
290e290088	Aisi mara ya nyaitatu ni kuabakiya “mke mkagonza ni kupomolya? Ilengani muda uike. Lola mwana wa Adamu bankana mmaboko mwa bene sambi.
290e2a002f	Yumukaye, tuboke lola ywa angana abi karibu.”
290e2b00a0	Palyo kalongela bai, Yuda, yumo wa balyo komi ni ibele, aike, ni kipenga sa bandu kuoma kwa makuhani akolo, aandishi ni agoi bai ni mapanga ni ipeke peke mmoko.
290e2c004f	Msaliti apayi ishara ywa nambusu ngaywembe mboywaye mumpeleke pae ya ulinzi.”
290e2d0041	Yuda kuika bai kayenda kwa Yesu ni kukoya “mwalimu” kam'busu.
290e2e0026	Kaban'yeya pae ya ulinzi ni kum'boywa.
290e2f006d	Yumo kati yabe ayemi karibu yake kapiya upanga wake ni kumpumunda ni kumkata likutu mtumishi wa kahani nkolo.
290e30004b	Yesu kabaakokeya “muisi kuniboywa ni mapanga, mapekepeke kati kingongolo?
290e31006c	Wakati kila lisiku nibii na mwenga kanipundisha hekaluni, muniboywi kwaa. leno mulitei ili maandiko yatimie.
290e32002a	Balyo bote bai ni Yesu banlei ni kubutuka.
290e33004e	mwisembe yumo kankota, abii aweti shuka bai aigubike kunteteleka, kabankamwaa.
290e34002a	Kapolonyoka kaleka suka ni kubutuka utopo.
290e35005d	Kabanlongoya Yesu kwa kuhani nkolo. Palyo bakusanyike makuhani akolo bote, agoi, ni aandishi.
290e36008a	Petro ni ywembe kankota Yesu kwa kutalu, kuyenda kulua ya kuhani nkolo. Atami pamwepe ni alinzi, bai karibu ni moto kabayota kupala lyoto.
290e370079	Muda ogo makuhani akolo ni ni baraza lote baika bapala ushaidi kuhusu Yesu ili bapate kum'bulaga. lakini baaupatike kwaa.
290e38005b	Kuba bandu bingi baletike ushuhuda wa uboso dhidi yake, lakini ushahidi wabe upwanine kwaa.
290e390040	Benge kabayema ni kupiya ushaidi wa ubosho dhidi yake, kabakoya,
290e3a0049	“Twan'yowine kukoya, nilipimwanane leno liekalu lisengikwe nimaboko.”
290e3b0022	lakini ushaidi wabe upwanine kwaa.
290e3c0069	Kuhani akolo ayemi katikati yabe ni kunlokiya Yesu “Je wantopo saugwaa? bandu aba bakoya kele kwako?”
290e3d0069	Aatami poloi ayangwi kwea kilebe. Kuhani nkolo kanlokiya tena “wenga wa kristo, mwana wa m'barikiwa?”
290e3e0072	Yesu kakoya “Nenga oyo. Na ummona mwana wa Adam atami lumoko wa mmulyo wa ngupu kaisaa ni maunde ya mbinguni.”
290e3f0048	Kuhani nkolo apapwile ngobo yake ni kukoya “Je bado tukapala mashaidi?
290e400044	Muyowine kupulu. Muamua kele? bote bate muhukumu kati mundu wakuwaa.
290e41007f	Benge kabatumbwa kumuunia mata ni kumgubika kuminyo ni kumkombwa ni kunkokeya, “Tabiri!” Maafisa kaba mpotya ni kumpumunda.
290e42004c	Petro bado abi pae kuyeto, mtumishi yumo muenza wa kuhani nkolo kaisa kwake.
290e430071	Kammona Petro palyo ayemi kayota moti, kanlokiya kwa kumsogelea kisha kakoya, ni wenga wabi ni mnazareti Yesu.”
290e44005d	Lakini kakana, kakoya, nenga kwaa wala ndangike kwaa eso ukoya” Kapita kayenda kunza kuyeto
290e45006d	Lakini ntumishi nnwawa amweni palyo ayemi katumbwa kuwakokeya balyo bai bayemi palyo “Mundu oyo babalyo!”
290e46007a	Lakini kakana tena. baada balyo bai bayemi palyo bai kabankokeya Petro “Balatu wenga babalyo maana wenga wa Galilaya”.
290e470055	Katumbwa kuibeka mwene pae ya laana ni kulapa, “Nitangike kwa mundu oyo munkoya”.
290e4800a5	Nzogolo kabeka tena mara ya nyaibele. Petro kakombokeya mayegeyo ya Yesu aam'bakiye “Wangana mara tatu, kabla nzogolo ana beka mara ibele. Katomboka pae ni kulela.
290f0100b2	Bwamba muno akolo ba makuhani bakusanyika pamwepe ni agoi ni aandishi ni baraza zima la agoi. Kabantaba Yesu ni kumpeleka kwa Pilato. kanlokiya, “Wenga wa mpwalume wa wayahudi?
290f020021	kayangwa, “wenga ukoiye eyo”.
290f030037	Akolo ba makuhani kabakoya mashitaka mengi kuhusu Yesu.
290f04005a	Pilato kanlokiya tena, “uyangwa kwaa sosote? ubona kwaa eyo kushitaki kwa mayaalo mengi?
290f05003a	Lakini Yesu an'yangwa kwa Pilato, ni eyo yate kunkanganya.
290f06004d	Kwa kawaida lisiku ya sikukuuu kunlekeya mfungwa yumo, mfungwa ywa an'yopike.
290f070072	Kwaii waharifu muligereza, miongoni mwa abele gaji bateasi kabatumikia makosa yabe. Abi mundu yumo akemmwa Baraba.
290f08004f	Bandu banyansima kabaisa kwa pilato ni kun'yopa atende kati ya atei uko nkyogo.
290f090048	Pilato kayangwa ni kukoya, “mupala nia ndulye mpwalume wa wayahudi?”
290f0a0042	Aatangike bwiu wa aakolo ba makuhani kum'boywa ni kumpeleka kwake.
290f0b005a	Akolo ba makuhani basosile sa kipenga sa bandu kuguta ni kukoya alekwe Baraba badala yake.
290f0c0049	Pilato kayangwa tena ni kukoya, “Nintende kele mpwalume wa wayahudi?”
290f0d001e	Kabaguta lelo “msulubishe”
290f0e004b	Pilato kakoya “atei libaya gani? bayongiye kuguta ni kukoya msulubishe”
290f0f005c	Pilato kaba apulaisha kanlekeya Baraba. Kaamkombwa Yesu mjeredi kisha kampiya ili asulubiwe.
290f100061	Askari kabanlongoya mpaka mulua (wa ubi nkati ya kambi) bakusanyike pamwepe ni kikosi cha askari.
290f11004a	Kabam'waliya Yesu ngazu ya zambarau, kaba pota taji ya miiba kaba mwaliya.
290f12003e	Kabatumbwa kumueka ni kukoya “salam mpwalume wa wayahudi!”
290f130056	Kabankombwa kumutwe ni milai ni kumuuniya mata kaba beka mayua yabe pae kwa kumheshim.
290f140074	Kabayomwa kumdhihaki, kaba muule ya kanzu ya zambarau ni kumwaliya ngobo yake, kabampiya panza kuyenda kumsulubisha.
290f1500a7	Kabamlazimisha mpeta ndela kun'gangata abi kuoma kumiginda kayingiya mjini akemwage Simoni mkerene (Tate bake Iskanda ni Rufo); kabanlazimisha kupotwa msalaba wa Yesu.
290f160062	Askari kabampeleka Yesu pandu pakemwa Goligotha (maana ya tafsiri yeno ni pandu paliupa l lundoi).
